energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-2.95647824,0.25879259,0.00063213,0.09189474,0.00376046,0.09620051,0.00000000,0.07408686,0.00267345
-2.95047524,0.26981573,0.00064313,0.09504693,0.00458128,0.10119161,0.00000000,0.07758436,0.00275023
-2.94447224,0.28116064,0.00068612,0.09793835,0.00558188,0.10674575,0.00000000,0.08138608,0.00282536
-2.93846923,0.29296718,0.00076181,0.10058431,0.00678917,0.11295885,0.00000000,0.08554533,0.00289885
-2.93246623,0.30544096,0.00087154,0.10301946,0.00823243,0.11995667,0.00000000,0.09013770,0.00297130
-2.92646323,0.31885063,0.00101722,0.10529755,0.00994296,0.12789309,0.00000000,0.09525951,0.00304397
-2.92046023,0.33352260,0.00120124,0.10749044,0.01195351,0.13694725,0.00000000,0.10102560,0.00311869
-2.91445723,0.34983293,0.00142638,0.10968636,0.01429759,0.14731922,0.00000000,0.10756602,0.00319780
-2.90845423,0.36819667,0.00169576,0.11198742,0.01700873,0.15922459,0.00000000,0.11502200,0.00328408
-2.90245123,0.38905468,0.00201267,0.11450651,0.02011951,0.17288774,0.00000000,0.12354101,0.00338062
-2.89644822,0.41285843,0.00238047,0.11736350,0.02366061,0.18853415,0.00000000,0.13327113,0.00349069
-2.89044522,0.44005310,0.00280243,0.12068110,0.02765975,0.20638192,0.00000000,0.14435480,0.00361766
-2.88444222,0.47105968,0.00328163,0.12458031,0.03214070,0.22663266,0.00000000,0.15692225,0.00376477
-2.87843922,0.50625676,0.00382075,0.12917583,0.03712225,0.24946233,0.00000000,0.17108469,0.00393507
-2.87243622,0.54596277,0.00442198,0.13457146,0.04261736,0.27501221,0.00000000,0.18692777,0.00413123
-2.86643322,0.59041954,0.00508688,0.14085590,0.04863248,0.30338049,0.00000000,0.20450530,0.00435543
-2.86043022,0.63977799,0.00581628,0.14809884,0.05516702,0.33461498,0.00000000,0.22383386,0.00460923
-2.85442721,0.69408678,0.00661017,0.15634791,0.06221323,0.36870727,0.00000000,0.24488831,0.00489351
-2.84842421,0.75328447,0.00746767,0.16562628,0.06975625,0.40558874,0.00000000,0.26759870,0.00520838
-2.84242121,0.81719601,0.00838699,0.17593135,0.07777463,0.44512880,0.00000000,0.29184874,0.00555318
-2.83641821,0.88553360,0.00936547,0.18723434,0.08624109,0.48713539,0.00000000,0.31747592,0.00592643
-2.83041521,0.95790226,0.01039961,0.19948100,0.09512364,0.53135811,0.00000000,0.34427355,0.00632593
-2.82441221,1.03380992,0.01148516,0.21259337,0.10438694,0.57749372,0.00000000,0.37199460,0.00674878
-2.81840920,1.11268160,0.01261725,0.22647239,0.11399385,0.62519386,0.00000000,0.40035732,0.00719149
-2.81240620,1.19387704,0.01379055,0.24100145,0.12390706,0.67407476,0.00000000,0.42905242,0.00765012
-2.80640320,1.27671089,0.01499937,0.25605041,0.13409066,0.72372840,0.00000000,0.45775158,0.00812038
-2.80040020,1.36047433,0.01623789,0.27148011,0.14451157,0.77373452,0.00000000,0.48611688,0.00859781
-2.79439720,1.44445690,0.01750026,0.28714699,0.15514062,0.82367283,0.00000000,0.51381073,0.00907793
-2.78839420,1.52796727,0.01878075,0.30290753,0.16595321,0.87313476,0.00000000,0.54050583,0.00955634
-2.78239120,1.61035161,0.02007383,0.31862236,0.17692947,0.92173396,0.00000000,0.56589464,0.01002892
-2.77638819,1.69100850,0.02137425,0.33415966,0.18805370,0.96911495,0.00000000,0.58969793,0.01049186
-2.77038519,1.76939940,0.02267698,0.34939778,0.19931325,1.01495940,0.00000000,0.61167191,0.01094176
-2.76438219,1.84505399,0.02397720,0.36422690,0.21069668,1.05898954,0.00000000,0.63161358,0.01137569
-2.75837919,1.91757018,0.02527017,0.37854957,0.22219136,1.10096861,0.00000000,0.64936418,0.01179117
-2.75237619,1.98660882,0.02655104,0.39228027,0.23378063,1.14069836,0.00000000,0.66481039,0.01218613
-2.74637319,2.05188364,0.02781469,0.40534406,0.24544059,1.17801374,0.00000000,0.67788348,0.01255887
-2.74037019,2.11314726,0.02905546,0.41767435,0.25713684,1.21277536,0.00000000,0.68855642,0.01290796
-2.73436718,2.17017463,0.03026696,0.42921022,0.26882139,1.24486029,0.00000000,0.69683931,0.01323213
-2.72836418,2.22274522,0.03144181,0.43989339,0.28042993,1.27415207,0.00000000,0.70277346,0.01353014
-2.72236118,2.27062575,0.03257152,0.44966532,0.29187976,1.30053073,0.00000000,0.70642469,0.01380070
-2.71635818,2.31355499,0.03364634,0.45846463,0.30306865,1.32386387,0.00000000,0.70787621,0.01404235
-2.71035518,2.35123236,0.03465524,0.46622522,0.31387477,1.34399962,0.00000000,0.70722178,0.01425337
-2.70435218,2.38331146,0.03558598,0.47287535,0.32415777,1.36076219,0.00000000,0.70455962,0.01443178
-2.69834917,2.40939984,0.03642529,0.47833787,0.33376125,1.37395067,0.00000000,0.69998751,0.01457526
-2.69234617,2.42906519,0.03715911,0.48253170,0.34251643,1.38334150,0.00000000,0.69359943,0.01468125
-2.68634317,2.44184846,0.03777302,0.48537464,0.35024690,1.38869444,0.00000000,0.68548403,0.01474699
-2.68034017,2.44728316,0.03825264,0.48678739,0.35677451,1.38976216,0.00000000,0.67572496,0.01476965
-2.67433717,2.44492006,0.03858423,0.48669857,0.36192578,1.38630277,0.00000000,0.66440314,0.01474647
-2.66833417,2.43435598,0.03875519,0.48505064,0.36553885,1.37809462,0.00000000,0.65160057,0.01467497
-2.66233117,2.41526478,0.03875470,0.48180613,0.36747036,1.36495251,0.00000000,0.63740566,0.01455307
-2.65632816,2.38742885,0.03857425,0.47695404,0.36760204,1.34674419,0.00000000,0.62191936,0.01437936
-2.65032516,2.35076886,0.03820814,0.47051587,0.36584658,1.32340618,0.00000000,0.60526184,0.01415327
-2.64432216,2.30536990,0.03765391,0.46255091,0.36215246,1.29495765,0.00000000,0.58757914,0.01387519
-2.63831916,2.25150213,0.03691262,0.45316034,0.35650744,1.26151155,0.00000000,0.56904913,0.01354666
-2.63231616,2.18963448,0.03598903,0.44248998,0.34894056,1.22328212,0.00000000,0.54988652,0.01317043
-2.62631316,2.12044031,0.03489162,0.43073126,0.33952244,1.18058825,0.00000000,0.53034626,0.01275049
-2.62031016,2.04479433,0.03363246,0.41812037,0.32836397,1.13385219,0.00000000,0.51072521,0.01229211
-2.61430715,1.96376075,0.03222692,0.40493539,0.31561333,1.08359389,0.00000000,0.49136154,0.01180171
-2.60830415,1.87857289,0.03069329,0.39149159,0.30145159,1.03042089,0.00000000,0.47263206,0.01128678
-2.60230115,1.79060522,0.02905223,0.37813491,0.28608707,0.97501439,0.00000000,0.45494717,0.01075571
-2.59629815,1.70133887,0.02732616,0.36523374,0.26974879,0.91811216,0.00000000,0.43874366,0.01021758
-2.59029515,1.61232223,0.02553863,0.35316952,0.25267928,0.86048909,0.00000000,0.42447544,0.00968191
-2.58429215,1.52512825,0.02371358,0.34232620,0.23512717,0.80293639,0.00000000,0.41260260,0.00915842
-2.57828914,1.44131022,0.02187471,0.33307907,0.21733987,0.74624024,0.00000000,0.40357888,0.00865674
-2.57228614,1.36235782,0.02004479,0.32578330,0.19955660,0.69116098,0.00000000,0.39783816,0.00818615
-2.56628314,1.28965502,0.01824513,0.32076257,0.18200224,0.63841354,0.00000000,0.39578028,0.00775532
-2.56028014,1.22444129,0.01649505,0.31829807,0.16488193,0.58864989,0.00000000,0.39775657,0.00737202
-2.55427714,1.16777743,0.01481151,0.31861842,0.14837692,0.54244405,0.00000000,0.40405566,0.00704296
-2.54827414,1.12051689,0.01320883,0.32189059,0.13264146,0.50028001,0.00000000,0.41489002,0.00677356
-2.54227114,1.08328329,0.01169852,0.32821231,0.11780094,0.46254276,0.00000000,0.43038357,0.00656782
-2.53626813,1.05645462,0.01028926,0.33760607,0.10395121,0.42951258,0.00000000,0.45056106,0.00642819
-2.53026513,1.04015432,0.00898689,0.35001510,0.09115898,0.40136231,0.00000000,0.47533947,0.00635549
-2.52426213,1.03424913,0.00779463,0.36530135,0.07946309,0.37815763,0.00000000,0.50452196,0.00634892
-2.51825913,1.03835372,0.00671323,0.38324571,0.06887667,0.35985990,0.00000000,0.53779477,0.00640604
-2.51225613,1.05184162,0.00574127,0.40355052,0.05938981,0.34633134,0.00000000,0.57472734,0.00652284
-2.50625313,1.07386211,0.00487547,0.42584446,0.05097271,0.33734212,0.00000000,0.61477604,0.00669383
-2.50025013,1.10336263,0.00411102,0.44968967,0.04357901,0.33257917,0.00000000,0.65729150,0.00691219
-2.49424712,1.13911596,0.00344192,0.47459111,0.03714925,0.33165622,0.00000000,0.70152979,0.00716994
-2.48824412,1.17975171,0.00286130,0.50000798,0.03161420,0.33412492,0.00000000,0.74666713,0.00745810
-2.48224112,1.22379125,0.00236175,0.52536692,0.02689804,0.33948676,0.00000000,0.79181811,0.00776697
-2.47623812,1.26968530,0.00193557,0.55007657,0.02292122,0.34720547,0.00000000,0.83605678,0.00808635
-2.47023512,1.31585343,0.00157500,0.57354325,0.01960301,0.35671988,0.00000000,0.87844027,0.00840584
-2.46423212,1.36072423,0.00127247,0.59518717,0.01686368,0.36745680,0.00000000,0.91803395,0.00871504
-2.45822911,1.40277540,0.00102073,0.61445861,0.01462622,0.37884397,0.00000000,0.95393754,0.00900391
-2.45222611,1.44057248,0.00081294,0.63085357,0.01281775,0.39032265,0.00000000,0.98531099,0.00926297
-2.44622311,1.47280513,0.00064284,0.64392836,0.01137059,0.40135978,0.00000000,1.01139931,0.00948358
-2.44022011,1.49831992,0.00050469,0.65331233,0.01022287,0.41145939,0.00000000,1.03155517,0.00965816
-2.43421711,1.51614849,0.00039340,0.65871859,0.00931908,0.42017301,0.00000000,1.04525852,0.00978039
-2.42821411,1.52553026,0.00030446,0.65995196,0.00861014,0.42710879,0.00000000,1.05213211,0.00984535
-2.42221111,1.52592876,0.00023394,0.65691404,0.00805349,0.43193921,0.00000000,1.05195256,0.00984964
-2.41620810,1.51704119,0.00017847,0.64960506,0.00761291,0.43440691,0.00000000,1.04465618,0.00979144
-2.41020510,1.49880078,0.00013518,0.63812250,0.00725827,0.43432873,0.00000000,1.03033942,0.00967051
-2.40420210,1.47137197,0.00010167,0.62265662,0.00696522,0.43159755,0.00000000,1.00925400,0.00948818
-2.39819910,1.43513875,0.00007592,0.60348295,0.00671481,0.42618209,0.00000000,0.98179687,0.00924722
-2.39219610,1.39068653,0.00005630,0.58095229,0.00649316,0.41812458,0.00000000,0.94849546,0.00895173
-2.38619310,1.33877863,0.00004147,0.55547856,0.00629109,0.40753639,0.00000000,0.90998912,0.00860698
-2.38019010,1.28032824,0.00003035,0.52752512,0.00610376,0.39459186,0.00000000,0.86700737,0.00821918
-2.37418709,1.21636717,0.00002209,0.49759016,0.00593042,0.37952057,0.00000000,0.82034614,0.00779528
-2.36818409,1.14801276,0.00001601,0.46619174,0.00577417,0.36259837,0.00000000,0.77084300,0.00734272
-2.36218109,1.07643430,0.00001159,0.43385322,0.00564178,0.34413761,0.00000000,0.71935243,0.00686923
-2.35617809,1.00282028,0.00000843,0.40108952,0.00554356,0.32447686,0.00000000,0.66672218,0.00638253
-2.35017509,0.92834775,0.00000622,0.36839483,0.00549338,0.30397071,0.00000000,0.61377156,0.00589020
-2.34417209,0.85415486,0.00000473,0.33623210,0.00550863,0.28297985,0.00000000,0.56127252,0.00539943
-2.33816908,0.78131745,0.00000380,0.30502460,0.00561034,0.26186192,0.00000000,0.50993390,0.00491690
-2.33216608,0.71083015,0.00000332,0.27514973,0.00582327,0.24096346,0.00000000,0.46038945,0.00444861
-2.32616308,0.64359252,0.00000322,0.24693513,0.00617610,0.22061299,0.00000000,0.41318957,0.00399985
-2.32016008,0.58040011,0.00000346,0.22065696,0.00670155,0.20111562,0.00000000,0.36879687,0.00357506
-2.31415708,0.52194019,0.00000404,0.19654020,0.00743653,0.18274904,0.00000000,0.32758516,0.00317790
-2.30815408,0.46879187,0.00000499,0.17476068,0.00842223,0.16576095,0.00000000,0.28984170,0.00281118
-2.30215108,0.42142977,0.00000634,0.15544848,0.00970412,0.15036789,0.00000000,0.25577197,0.00247694
-2.29614807,0.38023051,0.00000819,0.13869238,0.01133182,0.13675509,0.00000000,0.22550659,0.00217648
-2.29014507,0.34548115,0.00001063,0.12454485,0.01335882,0.12507737,0.00000000,0.19910959,0.00191047
-2.28414207,0.31738868,0.00001380,0.11302729,0.01584200,0.11546062,0.00000000,0.17658749,0.00167896
-2.27813907,0.29608958,0.00001788,0.10413510,0.01884089,0.10800371,0.00000000,0.15789856,0.00148157
-2.27213607,0.28165879,0.00002309,0.09784235,0.02241678,0.10278054,0.00000000,0.14296177,0.00131746
-2.26613307,0.27411733,0.00002969,0.09410561,0.02663142,0.09984191,0.00000000,0.13166492,0.00118553
-2.26013007,0.27343804,0.00003799,0.09286702,0.03154556,0.09921717,0.00000000,0.12387168,0.00108439
-2.25412706,0.27954918,0.00004837,0.09405629,0.03721724,0.10091531,0.00000000,0.11942722,0.00101249
-2.24812406,0.29233579,0.00006126,0.09759173,0.04369976,0.10492550,0.00000000,0.11816245,0.00096817
-2.24212106,0.31163875,0.00007718,0.10338032,0.05103966,0.11121717,0.00000000,0.11989673,0.00094965
-2.23611806,0.33725205,0.00009672,0.11131698,0.05927443,0.11973936,0.00000000,0.12443929,0.00095511
-2.23011506,0.36891852,0.00012053,0.12128321,0.06843031,0.13041984,0.00000000,0.13158947,0.00098268
-2.22411206,0.40632468,0.00014935,0.13314532,0.07852020,0.14316382,0.00000000,0.14113606,0.00103046
-2.21810905,0.44909548,0.00018400,0.14675257,0.08954168,0.15785271,0.00000000,0.15285608,0.00109650
-2.21210605,0.49678954,0.00022538,0.16193543,0.10147543,0.17434298,0.00000000,0.16651334,0.00117882
-2.20610305,0.54889571,0.00027443,0.17850428,0.11428403,0.19246547,0.00000000,0.18185705,0.00127539
-2.20010005,0.60483164,0.00033216,0.19624873,0.12791126,0.21202532,0.00000000,0.19862091,0.00138413
-2.19409705,0.66394489,0.00039957,0.21493789,0.14228204,0.23280274,0.00000000,0.21652291,0.00150289
-2.18809405,0.72551713,0.00047771,0.23432156,0.15730300,0.25455477,0.00000000,0.23526604,0.00162950
-2.18209105,0.78877151,0.00056757,0.25413259,0.17286371,0.27701812,0.00000000,0.25454009,0.00176170
-2.17608804,0.85288346,0.00067007,0.27409036,0.18883860,0.29991311,0.00000000,0.27402458,0.00189724
-2.17008504,0.91699457,0.00078603,0.29390521,0.20508948,0.32294867,0.00000000,0.29339291,0.00203386
-2.16408204,0.98022929,0.00091612,0.31328396,0.22146859,0.34582829,0.00000000,0.31231741,0.00216929
-2.15807904,1.04171373,0.00106079,0.33193599,0.23782210,0.36825661,0.00000000,0.33047539,0.00230135
-2.15207604,1.10059599,0.00122025,0.34957984,0.25399384,0.38994657,0.00000000,0.34755566,0.00242796
-2.14607304,1.15606689,0.00139440,0.36595001,0.26982922,0.41062666,0.00000000,0.36326546,0.00254715
-2.14007004,1.20738042,0.00158278,0.38080360,0.28517895,0.43004797,0.00000000,0.37733733,0.00265715
-2.13406703,1.25387270,0.00178457,0.39392642,0.29990271,0.44799075,0.00000000,0.38953560,0.00275640
-2.12806403,1.29497878,0.00199850,0.40513848,0.31387228,0.46427009,0.00000000,0.39966225,0.00284359
-2.12206103,1.33024624,0.00222290,0.41429837,0.32697426,0.47874048,0.00000000,0.40756175,0.00291769
-2.11605803,1.35934516,0.00245563,0.42130648,0.33911204,0.49129898,0.00000000,0.41312468,0.00297797
-2.11005503,1.38207395,0.00269414,0.42610690,0.35020716,0.50188683,0.00000000,0.41629001,0.00302400
-2.10405203,1.39836077,0.00293547,0.42868788,0.36019994,0.51048956,0.00000000,0.41704584,0.00305567
-2.09804902,1.40826072,0.00317632,0.42908094,0.36904928,0.51713538,0.00000000,0.41542868,0.00307316
-2.09204602,1.41194895,0.00341310,0.42735869,0.37673197,0.52189217,0.00000000,0.41152127,0.00307693
-2.08604302,1.40971027,0.00364202,0.42363153,0.38324129,0.52486318,0.00000000,0.40544912,0.00306770
-2.08004002,1.40192577,0.00385919,0.41804338,0.38858527,0.52618166,0.00000000,0.39737599,0.00304639
-2.07403702,1.38905744,0.00406069,0.41076678,0.39278454,0.52600481,0.00000000,0.38749847,0.00301411
-2.06803402,1.37163149,0.00424276,0.40199758,0.39587014,0.52450736,0.00000000,0.37604001,0.00297210
-2.06203102,1.35022127,0.00440183,0.39194939,0.39788123,0.52187509,0.00000000,0.36324477,0.00292170
-2.05602801,1.32543068,0.00453470,0.38084819,0.39886301,0.51829874,0.00000000,0.34937126,0.00286428
-2.05002501,1.29787880,0.00463863,0.36892729,0.39886487,0.51396859,0.00000000,0.33468649,0.00280123
-2.04402201,1.26818626,0.00471140,0.35642261,0.39793886,0.50906990,0.00000000,0.31946031,0.00273389
-2.03801901,1.23696398,0.00475145,0.34356873,0.39613867,0.50377957,0.00000000,0.30396060,0.00266358
-2.03201601,1.20480438,0.00475787,0.33059548,0.39351899,0.49826398,0.00000000,0.28844906,0.00259150
-2.02601301,1.17227529,0.00473050,0.31772529,0.39013532,0.49267820,0.00000000,0.27317777,0.00251877
-2.02001001,1.13991641,0.00466987,0.30517112,0.38604424,0.48716645,0.00000000,0.25838664,0.00244640
-2.01400700,1.10823809,0.00457724,0.29313503,0.38130402,0.48186375,0.00000000,0.24430141,0.00237529
-2.00800400,1.07772208,0.00445451,0.28180715,0.37597547,0.47689856,0.00000000,0.23113248,0.00230624
-2.00200100,1.04882384,0.00430420,0.27136506,0.37012300,0.47239614,0.00000000,0.21907412,0.00223994
-1.99599800,1.02197572,0.00412931,0.26197334,0.36381569,0.46848241,0.00000000,0.20830415,0.00217699
-1.98999500,0.99759067,0.00393327,0.25378323,0.35712833,0.46528791,0.00000000,0.19898387,0.00211793
-1.98399200,0.97606577,0.00371979,0.24693229,0.35014224,0.46295165,0.00000000,0.19125814,0.00206323
-1.97798899,0.95778516,0.00349279,0.24154393,0.34294585,0.46162435,0.00000000,0.18525544,0.00201330
-1.97198599,0.94312189,0.00325622,0.23772675,0.33563488,0.46147096,0.00000000,0.18108793,0.00196853
-1.96598299,0.93243834,0.00301398,0.23557367,0.32831203,0.46267201,0.00000000,0.17885131,0.00192928
-1.95997999,0.92608492,0.00276983,0.23516089,0.32108623,0.46542367,0.00000000,0.17862449,0.00189588
-1.95397699,0.92439699,0.00252727,0.23654659,0.31407136,0.46993632,0.00000000,0.18046908,0.00186864
-1.94797399,0.92768975,0.00228949,0.23976952,0.30738439,0.47643150,0.00000000,0.18442865,0.00184786
-1.94197099,0.93625147,0.00205927,0.24484746,0.30114311,0.48513728,0.00000000,0.19052776,0.00183381
-1.93596798,0.95033487,0.00183900,0.25177570,0.29546337,0.49628200,0.00000000,0.19877086,0.00182669
-1.92996498,0.97014729,0.00163059,0.26052562,0.29045602,0.51008661,0.00000000,0.20914103,0.00182668
-1.92396198,0.99583963,0.00143553,0.27104340,0.28622359,0.52675573,0.00000000,0.22159875,0.00183388
-1.91795898,1.02749484,0.00125485,0.28324907,0.28285688,0.54646778,0.00000000,0.23608057,0.00184832
-1.91195598,1.06511618,0.00108919,0.29703584,0.28043150,0.56936444,0.00000000,0.25249793,0.00186991
-1.90595298,1.10861599,0.00093878,0.31226999,0.27900473,0.59553998,0.00000000,0.27073616,0.00189845
-1.89994997,1.15780542,0.00080354,0.32879123,0.27861252,0.62503069,0.00000000,0.29065370,0.00193364
-1.89394697,1.21238576,0.00068308,0.34641361,0.27926709,0.65780517,0.00000000,0.31208167,0.00197500
-1.88794397,1.27194198,0.00057680,0.36492719,0.28095504,0.69375573,0.00000000,0.33482393,0.00202192
-1.88194097,1.33593902,0.00048389,0.38410034,0.28363618,0.73269150,0.00000000,0.35865762,0.00207365
-1.87593797,1.40372126,0.00040345,0.40368267,0.28724321,0.77433373,0.00000000,0.38333441,0.00212929
-1.86993497,1.47451573,0.00033444,0.42340881,0.29168212,0.81831364,0.00000000,0.40858237,0.00218781
-1.86393197,1.54743934,0.00027581,0.44300275,0.29683364,0.86417321,0.00000000,0.43410873,0.00224803
-1.85792896,1.62151019,0.00022650,0.46218284,0.30255542,0.91136910,0.00000000,0.45960344,0.00230870
-1.85192596,1.69566323,0.00018547,0.48066740,0.30868517,0.95927998,0.00000000,0.48474358,0.00236848
-1.84592296,1.76876991,0.00015173,0.49818069,0.31504446,1.00721708,0.00000000,0.50919867,0.00242599
-1.83991996,1.83966166,0.00012437,0.51445927,0.32144330,1.05443798,0.00000000,0.53263672,0.00247983
-1.83391696,1.90715654,0.00010257,0.52925846,0.32768514,1.10016338,0.00000000,0.55473102,0.00252865
-1.82791396,1.97008850,0.00008559,0.54235878,0.33357227,1.14359623,0.00000000,0.57516747,0.00257112
-1.82191096,2.02733816,0.00007284,0.55357210,0.33891148,1.18394293,0.00000000,0.59365220,0.00260606
-1.81590795,2.07786431,0.00006383,0.56274729,0.34351958,1.22043571,0.00000000,0.60991930,0.00263240
-1.80990495,2.12073473,0.00005819,0.56977513,0.34722888,1.25235540,0.00000000,0.62373839,0.00264926
-1.80390195,2.15515536,0.00005570,0.57459223,0.34989218,1.27905395,0.00000000,0.63492161,0.00265596
-1.79789895,2.18049635,0.00005631,0.57718370,0.35138724,1.29997553,0.00000000,0.64332984,0.00265206
-1.79189595,2.19631403,0.00006008,0.57758444,0.35162061,1.31467559,0.00000000,0.64887769,0.00263734
-1.78589295,2.20236764,0.00006729,0.57587889,0.35053048,1.32283686,0.00000000,0.65153714,0.00261187
-1.77988994,2.19862998,0.00007838,0.57219907,0.34808878,1.32428174,0.00000000,0.65133947,0.00257596
-1.77388694,2.18529129,0.00009400,0.56672094,0.34430212,1.31898038,0.00000000,0.64837528,0.00253015
-1.76788394,2.16275608,0.00011506,0.55965921,0.33921179,1.30705414,0.00000000,0.64279264,0.00247525
-1.76188094,2.13163277,0.00014267,0.55126056,0.33289277,1.28877409,0.00000000,0.63479325,0.00241224
-1.75587794,2.09271649,0.00017828,0.54179559,0.32545171,1.26455465,0.00000000,0.62462667,0.00234229
-1.74987494,2.04696544,0.00022359,0.53154979,0.31702402,1.23494245,0.00000000,0.61258290,0.00226669
-1.74387194,1.99547192,0.00028065,0.52081377,0.30777019,1.20060099,0.00000000,0.59898355,0.00218683
-1.73786893,1.93942886,0.00035186,0.50987329,0.29787141,1.16229141,0.00000000,0.58417186,0.00210415
-1.73186593,1.88009339,0.00043996,0.49899930,0.28752461,1.12085041,0.00000000,0.56850213,0.00202007
-1.72586293,1.81874871,0.00054805,0.48843865,0.27693717,1.07716586,0.00000000,0.55232877,0.00193596
-1.71985993,1.75666590,0.00067958,0.47840566,0.26632128,1.03215129,0.00000000,0.53599575,0.00185311
-1.71385693,1.69506695,0.00083833,0.46907504,0.25588824,0.98672003,0.00000000,0.51982653,0.00177269
-1.70785393,1.63509056,0.00102833,0.46057647,0.24584286,0.94176001,0.00000000,0.50411512,0.00169568
-1.70185093,1.57776191,0.00125386,0.45299097,0.23637789,0.89811012,0.00000000,0.48911854,0.00162289
-1.69584792,1.52396729,0.00151931,0.44634937,0.22766895,0.85653879,0.00000000,0.47505094,0.00155493
-1.68984492,1.47443452,0.00182907,0.44063279,0.21986983,0.81772567,0.00000000,0.46207948,0.00149221
-1.68384192,1.42971951,0.00218743,0.43577516,0.21310835,0.78224672,0.00000000,0.45032226,0.00143491
-1.67783892,1.39019933,0.00259839,0.43166759,0.20748299,0.75056313,0.00000000,0.43984801,0.00138302
-1.67183592,1.35607149,0.00306549,0.42816440,0.20306027,0.72301431,0.00000000,0.43067768,0.00133634
-1.66583292,1.32735938,0.00359162,0.42509056,0.19987307,0.69981496,0.00000000,0.42278754,0.00129453
-1.65982991,1.30392309,0.00417881,0.42224997,0.19791986,0.68105605,0.00000000,0.41611373,0.00125710
-1.65382691,1.28547501,0.00482804,0.41943453,0.19716502,0.66670955,0.00000000,0.41055778,0.00122345
-1.64782391,1.27159933,0.00553900,0.41643320,0.19754015,0.65663652,0.00000000,0.40599296,0.00119290
-1.64182091,1.26177451,0.00630997,0.41304101,0.19894647,0.65059811,0.00000000,0.40227100,0.00116477
-1.63581791,1.25539768,0.00713764,0.40906736,0.20125819,0.64826891,0.00000000,0.39922892,0.00113833
-1.62981491,1.25181017,0.00801704,0.40434349,0.20432686,0.64925235,0.00000000,0.39669582,0.00111288
-1.62381191,1.25032309,0.00894142,0.39872867,0.20798645,0.65309723,0.00000000,0.39449913,0.00108778
-1.61780890,1.25024228,0.00990234,0.39211509,0.21205914,0.65931511,0.00000000,0.39247045,0.00106245
-1.61180590,1.25089181,0.01088974,0.38443113,0.21636157,0.66739794,0.00000000,0.39045061,0.00103639
-1.60580290,1.25163545,0.01189208,0.37564317,0.22071130,0.67683535,0.00000000,0.38829401,0.00100919
-1.59979990,1.25189571,0.01289659,0.36575573,0.22493324,0.68713116,0.00000000,0.38587219,0.00098057
-1.59379690,1.25116991,0.01388962,0.35481024,0.22886578,0.69781878,0.00000000,0.38307660,0.00095033
-1.58779390,1.24904318,0.01485699,0.34288249,0.23236645,0.70847488,0.00000000,0.37982062,0.00091837
-1.58179090,1.24519809,0.01578448,0.33007892,0.23531664,0.71873126,0.00000000,0.37604092,0.00088471
-1.57578789,1.23942095,0.01665829,0.31653204,0.23762548,0.72828442,0.00000000,0.37169819,0.00084943
-1.56978489,1.23160469,0.01746557,0.30239521,0.23923233,0.73690273,0.00000000,0.36677726,0.00081272
-1.56378189,1.22174844,0.01819496,0.28783702,0.24010810,0.74443101,0.00000000,0.36128673,0.00077479
-1.55777889,1.20995392,0.01883709,0.27303546,0.24025508,0.75079239,0.00000000,0.35525814,0.00073594
-1.55177589,1.19641878,0.01938504,0.25817218,0.23970543,0.75598748,0.00000000,0.34874458,0.00069648
-1.54577289,1.18142727,0.01983471,0.24342705,0.23851840,0.76009085,0.00000000,0.34181902,0.00065675
-1.53976988,1.16533837,0.02018519,0.22897307,0.23677631,0.76324497,0.00000000,0.33457205,0.00061709
-1.53376688,1.14857181,0.02043889,0.21497191,0.23457968,0.76565190,0.00000000,0.32710930,0.00057786
-1.52776388,1.13159249,0.02060167,0.20157007,0.23204158,0.76756287,0.00000000,0.31954843,0.00053939
-1.52176088,1.11489356,0.02068277,0.18889583,0.22928165,0.76926619,0.00000000,0.31201579,0.00050198
-1.51575788,1.09897880,0.02069461,0.17705694,0.22641999,0.77107404,0.00000000,0.30464272,0.00046592
-1.50975488,1.08434482,0.02065250,0.16613906,0.22357131,0.77330834,0.00000000,0.29756163,0.00043145
-1.50375188,1.07146361,0.02057414,0.15620506,0.22083960,0.77628652,0.00000000,0.29090192,0.00039880
-1.49774887,1.06076602,0.02047912,0.14729493,0.21831352,0.78030746,0.00000000,0.28478591,0.00036813
-1.49174587,1.05262669,0.02038821,0.13942642,0.21606290,0.78563831,0.00000000,0.27932476,0.00033957
-1.48574287,1.04735091,0.02032268,0.13259632,0.21413626,0.79250256,0.00000000,0.27461474,0.00031322
-1.47973987,1.04516391,0.02030349,0.12678215,0.21255969,0.80106987,0.00000000,0.27073379,0.00028913
-1.47373687,1.04620291,0.02035053,0.12194442,0.21133680,0.81144801,0.00000000,0.26773863,0.00026732
-1.46773387,1.05051213,0.02048183,0.11802914,0.21045007,0.82367720,0.00000000,0.26566251,0.00024777
-1.46173087,1.05804109,0.02071285,0.11497063,0.20986305,0.83772708,0.00000000,0.26451373,0.00023043
-1.45572786,1.06864607,0.02105579,0.11269455,0.20952361,0.85349637,0.00000000,0.26427501,0.00021523
-1.44972486,1.08209481,0.02151906,0.11112095,0.20936780,0.87081525,0.00000000,0.26490370,0.00020205
-1.44372186,1.09807429,0.02210680,0.11016744,0.20932422,0.88945041,0.00000000,0.26633300,0.00019077
