energy_ev,total_up,B_p_up,B_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.53176588,2.21238120,0.29121775,0.00000000,1.85029934,1.67131912,0.00245461,0.14649533
-5.52576288,2.24892502,0.27990791,0.00000000,1.87384518,1.69255393,0.00239472,0.15810135
-5.51975988,2.28856032,0.26865627,0.00000000,1.89427423,1.71610233,0.00238248,0.17063799
-5.51375688,2.33109159,0.25747200,0.00000000,1.91172154,1.74179172,0.00241440,0.18408757
-5.50775388,2.37636220,0.24638114,0.00000000,1.92639884,1.76947693,0.00248732,0.19842744
-5.50175088,2.42424044,0.23542412,0.00000000,1.93857757,1.79903056,0.00259835,0.21362895
-5.49574787,2.47460328,0.22465289,0.00000000,1.94857024,1.83033155,0.00274485,0.22965630
-5.48974487,2.52731869,0.21412766,0.00000000,1.95671107,1.86325263,0.00292443,0.24646531
-5.48374187,2.58222788,0.20391356,0.00000000,1.96333685,1.89764769,0.00313481,0.26400226
-5.47773887,2.63912846,0.19407732,0.00000000,1.96876893,1.93333967,0.00337386,0.28220279
-5.47173587,2.69775964,0.18468428,0.00000000,1.97329717,1.97011009,0.00363943,0.30099110
-5.46573287,2.75779054,0.17579559,0.00000000,1.97716656,2.00769065,0.00392935,0.32027937
-5.45972986,2.81881241,0.16746597,0.00000000,1.98056699,2.04575783,0.00424134,0.33996762
-5.45372686,2.88033534,0.15974197,0.00000000,1.98362664,2.08393072,0.00457296,0.35994399
-5.44772386,2.94178994,0.15266069,0.00000000,1.98640896,2.12177254,0.00492158,0.38008559
-5.44172086,3.00253409,0.14624911,0.00000000,1.98891339,2.15879585,0.00528435,0.40025981
-5.43571786,3.06186452,0.14052394,0.00000000,1.99107945,2.19447140,0.00565818,0.42032619
-5.42971486,3.11903290,0.13549182,0.00000000,1.99279387,2.22824025,0.00603981,0.44013879
-5.42371186,3.17326564,0.13115003,0.00000000,1.99390021,2.25952873,0.00642577,0.45954894
-5.41770885,3.22378671,0.12748739,0.00000000,1.99421031,2.28776546,0.00681250,0.47840828
-5.41170585,3.26984211,0.12448552,0.00000000,1.99351684,2.31239989,0.00719637,0.49657210
-5.40570285,3.31072521,0.12212009,0.00000000,1.99160635,2.33292117,0.00757381,0.51390258
-5.39969985,3.34580150,0.12036231,0.00000000,1.98827194,2.34887683,0.00794141,0.53027210
-5.39369685,3.37453171,0.11918030,0.00000000,1.98332503,2.35989005,0.00829597,0.54556625
-5.38769385,3.39649225,0.11854052,0.00000000,1.97660576,2.36567499,0.00863468,0.55968651
-5.38169085,3.41139205,0.11840905,0.00000000,1.96799138,2.36604934,0.00895517,0.57255254
-5.37568784,3.41908509,0.11875284,0.00000000,1.95740267,2.36094354,0.00925565,0.58410390
-5.36968484,3.41957820,0.11954077,0.00000000,1.94480805,2.35040632,0.00953495,0.59430126
-5.36368184,3.41303385,0.12074462,0.00000000,1.93022552,2.33460637,0.00979264,0.60312707
-5.35767884,3.39976797,0.12233984,0.00000000,1.91372261,2.31383005,0.01002904,0.61058562
-5.35167584,3.38024303,0.12430622,0.00000000,1.89541455,2.28847533,0.01024526,0.61670268
-5.34567284,3.35505685,0.12662836,0.00000000,1.87546108,2.25904233,0.01044321,0.62152469
-5.33966983,3.32492761,0.12929598,0.00000000,1.85406221,2.22612073,0.01062557,0.62511756
-5.33366683,3.29067584,0.13230409,0.00000000,1.83145345,2.19037471,0.01079575,0.62756519
-5.32766383,3.25320398,0.13565292,0.00000000,1.80790062,2.15252597,0.01095784,0.62896782
-5.32166083,3.21347434,0.13934765,0.00000000,1.78369479,2.11333535,0.01111649,0.62944009
-5.31565783,3.17248593,0.14339800,0.00000000,1.75914733,2.07358374,0.01127682,0.62910903
-5.30965483,3.13125105,0.14781747,0.00000000,1.73458527,2.03405267,0.01144429,0.62811192
-5.30365183,3.09077176,0.15262252,0.00000000,1.71034694,1.99550533,0.01162460,0.62659393
-5.29764882,3.05201701,0.15783133,0.00000000,1.68677766,1.95866814,0.01182348,0.62470568
-5.29164582,3.01590055,0.16346255,0.00000000,1.66422554,1.92421348,0.01204660,0.62260050
-5.28564282,2.98325997,0.16953371,0.00000000,1.64303692,1.89274382,0.01229937,0.62043158
-5.27963982,2.95483715,0.17605956,0.00000000,1.62355131,1.86477745,0.01258679,0.61834879
-5.27363682,2.93126032,0.18305027,0.00000000,1.60609570,1.84073616,0.01291334,0.61649534
-5.26763382,2.91302803,0.19050963,0.00000000,1.59097791,1.82093500,0.01328274,0.61500416
-5.26163082,2.90049530,0.19843327,0.00000000,1.57847907,1.80557433,0.01369792,0.61399423
-5.25562781,2.89386228,0.20680696,0.00000000,1.56884514,1.79473434,0.01416081,0.61356680
-5.24962481,2.89316579,0.21560515,0.00000000,1.56227777,1.78837223,0.01467224,0.61380175
-5.24362181,2.89827415,0.22478978,0.00000000,1.55892465,1.78632217,0.01523190,0.61475414
-5.23761881,2.90888565,0.23430939,0.00000000,1.55886982,1.78829818,0.01583820,0.61645123
-5.23161581,2.92453097,0.24409871,0.00000000,1.56212443,1.79389994,0.01648827,0.61889002
-5.22561281,2.94457991,0.25407869,0.00000000,1.56861843,1.80262159,0.01717796,0.62203562
-5.21960980,2.96825251,0.26415700,0.00000000,1.57819395,1.81386344,0.01790180,0.62582050
-5.21360680,2.99463455,0.27422908,0.00000000,1.59060062,1.82694633,0.01865310,0.63014475
-5.20760380,3.02269737,0.28417965,0.00000000,1.60549372,1.84112847,0.01942402,0.63487756
-5.20160080,3.05132157,0.29388475,0.00000000,1.62243526,1.85562426,0.02020570,0.63985976
-5.19559780,3.07932406,0.30321407,0.00000000,1.64089844,1.86962469,0.02098841,0.64490748
-5.18959480,3.10548790,0.31203377,0.00000000,1.66027566,1.88231868,0.02176173,0.64981697
-5.18359180,3.12859385,0.32020938,0.00000000,1.67988993,1.89291479,0.02251478,0.65437022
-5.17758879,3.14745283,0.32760901,0.00000000,1.69900955,1.90066254,0.02323646,0.65834137
-5.17158579,3.16093818,0.33410649,0.00000000,1.71686568,1.90487276,0.02391567,0.66150363
-5.16558279,3.16801666,0.33958446,0.00000000,1.73267226,1.90493612,0.02454160,0.66363646
-5.15957979,3.16777719,0.34393734,0.00000000,1.74564754,1.90033957,0.02510403,0.66453273
-5.15357679,3.15945629,0.34707398,0.00000000,1.75503661,1.89067975,0.02559349,0.66400562
-5.14757379,3.14245952,0.34891993,0.00000000,1.76013390,1.87567336,0.02600160,0.66189501
-5.14157079,3.11637810,0.34941938,0.00000000,1.76030496,1.85516395,0.02632124,0.65807306
-5.13556778,3.08100046,0.34853655,0.00000000,1.75500655,1.82912506,0.02654676,0.65244886
-5.12956478,3.03631810,0.34625656,0.00000000,1.74380441,1.79765986,0.02667409,0.64497197
-5.12356178,2.98252614,0.34258586,0.00000000,1.72638794,1.76099711,0.02670093,0.63563470
-5.11755878,2.92001830,0.33755203,0.00000000,1.70258124,1.71948410,0.02662675,0.62447309
-5.11155578,2.84937693,0.33120322,0.00000000,1.67235027,1.67357652,0.02645284,0.61156667
-5.10555278,2.77135840,0.32360703,0.00000000,1.63580573,1.62382612,0.02618231,0.59703685
-5.09954977,2.68687458,0.31484905,0.00000000,1.59320184,1.57086626,0.02582001,0.58104426
-5.09354677,2.59697109,0.30503108,0.00000000,1.54493095,1.51539626,0.02537244,0.56378489
-5.08754377,2.50280310,0.29426905,0.00000000,1.49151448,1.45816479,0.02484762,0.54548546
-5.08154077,2.40560945,0.28269082,0.00000000,1.43359057,1.39995298,0.02425489,0.52639798
-5.07553777,2.30668594,0.27043380,0.00000000,1.37189893,1.34155775,0.02360481,0.50679377
-5.06953477,2.20735850,0.25764260,0.00000000,1.30726372,1.28377572,0.02290884,0.48695709
-5.06353177,2.10895699,0.24446673,0.00000000,1.24057499,1.22738807,0.02217924,0.46717862
-5.05752876,2.01279018,0.23105835,0.00000000,1.17276951,1.17314678,0.02142877,0.44774892
-5.05152576,1.92012250,0.21757024,0.00000000,1.10481163,1.12176231,0.02067046,0.42895203
-5.04552276,1.83215295,0.20415393,0.00000000,1.03767481,1.07389312,0.01991744,0.41105938
-5.03951976,1.74999666,0.19095807,0.00000000,0.97232449,1.03013682,0.01918267,0.39432419
-5.03351676,1.67466907,0.17812711,0.00000000,0.90970248,0.99102335,0.01847871,0.37897632
-5.02751376,1.60707314,0.16580011,0.00000000,0.85071358,0.95700985,0.01781756,0.36521788
-5.02151076,1.54798958,0.15410993,0.00000000,0.79621425,0.92847743,0.01721045,0.35321950
-5.01550775,1.49806990,0.14318256,0.00000000,0.74700362,0.90572950,0.01666761,0.34311741
-5.00950475,1.45783249,0.13313662,0.00000000,0.70381671,0.88899170,0.01619817,0.33501132
-5.00350175,1.42766121,0.12408306,0.00000000,0.66731956,0.87841317,0.01580996,0.32896324
-4.99749875,1.40780654,0.11612492,0.00000000,0.63810611,0.87406893,0.01550944,0.32499701
-4.99149575,1.39838876,0.10935705,0.00000000,0.61669634,0.87596324,0.01530154,0.32309882
-4.98549275,1.39940295,0.10386593,0.00000000,0.60353521,0.88403361,0.01518963,0.32321850
-4.97948974,1.41072544,0.09972925,0.00000000,0.59899211,0.89815535,0.01517547,0.32527149
-4.97348674,1.43212125,0.09701544,0.00000000,0.60336008,0.91814626,0.01525917,0.32914170
-4.96748374,1.46325226,0.09578295,0.00000000,0.61685475,0.94377146,0.01543928,0.33468479
-4.96148074,1.50368572,0.09607941,0.00000000,0.63961240,0.97474803,0.01571280,0.34173217
-4.95547774,1.55290279,0.09794042,0.00000000,0.67168708,1.01074947,0.01607531,0.35009526
-4.94947474,1.61030708,0.10138830,0.00000000,0.71304676,1.05140980,0.01652109,0.35957022
-4.94347174,1.67523280,0.10643052,0.00000000,0.76356846,1.09632737,0.01704332,0.36994272
-4.93746873,1.74695277,0.11305813,0.00000000,0.82303279,1.14506844,0.01763425,0.38099294
-4.93146573,1.82468617,0.12124408,0.00000000,0.89111807,1.19717061,0.01828542,0.39250042
-4.92546273,1.90760634,0.13094171,0.00000000,0.96739485,1.25214633,0.01898796,0.40424886
-4.91945973,1.99484872,0.14208329,0.00000000,1.05132123,1.30948664,0.01973280,0.41603060
-4.91345673,2.08551934,0.15457902,0.00000000,1.14223973,1.36866545,0.02051094,0.42765088
-4.90745373,2.17870403,0.16831634,0.00000000,1.23937661,1.42914450,0.02131375,0.43893164
-4.90145073,2.27347870,0.18315986,0.00000000,1.34184406,1.49037915,0.02213321,0.44971493
-4.89544772,2.36892073,0.19895188,0.00000000,1.44864605,1.55182526,0.02296214,0.45986578
-4.88944472,2.46412171,0.21551365,0.00000000,1.55868810,1.61294694,0.02379442,0.46927462
-4.88344172,2.55820123,0.23264737,0.00000000,1.67079138,1.67322533,0.02462517,0.47785909
-4.87743872,2.65032169,0.25013895,0.00000000,1.78371093,1.73216795,0.02545094,0.48556527
-4.87143572,2.73970351,0.26776141,0.00000000,1.89615780,1.78931848,0.02626973,0.49236832
-4.86543272,2.82564025,0.28527904,0.00000000,2.00682452,1.84426638,0.02708111,0.49827251
-4.85942971,2.90751290,0.30245191,0.00000000,2.11441304,1.89665589,0.02788620,0.50331052
-4.85342671,2.98480246,0.31904087,0.00000000,2.21766411,1.94619383,0.02868759,0.50754207
-4.84742371,3.05710002,0.33481265,0.00000000,2.31538683,1.99265555,0.02948925,0.51105189
-4.84142071,3.12411346,0.34954498,0.00000000,2.40648702,2.03588859,0.03029635,0.51394692
-4.83541771,3.18567000,0.36303150,0.00000000,2.48999308,2.07581342,0.03111502,0.51635278
-4.82941471,3.24171417,0.37508628,0.00000000,2.56507807,2.11242117,0.03195210,0.51840956
-4.82341171,3.29230073,0.38554780,0.00000000,2.63107679,2.14576799,0.03281480,0.52026701
-4.81740870,3.33758272,0.39428216,0.00000000,2.68749712,2.17596626,0.03371034,0.52207913
-4.81140570,3.37779470,0.40118556,0.00000000,2.73402490,2.20317284,0.03464558,0.52399837
-4.80540270,3.41323203,0.40618584,0.00000000,2.77052221,2.22757499,0.03562662,0.52616953
-4.79939970,3.44422702,0.40924316,0.00000000,2.79701925,2.24937442,0.03665843,0.52872364
-4.79339670,3.47112316,0.41034980,0.00000000,2.81370023,2.26877069,0.03774445,0.53177202
-4.78739370,3.49424889,0.40952905,0.00000000,2.82088419,2.28594449,0.03888628,0.53540070
-4.78139070,3.51389235,0.40683347,0.00000000,2.81900200,2.30104226,0.04008336,0.53966560
-4.77538769,3.53027873,0.40234242,0.00000000,2.80857075,2.31416276,0.04133276,0.54458854
-4.76938469,3.54355158,0.39615915,0.00000000,2.79016701,2.32534671,0.04262905,0.55015456
-4.76338169,3.55375932,0.38840748,0.00000000,2.76440066,2.33457016,0.04396420,0.55631047
-4.75737869,3.56084794,0.37922824,0.00000000,2.73189035,2.34174209,0.04532764,0.56296499
-4.75137569,3.56466047,0.36877558,0.00000000,2.69324210,2.34670653,0.04670639,0.56999049
-4.74537269,3.56494335,0.35721333,0.00000000,2.64903189,2.34924923,0.04808526,0.57722628
-4.73936968,3.56135958,0.34471142,0.00000000,2.59979290,2.34910845,0.04944721,0.58448344
-4.73336668,3.55350779,0.33144241,0.00000000,2.54600777,2.34598949,0.05077371,0.59155105
-4.72736368,3.54094646,0.31757841,0.00000000,2.48810586,2.33958201,0.05204528,0.59820352
-4.72136068,3.52322163,0.30328805,0.00000000,2.42646510,2.32957923,0.05324194,0.60420880
-4.71535768,3.49989691,0.28873401,0.00000000,2.36141790,2.31569801,0.05434388,0.60933704
-4.70935468,3.47058370,0.27407062,0.00000000,2.29326026,2.29769851,0.05533198,0.61336945
-4.70335168,3.43497035,0.25944200,0.00000000,2.22226304,2.27540253,0.05618845,0.61610680
-4.69734867,3.39284834,0.24498042,0.00000000,2.14868433,2.24870938,0.05689737,0.61737739
-4.69134567,3.34413432,0.23080501,0.00000000,2.07278203,2.21760858,0.05744526,0.61704398
-4.68534267,3.28888684,0.21702087,0.00000000,1.99482541,2.18218869,0.05782153,0.61500942
-4.67933967,3.22731702,0.20371847,0.00000000,1.91510521,2.14264199,0.05801889,0.61122086
-4.67333667,3.15979284,0.19097338,0.00000000,1.83394130,2.09926478,0.05803369,0.60567229
-4.66733367,3.08683701,0.17884635,0.00000000,1.75168783,2.05245360,0.05786610,0.59840534
-4.66133067,3.00911890,0.16738374,0.00000000,1.66873558,2.00269766,0.05752026,0.58950851
-4.65532766,2.92744111,0.15661816,0.00000000,1.58551150,1.95056800,0.05700424,0.57911471
-4.64932466,2.84272178,0.14656948,0.00000000,1.50247603,1.89670432,0.05633001,0.56739754
-4.64332166,2.75597371,0.13724610,0.00000000,1.42011816,1.84180006,0.05551318,0.55456629
-4.63731866,2.66828147,0.12864630,0.00000000,1.33894922,1.78658674,0.05457269,0.54086018
-4.63131566,2.58077795,0.12075996,0.00000000,1.25949566,1.73181834,0.05353043,0.52654194
-4.62531266,2.49462120,0.11357023,0.00000000,1.18229152,1.67825652,0.05241071,0.51189108
-4.61930965,2.41097286,0.10705538,0.00000000,1.10787110,1.62665720,0.05123972,0.49719725
-4.61330665,2.33097880,0.10119055,0.00000000,1.03676224,1.57775910,0.05004491,0.48275375
-4.60730365,2.25575261,0.09594955,0.00000000,0.96948053,1.53227452,0.04885429,0.46885154
-4.60130065,2.18636218,0.09130648,0.00000000,0.90652457,1.49088232,0.04769575,0.45577382
-4.59529765,2.12381944,0.08723721,0.00000000,0.84837234,1.45422324,0.04659635,0.44379136
-4.58929465,2.06907295,0.08372066,0.00000000,0.79547851,1.42289715,0.04558162,0.43315854
-4.58329165,2.02300292,0.08073978,0.00000000,0.74827244,1.39746183,0.04467492,0.42411015
-4.57728864,1.98641802,0.07828229,0.00000000,0.70715663,1.37843288,0.04389680,0.41685878
-4.57128564,1.96005324,0.07634112,0.00000000,0.67250504,1.36628403,0.04326446,0.41159289
-4.56528264,1.94456786,0.07491445,0.00000000,0.64466111,1.36144732,0.04279131,0.40847522
-4.55927964,1.94054284,0.07400557,0.00000000,0.62393488,1.36431240,0.04248661,0.40764152
-4.55327664,1.94847683,0.07362223,0.00000000,0.61059903,1.37522462,0.04235520,0.40919947
-4.54727364,1.96878016,0.07377591,0.00000000,0.60488361,1.39448108,0.04239739,0.41322756
-4.54127064,2.00176636,0.07448059,0.00000000,0.60696930,1.42232470,0.04260896,0.41977395
-4.53526763,2.04764101,0.07575150,0.00000000,0.61697937,1.45893578,0.04298126,0.42885516
-4.52926463,2.10648806,0.07760349,0.00000000,0.63497033,1.50442135,0.04350144,0.44045463
-4.52326163,2.17825376,0.08004939,0.00000000,0.66092197,1.55880236,0.04415277,0.45452118
-4.51725863,2.26272908,0.08309822,0.00000000,0.69472687,1.62199923,0.04491510,0.47096734
-4.51125563,2.35953131,0.08675339,0.00000000,0.73618038,1.69381637,0.04576533,0.48966792
-4.50525263,2.46808602,0.09101099,0.00000000,0.78497145,1.77392659,0.04667802,0.51045875
-4.49924962,2.58761080,0.09585820,0.00000000,0.84067526,1.86185624,0.04762598,0.53313592
-4.49324662,2.71710201,0.10127186,0.00000000,0.90274821,1.95697230,0.04858091,0.55745567
-4.48724362,2.85532614,0.10721738,0.00000000,0.97052613,2.05847245,0.04951410,0.58313524
-4.48124062,3.00081711,0.11364796,0.00000000,1.04322603,2.16537933,0.05039703,0.60985471
-4.47523762,3.15188064,0.12050424,0.00000000,1.11995211,2.27653988,0.05120205,0.63726012
-4.46923462,3.30660683,0.12771434,0.00000000,1.19970593,2.39063078,0.05190295,0.66496787
-4.46323162,3.46289130,0.13519446,0.00000000,1.28140098,2.50617040,0.05247556,0.69257047
-4.45722861,3.61846534,0.14284986,0.00000000,1.36388138,2.62153783,0.05289819,0.71964355
-4.45122561,3.77093464,0.15057642,0.00000000,1.44594409,2.73499876,0.05315215,0.74575397
-4.44522261,3.91782588,0.15826252,0.00000000,1.52636411,2.84473801,0.05322205,0.77046894
-4.43921961,4.05664003,0.16579137,0.00000000,1.60392165,2.94889787,0.05309614,0.79336565
-4.43321661,4.18491065,0.17304364,0.00000000,1.67743027,3.04562123,0.05276649,0.81404125
-4.42721361,4.30026527,0.17990024,0.00000000,1.74576487,3.13309812,0.05222914,0.83212269
-4.42121061,4.40048748,0.18624528,0.00000000,1.80788833,3.20961395,0.05148410,0.84727611
-4.41520760,4.48357750,0.19196894,0.00000000,1.86287564,3.27359769,0.05053530,0.85921527
-4.40920460,4.54780866,0.19697026,0.00000000,1.90993463,3.32366816,0.04939046,0.86770883
-4.40320160,4.59177767,0.20115970,0.00000000,1.94842234,3.35867643,0.04806081,0.87258606
-4.39719860,4.61444640,0.20446138,0.00000000,1.97785655,3.37774268,0.04656080,0.87374079
-4.39119560,4.61517376,0.20681482,0.00000000,1.99792194,3.38028592,0.04490768,0.87113352
-4.38519260,4.59373609,0.20817636,0.00000000,2.00847107,3.36604539,0.04312107,0.86479159
-4.37918959,4.55033564,0.20851994,0.00000000,2.00952016,3.33509262,0.04122245,0.85480743
-4.37318659,4.48559653,0.20783741,0.00000000,2.00124027,3.28783370,0.03923461,0.84133516
-4.36718359,4.40054879,0.20613832,0.00000000,1.98394449,3.22500172,0.03718113,0.82458559
-4.36118059,4.29660110,0.20344925,0.00000000,1.95807203,3.14763954,0.03508581,0.80481997
-4.35517759,4.17550343,0.19981268,0.00000000,1.92417009,3.05707385,0.03297217,0.78234280
-4.34917459,4.03930119,0.19528549,0.00000000,1.88287452,2.95488124,0.03086296,0.75749394
-4.34317159,3.89028279,0.18993719,0.00000000,1.83489010,2.84284792,0.02877973,0.73064039
-4.33716858,3.73092242,0.18384796,0.00000000,1.78097143,2.72292446,0.02674244,0.70216811
-4.33116558,3.56382029,0.17710651,0.00000000,1.72190497,2.59717722,0.02476921,0.67247391
-4.32516258,3.39164225,0.16980795,0.00000000,1.65849282,2.46773829,0.02287607,0.64195789
-4.31915958,3.21706069,0.16205165,0.00000000,1.59153855,2.33675555,0.02107682,0.61101641
-4.31315658,3.04269843,0.15393917,0.00000000,1.52183530,2.20634440,0.01938296,0.58003574
-4.30715358,2.87107707,0.14557236,0.00000000,1.45015602,2.07854265,0.01780372,0.54938658
