energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.81390695,0.95282035,0.01592096,0.09906271,0.14695940,0.04968321,0.01170198,0.45542176,0.08242424,0.12095260
-5.80790395,0.87627527,0.01424062,0.09314921,0.13385319,0.04636260,0.01120215,0.41633870,0.07598961,0.11162824
-5.80190095,0.80982948,0.01268630,0.08804521,0.12265031,0.04332410,0.01086990,0.38245216,0.07176472,0.10336286
-5.79589795,0.75350727,0.01125582,0.08381299,0.11330161,0.04060831,0.01071068,0.35369485,0.06963089,0.09618515
-5.78989495,0.70731642,0.00994683,0.08050527,0.10576101,0.03825354,0.01072955,0.33000414,0.06948166,0.09011628
-5.78389195,0.67123581,0.00875674,0.07816327,0.09998440,0.03629476,0.01093087,0.31131697,0.07122270,0.08516816
-5.77788894,0.64520393,0.00768266,0.07681491,0.09592867,0.03476294,0.01131814,0.29756501,0.07477099,0.08134184
-5.77188594,0.62910873,0.00672143,0.07647348,0.09355061,0.03368452,0.01189369,0.28867025,0.08005348,0.07862623
-5.76588294,0.62277944,0.00586962,0.07713649,0.09280603,0.03308111,0.01265853,0.28454135,0.08700534,0.07699716
-5.75987994,0.62598068,0.00512358,0.07878500,0.09364910,0.03296940,0.01361216,0.28507081,0.09556811,0.07641674
-5.75387694,0.63840902,0.00447956,0.08138337,0.09603196,0.03336120,0.01475240,0.29013319,0.10568774,0.07683323
-5.74787394,0.65969225,0.00393380,0.08487936,0.09990461,0.03426368,0.01607536,0.29958434,0.11731286,0.07818118
-5.74187094,0.68939125,0.00348265,0.08920471,0.10521523,0.03567963,0.01757529,0.31326164,0.13039325,0.08038218
-5.73586793,0.72700438,0.00312267,0.09427621,0.11191061,0.03760786,0.01924468,0.33098520,0.14487861,0.08334582
-5.72986493,0.77197425,0.00285081,0.09999714,0.11993698,0.04004360,0.02107424,0.35255982,0.16071782,0.08697126
-5.72386193,0.82369651,0.00266447,0.10625914,0.12924093,0.04297890,0.02305303,0.37777769,0.17785851,0.09114901
-5.71785893,0.88153018,0.00256160,0.11294447,0.13977037,0.04640304,0.02516856,0.40642140,0.19624708,0.09576310
-5.71185593,0.94480932,0.00254079,0.11992860,0.15147550,0.05030283,0.02740701,0.43826725,0.21582907,0.10069359
-5.70585293,1.01285518,0.00260125,0.12708305,0.16430961,0.05466288,0.02975339,0.47308854,0.23654971,0.10581919
-5.69984992,1.08498866,0.00274289,0.13427844,0.17822951,0.05946583,0.03219174,0.51065854,0.25835474,0.11102005
-5.69384692,1.16054218,0.00296619,0.14138763,0.19319564,0.06469242,0.03470538,0.55075305,0.28119127,0.11618066
-5.68784392,1.23887079,0.00327222,0.14828887,0.20917165,0.07032157,0.03727708,0.59315239,0.30500857,0.12119260
-5.68184092,1.31936184,0.00366245,0.15486884,0.22612333,0.07633039,0.03988928,0.63764255,0.32975883,0.12595724
-5.67583792,1.40144309,0.00413870,0.16102553,0.24401708,0.08269415,0.04252421,0.68401570,0.35539767,0.13038817
-5.66983492,1.48458891,0.00470293,0.16667083,0.26281765,0.08938630,0.04516412,0.73206988,0.38188452,0.13441330
-5.66383192,1.56832466,0.00535709,0.17173271,0.28248543,0.09637852,0.04779133,0.78160818,0.40918276,0.13797666
-5.65782891,1.65222942,0.00610297,0.17615706,0.30297341,0.10364088,0.05038838,0.83243753,0.43725974,0.14103966
-5.65182591,1.73593718,0.00694201,0.17990901,0.32422384,0.11114216,0.05293818,0.88436737,0.46608674,0.14358192
-5.64582291,1.81913720,0.00787522,0.18297373,0.34616498,0.11885031,0.05542407,0.93720870,0.49563890,0.14560166
-5.63981991,1.90157384,0.00890300,0.18535680,0.36870817,0.12673316,0.05783000,0.99077361,0.52589546,0.14711557
-5.63381691,1.98304668,0.01002515,0.18708410,0.39174549,0.13475935,0.06014077,1.04487601,0.55684017,0.14815822
-5.62781391,2.06341133,0.01124081,0.18820116,0.41514832,0.14289953,0.06234219,1.09933358,0.58846215,0.14878116
-5.62181091,2.14258153,0.01254857,0.18877231,0.43876706,0.15112769,0.06442146,1.15397135,0.62075734,0.14905161
-5.61580790,2.22053291,0.01394650,0.18887928,0.46243228,0.15942274,0.06636752,1.20862706,0.65373040,0.14905091
-5.60980490,2.29730861,0.01543240,0.18861971,0.48595741,0.16777020,0.06817147,1.26315817,0.68739729,0.14887286
-5.60380190,2.37302660,0.01700396,0.18810535,0.50914314,0.17616388,0.06982708,1.31745049,0.72178825,0.14862184
-5.59779890,2.44788834,0.01865906,0.18746011,0.53178333,0.18460749,0.07133125,1.37142794,0.75695117,0.14841097
-5.59179590,2.52218829,0.02039603,0.18681800,0.55367250,0.19311608,0.07268457,1.42506294,0.79295515,0.14836020
-5.58579290,2.59632313,0.02221390,0.18632100,0.57461450,0.20171714,0.07389168,1.47838685,0.82989389,0.14859449
-5.57978989,2.67079980,0.02411270,0.18611675,0.59443200,0.21045122,0.07496170,1.53149942,0.86788873,0.14924194
-5.57378689,2.74624096,0.02609362,0.18635630,0.61297642,0.21937204,0.07590841,1.58457662,0.90709090,0.15043206
-5.56778389,2.82338657,0.02815913,0.18719163,0.63013771,0.22854591,0.07675031,1.63787577,0.94768270,0.15229392
-5.56178089,2.90309043,0.03031297,0.18877320,0.64585344,0.23805034,0.07751044,1.69173715,0.98987726,0.15495437
-5.55577789,2.98631039,0.03256006,0.19124726,0.66011652,0.24797197,0.07821592,1.74658150,1.03391664,0.15853615
-5.54977489,3.07409157,0.03490616,0.19475311,0.67298118,0.25840366,0.07889730,1.80290259,1.08006797,0.16315582
-5.54377189,3.16754201,0.03735752,0.19942023,0.68456652,0.26944081,0.07958755,1.86125485,1.12861755,0.16892164
-5.53776888,3.26780070,0.03992026,0.20536522,0.69505743,0.28117709,0.08032091,1.92223584,1.17986289,0.17593124
-5.53176588,3.37599850,0.04259969,0.21268875,0.70470244,0.29369962,0.08113138,1.98646386,1.23410266,0.18426900
-5.52576288,3.49321277,0.04539952,0.22147237,0.71380858,0.30708381,0.08205120,2.05455140,1.29162479,0.19400343
-5.51975988,3.62041733,0.04832094,0.23177542,0.72273318,0.32138809,0.08310908,2.12707528,1.35269304,0.20518432
-5.51375688,3.75842946,0.05136179,0.24363195,0.73187285,0.33664871,0.08432857,2.20454462,1.41753223,0.21783983
-5.50775388,3.90785626,0.05451568,0.25704794,0.74165011,0.35287497,0.08572638,2.28736811,1.48631288,0.23197370
-5.50175088,4.06904285,0.05777126,0.27199878,0.75249819,0.37004491,0.08731097,2.37582214,1.55913554,0.24756254
-5.49574787,4.24202512,0.06111161,0.28842721,0.76484447,0.38810199,0.08908133,2.47002136,1.63601556,0.26455348
-5.48974487,4.42648948,0.06451387,0.30624185,0.77909363,0.40695277,0.09102615,2.56989332,1.71686893,0.28286223
-5.48374187,4.62174227,0.06794911,0.32531635,0.79561089,0.42646572,0.09312345,2.67515862,1.80149984,0.30237177
-5.47773887,4.82669083,0.07138254,0.34548944,0.81470650,0.44647158,0.09534059,2.78531805,1.88959048,0.32293176
-5.47173587,5.03983801,0.07477399,0.36656580,0.83662184,0.46676495,0.09763485,2.89964750,1.98069401,0.34435885
-5.46573287,5.25929130,0.07807871,0.38831794,0.86151807,0.48710747,0.09995451,3.01720144,2.07423086,0.36643793
-5.45972986,5.48278712,0.08124854,0.41048907,0.88946770,0.50723233,0.10224036,3.13682537,2.16948923,0.38892446
-5.45372686,5.70773003,0.08423324,0.43279699,0.92044937,0.52685005,0.10442766,3.25717688,2.26562979,0.41154790
-5.44772386,5.93124612,0.08698212,0.45493897,0.95434634,0.54565542,0.10644844,3.37675489,2.36169505,0.43401610
-5.44172086,6.15024889,0.08944577,0.47659745,0.99094831,0.56333524,0.10823397,3.49393617,2.45662340,0.45602081
-5.43571786,6.36151552,0.09157782,0.49744667,1.02995675,0.57957677,0.10971744,3.60701761,2.54926756,0.47724397
-5.42971486,6.56177073,0.09333674,0.51715971,1.07099319,0.59407639,0.11083655,3.71426277,2.63841724,0.49736473
-5.42371186,6.74777506,0.09468740,0.53541612,1.11361011,0.60654830,0.11153599,3.81395077,2.72282549,0.51606697
-5.41770885,6.91641407,0.09560251,0.55190959,1.15730375,0.61673288,0.11176965,3.90442549,2.80123783,0.53304706
-5.41170585,7.06478507,0.09606375,0.56635563,1.20152829,0.62440435,0.11150246,3.98414300,2.87242347,0.54802163
-5.40570285,7.19027767,0.09606249,0.57849885,1.24571051,0.62937756,0.11071177,4.05171543,2.93520732,0.56073494
-5.39969985,7.29064506,0.09560014,0.58811963,1.28926446,0.63151344,0.10938817,4.10594919,2.98850187,0.57096576
-5.39369685,7.36406312,0.09468812,0.59503990,1.33160528,0.63072316,0.10753581,4.14587632,3.03133743,0.57853328
-5.38769385,7.40917523,0.09334737,0.59912784,1.37216176,0.62697067,0.10517214,4.17077752,3.06288975,0.58330203
-5.38169085,7.42512098,0.09160747,0.60030127,1.41038718,0.62027362,0.10232704,4.18019633,3.08250379,0.58518540
-5.37568784,7.41154830,0.08950541,0.59852960,1.44576813,0.61070258,0.09904157,4.17394398,3.08971257,0.58414773
-5.36968484,7.36860875,0.08708417,0.59383426,1.47783121,0.59837872,0.09536628,4.15209528,3.08425047,0.58020494
-5.36368184,7.29693704,0.08439097,0.58628763,1.50614772,0.58346999,0.09135917,4.11497587,3.06606035,0.57342351
-5.35767884,7.19761616,0.08147555,0.57601043,1.53033642,0.56618599,0.08708350,4.06314217,3.03529432,0.56391808
-5.35167584,7.07213053,0.07838835,0.56316784,1.55006480,0.54677183,0.08260554,3.99735519,2.99230819,0.55184761
-5.34567284,6.92230984,0.07517882,0.54796437,1.56504924,0.52550112,0.07799226,3.91854992,2.93765005,0.53741043
-5.33966983,6.75026669,0.07189389,0.53063781,1.57505447,0.50266860,0.07330930,3.82780206,2.87204376,0.52083827
-5.33366683,6.55833134,0.06857664,0.51145255,1.57989287,0.47858245,0.06861904,3.72629389,2.79636804,0.50238971
-5.32766383,6.34898669,0.06526531,0.49069241,1.57942402,0.45355682,0.06397906,3.61528109,2.71163257,0.48234314
-5.32166083,6.12480661,0.06199259,0.46865349,1.57355484,0.42790468,0.05944092,3.49606200,2.61895210,0.46098978
-5.31565783,5.88840013,0.05878527,0.44563718,1.56224047,0.40193140,0.05504935,3.36995079,2.51952000,0.43862672
-5.30965483,5.64236359,0.05566417,0.42194362,1.54548619,0.37592911,0.05084185,3.23825537,2.41458226,0.41555065
-5.30365183,5.38924220,0.05264444,0.39786589,1.52335004,0.35017214,0.04684864,3.10226072,2.30541328,0.39205209
-5.29764882,5.13150166,0.04973609,0.37368503,1.49594620,0.32491354,0.04309298,2.96321795,2.19329398,0.36841063
-5.29164582,4.87151014,0.04694469,0.34966605,1.46344860,0.30038276,0.03959183,2.82233868,2.07949326,0.34489108
-5.28564282,4.61152963,0.04427233,0.32605501,1.42609446,0.27678447,0.03635668,2.68079451,1.96525282,0.32174072
-5.27963982,4.35371595,0.04171853,0.30307708,1.38418722,0.25429852,0.03339463,2.53972050,1.85177573,0.29918756
-5.27363682,4.10012539,0.03928130,0.28093560,1.33809838,0.23308076,0.03070956,2.40022181,1.74021833,0.27743965
-5.26763382,3.85272632,0.03695808,0.25981201,1.28826772,0.21326475,0.02830329,2.26338210,1.63168532,0.25668522
-5.26163082,3.61341349,0.03474666,0.23986640,1.23520161,0.19496412,0.02617680,2.13027271,1.52722713,0.23709364
-5.25562781,3.38402288,0.03264589,0.22123877,1.17946898,0.17827529,0.02433127,2.00196113,1.42783914,0.21881692
-5.24962481,3.16634514,0.03065633,0.20405039,1.12169493,0.16328048,0.02276909,1.87951778,1.33446175,0.20199157
-5.24362181,2.96213561,0.02878063,0.18840555,1.06255191,0.15005072,0.02149459,1.76402013,1.24798058,0.18674070
-5.23761881,2.77311957,0.02702382,0.17439306,1.00274864,0.13864870,0.02051464,1.65655335,1.16922596,0.17317608
-5.23161581,2.60099152,0.02539329,0.16208771,0.94301708,0.12913121,0.01983895,1.55820699,1.09897114,0.16140002
-5.22561281,2.44740770,0.02389870,0.15155124,0.88409787,0.12155117,0.01948018,1.47006737,1.03792869,0.15150692
-5.21960980,2.31397167,0.02255171,0.14283306,0.82672484,0.11595892,0.01945377,1.39320575,0.98674465,0.14358430
-5.21360680,2.20221297,0.02136553,0.13597031,0.77160909,0.11240288,0.01977753,1.32866233,0.94599048,0.13771329
-5.20760380,2.11355949,0.02035439,0.13098751,0.71942331,0.11092934,0.02047097,1.27742654,0.91615278,0.13396851
-5.20160080,2.04930434,0.01953295,0.12789573,0.67078698,0.11158152,0.02155447,1.24041431,0.89762105,0.13241723
-5.19559780,2.01056843,0.01891565,0.12669137,0.62625295,0.11439782,0.02304820,1.21844278,0.89067413,0.13311795
-5.18959480,1.99826020,0.01851597,0.12735460,0.58629594,0.11940936,0.02497092,1.21220366,0.89546572,0.13611841
-5.18359180,2.01303411,0.01834581,0.12984771,0.55130327,0.12663688,0.02733861,1.22223586,0.91201009,0.14145307
-5.17758879,2.05524974,0.01841478,0.13411344,0.52156822,0.13608717,0.03016308,1.24889863,0.94016856,0.14914028
-5.17158579,2.12493331,0.01872963,0.14007344,0.49728600,0.14774913,0.03345053,1.29234615,0.97963792,0.15917918
-5.16558279,2.22174348,0.01929371,0.14762722,0.47855259,0.16158973,0.03720018,1.35250478,1.02994160,0.17154666
-5.15957979,2.34494349,0.02010653,0.15665148,0.46536613,0.17754997,0.04140293,1.42905384,1.09042460,0.18619439
-5.15357679,2.49338125,0.02116339,0.16700024,0.45763092,0.19554118,0.04604030,1.52141123,1.16025282,0.20304622
-5.14757379,2.66547916,0.02245526,0.17850570,0.45516367,0.21544176,0.05108354,1.62872461,1.23841761,0.22199620
-5.14157079,2.85923493,0.02396862,0.19098004,0.45770171,0.23709473,0.05649303,1.74986915,1.32374587,0.24290721
-5.13556778,3.07223467,0.02568563,0.20421818,0.46491287,0.26030611,0.06221808,1.88345256,1.41491596,0.26561061
-5.12956478,3.30167884,0.02758435,0.21800142,0.47640664,0.28484456,0.06819716,2.02782783,1.51047943,0.28990680
-5.12356178,3.54442139,0.02963914,0.23210203,0.49174614,0.31044218,0.07435852,2.18111407,1.60888811,0.31556698
-5.11755878,3.79702187,0.03182127,0.24628855,0.51046076,0.33679676,0.08062130,2.34122541,1.70852620,0.34233604
-5.11155578,4.05580976,0.03409961,0.26033172,0.53205888,0.36357539,0.08689712,2.50590768,1.80774629,0.36993657
-5.10555278,4.31695962,0.03644153,0.27401072,0.55604044,0.39041961,0.09309206,2.67278230,1.90490837,0.39807405
-5.09954977,4.57657535,0.03881386,0.28711966,0.58190912,0.41695181,0.09910901,2.83939640,1.99842053,0.42644286
-5.09354677,4.83078103,0.04118393,0.29947376,0.60918371,0.44278289,0.10485042,3.00327793,2.08677993,0.45473321
-5.08754377,5.07581579,0.04352068,0.31091526,0.63740868,0.46752097,0.11022110,3.16199428,2.16861267,0.48263856
-5.08154077,5.30812942,0.04579578,0.32131845,0.66616352,0.49078081,0.11513130,3.31321263,2.24271102,0.50986331
-5.07553777,5.52447560,0.04798460,0.33059383,0.69507090,0.51219377,0.11949957,3.45476012,2.30806679,0.53613058
-5.06953477,5.72199943,0.05006723,0.33869103,0.72380349,0.53141783,0.12325567,3.58468185,2.36389946,0.56118958
-5.06353177,5.89831608,0.05202923,0.34560029,0.75208942,0.54814742,0.12634298,3.70129476,2.40967829,0.58482250
-5.05752876,6.05157771,0.05386222,0.35135259,0.77971635,0.56212269,0.12872071,3.80323542,2.44513753,0.60685046
-5.05152576,6.18052612,0.05556430,0.35601813,0.80653424,0.57313774,0.13036546,3.88950018,2.47028434,0.62713838
-5.04552276,6.28452933,0.05714012,0.35970338,0.83245682,0.58104768,0.13127223,3.95947611,2.48539928,0.64559853
-5.03951976,6.36360074,0.05860074,0.36254683,0.85746193,0.58577411,0.13145483,4.01296170,2.49102953,0.66219266
-5.03351676,6.41840018,0.05996317,0.36471342,0.88159075,0.58730879,0.13094557,4.05017664,2.48797521,0.67693270
-5.02751376,6.45021720,0.06124974,0.36638812,0.90494615,0.58571546,0.12979432,4.07176029,2.47726949,0.68987987
-5.02151076,6.46093717,0.06248706,0.36776886,0.92769014,0.58112959,0.12806693,4.07875903,2.46015324,0.70114246
-5.01550775,6.45299157,0.06370495,0.36905900,0.95004058,0.57375612,0.12584310,4.07260291,2.43804526,0.71087229
-5.00950475,6.42929458,0.06493512,0.37045987,0.97226726,0.56386528,0.12321382,4.05507242,2.41250895,0.71926009
-5.00350175,6.39316804,0.06620976,0.37216356,0.99468734,0.55178658,0.12027838,4.02825655,2.38521647,0.72652996
-4.99749875,6.34825737,0.06756012,0.37434622,1.01766011,0.53790118,0.11714123,3.99450345,2.35791141,0.73293318
-4.99149575,6.29844122,0.06901505,0.37716222,1.04158120,0.52263288,0.11390873,3.95636509,2.33237062,0.73874162
-4.98549275,6.24773726,0.07059972,0.38073931,1.06687609,0.50643810,0.11068584,3.91653760,2.31036624,0.74424097
-4.97948974,6.20020676,0.07233438,0.38517487,1.09399277,0.48979497,0.10757306,3.87779867,2.29362829,0.74972386
-4.97348674,6.15986015,0.07423335,0.39053337,1.12339368,0.47319205,0.10466353,3.84294360,2.28380848,0.75548329
-4.96748374,6.13056547,0.07630420,0.39684508,1.15554667,0.45711686,0.10204055,3.81472129,2.28244564,0.76180620
-4.96148074,6.11596137,0.07854723,0.40410588,1.19091499,0.44204457,0.09977542,3.79577148,2.29093311,0.76896747
-4.95547774,6.11937592,0.08095512,0.41227817,1.22994627,0.42842703,0.09792576,3.78856427,2.31048827,0.77722429
-4.94947474,6.14375229,0.08351290,0.42129267,1.27306054,0.41668257,0.09653433,3.79534283,2.34212470,0.78681087
-4.94347174,6.19158196,0.08619819,0.43105102,1.32063734,0.40718655,0.09562832,3.81807027,2.38662698,0.79793350
-4.93746873,6.26484614,0.08898156,0.44142897,1.37300213,0.40026295,0.09521908,3.85838125,2.44452874,0.81076599
-4.93146573,6.36496586,0.09182723,0.45227996,1.43041221,0.39617714,0.09530236,3.91753911,2.51609408,0.82544529
-4.92546273,6.49276108,0.09469388,0.46343901,1.49304253,0.39512987,0.09585893,3.99639912,2.60130291,0.84206749
-4.91945973,6.64841961,0.09753562,0.47472671,1.56097180,0.39725264,0.09685556,4.09537847,2.69984072,0.86068395
-4.91345673,6.83147599,0.10030305,0.48595327,1.63416938,0.40260442,0.09824639,4.21443367,2.81109308,0.88129792
-4.90745373,7.04080137,0.10294449,0.49692242,1.71248352,0.41116982,0.09997450,4.35304609,2.93414562,0.90386145
-4.90145073,7.27460488,0.10540718,0.50743528,1.79563163,0.42285875,0.10197376,4.51021617,3.06778977,0.92827295
-4.89544772,7.53044733,0.10763854,0.51729399,1.88319301,0.43750753,0.10417083,4.68446709,3.21053472,0.95437544
-4.88944472,7.80526795,0.10958748,0.52630523,1.97460478,0.45488150,0.10648726,4.87385841,3.36062583,0.98195574
-4.88344172,8.09542481,0.11120557,0.53428348,2.06916158,0.47467912,0.10884171,5.07601015,3.51606970,1.01074482
-4.87743872,8.39674925,0.11244831,0.54105420,2.16601928,0.49653751,0.11115209,5.28813761,3.67466578,1.04041954
-4.87143572,8.70461442,0.11327624,0.54645675,2.26420335,0.52003940,0.11333772,5.50709698,3.83404413,1.07060583
-4.86543272,9.01401770,0.11365595,0.55034717,2.36262177,0.54472139,0.11532141,5.72944150,3.99170914,1.10088368
-4.85942971,9.31967593,0.11356101,0.55260075,2.46008278,0.57008347,0.11703136,5.95148753,4.14508807,1.13079381
-4.85342671,9.61613235,0.11297274,0.55311435,2.55531707,0.59559952,0.11840286,6.16938961,4.29158374,1.15984607
-4.84742371,9.89787302,0.11188080,0.55180845,2.64700419,0.62072877,0.11937981,6.37922295,4.42863007,1.18752960
-4.84142071,10.15945032,0.11028360,0.54862891,2.73380250,0.64492780,0.11991590,6.57707172,4.55374908,1.21332433
-4.83541771,10.39561047,0.10818843,0.54354826,2.81438190,0.66766295,0.11997557,6.75912079,4.66460783,1.23671380
-4.82941471,10.60142125,0.10561151,0.53656659,2.88745840,0.68842273,0.11953459,6.92174851,4.75907378,1.25719865
-4.82341171,10.77239642,0.10257761,0.52771192,2.95182933,0.70672992,0.11858035,7.06161756,4.83526670,1.27431056
-4.81740870,10.90461232,0.09911958,0.51704001,3.00640793,0.72215304,0.11711175,7.17576115,4.89160564,1.28762597
-4.81140570,10.99481280,0.09527759,0.50463353,3.05025615,0.73431671,0.11513888,7.26166137,4.92684938,1.29677912
-4.80540270,11.04049840,0.09109816,0.49060068,3.08261413,0.74291075,0.11268230,7.31731696,4.94012872,1.30147379
-4.79939970,11.03999609,0.08663302,0.47507319,3.10292509,0.74769748,0.10977212,7.34129765,4.93096959,1.30149326
-4.79339670,10.99250662,0.08193785,0.45820369,3.11085468,0.74851713,0.10644679,7.33278302,4.89930583,1.29670793
-4.78739370,10.89812703,0.07707082,0.44016268,3.10630342,0.74529107,0.10275178,7.29158378,4.84548112,1.28708032
-4.78139070,10.75784687,0.07209126,0.42113495,3.08941180,0.73802276,0.09873810,7.21814455,4.77023954,1.27266702
-4.77538769,10.57351769,0.06705814,0.40131575,3.06055739,0.72679633,0.09446070,7.11352744,4.67470502,1.25361753
-4.76938469,10.34779632,0.06202871,0.38090668,3.02034377,0.71177291,0.08997693,6.97937681,4.56035011,1.23016984
-4.76338169,10.08406369,0.05705727,0.36011147,2.96958176,0.69318474,0.08534497,6.81786619,4.42895480,1.20264305
-4.75737869,9.78632187,0.05219396,0.33913186,2.90926316,0.67132738,0.08062235,6.63162928,4.28255694,1.17142713
-4.75137569,9.45907304,0.04748387,0.31816351,2.84052828,0.64655031,0.07586461,6.42367732,4.12339560,1.13697028
-4.74537269,9.10718492,0.04296626,0.29739229,2.76462834,0.61924609,0.07112407,6.19730623,3.95384947,1.09976451
-4.73936968,8.73574772,0.03867403,0.27699083,2.68288427,0.58983883,0.06644885,5.95599680,3.77637238,1.06032987
-4.73336668,8.34992825,0.03463345,0.25711567,2.59664369,0.55877208,0.06188198,5.70331212,3.59342815,1.01919820
-4.72736368,7.95482666,0.03086407,0.23790481,2.50723799,0.52649674,0.05746082,5.44279601,3.40742720,0.97689700
-4.72136068,7.55534144,0.02737880,0.21947596,2.41594113,0.49345941,0.05321665,5.17787648,3.22066705,0.93393407
-4.71535768,7.15604763,0.02418432,0.20192538,2.32393225,0.46009156,0.04917444,4.91177795,3.03527889,0.89078378
-4.70935468,6.76109266,0.02128146,0.18532729,2.23226340,0.42679981,0.04535290,4.64744524,2.85318187,0.84787519
-4.70335168,6.37411332,0.01866584,0.16973406,2.14183396,0.39395768,0.04176459,4.38748211,2.67604679,0.80558279
-4.69734867,5.99817628,0.01632854,0.15517679,2.05337255,0.36189902,0.03841634,4.13410606,2.50526998,0.76421996
-4.69134567,5.63574335,0.01425685,0.14166658,1.96742720,0.33091311,0.03530965,3.88912050,2.34195815,0.72403541
-4.68534267,5.28866171,0.01243503,0.12919618,1.88436378,0.30124162,0.03244129,3.65390443,2.18692412,0.68521252
-4.67933967,4.95817779,0.01084507,0.11774203,1.80437256,0.27307737,0.02980402,3.42941897,2.04069315,0.64787150
-4.67333667,4.64497276,0.00946744,0.10726662,1.72748214,0.24656466,0.02738723,3.21622932,1.90351888,0.61207404
-4.66733367,4.34921655,0.00828172,0.09772100,1.65357971,0.22180117,0.02517772,3.01454009,1.77540779,0.57783004
-4.66133067,4.07063635,0.00726728,0.08904739,1.58243643,0.19884103,0.02316043,2.82424126,1.65615045,0.54510595
-4.65532766,3.80859566,0.00640375,0.08118179,1.51373619,0.17769900,0.02131915,2.64496195,1.54535777,0.51383417
-4.64932466,3.56217904,0.00567151,0.07405650,1.44710619,0.15835533,0.01963717,2.47612877,1.44250050,0.48392295
-4.64332166,3.33027839,0.00505204,0.06760244,1.38214777,0.14076110,0.01809787,2.31702556,1.34694968,0.45526616
