energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.82591296,3.31684625,0.03016068,0.33701496,1.32853092,0.42568703,1.68974708,0.90202781,0.02505158,1.55348171
-5.81990995,3.38259106,0.03159313,0.34166215,1.36595524,0.43695315,1.71431664,0.90939626,0.02661212,1.59089040
-5.81390695,3.43994321,0.03292855,0.34609133,1.39983221,0.44658328,1.73474027,0.91512210,0.02816389,1.62342785
-5.80790395,3.48801420,0.03415079,0.35019282,1.42976747,0.45444202,1.75061171,0.91906578,0.02968350,1.65063276
-5.80190095,3.52597240,0.03524488,0.35385546,1.45537893,0.46041536,1.76157153,0.92109245,0.03114647,1.67208155
-5.79589795,3.55306558,0.03619727,0.35697049,1.47630500,0.46441332,1.76732068,0.92107713,0.03252786,1.68739804
-5.78989495,3.56864596,0.03699606,0.35943604,1.49221427,0.46637250,1.76763438,0.91891111,0.03380301,1.69626404
-5.78389195,3.57219715,0.03763117,0.36116175,1.50281626,0.46625828,1.76237586,0.91450917,0.03494819,1.69843035
-5.77788894,3.56336155,0.03809451,0.36207368,1.50787300,0.46406669,1.75150919,0.90781751,0.03594145,1.69372777
-5.77188594,3.54196706,0.03838009,0.36211909,1.50721068,0.45982591,1.73511097,0.89882173,0.03676329,1.68207740
-5.76588294,3.50805158,0.03848415,0.36127096,1.50073098,0.45359715,1.71337999,0.88755462,0.03739732,1.66349979
-5.75987994,3.46188392,0.03840517,0.35953202,1.48842116,0.44547501,1.68664461,0.87410318,0.03783090,1.63812224
-5.75387694,3.40397955,0.03814398,0.35693815,1.47036265,0.43558714,1.65536722,0.85861445,0.03805555,1.60618376
-5.74787394,3.33511015,0.03770369,0.35356082,1.44673716,0.42409314,1.62014545,0.84129964,0.03806731,1.56803706
-5.74187094,3.25630576,0.03708971,0.34950859,1.41783015,0.41118277,1.58170975,0.82243636,0.03786692,1.52414749
-5.73586793,3.16884875,0.03630967,0.34492727,1.38403102,0.39707333,1.54091718,0.80236842,0.03745982,1.47508837
-5.72986493,3.07425936,0.03537332,0.33999894,1.34582988,0.38200627,1.49874121,0.78150318,0.03685600,1.42153291
-5.72386193,2.97427244,0.03429241,0.33493951,1.30381077,0.36624309,1.45625745,0.76030623,0.03606967,1.36424268
-5.71785893,2.87080591,0.03308048,0.32999493,1.25864144,0.35006056,1.41462553,0.73929346,0.03511883,1.30405291
-5.71185593,2.76592136,0.03175265,0.32543605,1.21105981,0.33374539,1.37506717,0.71902054,0.03402466,1.24185505
-5.70585293,2.66177794,0.03032539,0.32155220,1.16185763,0.31758838,1.33884083,0.70007013,0.03281085,1.17857708
-5.69984992,2.56058055,0.02881620,0.31864358,1.11186169,0.30187830,1.30721333,0.68303704,0.03150284,1.11516228
-5.69384692,2.46452408,0.02724329,0.31701275,1.06191341,0.28689552,1.28142906,0.66851177,0.03012702,1.05254703
-5.68784392,2.37573518,0.02562525,0.31695525,1.01284724,0.27290567,1.26267739,0.65706286,0.02870997,0.99163857
-5.68184092,2.29621344,0.02398069,0.31874985,0.96546896,0.26015341,1.25205915,0.64921873,0.02727764,0.93329328
-5.67583792,2.22777400,0.02232785,0.32264848,0.92053431,0.24885649,1.25055306,0.64544939,0.02585468,0.87829632
-5.66983492,2.17199320,0.02068428,0.32886639,0.87872897,0.23920036,1.25898326,0.64614882,0.02446376,0.82734320
-5.66383192,2.13015953,0.01906650,0.33757276,0.84065046,0.23133333,1.27798882,0.65161856,0.02312506,0.78102400
-5.65782891,2.10323120,0.01748967,0.34888220,0.80679263,0.22536260,1.30799660,0.66205329,0.02185582,0.73981054
-5.65182591,2.09180231,0.01596737,0.36284745,0.77753328,0.22135120,1.34919852,0.67752877,0.02067006,0.70404701
-5.64582291,2.09607874,0.01451136,0.37945362,0.75312540,0.21931594,1.40153430,0.69799303,0.01957835,0.67394424
-5.63981991,2.11586503,0.01313144,0.39861442,0.73369218,0.21922660,1.46468069,0.72326101,0.01858779,0.64957782
-5.63381691,2.15056286,0.01183534,0.42017043,0.71922619,0.22100629,1.53804816,0.75301332,0.01770203,0.63089002
-5.62781391,2.19918190,0.01062873,0.44388973,0.70959254,0.22453309,1.62078542,0.78679918,0.01692143,0.61769537
-5.62181091,2.26036266,0.00951520,0.46947105,0.70453601,0.22964299,1.71179236,0.82404385,0.01624332,0.60968984
-5.61580790,2.33241138,0.00849641,0.49654936,0.70369193,0.23613405,1.80974126,0.86406048,0.01566232,0.60646319
-5.60980490,2.41334580,0.00757219,0.52470380,0.70660041,0.24377180,1.91310611,0.90606608,0.01517070,0.60751403
-5.60380190,2.50095086,0.00674075,0.55346792,0.71272336,0.25229562,2.02019919,0.94920147,0.01475885,0.61226731
-5.59779890,2.59284250,0.00599890,0.58234175,0.72146384,0.26142607,2.12921407,0.99255433,0.01441571,0.62009345
-5.59179590,2.68653755,0.00534229,0.61080545,0.73218695,0.27087291,2.23827349,1.03518493,0.01412926,0.63032869
-5.58579290,2.77952741,0.00476567,0.63833394,0.74424155,0.28034356,2.34548060,1.07615347,0.01388695,0.64229593
-5.57978989,2.86935303,0.00426317,0.66441206,0.75698209,0.28955179,2.44897160,1.11454805,0.01367619,0.65532534
-5.57378689,2.95367821,0.00382855,0.68854969,0.76978963,0.29822624,2.54696792,1.14951229,0.01348475,0.66877420
-5.56778389,3.03035886,0.00345543,0.71029612,0.78209151,0.30611855,2.63782572,1.18027146,0.01330111,0.68204530
-5.56178089,3.09750534,0.00313754,0.72925323,0.79337868,0.31301080,2.72008100,1.20615605,0.01311487,0.69460317
-5.55577789,3.15353557,0.00286888,0.74508682,0.80322027,0.31872191,2.79248825,1.22662182,0.01291693,0.70598780
-5.54977489,3.19721702,0.00264390,0.75753580,0.81127487,0.32311284,2.85405136,1.24126553,0.01269978,0.71582532
-5.54377189,3.22769575,0.00245761,0.76641867,0.81729794,0.32609028,2.90404537,1.24983561,0.01245761,0.72383529
-5.53776888,3.24451171,0.00230568,0.77163725,0.82114537,0.32760876,2.94202849,1.25223742,0.01218641,0.72983447
-5.53176588,3.24759977,0.00218449,0.77317741,0.82277298,0.32767108,2.96784381,1.24853287,0.01188402,0.73373691
-5.52576288,3.23727665,0.00209115,0.77110689,0.82223206,0.32632702,2.98161102,1.23893449,0.01155006,0.73555061
-5.51975988,3.21421462,0.00202346,0.76557041,0.81966127,0.32367046,2.98370862,1.22379428,0.01118591,0.73537069
-5.51375688,3.17940331,0.00197990,0.75678218,0.81527535,0.31983496,2.97474755,1.20358784,0.01079454,0.73336978
-5.50775388,3.13410162,0.00195953,0.74501641,0.80935115,0.31498807,2.95553766,1.17889466,0.01038036,0.72978575
-5.50175088,3.07978194,0.00196192,0.73059617,0.80221169,0.30932458,2.92704871,1.15037543,0.00994906,0.72490767
-5.49574787,3.01806925,0.00198705,0.71388107,0.79420902,0.30305913,2.89036755,1.11874740,0.00950739,0.71906036
-5.48974487,2.95067808,0.00203516,0.69525451,0.78570670,0.29641825,2.84665368,1.08475900,0.00906294,0.71258848
-5.48374187,2.87934976,0.00210666,0.67511080,0.77706271,0.28963254,2.79709495,1.04916463,0.00862395,0.70584071
-5.47773887,2.80579292,0.00220199,0.65384293,0.76861357,0.28292894,2.74286546,1.01270096,0.00819910,0.69915470
-5.47173587,2.73162945,0.00232149,0.63183127,0.76066035,0.27652368,2.68508726,0.97606538,0.00779732,0.69284354
-5.46573287,2.65834811,0.00246531,0.60943372,0.75345730,0.27061602,2.62479743,0.93989759,0.00742761,0.68718421
-5.45972986,2.58726726,0.00263329,0.58697762,0.74720350,0.26538310,2.56292166,0.90476491,0.00709889,0.68240844
-5.45372686,2.51950802,0.00282485,0.56475358,0.74203776,0.26097597,2.50025526,0.87115163,0.00681989,0.67869637
-5.44772386,2.45597812,0.00303897,0.54301141,0.73803721,0.25751692,2.43745193,0.83945272,0.00659899,0.67617319
-5.44172086,2.39736683,0.00327411,0.52195817,0.73521926,0.25509818,2.37502046,0.80997178,0.00644416,0.67490865
-5.43571786,2.34415008,0.00352819,0.50175816,0.73354688,0.25378185,2.31332908,0.78292303,0.00636284,0.67491948
-5.42971486,2.29660501,0.00379857,0.48253485,0.73293691,0.25360106,2.25261666,0.75843695,0.00636188,0.67617445
-5.42371186,2.25483247,0.00408212,0.46437426,0.73327073,0.25456209,2.19300997,0.73656903,0.00644744,0.67860158
-5.41770885,2.21878564,0.00437522,0.44732979,0.73440676,0.25664735,2.13454557,0.71731085,0.00662488,0.68209703
-5.41170585,2.18830288,0.00467385,0.43142781,0.73619416,0.25981888,2.07719511,0.70060286,0.00689870,0.68653528
-5.40570285,2.16314275,0.00497368,0.41667394,0.73848678,0.26402225,2.02089239,0.68634803,0.00727240,0.69177976
-5.39969985,2.14301895,0.00527016,0.40305944,0.74115678,0.26919052,1.96556058,0.67442553,0.00774834,0.69769344
-5.39369685,2.12763339,0.00555867,0.39056742,0.74410698,0.27524803,1.91113820,0.66470376,0.00832764,0.70414872
-5.38769385,2.11670546,0.00583460,0.37917863,0.74728150,0.28211391,1.85760237,0.65705208,0.00901000,0.71103621
-5.38169085,2.10999615,0.00609351,0.36887637,0.75067387,0.28970505,1.80498810,0.65135070,0.00979356,0.71827171
-5.37568784,2.10732583,0.00633124,0.35965049,0.75433232,0.29793843,1.75340287,0.64749815,0.01067477,0.72580121
-5.36968484,2.10858506,0.00654405,0.35150019,0.75836192,0.30673287,1.70303552,0.64541645,0.01164823,0.73360370
-5.36368184,2.11373812,0.00672866,0.34443563,0.76292335,0.31600995,1.65415939,0.64505338,0.01270663,0.74169150
-5.35767884,2.12281961,0.00688240,0.33847831,0.76822850,0.32569443,1.60712965,0.64638237,0.01384067,0.75010846
-5.35167584,2.13592452,0.00700326,0.33366026,0.77453300,0.33571403,1.56237492,0.64939984,0.01503906,0.75892590
-5.34567284,2.15319288,0.00708990,0.33002221,0.78212598,0.34599880,1.52038409,0.65412057,0.01628859,0.76823683
-5.33966983,2.17479021,0.00714169,0.32761088,0.79131770,0.35648027,1.48168889,0.66057130,0.01757421,0.77814871
-5.33366683,2.20088509,0.00715870,0.32647557,0.80242553,0.36709041,1.44684331,0.66878333,0.01887928,0.78877527
-5.32766383,2.23162558,0.00714166,0.32666431,0.81575893,0.37776068,1.41640103,0.67878431,0.02018585,0.80022786
-5.32166083,2.26711583,0.00709193,0.32821977,0.83160414,0.38842131,1.39089186,0.69059012,0.02147498,0.81260687
-5.31565783,2.30739442,0.00701139,0.33117523,0.85020930,0.39900082,1.37079855,0.70419706,0.02272720,0.82599366
-5.30965483,2.35241569,0.00690240,0.33555065,0.87177050,0.40942595,1.35653467,0.71957502,0.02392297,0.84044347
-5.30365183,2.40203497,0.00676768,0.34134924,0.89641952,0.41962209,1.34842486,0.73666187,0.02504323,0.85597964
-5.29764882,2.45599847,0.00661024,0.34855443,0.92421362,0.42951403,1.34668787,0.75535947,0.02606992,0.87258946
-5.29164582,2.51393836,0.00643324,0.35712755,0.95512776,0.43902715,1.35142309,0.77553142,0.02698653,0.89022167
-5.28564282,2.57537283,0.00623993,0.36700616,0.98904960,0.44808885,1.36260094,0.79700257,0.02777862,0.90878586
-5.27963982,2.63971123,0.00603360,0.37810307,1.02577736,0.45663022,1.38005723,0.81956043,0.02843435,0.92815357
-5.27363682,2.70626366,0.00581740,0.39030612,1.06502060,0.46458764,1.40349151,0.84295812,0.02894479,0.94816114
-5.26763382,2.77425442,0.00559441,0.40347861,1.10640386,0.47190438,1.43246926,0.86691890,0.02930434,0.96861395
-5.26163082,2.84283858,0.00536749,0.41746038,1.14947303,0.47853196,1.46642782,0.89114180,0.02951086,0.98929192
-5.25562781,2.91112083,0.00513931,0.43206957,1.19370422,0.48443111,1.50468550,0.91530830,0.02956584,1.00995605
-5.24962481,2.97817586,0.00491230,0.44710478,1.23851485,0.48957248,1.54645375,0.93908954,0.02947431,1.03035563
-5.24362181,3.04306936,0.00468867,0.46234792,1.28327667,0.49393684,1.59085198,0.96215390,0.02924475,1.05023585
-5.23761881,3.10487924,0.00447040,0.47756740,1.32733034,0.49751485,1.63692454,0.98417471,0.02888876,1.06934576
-5.23161581,3.16271630,0.00425927,0.49252178,1.37000124,0.50030660,1.68365966,1.00483773,0.02842074,1.08744606
-5.22561281,3.21574404,0.00405690,0.50696386,1.41061612,0.50232072,1.73001001,1.02384836,0.02785739,1.10431676
-5.21960980,3.26319730,0.00386474,0.52064502,1.44852009,0.50357348,1.77491440,1.04093831,0.02721715,1.11976439
-5.21360680,3.30439949,0.00368418,0.53331995,1.48309371,0.50408772,1.81732044,1.05587171,0.02651964,1.13362870
-5.20760380,3.33877824,0.00351650,0.54475156,1.51376962,0.50389198,1.85620764,1.06845051,0.02578503,1.14578860
-5.20160080,3.36587926,0.00336299,0.55471606,1.54004827,0.50301971,1.89061066,1.07851913,0.02503338,1.15616725
-5.19559780,3.38537835,0.00322492,0.56300805,1.56151238,0.50150880,1.91964206,1.08596831,0.02428410,1.16473615
-5.18959480,3.39709118,0.00310361,0.56944557,1.57783952,0.49940138,1.94251423,1.09073807,0.02355532,1.17151802
-5.18359180,3.40098072,0.00300042,0.57387486,1.58881249,0.49674398,1.95855966,1.09281972,0.02286342,1.17658837
-5.17758879,3.39716184,0.00291677,0.57617477,1.59432708,0.49358784,1.96724915,1.09225694,0.02222259,1.18007553
-5.17158579,3.38590284,0.00285412,0.57626055,1.59439666,0.48998952,1.96820714,1.08914574,0.02164453,1.18215908
-5.16558279,3.36762349,0.00281401,0.57408692,1.58915351,0.48601143,1.96122355,1.08363324,0.02113816,1.18306652
-5.15957979,3.34288918,0.00279794,0.56965021,1.57884658,0.48172240,1.94626167,1.07591533,0.02070950,1.18306808
-5.15357679,3.31240110,0.00280742,0.56298952,1.56383555,0.47719796,1.92346146,1.06623306,0.02036163,1.18246986
-5.14757379,3.27698219,0.00284385,0.55418666,1.54458138,0.47252024,1.89313799,1.05486783,0.02009476,1.18160506
-5.14157079,3.23755903,0.00290850,0.54336498,1.52163338,0.46777743,1.85577483,1.04213538,0.01990636,1.18082386
-5.13556778,3.19513993,0.00300239,0.53068700,1.49561340,0.46306269,1.81201243,1.02837883,0.01979136,1.18048193
-5.12956478,3.15078979,0.00312625,0.51635090,1.46719740,0.45847242,1.76263171,1.01396072,0.01974253,1.18092811
-5.12356178,3.10560247,0.00328041,0.50058601,1.43709525,0.45410404,1.70853333,0.99925452,0.01975074,1.18249169
-5.11755878,3.06067158,0.00346472,0.48364744,1.40602952,0.45005322,1.65071328,0.98463574,0.01980544,1.18546983
-5.11155578,3.01706096,0.00367847,0.46581009,1.37471395,0.44641075,1.59023567,0.97047307,0.01989504,1.19011560
-5.10555278,2.97577592,0.00392035,0.44736221,1.34383270,0.44325929,1.52820370,0.95711975,0.02000737,1.19662740
-5.09954977,2.93773659,0.00418836,0.42859877,1.31402104,0.44067003,1.46572981,0.94490572,0.02013012,1.20514020
-5.09354677,2.90375449,0.00447979,0.40981496,1.28584841,0.43869960,1.40390618,0.93413069,0.02025125,1.21571907
-5.08754377,2.87451346,0.00479122,0.39129996,1.25980450,0.43738748,1.34377672,0.92505846,0.02035942,1.22835544
-5.08154077,2.85055563,0.00511855,0.37333115,1.23628881,0.43675390,1.28631127,0.91791270,0.02044432,1.24296638
-5.07553777,2.83227302,0.00545703,0.35616914,1.21560414,0.43679864,1.23238322,0.91287429,0.02049695,1.25939687
-5.06953477,2.81990503,0.00580135,0.34005337,1.19795402,0.43750062,1.18275092,0.91008019,0.02050993,1.27742515
-5.06353177,2.81354153,0.00614572,0.32519875,1.18344415,0.43881846,1.13804353,0.90962383,0.02047758,1.29677075
-5.05752876,2.81313117,0.00648407,0.31179302,1.17208738,0.44069197,1.09875145,0.91155675,0.02039608,1.31710494
-5.05152576,2.81849413,0.00681015,0.29999493,1.16381187,0.44304439,1.06522136,0.91589129,0.02026350,1.33806294
-5.04552276,2.82933814,0.00711771,0.28993324,1.15847180,0.44578550,1.03765575,0.92260399,0.02007971,1.35925734
-5.03951976,2.84527679,0.00740071,0.28170628,1.15585979,0.44881506,1.01611644,0.93163934,0.01984628,1.38029193
-5.03351676,2.86584866,0.00765347,0.27538199,1.15572034,0.45202672,1.00053172,0.94291357,0.01956634,1.40077530
-5.02751376,2.89053617,0.00787088,0.27099841,1.15776336,0.45531196,0.99070629,0.95631804,0.01924430,1.42033343
-5.02151076,2.91878291,0.00804853,0.26856435,1.16167718,0.45856391,0.98633361,0.97172221,0.01888564,1.43862069
-5.01550775,2.95000871,0.00818288,0.26806027,1.16714021,0.46168083,0.98700962,0.98897568,0.01849657,1.45532882
-5.00950475,2.98362159,0.00827134,0.26943915,1.17383087,0.46456914,0.99224758,1.00790949,0.01808375,1.47019332
-5.00350175,3.01902650,0.00831234,0.27262749,1.18143531,0.46714573,1.00149309,1.02833661,0.01765396,1.48299737
-4.99749875,3.05563066,0.00830542,0.27752623,1.18965285,0.46933972,1.01413909,1.05005172,0.01721385,1.49357307
-4.99149575,3.09284597,0.00825116,0.28401185,1.19819915,0.47109332,1.02954033,1.07283055,0.01676962,1.50180020
-4.98549275,3.13008908,0.00815115,0.29193741,1.20680718,0.47236222,1.04702713,1.09642911,0.01632684,1.50760295
-4.97948974,3.16677990,0.00800796,0.30113398,1.21522651,0.47311522,1.06591821,1.12058311,0.01589023,1.51094500
-4.97348674,3.20233955,0.00782496,0.31141219,1.22322130,0.47333351,1.08553266,1.14500797,0.01546352,1.51182349
-4.96748374,3.23618878,0.00760621,0.32256423,1.23056747,0.47300954,1.10520103,1.16939977,0.01504940,1.51026249
-4.96148074,3.26774770,0.00735631,0.33436635,1.23704975,0.47214577,1.12427553,1.19343742,0.01464945,1.50630653
-4.95547774,3.29643767,0.00708025,0.34658173,1.24245897,0.47075334,1.14213960,1.21678622,0.01426422,1.50001482
-4.94947474,3.32168587,0.00678316,0.35896409,1.24659024,0.46885082,1.15821672,1.23910294,0.01389324,1.49145632
-4.94347174,3.34293277,0.00647026,0.37126163,1.24924218,0.46646317,1.17197866,1.26004232,0.01353521,1.48070626
-4.93746873,3.35964239,0.00614659,0.38322154,1.25021755,0.46362084,1.18295310,1.27926485,0.01318810,1.46784407
-4.93146573,3.37131499,0.00581696,0.39459487,1.24932536,0.46035915,1.19073055,1.29644546,0.01284938,1.45295270
-4.92546273,3.37750142,0.00548582,0.40514154,1.24638427,0.45671781,1.19497041,1.31128275,0.01251619,1.43611930
-4.91945973,3.37781821,0.00515712,0.41463553,1.24122717,0.45274056,1.19540607,1.32350820,0.01218556,1.41743681
-4.91345673,3.37196230,0.00483433,0.42286975,1.23370651,0.44847484,1.19184880,1.33289483,0.01185463,1.39700622
-4.90745373,3.35972414,0.00452034,0.42966076,1.22370007,0.44397132,1.18419022,1.33926481,0.01152087,1.37493897
-4.90145073,3.34099817,0.00421749,0.43485276,1.21111658,0.43928330,1.17240314,1.34249540,0.01118222,1.35135910
-4.89544772,3.31578967,0.00392758,0.43832103,1.19590086,0.43446579,1.15654064,1.34252293,0.01083728,1.32640467
-4.88944472,3.28421713,0.00365188,0.43997439,1.17803795,0.42957424,1.13673325,1.33934442,0.01048543,1.30022822
-4.88344172,3.24650987,0.00339118,0.43975674,1.15755591,0.42466300,1.11318422,1.33301672,0.01012692,1.27299595
-4.87743872,3.20300076,0.00314590,0.43764762,1.13452710,0.41978333,1.08616304,1.32365326,0.00976296,1.24488558
-4.87143572,3.15411434,0.00291606,0.43366171,1.10906769,0.41498130,1.05599718,1.31141837,0.00939567,1.21608292
-4.86543272,3.10035100,0.00270144,0.42784733,1.08133552,0.41029550,1.02306253,1.29651980,0.00902812,1.18677739
-4.85942971,3.04226814,0.00250157,0.42028414,1.05152637,0.40575481,0.98777271,1.27919959,0.00866425,1.15715665
-4.85342671,2.98045951,0.00231584,0.41108000,1.01986882,0.40137636,0.95056775,1.25972405,0.00830879,1.12740097
-4.84742371,2.91553403,0.00214350,0.40036726,0.98661813,0.39716398,0.91190247,1.23837333,0.00796710,1.09767757
-4.84142071,2.84809532,0.00198375,0.38829866,0.95204934,0.39310709,0.87223504,1.21543126,0.00764508,1.06813551
-4.83541771,2.77872326,0.00183578,0.37504290,0.91645010,0.38918051,0.83201618,1.19117592,0.00734896,1.03890160
-4.82941471,2.70795865,0.00169875,0.36078020,0.88011354,0.38534494,0.79167922,1.16587156,0.00708512,1.01007750
-4.82341171,2.63629162,0.00157186,0.34569786,0.84333151,0.38154844,0.75163145,1.13976217,0.00685990,0.98173853
-4.81740870,2.56415447,0.00145434,0.32998605,0.80638847,0.37772879,0.71224695,1.11306691,0.00667939,0.95393408
-4.81140570,2.49191888,0.00134548,0.31383394,0.76955621,0.37381657,0.67386095,1.08597757,0.00654919,0.92668971
-4.80540270,2.41989742,0.00124459,0.29742611,0.73308957,0.36973907,0.63676582,1.05865801,0.00647426,0.90001084
-4.79939970,2.34834877,0.00115105,0.28093949,0.69722312,0.36542445,0.60120871,1.03124527,0.00645869,0.87388754
-4.79339670,2.27748598,0.00106429,0.26454066,0.66216881,0.36080638,0.56739056,1.00385230,0.00650549,0.84830038
-4.78739370,2.20748665,0.00098379,0.24838370,0.62811448,0.35582838,0.53546649,0.97657168,0.00661646,0.82322648
-4.78139070,2.13850423,0.00090906,0.23260839,0.59522314,0.35044804,0.50554731,0.94948013,0.00679203,0.79864563
-4.77538769,2.07067922,0.00083966,0.21733895,0.56363281,0.34464058,0.47770187,0.92264329,0.00703117,0.77454587
-4.76938469,2.00414945,0.00077519,0.20268312,0.53345686,0.33840152,0.45196024,0.89612034,0.00733126,0.75092804
-4.76338169,1.93905852,0.00071527,0.18873172,0.50478461,0.33174846,0.42831731,0.86996826,0.00768810,0.72780916
-4.75737869,1.87556207,0.00065957,0.17555856,0.47768216,0.32472159,0.40673685,0.84424534,0.00809591,0.70522419
-4.75137569,1.81383125,0.00060777,0.16322073,0.45219346,0.31738311,0.38715582,0.81901386,0.00854736,0.68322625
-4.74537269,1.75405354,0.00055959,0.15175934,0.42834137,0.30981537,0.36948885,0.79434178,0.00903370,0.66188519
-4.73936968,1.69643110,0.00051477,0.14120060,0.40612895,0.30211794,0.35363295,0.77030357,0.00954492,0.64128473
-4.73336668,1.64117686,0.00047308,0.13155727,0.38554085,0.29440369,0.33947228,0.74698021,0.01006994,0.62151830
-4.72736368,1.58850913,0.00043430,0.12283054,0.36654489,0.28679421,0.32688314,0.72445852,0.01059691,0.60268406
-4.72136068,1.53864523,0.00039825,0.11501221,0.34909390,0.27941458,0.31573905,0.70283005,0.01111343,0.58487927
-4.71535768,1.49179488,0.00036475,0.10808720,0.33312779,0.27238803,0.30591602,0.68218978,0.01160696,0.56819462
-4.70935468,1.44815409,0.00033364,0.10203640,0.31857593,0.26583058,0.29729789,0.66263475,0.01206514,0.55270865
-4.70335168,1.40790005,0.00030479,0.09683964,0.30535975,0.25984602,0.28978181,0.64426288,0.01247610,0.53848291
-4.69734867,1.37118752,0.00027807,0.09247892,0.29339559,0.25452144,0.28328365,0.62717212,0.01282891,0.52555784
-4.69134567,1.33814710,0.00025336,0.08894160,0.28259770,0.24992351,0.27774333,0.61145999,0.01311383,0.51394985
-4.68534267,1.30888544,0.00023056,0.08622364,0.27288128,0.24609579,0.27312991,0.59722358,0.01332265,0.50364958
-4.67933967,1.28348746,0.00020957,0.08433259,0.26416539,0.24305691,0.26944624,0.58455991,0.01344893,0.49462148
-4.67333667,1.26202022,0.00019030,0.08329043,0.25637574,0.24080006,0.26673297,0.57356670,0.01348822,0.48680462
-4.66733367,1.24453830,0.00017268,0.08313591,0.24944707,0.23929338,0.26507179,0.56434329,0.01343816,0.48011469
-4.66133067,1.23109014,0.00015663,0.08392647,0.24332509,0.23848152,0.26458764,0.55699163,0.01329856,0.47444700
-4.65532766,1.22172478,0.00014207,0.08573954,0.23796784,0.23828812,0.26544975,0.55161718,0.01307136,0.46968036
-4.64932466,1.21649852,0.00012895,0.08867308,0.23334639,0.23861898,0.26787120,0.54832950,0.01276055,0.46568143
-4.64332166,1.21548086,0.00011720,0.09284539,0.22944491,0.23936601,0.27210708,0.54724239,0.01237202,0.46230957
