energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.77188594,7.88980894,0.04473662,0.87347229,3.25243796,3.34939667,0.03473638,3.55265111,0.94289662,0.79033703
-5.76588294,7.71395195,0.04379009,0.85785737,3.20772438,3.27711382,0.03375389,3.46793800,0.92299468,0.75924656
-5.75987994,7.53457516,0.04272437,0.84178703,3.16010224,3.20476312,0.03281460,3.38116408,0.90251692,0.72741425
-5.75387694,7.35434077,0.04155928,0.82561370,3.11075659,3.13340052,0.03193261,3.29354323,0.88170474,0.69525603
-5.74787394,7.17599212,0.04031744,0.80972179,3.06097372,3.06410720,0.03112130,3.20629799,0.86082405,0.66318326
-5.74187094,7.00229704,0.03902367,0.79451744,3.01211083,2.99796737,0.03039318,3.12063593,0.84016005,0.63159467
-5.73586793,6.83598766,0.03770428,0.78041700,2.96556186,2.93604415,0.02975955,3.03772573,0.82001146,0.60086897
-5.72986493,6.67969868,0.03638627,0.76783507,2.92272061,2.87935452,0.02923038,2.95867343,0.80068422,0.57135847
-5.72386193,6.53590624,0.03509659,0.75717229,2.88494266,2.82884431,0.02881401,2.88449968,0.78248493,0.54338362
-5.71785893,6.40686945,0.03386135,0.74880368,2.85350729,2.78536428,0.02851702,2.81611828,0.76571411,0.51722865
-5.71185593,6.29457671,0.03270504,0.74306793,2.82958095,2.74964816,0.02834403,2.75431693,0.75065935,0.49313823
-5.70585293,6.20069857,0.03164993,0.74025792,2.81418352,2.72229363,0.02829756,2.69974042,0.73758851,0.47131504
-5.69984992,6.12654874,0.03071540,0.74061305,2.80815879,2.70374691,0.02837793,2.65287707,0.72674320,0.45191839
-5.69384692,6.07305457,0.02991747,0.74431332,2.81214992,2.69429142,0.02858313,2.61404854,0.71833240,0.43506366
-5.68784392,6.04073773,0.02926840,0.75147560,2.82658100,2.69404105,0.02890884,2.58340361,0.71252667,0.42082245
-5.68184092,6.02970575,0.02877645,0.76215182,2.85164512,2.70293808,0.02934840,2.56091601,0.70945291,0.40922354
-5.67583792,6.03965432,0.02844573,0.77632928,2.88729932,2.72075574,0.02989285,2.54638650,0.70918981,0.40025437
-5.66983492,6.06988030,0.02827618,0.79393277,2.93326652,2.74710517,0.03053111,2.53944913,0.71176429,0.39386316
-5.66383192,6.11930448,0.02826374,0.81482833,2.98904416,2.78144654,0.03125005,2.53958162,0.71714899,0.38996140
-5.65782891,6.18650348,0.02840050,0.83882843,3.05391906,2.82310366,0.03203482,2.54611961,0.72526093,0.38842693
-5.65182591,6.26974931,0.02867515,0.86569820,3.12698798,2.87128161,0.03286910,2.55827430,0.73596157,0.38910727
-5.64582291,6.36705539,0.02907334,0.89516250,3.20718278,2.92508667,0.03373543,2.57515327,0.74905837,0.39182342
-5.63981991,6.47622749,0.02957824,0.92691339,3.29329947,2.98354795,0.03461568,2.59578358,0.76430784,0.39637388
-5.63381691,6.59491805,0.03017112,0.96061783,3.38402989,3.04563998,0.03549141,2.61913694,0.78142012,0.40253899
-5.62781391,6.72068222,0.03083199,0.99592529,3.47799504,3.11030561,0.03634444,2.64415586,0.80006513,0.41008553
-5.62181091,6.85103430,0.03154024,1.03247502,3.57377885,3.17647875,0.03715724,2.66978048,0.81988015,0.41877139
-5.61580790,6.98350300,0.03227529,1.06990286,3.66996159,3.24310622,0.03791349,2.69497508,0.84047857,0.42835040
-5.60980490,7.11568433,0.03301722,1.10784738,3.76515172,3.30916849,0.03859851,2.71875373,0.86145975,0.43857719
-5.60380190,7.24529088,0.03374738,1.14595528,3.85801555,3.37369871,0.03919970,2.74020442,0.88241956,0.44921188
-5.59779890,7.37019653,0.03444889,1.18388610,3.94730393,3.43579990,0.03970689,2.75851093,0.90296139,0.46002467
-5.59179590,7.48847577,0.03510710,1.22131599,4.03187551,3.49465993,0.04011263,2.77297203,0.92270710,0.47080014
-5.58579290,7.59843685,0.03570992,1.25794084,4.11071611,3.54956414,0.04041244,2.78301746,0.94130765,0.48134104
-5.57978989,7.69864835,0.03624805,1.29347858,4.18295406,3.59990555,0.04060486,2.78822020,0.95845300,0.49147173
-5.57378689,7.78795872,0.03671512,1.32767090,4.24787124,3.64519234,0.04069152,2.78830492,0.97388079,0.50104088
-5.56778389,7.86550859,0.03710765,1.36028431,4.30491005,3.68505284,0.04067704,2.78315219,0.98738355,0.50992355
-5.56178089,7.93073579,0.03742494,1.39111074,4.35367620,3.71923774,0.04056884,2.77279848,0.99881415,0.51802255
-5.55577789,7.98337316,0.03766882,1.41996770,4.39393769,3.74761964,0.04037687,2.75743189,1.00808916,0.52526891
-5.54977489,8.02343937,0.03784333,1.44669806,4.42562013,3.77019000,0.04011332,2.73738386,1.01519006,0.53162169
-5.54377189,8.05122315,0.03795429,1.47116963,4.44879883,3.78705350,0.03979220,2.71311688,1.02016223,0.53706695
-5.53776888,8.06726145,0.03800880,1.49327443,4.46368797,3.79841995,0.03942891,2.68520878,1.02311168,0.54161597
-5.53176588,8.07231219,0.03801478,1.51292789,4.47062721,3.80459397,0.03903983,2.65433397,1.02419971,0.54530290
-5.52576288,8.06732246,0.03798041,1.53006787,4.47006637,3.80596266,0.03864184,2.62124214,1.02363580,0.54818180
-5.51975988,8.05339309,0.03791364,1.54465368,4.46254848,3.80298143,0.03825195,2.58673516,1.02166878,0.55032327
-5.51375688,8.03174065,0.03782172,1.55666498,4.44869183,3.79615861,0.03788682,2.55164284,1.01857693,0.55181080
-5.50775388,8.00365811,0.03771087,1.56610073,4.42917144,3.78603898,0.03756251,2.51679832,1.01465723,0.55273693
-5.50175088,7.97047516,0.03758586,1.57297821,4.40470061,3.77318692,0.03729406,2.48301381,1.01021431,0.55319939
-5.49574787,7.93351972,0.03744994,1.57733194,4.37601300,3.75816953,0.03709534,2.45105756,1.00554949,0.55329742
-5.48974487,7.89408149,0.03730462,1.57921286,4.34384584,3.74154038,0.03697877,2.42163268,1.00095039,0.55312824
-5.48374187,7.85337896,0.03714976,1.57868747,4.30892460,3.72382433,0.03695516,2.39535856,0.99668147,0.55278393
-5.47773887,7.81253060,0.03698364,1.57583719,4.27194980,3.70550406,0.03703364,2.37275542,0.99297590,0.55234868
-5.47173587,7.77253134,0.03680319,1.57075774,4.23358607,3.68700862,0.03722153,2.35423244,0.99002902,0.55189658
-5.46573287,7.73423464,0.03660426,1.56355880,4.19445381,3.66870456,0.03752428,2.34007984,0.98799351,0.55148990
-5.45972986,7.69834081,0.03638199,1.55436363,4.15512365,3.65088978,0.03794546,2.33046506,0.98697653,0.55117789
-5.45372686,7.66539143,0.03613117,1.54330895,4.11611357,3.63379043,0.03848668,2.32543301,0.98703862,0.55099615
-5.44772386,7.63576995,0.03584667,1.53054480,4.07788860,3.61756075,0.03914761,2.32491027,0.98819450,0.55096642
-5.44172086,7.60970784,0.03552378,1.51623443,4.04086296,3.60228587,0.03992598,2.32871295,0.99041547,0.55109685
-5.43571786,7.58729573,0.03515865,1.50055417,4.00540396,3.58798729,0.04081751,2.33655771,0.99363318,0.55138262
-5.42971486,7.56849868,0.03474855,1.48369317,3.97183743,3.57463062,0.04181599,2.34807536,0.99774460,0.55180687
-5.42371186,7.55317450,0.03429210,1.46585293,3.94045401,3.56213522,0.04291327,2.36282646,1.00261771,0.55234188
-5.41770885,7.54109407,0.03378951,1.44724656,3.91151563,3.55038509,0.04409933,2.38031813,1.00809780,0.55295038
-5.41170585,7.53196245,0.03324258,1.42809764,3.88526168,3.53924037,0.04536232,2.40002134,1.01401379,0.55358706
-5.40570285,7.52543972,0.03265474,1.40863864,3.86191419,3.52854898,0.04668871,2.42138802,1.02018463,0.55420006
-5.39969985,7.52116054,0.03203097,1.38910892,3.84168169,3.51815757,0.04806344,2.44386725,1.02642516,0.55473258
-5.39369685,7.51875157,0.03137760,1.36975209,3.82476119,3.50792135,0.04947009,2.46692002,1.03255157,0.55512442
-5.38769385,7.51784607,0.03070210,1.35081291,3.81133826,3.49771240,0.05089116,2.49003206,1.03838607,0.55531369
-5.38169085,7.51809530,0.03001282,1.33253373,3.80158499,3.48742591,0.05230835,2.51272449,1.04376093,0.55523835
-5.37568784,7.51917655,0.02931862,1.31515046,3.79565606,3.47698433,0.05370287,2.53456194,1.04852171,0.55483796
-5.36968484,7.52079778,0.02862862,1.29888822,3.79368313,3.46633919,0.05505583,2.55515833,1.05252972,0.55405534
-5.36368184,7.52269927,0.02795180,1.28395679,3.79576802,3.45547081,0.05634858,2.57418021,1.05566397,0.55283839
-5.35767884,7.52465256,0.02729678,1.27054610,3.80197521,3.44438596,0.05756313,2.59134797,1.05782250,0.55114183
-5.35167584,7.52645751,0.02667146,1.25882175,3.81232422,3.43311383,0.05868254,2.60643523,1.05892334,0.54892908
-5.34567284,7.52793786,0.02608288,1.24892091,3.82678268,3.42170069,0.05969124,2.61926679,1.05890513,0.54617407
-5.33966983,7.52893626,0.02553701,1.24094873,3.84526053,3.41020373,0.06057539,2.62971546,1.05772756,0.54286300
-5.33366683,7.52930922,0.02503866,1.23497541,3.86760605,3.39868447,0.06132316,2.63769839,1.05537171,0.53899598
-5.32766383,7.52892267,0.02459145,1.23103404,3.89360417,3.38720227,0.06192495,2.64317299,1.05184018,0.53458845
-5.32166083,7.52764857,0.02419780,1.22911948,3.92297735,3.37580837,0.06237356,2.64613307,1.04715722,0.52967226
-5.31565783,7.52536285,0.02385902,1.22918823,3.95538923,3.36454074,0.06266425,2.64660522,1.04136868,0.52429634
-5.30965483,7.52194481,0.02357540,1.23115930,3.99045097,3.35342019,0.06279481,2.64464578,1.03454170,0.51852687
-5.30365183,7.51727811,0.02334637,1.23491628,4.02773008,3.34244773,0.06276549,2.64033828,1.02676417,0.51244678
-5.29764882,7.51125292,0.02317063,1.24031034,4.06676137,3.33160347,0.06257890,2.63379155,1.01814376,0.50615463
-5.29164582,7.50376925,0.02304633,1.24716417,4.10705943,3.32084698,0.06223986,2.62513820,1.00880646,0.49976272
-5.28564282,7.49474078,0.02297124,1.25527673,4.14813202,3.31011894,0.06175522,2.61453347,0.99889450,0.49339448
-5.27963982,7.48409900,0.02294283,1.26442860,4.18949355,3.29934407,0.06113364,2.60215413,0.98856372,0.48718117
-5.27363682,7.47179703,0.02295842,1.27438781,4.23067800,3.28843502,0.06038534,2.58819730,0.97798017,0.48125796
-5.26763382,7.45781270,0.02301524,1.28491576,4.27125039,3.27729693,0.05952188,2.57287886,0.96731617,0.47575950
-5.26163082,7.44215063,0.02311046,1.29577323,4.31081626,3.26583241,0.05855596,2.55643138,0.95674579,0.47081522
-5.25562781,7.42484278,0.02324123,1.30672607,4.34902853,3.25394660,0.05750115,2.53910128,0.94643981,0.46654440
-5.24962481,7.40594743,0.02340458,1.31755044,4.38559135,3.24155200,0.05637174,2.52114523,0.93656050,0.46305141
-5.24362181,7.38554648,0.02359746,1.32803743,4.42026081,3.22857277,0.05518258,2.50282575,0.92725626,0.46042124
-5.23761881,7.36374096,0.02381660,1.33799676,4.45284245,3.21494833,0.05394888,2.48440593,0.91865640,0.45871555
-5.23161581,7.34064506,0.02405849,1.34725971,4.48318576,3.20063599,0.05268607,2.46614364,0.91086633,0.45796956
-5.22561281,7.31637886,0.02431928,1.35568090,4.51117623,3.18561241,0.05140970,2.44828513,0.90396340,0.45818983
-5.21960980,7.29106009,0.02459475,1.36313919,4.53672541,3.16987402,0.05013526,2.43105843,0.89799354,0.45935319
-5.21360680,7.26479536,0.02488028,1.36953745,4.55975969,3.15343613,0.04887806,2.41466680,0.89296897,0.46140687
-5.20760380,7.23767131,0.02517086,1.37480161,4.58020884,3.13633092,0.04765299,2.39928246,0.88886721,0.46426984
-5.20160080,7.20974622,0.02546111,1.37887882,4.59799492,3.11860441,0.04647439,2.38504090,0.88563127,0.46783542
-5.19559780,7.18104246,0.02574536,1.38173509,4.61302253,3.10031250,0.04535578,2.37203609,0.88317136,0.47197498
-5.18959480,7.15154033,0.02601777,1.38335251,4.62517126,3.08151634,0.04430959,2.36031684,0.88136783,0.47654260
-5.18359180,7.12117353,0.02627244,1.38372628,4.63429071,3.06227725,0.04334692,2.34988432,0.88007544,0.48138054
-5.17758879,7.08982669,0.02650360,1.38286177,4.64019881,3.04265144,0.04247718,2.34069116,0.87912869,0.48632520
-5.17158579,7.05733509,0.02670574,1.38077175,4.64268349,3.02268483,0.04170782,2.33264193,0.87834803,0.49121335
-5.16558279,7.02348665,0.02687381,1.37747402,4.64150774,3.00240822,0.04104403,2.32559518,0.87754679,0.49588830
-5.15957979,6.98802613,0.02700337,1.37298951,4.63641792,2.98183306,0.04048848,2.31936688,0.87653825,0.50020572
-5.15357679,6.95066144,0.02709075,1.36734090,4.62715460,2.96094802,0.04004110,2.31373515,0.87514294,0.50403887
-5.14757379,6.91107181,0.02713314,1.36055191,4.61346559,2.93971663,0.03969895,2.30844616,0.87319539,0.50728300
-5.14157079,6.86891738,0.02712872,1.35264710,4.59512007,2.91807603,0.03945610,2.30322098,0.87055044,0.50985869
-5.13556778,6.82384997,0.02707667,1.34365214,4.57192302,2.89593694,0.03930375,2.29776302,0.86708845,0.51171398
-5.12956478,6.77552434,0.02697722,1.33359450,4.54372902,2.87318496,0.03923029,2.29176608,0.86271953,0.51282532
-5.12356178,6.72360972,0.02683156,1.32250440,4.51045444,2.84968302,0.03922162,2.28492237,0.85738627,0.51319719
-5.11755878,6.66780094,0.02664183,1.31041581,4.47208728,2.82527510,0.03926144,2.27693069,0.85106511,0.51286052
-5.11155578,6.60782883,0.02641097,1.29736745,4.42869386,2.79979088,0.03933174,2.26750414,0.84376622,0.51187002
-5.10555278,6.54346950,0.02614264,1.28340352,4.38042206,2.77305138,0.03941337,2.25637745,0.83553186,0.51030051
-5.09954977,6.47455214,0.02584101,1.26857419,4.32750073,2.74487512,0.03948657,2.24331351,0.82643345,0.50824257
-5.09354677,6.40096515,0.02551066,1.25293565,4.27023529,2.71508490,0.03953169,2.22810913,0.81656744,0.50579764
-5.08754377,6.32266050,0.02515640,1.23654967,4.20899984,2.68351467,0.03952979,2.21059986,0.80605025,0.50307280
-5.08154077,6.23965621,0.02478310,1.21948282,4.14422615,2.65001641,0.03946333,2.19066364,0.79501251,0.50017561
-5.07553777,6.15203704,0.02439556,1.20180515,4.07639018,2.61446679,0.03931673,2.16822355,0.78359297,0.49720907
-5.06953477,6.05995360,0.02399840,1.18358862,4.00599697,2.57677335,0.03907693,2.14324926,0.77193232,0.49426707
-5.06353177,5.96361993,0.02359592,1.16490527,3.93356483,2.53687995,0.03873379,2.11575753,0.76016727,0.49143041
-5.05752876,5.86331000,0.02319204,1.14582536,3.85960957,2.49477154,0.03828044,2.08581168,0.74842519,0.48876361
-5.05152576,5.75935337,0.02279027,1.12641545,3.78462984,2.45047788,0.03771346,2.05352005,0.73681950,0.48631255
-5.04552276,5.65213037,0.02239361,1.10673688,3.70909432,2.40407631,0.03703296,2.01903370,0.72544615,0.48410313
-5.03951976,5.54206710,0.02200463,1.08684445,3.63343143,2.35569339,0.03624252,1.98254347,0.71438117,0.48214079
-5.03351676,5.42963064,0.02162539,1.06678565,3.55802211,2.30550552,0.03534900,1.94427641,0.70367954,0.48041109
-5.02751376,5.31532471,0.02125753,1.04660047,3.48319590,2.25373845,0.03436224,1.90449191,0.69337530,0.47888105
-5.02151076,5.19968594,0.02090229,1.02632186,3.40923055,2.20066578,0.03329470,1.86347760,0.68348298,0.47750146
-5.01550775,5.08328090,0.02056056,1.00597673,3.33635490,2.14660644,0.03216097,1.82154514,0.67400005,0.47620972
-5.00950475,4.96670392,0.02023291,0.98558770,3.26475477,2.09192123,0.03097729,1.77902600,0.66491051,0.47493329
-5.00350175,4.85057547,0.01991970,0.96517525,3.19458135,2.03700857,0.02976102,1.73626746,0.65618916,0.47359354
-4.99749875,4.73554100,0.01962109,0.94476035,3.12596140,1.98229924,0.02853010,1.69362855,0.64780645,0.47210975
-4.99149575,4.62226987,0.01933711,0.92436731,3.05900846,1.92825052,0.02730253,1.65147629,0.63973359,0.47040320
-4.98549275,4.51145387,0.01906771,0.90402671,2.99383432,1.87533939,0.02609592,1.61018193,0.63194766,0.46840110
-4.97948974,4.40380497,0.01881278,0.88377820,2.93055979,1.82405509,0.02492703,1.57011716,0.62443637,0.46604022
-4.97348674,4.30005182,0.01857220,0.86367296,2.86932402,1.77489092,0.02381141,1.53165029,0.61720229,0.46327003
-4.96748374,4.20093436,0.01834583,0.84377564,2.81029170,1.72833538,0.02276309,1.49514214,0.61026622,0.46005531
-4.96148074,4.10719644,0.01813356,0.82416562,2.75365750,1.68486275,0.02179438,1.46094165,0.60366951,0.45637802
-4.95547774,4.01957585,0.01793523,0.80493742,2.69964730,1.64492315,0.02091563,1.42938102,0.59747519,0.45223848
-4.94947474,3.93879199,0.01775071,0.78620025,2.64851621,1.60893227,0.02013517,1.40077038,0.59176781,0.44765565
-4.94347174,3.86553095,0.01757977,0.76807650,2.60054307,1.57726099,0.01945923,1.37539205,0.58665188,0.44266667
-4.93746873,3.80042851,0.01742215,0.75069937,2.55602201,1.55022520,0.01889194,1.35349426,0.58224901,0.43732558
-4.93146573,3.74405142,0.01727743,0.73420962,2.51525104,1.52807599,0.01843533,1.33528472,0.57869377,0.43170140
-4.92546273,3.69687768,0.01714506,0.71875145,2.47851875,1.51099083,0.01808944,1.32092399,0.57612851,0.42587544
-4.91945973,3.65927676,0.01702431,0.70446797,2.44608934,1.49906580,0.01785236,1.31051903,0.57469717,0.41993828
-4.91345673,3.63149059,0.01691420,0.69149610,2.41818719,1.49230961,0.01772036,1.30411727,0.57453856,0.41398626
-4.90745373,3.61361641,0.01681355,0.67996140,2.39498154,1.49063956,0.01768807,1.30170133,0.57577918,0.40811781
-4.90145073,3.60559264,0.01672090,0.66997298,2.37657235,1.49387987,0.01774855,1.30318497,0.57852598,0.40242974
-4.89544772,3.60718850,0.01663458,0.66161871,2.36297798,1.50176266,0.01789351,1.30841041,0.58285944,0.39701364
-4.88944472,3.61799847,0.01655269,0.65496099,2.35412548,1.51393166,0.01811350,1.31714743,0.58882715,0.39195256
-4.88344172,3.63744208,0.01647316,0.65003325,2.34984410,1.52994890,0.01839808,1.32909438,0.59643825,0.38731807
-4.87743872,3.66476949,0.01639381,0.64683748,2.34986236,1.54930407,0.01873605,1.34388133,0.60565910,0.38316791
-4.87143572,3.69907304,0.01631242,0.64534264,2.35380902,1.57142652,0.01911572,1.36107546,0.61641023,0.37954425
-4.86543272,3.73930466,0.01622679,0.64548443,2.36121805,1.59569946,0.01952508,1.38018857,0.62856494,0.37647266
-4.85942971,3.78429864,0.01613486,0.64716604,2.37153734,1.62147602,0.01995213,1.40068673,0.64194954,0.37396182
-4.85342671,3.83279925,0.01603479,0.65026015,2.38414113,1.64809644,0.02038510,1.42200174,0.65634541,0.37200407
-4.84742371,3.88349212,0.01592503,0.65461205,2.39834552,1.67490585,0.02081271,1.44354423,0.67149285,0.37057661
-4.84142071,3.93503855,0.01580441,0.66004364,2.41342668,1.70127206,0.02122445,1.46471792,0.68709662,0.36964349
-4.83541771,3.98611129,0.01567224,0.66635837,2.42864099,1.72660247,0.02161079,1.48493473,0.70283313,0.36915814
-4.82941471,4.03543071,0.01552827,0.67334677,2.44324653,1.75035961,0.02196338,1.50363018,0.71835897,0.36906647
-4.82341171,4.08179995,0.01537280,0.68079250,2.45652506,1.77207470,0.02227529,1.52027859,0.73332059,0.36931034
-4.81740870,4.12413783,0.01520663,0.68847862,2.46780372,1.79135872,0.02254110,1.53440765,0.74736484,0.36983119
-4.81140570,4.16150835,0.01503104,0.69619389,2.47647580,1.80791061,0.02275703,1.54561179,0.76014984,0.37057379
-4.80540270,4.19314576,0.01484775,0.70373887,2.48201968,1.82152242,0.02292097,1.55356386,0.77135602,0.37148978
-4.79939970,4.21847427,0.01465885,0.71093168,2.48401546,1.83208130,0.02303254,1.55802474,0.78069665,0.37254093
-4.79339670,4.23712190,0.01446668,0.71761306,2.48215844,1.83956834,0.02309294,1.55885059,0.78792756,0.37370184
-4.78739370,4.24892780,0.01427378,0.72365071,2.47626932,1.84405456,0.02310495,1.55599716,0.79285570,0.37496198
-4.78139070,4.25394309,0.01408272,0.72894269,2.46630031,1.84569424,0.02307272,1.54952132,0.79534593,0.37632688
-4.77538769,4.25242504,0.01389604,0.73341971,2.45233727,1.84471607,0.02300160,1.53957942,0.79532592,0.37781837
-4.76938469,4.24482498,0.01371613,0.73704626,2.43459758,1.84141263,0.02289790,1.52642261,0.79278885,0.37947381
-4.76338169,4.23177037,0.01354511,0.73982064,2.41342376,1.83612857,0.02276864,1.51038918,0.78779364,0.38134424
-4.75737869,4.21404176,0.01338483,0.74177361,2.38927312,1.82924823,0.02262131,1.49189420,0.78046286,0.38349158
-4.75137569,4.19254542,0.01323673,0.74296599,2.36270375,1.82118308,0.02246352,1.47141674,0.77097808,0.38598486
-4.74537269,4.16828277,0.01310190,0.74348508,2.33435725,1.81235946,0.02230279,1.44948508,0.75957319,0.38889565
-4.73936968,4.14231760,0.01298104,0.74344015,2.30493885,1.80320718,0.02214627,1.42666062,0.74652558,0.39229300
-4.73336668,4.11574239,0.01287451,0.74295709,2.27519559,1.79414917,0.02200046,1.40352079,0.73214581,0.39623800
-4.72736368,4.08964482,0.01278238,0.74217243,2.24589340,1.78559250,0.02187109,1.38064188,0.71676621,0.40077828
-4.72136068,4.06507578,0.01270453,0.74122703,2.21779376,1.77792102,0.02176288,1.35858226,0.70072872,0.40594280
-4.71535768,4.04301978,0.01264074,0.74025963,2.19163095,1.77148953,0.02167948,1.33786670,0.68437272,0.41173717
-4.70935468,4.02436908,0.01259079,0.73940046,2.16809048,1.76661965,0.02162335,1.31897231,0.66802333,0.41813989
-4.70335168,4.00990188,0.01255461,0.73876540,2.14778965,1.76359713,0.02159582,1.30231674,0.65198061,0.42509959
-4.69734867,4.00026570,0.01253234,0.73845070,2.13126072,1.76267057,0.02159708,1.28824886,0.63651021,0.43253374
-4.69134567,3.99596587,0.01252449,0.73852863,2.11893732,1.76405119,0.02162628,1.27704231,0.62183591,0.44032873
-4.68534267,3.99735955,0.01253198,0.73904426,2.11114439,1.76791356,0.02168167,1.26889200,0.60813411,0.44834156
-4.67933967,4.00465507,0.01255622,0.74001348,2.10809188,1.77439679,0.02176077,1.26391355,0.59553071,0.45640313
-4.67333667,4.01791613,0.01259911,0.74142236,2.10987238,1.78360607,0.02186060,1.26214556,0.58410021,0.46432294
-4.66733367,4.03707054,0.01266306,0.74322796,2.11646235,1.79561415,0.02197781,1.26355428,0.57386717,0.47189519
-4.66133067,4.06192241,0.01275092,0.74536050,2.12772691,1.81046259,0.02210899,1.26804043,0.56480970,0.47890589
-4.65532766,4.09216721,0.01286590,0.74772685,2.14342771,1.82816250,0.02225084,1.27544761,0.55686477,0.48514081
-4.64932466,4.12740865,0.01301148,0.75021516,2.16323346,1.84869470,0.02240033,1.28557178,0.54993507,0.49039387
-4.64332166,4.16717634,0.01319117,0.75270042,2.18673264,1.87200913,0.02255496,1.29817130,0.54389695,0.49447558
