energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,2.82613720,0.00487388,0.39745062,0.01743362,1.44185243,0.79927572,0.19726858,1.26657413,0.67424266
-5.99399700,2.88090183,0.00524000,0.40304767,0.01916645,1.47395275,0.81093994,0.20363142,1.30167957,0.67915733
-5.98799400,2.93848181,0.00564944,0.41062716,0.02101555,1.50556334,0.82188665,0.20974279,1.33781112,0.68554283
-5.98199100,2.99840628,0.00609851,0.42029845,0.02296541,1.53623449,0.83191574,0.21552427,1.37481409,0.69341831
-5.97598799,3.06004865,0.00658249,0.43211138,0.02499662,1.56548321,0.84082052,0.22089830,1.41246394,0.70274754
-5.96998499,3.12263803,0.00709573,0.44605284,0.02708604,1.59280502,0.84839414,0.22578971,1.45046966,0.71343834
-5.96398199,3.18527580,0.00763159,0.46204579,0.02920710,1.61768611,0.85443563,0.23012727,1.48848040,0.72534367
-5.95797899,3.24695684,0.00818258,0.47995097,0.03133027,1.63961579,0.85875555,0.23384498,1.52609538,0.73826466
-5.95197599,3.30659564,0.00874043,0.49957126,0.03342361,1.65809875,0.86118100,0.23688332,1.56287690,0.75195544
-5.94597299,3.36305650,0.00929624,0.52065885,0.03545352,1.67266720,0.86155993,0.23919028,1.59836612,0.76612994
-5.93996998,3.41518750,0.00984065,0.54292480,0.03738559,1.68289240,0.85976481,0.24072229,1.63210118,0.78047053
-5.93396698,3.46185725,0.01036404,0.56605082,0.03918548,1.68839564,0.85569553,0.24144500,1.66363694,0.79463816
-5.92796398,3.50199337,0.01085674,0.58970272,0.04081991,1.68885842,0.84928171,0.24133391,1.69256559,0.80828403
-5.92196098,3.53462145,0.01130932,0.61354485,0.04225768,1.68403165,0.84048445,0.24037487,1.71853716,0.82106198
-5.91595798,3.55890285,0.01171279,0.63725497,0.04347058,1.67374359,0.82929744,0.23856451,1.74127884,0.83264152
-5.90995498,3.57416971,0.01205888,0.66053866,0.04443432,1.65790647,0.81574762,0.23591045,1.76061214,0.84272062
-5.90395198,3.57995542,0.01234027,0.68314241,0.04512931,1.63652135,0.79989539,0.23243141,1.77646663,0.85103782
-5.89794897,3.57601879,0.01255082,0.70486480,0.04554133,1.60968108,0.78183419,0.22815718,1.78888944,0.85738291
-5.89194597,3.56236033,0.01268576,0.72556483,0.04566196,1.57757101,0.76168963,0.22312835,1.79804941,0.86160578
-5.88594297,3.53922929,0.01274183,0.74516696,0.04548888,1.54046741,0.73961801,0.21739590,1.80423539,0.86362259
-5.87993997,3.50712053,0.01271735,0.76366236,0.04502596,1.49873320,0.71580414,0.21102045,1.80784825,0.86341915
-5.87393697,3.46676059,0.01261236,0.78110612,0.04428307,1.45281118,0.69045854,0.20407138,1.80938644,0.86105093
-5.86793397,3.41908323,0.01242852,0.79761055,0.04327575,1.40321462,0.66381390,0.19662565,1.80942551,0.85663983
-5.86193097,3.36519485,0.01216911,0.81333461,0.04202466,1.35051546,0.63612087,0.18876636,1.80859213,0.85036757
-5.85592796,3.30633118,0.01183888,0.82847014,0.04055488,1.29533045,0.60764310,0.18058112,1.80753371,0.84246609
-5.84992496,3.24380702,0.01144393,0.84322550,0.03889505,1.23830559,0.57865192,0.17216022,1.80688492,0.83320536
-5.84392196,3.17896133,0.01099149,0.85780755,0.03707645,1.18009942,0.54942042,0.16359469,1.80723284,0.82287925
-5.83791896,3.11310036,0.01048967,0.87240302,0.03513198,1.12136588,0.52021746,0.15497425,1.80908248,0.81179016
-5.83191596,3.04744173,0.00994724,0.88716040,0.03309520,1.06273731,0.49130162,0.14638530,1.81282456,0.80023334
-5.82591296,2.98306240,0.00937334,0.90217341,0.03099934,1.00480841,0.46291543,0.13790902,1.81870768,0.78848173
-5.81990995,2.92085347,0.00877725,0.91746735,0.02887642,0.94812175,0.43528015,0.12961962,1.82681634,0.77677222
-5.81390695,2.86148422,0.00816808,0.93298897,0.02675643,0.89315558,0.40859124,0.12158277,1.83705659,0.76529413
-5.80790395,2.80537753,0.00755461,0.94860091,0.02466669,0.84031433,0.38301483,0.11385448,1.84915028,0.75418057
-5.80190095,2.75269816,0.00694502,0.96408106,0.02263129,0.78992228,0.35868534,0.10648024,1.86263878,0.74350318
-5.79589795,2.70335454,0.00634677,0.97912710,0.02067078,0.74222061,0.33570435,0.09949459,1.87689620,0.73327066
-5.78989495,2.65701406,0.00576642,0.99336615,0.01880192,0.69736785,0.31414074,0.09292108,1.89115188,0.72343097
-5.78389195,2.61313114,0.00520959,1.00636908,0.01703764,0.65544363,0.29403212,0.08677273,1.90452123,0.71387723
-5.77788894,2.57098634,0.00468091,1.01766888,0.01538713,0.61645545,0.27538747,0.08105272,1.91604349,0.70445684
-5.77188594,2.52973449,0.00418396,1.02678208,0.01385602,0.58034795,0.25819076,0.07575552,1.92472464,0.69498331
-5.76588294,2.48845901,0.00372136,1.03323197,0.01244672,0.54701417,0.24240541,0.07086828,1.92958328,0.68525002
-5.75987994,2.44622946,0.00329482,1.03657266,0.01115878,0.51630821,0.22797924,0.06637235,1.92969714,0.67504506
-5.75387694,2.40215903,0.00290523,1.03641227,0.00998933,0.48805838,0.21484981,0.06224494,1.92424780,0.66416640
-5.74787394,2.35545890,0.00255274,1.03243422,0.00893355,0.46208036,0.20294960,0.05846085,1.91256118,0.65243622
-5.74187094,2.30548644,0.00223694,1.02441536,0.00798512,0.43818958,0.19221097,0.05499406,1.89414192,0.63971377
-5.73586793,2.25178478,0.00195699,1.01223991,0.00713667,0.41621226,0.18257054,0.05181923,1.86869953,0.62590604
-5.72986493,2.19411185,0.00171174,0.99590845,0.00638022,0.39599457,0.17397283,0.04891304,1.83616527,0.61097541
-5.72386193,2.13245731,0.00149990,0.97554159,0.00570750,0.37740967,0.16637284,0.04625518,1.79669878,0.59494419
-5.71785893,2.06704713,0.00132018,0.95137792,0.00511035,0.36036228,0.15973778,0.04382922,1.75068430,0.57789560
-5.71185593,1.99833549,0.00117138,0.92376667,0.00458090,0.34479074,0.15404756,0.04162303,1.69871667,0.55997133
-5.70585293,1.92698524,0.00105261,0.89315533,0.00411180,0.33066675,0.14929430,0.03962904,1.64157819,0.54136588
-5.69984992,1.85383799,0.00096329,0.86007291,0.00369637,0.31799281,0.14548087,0.03784418,1.58020742,0.52231792
-5.69384692,1.77987599,0.00090333,0.82510995,0.00332868,0.30679782,0.14261855,0.03626959,1.51566182,0.50309951
-5.68784392,1.70617797,0.00087317,0.78889616,0.00300358,0.29713115,0.14072412,0.03491014,1.44907616,0.48400347
-5.68184092,1.63387153,0.00087388,0.75207694,0.00271670,0.28905569,0.13981645,0.03377381,1.38161877,0.46532993
-5.67583792,1.56408472,0.00090716,0.71528992,0.00246443,0.28264037,0.13991286,0.03287098,1.31444794,0.44737267
-5.66983492,1.49789921,0.00097541,0.67914269,0.00224384,0.27795255,0.14102557,0.03221368,1.24867038,0.43040594
-5.66383192,1.43630736,0.00108172,0.64419265,0.00205262,0.27505085,0.14315833,0.03181480,1.18530373,0.41467258
-5.65782891,1.38017518,0.00122985,0.61092989,0.00188897,0.27397869,0.14630349,0.03168741,1.12524454,0.40037388
-5.65182591,1.33021261,0.00142418,0.57976376,0.00175153,0.27475891,0.15043963,0.03184408,1.06924305,0.38766170
-5.64582291,1.28695208,0.00166965,0.55101346,0.00163928,0.27738975,0.15552999,0.03229633,1.01788535,0.37663314
-5.63981991,1.25073596,0.00197163,0.52490291,0.00155145,0.28184217,0.16152157,0.03305417,0.97158350,0.36732793
-5.63381691,1.22171264,0.00233581,0.50155986,0.00148744,0.28805869,0.16834506,0.03412568,0.93057328,0.35972851
-5.62781391,1.19984103,0.00276797,0.48101894,0.00144675,0.29595356,0.17591562,0.03551674,0.89491924,0.35376271
-5.62181091,1.18490227,0.00327384,0.46322820,0.00142889,0.30541425,0.18413421,0.03723075,0.86452626,0.34930875
-5.61580790,1.17651762,0.00385881,0.44805866,0.00143334,0.31630389,0.19288964,0.03926844,0.83915647,0.34620207
-5.60980490,1.17417096,0.00452766,0.43531600,0.00145949,0.32846451,0.20206099,0.04162762,0.81845029,0.34424378
-5.60380190,1.17723442,0.00528428,0.42475390,0.00150661,0.34172076,0.21152032,0.04430298,0.80195036,0.34320995
-5.59779890,1.18499544,0.00613136,0.41608800,0.00157377,0.35588389,0.22113554,0.04728581,0.78912681,0.34286144
-5.59179590,1.19668394,0.00707007,0.40901002,0.00165988,0.37075562,0.23077323,0.05056371,0.77940268,0.34295363
-5.58579290,1.21149810,0.00809976,0.40320119,0.00176358,0.38613176,0.24030126,0.05412025,0.77217829,0.34324569
-5.57978989,1.22862783,0.00921768,0.39834454,0.00188328,0.40180548,0.24959114,0.05793455,0.76685360,0.34350887
-5.57378689,1.24727514,0.01041878,0.39413568,0.00201716,0.41756994,0.25852006,0.06198096,0.76284766,0.34353361
-5.56778389,1.26667093,0.01169546,0.39029157,0.00216310,0.43322058,0.26697242,0.06622866,0.75961482,0.34313521
-5.56178089,1.28608801,0.01303752,0.38655736,0.00231877,0.44855673,0.27484104,0.07064140,0.75665728,0.34215790
-5.55577789,1.30485077,0.01443210,0.38271112,0.00248159,0.46338306,0.28202800,0.07517738,0.75353401,0.34047738
-5.54977489,1.32234151,0.01586379,0.37856661,0.00264880,0.47751075,0.28844514,0.07978923,0.74986624,0.33800181
-5.54377189,1.33800446,0.01731479,0.37397421,0.00281749,0.49075867,0.29401437,0.08442428,0.74533979,0.33467142
-5.53776888,1.35134792,0.01876519,0.36882043,0.00298462,0.50295481,0.29866794,0.08902513,0.73970495,0.33045709
-5.53176588,1.36194535,0.02019338,0.36302618,0.00314717,0.51393810,0.30234861,0.09353041,0.73277416,0.32535790
-5.52576288,1.36943626,0.02157652,0.35654407,0.00330210,0.52356083,0.30501001,0.09787596,0.72441846,0.31939816
-5.51975988,1.37352729,0.02289116,0.34935535,0.00344655,0.53169160,0.30661717,0.10199628,0.71456295,0.31262405
-5.51375688,1.37399412,0.02411383,0.34146650,0.00357783,0.53821909,0.30714717,0.10582626,0.70318211,0.30510024
-5.50775388,1.37068435,0.02522174,0.33290583,0.00369357,0.54305628,0.30659017,0.10930312,0.69029514,0.29690654
-5.50175088,1.36352139,0.02619351,0.32372041,0.00379176,0.54614521,0.30495045,0.11236858,0.67596174,0.28813492
-5.49574787,1.35250912,0.02700978,0.31397321,0.00387088,0.54746190,0.30224771,0.11497098,0.66027860,0.27888691
-5.48974487,1.33773684,0.02765393,0.30374079,0.00392990,0.54702116,0.29851831,0.11706752,0.64337633,0.26927145
-5.48374187,1.31938406,0.02811258,0.29311128,0.00396841,0.54488090,0.29381634,0.11862621,0.62541719,0.25940315
-5.47773887,1.29772419,0.02837608,0.28218278,0.00398658,0.54114565,0.28821454,0.11962762,0.60659298,0.24940097
-5.47173587,1.27312649,0.02843884,0.27106201,0.00398522,0.53596874,0.28180465,0.12006628,0.58712313,0.23938715
-5.46573287,1.24605548,0.02829951,0.25986306,0.00396578,0.52955295,0.27469729,0.11995156,0.56725263,0.22948632
-5.45972986,1.21706711,0.02796106,0.24870611,0.00393026,0.52214912,0.26702107,0.11930802,0.54724932,0.21982457
-5.45372686,1.18680119,0.02743064,0.23771603,0.00388123,0.51405275,0.25892102,0.11817520,0.52740054,0.21052844
-5.44772386,1.15596971,0.02671936,0.22702070,0.00382170,0.50559823,0.25055611,0.11660671,0.50800865,0.20172365
-5.44172086,1.12534099,0.02584188,0.21674898,0.00375503,0.49715089,0.24209599,0.11466875,0.48938545,0.19353348
-5.43571786,1.09571987,0.02481591,0.20702830,0.00368486,0.48909687,0.23371699,0.11243807,0.47184539,0.18607675
-5.42971486,1.06792438,0.02366164,0.19798182,0.00361491,0.48183121,0.22559744,0.10999938,0.45569761,0.17946541
-5.42371186,1.04275959,0.02240104,0.18972531,0.00354892,0.47574438,0.21791254,0.10744241,0.44123710,0.17380182
-5.41770885,1.02098963,0.02105721,0.18236372,0.00349047,0.47120801,0.21082889,0.10485861,0.42873514,0.16917560
-5.41170585,1.00330904,0.01965367,0.17598772,0.00344284,0.46856009,0.20449903,0.10233782,0.41842945,0.16566051
-5.40570285,0.99031467,0.01821366,0.17067019,0.00340895,0.46809057,0.19905610,0.09996487,0.41051451,0.16331120
-5.39969985,0.98247955,0.01675955,0.16646302,0.00339115,0.47002794,0.19460895,0.09781636,0.40513252,0.16216019
-5.39369685,0.98013001,0.01531232,0.16339426,0.00339122,0.47452743,0.19123801,0.09595779,0.40236547,0.16221529
-5.38769385,0.98342736,0.01389102,0.16146593,0.00341024,0.48166158,0.18899198,0.09444109,0.40222886,0.16345753
-5.38169085,0.99235521,0.01251251,0.16065254,0.00344859,0.49141366,0.18788570,0.09330280,0.40466746,0.16583986
-5.37568784,1.00671335,0.01119113,0.16090057,0.00350590,0.50367452,0.18789926,0.09256279,0.40955352,0.16928690
-5.36968484,1.02611894,0.00993862,0.16212891,0.00358110,0.51824308,0.18897847,0.09222385,0.41668768,0.17369557
-5.36368184,1.05001513,0.00876406,0.16423037,0.00367243,0.53483080,0.19103679,0.09227188,0.42580266,0.17893700
-5.35767884,1.07768728,0.00767391,0.16707428,0.00377759,0.55306999,0.19395853,0.09267695,0.43656994,0.18485949
-5.35167584,1.10828640,0.00667216,0.17051007,0.00389375,0.57252584,0.19760350,0.09339498,0.44860902,0.19129270
-5.34567284,1.14085905,0.00576054,0.17437180,0.00401778,0.59271197,0.20181271,0.09437013,0.46149933,0.19805269
-5.33966983,1.17438264,0.00493876,0.17848344,0.00414637,0.61310865,0.20641505,0.09553764,0.47479406,0.20494803
-5.33366683,1.20780494,0.00420479,0.18266475,0.00427618,0.63318336,0.21123469,0.09682714,0.48803573,0.21178639
-5.32766383,1.24008608,0.00355516,0.18673746,0.00440408,0.65241262,0.21609887,0.09816620,0.50077261,0.21838167
-5.32166083,1.27024141,0.00298529,0.19053165,0.00452732,0.67030435,0.22084578,0.09948401,0.51257547,0.22456114
-5.31565783,1.29738335,0.00248976,0.19389185,0.00464370,0.68641975,0.22533224,0.10071493,0.52305400,0.23017245
-5.30965483,1.32076042,0.00206258,0.19668279,0.00475183,0.70039365,0.22944074,0.10180190,0.53187198,0.23509012
-5.30365183,1.33979177,0.00169747,0.19879445,0.00485121,0.71195266,0.23308566,0.10269947,0.53876077,0.23922122
-5.29764882,1.35409552,0.00138806,0.20014625,0.00494246,0.72092997,0.23621833,0.10337625,0.54353035,0.24250998
-5.29164582,1.36350974,0.00112806,0.20069007,0.00502741,0.72727635,0.23883067,0.10381689,0.54607747,0.24494106
-5.28564282,1.36810499,0.00091143,0.20041218,0.00510919,0.73106669,0.24095728,0.10402320,0.54639053,0.24654133
-5.27963982,1.36818781,0.00073248,0.19933374,0.00519228,0.73250175,0.24267588,0.10401467,0.54455097,0.24738011
-5.27363682,1.36429500,0.00058593,0.19751010,0.00528254,0.73190502,0.24410600,0.10382812,0.54073113,0.24756761
-5.26763382,1.35717879,0.00046701,0.19502867,0.00538717,0.72971475,0.24540606,0.10351666,0.53518860,0.24725192
-5.26163082,1.34778354,0.00037143,0.19200579,0.00551458,0.72647144,0.24676884,0.10314792,0.52825748,0.24661434
-5.25562781,1.33721495,0.00029542,0.18858233,0.00567430,0.72280127,0.24841559,0.10280168,0.52033674,0.24586346
-5.24962481,1.32670294,0.00023569,0.18491861,0.00587677,0.71939626,0.25058896,0.10256695,0.51187638,0.24522808
