energy_ev,total_up,Al_p_up,Al_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,0.90826962,0.05794590,0.00000000,0.07213491,0.11047663,0.03442400,0.72197802
-5.99399700,0.89475167,0.05913014,0.00000000,0.07018933,0.11242739,0.03543304,0.70233567
-5.98799400,0.87871585,0.06002275,0.00000000,0.06867824,0.11418100,0.03632348,0.68063414
-5.98199100,0.86032968,0.06060854,0.00000000,0.06751127,0.11564941,0.03708101,0.65722728
-5.97598799,0.83976908,0.06087679,0.00000000,0.06660265,0.11675430,0.03769220,0.63245626
-5.96998499,0.81721418,0.06082164,0.00000000,0.06587213,0.11742854,0.03814488,0.60664204
-5.96398199,0.79284618,0.06044232,0.00000000,0.06524580,0.11761750,0.03842855,0.58007967
-5.95797899,0.76684547,0.05974329,0.00000000,0.06465684,0.11727991,0.03853474,0.55303456
-5.95197599,0.73939081,0.05873428,0.00000000,0.06404610,0.11638852,0.03845737,0.52574061
-5.94597299,0.71065943,0.05743017,0.00000000,0.06336270,0.11493025,0.03819306,0.49840002
-5.93996998,0.68082790,0.05585079,0.00000000,0.06256444,0.11290617,0.03774132,0.47118468
-5.93396698,0.65007341,0.05402054,0.00000000,0.06161821,0.11033099,0.03710475,0.44423860
-5.92796398,0.61857521,0.05196796,0.00000000,0.06050021,0.10723232,0.03628903,0.41768131
-5.92196098,0.58651605,0.04972522,0.00000000,0.05919608,0.10364956,0.03530295,0.39161169
-5.91595798,0.55408317,0.04732742,0.00000000,0.05770081,0.09963260,0.03415824,0.36611198
-5.90995498,0.52146884,0.04481196,0.00000000,0.05601859,0.09524024,0.03286933,0.34125167
-5.90395198,0.48887030,0.04221782,0.00000000,0.05416238,0.09053845,0.03145304,0.31709097
-5.89794897,0.45648884,0.03958478,0.00000000,0.05215339,0.08559853,0.02992821,0.29368386
-5.89194597,0.42452837,0.03695274,0.00000000,0.05002038,0.08049523,0.02831521,0.27108031
-5.88594297,0.39319319,0.03436098,0.00000000,0.04779878,0.07530487,0.02663549,0.24932789
-5.87993997,0.36268540,0.03184751,0.00000000,0.04552979,0.07010350,0.02491104,0.22847268
-5.87393697,0.33320181,0.02944850,0.00000000,0.04325929,0.06496520,0.02316390,0.20855953
-5.86793397,0.30493083,0.02719768,0.00000000,0.04103680,0.05996060,0.02141564,0.18963179
-5.86193097,0.27804922,0.02512597,0.00000000,0.03891437,0.05515547,0.01968698,0.17173064
-5.85592796,0.25271918,0.02326105,0.00000000,0.03694548,0.05060963,0.01799731,0.15489422
-5.84992496,0.22908564,0.02162708,0.00000000,0.03518400,0.04637609,0.01636443,0.13915657
-5.84392196,0.20727416,0.02024450,0.00000000,0.03368326,0.04250039,0.01480426,0.12454665
-5.83791896,0.18738933,0.01912984,0.00000000,0.03249505,0.03902018,0.01333065,0.11108743
-5.83191596,0.16951370,0.01829568,0.00000000,0.03166892,0.03596509,0.01195534,0.09879520
-5.82591296,0.15370748,0.01775059,0.00000000,0.03125137,0.03335668,0.01068786,0.08767917
-5.81990995,0.14000868,0.01749920,0.00000000,0.03128524,0.03120870,0.00953563,0.07774126
-5.81390695,0.12843387,0.01754224,0.00000000,0.03180915,0.02952740,0.00850402,0.06897620
-5.80790395,0.11897927,0.01787669,0.00000000,0.03285702,0.02831208,0.00759651,0.06137182
-5.80190095,0.11162234,0.01849601,0.00000000,0.03445762,0.02755566,0.00681486,0.05490950
-5.79589795,0.10632346,0.01939037,0.00000000,0.03663423,0.02724540,0.00615928,0.04956481
-5.78989495,0.10302787,0.02054701,0.00000000,0.03940430,0.02736372,0.00562864,0.04530800
-5.78389195,0.10166764,0.02195066,0.00000000,0.04277920,0.02788904,0.00522063,0.04210466
-5.77788894,0.10216370,0.02358405,0.00000000,0.04676402,0.02879673,0.00493197,0.03991615
-5.77188594,0.10442771,0.02542856,0.00000000,0.05135743,0.03006009,0.00475851,0.03869999
-5.76588294,0.10836400,0.02746488,0.00000000,0.05655163,0.03165141,0.00469536,0.03841003
-5.75987994,0.11387137,0.02967384,0.00000000,0.06233242,0.03354301,0.00473698,0.03899654
-5.75387694,0.12084480,0.03203728,0.00000000,0.06867936,0.03570836,0.00487725,0.04040610
-5.74787394,0.12917716,0.03453900,0.00000000,0.07556609,0.03812315,0.00510949,0.04258148
-5.74187094,0.13876083,0.03716568,0.00000000,0.08296085,0.04076639,0.00542646,0.04546143
-5.73586793,0.14948945,0.03990785,0.00000000,0.09082709,0.04362140,0.00582044,0.04898051
-5.72986493,0.16125956,0.04276076,0.00000000,0.09912432,0.04667672,0.00628316,0.05306911
-5.72386193,0.17397237,0.04572512,0.00000000,0.10780912,0.04992693,0.00680586,0.05765355
-5.71785893,0.18753562,0.04880776,0.00000000,0.11683630,0.05337325,0.00737936,0.06265653
-5.71185593,0.20186544,0.05202196,0.00000000,0.12616026,0.05702394,0.00799406,0.06799789
-5.70585293,0.21688831,0.05538766,0.00000000,0.13573635,0.06089448,0.00864008,0.07359578
-5.69984992,0.23254293,0.05893126,0.00000000,0.14552236,0.06500747,0.00930738,0.07936812
-5.69384692,0.24878218,0.06268519,0.00000000,0.15548006,0.06939222,0.00998597,0.08523458
-5.68784392,0.26557482,0.06668714,0.00000000,0.16557654,0.07408406,0.01066605,0.09111882
-5.68184092,0.28290717,0.07097896,0.00000000,0.17578558,0.07912341,0.01133828,0.09695106
-5.67583792,0.30078433,0.07560529,0.00000000,0.18608875,0.08455454,0.01199407,0.10267087
-5.66983492,0.31923121,0.08061194,0.00000000,0.19647624,0.09042410,0.01262580,0.10823000
-5.66383192,0.33829302,0.08604410,0.00000000,0.20694742,0.09677955,0.01322714,0.11359517
-5.65782891,0.35803523,0.09194439,0.00000000,0.21751101,0.10366740,0.01379327,0.11875069
-5.65182591,0.37854299,0.09835089,0.00000000,0.22818480,0.11113145,0.01432116,0.12370070
-5.64582291,0.39991977,0.10529522,0.00000000,0.23899503,0.11921101,0.01480976,0.12847090
-5.63981991,0.42228534,0.11280066,0.00000000,0.24997520,0.12793921,0.01526015,0.13310966
-5.63381691,0.44577296,0.12088055,0.00000000,0.26116457,0.13734149,0.01567559,0.13768835
-5.62781391,0.47052577,0.12953685,0.00000000,0.27260620,0.14743416,0.01606163,0.14230085
-5.62181091,0.49669247,0.13875905,0.00000000,0.28434462,0.15822334,0.01642597,0.14706211
-5.61580790,0.52442218,0.14852339,0.00000000,0.29642327,0.16970399,0.01677838,0.15210588
-5.60980490,0.55385877,0.15879246,0.00000000,0.30888174,0.18185927,0.01713046,0.15758145
-5.60380190,0.58513455,0.16951510,0.00000000,0.32175286,0.19466019,0.01749542,0.16364961
-5.59779890,0.61836361,0.18062671,0.00000000,0.33505987,0.20806534,0.01788769,0.17047796
-5.59179590,0.65363495,0.19204987,0.00000000,0.34881369,0.22202105,0.01832255,0.17823555
-5.58579290,0.69100559,0.20369524,0.00000000,0.36301042,0.23646158,0.01881569,0.18708722
-5.57978989,0.73049395,0.21546275,0.00000000,0.37762921,0.25130953,0.01938276,0.19718771
-5.57378689,0.77207373,0.22724301,0.00000000,0.39263066,0.26647648,0.02003891,0.20867580
-5.56778389,0.81566858,0.23891892,0.00000000,0.40795565,0.28186367,0.02079829,0.22166874
-5.56178089,0.86114786,0.25036745,0.00000000,0.42352500,0.29736293,0.02167362,0.23625706
-5.55577789,0.90832379,0.26146155,0.00000000,0.43923968,0.31285768,0.02267579,0.25250009
-5.54977489,0.95695011,0.27207221,0.00000000,0.45498183,0.32822416,0.02381342,0.27042233
-5.54377189,1.00672261,0.28207061,0.00000000,0.47061654,0.34333283,0.02509263,0.29001071
-5.53776888,1.05728160,0.29133038,0.00000000,0.48599436,0.35804998,0.02651670,0.31121296
-5.53176588,1.10821634,0.29972989,0.00000000,0.50095444,0.37223958,0.02808590,0.33393713
-5.52576288,1.15907153,0.30715467,0.00000000,0.51532837,0.38576533,0.02979740,0.35805224
-5.51975988,1.20935568,0.31349983,0.00000000,0.52894442,0.39849304,0.03164518,0.38338998
-5.51375688,1.25855118,0.31867242,0.00000000,0.54163223,0.41029311,0.03362005,0.40974755
-5.50775388,1.30612578,0.32259389,0.00000000,0.55322770,0.42104328,0.03570980,0.43689139
-5.50175088,1.35154527,0.32520232,0.00000000,0.56357794,0.43063154,0.03789927,0.46456170
-5.49574787,1.39428668,0.32645454,0.00000000,0.57254618,0.43895905,0.04017063,0.49247761
-5.48974487,1.43385186,0.32632807,0.00000000,0.58001643,0.44594312,0.04250364,0.52034284
-5.48374187,1.46978074,0.32482275,0.00000000,0.58589771,0.45152011,0.04487595,0.54785163
-5.47773887,1.50166396,0.32196200,0.00000000,0.59012786,0.45564813,0.04726349,0.57469475
-5.47173587,1.52915446,0.31779373,0.00000000,0.59267669,0.45830952,0.04964085,0.60056552
-5.46573287,1.55197752,0.31239078,0.00000000,0.59354847,0.45951304,0.05198168,0.62516556
-5.45972986,1.56993919,0.30585090,0.00000000,0.59278369,0.45929560,0.05425918,0.64821024
-5.45372686,1.58293269,0.29829626,0.00000000,0.59046010,0.45772358,0.05644652,0.66943369
-5.44772386,1.59094287,0.28987249,0.00000000,0.58669301,0.45489373,0.05851732,0.68859323
-5.44172086,1.59404851,0.28074728,0.00000000,0.58163495,0.45093350,0.06044609,0.70547333
-5.43571786,1.59242269,0.27110855,0.00000000,0.57547461,0.44600096,0.06220870,0.71988884
