energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.86793397,4.56078300,0.00542682,0.65333847,1.16050017,1.54124342,0.02883933,1.58139889,1.86456941,0.73909556
-5.86193097,4.41373715,0.00539309,0.63197172,1.12536523,1.49165984,0.02773806,1.53101654,1.80346304,0.71651321
-5.85592796,4.25871707,0.00532812,0.61023588,1.08619575,1.43852329,0.02660284,1.47611994,1.73986844,0.69413399
-5.84992496,4.09746145,0.00523216,0.58827087,1.04356865,1.38258395,0.02544028,1.41745282,1.67413426,0.67210683
-5.84392196,3.93183212,0.00510617,0.56623709,0.99812451,1.32462583,0.02425765,1.35581426,1.60669077,0.65058890
-5.83791896,3.76375958,0.00495177,0.54430968,0.95054936,1.26544596,0.02306284,1.29203543,1.53803188,0.62974007
-5.83191596,3.59518612,0.00477123,0.52267187,0.90155518,1.20583332,0.02186428,1.22695593,1.46869462,0.60971671
-5.82591296,3.42800936,0.00456733,0.50150796,0.85186024,1.14654870,0.02067077,1.16140058,1.39923746,0.59066543
-5.81990995,3.26402890,0.00434331,0.48099626,0.80216975,1.08830618,0.01949132,1.09615787,1.33021872,0.57271704
-5.81390695,3.10489845,0.00410275,0.46130234,0.75315783,1.03175696,0.01833496,1.03196077,1.26217627,0.55598122
-5.80790395,2.95208534,0.00384944,0.44257311,0.70545120,0.97747616,0.01721052,0.96947070,1.19560953,0.54054204
-5.80190095,2.80683906,0.00358730,0.42493188,0.65961528,0.92595290,0.01612642,0.90926509,1.13096468,0.52645474
-5.79589795,2.67016940,0.00332020,0.40847461,0.61614292,0.87758395,0.01509044,0.85182881,1.06862348,0.51374374
-5.78989495,2.54283490,0.00305191,0.39326760,0.57544612,0.83267078,0.01410960,0.79754952,1.00889627,0.50240213
-5.78389195,2.42534092,0.00278596,0.37934654,0.53785063,0.79142001,0.01318997,0.74671684,0.95201879,0.49239237
-5.77788894,2.31794692,0.00252561,0.36671694,0.50359360,0.75394680,0.01233658,0.69952483,0.89815304,0.48364834
-5.77188594,2.22068166,0.00227372,0.35535586,0.47282383,0.72028075,0.01155339,0.65607756,0.84739142,0.47607839
-5.76588294,2.13336487,0.00203274,0.34521466,0.44560465,0.69037387,0.01084321,0.61639690,0.79976376,0.46956923
-5.75987994,2.05563390,0.00180469,0.33622272,0.42191891,0.66410995,0.01020782,0.58043225,0.75524656,0.46399044
-5.75387694,1.98697359,0.00159113,0.32829175,0.40167577,0.64131483,0.00964797,0.54807125,0.71377358,0.45919938
-5.74787394,1.92674795,0.00139316,0.32132053,0.38471892,0.62176704,0.00916356,0.51915109,0.67524726,0.45504609
-5.74187094,1.87423205,0.00121148,0.31519984,0.37083593,0.60520843,0.00875376,0.49346987,0.63955007,0.45137832
-5.73586793,1.82864310,0.00104638,0.30981729,0.35976825,0.59135431,0.00841719,0.47079742,0.60655541,0.44804610
-5.72986493,1.78916954,0.00089780,0.30506202,0.35122165,0.57990300,0.00815212,0.45088542,0.57613734,0.44490607
-5.72386193,1.75499767,0.00076539,0.30082891,0.34487672,0.57054443,0.00795666,0.43347647,0.54817897,0.44182528
-5.71785893,1.72533515,0.00064853,0.29702229,0.34039928,0.56296785,0.00782896,0.41831198,0.52257915,0.43868449
-5.71185593,1.69943126,0.00054643,0.29355912,0.33745037,0.55686868,0.00776737,0.40513886,0.49925725,0.43538087
-5.70585293,1.67659373,0.00045814,0.29037137,0.33569567,0.55195425,0.00777061,0.39371495,0.47815616,0.43183019
-5.69984992,1.65620218,0.00038262,0.28740777,0.33481415,0.54794889,0.00783789,0.38381334,0.45924346,0.42796843
-5.69384692,1.63771829,0.00031878,0.28463482,0.33450586,0.54459810,0.00796900,0.37522556,0.44251077,0.42375283
-5.68784392,1.62069276,0.00026550,0.28203700,0.33449851,0.54167206,0.00816428,0.36776385,0.42797166,0.41916244
-5.68184092,1.60476910,0.00022169,0.27961633,0.33455305,0.53896840,0.00842468,0.36126255,0.41565808,0.41419810
-5.67583792,1.58968454,0.00018630,0.27739115,0.33446773,0.53631433,0.00875163,0.35557865,0.40561571,0.40888183
-5.66983492,1.57526784,0.00015834,0.27539429,0.33408092,0.53356799,0.00914690,0.35059169,0.39789826,0.40325577
-5.66383192,1.56143433,0.00013688,0.27367059,0.33327241,0.53061916,0.00961242,0.34620296,0.39256119,0.39738048
-5.65782891,1.54817812,0.00012109,0.27227391,0.33196328,0.52738903,0.01015004,0.34233412,0.38965480,0.39133266
-5.65182591,1.53556170,0.00011021,0.27126364,0.33011437,0.52382925,0.01076124,0.33892525,0.38921722,0.38520247
-5.64582291,1.52370331,0.00010357,0.27070095,0.32772339,0.51992006,0.01144684,0.33593235,0.39126741,0.37909024
-5.63981991,1.51276217,0.00010057,0.27064477,0.32482088,0.51566755,0.01220661,0.33332451,0.39579843,0.37310287
-5.63381691,1.50292249,0.00010068,0.27114783,0.32146517,0.51110018,0.01303904,0.33108066,0.40277143,0.36734992
-5.62781391,1.49437657,0.00010346,0.27225275,0.31773664,0.50626465,0.01394094,0.32918608,0.41211042,0.36193958
-5.62181091,1.48730795,0.00010851,0.27398857,0.31373148,0.50122122,0.01490727,0.32762898,0.42369838,0.35697472
-5.61580790,1.48187548,0.00011548,0.27636772,0.30955527,0.49603892,0.01593087,0.32639709,0.43737476,0.35254906
-5.60980490,1.47819913,0.00012407,0.27938375,0.30531682,0.49079061,0.01700234,0.32547457,0.45293470,0.34874391
-5.60380190,1.47634839,0.00013403,0.28300988,0.30112232,0.48554853,0.01811004,0.32483950,0.47013024,0.34562539
-5.59779890,1.47633410,0.00014514,0.28719854,0.29707026,0.48038033,0.01924015,0.32446200,0.48867339,0.34324246
-5.59179590,1.47810432,0.00015721,0.29188195,0.29324732,0.47534599,0.02037682,0.32430325,0.50824137,0.34162581
-5.58579290,1.48154450,0.00017009,0.29697376,0.28972525,0.47049591,0.02150249,0.32431541,0.52848366,0.34078764
-5.57978989,1.48648212,0.00018363,0.30237161,0.28655899,0.46587007,0.02259826,0.32444269,0.54903085,0.34072243
-5.57378689,1.49269564,0.00019775,0.30796069,0.28378593,0.46149853,0.02364439,0.32462328,0.56950488,0.34140849
-5.56778389,1.49992715,0.00021236,0.31361792,0.28142631,0.45740319,0.02462084,0.32479241,0.58953022,0.34281025
-5.56178089,1.50789801,0.00022742,0.31921665,0.27948460,0.45360057,0.02550789,0.32488602,0.60874556,0.34488115
-5.55577789,1.51632643,0.00024292,0.32463157,0.27795165,0.45010543,0.02628678,0.32484511,0.62681542,0.34756675
-5.54977489,1.52494574,0.00025885,0.32974359,0.27680747,0.44693492,0.02694031,0.32462038,0.64344105,0.35080796
-5.54377189,1.53352209,0.00027524,0.33444432,0.27602425,0.44411293,0.02745348,0.32417684,0.65837004,0.35454405
-5.53776888,1.54187033,0.00029214,0.33864008,0.27556946,0.44167416,0.02781396,0.32349810,0.67140420,0.35871522
-5.53176588,1.54986679,0.00030962,0.34225488,0.27540882,0.43966751,0.02801256,0.32258997,0.68240511,0.36326457
-5.52576288,1.55745803,0.00032775,0.34523262,0.27550878,0.43815853,0.02804355,0.32148315,0.69129712,0.36813918
-5.51975988,1.56466483,0.00034659,0.34753806,0.27583850,0.43723059,0.02790485,0.32023469,0.69806766,0.37329042
-5.51375688,1.57158096,0.00036621,0.34915664,0.27637117,0.43698440,0.02759811,0.31892809,0.70276467,0.37867331
-5.50775388,1.57836676,0.00038667,0.35009335,0.27708454,0.43753608,0.02712857,0.31767183,0.70549147,0.38424512
-5.50175088,1.58523788,0.00040799,0.35037049,0.27796088,0.43901344,0.02650492,0.31659649,0.70639931,0.38996327
-5.49574787,1.59244977,0.00043017,0.35002472,0.27898621,0.44155094,0.02573888,0.31585043,0.70567796,0.39578281
-5.48974487,1.60027898,0.00045314,0.34910358,0.28014909,0.44528330,0.02484482,0.31559414,0.70354512,0.40165371
-5.48374187,1.60900248,0.00047681,0.34766170,0.28143905,0.45033825,0.02383922,0.31599370,0.70023496,0.40751823
-5.47773887,1.61887629,0.00050103,0.34575696,0.28284488,0.45682878,0.02274007,0.31721347,0.69598677,0.41330863
-5.47173587,1.63011496,0.00052558,0.34344695,0.28435293,0.46484542,0.02156632,0.31940844,0.69103411,0.41894561
-5.46573287,1.64287304,0.00055018,0.34078594,0.28594560,0.47444897,0.02033722,0.32271672,0.68559521,0.42433746
-5.45972986,1.65722999,0.00057452,0.33782243,0.28760015,0.48566412,0.01907182,0.32725240,0.67986496,0.42938041
-5.45372686,1.67317926,0.00059822,0.33459755,0.28928801,0.49847452,0.01778840,0.33309921,0.67400906,0.43395986
-5.44772386,1.69062239,0.00062086,0.33114435,0.29097459,0.51281945,0.01650405,0.34030541,0.66816030,0.43795288
-5.44172086,1.70936837,0.00064200,0.32748785,0.29261957,0.52859249,0.01523431,0.34887996,0.66241720,0.44123159
-5.43571786,1.72913829,0.00066118,0.32364591,0.29417778,0.54564220,0.01399289,0.35879035,0.65684483,0.44366742
-5.42971486,1.74957489,0.00067795,0.31963077,0.29560053,0.56377489,0.01279152,0.36996212,0.65147763,0.44513598
-5.42371186,1.77025639,0.00069188,0.31545094,0.29683718,0.58275934,0.01163980,0.38228001,0.64632374,0.44552219
-5.41770885,1.79071358,0.00070255,0.31111344,0.29783707,0.60233311,0.01054530,0.39559081,0.64137055,0.44472546
-5.41170585,1.81044917,0.00070961,0.30662600,0.29855139,0.62221033,0.00951354,0.40970763,0.63659082,0.44266450
-5.40570285,1.82895810,0.00071279,0.30199916,0.29893511,0.64209032,0.00854817,0.42441535,0.63194900,0.43928154
-5.39969985,1.84574759,0.00071187,0.29724787,0.29894857,0.66166671,0.00765115,0.43947715,0.62740706,0.43454562
-5.39369685,1.86035581,0.00070673,0.29239266,0.29855890,0.68063660,0.00682294,0.45464145,0.62292964,0.42845478
-5.38769385,1.87236810,0.00069734,0.28746019,0.29774090,0.69870916,0.00606275,0.46964930,0.61848796,0.42103703
-5.38169085,1.88142992,0.00068378,0.28248306,0.29647758,0.71561341,0.00536876,0.48424161,0.61406241,0.41234998
-5.37568784,1.88725604,0.00066620,0.27749900,0.29476013,0.73110474,0.00473835,0.49816605,0.60964367,0.40247917
-5.36968484,1.88963564,0.00064487,0.27254944,0.29258749,0.74496998,0.00416830,0.51118321,0.60523234,0.39153529
-5.36368184,1.88843332,0.00062010,0.26767763,0.28996553,0.75703082,0.00365502,0.52307202,0.60083734,0.37965029
-5.35767884,1.88358642,0.00059231,0.26292642,0.28690588,0.76714559,0.00319465,0.53363409,0.59647318,0.36697278
-5.35167584,1.87509912,0.00056195,0.25833591,0.28342451,0.77520946,0.00278327,0.54269695,0.59215656,0.35366285
-5.34567284,1.86303400,0.00052953,0.25394111,0.27954032,0.78115325,0.00241693,0.55011618,0.58790262,0.33988673
-5.33966983,1.84750208,0.00049556,0.24976991,0.27527365,0.78494109,0.00209183,0.55577661,0.58372127,0.32581146
-5.33366683,1.82865213,0.00046060,0.24584145,0.27064499,0.78656728,0.00180427,0.55959242,0.57961393,0.31159996
-5.32766383,1.80666024,0.00042515,0.24216505,0.26567394,0.78605259,0.00155079,0.56150660,0.57557123,0.29740666
-5.32166083,1.78172052,0.00038973,0.23873984,0.26037846,0.78344053,0.00132814,0.56148975,0.57157161,0.28337400
-5.31565783,1.75403750,0.00035481,0.23555516,0.25477461,0.77879368,0.00113332,0.55953849,0.56758143,0.26962983
-5.30965483,1.72382107,0.00032082,0.23259166,0.24887665,0.77219056,0.00096354,0.55567363,0.56355638,0.25628588
-5.30365183,1.69128387,0.00028814,0.22982318,0.24269759,0.76372312,0.00081627,0.54993826,0.55944428,0.24343730
-5.29764882,1.65664164,0.00025710,0.22721925,0.23625017,0.75349503,0.00068921,0.54239592,0.55518923,0.23116327
-5.29164582,1.62011613,0.00022795,0.22474814,0.22954820,0.74162083,0.00058028,0.53312890,0.55073679,0.21952851
-5.28564282,1.58194038,0.00020091,0.22238021,0.22260814,0.72822589,0.00048761,0.52223671,0.54603998,0.20858570
-5.27963982,1.54236590,0.00017613,0.22009149,0.21545088,0.71344704,0.00040953,0.50983476,0.54106574,0.19837841
-5.27363682,1.50167104,0.00015371,0.21786730,0.20810362,0.69743392,0.00034459,0.49605320,0.53580145,0.18894463
-5.26763382,1.46017001,0.00013371,0.21570561,0.20060164,0.68035053,0.00029152,0.48103585,0.53026114,0.18032044
-5.26163082,1.41822173,0.00011615,0.21362009,0.19299003,0.66237711,0.00024924,0.46493915,0.52449107,0.17254378
-5.25562781,1.37623785,0.00010101,0.21164265,0.18532507,0.64371192,0.00021689,0.44793106,0.51857423,0.16565798
-5.24962481,1.33468940,0.00008826,0.20982527,0.17767538,0.62457280,0.00019376,0.43018983,0.51263358,0.15971502
-5.24362181,1.29411139,0.00007785,0.20824115,0.17012262,0.60519843,0.00017935,0.41190255,0.50683375,0.15477815
-5.23761881,1.25510512,0.00006973,0.20698499,0.16276174,0.58584894,0.00017336,0.39326346,0.50138109,0.15092395
-5.23161581,1.21833772,0.00006383,0.20617243,0.15570086,0.56680608,0.00017564,0.37447203,0.49652193,0.14824350
-5.22561281,1.18453887,0.00006009,0.20593861,0.14906055,0.54837263,0.00018628,0.35573070,0.49253909,0.14684281
-5.21960980,1.15449465,0.00005848,0.20643585,0.14297270,0.53087116,0.00020549,0.33724248,0.48974669,0.14684215
-5.21360680,1.12903844,0.00005894,0.20783058,0.13757899,0.51464212,0.00023368,0.31920831,0.48848335,0.14837461
-5.20760380,1.10903906,0.00006146,0.21029941,0.13302884,0.50004127,0.00027143,0.30182430,0.48910392,0.15158361
-5.20160080,1.09538634,0.00006602,0.21402468,0.12947701,0.48743637,0.00031945,0.28527892,0.49197003,0.15661948
-5.19559780,1.08897432,0.00007262,0.21918932,0.12708089,0.47720334,0.00037858,0.26975024,0.49743957,0.16363523
-5.18959480,1.09068237,0.00008127,0.22597129,0.12599741,0.46972169,0.00044975,0.25540311,0.50585548,0.17278154
-5.18359180,1.10135452,0.00009197,0.23453771,0.12637971,0.46536931,0.00053400,0.24238663,0.51753407,0.18420106
-5.17758879,1.12177740,0.00010475,0.24503880,0.12837355,0.46451664,0.00063238,0.23083163,0.53275317,0.19802221
-5.17158579,1.15265719,0.00011961,0.25760177,0.13211356,0.46752022,0.00074597,0.22084846,0.55174058,0.21435264
-5.16558279,1.19459612,0.00013657,0.27232491,0.13771935,0.47471557,0.00087579,0.21252490,0.57466297,0.23327253
-5.15957979,1.24806903,0.00015563,0.28927190,0.14529155,0.48640965,0.00102280,0.20592436,0.60161578,0.25482798
-5.15357679,1.31340067,0.00017675,0.30846679,0.15490789,0.50287281,0.00118779,0.20108436,0.63261442,0.27902474
-5.14757379,1.39074457,0.00019992,0.32988958,0.16661938,0.52433060,0.00137142,0.19801521,0.66758715,0.30582251
-5.14157079,1.48006420,0.00022506,0.35347282,0.18044678,0.55095548,0.00157405,0.19669907,0.70637005,0.33513014
-5.13556778,1.58111745,0.00025209,0.37909924,0.19637746,0.58285902,0.00179582,0.19708938,0.74870432,0.36680188
-5.12956478,1.69344528,0.00028088,0.40660079,0.21436284,0.62008471,0.00203648,0.19911061,0.79423638,0.40063513
-5.12356178,1.81636549,0.00031130,0.43575899,0.23431652,0.66260194,0.00229545,0.20265862,0.84252075,0.43636969
-5.11755878,1.94897251,0.00034316,0.46630695,0.25611344,0.71030162,0.00257174,0.20760146,0.89302608,0.47368886
-5.11155578,2.09014395,0.00037627,0.49793295,0.27959009,0.76299389,0.00286393,0.21378085,0.94514415,0.51222238
-5.10555278,2.23855444,0.00041040,0.53028557,0.30454601,0.82040833,0.00317020,0.22101429,0.99820184,0.55155147
-5.09954977,2.39269713,0.00044529,0.56298051,0.33074667,0.88219713,0.00348829,0.22909791,1.05147591,0.59121567
-5.09354677,2.55091285,0.00048069,0.59560862,0.35792795,0.94794138,0.00381559,0.23781003,1.10421004,0.63072161
-5.08754377,2.71142660,0.00051634,0.62774534,0.38580203,1.01716083,0.00414911,0.24691547,1.15563378,0.66955344
-5.08154077,2.87239070,0.00055195,0.65896091,0.41406488,1.08932680,0.00448562,0.25617046,1.20498282,0.70718458
-5.07553777,3.03193348,0.00058726,0.68883125,0.44240509,1.16387840,0.00482166,0.26532814,1.25151969,0.74309060
-5.06953477,3.18821217,0.00062203,0.71694910,0.47051390,1.24024136,0.00515370,0.27414448,1.29455442,0.77676263
-5.06353177,3.33946808,0.00065602,0.74293489,0.49809621,1.31784901,0.00547817,0.28238445,1.33346407,0.80772095
-5.05752876,3.48408220,0.00068905,0.76644711,0.52488209,1.39616464,0.00579164,0.28982820,1.36771056,0.83552828
-5.05152576,3.62062892,0.00072093,0.78719160,0.55063857,1.47470423,0.00609091,0.29627712,1.39685594,0.85980217
-5.04552276,3.74792553,0.00075155,0.80492950,0.57518099,1.55305854,0.00637313,0.30155935,1.42057450,0.88022606
-5.03951976,3.86507539,0.00078082,0.81948341,0.59838374,1.63091344,0.00663588,0.30553478,1.43866115,0.89655860
-5.03351676,3.97150256,0.00080871,0.83074160,0.62018948,1.70806727,0.00687732,0.30809907,1.45103575,0.90864073
-5.02751376,4.06697600,0.00083523,0.83865999,0.64061676,1.78444431,0.00709622,0.30918661,1.45774311,0.91640032
-5.02151076,4.15162204,0.00086044,0.84326190,0.65976524,1.86010327,0.00729207,0.30877231,1.45894875,0.91985414
-5.01550775,4.22592402,0.00088441,0.84463543,0.67781839,1.93524007,0.00746506,0.30687205,1.45493052,0.91910695
-5.00950475,4.29070869,0.00090729,0.84292879,0.69504307,2.01018452,0.00761611,0.30354182,1.44606647,0.91434796
-5.00350175,4.34711954,0.00092923,0.83834357,0.71178616,2.08539052,0.00774684,0.29887546,1.43281955,0.90584452
-4.99749875,4.39657775,0.00095041,0.83112645,0.72846778,2.16141996,0.00785954,0.29300125,1.41571980,0.89393349
-4.99149575,4.44073225,0.00097102,0.82155957,0.74557143,2.23892072,0.00795706,0.28607733,1.39534480,0.87901057
-4.98549275,4.48140049,0.00099125,0.80995009,0.76363110,2.31859951,0.00804270,0.27828623,1.37229935,0.86151796
-4.97948974,4.52050245,0.00101131,0.79661941,0.78321572,2.40119053,0.00812013,0.26982873,1.34719510,0.84193093
-4.97348674,4.55999032,0.00103138,0.78189245,0.80491128,2.48742121,0.00819318,0.26091718,1.32063113,0.82074374
-4.96748374,4.60177672,0.00105163,0.76608749,0.82930130,2.57797652,0.00826578,0.25176873,1.29317623,0.79845552
-4.96148074,4.64766427,0.00107221,0.74950706,0.85694616,2.67346327,0.00834171,0.24259857,1.26535351,0.77555652
-4.95547774,4.69927924,0.00109325,0.73243002,0.88836204,2.77437600,0.00842455,0.23361352,1.23762793,0.75251527
-4.94947474,4.75801181,0.00111486,0.71510537,0.92400009,2.88106595,0.00851746,0.22500609,1.21039709,0.72976715
-4.94347174,4.82496510,0.00113712,0.69774770,0.96422661,2.99371436,0.00862312,0.21694933,1.18398540,0.70770446
-4.93746873,4.90091465,0.00116009,0.68053453,1.00930504,3.11231142,0.00874361,0.20959252,1.15864166,0.68666843
-4.93146573,4.98627951,0.00118383,0.66360535,1.05938013,3.23664150,0.00888033,0.20305776,1.13453986,0.66694336
-4.92546273,5.08110573,0.00120836,0.64706240,1.11446522,3.36627546,0.00903396,0.19743772,1.11178274,0.64875267
-4.91945973,5.18506223,0.00123370,0.63097278,1.17443281,3.50057006,0.00920444,0.19279429,1.09040779,0.63225710
-4.91345673,5.29744863,0.00125987,0.61537179,1.23900903,3.63867472,0.00939097,0.18915830,1.07039490,0.61755486
-4.90745373,5.41721442,0.00128687,0.60026710,1.30777216,3.77954490,0.00959204,0.18653022,1.05167524,0.60468341
-4.90145073,5.54298789,0.00131469,0.58564341,1.38015535,3.92196178,0.00980552,0.18488164,1.03414060,0.59362289
-4.89544772,5.67311364,0.00134334,0.57146732,1.45545358,4.06455724,0.01002865,0.18415762,1.01765272,0.58430068
-4.88944472,5.80569685,0.00137278,0.55769211,1.53283474,4.20584318,0.01025821,0.18427953,1.00205203,0.57659709
-4.88344172,5.93865262,0.00140298,0.54426215,1.61135459,4.34424404,0.01049057,0.18514853,0.98716546,0.57035166
-4.87743872,6.06975865,0.00143387,0.53111686,1.68997523,4.47813151,0.01072180,0.18664930,0.97281306,0.56537007
-4.87143572,6.19670965,0.00146535,0.51819394,1.76758666,4.60586013,0.01094778,0.18865410,0.95881330,0.56143121
-4.86543272,6.31717208,0.00149728,0.50543198,1.84303086,4.72580292,0.01116430,0.19102689,0.94498711,0.55829444
-4.85942971,6.42883786,0.00152947,0.49277243,1.91512788,4.83638600,0.01136714,0.19362748,0.93116068,0.55570675
-4.85342671,6.52947616,0.00156168,0.48016090,1.98270308,4.93612153,0.01155218,0.19631554,0.91716739,0.55340976
-4.84742371,6.61698229,0.00159358,0.46754810,2.04461497,5.02363820,0.01171548,0.19895450,0.90284906,0.55114650
-4.84142071,6.68942309,0.00162481,0.45489030,2.09978297,5.09770894,0.01185334,0.20141510,0.88805687,0.54866775
-4.83541771,6.74507838,0.00165493,0.44214972,2.14721410,5.15727548,0.01196239,0.20357861,0.87265218,0.54573815
-4.82941471,6.78247796,0.00168345,0.42929477,2.18602814,5.20146951,0.01203962,0.20533965,0.85650767,0.54214171
-4.82341171,6.80043393,0.00170983,0.41630035,2.21548046,5.22963042,0.01208246,0.20660863,0.83950878,0.53768688
-4.81740870,6.79806799,0.00173350,0.40314825,2.23498182,5.24131954,0.01208880,0.20731355,0.82155574,0.53221111
-4.81140570,6.77483336,0.00175389,0.38982766,2.24411466,5.23633079,0.01205705,0.20740137,0.80256603,0.52558463
-4.80540270,6.73053107,0.00177043,0.37633588,2.24264529,5.21469786,0.01198615,0.20683887,0.78247735,0.51771362
-4.79939970,6.66532017,0.00178259,0.36267899,2.23053165,5.17669779,0.01187564,0.20561284,0.76125074,0.50854251
-4.79339670,6.57972157,0.00178988,0.34887263,2.20792630,5.12285092,0.01172562,0.20372978,0.73887374,0.49805540
-4.78739370,6.47461509,0.00179192,0.33494257,2.17517453,5.05391708,0.01153682,0.20121513,0.71536328,0.48627651
-4.78139070,6.35122939,0.00178844,0.32092517,2.13280758,4.97088798,0.01131059,0.19811186,0.69076792,0.47326962
-4.77538769,6.21112461,0.00177927,0.30686738,2.08153109,4.87497549,0.01104889,0.19447873,0.66516930,0.45913644
-4.76938469,6.05616774,0.00176442,0.29282645,2.02220903,4.76759597,0.01075430,0.19038809,0.63868246,0.44401394
-4.76338169,5.88850059,0.00174404,0.27886913,1.95584369,4.65035040,0.01042996,0.18592339,0.61145482,0.42807062
-4.75737869,5.71050108,0.00171843,0.26507031,1.88355214,4.52500042,0.01007959,0.18117646,0.58366396,0.41150193
-4.75137569,5.52473813,0.00168809,0.25151127,1.80653993,4.39344050,0.00970738,0.17624461,0.55551388,0.39452478
-4.74537269,5.33392128,0.00165365,0.23827737,1.72607285,4.25766650,0.00931797,0.17122782,0.52723019,0.37737146
-4.73936968,5.14084609,0.00161590,0.22545548,1.64344757,4.11974115,0.00891635,0.16622585,0.49905412,0.36028298
-4.73336668,4.94833661,0.00157576,0.21313114,1.55996202,3.98175705,0.00850776,0.16133559,0.47123578,0.34350223
-4.72736368,4.75918662,0.00153425,0.20138556,1.47688645,3.84579800,0.00809764,0.15664871,0.44402699,0.32726706
-4.72136068,4.57610109,0.00149248,0.19029272,1.39543601,3.71389962,0.00769143,0.15224954,0.41767393,0.31180352
-4.71535768,4.40163967,0.00145162,0.17991668,1.31674558,3.58801021,0.00729453,0.14821342,0.39241003,0.29731946
-4.70935468,4.23816375,0.00141284,0.17030914,1.24184759,3.46995283,0.00691215,0.14460540,0.36844935,0.28399884
-4.70335168,4.08778863,0.00137733,0.16150753,1.17165325,3.36138982,0.00654919,0.14147941,0.34598088,0.27199675
-4.69734867,3.95234198,0.00134624,0.15353366,1.10693775,3.26379044,0.00621013,0.13887786,0.32516385,0.26143532
-4.69134567,3.83332976,0.00132063,0.14639290,1.04832947,3.17840273,0.00589892,0.13683155,0.30612423,0.25240080
-4.68534267,3.73191021,0.00130151,0.14007406,0.99630343,3.10623009,0.00561887,0.13536001,0.28895258,0.24494167
-4.67933967,3.64887641,0.00128973,0.13454994,0.95117878,3.04801317,0.00537261,0.13447202,0.27370321,0.23906791
-4.67333667,3.58464745,0.00128601,0.12977839,0.91312025,3.00421743,0.00516198,0.13416633,0.26039459,0.23475149
-4.66733367,3.53926805,0.00129093,0.12570400,0.88214310,2.97502640,0.00498805,0.13443255,0.24901087,0.23192787
-4.66133067,3.51241628,0.00130486,0.12226008,0.85812125,2.96034078,0.00485102,0.13525198,0.23950444,0.23049859
-4.65532766,3.50341867,0.00132799,0.11937117,0.84079813,2.95978306,0.00475029,0.13659849,0.23179921,0.23033479
-4.64932466,3.51127216,0.00136031,0.11695556,0.82979966,2.97270754,0.00468446,0.13843923,0.22579447,0.23128147
-4.64332166,3.53467190,0.00140160,0.11492801,0.82464903,2.99821542,0.00465135,0.14073533,0.22136921,0.23316245
