energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,2.20456508,0.02934063,0.13475300,0.01195265,1.22620830,0.69941344,0.36375194
-5.99399700,2.27887358,0.02977434,0.13819277,0.01236986,1.26939167,0.72468453,0.37425488
-5.98799400,2.34566544,0.03004492,0.14119951,0.01271444,1.30831976,0.74753762,0.38340545
-5.98199100,2.40404076,0.03014327,0.14373200,0.01297847,1.34247793,0.76767008,0.39108325
-5.97598799,2.45325800,0.03006489,0.14576003,0.01315584,1.37143634,0.78482714,0.39719784
-5.96998499,2.49274034,0.02981001,0.14726404,0.01324233,1.39485465,0.79880498,0.40168906
-5.96398199,2.52207831,0.02938362,0.14823466,0.01323583,1.41248469,0.80945275,0.40452664
-5.95797899,2.54102907,0.02879534,0.14867191,0.01313634,1.42417124,0.81667337,0.40570905
-5.95197599,2.54951270,0.02805915,0.14858437,0.01294595,1.42985110,0.82042353,0.40526186
-5.94597299,2.54760592,0.02719310,0.14798817,0.01266881,1.42955068,0.82071261,0.40323551
-5.93996998,2.53553387,0.02621885,0.14690603,0.01231093,1.42338231,0.81760101,0.39970284
-5.93396698,2.51366036,0.02516112,0.14536621,0.01188004,1.41153966,0.81119789,0.39475632
-5.92796398,2.48247721,0.02404716,0.14340160,0.01138528,1.39429240,0.80165838,0.38850521
-5.92196098,2.44259309,0.02290609,0.14104887,0.01083697,1.37198046,0.78918063,0.38107281
-5.91595798,2.39472220,0.02176826,0.13834767,0.01024629,1.34500795,0.77400262,0.37259371
-5.90995498,2.33967304,0.02066458,0.13534003,0.00962498,1.31383703,0.75639897,0.36321137
-5.90395198,2.27833745,0.01962592,0.13206982,0.00898502,1.27898170,0.73667764,0.35307583
-5.89794897,2.21167989,0.01868243,0.12858232,0.00833839,1.24100157,0.71517677,0.34234178
-5.89194597,2.14072691,0.01786299,0.12492390,0.00769677,1.20049569,0.69226144,0.33116684
-5.88594297,2.06655675,0.01719465,0.12114174,0.00707140,1.15809616,0.66832050,0.31971012
-5.87993997,1.99028872,0.01670211,0.11728361,0.00647283,1.11446173,0.64376331,0.30813095
-5.87393697,1.91307233,0.01640727,0.11339756,0.00591087,1.07027107,0.61901639,0.29658774
-5.86793397,1.83607585,0.01632883,0.10953173,0.00539449,1.02621579,0.59451983,0.28523704
-5.86193097,1.76047434,0.01648190,0.10573400,0.00493179,0.98299303,0.57072357,0.27423249
