energy_ev,total_up,Fe_p_up,Fe_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.68784392,6.94840681,1.68612452,0.43498496,3.58473181,1.21348382,0.00361679,2.04997342,0.13749535,2.52055094
-5.68184092,7.19394744,1.73501692,0.45495512,3.76163239,1.26148958,0.00364793,2.13738026,0.14187438,2.59825549
-5.67583792,7.44406335,1.78154514,0.47622022,3.94176890,1.31056977,0.00371036,2.22643217,0.14623080,2.67688749
-5.66983492,7.69581362,1.82530070,0.49850440,4.12349137,1.36018600,0.00380006,2.31631739,0.15048683,2.75534601
-5.66383192,7.94599409,1.86589741,0.52149499,4.30493985,1.40973817,0.00391257,2.40610995,0.15456318,2.83247486
-5.65782891,8.19116789,1.90296724,0.54484730,4.48405955,1.45857005,0.00404304,2.49477566,0.15838087,2.90707628
-5.65182591,8.42771269,1.93615757,0.56819078,4.65862903,1.50597833,0.00418637,2.58118512,0.16186335,2.97792842
-5.64582291,8.65188456,1.96513047,0.59113664,4.82630147,1.55122545,0.00433728,2.66413406,0.16493849,3.04380664
-5.63981991,8.85989775,1.98956424,0.61328674,4.98465795,1.59355584,0.00449046,2.74237039,0.16754063,3.10350841
-5.63381691,9.04801809,2.00915746,0.63424347,5.13127087,1.63221520,0.00464068,2.81462723,0.16961259,3.15588116
-5.62781391,9.21266651,2.02363530,0.65362036,5.26377476,1.66647200,0.00478289,2.87966053,0.17110739,3.19985229
-5.62181091,9.35052827,2.03275786,0.67105307,5.37994105,1.69564038,0.00491239,2.93628944,0.17198980,3.23446001
-5.61580790,9.45866261,2.03632970,0.68621015,5.47775294,1.71910326,0.00502489,2.98343747,0.17223758,3.25888365
-5.60980490,9.53460701,2.03421006,0.69880337,5.55547634,1.73633450,0.00511662,3.02017207,0.17184225,3.27247194
-5.60380190,9.57647044,2.02632275,0.70859682,5.61172280,1.74691884,0.00518445,3.04574059,0.17080954,3.27476760
-5.59779890,9.58300988,2.01266472,0.71541464,5.64550076,1.75056855,0.00522591,3.05960032,0.16915935,3.26552683
-5.59179590,9.55368571,1.99331275,0.71914675,5.65625219,1.74713566,0.00523925,3.06144099,0.16692523,3.24473250
-5.58579290,9.48869209,1.96842726,0.71975235,5.64387230,1.73661913,0.00522348,3.05119812,0.16415347,3.21259987
-5.57978989,9.38896032,1.93825276,0.71726104,5.60871116,1.71916635,0.00517837,3.02905667,0.16090184,3.16957463
-5.57378689,9.25613433,1.90311485,0.71177135,5.55155708,1.69506881,0.00510440,2.99544439,0.15723795,3.11632274
-5.56778389,9.09251940,1.86341340,0.70344691,5.47360276,1.66475215,0.00500273,2.95101547,0.15323744,3.05371281
-5.56178089,8.90100657,1.81961248,0.69251018,5.37639620,1.62876100,0.00487518,2.89662524,0.14898200,2.98279148
-5.55577789,8.68497674,1.77222727,0.67923431,5.26177926,1.58773945,0.00472408,2.83329749,0.14455742,2.90475315
-5.54977489,8.44818935,1.72180884,0.66393338,5.13181742,1.54240821,0.00455222,2.76218612,0.14005157,2.82090560
-5.54377189,8.19466164,1.66892755,0.64695150,4.98872473,1.49353952,0.00436277,2.68453340,0.13555270,2.73263293
-5.53776888,7.92854452,1.61415610,0.62865135,4.83478802,1.44193131,0.00415912,2.60162707,0.13114776,2.64135790
-5.53176588,7.65400112,1.55805314,0.60940270,4.67229436,1.38838175,0.00394482,2.51475844,0.12692114,2.54850505
-5.52576288,7.37509371,1.50114838,0.58957131,4.50346533,1.33366543,0.00372345,2.42518367,0.12295359,2.45546652
-5.51975988,7.09568366,1.44392996,0.56950887,4.33040103,1.27851237,0.00349856,2.33408999,0.11932141,2.36357145
-5.51375688,6.81934814,1.38683472,0.54954419,4.15503588,1.22359050,0.00327354,2.24256822,0.11609596,2.27406021
-5.50775388,6.54931584,1.33024173,0.52997598,3.97910756,1.16949233,0.00305157,2.15159240,0.11334322,2.18806393
-5.50175088,6.28842281,1.27446918,0.51106742,3.80413934,1.11672615,0.00283557,2.06200712,0.11112364,2.10658932
-5.49574787,6.03908798,1.21977462,0.49304256,3.63143527,1.06571159,0.00262814,1.97452226,0.10949184,2.03050887
-5.48974487,5.80330678,1.16635817,0.47608446,3.46208691,1.01677951,0.00243151,1.88971469,0.10849644,1.96055558
-5.48374187,5.58266050,1.11436823,0.46033501,3.29698966,0.97017561,0.00224756,1.80803598,0.10817970,1.89732174
-5.47773887,5.37833808,1.06390910,0.44589611,3.13686631,0.92606715,0.00207781,1.72982487,0.10857697,1.84126057
-5.47173587,5.19116680,1.01504970,0.43283202,2.98229527,0.88455203,0.00192339,1.65532317,0.10971605,1.79268995
-5.46573287,5.02164822,0.96783282,0.42117247,2.83374088,0.84566935,0.00178508,1.58469363,0.11161621,1.75179728
-5.45972986,4.86999611,0.92228409,0.41091639,2.69158333,0.80941071,0.00166332,1.51803826,0.11428718,1.71864469
-5.45372686,4.73617340,0.87842014,0.40203583,2.55614614,0.77573141,0.00155827,1.45541603,0.11772790,1.69317411
-5.44772386,4.61992601,0.83625543,0.39447989,2.42771951,0.74456101,0.00146979,1.39685872,0.12192528,1.67521183
-5.44172086,4.52081210,0.79580744,0.38817847,2.30657840,0.71581258,0.00139750,1.34238420,0.12685307,1.66447266
-5.43571786,4.43822629,0.75710008,0.38304574,2.19299475,0.68939047,0.00134081,1.29200658,0.13247080,1.66056383
-5.42971486,4.37141880,0.72016524,0.37898325,2.08724362,0.66519624,0.00129896,1.24574306,0.13872318,1.66298914
-5.42371186,4.31951044,0.68504263,0.37588266,1.98960366,0.64313284,0.00127103,1.20361738,0.14553978,1.67115394
-5.41770885,4.28150459,0.65177818,0.37362813,1.90035252,0.62310706,0.00125600,1.16566025,0.15283534,1.68437156
-5.41170585,4.25629772,0.62042124,0.37209857,1.81975819,0.60503042,0.00125276,1.13190711,0.16051064,1.70187188
-5.40570285,4.24268988,0.59102106,0.37116966,1.74806724,0.58881886,0.00126015,1.10239370,0.16845401,1.72281254
-5.39969985,4.23939660,0.56362279,0.37071582,1.68549123,0.57439150,0.00127697,1.07715010,0.17654352,1.74629313
-5.39369685,4.24506305,0.53826348,0.37061232,1.63219209,0.56166873,0.00130203,1.05619375,0.18464970,1.77137229
-5.38769385,4.25828129,0.51496837,0.37073733,1.58826774,0.55057003,0.00133417,1.03952204,0.19263880,1.79708780
-5.38169085,4.27761035,0.49374762,0.37097424,1.55373841,0.54101174,0.00137225,1.02710487,0.20037643,1.82247888
-5.37568784,4.30159899,0.47459382,0.37121399,1.52853451,0.53290499,0.00141521,1.01887769,0.20773140,1.84661004
-5.36968484,4.32881002,0.45748027,0.37135746,1.51248638,0.52615387,0.00146207,1.01473518,0.21457953,1.86859557
-5.36368184,4.35784516,0.44236006,0.37131788,1.50531615,0.52065416,0.00151195,1.01452581,0.22080737,1.88762337
-5.35767884,4.38736884,0.42916597,0.37102303,1.50663201,0.51629233,0.00156407,1.01804758,0.22631547,1.90297708
-5.35167584,4.41612970,0.41781109,0.37041734,1.51592490,0.51294513,0.00161776,1.02504473,0.23102117,1.91405531
-5.34567284,4.44297847,0.40818999,0.36946356,1.53256765,0.51047952,0.00167249,1.03520592,0.23486063,1.92038685
-5.33966983,4.46688118,0.40018049,0.36814408,1.55581677,0.50875306,0.00172784,1.04816352,0.23779012,1.92164129
-5.33366683,4.48692731,0.39364567,0.36646177,1.58481680,0.50761460,0.00178351,1.06349441,0.23978641,1.91763429
-5.32766383,4.50233276,0.38843622,0.36444043,1.61860745,0.50690529,0.00183935,1.08072229,0.24084636,1.90832753
-5.32166083,4.51243799,0.38439304,0.36212468,1.65613367,0.50645999,0.00189530,1.09932154,0.24098562,1.89382333
-5.31565783,4.51670241,0.38134989,0.35957959,1.69625864,0.50610884,0.00195143,1.11872280,0.24023673,1.87435464
-5.30965483,4.51469616,0.37913623,0.35688992,1.73777993,0.50567932,0.00200794,1.13832039,0.23864658,1.85027099
-5.30365183,4.50609077,0.37758019,0.35415917,1.77944867,0.50499849,0.00206513,1.15748152,0.23627348,1.82202151
-5.29764882,4.49065036,0.37651161,0.35150860,1.81999174,0.50389568,0.00212342,1.17555733,0.23318412,1.79013620
-5.29164582,4.46822469,0.37576527,0.34907610,1.85813656,0.50220544,0.00218335,1.19189556,0.22945041,1.75520654
-5.28564282,4.43874536,0.37518418,0.34701521,1.89263813,0.49977092,0.00224558,1.20585478,0.22514654,1.71786657
-5.27963982,4.40222586,0.37462296,0.34549416,1.92230754,0.49644733,0.00231087,1.21681959,0.22034646,1.67877551
-5.27363682,4.35876570,0.37395125,0.34469491,1.94604114,0.49210574,0.00238014,1.22421657,0.21512166,1.63860247
-5.26763382,4.30855836,0.37305698,0.34481213,1.96284933,0.48663679,0.00245441,1.22753024,0.20953964,1.59801399
-5.26163082,4.25190209,0.37184955,0.34605201,1.97188384,0.47995428,0.00253482,1.22631849,0.20366286,1.55766424
-5.25562781,4.18921228,0.37026248,0.34863068,1.97246239,0.47199856,0.00262264,1.22022672,0.19754833,1.51818808
-5.24962481,4.12103363,0.36825569,0.35277204,1.96408938,0.46273925,0.00271919,1.20900014,0.19124763,1.48019627
-5.24362181,4.04805007,0.36581699,0.35870479,1.94647178,0.45217743,0.00282589,1.19249341,0.18480741,1.44427248
-5.23761881,3.97109056,0.36296278,0.36665858,1.91952917,0.44034687,0.00294418,1.17067722,0.17827021,1.41097110
-5.23161581,3.89112883,0.35973777,0.37685888,1.88339742,0.42731432,0.00307544,1.14364139,0.17167536,1.38081526
-5.22561281,3.80927566,0.35621362,0.38952082,1.83842560,0.41317871,0.00322100,1.11159409,0.16506002,1.35429411
-5.21960980,3.72676262,0.35248658,0.40484168,1.78516614,0.39806925,0.00338201,1.07485739,0.15846007,1.33185884
-5.21360680,3.64491713,0.34867403,0.42299236,1.72435866,0.38214243,0.00355939,1.03385903,0.15191086,1.31391690
-5.20760380,3.56512902,0.34491011,0.44410800,1.65690805,0.36557812,0.00375371,0.98912089,0.14544758,1.30082430
-5.20160080,3.48880981,0.34134065,0.46827801,1.58385788,0.34857473,0.00396517,0.94124462,0.13910541,1.29287605
-5.19559780,3.41734647,0.33811751,0.49553603,1.50636026,0.33134389,0.00419345,0.89089514,0.13291928,1.29029509
-5.18959480,3.35205203,0.33539271,0.52585028,1.42564370,0.31410467,0.00443766,0.83878269,0.12692333,1.29322038
-5.18359180,3.29411567,0.33331259,0.55911499,1.34298020,0.29707772,0.00469632,0.78564436,0.12115005,1.30169505
-5.17758879,3.24455552,0.33201245,0.59514333,1.25965322,0.28047961,0.00496724,0.73222575,0.11562929,1.31565556
-5.17158579,3.20417694,0.33161171,0.63366261,1.17692784,0.26451761,0.00524759,0.67926379,0.11038712,1.33492297
-5.16558279,3.17353915,0.33221024,0.67431225,1.09602421,0.24938504,0.00553388,0.62747116,0.10544468,1.35919740
-5.15957979,3.15293265,0.33388566,0.71664480,1.01809530,0.23525763,0.00582196,0.57752303,0.10081720,1.38805656
-5.15357679,3.14236913,0.33669214,0.76013062,0.94420961,0.22229075,0.00610718,0.53004648,0.09651310,1.42095920
-5.14757379,3.14158487,0.34066051,0.80416603,0.87533905,0.21061773,0.00638443,0.48561278,0.09253346,1.45725377
-5.14157079,3.15005801,0.34579975,0.84808514,0.81235215,0.20034927,0.00664831,0.44473267,0.08887172,1.49619254
-5.13556778,3.16703888,0.35209980,0.89117496,0.75601216,0.19157384,0.00689324,0.40785442,0.08551383,1.53695087
-5.12956478,3.19159197,0.35953527,0.93269349,0.70697946,0.18435893,0.00711371,0.37536445,0.08243872,1.57865114
-5.12356178,3.22264736,0.36807009,0.97188998,0.66581760,0.17875313,0.00730440,0.34759008,0.07961906,1.62039021
-5.11755878,3.25905866,0.37766243,1.00802682,0.63300178,0.17478861,0.00746038,0.32480394,0.07702242,1.66126944
-5.11155578,3.29966430,0.38826975,1.04040197,0.60892895,0.17248400,0.00757731,0.30722934,0.07461261,1.70042557
-5.10555278,3.34334854,0.39985342,1.06837106,0.59392822,0.17184722,0.00765158,0.29504622,0.07235117,1.73706113
-5.09954977,3.38909872,0.41238268,1.09136822,0.58827071,0.17287822,0.00768045,0.28839697,0.07019899,1.77047258
-5.09354677,3.43605540,0.42583740,1.10892461,0.59217790,0.17557135,0.00766220,0.28739163,0.06811788,1.80007480
-5.08754377,3.48355248,0.44020960,1.12068387,0.60582768,0.17991710,0.00759612,0.29211208,0.06607208,1.82542048
-5.08154077,3.53114499,0.45550330,1.12641371,0.62935764,0.18590326,0.00748261,0.30261483,0.06402955,1.84621337
-5.07553777,3.57862289,0.47173282,1.12601319,0.66286536,0.19351522,0.00732317,0.31893235,0.06196313,1.86231460
-5.06953477,3.62601023,0.48891938,1.11951531,0.70640555,0.20273565,0.00712030,0.34107261,0.05985132,1.87374168
-5.06353177,3.67354967,0.50708625,1.10708480,0.75998447,0.21354325,0.00687745,0.36901721,0.05767885,1.88066028
-5.05752876,3.72167338,0.52625261,1.08901130,0.82355184,0.22591103,0.00659889,0.40271794,0.05543686,1.88336910
-5.05152576,3.77096208,0.54642654,1.06569821,0.89699112,0.23980397,0.00628957,0.44209238,0.05312286,1.88227874
-5.04552276,3.82209460,0.56759755,1.03764784,0.98010884,0.25517642,0.00595493,0.48701857,0.05074035,1.87788579
-5.03951976,3.87579107,0.58972897,1.00544348,1.07262386,0.27196932,0.00560073,0.53732949,0.04829822,1.87074333
-5.03351676,3.93275284,0.61275101,0.96972932,1.17415755,0.29010751,0.00523288,0.59280759,0.04580993,1.86142970
-5.02751376,3.99360278,0.63655473,0.93118909,1.28422574,0.30949738,0.00485726,0.65317993,0.04329259,1.85051707
-5.02151076,4.05882927,0.66098741,0.89052431,1.40223329,0.33002502,0.00447952,0.71811436,0.04076594,1.83854147
-5.01550775,4.12873700,0.68584994,0.84843316,1.52747188,0.35155500,0.00410497,0.78721711,0.03825124,1.82597591
-5.00950475,4.20340741,0.71089629,0.80559074,1.65912157,0.37393005,0.00373845,0.86003211,0.03577029,1.81320794
-5.00350175,4.28267080,0.73583539,0.76263146,1.79625638,0.39697161,0.00338423,0.93604231,0.03334441,1.80052260
-4.99749875,4.36609167,0.76033557,0.72013420,1.93785382,0.42048136,0.00304592,1.01467303,0.03099360,1.78809180
-4.99149575,4.45296782,0.78403134,0.67861054,2.08280820,0.44424366,0.00272647,1.09529740,0.02873581,1.77597023
-4.98549275,4.54234341,0.80653252,0.63849647,2.22994730,0.46802892,0.00242812,1.17724378,0.02658637,1.76409812
-4.97948974,4.63303489,0.82743530,0.60014757,2.37805162,0.49159768,0.00215245,1.25980490,0.02455757,1.75231028
-4.97348674,4.72366851,0.84633493,0.56383756,2.52587530,0.51470530,0.00190038,1.34224838,0.02265847,1.74035106
-4.96748374,4.81272725,0.86283943,0.52976000,2.67216796,0.53710701,0.00167224,1.42382834,0.02089476,1.72789399
-4.96148074,4.89860464,0.87658388,0.49803279,2.81569619,0.55856318,0.00146785,1.50379744,0.01926892,1.71456526
-4.95547774,4.97966279,0.88724462,0.46870502,2.95526381,0.57884446,0.00128658,1.58141908,0.01778033,1.69996952
-4.94947474,5.05429163,0.89455286,0.44176560,3.08972989,0.59773673,0.00112741,1.65597916,0.01642565,1.68371678
-4.94347174,5.12096655,0.89830700,0.41715314,3.21802382,0.61504541,0.00098907,1.72679688,0.01519919,1.66544887
-4.93746873,5.17830171,0.89838322,0.39476656,3.33915675,0.63059924,0.00087005,1.79323435,0.01409329,1.64486443
-4.93146573,5.22509681,0.89474388,0.37447577,3.45222917,0.64425314,0.00076873,1.85470461,0.01309888,1.62174093
-4.92546273,5.26037540,0.88744329,0.35613216,3.55643445,0.65589021,0.00068341,1.91067781,0.01220587,1.59595304
-4.91945973,5.28341330,0.87663060,0.33957823,3.65105875,0.66542278,0.00061239,1.96068556,0.01140362,1.56748627
-4.91345673,5.29375649,0.86254977,0.32465621,3.73547756,0.67279249,0.00055398,2.00432345,0.01068139,1.53644570
-4.90745373,5.29122817,0.84553629,0.31121533,3.80914988,0.67796960,0.00050661,2.04125188,0.01002864,1.50305912
-4.90145073,5.27592537,0.82601095,0.29911764,3.87161076,0.68095140,0.00046876,2.07119548,0.00943538,1.46767492
-4.89544772,5.24820581,0.80447075,0.28824226,3.92246333,0.68176017,0.00043907,2.09394143,0.00889242,1.43075463
-4.88944472,5.20866649,0.78147706,0.27848807,3.96137143,0.68044052,0.00041629,2.10933716,0.00839151,1.39286068
-4.88344172,5.15811515,0.75764156,0.26977495,3.98805372,0.67705667,0.00039933,2.11728771,0.00792550,1.35463987
-4.87743872,5.09753669,0.73361024,0.26204367,4.00228037,0.67168945,0.00038722,2.11775328,0.00748833,1.31680333
-4.87143572,5.02805598,0.71004587,0.25525467,4.00387272,0.66443352,0.00037913,2.11074720,0.00707512,1.28010365
-4.86543272,4.95089905,0.68760965,0.24938575,3.99270650,0.65539478,0.00037435,2.09633469,0.00668203,1.24531025
-4.85942971,4.86735420,0.66694224,0.24442921,3.96871853,0.64468808,0.00037231,2.07463241,0.00630625,1.21318369
-4.85342671,4.77873440,0.64864509,0.24038835,3.93191667,0.63243535,0.00037252,2.04580902,0.00594587,1.18445008
-4.84742371,4.68634240,0.63326236,0.23727379,3.88239236,0.61876419,0.00037460,2.01008645,0.00559975,1.15977622
-4.84142071,4.59143931,0.62126407,0.23509971,3.82033491,0.60380685,0.00037826,1.96774183,0.00526737,1.13974662
-4.83541771,4.49521758,0.61303111,0.23388032,3.74604632,0.58769957,0.00038328,1.91910965,0.00494875,1.12484302
-4.82941471,4.39877874,0.60884251,0.23362662,3.65995548,0.57058226,0.00038952,1.86458376,0.00464426,1.11542715
-4.82341171,4.30311632,0.60886554,0.23434373,3.56263041,0.55259837,0.00039691,1.80461892,0.00435456,1.11172758
-4.81740870,4.20910410,0.61314900,0.23602892,3.45478736,0.53389483,0.00040543,1.73973124,0.00408044,1.11383093
-4.81140570,4.11748975,0.62162010,0.23867034,3.33729570,0.51462211,0.00041512,1.67049734,0.00382277,1.12167814
-4.80540270,4.02889374,0.63408515,0.24224667,3.21117779,0.49493413,0.00042608,1.59755184,0.00358244,1.13506592
-4.79939970,3.94381357,0.65023429,0.24672763,3.07760345,0.47498803,0.00043848,1.52158297,0.00336030,1.15365364
-4.79339670,3.86263305,0.66965014,0.25207540,2.93787887,0.45494388,0.00045253,1.44332630,0.00315714,1.17697548
-4.78739370,3.78563627,0.69182039,0.25824680,2.79343020,0.43496405,0.00046851,1.36355665,0.00297369,1.20445778
-4.78139070,3.71302612,0.71615396,0.26519636,2.64578256,0.41521259,0.00048678,1.28307834,0.00281062,1.23544099
-4.77538769,3.64494660,0.74200033,0.27287987,2.49653521,0.39585427,0.00050774,1.20271427,0.00266859,1.26920567
-4.76938469,3.58150847,0.76867143,0.28125843,2.34733417,0.37705367,0.00053189,1.12329401,0.00254829,1.30500158
-4.76338169,3.52281709,0.79546537,0.29030271,2.19984356,0.35897415,0.00055980,1.04564169,0.00245046,1.34207884
-4.75737869,3.46900164,0.82169111,0.29999714,2.05571678,0.34177678,0.00059209,0.97056391,0.00237602,1.37971991
-4.75137569,3.42024422,0.84669324,0.31034381,1.91656915,0.32561936,0.00062950,0.89883835,0.00232611,1.41727102
-4.74537269,3.37680748,0.86987568,0.32136582,1.78395273,0.31065542,0.00067279,0.83120344,0.00230216,1.45417166
-4.73936968,3.33905924,0.89072347,0.33310970,1.65933446,0.29703328,0.00072282,0.76834935,0.00230603,1.48998075
-4.73336668,3.30749235,0.90882167,0.34564680,1.54407812,0.28489516,0.00078050,0.71091070,0.00234011,1.52439807
-4.72736368,3.28273852,0.92387044,0.35907332,1.43943044,0.27437622,0.00084675,0.65946087,0.00240740,1.55727990
-4.72136068,3.26557458,0.93569568,0.37350897,1.34651137,0.26560360,0.00092254,0.61450805,0.00251168,1.58864796
-4.71535768,3.25692017,0.94425474,0.38909410,1.26630811,0.25869532,0.00100881,0.57649281,0.00265763,1.61869093
-4.70935468,3.25782626,0.94963687,0.40598534,1.19967256,0.25375898,0.00110650,0.54578693,0.00285094,1.64775850
-4.70335168,3.26945416,0.95205840,0.42434990,1.14732129,0.25089031,0.00121644,0.52269320,0.00309852,1.67634781
-4.69734867,3.29304550,0.95185285,0.44435871,1.10983738,0.25017144,0.00133942,0.50744584,0.00340861,1.70508311
-4.69134567,3.32988391,0.94945651,0.46617865,1.08767306,0.25166897,0.00147606,0.50021114,0.00379093,1.73468927
-4.68534267,3.38124965,0.94539010,0.48996429,1.08115255,0.25543179,0.00162685,0.50108796,0.00425682,1.76596053
-4.67933967,3.44836924,0.94023732,0.51584943,1.09047420,0.26148879,0.00179207,0.51010799,0.00481939,1.79972579
-4.67333667,3.53236188,0.93462138,0.54393898,1.11571147,0.26984649,0.00197179,0.52723524,0.00549355,1.83681225
-4.66733367,3.63418521,0.92918053,0.57430142,1.15681229,0.28048667,0.00216586,0.55236497,0.00629612,1.87800880
-4.66133067,3.75458271,0.92454360,0.60696240,1.21359663,0.29336424,0.00237383,0.58532194,0.00724573,1.92403114
-4.65532766,3.89403502,0.92130657,0.64189970,1.28575242,0.30840533,0.00259503,0.62585800,0.00836280,1.97548984
-4.64932466,4.05271733,0.92001121,0.67903968,1.37282991,0.32550582,0.00282850,0.67364939,0.00966928,2.03286268
-4.64332166,4.23046456,0.92112633,0.71825566,1.47423511,0.34453047,0.00307303,0.72829392,0.01118836,2.09647235
