energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Nb_p_up,Nb_p_down,Nb_d_up,Nb_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.05097202,-0.01345850,0.00036132,-0.00010665,0.00012332,-0.00002469,0.00000017,-0.00000016,0.00780809,-0.00183460,0.00239510,-0.00069963,0.00081461,-0.00021216,0.00211433,-0.00056266,0.02860752,-0.00764380
-5.99399700,0.06661931,-0.01818339,0.00047026,-0.00014347,0.00016414,-0.00003412,0.00000023,-0.00000021,0.01020013,-0.00247871,0.00311964,-0.00094200,0.00107503,-0.00028933,0.00276384,-0.00076030,0.03739001,-0.01032701
-5.98799400,0.08648326,-0.02439791,0.00060778,-0.00019165,0.00021711,-0.00004684,0.00000032,-0.00000029,0.01323483,-0.00332591,0.00403519,-0.00125943,0.00140971,-0.00039197,0.00358855,-0.00102029,0.04853946,-0.01385602
-5.98199100,0.11151616,-0.03251139,0.00078005,-0.00025419,0.00028542,-0.00006388,0.00000043,-0.00000038,0.01705664,-0.00443198,0.00518334,-0.00167198,0.00183693,-0.00052752,0.00462811,-0.00135979,0.06259052,-0.01846323
-5.97598799,0.14283280,-0.04302594,0.00099418,-0.00033477,0.00037294,-0.00008656,0.00000058,-0.00000050,0.02183436,-0.00586536,0.00661224,-0.00220411,0.00237860,-0.00070529,0.00592894,-0.00179985,0.08016912,-0.02443363
-5.96998499,0.18172451,-0.05655145,0.00125829,-0.00043778,0.00048431,-0.00011652,0.00000077,-0.00000066,0.02776325,-0.00770917,0.00837700,-0.00288525,0.00306075,-0.00093679,0.00754483,-0.00236603,0.10200033,-0.03211341
-5.96398199,0.22967077,-0.07382150,0.00158155,-0.00056845,0.00062511,-0.00015584,0.00000102,-0.00000087,0.03506659,-0.01006338,0.01053988,-0.00375047,0.00391401,-0.00123614,0.00953747,-0.00308910,0.12891494,-0.04191892
-5.95797899,0.28834754,-0.09570949,0.00197411,-0.00073293,0.00080194,-0.00020707,0.00000135,-0.00000112,0.04399686,-0.01304698,0.01317038,-0.00484110,0.00497411,-0.00162053,0.01197676,-0.00400572,0.16185411,-0.05434584
-5.95197599,0.35963091,-0.12324461,0.00244713,-0.00093836,0.00102254,-0.00027334,0.00000176,-0.00000145,0.05483605,-0.01680016,0.01634501,-0.00620532,0.00628229,-0.00211064,0.01494103,-0.00515909,0.20187151,-0.06997819
-5.94597299,0.44559493,-0.15762667,0.00301261,-0.00119295,0.00129590,-0.00035849,0.00000229,-0.00000186,0.06789516,-0.02148631,0.02014672,-0.00789864,0.00788570,-0.00273116,0.01851693,-0.00659959,0.25013207,-0.08949679
-5.93996998,0.54850226,-0.20023902,0.00368334,-0.00150598,0.00163236,-0.00046710,0.00000296,-0.00000236,0.08351256,-0.02729377,0.02466409,-0.00998421,0.00983765,-0.00351129,0.02279905,-0.00838537,0.30790680,-0.11368650
-5.93396698,0.67078641,-0.25265839,0.00447257,-0.00188786,0.00204371,-0.00060466,0.00000379,-0.00000298,0.10205108,-0.03443709,0.02999000,-0.01253299,0.01219775,-0.00448517,0.02788927,-0.01058271,0.37656285,-0.14344184
-5.92796398,0.81502445,-0.31666047,0.00539386,-0.00235005,0.00254318,-0.00077766,0.00000483,-0.00000374,0.12389357,-0.04315781,0.03622001,-0.01562363,0.01503187,-0.00569233,0.03389558,-0.01326630,0.45754820,-0.17977005
-5.92196098,0.98389921,-0.39421994,0.00646065,-0.00290500,0.00314548,-0.00099366,0.00000610,-0.00000466,0.14943702,-0.05372437,0.04345014,-0.01934205,0.01841188,-0.00717811,0.04093053,-0.01651929,0.55237050,-0.22379116
-5.91595798,1.18015028,-0.48750357,0.00768595,-0.00356602,0.00386676,-0.00126141,0.00000765,-0.00000578,0.17908484,-0.06643113,0.05177438,-0.02378065,0.02241513,-0.00899385,0.04910925,-0.02043294,0.66256959,-0.27673397
-5.90995498,1.40651357,-0.59885507,0.00908180,-0.00434708,0.00472447,-0.00159092,0.00000953,-0.00000711,0.21323759,-0.08159621,0.06128167,-0.02903712,0.02712360,-0.01119708,0.05854693,-0.02510609,0.78968361,-0.33992741
-5.90395198,1.66564952,-0.73077047,0.01065882,-0.00526250,0.00573719,-0.00199350,0.00001178,-0.00000869,0.25228194,-0.09955804,0.07205255,-0.03521278,0.03262273,-0.01385143,0.06935583,-0.03064408,0.93520867,-0.41478661
-5.89794897,1.96006060,-0.88586306,0.01242566,-0.00632668,0.00692439,-0.00248176,0.00001447,-0.00001055,0.29657813,-0.12067051,0.08415557,-0.04241047,0.03899992,-0.01702640,0.08164185,-0.03715731,1.10055261,-0.50279286
-5.89194597,2.29199949,-1.06681696,0.01438842,-0.00755365,0.00830603,-0.00306959,0.00001765,-0.00001273,0.34644614,-0.14529648,0.09764338,-0.05073190,0.04634249,-0.02079682,0.09550073,-0.04475936,1.28698338,-0.60546731
-5.88594297,2.66336954,-1.27632920,0.01655011,-0.00895660,0.00990210,-0.00377205,0.00002137,-0.00001527,0.40215078,-0.17379980,0.11254893,-0.06027463,0.05473542,-0.02524201,0.11101385,-0.05356449,1.49557320,-0.72433804
-5.87993997,3.07562023,-1.51704020,0.01891009,-0.01054735,0.01173211,-0.00460526,0.00002569,-0.00001819,0.46388618,-0.20653566,0.12888161,-0.07112855,0.06425855,-0.03044466,0.12824386,-0.06368482,1.72713980,-0.86090059
-5.87393697,3.52964054,-1.79145348,0.02146361,-0.01233578,0.01381438,-0.00558612,0.00003066,-0.00002154,0.53176011,-0.24383956,0.14662369,-0.08337204,0.07498353,-0.03648929,0.14723021,-0.07522691,1.98218645,-1.01657247
-5.86793397,4.02565388,-2.10184582,0.02420138,-0.01432926,0.01616532,-0.00673206,0.00003634,-0.00002534,0.60577873,-0.28601492,0.16572722,-0.09706794,0.08697037,-0.04346037,0.16798470,-0.08828799,2.26084295,-1.19264211
-5.86193097,4.56311856,-2.45016982,0.02710925,-0.01653199,0.01879859,-0.00806060,0.00004276,-0.00002964,0.68583232,-0.33331968,0.18611141,-0.11225937,0.10026378,-0.05144011,0.19048726,-0.10295191,2.56280961,-1.39021367
-5.85592796,5.14063829,-2.83795143,0.03016805,-0.01894445,0.02172426,-0.00958893,0.00004996,-0.00003444,0.77168269,-0.38595227,0.20766089,-0.12896559,0.11488947,-0.06050580,0.21468216,-0.11928475,2.88730682,-1.61014895
-5.84992496,5.75588699,-3.26618576,0.03335350,-0.02156287,0.02494784,-0.01133333,0.00005796,-0.00003978,0.86295294,-0.44403736,0.23022483,-0.14717818,0.13085032,-0.07072697,0.24047473,-0.13733048,3.23303273,-1.85300835
-5.84392196,6.40555264,-3.73523471,0.03663640,-0.02437875,0.02846945,-0.01330857,0.00006676,-0.00004567,0.95912017,-0.50761192,0.25361707,-0.16685750,0.14812282,-0.08216216,0.26772895,-0.15710657,3.59813150,-2.11899294
-5.83791896,7.08530418,-4.24473087,0.03998286,-0.02737853,0.03228291,-0.01552717,0.00007636,-0.00005211,1.05951176,-0.57661220,0.27761748,-0.18792996,0.16665375,-0.09485558,0.29626594,-0.17859994,3.98017453,-2.40789002
-5.83191596,7.78978540,-4.79349174,0.04335484,-0.03054338,0.03637498,-0.01799873,0.00008672,-0.00005911,1.16330582,-0.65086223,0.30197440,-0.21028588,0.18635740,-0.10883372,0.32586358,-0.20176324,4.37615682,-2.71902466
-5.82591296,8.51263890,-5.37944904,0.04671073,-0.03384911,0.04072476,-0.02072914,0.00009778,-0.00006664,1.26953604,-0.73006437,0.32640835,-0.23377852,0.20711354,-0.12410195,0.35625741,-0.22651184,4.78251018,-3.05121979
-5.81990995,9.24656232,-5.99959729,0.05000619,-0.03726633,0.04530321,-0.02371987,0.00010947,-0.00007469,1.37710142,-0.81379272,0.35061683,-0.25822408,0.22876615,-0.14064132,0.38714284,-0.25272158,5.19513464,-3.40276714
-5.81390695,9.98339801,-6.64996552,0.05319511,-0.04076072,0.05007294,-0.02696722,0.00012170,-0.00008323,1.48478083,-0.90148967,0.37428018,-0.28340299,0.25112331,-0.15840565,0.41817882,-0.28022745,5.60944862,-3.77141151
-5.80790395,10.71425626,-7.32561562,0.05623064,-0.04429355,0.05498824,-0.03046170,0.00013432,-0.00009219,1.59125245,-0.99246626,0.39706838,-0.30906244,0.27395821,-0.17731920,0.44899291,-0.30882343,6.02045792,-4.15434994
-5.80190095,11.42967043,-8.02066964,0.05906633,-0.04782234,0.05999545,-0.03418751,0.00014721,-0.00010153,1.69511760,-1.08590655,0.41864848,-0.33492017,0.29701147,-0.19727484,0.47918766,-0.33826356,6.42284276,-4.54824744
-5.79589795,12.11978146,-8.72836771,0.06165732,-0.05130173,0.06503358,-0.03812219,0.00016019,-0.00011116,1.79492884,-1.18087625,0.43869254,-0.36066945,0.31999482,-0.21813310,0.50834836,-0.36826423,6.81106135,-4.94926998
-5.78989495,12.77454749,-9.44115681,0.06396153,-0.05468447,0.07003535,-0.04223634,0.00017308,-0.00012102,1.88922126,-1.27633560,0.45688578,-0.38598516,0.34259606,-0.23972212,0.53605175,-0.39850781,7.17946753,-5.35313499
-5.78389195,13.38397311,-10.15080957,0.06594073,-0.05792251,0.07492844,-0.04649370,0.00018568,-0.00013099,1.97654648,-1.37115640,0.47293463,-0.41053074,0.36448538,-0.26183851,0.56187567,-0.42864762,7.52243959,-5.75517885
-5.77788894,13.93835155,-10.84857102,0.06756165,-0.06096824,0.07963711,-0.05085135,0.00019778,-0.00014099,2.05550798,-1.46414283,0.48657451,-0.43396588,0.38532275,-0.28424944,0.58540923,-0.45831397,7.83451646,-6.15044016
-5.77188594,14.42851234,-11.52532978,0.06879684,-0.06377562,0.08408407,-0.05526021,0.00020918,-0.00015088,2.12479702,-1.55405555,0.49757682,-0.45595453,0.40476626,-0.30669572,0.60626334,-0.48712136,8.11053691,-6.53375683
-5.76588294,14.84606578,-12.17180934,0.06962546,-0.06630147,0.08819248,-0.05966577,0.00021967,-0.00016056,2.18322760,-1.63963845,0.50575526,-0.47617319,0.42248113,-0.32889609,0.62408100,-0.51467648,8.34577712,-6.89987449
-5.75987994,15.18363586,-12.77877385,0.07003385,-0.06850656,0.09188813,-0.06400906,0.00022904,-0.00016990,2.22976934,-1.71964722,0.51097080,-0.49431888,0.43814914,-0.35055242,0.63854727,-0.54058691,8.53608185,-7.24356309
-5.75387694,15.43507264,-13.33724217,0.07001583,-0.07035664,0.09510165,-0.06822790,0.00023713,-0.00017877,2.26357714,-1.79287890,0.51313555,-0.51011679,0.45147792,-0.37135595,0.64939832,-0.56447014,8.67798403,-7.55973812
-5.74787394,15.59563595,-13.83870341,0.06957292,-0.07182335,0.09777063,-0.07225827,0.00024376,-0.00018706,2.28401626,-1.85820137,0.51221509,-0.52332715,0.46221002,-0.39099427,0.65642932,-0.58596273,8.76880831,-7.84358258
-5.74187094,15.66214277,-14.27532694,0.06871417,-0.07288493,0.09984169,-0.07603586,0.00024880,-0.00019463,2.29068199,-1.91458183,0.50822927,-0.53375112,0.47013111,-0.40915878,0.65950082,-0.60472929,8.80675431,-8.09066581
-5.73586793,15.63307198,-14.64015978,0.06745590,-0.07352670,0.10127217,-0.07949781,0.00025215,-0.00020138,2.28341295,-1.96111330,0.50125157,-0.54123553,0.47507710,-0.42555261,0.65854337,-0.62047087,8.79095580,-8.29705511
-5.72986493,15.50862175,-14.92730473,0.06582117,-0.07374141,0.10203166,-0.08258433,0.00025373,-0.00020719,2.26229742,-1.99703818,0.49140680,-0.54567636,0.47693975,-0.43989851,0.65356008,-0.63293267,8.72151338,-8.45941643
-5.72386193,15.29071644,-15.13207321,0.06383910,-0.07352922,0.10210303,-0.08524049,0.00025351,-0.00021198,2.22767250,-2.02176811,0.47886755,-0.54702073,0.47567068,-0.45194647,0.64462708,-0.64191063,8.59949868,-8.57510068
-5.71785893,14.98296213,-15.25110744,0.06154402,-0.07289762,0.10148310,-0.08741777,0.00025150,-0.00021566,2.18011576,-2.03489934,0.46384926,-0.54526748,0.47128326,-0.46148092,0.63189182,-0.64725679,8.42692970,-8.64221270
-5.71185593,14.59055183,-15.28246794,0.05897449,-0.07186106,0.10018276,-0.08907554,0.00024773,-0.00021816,2.12042992,-2.03622324,0.44660422,-0.54046643,0.46385264,-0.46832703,0.61556922,-0.64888315,8.20671782,-8.65966058
-5.70585293,14.12012368,-15.22568324,0.05617230,-0.07044038,0.09822673,-0.09018234,0.00024230,-0.00021945,2.04962091,-2.02573136,0.42741474,-0.53271617,0.45351366,-0.47235600,0.59593576,-0.64676399,7.94258833,-8.62718354
-5.69984992,13.57957727,-15.08176029,0.05318131,-0.06866214,0.09565267,-0.09071682,0.00023530,-0.00021950,1.96887017,-2.00361518,0.40658571,-0.52216073,0.44045671,-0.47348908,0.57332187,-0.64093649,7.63897732,-8.54535767
-5.69384692,12.97785510,-14.85315526,0.05004640,-0.06655780,0.09251008,-0.09066845,0.00022689,-0.00021830,1.87950225,-1.97026029,0.38443672,-0.50898516,0.42492194,-0.47170007,0.54810270,-0.63149964,7.30090896,-8.41557920
-5.68784392,12.32469750,-14.54370597,0.04681239,-0.06416281,0.08885861,-0.09003786,0.00021723,-0.00021586,1.78294889,-1.92623552,0.36129428,-0.49341028,0.40719176,-0.46701634,0.52068785,-0.61861156,6.93385774,-8.24002607
-5.68184092,11.63038048,-14.15852829,0.04352302,-0.06151565,0.08476621,-0.08883682,0.00020651,-0.00021221,1.68071101,-1.87227721,0.33748399,-0.47568672,0.38758229,-0.45951816,0.49151030,-0.60248524,6.54360104,-8.02159923
-5.67583792,10.90544636,-13.70388046,0.04022006,-0.05865684,0.08030699,-0.08708787,0.00019493,-0.00020743,1.57431993,-1.80926935,0.31332337,-0.45608855,0.36643375,-0.44933648,0.46101497,-0.58338289,6.13606766,-7.76384568
-5.66983492,10.16043717,-13.18699982,0.03694248,-0.05562801,0.07555897,-0.08482365,0.00018269,-0.00020157,1.46529937,-1.73822024,0.28911511,-0.43490665,0.34410064,-0.43664917,0.42964743,-0.56160909,5.71718770,-7.47086607
-5.66383192,9.40564044,-12.61591782,0.03372581,-0.05247093,0.07060183,-0.08208584,0.00017001,-0.00019472,1.35512934,-1.66023650,0.26514134,-0.41244202,0.32094168,-0.42167590,0.39784310,-0.53750299,5.29274951,-7.14720994
-5.65782891,8.65085599,-11.99925945,0.03060161,-0.04922671,0.06551463,-0.07892395,0.00015709,-0.00018700,1.24521341,-1.57649535,0.24165866,-0.38899929,0.29731027,-0.40467187,0.36601730,-0.51142982,4.86826830,-6.79776222
-5.65182591,7.90519102,-11.34603392,0.02759710,-0.04593495,0.06037381,-0.07539379,0.00014413,-0.00017852,1.13685014,-1.48821606,0.21889442,-0.36488051,0.27354556,-0.38592060,0.33455651,-0.48377195,4.44887070,-6.42762477
-5.64582291,7.17688951,-10.66542308,0.02473495,-0.04263316,0.05525132,-0.07155586,0.00013130,-0.00016941,1.03120947,-1.39663154,0.19704396,-0.34037937,0.24996461,-0.36572610,0.30381103,-0.45491993,4.03919856,-6.04199669
-5.63981991,6.47319969,-9.96657465,0.02203320,-0.03935613,0.05021302,-0.06747363,0.00011877,-0.00015979,0.92931480,-1.30296082,0.17626902,-0.31577604,0.22685583,-0.34440475,0.27408933,-0.42526356,3.64333419,-5.64605735
-5.63381691,5.80028187,-9.25840608,0.01950531,-0.03613549,0.04531750,-0.06321184,0.00010667,-0.00014981,0.83203070,-1.20838343,0.15669723,-0.29133267,0.20447381,-0.32227703,0.24565399,-0.39518351,3.26474828,-5.24485542
-5.62781391,5.16315683,-8.54942496,0.01716036,-0.03299941,0.04061511,-0.05883479,0.00009513,-0.00013959,0.74005650,-1.11401625,0.13842259,-0.26728961,0.18303568,-0.29965970,0.21871951,-0.36504359,2.90627065,-4.84320732
-5.62181091,4.56569326,-7.84757063,0.01500331,-0.02997231,0.03614748,-0.05440478,0.00008423,-0.00012926,0.65392538,-1.02089344,0.12150680,-0.24386245,0.16271910,-0.27685836,0.19345164,-0.33518386,2.57008300,-4.44560760
-5.61580790,4.01063120,-7.16008082,0.01303539,-0.02707481,0.03194728,-0.04998072,0.00007406,-0.00011896,0.57400856,-0.92994990,0.10598143,-0.22123975,0.14366156,-0.25416084,0.16996833,-0.30591489,2.25773193,-4.05615352
-5.60980490,3.49963725,-6.49338601,0.01125447,-0.02432364,0.02803832,-0.04561691,0.00006465,-0.00010880,0.50052383,-0.84200859,0.09185063,-0.19958172,0.12596119,-0.23183160,0.14834201,-0.27751310,1.97015983,-3.67848529
-5.60380190,3.03338614,-5.85303307,0.00965559,-0.02173174,0.02443596,-0.04136207,0.00005604,-0.00009889,0.43354788,-0.75777178,0.07909430,-0.17901954,0.10967868,-0.21010716,0.12860298,-0.25021745,1.70775069,-3.31574290
-5.59779890,2.61166304,-5.24363852,0.00823139,-0.01930842,0.02114771,-0.03725860,0.00004824,-0.00008930,0.37303134,-0.67781626,0.06767164,-0.15965546,0.09484016,-0.18919271,0.11074374,-0.22422732,1.47038759,-2.97053965
-5.59179590,2.23348031,-4.66887068,0.00697262,-0.01705952,0.01817402,-0.03334213,0.00004122,-0.00008014,0.31881586,-0.60259228,0.05752471,-0.14156355,0.08144090,-0.16926003,0.09472389,-0.19970165,1.25751828,-2.64495208
-5.58579290,1.89720289,-4.13145901,0.00586862,-0.01498769,0.01550922,-0.02964132,0.00003498,-0.00007145,0.27065221,-0.53242607,0.04858211,-0.12479100,0.06944946,-0.15044646,0.08047543,-0.17675928,1.06822574,-2.34052524
-5.57978989,1.60067649,-3.63322795,0.00490772,-0.01309270,0.01314249,-0.02617781,0.00002947,-0.00006330,0.22821878,-0.46752536,0.04076249,-0.10936000,0.05881218,-0.13285508,0.06790818,-0.15548031,0.90130028,-2.05829185
-5.57378689,1.34135374,-3.17515197,0.00407772,-0.01137179,0.01105890,-0.02296652,0.00002466,-0.00005572,0.19113965,-0.40798764,0.03397784,-0.09526998,0.04945770,-0.11655586,0.05691515,-0.13590843,0.75531056,-1.79880343
-5.56778389,1.11641391,-2.75742801,0.00336617,-0.00981998,0.00924039,-0.02001600,0.00002048,-0.00004872,0.15900163,-0.35381039,0.02813653,-0.08250009,0.04130145,-0.10158767,0.04737760,-0.11805393,0.62867093,-1.56217133
-5.56178089,0.92287277,-2.37956116,0.00276072,-0.00843045,0.00766675,-0.01732902,0.00001690,-0.00004233,0.13136991,-0.30490301,0.02314588,-0.07101205,0.03424980,-0.08796097,0.03916969,-0.10189735,0.51970334,-1.34811519
-5.55577789,0.75768025,-2.04045944,0.00224941,-0.00719492,0.00631644,-0.01490318,0.00001384,-0.00003653,0.10780186,-0.26109963,0.01891449,-0.06075294,0.02820388,-0.07566107,0.03216267,-0.08739353,0.42669231,-1.15601656
-5.54977489,0.61780416,-1.73853345,0.00182080,-0.00610397,0.00516740,-0.01273171,0.00001125,-0.00003132,0.08785884,-0.22217243,0.01535406,-0.05165814,0.02306294,-0.06465168,0.02622844,-0.07447582,0.34793211,-0.98497536
-5.54377189,0.50029935,-1.47179712,0.00146416,-0.00514737,0.00419767,-0.01080416,0.00000909,-0.00002667,0.07111589,-0.18784498,0.01238081,-0.04365412,0.01872720,-0.05487866,0.02124245,-0.06306044,0.28176569,-0.83386685
-5.53776888,0.40236215,-1.23796611,0.00116962,-0.00431441,0.00338594,-0.00910721,0.00000729,-0.00002256,0.05716936,-0.15780504,0.00991660,-0.03666113,0.01510011,-0.04627381,0.01708609,-0.05305063,0.22661541,-0.70139739
-5.53176588,0.32137086,-1.03455094,0.00092814,-0.00359416,0.00271196,-0.00762544,0.00000580,-0.00001896,0.04564248,-0.13171660,0.00788959,-0.03059567,0.01209023,-0.03875848,0.01364837,-0.04434070,0.18100587,-0.58615712
-5.52576288,0.25491329,-0.85894243,0.00073162,-0.00297571,0.00215684,-0.00634194,0.00000459,-0.00001583,0.03618916,-0.10923086,0.00623471,-0.02537276,0.00961242,-0.03224705,0.01082713,-0.03681967,0.14357941,-0.48666835
-5.51975988,0.20080279,-0.70848779,0.00057287,-0.00244836,0.00170327,-0.00523904,0.00000360,-0.00001312,0.02849610,-0.08999585,0.00489371,-0.02090787,0.00758881,-0.02664998,0.00852973,-0.03037455,0.11310523,-0.40142867
-5.51375688,0.15708448,-0.58055622,0.00044556,-0.00200186,0.00133561,-0.00429881,0.00000280,-0.00001081,0.02228357,-0.07366469,0.00381516,-0.01711856,0.00594913,-0.02187661,0.00667332,-0.02489315,0.08848286,-0.32894804
-5.50775388,0.12203328,-0.47259338,0.00034422,-0.00162645,0.00103992,-0.00350352,0.00000217,-0.00000884,0.01730500,-0.05990233,0.00295415,-0.01392585,0.00463096,-0.01783739,0.00518475,-0.02026648,0.06874116,-0.26777972
-5.50175088,0.09414564,-0.38216478,0.00026414,-0.00131304,0.00080399,-0.00283606,0.00000167,-0.00000718,0.01334568,-0.04839088,0.00227189,-0.01125527,0.00357952,-0.01444588,0.00400027,-0.01639054,0.05303361,-0.21654479
-5.49574787,0.07212649,-0.30698842,0.00020133,-0.00105323,0.00061719,-0.00228021,0.00000127,-0.00000579,0.01022087,-0.03883358,0.00173530,-0.00903760,0.00274734,-0.01162011,0.00306494,-0.01316781,0.04063103,-0.17395065
-5.48974487,0.05487290,-0.24495745,0.00015241,-0.00083938,0.00047046,-0.00182086,0.00000096,-0.00000464,0.00777335,-0.03095737,0.00131639,-0.00720936,0.00209378,-0.00928374,0.00233196,-0.01050820,0.03091241,-0.13880390
-5.48374187,0.04145584,-0.19415389,0.00011460,-0.00066461,0.00035607,-0.00144416,0.00000073,-0.00000369,0.00587082,-0.02451448,0.00099176,-0.00571310,0.00158445,-0.00736675,0.00176191,-0.00832966,0.02335459,-0.11001806
-5.47773887,0.03110102,-0.15285447,0.00008558,-0.00052279,0.00026759,-0.00113759,0.00000054,-0.00000292,0.00440306,-0.01928292,0.00074207,-0.00449742,0.00119058,-0.00580580,0.00132193,-0.00655844,0.01752155,-0.08661694
-5.47173587,0.02316973,-0.11953003,0.00006347,-0.00040853,0.00019968,-0.00088998,0.00000040,-0.00000229,0.00327923,-0.01506622,0.00055142,-0.00351688,0.00088830,-0.00454438,0.00098489,-0.00512906,0.01305359,-0.06773426
-5.46573287,0.01714042,-0.09283963,0.00004676,-0.00031713,0.00014795,-0.00069151,0.00000030,-0.00000179,0.00242520,-0.01169251,0.00040693,-0.00273175,0.00065810,-0.00353271,0.00072865,-0.00398411,0.00965699,-0.05261037
-5.45972986,0.01259138,-0.07162066,0.00003421,-0.00024455,0.00010885,-0.00053362,0.00000022,-0.00000138,0.00178106,-0.00901308,0.00029823,-0.00210766,0.00048411,-0.00272744,0.00053530,-0.00307376,0.00709421,-0.04058660
-5.45372686,0.00918488,-0.05487608,0.00002485,-0.00018732,0.00007951,-0.00040895,0.00000016,-0.00000106,0.00129886,-0.00690069,0.00021705,-0.00161519,0.00035361,-0.00209128,0.00039051,-0.00235531,0.00517505,-0.03109810
-5.44772386,0.00665302,-0.04175990,0.00001793,-0.00014252,0.00005767,-0.00031126,0.00000011,-0.00000081,0.00094058,-0.00524755,0.00015688,-0.00122942,0.00025646,-0.00159246,0.00028288,-0.00179248,0.00374861,-0.02366554
-5.44172086,0.00478527,-0.03156165,0.00001285,-0.00010770,0.00004153,-0.00023527,0.00000008,-0.00000061,0.00067635,-0.00396330,0.00011260,-0.00092944,0.00018469,-0.00120428,0.00020348,-0.00135482,0.00269630,-0.01788639
-5.43571786,0.00341771,-0.02369061,0.00000915,-0.00008084,0.00002970,-0.00017661,0.00000006,-0.00000046,0.00048294,-0.00297294,0.00008026,-0.00069787,0.00013206,-0.00090443,0.00014534,-0.00101701,0.00192578,-0.01342595
-5.42971486,0.00242382,-0.01766045,0.00000646,-0.00006027,0.00002109,-0.00013165,0.00000004,-0.00000035,0.00034242,-0.00221481,0.00005681,-0.00052041,0.00009376,-0.00067454,0.00010308,-0.00075819,0.00136578,-0.01000867
-5.42371186,0.00170688,-0.01307464,0.00000454,-0.00004462,0.00001487,-0.00009747,0.00000003,-0.00000026,0.00024108,-0.00163871,0.00003993,-0.00038542,0.00006610,-0.00049960,0.00007259,-0.00056134,0.00096182,-0.00740986
-5.41770885,0.00119354,-0.00961287,0.00000316,-0.00003281,0.00001041,-0.00007166,0.00000002,-0.00000019,0.00016854,-0.00120413,0.00002787,-0.00028348,0.00004627,-0.00036747,0.00005076,-0.00041274,0.00067257,-0.00544802
-5.41170585,0.00082871,-0.00701885,0.00000219,-0.00002396,0.00000723,-0.00005231,0.00000001,-0.00000014,0.00011699,-0.00087871,0.00001932,-0.00020707,0.00003216,-0.00026840,0.00003525,-0.00030138,0.00046700,-0.00397793
-5.40570285,0.00057135,-0.00508935,0.00000150,-0.00001738,0.00000499,-0.00003793,0.00000001,-0.00000010,0.00008064,-0.00063681,0.00001330,-0.00015021,0.00002219,-0.00019468,0.00002430,-0.00021854,0.00032197,-0.00288442
-5.39969985,0.00039113,-0.00366469,0.00000103,-0.00001252,0.00000342,-0.00002731,0.00000001,-0.00000007,0.00005520,-0.00045831,0.00000909,-0.00010821,0.00001521,-0.00014022,0.00001664,-0.00015737,0.00022042,-0.00207701
-5.39369685,0.00026587,-0.00262050,0.00000070,-0.00000896,0.00000233,-0.00001952,0.00000000,-0.00000005,0.00003751,-0.00032757,0.00000617,-0.00007741,0.00001035,-0.00010029,0.00001131,-0.00011253,0.00014983,-0.00148522
-5.38769385,0.00017945,-0.00186079,0.00000047,-0.00000636,0.00000157,-0.00001386,0.00000000,-0.00000004,0.00002531,-0.00023249,0.00000416,-0.00005499,0.00000699,-0.00007123,0.00000763,-0.00007991,0.00010113,-0.00105465
-5.38169085,0.00012027,-0.00131213,0.00000031,-0.00000449,0.00000105,-0.00000977,0.00000000,-0.00000003,0.00001696,-0.00016387,0.00000278,-0.00003880,0.00000469,-0.00005024,0.00000512,-0.00005635,0.00006778,-0.00074369
-5.37568784,0.00008003,-0.00091878,0.00000021,-0.00000314,0.00000070,-0.00000684,0.00000000,-0.00000002,0.00001128,-0.00011470,0.00000185,-0.00002718,0.00000312,-0.00003519,0.00000340,-0.00003946,0.00004510,-0.00052075
-5.36968484,0.00005288,-0.00063885,0.00000014,-0.00000219,0.00000046,-0.00000476,0.00000000,-0.00000001,0.00000746,-0.00007972,0.00000122,-0.00001891,0.00000206,-0.00002447,0.00000225,-0.00002744,0.00002980,-0.00036209
-5.36368184,0.00003469,-0.00044110,0.00000009,-0.00000151,0.00000030,-0.00000328,0.00000000,-0.00000001,0.00000489,-0.00005502,0.00000080,-0.00001306,0.00000136,-0.00001690,0.00000148,-0.00001895,0.00001955,-0.00025001
-5.35767884,0.00002260,-0.00030243,0.00000006,-0.00000104,0.00000020,-0.00000225,0.00000000,-0.00000001,0.00000319,-0.00003771,0.00000052,-0.00000896,0.00000088,-0.00001159,0.00000096,-0.00001299,0.00001274,-0.00017142
-5.35167584,0.00001462,-0.00020589,0.00000004,-0.00000071,0.00000013,-0.00000153,0.00000000,-0.00000000,0.00000206,-0.00002566,0.00000034,-0.00000610,0.00000057,-0.00000789,0.00000062,-0.00000884,0.00000824,-0.00011670
-5.34567284,0.00000939,-0.00013919,0.00000002,-0.00000048,0.00000008,-0.00000104,0.00000000,-0.00000000,0.00000132,-0.00001734,0.00000022,-0.00000413,0.00000037,-0.00000533,0.00000040,-0.00000598,0.00000529,-0.00007889
-5.33966983,0.00000599,-0.00009343,0.00000002,-0.00000032,0.00000005,-0.00000069,0.00000000,-0.00000000,0.00000084,-0.00001164,0.00000014,-0.00000277,0.00000023,-0.00000358,0.00000025,-0.00000401,0.00000337,-0.00005296
