energy_ev,total_up,Ag_p_up,Ag_d_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.77788894,3.03492173,0.41740818,0.84504015,0.35781957,1.74842905,0.02130126,0.03232262,0.18570024,0.00000000
-5.77188594,3.12285631,0.43774303,0.86254383,0.37051530,1.80306714,0.02091668,0.03252064,0.19275589,0.00000000
-5.76588294,3.21722686,0.45918598,0.88243276,0.38408684,1.86013290,0.02067261,0.03283586,0.20062236,0.00000000
-5.75987994,3.31626947,0.48144158,0.90423009,0.39828292,1.91863799,0.02055870,0.03324571,0.20917319,0.00000000
-5.75387694,3.41817508,0.50421030,0.92743444,0.41284699,1.97760046,0.02056145,0.03372686,0.21826705,0.00000000
-5.74787394,3.52114741,0.52719696,0.95153413,0.42752592,2.03607809,0.02066502,0.03425608,0.22775214,0.00000000
-5.74187094,3.62346081,0.55011966,0.97602215,0.44207881,2.09320030,0.02085197,0.03481102,0.23747113,0.00000000
-5.73586793,3.72351610,0.57271875,1.00041119,0.45628557,2.14819728,0.02110407,0.03537103,0.24726631,0.00000000
-5.72986493,3.81989230,0.59476557,1.02424837,0.46995498,2.20042541,0.02140316,0.03591785,0.25698497,0.00000000
-5.72386193,3.91139225,0.61607067,1.04712898,0.48293190,2.24938798,0.02173189,0.03643629,0.26648456,0.00000000
-5.71785893,3.99708030,0.63649096,1.06870870,0.49510339,2.29475032,0.02207444,0.03691476,0.27563761,0.00000000
-5.71185593,4.07631064,0.65593573,1.08871383,0.50640336,2.33634883,0.02241713,0.03734573,0.28433616,0.00000000
-5.70585293,4.14874480,0.67437090,1.10694901,0.51681556,2.37419342,0.02274894,0.03772599,0.29249537,0.00000000
-5.69984992,4.21435773,0.69182149,1.12330216,0.52637485,2.40846324,0.02306185,0.03805685,0.30005639,0.00000000
-5.69384692,4.27343174,0.70837193,1.13774625,0.53516641,2.43949589,0.02335111,0.03834413,0.30698816,0.00000000
-5.68784392,4.32653867,0.72416414,1.15033790,0.54332313,2.46777025,0.02361526,0.03859799,0.31328809,0.00000000
-5.68184092,4.37451051,0.73939331,1.16121269,0.55102097,2.49388378,0.02385609,0.03883269,0.31898165,0.00000000
-5.67583792,4.41839977,0.75430138,1.17057731,0.55847264,2.51852506,0.02407843,0.03906610,0.32412081,0.00000000
-5.66983492,4.45943093,0.76916836,1.17869889,0.56591967,2.54244255,0.02428983,0.03931916,0.32878146,0.00000000
-5.66383192,4.49894482,0.78430175,1.18589184,0.57362323,2.56641104,0.02450007,0.03961517,0.33305973,0.00000000
-5.65782891,4.53833825,0.80002427,1.19250273,0.58185400,2.59119682,0.02472072,0.03997907,0.33706770,0.00000000
-5.65182591,4.57900125,0.81666035,1.19889373,0.59088146,2.61752336,0.02496448,0.04043655,0.34092825,0.00000000
-5.64582291,4.62225435,0.83452182,1.20542538,0.60096315,2.64603860,0.02524467,0.04101319,0.34476967,0.00000000
-5.63981991,4.66928873,0.85389327,1.21243938,0.61233404,2.67728540,0.02557459,0.04173360,0.34871997,0.00000000
-5.63381691,4.72111128,0.87501764,1.22024194,0.62519677,2.71167624,0.02596699,0.04262048,0.35290120,0.00000000
-5.62781391,4.77849708,0.89808266,1.22908865,0.63971275,2.74947336,0.02643354,0.04369385,0.35742405,0.00000000
-5.62181091,4.84195099,0.92320854,1.23917117,0.65599478,2.79077484,0.02698445,0.04497023,0.36238289,0.00000000
-5.61580790,4.91167980,0.95043764,1.25060652,0.67410121,2.83550749,0.02762807,0.04646196,0.36785140,0.00000000
-5.60980490,4.98757604,0.97972646,1.26342930,0.69403194,2.88342640,0.02837072,0.04817662,0.37387903,0.00000000
-5.60380190,5.06921376,1.01094055,1.27758710,0.71572639,2.93412132,0.02921650,0.05011656,0.38048835,0.00000000
-5.59779890,5.15585637,1.04385250,1.29293936,0.73906335,2.98702932,0.03016728,0.05227853,0.38767332,0.00000000
-5.59179590,5.24647595,1.07814351,1.30925962,0.76386287,3.04145310,0.03122273,0.05465352,0.39539874,0.00000000
-5.58579290,5.33978319,1.11340856,1.32624115,0.78988998,3.09658410,0.03238041,0.05722663,0.40360065,0.00000000
-5.57978989,5.43426645,1.14916518,1.34350563,0.81686007,3.15152921,0.03363597,0.05997722,0.41218783,0.00000000
-5.57378689,5.52823844,1.18486588,1.36061465,0.84444584,3.20534001,0.03498336,0.06287909,0.42104429,0.00000000
-5.56778389,5.61988857,1.21991377,1.37708349,0.87228553,3.25704323,0.03641500,0.06590092,0.43003272,0.00000000
-5.56178089,5.70733900,1.25368122,1.39239670,0.89999221,3.30567109,0.03792207,0.06900676,0.43899873,0.00000000
-5.55577789,5.78870235,1.28553074,1.40602497,0.92716385,3.35029047,0.03949464,0.07215676,0.44777581,0.00000000
-5.54977489,5.86213897,1.31483768,1.41744256,0.95339393,3.39002975,0.04112191,0.07530798,0.45619085,0.00000000
-5.54377189,5.92591195,1.34101374,1.42614485,0.97828227,3.42410235,0.04279231,0.07841536,0.46407011,0.00000000
-5.53776888,5.97843803,1.36353048,1.43166518,1.00144583,3.45182638,0.04449357,0.08143283,0.47124524,0.00000000
-5.53176588,6.01833285,1.38194191,1.43359061,1.02252920,3.47263972,0.04621285,0.08431441,0.47755945,0.00000000
-5.52576288,6.04444925,1.39590511,1.43157595,1.04121443,3.48611045,0.04793669,0.08701556,0.48287338,0.00000000
-5.51975988,6.05590755,1.40519791,1.42535558,1.05723009,3.49194223,0.04965108,0.08949436,0.48707058,0.00000000
-5.51375688,6.05211701,1.40973286,1.41475273,1.07035901,3.48997511,0.05134142,0.09171282,0.49006226,0.00000000
-5.50775388,6.03278808,1.40956644,1.39968583,1.08044470,3.48018181,0.05299254,0.09363809,0.49179129,0.00000000
-5.50175088,5.99793518,1.40490312,1.38017179,1.08739605,3.46266005,0.05458871,0.09524353,0.49223506,0.00000000
-5.49574787,5.94787020,1.39609369,1.35632605,1.09119012,3.43762151,0.05611376,0.09650967,0.49140718,0.00000000
-5.48974487,5.88318708,1.38362764,1.32835939,1.09187290,3.40537805,0.05755115,0.09742491,0.48935783,0.00000000
-5.48374187,5.80473820,1.36811967,1.29657175,1.08955789,3.36632596,0.05888417,0.09798605,0.48617276,0.00000000
-5.47773887,5.71360355,1.35029058,1.26134305,1.08442238,3.32092903,0.06009622,0.09819841,0.48197079,0.00000000
-5.47173587,5.61105383,1.33094320,1.22312157,1.07670165,3.26970108,0.06117109,0.09807570,0.47690005,0.00000000
-5.46573287,5.49850881,1.31093406,1.18241024,1.06668107,3.21318881,0.06209338,0.09763958,0.47113291,0.00000000
-5.45972986,5.37749268,1.29114191,1.13975129,1.05468634,3.15195548,0.06284893,0.09691885,0.46485977,0.00000000
-5.45372686,5.24958772,1.27243442,1.09570991,1.04107228,3.08656609,0.06342530,0.09594836,0.45828216,0.00000000
-5.44772386,5.11638831,1.25563420,1.05085750,1.02621047,3.01757449,0.06381228,0.09476763,0.45160508,0.00000000
-5.44172086,4.97945671,1.24148587,1.00575519,1.01047634,2.94551272,0.06400237,0.09341932,0.44502924,0.00000000
-5.43571786,4.84028216,1.23062539,0.96093817,0.99423606,2.87088290,0.06399130,0.09194748,0.43874328,0.00000000
-5.42971486,4.70024493,1.22355317,0.91690140,0.97783402,2.79415167,0.06377838,0.09039583,0.43291646,0.00000000
-5.42371186,4.56058625,1.22061214,0.87408734,0.96158119,2.71574715,0.06336690,0.08880598,0.42769214,0.00000000
-5.41770885,4.42238510,1.22197192,0.83287594,0.94574509,2.63605831,0.06276432,0.08721580,0.42318229,0.00000000
-5.41170585,4.28654252,1.22761974,0.79357735,0.93054171,2.55543644,0.06198243,0.08565797,0.41946329,0.00000000
-5.40570285,4.15377353,1.23735866,0.75642741,0.91612975,2.47419830,0.06103724,0.08415881,0.41657328,0.00000000
-5.39969985,4.02460657,1.25081332,0.72158608,0.90260740,2.39263060,0.05994886,0.08273738,0.41451115,0.00000000
-5.39369685,3.89939006,1.26744286,0.68913866,0.89001184,2.31099524,0.05874116,0.08140496,0.41323706,0.00000000
-5.38769385,3.77830514,1.28656056,0.65909961,0.87832138,2.22953487,0.05744124,0.08016494,0.41267477,0.00000000
-5.38169085,3.66138372,1.30735937,0.63141871,0.86745999,2.14847826,0.05607882,0.07901303,0.41271523,0.00000000
-5.37568784,3.54853041,1.32894212,0.60598907,0.85730412,2.06804504,0.05468554,0.07793783,0.41322163,0.00000000
-5.36968484,3.43954715,1.35035508,0.58265662,0.84769128,1.98844943,0.05329405,0.07692178,0.41403537,0.00000000
-5.36368184,3.33415909,1.37062338,0.56123047,0.83842982,1.90990275,0.05193713,0.07594230,0.41498279,0.00000000
-5.35767884,3.23204035,1.38878675,0.54149375,0.82930962,1.83261449,0.05064680,0.07497314,0.41588228,0.00000000
-5.35167584,3.13283849,1.40393394,0.52321429,0.82011291,1.75679194,0.04945336,0.07398585,0.41655145,0.00000000
-5.34567284,3.03619672,1.41523443,0.50615484,0.81062478,1.68263845,0.04838453,0.07295131,0.41681408,0.00000000
-5.33966983,2.94177294,1.42196616,0.49008232,0.80064287,1.61035047,0.04746467,0.07184119,0.41650643,0.00000000
-5.33366683,2.84925520,1.42353808,0.47477585,0.78998593,1.54011376,0.04671414,0.07062929,0.41548282,0.00000000
-5.32766383,2.75837331,1.41950702,0.46003339,0.77850067,1.47209902,0.04614879,0.06929275,0.41362023,0.00000000
-5.32166083,2.66890652,1.40958808,0.44567673,0.76606701,1.40645733,0.04577959,0.06781302,0.41082170,0.00000000
-5.31565783,2.58068766,1.39365873,0.43155498,0.75260137,1.34331588,0.04561255,0.06617655,0.40701865,0.00000000
-5.30965483,2.49360399,1.37175661,0.41754647,0.73805816,1.28277428,0.04564874,0.06437526,0.40217193,0.00000000
-5.30365183,2.40759539,1.34407155,0.40355923,0.72242947,1.22490184,0.04588451,0.06240672,0.39627183,0.00000000
-5.29764882,2.32265057,1.31093256,0.38953029,0.70574326,1.16973598,0.04631191,0.06027406,0.38933697,0.00000000
-5.29164582,2.23880173,1.27279064,0.37542384,0.68806021,1.11728194,0.04691923,0.05798565,0.38141241,0.00000000
-5.28564282,2.15611848,1.23019851,0.36122874,0.66946954,1.06751399,0.04769170,0.05555464,0.37256697,0.00000000
-5.27963982,2.07470135,1.18378823,0.34695534,0.65008416,1.02037771,0.04861217,0.05299823,0.36288999,0.00000000
-5.27363682,1.99467531,1.13424789,0.33263201,0.63003539,0.97579363,0.04966189,0.05033697,0.35248779,0.00000000
-5.26763382,1.91618368,1.08229837,0.31830157,0.60946749,0.93366157,0.05082129,0.04759386,0.34147978,0.00000000
-5.26163082,1.83938233,1.02867097,0.30401763,0.58853245,0.89386565,0.05207061,0.04479352,0.32999460,0.00000000
-5.25562781,1.76443441,0.97408675,0.28984121,0.56738489,0.85627953,0.05339056,0.04196137,0.31816623,0.00000000
-5.24962481,1.69150536,0.91923818,0.27583753,0.54617759,0.82077142,0.05476272,0.03912280,0.30613029,0.00000000
-5.24362181,1.62075822,0.86477331,0.26207310,0.52505739,0.78720879,0.05616985,0.03630250,0.29402045,0.00000000
-5.23761881,1.55234902,0.81128302,0.24861322,0.50416180,0.75546221,0.05759608,0.03352380,0.28196518,0.00000000
-5.23161581,1.48642209,0.75929107,0.23551980,0.48361617,0.72540833,0.05902682,0.03080824,0.27008479,0.00000000
-5.22561281,1.42310529,0.70924715,0.22284949,0.46353141,0.69693176,0.06044863,0.02817511,0.25848877,0.00000000
-5.21960980,1.36250519,0.66152264,0.21065219,0.44400228,0.66992584,0.06184885,0.02564122,0.24727352,0.00000000
-5.21360680,1.30470214,0.61640889,0.19896991,0.42510622,0.64429237,0.06321526,0.02322070,0.23652046,0.00000000
-5.20760380,1.24974554,0.57411777,0.18783582,0.40690262,0.61994045,0.06453556,0.02092496,0.22629454,0.00000000
-5.20160080,1.19764955,0.53478417,0.17727370,0.38943254,0.59678459,0.06579695,0.01876268,0.21664319,0.00000000
-5.19559780,1.14838938,0.49847004,0.16729761,0.37271886,0.57474244,0.06698563,0.01673992,0.20759578,0.00000000
-5.18959480,1.10189876,0.46517000,0.15791179,0.35676681,0.55373233,0.06808653,0.01486026,0.19916353,0.00000000
-5.18359180,1.05806863,0.43481784,0.14911092,0.34156489,0.53367097,0.06908305,0.01312499,0.19133996,0.00000000
-5.17758879,1.01674749,0.40729400,0.14088057,0.32708623,0.51447160,0.06995703,0.01153331,0.18410181,0.00000000
-5.17158579,0.97774358,0.38243371,0.13319790,0.31329023,0.49604264,0.07068885,0.01008265,0.17741054,0.00000000
-5.16558279,0.94082890,0.36003542,0.12603263,0.30012459,0.47828733,0.07125776,0.00876885,0.17121424,0.00000000
-5.15957979,0.90574512,0.33986963,0.11934818,0.28752770,0.46110408,0.07164241,0.00758644,0.16545004,0.00000000
-5.15357679,0.87221124,0.32168761,0.11310306,0.27543120,0.44438779,0.07182147,0.00652892,0.16004673,0.00000000
-5.14757379,0.83993260,0.30523007,0.10725230,0.26376279,0.42803196,0.07177444,0.00558900,0.15492782,0.00000000
-5.14157079,0.80861094,0.29023544,0.10174904,0.25244909,0.41193151,0.07148253,0.00475879,0.15001459,0.00000000
-5.13556778,0.77795499,0.27644754,0.09654608,0.24141858,0.39598608,0.07092960,0.00403006,0.14522922,0.00000000
-5.12956478,0.74769106,0.26362269,0.09159747,0.23060429,0.38010356,0.07010300,0.00339439,0.14049781,0.00000000
-5.12356178,0.71757310,0.25153572,0.08685994,0.21994641,0.36420362,0.06899445,0.00284338,0.13575315,0.00000000
-5.11755878,0.68739157,0.23998515,0.08229418,0.20939443,0.34822103,0.06760064,0.00236874,0.13093708,0.00000000
-5.11155578,0.65698088,0.22879703,0.07786587,0.19890891,0.33210838,0.06592383,0.00196246,0.12600251,0.00000000
-5.10555278,0.62622473,0.21782766,0.07354658,0.18846276,0.31583822,0.06397206,0.00161691,0.12091476,0.00000000
-5.09954977,0.59505935,0.20696503,0.06931421,0.17804188,0.29940423,0.06175926,0.00132486,0.11565244,0.00000000
-5.09354677,0.56347426,0.19612900,0.06515328,0.16764523,0.28282154,0.05930503,0.00107959,0.11020763,0.00000000
-5.08754377,0.53151077,0.18527027,0.06105483,0.15728439,0.26612599,0.05663426,0.00087493,0.10458553,0.00000000
-5.08154077,0.49925820,0.17436840,0.05701612,0.14698249,0.24937256,0.05377644,0.00070524,0.09880355,0.00000000
-5.07553777,0.46684812,0.16342880,0.05304002,0.13677272,0.23263285,0.05076484,0.00056542,0.09288992,0.00000000
-5.06953477,0.43444706,0.15247906,0.04913421,0.12669643,0.21599192,0.04763558,0.00045094,0.08688190,0.00000000
-5.06353177,0.40224795,0.14156479,0.04531030,0.11680095,0.19954462,0.04442649,0.00035780,0.08082377,0.00000000
-5.05752876,0.37046094,0.13074517,0.04158275,0.10713730,0.18339161,0.04117607,0.00028249,0.07476458,0.00000000
-5.05152576,0.33930398,0.12008835,0.03796782,0.09775780,0.16763523,0.03792236,0.00022196,0.06875593,0.00000000
-5.04552276,0.30899367,0.10966712,0.03448251,0.08871381,0.15237557,0.03470187,0.00017361,0.06284974,0.00000000
-5.03951976,0.27973677,0.09955476,0.03114359,0.08005361,0.13770678,0.03154869,0.00013520,0.05709626,0.00000000
-5.03351676,0.25172274,0.08982143,0.02796671,0.07182059,0.12371384,0.02849367,0.00010487,0.05154225,0.00000000
-5.02751376,0.22511767,0.08053114,0.02496569,0.06405174,0.11046995,0.02556380,0.00008104,0.04622952,0.00000000
-5.02151076,0.20005950,0.07173928,0.02215188,0.05677655,0.09803456,0.02278172,0.00006242,0.04119377,0.00000000
-5.01550775,0.17665502,0.06349095,0.01953384,0.05001627,0.08645206,0.02016551,0.00004794,0.03646380,0.00000000
-5.00950475,0.15497826,0.05581987,0.01711704,0.04378361,0.07575128,0.01772856,0.00003674,0.03206110,0.00000000
-5.00350175,0.13507041,0.04874795,0.01490384,0.03808277,0.06594551,0.01547968,0.00002811,0.02799979,0.00000000
-4.99749875,0.11694105,0.04228545,0.01289358,0.03290983,0.05703321,0.01342335,0.00002150,0.02428677,0.00000000
-4.99149575,0.10057049,0.03643166,0.01108275,0.02825341,0.04899917,0.01156003,0.00001647,0.02092229,0.00000000
-4.98549275,0.08591300,0.03117590,0.00946539,0.02409552,0.04181609,0.00988665,0.00001265,0.01790053,0.00000000
-4.97948974,0.07290066,0.02649888,0.00803342,0.02041259,0.03544637,0.00839712,0.00000981,0.01521052,0.00000000
-4.97348674,0.06144761,0.02237423,0.00677716,0.01717664,0.02984414,0.00708289,0.00000772,0.01283704,0.00000000
-4.96748374,0.05145454,0.01877018,0.00568581,0.01435633,0.02495731,0.00593350,0.00000625,0.01076156,0.00000000
-4.96148074,0.04281301,0.01565119,0.00474791,0.01191818,0.02072957,0.00493715,0.00000529,0.00896328,0.00000000
-4.95547774,0.03540976,0.01297963,0.00395192,0.00982755,0.01710231,0.00408124,0.00000479,0.00742001,0.00000000
-4.94947474,0.02913053,0.01071728,0.00328665,0.00804964,0.01401634,0.00335281,0.00000474,0.00610910,0.00000000
-4.94347174,0.02386368,0.00882677,0.00274173,0.00655032,0.01141340,0.00273900,0.00000513,0.00500819,0.00000000
-4.93746873,0.01950314,0.00727287,0.00230806,0.00529683,0.00923740,0.00222740,0.00000604,0.00409595,0.00000000
-4.93146573,0.01595110,0.00602352,0.00197820,0.00425832,0.00743553,0.00180636,0.00000755,0.00335268,0.00000000
-4.92546273,0.01312014,0.00505088,0.00174672,0.00340629,0.00595895,0.00146524,0.00000981,0.00276081,0.00000000
-4.91945973,0.01093500,0.00433208,0.00161058,0.00271490,0.00476340,0.00119462,0.00001302,0.00230536,0.00000000
-4.91345673,0.00933395,0.00384991,0.00156943,0.00216111,0.00380954,0.00098642,0.00001743,0.00197431,0.00000000
-4.90745373,0.00826987,0.00359339,0.00162593,0.00172478,0.00306313,0.00083406,0.00002338,0.00175887,0.00000000
-4.90145073,0.00771110,0.00355825,0.00178601,0.00138870,0.00249512,0.00073250,0.00003130,0.00165381,0.00000000
-4.89544772,0.00764203,0.00374730,0.00205910,0.00113849,0.00208148,0.00067832,0.00004173,0.00165762,0.00000000
-4.88944472,0.00806358,0.00417072,0.00245844,0.00096254,0.00180318,0.00066978,0.00005532,0.00177276,0.00000000
-4.88344172,0.00899346,0.00484631,0.00300115,0.00085185,0.00164587,0.00070682,0.00007288,0.00200585,0.00000000
-4.87743872,0.01046630,0.00579956,0.00370845,0.00079987,0.00159972,0.00079111,0.00009537,0.00236781,0.00000000
-4.87143572,0.01253366,0.00706372,0.00460568,0.00080236,0.00165909,0.00092609,0.00012393,0.00287400,0.00000000
-4.86543272,0.01526373,0.00867962,0.00572223,0.00085721,0.00182229,0.00111689,0.00015993,0.00354434,0.00000000
-4.85942971,0.01874085,0.01069540,0.00709141,0.00096427,0.00209128,0.00137043,0.00020492,0.00440332,0.00000000
-4.85342671,0.02306460,0.01316598,0.00875014,0.00112519,0.00247133,0.00169531,0.00026070,0.00547998,0.00000000
-4.84742371,0.02834857,0.01615228,0.01073843,0.00134323,0.00297073,0.00210176,0.00032928,0.00680774,0.00000000
-4.84142071,0.03471848,0.01972019,0.01309869,0.00162309,0.00360042,0.00260156,0.00041294,0.00842413,0.00000000
-4.83541771,0.04230987,0.02393914,0.01587485,0.00197071,0.00437359,0.00320790,0.00051415,0.01037034,0.00000000
-4.82941471,0.05126497,0.02888036,0.01911120,0.00239304,0.00530524,0.00393511,0.00063557,0.01269056,0.00000000
-4.82341171,0.06172895,0.03461479,0.02285098,0.00289785,0.00641167,0.00479843,0.00078005,0.01543109,0.00000000
-4.81740870,0.07384540,0.04121056,0.02713486,0.00349340,0.00770992,0.00581361,0.00095052,0.01863926,0.00000000
-4.81140570,0.08775110,0.04873023,0.03199905,0.00418820,0.00921707,0.00699649,0.00114997,0.02236205,0.00000000
-4.80540270,0.10357009,0.05722767,0.03747340,0.00499066,0.01094957,0.00836243,0.00138133,0.02664449,0.00000000
-4.79939970,0.12140729,0.06674476,0.04357932,0.00590874,0.01292240,0.00992576,0.00164741,0.03152778,0.00000000
-4.79339670,0.14134168,0.07730803,0.05032769,0.00694961,0.01514822,0.01169901,0.00195075,0.03704732,0.00000000
-4.78739370,0.16341931,0.08892529,0.05771684,0.00811921,0.01763651,0.01369225,0.00229352,0.04323051,0.00000000
-4.78139070,0.18764658,0.10158250,0.06573070,0.00942195,0.02039265,0.01591227,0.00267741,0.05009449,0.00000000
-4.77538769,0.21398379,0.11524094,0.07433715,0.01086036,0.02341704,0.01836180,0.00310345,0.05764399,0.00000000
-4.76938469,0.24233967,0.12983498,0.08348687,0.01243477,0.02670434,0.02103879,0.00357195,0.06586920,0.00000000
-4.76338169,0.27256700,0.14527057,0.09311259,0.01414314,0.03024273,0.02393567,0.00408236,0.07474398,0.00000000
-4.75737869,0.30445978,0.16142458,0.10312891,0.01598097,0.03401345,0.02703884,0.00463316,0.08422438,0.00000000
-4.75137569,0.33775236,0.17814525,0.11343293,0.01794128,0.03799040,0.03032820,0.00522188,0.09424769,0.00000000
-4.74537269,0.37212066,0.19525379,0.12390539,0.02001491,0.04214015,0.03377691,0.00584500,0.10473209,0.00000000
-4.73936968,0.40718588,0.21254718,0.13441279,0.02219082,0.04642210,0.03735139,0.00649805,0.11557703,0.00000000
-4.73336668,0.44252070,0.22980227,0.14481009,0.02445675,0.05078907,0.04101155,0.00717564,0.12666434,0.00000000
-4.72736368,0.47765801,0.24678110,0.15494421,0.02679999,0.05518811,0.04471132,0.00787164,0.13786028,0.00000000
-4.72136068,0.51210215,0.26323734,0.16465810,0.02920847,0.05956175,0.04839938,0.00857936,0.14901829,0.00000000
-4.71535768,0.54534227,0.27892371,0.17379538,0.03167196,0.06384948,0.05202029,0.00929182,0.15998267,0.00000000
-4.70935468,0.57686760,0.29360010,0.18220527,0.03418352,0.06798956,0.05551571,0.01000204,0.17059288,0.00000000
-4.70335168,0.60618398,0.30704220,0.18974776,0.03674108,0.07192100,0.05882599,0.01070342,0.18068851,0.00000000
-4.69734867,0.63283122,0.31905024,0.19629869,0.03934912,0.07558581,0.06189179,0.01139010,0.19011463,0.00000000
-4.69134567,0.65640050,0.32945760,0.20175469,0.04202043,0.07893124,0.06465587,0.01205739,0.19872737,0.00000000
-4.68534267,0.67655115,0.33813878,0.20603762,0.04477773,0.08191206,0.06706489,0.01270216,0.20639950,0.00000000
-4.67933967,0.69302606,0.34501656,0.20909841,0.04765530,0.08449270,0.06907116,0.01332322,0.21302576,0.00000000
-4.67333667,0.70566499,0.35006784,0.21092014,0.05070027,0.08664930,0.07063427,0.01392169,0.21852764,0.00000000
-4.66733367,0.71441526,0.35332810,0.21152011,0.05397368,0.08837135,0.07172250,0.01450124,0.22285748,0.00000000
-4.66133067,0.71933910,0.35489394,0.21095097,0.05755107,0.08966306,0.07231398,0.01506832,0.22600155,0.00000000
-4.65532766,0.72061735,0.35492388,0.20930062,0.06152261,0.09054425,0.07239753,0.01563225,0.22798198,0.00000000
-4.64932466,0.71854929,0.35363700,0.20669116,0.06599261,0.09105079,0.07197312,0.01620516,0.22885744,0.00000000
-4.64332166,0.71354830,0.35130966,0.20327659,0.07107838,0.09123450,0.07105198,0.01680186,0.22872245,0.00000000
