energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,2.93517963,0.00399366,0.40474973,0.89852037,0.75225283,1.18719819,0.91298015,1.10784963,0.00000000
-5.99399700,2.85373585,0.00398615,0.39042922,0.86130277,0.74443493,1.14018958,0.89023756,1.07152169,0.00000000
-5.98799400,2.76934346,0.00397569,0.37562285,0.82379860,0.73550213,1.09319906,0.86607857,1.03511932,0.00000000
-5.98199100,2.68303286,0.00396091,0.36048570,0.78637539,0.72563105,1.04668898,0.84082106,0.99900819,0.00000000
-5.97598799,2.59576810,0.00394046,0.34516189,0.74935944,0.71499287,1.00104857,0.81477898,0.96350163,0.00000000
-5.96998499,2.50843076,0.00391310,0.32978273,0.71303130,0.70374888,0.95659079,0.78825805,0.92885628,0.00000000
-5.96398199,2.42180896,0.00387773,0.31446560,0.67762363,0.69204690,0.91355292,0.76155249,0.89527038,0.00000000
-5.95797899,2.33659115,0.00383340,0.29931357,0.64332132,0.68001860,0.87210060,0.73494251,0.86288463,0.00000000
-5.95197599,2.25336443,0.00377944,0.28441564,0.61026352,0.66777766,0.83233466,0.70869270,0.83178531,0.00000000
-5.94597299,2.17261683,0.00371540,0.26984751,0.57854736,0.65541893,0.79430018,0.68305093,0.80200916,0.00000000
-5.93996998,2.09474273,0.00364115,0.25567275,0.54823288,0.64301834,0.75799697,0.65824790,0.77354967,0.00000000
-5.93396698,2.02005083,0.00355689,0.24194415,0.51934877,0.63063363,0.72339082,0.63449682,0.74636432,0.00000000
-5.92796398,1.94877381,0.00346316,0.22870533,0.49189857,0.61830579,0.69042480,0.61199345,0.72038239,0.00000000
-5.92196098,1.88107888,0.00336082,0.21599225,0.46586682,0.60606105,0.65902989,0.59091606,0.69551287,0.00000000
-5.91595798,1.81707865,0.00325108,0.20383459,0.44122489,0.59391342,0.62913457,0.57142530,0.67165219,0.00000000
-5.90995498,1.75684164,0.00313543,0.19225704,0.41793616,0.58186763,0.60067271,0.55366390,0.64869144,0.00000000
-5.90395198,1.70040187,0.00301565,0.18128016,0.39596043,0.56992227,0.57358968,0.53775609,0.62652294,0.00000000
-5.89794897,1.64776730,0.00289374,0.17092108,0.37525715,0.55807312,0.54784640,0.52380671,0.60504589,0.00000000
-5.89194597,1.59892669,0.00277186,0.16119382,0.35578779,0.54631649,0.52342133,0.51190014,0.58417109,0.00000000
-5.88594297,1.55385488,0.00265234,0.15210928,0.33751703,0.53465236,0.50031057,0.50209884,0.56382454,0.00000000
-5.87993997,1.51251628,0.00253753,0.14367503,0.32041302,0.52308730,0.47852614,0.49444190,0.54395012,0.00000000
-5.87393697,1.47486679,0.00242983,0.13589488,0.30444682,0.51163690,0.45809291,0.48894337,0.52451111,0.00000000
-5.86793397,1.44085417,0.00233156,0.12876834,0.28959118,0.50032763,0.43904437,0.48559072,0.50549079,0.00000000
-5.86193097,1.41041706,0.00224496,0.12229004,0.27581891,0.48919799,0.42141777,0.48434351,0.48689211,0.00000000
-5.85592796,1.38348294,0.00217211,0.11644918,0.26310097,0.47829884,0.40524892,0.48513229,0.46873641,0.00000000
-5.84992496,1.35996525,0.00211489,0.11122916,0.25140466,0.46769283,0.39056711,0.48785801,0.45106148,0.00000000
-5.84392196,1.33976002,0.00207490,0.10660738,0.24069191,0.45745286,0.37739046,0.49239191,0.43391891,0.00000000
-5.83791896,1.32274229,0.00205348,0.10255528,0.23091803,0.44765971,0.36572197,0.49857617,0.41737085,0.00000000
-5.83191596,1.30876259,0.00205162,0.09903872,0.22203088,0.43839870,0.35554659,0.50622514,0.40148635,0.00000000
-5.82591296,1.29764391,0.00206995,0.09601866,0.21397074,0.42975566,0.34682939,0.51512753,0.38633747,0.00000000
-5.81990995,1.28917929,0.00210868,0.09345215,0.20667064,0.42181240,0.33951488,0.52504919,0.37199515,0.00000000
-5.81390695,1.28313043,0.00216764,0.09129353,0.20005748,0.41464174,0.33352762,0.53573688,0.35852517,0.00000000
-5.80790395,1.27922750,0.00224622,0.08949599,0.19405360,0.40830254,0.32877389,0.54692258,0.34598429,0.00000000
-5.80190095,1.27717026,0.00234337,0.08801318,0.18857885,0.40283494,0.32514446,0.55832857,0.33441670,0.00000000
-5.79589795,1.27663077,0.00245761,0.08680093,0.18355300,0.39825616,0.32251812,0.56967303,0.32385112,0.00000000
-5.78989495,1.27725767,0.00258706,0.08581899,0.17889837,0.39455701,0.32076594,0.58067604,0.31429840,0.00000000
-5.78389195,1.27868197,0.00272942,0.08503266,0.17454248,0.39169960,0.31975586,0.59106585,0.30575010,0.00000000
-5.77788894,1.28052441,0.00288209,0.08441421,0.17042062,0.38961627,0.31935748,0.60058520,0.29817784,0.00000000
-5.77188594,1.28240409,0.00304213,0.08394399,0.16647814,0.38820998,0.31944673,0.60899763,0.29153368,0.00000000
-5.76588294,1.28394821,0.00320639,0.08361129,0.16267239,0.38735619,0.31991028,0.61609341,0.28575139,0.00000000
-5.75987994,1.28480247,0.00337156,0.08341467,0.15897412,0.38690627,0.32064931,0.62169506,0.28074875,0.00000000
-5.75387694,1.28464190,0.00353425,0.08336188,0.15536835,0.38669227,0.32158264,0.62566220,0.27643055,0.00000000
-5.74787394,1.28318153,0.00369109,0.08346931,0.15185460,0.38653291,0.32264896,0.62789560,0.27269237,0.00000000
-5.74187094,1.28018645,0.00383882,0.08376094,0.14844652,0.38624049,0.32380815,0.62834021,0.26942490,0.00000000
-5.73586793,1.27548079,0.00397439,0.08426684,0.14517089,0.38562844,0.32504141,0.62698717,0.26651847,0.00000000
-5.72986493,1.26895518,0.00409505,0.08502131,0.14206606,0.38451913,0.32635058,0.62387458,0.26386779,0.00000000
-5.72386193,1.26057222,0.00419843,0.08606058,0.13917993,0.38275145,0.32775627,0.61908706,0.26137654,0.00000000
-5.71785893,1.25036960,0.00428261,0.08742041,0.13656755,0.38018804,0.32929516,0.61275402,0.25896154,0.00000000
-5.71185593,1.23846074,0.00434618,0.08913343,0.13428846,0.37672146,0.33101654,0.60504666,0.25655650,0.00000000
-5.70585293,1.22503273,0.00438830,0.09122654,0.13240387,0.37227931,0.33297822,0.59617391,0.25411496,0.00000000
-5.69984992,1.21034167,0.00440871,0.09371836,0.13097390,0.36682792,0.33524204,0.58637715,0.25161252,0.00000000
-5.69384692,1.19470552,0.00440771,0.09661699,0.13005489,0.36037437,0.33786921,0.57592411,0.24904813,0.00000000
-5.68784392,1.17849479,0.00438621,0.09991802,0.12969698,0.35296702,0.34091580,0.56510204,0.24644452,0.00000000
-5.68184092,1.16212145,0.00434563,0.10360314,0.12994210,0.34469423,0.34442843,0.55421033,0.24384771,0.00000000
-5.67583792,1.14602662,0.00428787,0.10763922,0.13082228,0.33568171,0.34844066,0.54355291,0.24132581,0.00000000
-5.66983492,1.13066752,0.00421528,0.11197809,0.13235859,0.32608841,0.35297006,0.53343058,0.23896706,0.00000000
-5.66383192,1.11650435,0.00413053,0.11655698,0.13456053,0.31610126,0.35801623,0.52413360,0.23687734,0.00000000
-5.65782891,1.10398758,0.00403659,0.12129966,0.13742605,0.30592915,0.36355993,0.51593479,0.23517725,0.00000000
-5.65182591,1.09354628,0.00393659,0.12611831,0.14094196,0.29579620,0.36956324,0.50908321,0.23399888,0.00000000
-5.64582291,1.08557773,0.00383378,0.13091598,0.14508498,0.28593488,0.37597089,0.50379883,0.23348241,0.00000000
-5.63981991,1.08043883,0.00373141,0.13558963,0.14982302,0.27657898,0.38271259,0.50026809,0.23377263,0.00000000
-5.63381691,1.07843934,0.00363270,0.14003353,0.15511684,0.26795693,0.38970626,0.49864060,0.23501548,0.00000000
-5.62781391,1.07983699,0.00354073,0.14414300,0.16092189,0.26028553,0.39686188,0.49902696,0.23735453,0.00000000
-5.62181091,1.08483442,0.00345839,0.14781826,0.16719016,0.25376420,0.40408589,0.50149768,0.24092758,0.00000000
-5.61580790,1.09357776,0.00338836,0.15096816,0.17387195,0.24857006,0.41128557,0.50608314,0.24586326,0.00000000
-5.60980490,1.10615642,0.00333299,0.15351373,0.18091748,0.24485368,0.41837345,0.51277453,0.25227767,0.00000000
-5.60380190,1.12260392,0.00329435,0.15539126,0.18827811,0.24273568,0.42527119,0.52152561,0.26027091,0.00000000
-5.59779890,1.14289918,0.00327413,0.15655484,0.19590727,0.24230409,0.43191276,0.53225513,0.26992368,0.00000000
-5.59179590,1.16696821,0.00327364,0.15697822,0.20376084,0.24361249,0.43824680,0.54484984,0.28129381,0.00000000
-5.58579290,1.19468563,0.00329380,0.15665579,0.21179705,0.24667888,0.44423784,0.55916782,0.29441281,0.00000000
-5.57978989,1.22587607,0.00333506,0.15560287,0.21997597,0.25148525,0.44986649,0.57504212,0.30928250,0.00000000
-5.57378689,1.26031518,0.00339748,0.15385497,0.22825850,0.25797779,0.45512839,0.59228450,0.32587186,0.00000000
-5.56778389,1.29773048,0.00348062,0.15146636,0.23660508,0.26606782,0.46003221,0.61068929,0.34411424,0.00000000
-5.56178089,1.33780203,0.00358359,0.14850782,0.24497407,0.27563335,0.46459675,0.63003714,0.36390515,0.00000000
-5.55577789,1.38016331,0.00370504,0.14506381,0.25332019,0.28652128,0.46884729,0.65009882,0.38510077,0.00000000
-5.54977489,1.42440259,0.00384312,0.14122907,0.26159286,0.29855038,0.47281166,0.67063887,0.40751750,0.00000000
-5.54377189,1.47006505,0.00399557,0.13710496,0.26973487,0.31151483,0.47651609,0.69141924,0.43093271,0.00000000
-5.53776888,1.51665627,0.00415968,0.13279558,0.27768143,0.32518863,0.47998129,0.71220282,0.45508683,0.00000000
-5.53176588,1.56364714,0.00433235,0.12840398,0.28535963,0.33933058,0.48321900,0.73275694,0.47968703,0.00000000
-5.52576288,1.61048060,0.00451016,0.12402850,0.29268866,0.35368994,0.48622921,0.75285674,0.50441247,0.00000000
-5.51975988,1.65658030,0.00468940,0.11975950,0.29958064,0.36801266,0.48899835,0.77228852,0.52892109,0.00000000
-5.51375688,1.70136121,0.00486617,0.11567653,0.30594220,0.38204804,0.49149850,0.79085294,0.55285789,0.00000000
-5.50775388,1.74424193,0.00503645,0.11184611,0.31167677,0.39555564,0.49368767,0.80836812,0.57586453,0.00000000
-5.50175088,1.78465852,0.00519625,0.10832017,0.31668750,0.40831229,0.49551121,0.82467241,0.59758986,0.00000000
-5.49574787,1.82207932,0.00534164,0.10513514,0.32088073,0.42011890,0.49690421,0.83962701,0.61770107,0.00000000
-5.48974487,1.85602021,0.00546892,0.10231175,0.32416975,0.43080682,0.49779479,0.85311819,0.63589497,0.00000000
-5.48374187,1.88605969,0.00557467,0.09985550,0.32647884,0.44024356,0.49810795,0.86505895,0.65190904,0.00000000
-5.47773887,1.91185301,0.00565590,0.09775771,0.32774715,0.44833752,0.49776993,0.87539037,0.66553146,0.00000000
-5.47173587,1.93314467,0.00571011,0.09599711,0.32793245,0.45504147,0.49671268,0.88408217,0.67661001,0.00000000
-5.46573287,1.94977863,0.00573536,0.09454186,0.32701426,0.46035469,0.49487819,0.89113275,0.68505897,0.00000000
-5.45972986,1.96170565,0.00573035,0.09335192,0.32499644,0.46432350,0.49222248,0.89656852,0.69086391,0.00000000
-5.45372686,1.96898718,0.00569443,0.09238157,0.32190884,0.46704019,0.48871897,0.90044252,0.69408394,0.00000000
-5.44772386,1.97179563,0.00562761,0.09158208,0.31780800,0.46864020,0.48436109,0.90283242,0.69485126,0.00000000
-5.44172086,1.97041082,0.00553056,0.09090440,0.31277687,0.46929783,0.47916391,0.90383784,0.69336798,0.00000000
-5.43571786,1.96521270,0.00540459,0.09030171,0.30692343,0.46922035,0.47316481,0.90357718,0.68990020,0.00000000
-5.42971486,1.95667047,0.00525159,0.08973182,0.30037824,0.46864099,0.46642312,0.90218391,0.68476970,0.00000000
