energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.79589795,3.94467777,0.00822451,0.32098656,0.56462838,0.48046236,0.06759117,2.07004469,1.16423755,0.69234302
-5.78989495,4.02080608,0.00838958,0.33775210,0.58503133,0.48794310,0.06575280,2.10248478,1.18709373,0.71871161
-5.78389195,4.10835170,0.00857848,0.35623476,0.60671143,0.49739886,0.06396777,2.14032820,1.21157337,0.74762263
-5.77788894,4.20768177,0.00879432,0.37639669,0.62954620,0.50896168,0.06226786,2.18381497,1.23776477,0.77908681
-5.77188594,4.31891150,0.00903997,0.39816727,0.65338839,0.52271713,0.06068298,2.23306333,1.26571639,0.81306698
-5.76588294,4.44187019,0.00931789,0.42143846,0.67806590,0.53869836,0.05924032,2.28805478,1.29542417,0.84946884
-5.75987994,4.57607470,0.00962997,0.44606124,0.70338231,0.55688164,0.05796364,2.34862224,1.32682028,0.88813327
-5.75387694,4.72071233,0.00997738,0.47184360,0.72911815,0.57718364,0.05687247,2.41444252,1.35976385,0.92883078
-5.74787394,4.87463479,0.01036042,0.49855023,0.75503303,0.59946051,0.05598166,2.48503355,1.39403444,0.97125867
-5.74187094,5.03636432,0.01077840,0.52590415,0.78086861,0.62350919,0.05530094,2.55975694,1.42932894,1.01504125
-5.73586793,5.20411254,0.01122951,0.55359030,0.80635242,0.64907060,0.05483469,2.63782608,1.46526225,1.05973340
-5.72986493,5.37581215,0.01171081,0.58126118,0.83120253,0.67583505,0.05458187,2.71831986,1.50137196,1.10482740
-5.72386193,5.54916069,0.01221816,0.60854426,0.85513286,0.70344944,0.05453619,2.80020163,1.53712703,1.14976312
-5.71785893,5.72167516,0.01274627,0.63505107,0.87785914,0.73152620,0.05468636,2.88234301,1.57194033,1.19394115
-5.71185593,5.89075573,0.01328877,0.66038753,0.89910509,0.75965361,0.05501659,2.96355179,1.60518444,1.23673833
-5.70585293,6.05375621,0.01383831,0.68416513,0.91860892,0.78740717,0.05550720,3.04260295,1.63621025,1.27752534
-5.69984992,6.20805856,0.01438674,0.70601255,0.93612966,0.81436153,0.05613534,3.11827176,1.66436748,1.31568537
-5.69384692,6.35114877,0.01492529,0.72558711,0.95145317,0.84010271,0.05687584,3.18936783,1.68902631,1.35063323
-5.68784392,6.48069096,0.01544483,0.74258562,0.96439771,0.86424000,0.05770213,3.25476875,1.70959906,1.38183409
-5.68184092,6.59459692,0.01593612,0.75675408,0.97481869,0.88641717,0.05858722,3.31345224,1.72556110,1.40882099
-5.67583792,6.69108839,0.01639009,0.76789594,0.98261251,0.90632261,0.05950462,3.36452569,1.73647004,1.43121043
-5.66983492,6.76874967,0.01679815,0.77587826,0.98771945,0.92369800,0.06042929,3.40725185,1.74198231,1.44871536
-5.66383192,6.82656878,0.01715242,0.78063582,0.99012533,0.93834522,0.06133857,3.44107006,1.74186649,1.46115504
-5.65782891,6.86396551,0.01744603,0.78217286,0.98986203,0.95013131,0.06221291,3.46561207,1.73601298,1.46846137
-5.65182591,6.88080569,0.01767338,0.78056232,0.98700684,0.95899129,0.06303660,3.48071212,1.72443933,1.47068143
-5.64582291,6.87740121,0.01783028,0.77594278,0.98168067,0.96492880,0.06379828,3.48641084,1.70729142,1.46797622
-5.63981991,6.85449615,0.01791414,0.76851326,0.97404529,0.96801458,0.06449133,3.48295303,1.68484023,1.46061549
-5.63381691,6.81323962,0.01792407,0.75852594,0.96429958,0.96838290,0.06511404,3.47077928,1.65747447,1.44896916
-5.62781391,6.75514662,0.01786090,0.74627741,0.95267509,0.96622617,0.06566967,3.45051190,1.62568942,1.43349532
-5.62181091,6.68204860,0.01772719,0.73209866,0.93943095,0.96178779,0.06616621,3.42293559,1.59007243,1.41472559
-5.61580790,6.59603541,0.01752711,0.71634427,0.92484843,0.95535381,0.06661604,3.38897348,1.55128566,1.39324817
-5.60980490,6.49939113,0.01726630,0.69938132,0.90922521,0.94724346,0.06703541,3.34965945,1.51004669,1.36968929
-5.60380190,6.39452575,0.01695174,0.68157839,0.89286952,0.93779909,0.06744370,3.30610748,1.46710781,1.34469369
-5.59779890,6.28390534,0.01659143,0.66329507,0.87609443,0.92737581,0.06786262,3.25947922,1.42323466,1.31890482
-5.59179590,6.16998283,0.01619417,0.64487239,0.85921222,0.91633111,0.06831529,3.21095065,1.37918497,1.29294537
-5.58579290,6.05513181,0.01576924,0.62662444,0.84252911,0.90501500,0.06882520,3.16167901,1.33568816,1.26739895
-5.57978989,5.94158520,0.01532614,0.60883148,0.82634031,0.89376070,0.06941525,3.11277099,1.29342644,1.24279338
-5.57378689,5.83138075,0.01487421,0.59173463,0.81092546,0.88287638,0.07010671,3.06525321,1.25301808,1.21958615
-5.56778389,5.72631486,0.01442241,0.57553231,0.79654461,0.87263796,0.07091826,3.02004596,1.21500320,1.19815272
-5.56178089,5.62790576,0.01397899,0.56037842,0.78343453,0.86328322,0.07186517,2.97794082,1.17983268,1.17877779
-5.55577789,5.53736697,0.01355134,0.54638219,0.77180563,0.85500735,0.07295850,2.93958308,1.14786034,1.16164998
-5.54977489,5.45559140,0.01314573,0.53360961,0.76183923,0.84795980,0.07420458,2.90545914,1.11933853,1.14686005
-5.54377189,5.38314604,0.01276719,0.52208623,0.75368536,0.84224258,0.07560453,2.87588940,1.09441732,1.13440263
-5.53776888,5.32027688,0.01241948,0.51180119,0.74746094,0.83790988,0.07715410,2.85102660,1.07314684,1.12418137
-5.53176588,5.26692331,0.01210497,0.50271204,0.74324845,0.83496884,0.07884359,2.83085940,1.05548291,1.11601725
-5.52576288,5.22274087,0.01182476,0.49475033,0.74109496,0.83338149,0.08065803,2.81522097,1.04129520,1.10965964
-5.51975988,5.18713107,0.01157866,0.48782742,0.74101166,0.83306755,0.08257748,2.80380203,1.03037785,1.10479967
-5.51375688,5.15927669,0.01136540,0.48184039,0.74297373,0.83390808,0.08457759,2.79616751,1.02246157,1.10108521
-5.50775388,5.13818083,0.01118270,0.47667776,0.74692075,0.83574970,0.08663016,2.79177626,1.01722706,1.09813683
-5.50175088,5.12270822,0.01102751,0.47222474,0.75275749,0.83840939,0.08870392,2.79000264,1.01431875,1.09556403
-5.49574787,5.11162685,0.01089617,0.46836775,0.76035517,0.84167963,0.09076533,2.79015929,1.01335854,1.09298099
-5.48974487,5.10364864,0.01078464,0.46499825,0.76955329,0.84533390,0.09277945,2.79152011,1.01395882,1.09002122
-5.48374187,5.09746761,0.01068869,0.46201555,0.78016185,0.84913230,0.09471079,2.79334260,1.01573437,1.08635041
-5.47773887,5.09179469,0.01060409,0.45932868,0.79196415,0.85282744,0.09652418,2.79488877,1.01831267,1.08167698
-5.47173587,5.08538806,0.01052678,0.45685736,0.80472010,0.85617033,0.09818555,2.79544426,1.02134241,1.07576007
-5.46573287,5.07707891,0.01045307,0.45453194,0.81816997,0.85891634,0.09966273,2.79433492,1.02449998,1.06841457
-5.45972986,5.06579202,0.01037967,0.45229270,0.83203860,0.86083120,0.10092606,2.79094083,1.02749398,1.05951323
-5.45372686,5.05056163,0.01030387,0.45008843,0.84604011,0.86169685,0.10194896,2.78470753,1.03006770,1.04898598
-5.44772386,5.03054261,0.01022353,0.44787451,0.85988290,0.86131716,0.10270844,2.77515455,1.03199995,1.03681657
-5.44172086,5.00501759,0.01013715,0.44561087,0.87327488,0.85952338,0.10318545,2.76188128,1.03310425,1.02303708
-5.43571786,4.97340073,0.01004382,0.44325973,0.88592895,0.85617920,0.10336514,2.74457065,1.03322692,1.00772062
-5.42971486,4.93523867,0.00994322,0.44078360,0.89756851,0.85118527,0.10323706,2.72299064,1.03224436,0.99097294
-5.42371186,4.89020938,0.00983553,0.43814352,0.90793282,0.84448304,0.10279525,2.69699420,1.03005972,0.97292333
-5.41770885,4.83811955,0.00972137,0.43529780,0.91678220,0.83605782,0.10203827,2.66651775,1.02659963,0.95371563
-5.41170585,4.77890109,0.00960170,0.43220137,0.92390280,0.82594074,0.10096909,2.63157853,1.02181088,0.93349963
-5.40570285,4.71260684,0.00947772,0.42880566,0.92911085,0.81420977,0.09959507,2.59227113,1.01565764,0.91242353
-5.39969985,4.63940607,0.00935077,0.42505925,0.93225617,0.80098938,0.09792767,2.54876328,1.00811915,0.89062767
-5.39369685,4.55957952,0.00922223,0.42090913,0.93322494,0.78644903,0.09598232,2.50129100,0.99918815,0.86823993
-5.38769385,4.47351418,0.00909341,0.41630249,0.93194149,0.77080031,0.09377805,2.45015327,0.98886988,0.84537272
-5.38169085,4.38169752,0.00896550,0.41118902,0.92836909,0.75429287,0.09133721,2.39570606,0.97718192,0.82212181
-5.37568784,4.28471113,0.00883948,0.40552355,0.92250975,0.73720916,0.08868508,2.33835592,0.96415444,0.79856675
-5.36968484,4.18322345,0.00871608,0.39926885,0.91440298,0.71985819,0.08584942,2.27855298,0.94983104,0.77477274
-5.36368184,4.07798158,0.00859572,0.39239849,0.90412359,0.70256836,0.08286003,2.21678344,0.93426993,0.75079365
-5.35767884,3.96980195,0.00847857,0.38489954,0.89177861,0.68567978,0.07974825,2.15356165,0.91754523,0.72667598
-5.35167584,3.85956001,0.00836446,0.37677501,0.87750353,0.66953613,0.07654642,2.08942184,0.89974843,0.70246332
-5.34567284,3.74817888,0.00825298,0.36804589,0.86145792,0.65447647,0.07328737,2.02490968,0.88098974,0.67820102
-5.33966983,3.63661721,0.00814349,0.35875261,0.84382079,0.64082719,0.07000385,1.96057383,0.86139929,0.65394082
-5.33366683,3.52585663,0.00803516,0.34895601,0.82478573,0.62889435,0.06672803,1.89695780,0.84112804,0.62974498
-5.32766383,3.41688888,0.00792706,0.33873750,0.80455616,0.61895674,0.06349097,1.83459228,0.82034840,0.60568995
-5.32166083,3.31070320,0.00781823,0.32819870,0.78334080,0.61125966,0.06032221,1.77398820,0.79925442,0.58186913
-5.31565783,3.20827419,0.00770771,0.31746028,0.76134961,0.60600981,0.05724933,1.71563077,0.77806154,0.55839475
-5.30965483,3.11055051,0.00759467,0.30666026,0.73879026,0.60337125,0.05429763,1.65997460,0.75700592,0.53539886
-5.30365183,3.01844464,0.00747845,0.29595165,0.71586524,0.60346259,0.05148988,1.60744009,0.73634320,0.51303323
-5.29764882,2.93282390,0.00735861,0.28549965,0.69276966,0.60635532,0.04884618,1.55841106,0.71634676,0.49146837
-5.29164582,2.85450281,0.00723502,0.27547841,0.66968971,0.61207346,0.04638384,1.51323357,0.69730539,0.47089167
-5.28564282,2.78423676,0.00710784,0.26606748,0.64680179,0.62059435,0.04411737,1.47221597,0.67952044,0.45150482
-5.27963982,2.72271702,0.00697759,0.25744805,0.62427210,0.63185054,0.04205862,1.43562979,0.66330233,0.43352050
-5.27363682,2.67056685,0.00684515,0.24979917,0.60225675,0.64573273,0.04021685,1.40371150,0.64896658,0.41715871
-5.26763382,2.62833858,0.00671171,0.24329388,0.58090207,0.66209369,0.03859898,1.37666465,0.63682923,0.40264263
-5.26163082,2.59651153,0.00657881,0.23809556,0.56034511,0.68075289,0.03720975,1.35466245,0.62720187,0.39019442
-5.25562781,2.57549053,0.00644824,0.23435445,0.54071419,0.70150193,0.03605202,1.33785026,0.62038628,0.38003086
-5.24962481,2.56560492,0.00632203,0.23220455,0.52212937,0.72411049,0.03512695,1.32634802,0.61666882,0.37235914
-5.24362181,2.56710787,0.00620235,0.23176086,0.50470270,0.74833271,0.03443426,1.32025222,0.61631478,0.36737285
-5.23761881,2.58017597,0.00609150,0.23311706,0.48853827,0.77391385,0.03397236,1.31963758,0.61956277,0.36524831
-5.23161581,2.60490903,0.00599176,0.23634378,0.47373206,0.80059704,0.03373853,1.32455806,0.62661941,0.36614122
-5.22561281,2.64133004,0.00590539,0.24148733,0.46037148,0.82812998,0.03372894,1.33504734,0.63765451,0.37018384
-5.21960980,2.68938536,0.00583452,0.24856897,0.44853467,0.85627135,0.03393870,1.35111876,0.65279686,0.37748268
-5.21360680,2.74894497,0.00578107,0.25758478,0.43828974,0.88479682,0.03436179,1.37276467,0.67213086,0.38811661
-5.20760380,2.81980305,0.00574674,0.26850601,0.42969376,0.91350427,0.03499095,1.39995535,0.69569411,0.40213560
-5.20160080,2.90167856,0.00573289,0.28127988,0.42279182,0.94221828,0.03581759,1.43263744,0.72347598,0.41955979
-5.19559780,2.99421606,0.00574057,0.29583087,0.41761607,0.97079353,0.03683154,1.47073206,0.75541727,0.44037913
-5.18959480,3.09698660,0.00577043,0.31206233,0.41418483,0.99911694,0.03802092,1.51413260,0.79141093,0.46455324
-5.18359180,3.20948854,0.00582272,0.32985836,0.41250180,1.02710857,0.03937196,1.56270234,0.83130366,0.49201165
-5.17758879,3.33114852,0.00589728,0.34908590,0.41255553,1.05472112,0.04086884,1.61627187,0.87489849,0.52265416
-5.17158579,3.46132232,0.00599352,0.36959703,0.41431891,1.08193800,0.04249364,1.67463642,0.92195797,0.55635141
-5.16558279,3.59929574,0.00611044,0.39123119,0.41774896,1.10877019,0.04422630,1.73755326,0.97220793,0.59294547
-5.15957979,3.74428558,0.00624665,0.41381750,0.42278676,1.13525183,0.04604473,1.80473916,1.02534157,0.63225040
-5.15357679,3.89544092,0.00640035,0.43717694,0.42935751,1.16143496,0.04792497,1.87586818,1.08102374,0.67405288
-5.14757379,4.05184476,0.00656940,0.46112447,0.43737082,1.18738355,0.04984155,1.95056987,1.13889518,0.71811275
-5.14157079,4.21251657,0.00675134,0.48547095,0.44672118,1.21316718,0.05176787,2.02842808,1.19857671,0.76416363
-5.13556778,4.37641580,0.00694343,0.51002495,0.45728854,1.23885480,0.05367679,2.10898070,1.25967323,0.81191350
-5.12956478,4.54244705,0.00714269,0.53459433,0.46893925,1.26450892,0.05554124,2.19172050,1.32177743,0.86104557
-5.12356178,4.70946697,0.00734596,0.55898776,0.48152712,1.29018053,0.05733500,2.27609723,1.38447339,0.91121926
-5.11755878,4.87629351,0.00754996,0.58301604,0.49489489,1.31590514,0.05903346,2.36152149,1.44733997,0.96207163
-5.11155578,5.04171770,0.00775135,0.60649332,0.50887598,1.34170028,0.06061448,2.44737018,1.50995419,1.01321927
-5.10555278,5.20451806,0.00794682,0.62923831,0.52329669,1.36756442,0.06205922,2.53299398,1.57189467,1.06426078
-5.09954977,5.36347780,0.00813316,0.65107539,0.53797880,1.39347769,0.06335291,2.61772672,1.63274516,1.11478004
-5.09354677,5.51740466,0.00830731,0.67183583,0.55274263,1.41940406,0.06448558,2.70089664,1.69209853,1.16435016
-5.08754377,5.66515285,0.00846649,0.69135893,0.56741050,1.44529509,0.06545269,2.78183932,1.74956094,1.21253837
-5.08154077,5.80564686,0.00860827,0.70949335,0.58181056,1.47109488,0.06625552,2.85991207,1.80475647,1.25891169
-5.07553777,5.93790609,0.00873063,0.72609845,0.59578096,1.49674583,0.06690153,2.93450923,1.85733217,1.30304340
-5.06953477,6.06106958,0.00883205,0.74104578,0.60917411,1.52219483,0.06740436,3.00507783,1.90696330,1.34452025
-5.06353177,6.17441967,0.00891155,0.75422062,0.62186093,1.54739943,0.06778376,3.07113311,1.95335879,1.38295010
-5.05752876,6.27740347,0.00896879,0.76552362,0.63373500,1.57233342,0.06806523,3.13227295,1.99626661,1.41796996
-5.05152576,6.36965090,0.00900405,0.77487254,0.64471615,1.59699121,0.06827941,3.18819063,2.03547896,1.44925402
-5.04552276,6.45098825,0.00901826,0.78220386,0.65475357,1.62139087,0.06846132,3.23868511,2.07083680,1.47652154
-5.03951976,6.52144608,0.00901301,0.78747454,0.66382795,1.64557503,0.06864943,3.28366805,2.10223368,1.49954409
-5.03351676,6.58126068,0.00899047,0.79066343,0.67195264,1.66960979,0.06888447,3.32316714,2.12961849,1.51815196
-5.02751376,6.63086843,0.00895338,0.79177273,0.67917366,1.69358111,0.06920822,3.35732521,2.15299693,1.53223950
-5.02151076,6.67089289,0.00890497,0.79082900,0.68556834,1.71758904,0.06966215,3.38639477,2.17243162,1.54176883
-5.01550775,6.70212442,0.00884879,0.78788390,0.69124265,1.74173974,0.07028600,3.41072820,2.18804057,1.54677208
-5.00950475,6.72549313,0.00878869,0.78301448,0.69632729,1.76613571,0.07111642,3.43076361,2.19999429,1.54735167
-5.00350175,6.74203566,0.00872861,0.77632300,0.70097245,1.79086476,0.07218558,3.44700685,2.20851129,1.54367870
-4.99749875,6.75285719,0.00867245,0.76793612,0.70534168,1.81598827,0.07351990,3.46001050,2.21385239,1.53598955
-4.99149575,6.75909020,0.00862397,0.75800359,0.70960489,1.84152949,0.07513892,3.47035063,2.21631390,1.52458047
-4.98549275,6.76185175,0.00858659,0.74669624,0.71393086,1.86746267,0.07705429,3.47860248,2.21622012,1.50980076
-4.97948974,6.76220120,0.00856329,0.73420340,0.71847962,1.89370376,0.07926902,3.48531626,2.21391532,1.49204443
-4.97348674,6.76110063,0.00855651,0.72072982,0.72339502,1.92010348,0.08177688,3.49099427,2.20975567,1.47174096
-4.96748374,6.75937969,0.00856800,0.70649201,0.72879780,1.94644339,0.08456218,3.49607067,2.20410150,1.44934530
-4.96148074,6.75770707,0.00859882,0.69171428,0.73477970,1.97243550,0.08759966,3.50089489,2.19731010,1.42532783
-4.95547774,6.75656993,0.00864927,0.67662445,0.74139859,1.99772572,0.09085487,3.50571979,2.18972945,1.40016433
-4.94947474,6.75626276,0.00871889,0.66144955,0.74867526,2.02190137,0.09428459,3.51069522,2.18169311,1.37432677
-4.94347174,6.75688623,0.00880649,0.64641149,0.75659169,2.04450263,0.09783780,3.51586746,2.17351624,1.34827493
-4.93746873,6.75835658,0.00891022,0.63172300,0.76509116,2.06503757,0.10145669,3.52118465,2.16549314,1.32244943
-4.93146573,6.76042506,0.00902765,0.61758388,0.77408018,2.08300030,0.10507806,3.52650814,2.15789599,1.29726620
-4.92546273,6.76270678,0.00915590,0.60417788,0.78343204,2.09789141,0.10863490,3.53162907,2.15097488,1.27311263
-4.91945973,6.76471751,0.00929177,0.59167007,0.79299203,2.10923987,0.11205810,3.53628957,2.14495894,1.25034534
-4.91345673,6.76591677,0.00943189,0.58020504,0.80258391,2.11662529,0.11527836,3.54020727,2.14005831,1.22928964
-4.90745373,6.76575491,0.00957285,0.56990579,0.81201759,2.11969953,0.11822811,3.54310205,2.13646682,1.21024026
-4.90145073,6.76372191,0.00971143,0.56087344,0.82109737,2.11820645,0.12084347,3.54472345,2.13436497,1.19346334
-4.89544772,6.75939512,0.00984467,0.55318754,0.82963067,2.11199892,0.12306616,3.54487721,2.13392291,1.17919918
-4.88944472,6.75248344,0.00997006,0.54690715,0.83743666,2.10105199,0.12484527,3.54344966,2.13530329,1.16766540
-4.88344172,6.74286544,0.01008561,0.54207229,0.84435439,2.08547163,0.12613884,3.54042816,2.13866350,1.15906014
-4.87743872,6.73061906,0.01018999,0.53870586,0.85025024,2.06549841,0.12691519,3.53591677,2.14415708,1.15356485
-4.87143572,6.71604109,0.01028253,0.53681560,0.85502407,2.04150577,0.12715399,3.53014568,2.15193419,1.15134620
-4.86543272,6.69965487,0.01036331,0.53639615,0.85861397,2.01399289,0.12684688,3.52347398,2.16214071,1.15255697
-4.85942971,6.68220528,0.01043309,0.53743089,0.86099928,1.98357237,0.12599782,3.51638505,2.17491600,1.15733540
-4.85342671,6.66464076,0.01049331,0.53989342,0.86220174,1.95095300,0.12462295,3.50947455,2.19038923,1.16580304
-4.84742371,6.64808252,0.01054600,0.54374856,0.86228469,1.91691841,0.12275008,3.50343130,2.20867404,1.17806083
-4.84142071,6.63378187,0.01059368,0.54895281,0.86135027,1.88230235,0.12041779,3.49901143,2.22986188,1.19418365
-4.83541771,6.62306717,0.01063922,0.55545416,0.85953478,1.84796155,0.11767414,3.49700690,2.25401393,1.21421330
-4.82941471,6.61728242,0.01068571,0.56319134,0.85700231,1.81474729,0.11457511,3.49820945,2.28115195,1.23815040
-4.82341171,6.61772000,0.01073626,0.57209251,0.85393696,1.78347661,0.11118273,3.50337145,2.31124835,1.26594544
-4.81740870,6.62555054,0.01079388,0.58207353,0.85053387,1.75490446,0.10756308,3.51316545,2.34421593,1.29748957
-4.81140570,6.64175295,0.01086127,0.59303606,0.84698959,1.72969771,0.10378414,3.52814397,2.37989786,1.33260576
-4.80540270,6.66704816,0.01094068,0.60486556,0.84349214,1.70841200,0.09991362,3.54870168,2.41805843,1.37104075
-4.79939970,6.70183972,0.01103374,0.61742959,0.84021121,1.69147240,0.09601694,3.57504164,2.45837532,1.41245877
-4.79339670,6.74616460,0.01114136,0.63057656,0.83728907,1.67915841,0.09215521,3.60714744,2.50043408,1.45643733
-4.78739370,6.79965704,0.01126362,0.64413529,0.83483258,1.67159408,0.08838357,3.64476296,2.54372555,1.50246597
-4.78139070,6.86152799,0.01139973,0.65791545,0.83290670,1.66874337,0.08474974,3.68738086,2.58764683,1.54994827
-4.77538769,6.93056197,0.01154797,0.67170930,0.83153003,1.67041118,0.08129293,3.73424118,2.63150644,1.59820766
-4.76938469,7.00513260,0.01170575,0.68529468,0.83067238,1.67624990,0.07804310,3.78434040,2.67453402,1.64649711
-4.76338169,7.08323725,0.01186965,0.69843938,0.83025492,1.68577125,0.07502063,3.83645139,2.71589483,1.69401287
-4.75737869,7.16255023,0.01203551,0.71090693,0.83015266,1.69836325,0.07223638,3.88915383,2.75470900,1.73991202
-4.75137569,7.24049328,0.01219859,0.72246357,0.83019939,1.71331140,0.06969208,3.94087450,2.79007533,1.78333351
-4.74537269,7.31432114,0.01235377,0.73288636,0.83019494,1.72982372,0.06738110,3.98993604,2.82109892,1.82342198
-4.73936968,7.38121894,0.01249568,0.74197191,0.82991431,1.74705851,0.06528951,4.03461261,2.84692202,1.85935378
-4.73336668,7.43840799,0.01261898,0.74954562,0.82911842,1.76415399,0.06339731,4.07319025,2.86675670,1.89036395
-4.72736368,7.48325523,0.01271858,0.75547081,0.82756594,1.78025866,0.06167989,4.10402968,2.87991828,1.91577333
-4.72136068,7.51338197,0.01278986,0.75965731,0.82502560,1.79456143,0.06010958,4.12562875,2.88585788,1.93501441
-4.71535768,7.52676683,0.01282889,0.76206906,0.82128847,1.80632013,0.05865717,4.13668202,2.88419249,1.94765486
-4.70935468,7.52183815,0.01283264,0.76273024,0.81617949,1.81488761,0.05729344,4.13613461,2.87473108,1.95341744
-4.70335168,7.49755149,0.01279914,0.76172935,0.80956776,1.81973417,0.05599055,4.12322809,2.85749508,1.95219534
-4.69734867,7.45344814,0.01272764,0.75922116,0.80137505,1.82046562,0.05472325,4.09753597,2.83273202,1.94406196
-4.69134567,7.38969178,0.01261867,0.75542594,0.79158198,1.81683619,0.05346994,4.05898731,2.80092117,1.92927450
-4.68534267,7.30708091,0.01247408,0.75062602,0.78023174,1.80875573,0.05221339,4.00787700,2.76277045,1.90827093
-4.67933967,7.20703616,0.01229708,0.74515955,0.76743091,1.79629102,0.05094128,3.94486228,2.71920423,1.88166022
-4.67333667,7.09156260,0.01209210,0.73941160,0.75334758,1.77966116,0.04964644,3.87094541,2.67134212,1.85020596
-4.66733367,6.96318829,0.01186475,0.73380286,0.73820656,1.75922716,0.04832682,3.78744319,2.62046921,1.81480410
-4.66133067,6.82488155,0.01162165,0.72877624,0.72228216,1.73547635,0.04698518,3.69594462,2.56799871,1.77645532
-4.65532766,6.67995056,0.01137022,0.72478195,0.70588878,1.70900227,0.04562870,3.59825851,2.51542837,1.73623337
-4.64932466,6.53192935,0.01111846,0.72226162,0.68936969,1.68048092,0.04426822,3.49635332,2.46429220,1.69525041
-4.64332166,6.38445537,0.01087475,0.72163213,0.67308472,1.65064445,0.04291749,3.39229183,2.41610966,1.65462101
