energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.71785893,4.55502695,0.06737279,0.61874812,2.30330703,1.76238215,2.03156810,0.00000000,1.25605239,0.33931144
-5.71185593,4.73233329,0.06963730,0.64455120,2.38884914,1.84509243,2.10743644,0.00000000,1.30041124,0.34691690
-5.70585293,4.91203031,0.07180948,0.67085879,2.47513631,1.92829370,2.18442430,0.00000000,1.34422012,0.35540117
-5.69984992,5.09128302,0.07386684,0.69729094,2.56094331,2.01087087,2.26118414,0.00000000,1.38674558,0.36452892
-5.69384692,5.26727077,0.07578745,0.72346134,2.64501743,2.09172884,2.33638187,0.00000000,1.42727589,0.37405949
-5.68784392,5.43725139,0.07755015,0.74898758,2.72610611,2.16982123,2.40872482,0.00000000,1.46513585,0.38375208
-5.68184092,5.59862442,0.07913493,0.77350145,2.80298587,2.24417824,2.47698912,0.00000000,1.49970070,0.39337102
-5.67583792,5.74899130,0.08052320,0.79665890,2.87449167,2.31393248,2.54004577,0.00000000,1.53040867,0.40269083
-5.66983492,5.88621044,0.08169811,0.81814926,2.93954570,2.37834177,2.59688446,0.00000000,1.55677181,0.41150109
-5.66383192,6.00844520,0.08264489,0.83770347,2.99718452,2.43680781,2.64663449,0.00000000,1.57838501,0.41961080
-5.65782891,6.11420277,0.08335111,0.85510082,3.04658343,2.48888984,2.68858181,0.00000000,1.59493275,0.42685219
-5.65182591,6.20236244,0.08380701,0.87017408,3.08707700,2.53431266,2.72218171,0.00000000,1.60619360,0.43308381
-5.64582291,6.27219187,0.08400571,0.88281263,3.11817491,2.57296824,2.74706642,0.00000000,1.61204225,0.43819278
-5.63981991,6.32335063,0.08394347,0.89296356,3.13957216,2.60491106,2.76304753,0.00000000,1.61244912,0.44209604
-5.63381691,6.35588072,0.08361983,0.90063067,3.15115331,2.63034682,2.77011283,0.00000000,1.60747750,0.44474073
-5.62781391,6.37018435,0.08303773,0.90587128,3.15299044,2.64961536,2.76841791,0.00000000,1.59727851,0.44610353
-5.62181091,6.36699004,0.08220349,0.90879120,3.14533486,2.66316807,2.75827266,0.00000000,1.58208392,0.44618902
-5.61580790,6.34730844,0.08112680,0.90953794,3.12860309,2.67154118,2.74012343,0.00000000,1.56219724,0.44502723
-5.60980490,6.31238001,0.07982056,0.90829252,3.10335779,2.67532592,2.71453164,0.00000000,1.53798334,0.44267047
-5.60380190,6.26361717,0.07830063,0.90526042,3.07028469,2.67513716,2.68214968,0.00000000,1.50985714,0.43918958
-5.59779890,6.20254353,0.07658559,0.90066188,3.03016671,2.67158211,2.64369550,0.00000000,1.47827161,0.43466981
-5.59179590,6.13073350,0.07469628,0.89472230,2.98385669,2.66523063,2.59992677,0.00000000,1.44370582,0.42920656
-5.58579290,6.04975494,0.07265543,0.88766313,2.93225021,2.65658877,2.55161609,0.00000000,1.40665326,0.42290120
-5.57978989,5.96111788,0.07048719,0.87969357,2.87625976,2.64607696,2.49952814,0.00000000,1.36761094,0.41585716
-5.57378689,5.86623162,0.06821658,0.87100379,2.81679175,2.63401398,2.44439993,0.00000000,1.32706974,0.40817645
-5.56778389,5.76637218,0.06586907,0.86175977,2.75472726,2.62060755,2.38692481,0.00000000,1.28550615,0.39995688
-5.56178089,5.66266126,0.06347004,0.85210005,2.69090736,2.60595216,2.32774080,0.00000000,1.24337584,0.39128990
-5.55577789,5.55605755,0.06104442,0.84213456,2.62612357,2.59003396,2.26742365,0.00000000,1.20110888,0.38225934
-5.54977489,5.44735998,0.05861622,0.83194551,2.56111334,2.57274278,2.20648437,0.00000000,1.15910690,0.37294086
-5.54377189,5.33722213,0.05620828,0.82159020,2.49656063,2.55389011,2.14537116,0.00000000,1.11774193,0.36340219
-5.53776888,5.22617641,0.05384202,0.81110551,2.43310070,2.53323238,2.08447512,0.00000000,1.07735673,0.35370405
-5.53176588,5.11466572,0.05153723,0.80051384,2.37132851,2.51049788,2.02413898,0.00000000,1.03826642,0.34390155
-5.52576288,5.00308024,0.04931199,0.78982995,2.31180962,2.48541597,1.96466798,0.00000000,1.00076089,0.33404604
-5.51975988,4.89179665,0.04718264,0.77906841,2.25509223,2.45774676,1.90634194,0.00000000,0.96510781,0.32418711
-5.51375688,4.78121689,0.04516380,0.76825100,2.20171944,2.42730964,1.84942752,0.00000000,0.93155566,0.31437460
-5.50775388,4.67180377,0.04326839,0.75741374,2.15224016,2.39400898,1.79418961,0.00000000,0.90033648,0.30466048
-5.50175088,4.56411109,0.04150775,0.74661302,2.10721778,2.35785573,1.74090120,0.00000000,0.87166803,0.29510041
-5.49574787,4.45880608,0.03989170,0.73593045,2.06723563,2.31898343,1.68985080,0.00000000,0.84575489,0.28575485
-5.48974487,4.35668275,0.03842862,0.72547609,2.03289842,2.27765807,1.64134712,0.00000000,0.82278862,0.27668963
-5.48374187,4.25866513,0.03712553,0.71538992,2.00482931,2.23428102,1.59572045,0.00000000,0.80294649,0.26797600
-5.47773887,4.16580000,0.03598810,0.70584124,1.98366239,2.18938500,1.55332093,0.00000000,0.78638908,0.25968998
-5.47173587,4.07923953,0.03502067,0.69702620,1.97003073,2.14362323,1.51451368,0.00000000,0.77325670,0.25191125
-5.46573287,4.00021454,0.03422623,0.68916334,1.96455036,2.09775231,1.47967104,0.00000000,0.76366478,0.24472148
-5.45972986,3.92999968,0.03360634,0.68248746,1.96780078,2.05260968,1.44916264,0.00000000,0.75769864,0.23820231
-5.45372686,3.86987252,0.03316105,0.67724196,1.98030302,2.00908672,1.42334368,0.00000000,0.75540776,0.23243298
-5.44772386,3.82106835,0.03288884,0.67367008,2.00249602,1.96809884,1.40254225,0.00000000,0.75680012,0.22748786
-5.44172086,3.78473311,0.03278647,0.67200538,2.03471258,1.93055384,1.38704635,0.00000000,0.76183688,0.22343401
-5.43571786,3.76187677,0.03284897,0.67246195,2.07715612,1.89732006,1.37709143,0.00000000,0.77042779,0.22032877
-5.42971486,3.75332937,0.03306955,0.67522461,2.12987925,1.86919568,1.37284905,0.00000000,0.78242775,0.21821769
-5.42371186,3.75970203,0.03343961,0.68043982,2.19276543,1.84688056,1.37441734,0.00000000,0.79763480,0.21713284
-5.41770885,3.78135457,0.03394879,0.68820745,2.26551470,1.83095169,1.38181382,0.00000000,0.81578979,0.21709148
-5.41170585,3.81837160,0.03458506,0.69857400,2.34763428,1.82184331,1.39497090,0.00000000,0.83657790,0.21809542
-5.40570285,3.87054794,0.03533489,0.71152742,2.43843495,1.81983246,1.41373429,0.00000000,0.85963211,0.22013079
-5.39969985,3.93738440,0.03618351,0.72699392,2.53703344,1.82503038,1.43786460,0.00000000,0.88453867,0.22316848
-5.39369685,4.01809392,0.03711517,0.74483686,2.64236129,1.83738005,1.46704182,0.00000000,0.91084433,0.22716510
-5.38769385,4.11161800,0.03811346,0.76485789,2.75318008,1.85665981,1.50087277,0.00000000,0.93806529,0.23206440
-5.38169085,4.21665263,0.03916171,0.78680024,2.86810276,1.88249271,1.53890089,0.00000000,0.96569753,0.23779923
-5.37568784,4.33168275,0.04024334,0.81035417,2.98562054,1.91436109,1.58061818,0.00000000,0.99322818,0.24429365
-5.36968484,4.45502345,0.04134224,0.83516435,3.10413462,1.95162546,1.62547854,0.00000000,1.02014759,0.25146545
-5.36368184,4.58486639,0.04244315,0.86083886,3.22199173,1.99354695,1.67291200,0.00000000,1.04596153,0.25922859
-5.35767884,4.71932919,0.04353192,0.88695961,3.33752219,2.03931204,1.72233903,0.00000000,1.07020329,0.26749568
-5.35167584,4.85650558,0.04459578,0.91309365,3.44907944,2.08805840,1.77318441,0.00000000,1.09244498,0.27618030
-5.34567284,4.99451427,0.04562352,0.93880502,3.55507922,2.13890087,1.82488986,0.00000000,1.11230782,0.28519898
-5.33966983,5.13154428,0.04660559,0.96366663,3.65403741,2.19095613,1.87692486,0.00000000,1.12947088,0.29447281
-5.33366683,5.26589485,0.04753409,0.98727181,3.74460480,2.24336524,1.92879523,0.00000000,1.14367801,0.30392860
-5.32766383,5.39600850,0.04840267,1.00924503,3.82559772,2.29531313,1.98004908,0.00000000,1.15474269,0.31349947
-5.32166083,5.52049587,0.04920644,1.02925134,3.89602336,2.34604425,2.03027985,0.00000000,1.16255068,0.32312496
-5.31565783,5.63815187,0.04994167,1.04700441,3.95509895,2.39487414,2.07912657,0.00000000,1.16706029,0.33275057
-5.30965483,5.74796286,0.05060557,1.06227268,4.00226426,2.44119660,2.12627138,0.00000000,1.16830043,0.34232685
-5.30365183,5.84910535,0.05119598,1.07488363,4.03718709,2.48448668,2.17143473,0.00000000,1.16636648,0.35180812
-5.29764882,5.94093712,0.05171110,1.08472605,4.05976188,2.52429979,2.21436876,0.00000000,1.16141422,0.36115095
-5.29164582,6.02298205,0.05214914,1.09175032,4.07010184,2.56026764,2.25484948,0.00000000,1.15365213,0.37031247
-5.28564282,6.09491054,0.05250818,1.09596682,4.06852516,2.59209163,2.29266864,0.00000000,1.14333243,0.37924876
-5.27963982,6.15651729,0.05278594,1.09744277,4.05553637,2.61953478,2.32762583,0.00000000,1.13074123,0.38791345
-5.27363682,6.20769865,0.05297970,1.09629757,4.03180379,2.64241308,2.35952185,0.00000000,1.11618828,0.39625659
-5.26763382,6.24843138,0.05308634,1.09269717,3.99813447,2.66058716,2.38815388,0.00000000,1.09999668,0.40422407
-5.26163082,6.27875468,0.05310236,1.08684763,3.95544768,2.67395517,2.41331309,0.00000000,1.08249311,0.41175758
-5.25562781,6.29875683,0.05302415,1.07898824,3.90474822,2.68244759,2.43478513,0.00000000,1.06399872,0.41879519
-5.24962481,6.30856736,0.05284818,1.06938464,3.84710067,2.68602436,2.45235346,0.00000000,1.04482121,0.42527262
-5.24362181,6.30835524,0.05257135,1.05832200,3.78360543,2.68467449,2.46580580,0.00000000,1.02524823,0.43112503
-5.23761881,6.29833282,0.05219137,1.04609864,3.71537724,2.67841833,2.47494298,0.00000000,1.00554222,0.43628939
-5.23161581,6.27876477,0.05170713,1.03302017,3.64352656,2.66731185,2.47959000,0.00000000,0.98593682,0.44070724
-5.22561281,6.24998085,0.05111908,1.01939425,3.56914407,2.65145265,2.47960831,0.00000000,0.96663477,0.44432764
-5.21960980,6.21239079,0.05042953,1.00552604,3.49328806,2.63098678,2.47490847,0.00000000,0.94780723,0.44711010
-5.21360680,6.16649940,0.04964295,0.99171416,3.41697458,2.60611561,2.46546230,0.00000000,0.92959430,0.44902744
-5.20760380,6.11291992,0.04876611,0.97824727,3.34116973,2.57710179,2.45131340,0.00000000,0.91210654,0.45006808
-5.20160080,6.05238356,0.04780817,0.96540098,3.26678367,2.54427345,2.43258524,0.00000000,0.89542729,0.45023791
-5.19559780,5.98574366,0.04678060,0.95343504,3.19466567,2.50802577,2.40948588,0.00000000,0.87961535,0.44956130
-5.18959480,5.91397296,0.04569702,0.94259069,3.12559964,2.46881947,2.38230892,0.00000000,0.86470803,0.44808130
-5.18359180,5.83815328,0.04457289,0.93308796,3.06029969,2.42717575,2.35143012,0.00000000,0.85072407,0.44585888
-5.17758879,5.75945726,0.04342510,0.92512299,2.99940532,2.38366750,2.31729982,0.00000000,0.83766637,0.44297129
-5.17158579,5.67912245,0.04227143,0.91886519,2.94347604,2.33890711,2.28043131,0.00000000,0.82552446,0.43950950
-5.16558279,5.59841883,0.04113004,0.91445436,2.89298540,2.29353116,2.24138553,0.00000000,0.81427636,0.43557494
-5.15957979,5.51861108,0.04001880,0.91199773,2.84831469,2.24818268,2.20075309,0.00000000,0.80389014,0.43127558
-5.15357679,5.44091758,0.03895470,0.91156717,2.80974641,2.20349192,2.15913431,0.00000000,0.79432493,0.42672170
-5.14757379,5.36646832,0.03795318,0.91319656,2.77745821,2.16005650,2.11711845,0.00000000,0.78553151,0.42202149
-5.14157079,5.29626415,0.03702765,0.91687963,2.75151764,2.11842205,2.07526327,0.00000000,0.77745270,0.41727668
-5.13556778,5.23113968,0.03618895,0.92256842,2.73187841,2.07906440,2.03407599,0.00000000,0.77002352,0.41257861
-5.12956478,5.17173198,0.03544498,0.93017254,2.71837869,2.04237428,1.99399665,0.00000000,0.76317134,0.40800476
-5.12356178,5.11845721,0.03480047,0.93955946,2.71074196,2.00864528,1.95538490,0.00000000,0.75681614,0.40361605
-5.11755878,5.07149644,0.03425682,0.95055591,2.70858087,1.97806592,1.91851065,0.00000000,0.75087098,0.39945509
-5.11155578,5.03079179,0.03381211,0.96295065,2.71140442,1.95071601,1.88354931,0.00000000,0.74524282,0.39554528
-5.10555278,4.99605336,0.03346125,0.97649848,2.71862856,1.92656769,1.85058162,0.00000000,0.73983380,0.39189104
-5.09954977,4.96677671,0.03319623,0.99092569,2.72959015,1.90549103,1.81959809,0.00000000,0.73454285,0.38847903
-5.09354677,4.94227036,0.03300653,1.00593672,2.74356413,1.88726386,1.79050778,0.00000000,0.72926787,0.38528020
-5.08754377,4.92169201,0.03287957,1.02122201,2.75978358,1.87158546,1.76315082,0.00000000,0.72390830,0.38225280
-5.08154077,4.90409191,0.03280124,1.03646676,2.77746189,1.85809323,1.73731404,0.00000000,0.71836806,0.37934591
-5.07553777,4.88846138,0.03275654,1.05136046,2.79581657,1.84638184,1.71274883,0.00000000,0.71255868,0.37650348
-5.06953477,4.87378424,0.03273012,1.06560670,2.81409388,1.83602362,1.68919033,0.00000000,0.70640273,0.37366860
-5.06353177,4.85908887,0.03270694,1.07893306,2.83159323,1.82658958,1.66637692,0.00000000,0.69983707,0.37078780
-5.05752876,4.84349830,0.03267281,1.09110060,2.84769058,1.81766983,1.64406912,0.00000000,0.69281609,0.36781514
-5.05152576,4.82627632,0.03261492,1.10191255,2.86185985,1.80889274,1.62206688,0.00000000,0.68531453,0.36471591
-5.04552276,4.80686715,0.03252230,1.11122188,2.87369141,1.79994183,1.60022456,0.00000000,0.67732988,0.36146976
-5.03951976,4.78492706,0.03238616,1.11893728,2.88290679,1.79056987,1.57846278,0.00000000,0.66888408,0.35807305
-5.03351676,4.76034623,0.03220014,1.12502723,2.88936894,1.78060947,1.55677666,0.00000000,0.66002453,0.35454040
-5.02751376,4.73326000,0.03196051,1.12952195,2.89308748,1.76997984,1.53524008,0.00000000,0.65082415,0.35090532
-5.02151076,4.70404854,0.03166621,1.13251298,2.89421840,1.75868942,1.51400571,0.00000000,0.64138054,0.34721983
-5.01550775,4.67332520,0.03131875,1.13415029,2.89305826,1.74683451,1.49330088,0.00000000,0.63181414,0.34355322
-5.00950475,4.64191358,0.03092213,1.13463700,2.89003283,1.73459369,1.47341944,0.00000000,0.62226535,0.33998988
-5.00350175,4.61081442,0.03048255,1.13422173,2.88568044,1.72221872,1.45470995,0.00000000,0.61289080,0.33662634
-4.99749875,4.58116363,0.03000815,1.13318887,2.88063075,1.71002206,1.43756084,0.00000000,0.60385873,0.33356767
-4.99149575,4.55418318,0.02950857,1.13184717,2.87557960,1.69836179,1.42238311,0.00000000,0.59534372,0.33092339
-4.98549275,4.53112702,0.02899460,1.13051697,2.87126112,1.68762462,1.40959136,0.00000000,0.58752084,0.32880302
-4.97948974,4.51322457,0.02847770,1.12951672,2.86841804,1.67820773,1.39958414,0.00000000,0.58055966,0.32731158
-4.97348674,4.50162413,0.02796956,1.12914933,2.86777184,1.67050032,1.39272438,0.00000000,0.57461806,0.32654508
-4.96748374,4.49733905,0.02748163,1.12968894,2.86999377,1.66486584,1.38932095,0.00000000,0.56983637,0.32658640
-4.96148074,4.50119901,0.02702475,1.13136874,2.87567827,1.66162552,1.38961210,0.00000000,0.56633201,0.32750155
-4.95547774,4.51380896,0.02660873,1.13437056,2.88532012,1.66104418,1.39375169,0.00000000,0.56419483,0.32933664
-4.94947474,4.53551755,0.02624201,1.13881647,2.89929610,1.66331885,1.40179891,0.00000000,0.56348349,0.33211556
-4.94347174,4.56639673,0.02593141,1.14476312,2.91785247,1.66857078,1.41371180,0.00000000,0.56422300,0.33583863
-4.93746873,4.60623353,0.02568193,1.15219889,2.94109845,1.67684114,1.42934524,0.00000000,0.56640365,0.34048215
-4.93146573,4.65453452,0.02549656,1.16104419,2.96900616,1.68809061,1.44845327,0.00000000,0.56998132,0.34599901
-4.92546273,4.71054282,0.02537629,1.17115475,3.00141697,1.70220277,1.47069588,0.00000000,0.57487932,0.35232013
-4.91945973,4.77326668,0.02532009,1.18232791,3.03805363,1.71899107,1.49564982,0.00000000,0.58099164,0.35935698
-4.91345673,4.84151860,0.02532500,1.19431145,3.07853762,1.73820889,1.52282312,0.00000000,0.58818755,0.36700475
-4.90745373,4.91396270,0.02538626,1.20681467,3.12241053,1.75956212,1.55167253,0.00000000,0.59631732,0.37514627
-4.90145073,4.98916823,0.02549758,1.21952106,3.16915834,1.78272353,1.58162320,0.00000000,0.60521893,0.38365632
-4.89544772,5.06566661,0.02565131,1.23210193,3.21823699,1.80734803,1.61208957,0.00000000,0.61472535,0.39240633
-4.88944472,5.14200900,0.02583881,1.24423043,3.26909808,1.83308794,1.64249669,0.00000000,0.62467225,0.40126906
-4.88344172,5.21682182,0.02605075,1.25559515,3.32121307,1.85960754,1.67230077,0.00000000,0.63490557,0.41012319
-4.87743872,5.28885749,0.02627743,1.26591263,3.37409473,1.88659586,1.70100829,0.00000000,0.64528887,0.41885755
-4.87143572,5.35703804,0.02650912,1.27493838,3.42731493,1.91377730,1.72819270,0.00000000,0.65570987,0.42737487
-4.86543272,5.42048979,0.02673642,1.28247572,3.48051784,1.94091929,1.75350796,0.00000000,0.66608607,0.43559482
-4.85942971,5.47856757,0.02695054,1.28838216,3.53342804,1.96783687,1.77669858,0.00000000,0.67636903,0.44345628
-4.85342671,5.53086793,0.02714361,1.29257320,3.58585362,1.99439394,1.79760568,0.00000000,0.68654728,0.45091876
-4.84742371,5.57723101,0.02730889,1.29502335,3.63768419,2.02050137,1.81616898,0.00000000,0.69664751,0.45796290
-4.84142071,5.61773164,0.02744100,1.29576453,3.68888445,2.04611217,1.83242480,0.00000000,0.70673412,0.46459021
-4.83541771,5.65266070,0.02753606,1.29488211,3.73948405,2.07121437,1.84650038,0.00000000,0.71690705,0.47082191
-4.82941471,5.68249819,0.02759180,1.29250879,3.78956457,2.09582206,1.85860487,0.00000000,0.72729809,0.47669713
-4.82341171,5.70787988,0.02760761,1.28881687,3.83924462,2.11996548,1.86901761,0.00000000,0.73806556,0.48227053
-4.81740870,5.72955967,0.02758453,1.28400937,3.88866414,2.14368095,1.87807442,0.00000000,0.74938791,0.48760956
-4.81140570,5.74836981,0.02752523,1.27831036,3.93796888,2.16700122,1.88615251,0.00000000,0.76145619,0.49279144
-4.80540270,5.76518095,0.02743394,1.27195518,3.98729573,2.18994717,1.89365480,0.00000000,0.77446592,0.49790002
-4.79939970,5.78086422,0.02731626,1.26518082,4.03675978,2.21252133,1.90099445,0.00000000,0.78860850,0.50302282
-4.79339670,5.79625671,0.02717910,1.25821696,4.08644348,2.23470364,1.90858000,0.00000000,0.80406265,0.50824817
-4.78739370,5.81213179,0.02703045,1.25127798,4.13638811,2.25644966,1.91680196,0.00000000,0.82098614,0.51366264
-4.78139070,5.82917519,0.02687917,1.24455607,4.18658778,2.27769140,1.92602104,0.00000000,0.83950817,0.51934895
-4.77538769,5.84796707,0.02673485,1.23821574,4.23698581,2.29834046,1.93655847,0.00000000,0.85972263,0.52538412
-4.76938469,5.86897047,0.02660753,1.23238968,4.28747313,2.31829321,1.94868855,0.00000000,0.88168258,0.53183816
-4.76338169,5.89252556,0.02650752,1.22717601,4.33788869,2.33743764,1.96263345,0.00000000,0.90539613,0.53877300
-4.75737869,5.91884920,0.02644518,1.22263691,4.38802128,2.35566107,1.97856023,0.00000000,0.93082386,0.54624182
-4.75137569,5.94803908,0.02643069,1.21879838,4.43761256,2.37285836,1.99657995,0.00000000,0.95787786,0.55428858
-4.74537269,5.98008128,0.02647387,1.21565120,4.48636098,2.38893974,2.01674855,0.00000000,0.98642247,0.56294762
-4.73936968,6.01486039,0.02658396,1.21315279,4.53392642,2.40383778,2.03906925,0.00000000,1.01627659,0.57224345
-4.73336668,6.05217118,0.02676944,1.21122983,4.57993516,2.41751299,2.06349614,0.00000000,1.04721760,0.58219036
-4.72736368,6.09173076,0.02703785,1.20978156,4.62398541,2.42995752,2.08993849,0.00000000,1.07898649,0.59279202
-4.72136068,6.13319049,0.02739561,1.20868353,4.66565304,2.44119678,2.11826558,0.00000000,1.11129420,0.60404088
-4.71535768,6.17614707,0.02784785,1.20779169,4.70449762,2.45128889,2.14831156,0.00000000,1.14382875,0.61591741
-4.70935468,6.22015215,0.02839827,1.20694670,4.74006875,2.46032180,2.17988000,0.00000000,1.17626291,0.62838917
-4.70335168,6.26472034,0.02904899,1.20597830,4.77191257,2.46840852,2.21274809,0.00000000,1.20826207,0.64140965
-4.69734867,6.30933532,0.02980037,1.20470970,4.79957849,2.47568052,2.24666993,0.00000000,1.23949203,0.65491716
-4.69134567,6.35345438,0.03065096,1.20296181,4.82262597,2.48227982,2.28137913,0.00000000,1.26962627,0.66883357
-4.68534267,6.39651131,0.03159735,1.20055725,4.84063128,2.48835027,2.31659040,0.00000000,1.29835259,0.68306325
-4.67933967,6.43791823,0.03263410,1.19732414,4.85319408,2.49402847,2.35200039,0.00000000,1.32537886,0.69749217
-4.67333667,6.47706674,0.03375369,1.19309944,4.85994372,2.49943491,2.38728779,0.00000000,1.35043759,0.71198745
-4.66733367,6.51332896,0.03494651,1.18773202,4.86054512,2.50466587,2.42211296,0.00000000,1.37328941,0.72639733
-4.66133067,6.54605910,0.03620090,1.18108526,4.85470413,2.50978649,2.45611746,0.00000000,1.39372538,0.74055178
-4.65532766,6.57459613,0.03750321,1.17303923,4.84217234,2.51482553,2.48892376,0.00000000,1.41156819,0.75426392
-4.64932466,6.59826823,0.03883794,1.16349258,4.82275142,2.51977203,2.52013567,0.00000000,1.42667240,0.76733221
-4.64332166,6.61639949,0.04018798,1.15236397,4.79629692,2.52457421,2.54933974,0.00000000,1.43892388,0.77954357
