energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.25062531,1.32509831,0.00142489,0.03041572,0.10745875,0.89607367,0.00652912,0.20456030,0.24814823,0.17604467
-3.24462231,1.36452246,0.00146833,0.03047309,0.10646878,0.91471311,0.00705516,0.20249790,0.26443274,0.18651073
-3.23861931,1.40270859,0.00150407,0.03066310,0.10562772,0.93073443,0.00758013,0.20128664,0.28110936,0.19728723
-3.23261631,1.43908330,0.00153172,0.03097390,0.10491950,0.94388663,0.00809811,0.20087710,0.29796387,0.20823923
-3.22661331,1.47309654,0.00155109,0.03139073,0.10432381,0.95397738,0.00860319,0.20119787,0.31477026,0.21922425
-3.22061031,1.50423627,0.00156221,0.03189637,0.10381681,0.96087616,0.00908962,0.20215822,0.33129702,0.23009699
-3.21460730,1.53204300,0.00156533,0.03247174,0.10337182,0.96451607,0.00955199,0.20365122,0.34731405,0.24071420
-3.20860430,1.55612337,0.00156087,0.03309647,0.10296018,0.96489434,0.00998540,0.20555740,0.36259959,0.25093964
-3.20260130,1.57616202,0.00154945,0.03374960,0.10255203,0.96207121,0.01038561,0.20774848,0.37694703,0.26064882
-3.19659830,1.59193129,0.00153185,0.03441018,0.10211722,0.95616725,0.01074920,0.21009146,0.39017121,0.26973319
-3.19059530,1.60329796,0.00150898,0.03505799,0.10162605,0.94735917,0.01107371,0.21245256,0.40211384,0.27810380
-3.18459230,1.61022689,0.00148184,0.03567409,0.10105014,0.93587414,0.01135768,0.21470120,0.41264794,0.28569397
-3.17858929,1.61278108,0.00145150,0.03624139,0.10036318,0.92198272,0.01160072,0.21671374,0.42168087,0.29246108
-3.17258629,1.61111820,0.00141904,0.03674510,0.09954161,0.90599074,0.01180350,0.21837699,0.42915599,0.29838714
-3.16658329,1.60548360,0.00138556,0.03717311,0.09856531,0.88823027,0.01196776,0.21959118,0.43505284,0.30347832
-3.16058029,1.59620014,0.00135207,0.03751621,0.09741818,0.86904994,0.01209613,0.22027261,0.43938589,0.30776340
-3.15457729,1.58365510,0.00131954,0.03776826,0.09608855,0.84880509,0.01219212,0.22035558,0.44220191,0.31129117
-3.14857429,1.56828501,0.00128880,0.03792619,0.09456963,0.82784788,0.01225989,0.21979377,0.44357626,0.31412698
-3.14257129,1.55055878,0.00126059,0.03798988,0.09285966,0.80651784,0.01230405,0.21856088,0.44360830,0.31634869
-3.13656828,1.53096017,0.00123548,0.03796198,0.09096205,0.78513313,0.01232953,0.21665057,0.44241621,0.31804208
-3.13056528,1.50997024,0.00121388,0.03784758,0.08888527,0.76398283,0.01234129,0.21407571,0.44013152,0.31929616
-3.12456228,1.48805065,0.00119607,0.03765380,0.08664270,0.74332050,0.01234412,0.21086689,0.43689380,0.32019856
-3.11855928,1.46562855,0.00118214,0.03738937,0.08425220,0.72335928,0.01234245,0.20707043,0.43284561,0.32083114
-3.11255628,1.44308372,0.00117205,0.03706407,0.08173561,0.70426853,0.01234014,0.20274574,0.42812813,0.32126624
-3.10655328,1.42073845,0.00116563,0.03668829,0.07911814,0.68617228,0.01234033,0.19796238,0.42287758,0.32156357
-3.10055028,1.39885059,0.00116255,0.03627244,0.07642757,0.66914933,0.01234527,0.19279681,0.41722255,0.32176805
-3.09454727,1.37760988,0.00116241,0.03582655,0.07369350,0.65323500,0.01235629,0.18732902,0.41128233,0.32190846
-3.08854427,1.35713759,0.00116472,0.03535978,0.07094644,0.63842434,0.01237372,0.18163922,0.40516611,0.32199715
-3.08254127,1.33748930,0.00116891,0.03488010,0.06821694,0.62467664,0.01239688,0.17580473,0.39897308,0.32203063
-3.07653827,1.31866044,0.00117438,0.03439403,0.06553477,0.61192086,0.01242416,0.16989717,0.39279305,0.32199099
-3.07053527,1.30059410,0.00118051,0.03390642,0.06292809,0.60006182,0.01245308,0.16398014,0.38670756,0.32184807
-3.06453227,1.28319056,0.00118667,0.03342042,0.06042273,0.58898676,0.01248039,0.15810744,0.38079122,0.32156206
-3.05852926,1.26631785,0.00119226,0.03293744,0.05804160,0.57857187,0.01250230,0.15232188,0.37511282,0.32108657
-3.05252626,1.24982267,0.00119671,0.03245731,0.05580414,0.56868865,0.01251457,0.14665474,0.36973637,0.32037177
-3.04652326,1.23354108,0.00119950,0.03197843,0.05372600,0.55920967,0.01251276,0.14112587,0.36472146,0.31936744
-3.04052026,1.21730830,0.00120017,0.03149803,0.05181875,0.55001355,0.01249241,0.13574437,0.36012319,0.31802593
-3.03451726,1.20096719,0.00119834,0.03101244,0.05008976,0.54098909,0.01244923,0.13050973,0.35599133,0.31630456
-3.02851426,1.18437508,0.00119369,0.03051745,0.04854221,0.53203826,0.01237930,0.12541344,0.35236893,0.31416766
-3.02251126,1.16740875,0.00118600,0.03000860,0.04717523,0.52307823,0.01227921,0.12044091,0.34929027,0.31158798
-3.01650825,1.14996738,0.00117513,0.02948153,0.04598401,0.51404229,0.01214624,0.11557344,0.34677854,0.30854747
-3.01050525,1.13197385,0.00116101,0.02893229,0.04496020,0.50487997,0.01197843,0.11079043,0.34484318,0.30503753
-3.00450225,1.11337433,0.00114365,0.02835758,0.04409219,0.49555629,0.01177467,0.10607133,0.34347745,0.30105871
-2.99849925,1.09413671,0.00112316,0.02775499,0.04336560,0.48605064,0.01153472,0.10139750,0.34265618,0.29661996
-2.99249625,1.07424824,0.00109968,0.02712321,0.04276369,0.47635519,0.01125926,0.09675384,0.34233421,0.29173755
-2.98649325,1.05371291,0.00107344,0.02646213,0.04226797,0.46647342,0.01094979,0.09213003,0.34244566,0.28643385
-2.98049025,1.03254899,0.00104471,0.02577296,0.04185869,0.45641879,0.01060864,0.08752142,0.34290429,0.28073602
-2.97448724,1.01078733,0.00101382,0.02505827,0.04151550,0.44621384,0.01023883,0.08292962,0.34360499,0.27467484
-2.96848424,0.98847070,0.00098113,0.02432207,0.04121807,0.43589000,0.00984398,0.07836263,0.34442664,0.26828371
-2.96248124,0.96565455,0.00094702,0.02356977,0.04094674,0.42548809,0.00942822,0.07383476,0.34523618,0.26159806
-2.95647824,0.94240941,0.00091192,0.02280826,0.04068324,0.41505972,0.00899601,0.06936621,0.34589387,0.25465505
-2.95047524,0.91882489,0.00087628,0.02204591,0.04041134,0.40466953,0.00855206,0.06498246,0.34625961,0.24749376
-2.94447224,0.89501522,0.00084055,0.02129256,0.04011756,0.39439825,0.00810121,0.06071355,0.34619993,0.24015580
-2.93846923,0.87112611,0.00080523,0.02055964,0.03979183,0.38434633,0.00764830,0.05659327,0.34559550,0.23268629
-2.93246623,0.84734243,0.00077081,0.01986017,0.03942812,0.37463811,0.00719808,0.05265833,0.34434867,0.22513512
-2.92646323,0.82389637,0.00073782,0.01920887,0.03902498,0.36542604,0.00675516,0.04894759,0.34239084,0.21755844
-2.92046023,0.80107526,0.00070680,0.01862220,0.03858601,0.35689481,0.00632392,0.04550134,0.33968903,0.21002014
-2.91445723,0.77922856,0.00067834,0.01811844,0.03812023,0.34926491,0.00590849,0.04236070,0.33625151,0.20259337
-2.90845423,0.75877322,0.00065303,0.01771771,0.03764223,0.34279535,0.00551273,0.03956709,0.33213210,0.19536165
-2.90245123,0.74019674,0.00063149,0.01744199,0.03717229,0.33778495,0.00514020,0.03716182,0.32743280,0.18841970
-2.89644822,0.72405735,0.00061439,0.01731500,0.03673617,0.33457216,0.00479416,0.03518573,0.32230460,0.18187373
-2.89044522,0.71098073,0.00060242,0.01736204,0.03636477,0.33353279,0.00447762,0.03367881,0.31694640,0.17584104
-2.88444222,0.70165280,0.00059628,0.01760977,0.03609364,0.33507552,0.00419328,0.03267994,0.31160186,0.17044891
-2.87843922,0.69680846,0.00059669,0.01808575,0.03596213,0.33963508,0.00394359,0.03222637,0.30655437,0.16583277
-2.87243622,0.69721599,0.00060438,0.01881798,0.03601248,0.34766279,0.00373073,0.03235328,0.30212013,0.16213347
-2.86643322,0.70365744,0.00062006,0.01983420,0.03628864,0.35961475,0.00355661,0.03309314,0.29863958,0.15949394
-2.86043022,0.71690513,0.00064442,0.02116108,0.03683499,0.37593762,0.00342286,0.03447483,0.29646752,0.15805506
-2.85442721,0.73769490,0.00067810,0.02282336,0.03769480,0.39705234,0.00333080,0.03652271,0.29596203,0.15795097
-2.84842421,0.76669684,0.00072165,0.02484271,0.03890879,0.42333623,0.00328142,0.03925546,0.29747274,0.15930409
-2.84242121,0.80448439,0.00077553,0.02723670,0.04051345,0.45510399,0.00327531,0.04268474,0.30132870,0.16221972
-2.83641821,0.85150294,0.00084008,0.03001759,0.04253949,0.49258825,0.00331266,0.04681384,0.30782632,0.16678080
-2.83041521,0.90803920,0.00091547,0.03319122,0.04501029,0.53592042,0.00339314,0.05163621,0.31721771,0.17304271
-2.82441221,0.97419261,0.00100171,0.03675583,0.04794051,0.58511282,0.00351593,0.05713404,0.32969989,0.18102867
-2.81840920,1.04985028,0.00109859,0.04070114,0.05133481,0.64004286,0.00367962,0.06327699,0.34540516,0.19072565
-2.81240620,1.13466678,0.00120569,0.04500749,0.05518692,0.70044020,0.00388216,0.07002111,0.36439305,0.20208130
-2.80640320,1.22805007,0.00132234,0.04964529,0.05947885,0.76587792,0.00412091,0.07730808,0.38664413,0.21500184
-2.80040020,1.32915478,0.00144763,0.05457470,0.06418054,0.83576826,0.00439252,0.08506484,0.41205590,0.22935135
-2.79439720,1.43688368,0.00158042,0.05974563,0.06924985,0.90936379,0.00469305,0.09320371,0.44044104,0.24495230
-2.78839420,1.54989806,0.00171933,0.06509822,0.07463287,0.98576439,0.00501791,0.10162306,0.47152810,0.26158761
-2.78239120,1.66663729,0.00186274,0.07056357,0.08026475,1.06393024,0.00536198,0.11020853,0.50496471,0.27900412
-2.77638819,1.78534738,0.00200886,0.07606495,0.08607078,1.14270088,0.00571963,0.11883489,0.54032322,0.29691746
-2.77038519,1.90411811,0.00215572,0.08151933,0.09196795,1.22081995,0.00608486,0.12736841,0.57710883,0.31501829
-2.76438219,2.02092775,0.00230124,0.08683930,0.09786677,1.29696504,0.00645137,0.13566977,0.61476983,0.33297957
-2.75837919,2.13369399,0.00244326,0.09193525,0.10367336,1.36978169,0.00681275,0.14359748,0.65270984,0.35046471
-2.75237619,2.24032936,0.00257960,0.09671774,0.10929179,1.43792041,0.00716257,0.15101146,0.69030156,0.36713640
-2.74637319,2.33879921,0.00270808,0.10110003,0.11462650,1.50007540,0.00749455,0.15777697,0.72690176,0.38266566
-2.74037019,2.42717990,0.00282665,0.10500058,0.11958480,1.55502333,0.00780273,0.16376848,0.76186694,0.39674083
-2.73436718,2.50371515,0.00293335,0.10834556,0.12407930,1.60166073,0.00808158,0.16887345,0.79456921,0.40907622
-2.72836418,2.56686796,0.00302643,0.11107108,0.12803021,1.63903837,0.00832621,0.17299581,0.82441194,0.41942001
-2.72236118,2.61536638,0.00310437,0.11312522,0.13136744,1.66639110,0.00853242,0.17605907,0.85084461,0.42756109
-2.71635818,2.64824094,0.00316593,0.11446966,0.13403245,1.68316200,0.00869689,0.17800876,0.87337634,0.43333473
-2.71035518,2.66485252,0.00321015,0.11508085,0.13597969,1.68901972,0.00881722,0.17881432,0.89158792,0.43662670
-2.70435218,2.66490957,0.00323642,0.11495081,0.13717774,1.68386837,0.00889206,0.17847017,0.90514171,0.43737585
-2.69834917,2.64847408,0.00324447,0.11408725,0.13760998,1.66784958,0.00892109,0.17699607,0.91378931,0.43557504
-2.69234617,2.61595643,0.00323436,0.11251338,0.13727490,1.64133674,0.00890514,0.17443666,0.91737681,0.43127046
-2.68634317,2.56809960,0.00320652,0.11026708,0.13618599,1.60492192,0.00884610,0.17086027,0.91584744,0.42455944
-2.68034017,2.50595372,0.00316169,0.10739969,0.13437122,1.55939606,0.00874701,0.16635715,0.90924178,0.41558690
-2.67433717,2.43084224,0.00310094,0.10397448,0.13187227,1.50572360,0.00861194,0.16103701,0.89769544,0.40454061
-2.66833417,2.34432168,0.00302563,0.10006469,0.12874336,1.44501261,0.00844599,0.15502625,0.88143464,0.39164561
-2.66233117,2.24813650,0.00293734,0.09575146,0.12504994,1.37848202,0.00825521,0.14846474,0.86076960,0.37715792
-2.65632816,2.14417132,0.00283792,0.09112165,0.12086714,1.30742713,0.00804653,0.14150254,0.83608639,0.36135785
-2.65032516,2.03440230,0.00272937,0.08626551,0.11627817,1.23318512,0.00782764,0.13429650,0.80783730,0.34454334
-2.64432216,1.92084948,0.00261385,0.08127453,0.11137261,1.15710153,0.00760693,0.12700693,0.77653028,0.32702320
-2.63831916,1.80553177,0.00249360,0.07623936,0.10624469,1.08049911,0.00739335,0.11979444,0.74271769,0.30911092
-2.63231616,1.69042570,0.00237095,0.07124786,0.10099168,1.00464987,0.00719628,0.11281704,0.70698476,0.29111874
-2.62631316,1.57742903,0.00224824,0.06638348,0.09571226,0.93075098,0.00702541,0.10622741,0.66993810,0.27335253
-2.62031016,1.46832984,0.00212778,0.06172378,0.09050507,0.85990500,0.00689057,0.10017059,0.63219465,0.25610725
-2.61430715,1.36478135,0.00201185,0.05733932,0.08546733,0.79310453,0.00680159,0.09478190,0.59437113,0.23966316
-2.60830415,1.26828233,0.00190262,0.05329271,0.08069361,0.73122126,0.00676810,0.09018511,0.55707448,0.22428271
-2.60230115,1.18016310,0.00180216,0.04963795,0.07627477,0.67499916,0.00679935,0.08649090,0.52089320,0.21020819
-2.59629815,1.10157636,0.00171236,0.04642006,0.07229699,0.62505132,0.00690402,0.08379549,0.48638996,0.19765988
-2.59029515,1.03349231,0.00163495,0.04367476,0.06884094,0.58186001,0.00708997,0.08217943,0.45409531,0.18683485
-2.58429215,0.97669746,0.00157143,0.04142847,0.06598109,0.54577926,0.00736405,0.08170646,0.42450275,0.17790608
-2.57828914,0.93179628,0.00152309,0.03969833,0.06378507,0.51703953,0.00773189,0.08242256,0.39806480,0.17102203
-2.57228614,0.89921509,0.00149092,0.03849243,0.06231322,0.49575379,0.00819765,0.08435500,0.37519034,0.16630645
-2.56628314,0.87920760,0.00147567,0.03781005,0.06161812,0.48192462,0.00876385,0.08751155,0.35624271,0.16385838
-2.56028014,0.87186161,0.00147779,0.03764202,0.06174422,0.47545190,0.00943116,0.09187978,0.34153874,0.16375228
-2.55427714,0.87710647,0.00149740,0.03797119,0.06272752,0.47614079,0.01019830,0.09742658,0.33134820,0.16603828
-2.54827414,0.89472116,0.00153435,0.03877289,0.06459528,0.48370990,0.01106188,0.10409791,0.32589366,0.17074240
-2.54227114,0.92434271,0.00158815,0.04001550,0.06736571,0.49779943,0.01201634,0.11181890,0.32535039,0.17786688
-2.53626813,0.96547508,0.00165803,0.04166115,0.07104778,0.51797937,0.01305402,0.12049437,0.32984618,0.18739045
-2.53026513,1.01749832,0.00174293,0.04366637,0.07564088,0.54375770,0.01416513,0.13000973,0.33946081,0.19926861
-2.52426213,1.07967831,0.00184153,0.04598300,0.08113458,0.57458874,0.01533793,0.14023260,0.35422505,0.21343390
-2.51825913,1.15117684,0.00195227,0.04855899,0.08750836,0.60988162,0.01655888,0.15101478,0.37411907,0.22979619
-2.51225613,1.23106234,0.00207343,0.05133948,0.09473131,0.64900897,0.01781297,0.16219503,0.39907028,0.24824293
-2.50625313,1.31832116,0.00220312,0.05426777,0.10276189,0.69131586,0.01908393,0.17360223,0.42895055,0.26863948
-2.50025013,1.41186932,0.00233936,0.05728646,0.11154766,0.73612892,0.02035467,0.18505915,0.46357303,0.29082936
-2.49424712,1.51056478,0.00248015,0.06033857,0.12102510,0.78276563,0.02160765,0.19638655,0.50268881,0.31463471
-2.48824412,1.61322013,0.00262353,0.06336860,0.13111949,0.83054353,0.02282528,0.20740765,0.54598357,0.33985673
-2.48224112,1.71861546,0.00276759,0.06632368,0.14174488,0.87878938,0.02399037,0.21795260,0.59307484,0.36627636
-2.47623812,1.82551151,0.00291059,0.06915451,0.15280432,0.92684799,0.02508654,0.22786297,0.64351002,0.39365503
-2.47023512,1.93266273,0.00305098,0.07181626,0.16419013,0.97409055,0.02609860,0.23699599,0.69676582,0.42173587
-2.46423212,2.03883048,0.00318747,0.07426933,0.17578462,1.01992229,0.02701286,0.24522827,0.75224951,0.45024514
-2.45822911,2.14279600,0.00331902,0.07647987,0.18746093,1.06378933,0.02781751,0.25245901,0.80930232,0.47889417
-2.45222611,2.24337336,0.00344491,0.07842020,0.19908431,1.10518463,0.02850274,0.25861237,0.86720541,0.50738179
-2.44622311,2.33942236,0.00356473,0.08006900,0.21051373,1.14365295,0.02906096,0.26363896,0.92518865,0.53539740
-2.44022011,2.42986121,0.00367838,0.08141123,0.22160386,1.17879474,0.02948687,0.26751638,0.98244220,0.56262469
-2.43421711,2.51367936,0.00378603,0.08243801,0.23220743,1.21026911,0.02977747,0.27024876,1.03813093,0.58874601
-2.42821411,2.58995012,0.00388812,0.08314615,0.24217789,1.23779579,0.02993197,0.27186530,1.09141142,0.61344746
-2.42221111,2.65784322,0.00398530,0.08353768,0.25137240,1.26115632,0.02995171,0.27241795,1.14145096,0.63642453
-2.41620810,2.71663718,0.00407835,0.08361923,0.25965497,1.28019440,0.02984001,0.27197828,1.18744822,0.65738833
-2.41020510,2.76573116,0.00416816,0.08340124,0.26689976,1.29481568,0.02960190,0.27063371,1.22865452,0.67607208
-2.40420210,2.80465616,0.00425562,0.08289732,0.27299436,1.30498699,0.02924395,0.26848335,1.26439506,0.69223776
-2.39819910,2.83308504,0.00434160,0.08212341,0.27784291,1.31073504,0.02877401,0.26563356,1.29408908,0.70568271
-2.39219610,2.85084107,0.00442682,0.08109714,0.28136899,1.31214481,0.02820098,0.26219356,1.31726796,0.71624567
-2.38619310,2.85790433,0.00451184,0.07983714,0.28351805,1.30935750,0.02753454,0.25827119,1.33359039,0.72381231
-2.38019010,2.85441570,0.00459702,0.07836250,0.28425940,1.30256808,0.02678498,0.25396913,1.34285371,0.72831955
-2.37418709,2.84067773,0.00468243,0.07669231,0.28358748,1.29202249,0.02596297,0.24938162,1.34500091,0.72975882
-2.36818409,2.81715213,0.00476790,0.07484532,0.28152244,1.27801433,0.02507941,0.24459195,1.34012263,0.72817758
-2.36218109,2.78445362,0.00485297,0.07283968,0.27811000,1.26088107,0.02414524,0.23967067,1.32845411,0.72367937
-2.35617809,2.74333988,0.00493692,0.07069286,0.27342046,1.24099976,0.02317137,0.23467465,1.31036699,0.71642187
-2.35017509,2.69469770,0.00501881,0.06842155,0.26754696,1.21878212,0.02216851,0.22964698,1.28635638,0.70661333
-2.34417209,2.63952561,0.00509750,0.06604175,0.26060308,1.19466913,0.02114711,0.22461758,1.25702368,0.69450715
-2.33816908,2.57891324,0.00517175,0.06356882,0.25271976,1.16912505,0.02011727,0.21960453,1.22305583,0.68039497
-2.33216608,2.51401818,0.00524024,0.06101766,0.24404177,1.14263096,0.01908868,0.21461591,1.18520213,0.66459842
-2.32616308,2.44604083,0.00530167,0.05840286,0.23472378,1.11567795,0.01807052,0.20965207,1.14424950,0.64745992
-2.32016008,2.37619835,0.00535479,0.05573882,0.22492625,1.08875999,0.01707141,0.20470808,1.10099731,0.62933282
-2.31415708,2.30569833,0.00539853,0.05303994,0.21481132,1.06236676,0.01609936,0.19977627,1.05623300,0.61057135
-2.30815408,2.23571326,0.00543198,0.05032069,0.20453870,1.03697648,0.01516168,0.19484870,1.01070934,0.59152076
-2.30215108,2.16735663,0.00545452,0.04759571,0.19426197,1.01304892,0.01426492,0.18991933,0.96512438,0.57250812
-2.29614807,2.10166142,0.00546576,0.04487982,0.18412518,0.99101885,0.01341483,0.18498592,0.92010465,0.55383401
-2.29014507,2.03956164,0.00546566,0.04218802,0.17425994,0.97128994,0.01261630,0.18005138,0.87619236,0.53576556
-2.28414207,1.98187753,0.00545442,0.03953540,0.16478314,0.95422941,0.01187331,0.17512469,0.83383664,0.51853092
-2.27813907,1.92930453,0.00543257,0.03693702,0.15579527,0.94016331,0.01118895,0.17022129,0.79338913,0.50231554
-2.27213607,1.88240647,0.00540087,0.03440778,0.14737930,0.92937272,0.01056532,0.16536295,0.75510366,0.48726004
-2.26613307,1.84161265,0.00536031,0.03196222,0.13960029,0.92209080,0.01000363,0.16057719,0.71913970,0.47345996
-2.26013007,1.80721885,0.00531204,0.02961432,0.13250552,0.91850073,0.00950415,0.15589630,0.68556919,0.46096706
-2.25412706,1.77939171,0.00525730,0.02737725,0.12612511,0.91873447,0.00906632,0.15135609,0.65438603,0.44979216
-2.24812406,1.75817622,0.00519741,0.02526316,0.12047314,0.92287237,0.00868873,0.14699440,0.62551769,0.43990917
-2.24212106,1.74350565,0.00513364,0.02328297,0.11554910,0.93094357,0.00836929,0.14284961,0.59883812,0.43126018
-2.23611806,1.73521332,0.00506722,0.02144618,0.11133953,0.94292706,0.00810526,0.13895905,0.57418136,0.42376121
-2.23011506,1.73304572,0.00499924,0.01976065,0.10781991,0.95875343,0.00789335,0.13535761,0.55135509,0.41730836
-2.22411206,1.73667633,0.00493065,0.01823249,0.10495655,0.97830716,0.00772989,0.13207654,0.53015361,0.41178403
-2.21810905,1.74571964,0.00486219,0.01686595,0.10270849,1.00142954,0.00761089,0.12914248,0.51036980,0.40706299
-2.21210605,1.75974499,0.00479440,0.01566337,0.10102930,1.02792200,0.00753218,0.12657682,0.49180547,0.40301809
-2.20610305,1.77828978,0.00472759,0.01462517,0.09986873,1.05755007,0.00748952,0.12439532,0.47428010,0.39952520
-2.20010005,1.80087193,0.00466188,0.01374989,0.09917419,1.09004773,0.00747873,0.12260819,0.45763756,0.39646755
-2.19409705,1.82700128,0.00459717,0.01303425,0.09889204,1.12512235,0.00749576,0.12122026,0.44175095,0.39373918
-2.18809405,1.85619002,0.00453320,0.01247335,0.09896860,1.16246001,0.00753682,0.12023164,0.42652538,0.39124745
-2.18209105,1.88796191,0.00446955,0.01206081,0.09935104,1.20173135,0.00759844,0.11963840,0.41189903,0.38891476
-2.17608804,1.92186052,0.00440571,0.01178899,0.09998800,1.24259769,0.00767753,0.11943352,0.39784254,0.38667944
-2.17008504,1.95745633,0.00434112,0.01164927,0.10083013,1.28471741,0.00777150,0.11960790,0.38435690,0.38449590
-2.16408204,1.99435276,0.00427519,0.01163231,0.10183043,1.32775248,0.00787823,0.12015136,0.37147024,0.38233424
-2.15807904,2.03219119,0.00420736,0.01172836,0.10294454,1.37137466,0.00799619,0.12105361,0.35923372,0.38017931
-2.15207604,2.07065466,0.00413716,0.01192752,0.10413098,1.41527140,0.00812441,0.12230514,0.34771667,0.37802953
-2.14607304,2.10947043,0.00406422,0.01222008,0.10535133,1.45915096,0.00826254,0.12389789,0.33700146,0.37589543
-2.14007004,2.14841096,0.00398831,0.01259675,0.10657039,1.50274642,0.00841083,0.12582576,0.32717808,0.37379805
-2.13406703,2.18729339,0.00390941,0.01304892,0.10775646,1.54581836,0.00857015,0.12808485,0.31833888,0.37176742
-2.12806403,2.22597713,0.00382767,0.01356885,0.10888146,1.58815589,0.00874194,0.13067345,0.31057337,0.36984088
-2.12206103,2.26435955,0.00374346,0.01414980,0.10992124,1.62957583,0.00892822,0.13359177,0.30396351,0.36806164
-2.11605803,2.30236967,0.00365737,0.01478615,0.11085573,1.66991999,0.00913146,0.13684135,0.29857937,0.36647719
-2.11005503,2.33996002,0.00357019,0.01547336,0.11166921,1.70905058,0.00935460,0.14042428,0.29447538,0.36513786
-2.10405203,2.37709658,0.00348291,0.01620794,0.11235040,1.74684393,0.00960087,0.14434222,0.29168713,0.36409531
-2.09804902,2.41374751,0.00339670,0.01698735,0.11289265,1.78318295,0.00987370,0.14859522,0.29022895,0.36340098
-2.09204602,2.44987096,0.00331289,0.01780976,0.11329386,1.81794867,0.01017659,0.15318047,0.29009206,0.36310452
-2.08604302,2.48540258,0.00323289,0.01867384,0.11355646,1.85101166,0.01051292,0.15809104,0.29124352,0.36325207
-2.08004002,2.52024375,0.00315822,0.01957844,0.11368719,1.88222389,0.01088576,0.16331469,0.29362584,0.36388456
-2.07403702,2.55425113,0.00309045,0.02052229,0.11369680,1.91141187,0.01129771,0.16883280,0.29715742,0.36503590
-2.06803402,2.58722860,0.00303114,0.02150369,0.11359962,1.93837170,0.01175068,0.17461957,0.30173363,0.36673131
-2.06203102,2.61892223,0.00298184,0.02252016,0.11341311,1.96286679,0.01224570,0.18064149,0.30722865,0.36898568
-2.05602801,2.64901921,0.00294407,0.02356819,0.11315726,1.98462862,0.01278276,0.18685722,0.31349804,0.37180224
-2.05002501,2.67715105,0.00291931,0.02464300,0.11285406,2.00336095,0.01336063,0.19321788,0.32038186,0.37517154
-2.04402201,2.70290142,0.00290898,0.02573843,0.11252685,2.01874761,0.01397681,0.19966776,0.32770849,0.37907094
-2.03801901,2.72581870,0.00291446,0.02684684,0.11219983,2.03046354,0.01462741,0.20614556,0.33529885,0.38346458
-2.03201601,2.74543265,0.00293714,0.02795922,0.11189756,2.03818891,0.01530718,0.21258595,0.34297107,0.38830412
-2.02601301,2.76127490,0.00297844,0.02906529,0.11164454,2.04162541,0.01600955,0.21892157,0.35054539,0.39353001
-2.02001001,2.77290210,0.00303985,0.03015377,0.11146494,2.04051411,0.01672679,0.22508531,0.35784917,0.39907359
-2.01400700,2.77992062,0.00312303,0.03121278,0.11138238,2.03465369,0.01745016,0.23101276,0.36472186,0.40485972
-2.00800400,2.78201148,0.00322982,0.03223021,0.11141988,2.02391806,0.01817021,0.23664472,0.37101971,0.41080996
-2.00200100,2.77895414,0.00336232,0.03319426,0.11159981,2.00827218,0.01887702,0.24192967,0.37662011,0.41684615
-1.99599800,2.77064752,0.00352297,0.03409394,0.11194401,1.98778515,0.01956062,0.24682595,0.38142528,0.42289412
-1.98999500,2.75712707,0.00371454,0.03491959,0.11247381,1.96263955,0.02021128,0.25130367,0.38536537,0.42888742
-1.98399200,2.73857672,0.00394023,0.03566333,0.11321012,1.93313633,0.02081993,0.25534611,0.38840056,0.43477076
-1.97798899,2.71533463,0.00420358,0.03631956,0.11417354,1.89969481,0.02137853,0.25895052,0.39052231,0.44050292
-1.97198599,2.68789227,0.00450850,0.03688518,0.11538423,1.86284759,0.02188035,0.26212834,0.39175357,0.44605894
-1.96598299,2.65688655,0.00485921,0.03735988,0.11686184,1.82323033,0.02232028,0.26490463,0.39214797,0.45143138
-1.95997999,2.62308515,0.00526010,0.03774615,0.11862519,1.78156688,0.02269502,0.26731690,0.39178806,0.45663056
-1.95397699,2.58736542,0.00571562,0.03804923,0.12069196,1.73865039,0.02300322,0.26941328,0.39078255,0.46168359
-1.94797399,2.55068788,0.00623011,0.03827690,0.12307812,1.69532101,0.02324549,0.27125008,0.38926283,0.46663234
-1.94197099,2.51406529,0.00680758,0.03843908,0.12579732,1.65244145,0.02342438,0.27288896,0.38737872,0.47153026
-1.93596798,2.47852879,0.00745149,0.03854743,0.12886023,1.61087125,0.02354416,0.27439378,0.38529376,0.47643833
-1.92996498,2.44509245,0.00816452,0.03861471,0.13227378,1.57144101,0.02361066,0.27582728,0.38318015,0.48142021
-1.92396198,2.41471810,0.00894827,0.03865421,0.13604049,1.53492766,0.02363087,0.27724793,0.38121344,0.48653704
-1.91795898,2.38828178,0.00980304,0.03867911,0.14015778,1.50203180,0.02361264,0.27870687,0.37956739,0.49184197
-1.91195598,2.36654338,0.01072761,0.03870182,0.14461748,1.47335796,0.02356421,0.28024540,0.37840886,0.49737499
-1.90595298,2.35012095,0.01171897,0.03873344,0.14940545,1.44939859,0.02349381,0.28189291,0.37789309,0.50315824
-1.89994997,2.33947054,0.01277225,0.03878330,0.15450143,1.43052232,0.02340927,0.28366564,0.37815945,0.50919218
-1.89394697,2.33487260,0.01388055,0.03885855,0.15987916,1.41696673,0.02331755,0.28556605,0.37932769,0.51545289
-1.88794397,2.33642535,0.01503491,0.03896403,0.16550669,1.40883585,0.02322452,0.28758314,0.38149488,0.52189078
