energy_ev,total_up,Au_p_up,Au_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.83191596,2.11501243,0.34587078,1.69681193,0.01419669,0.09769858,0.21211020,0.00000000
-5.82591296,1.96137588,0.34761250,1.55459616,0.01496441,0.09562305,0.20880229,0.00000000
-5.81990995,1.83301175,0.35311598,1.43271655,0.01595622,0.09431928,0.20851709,0.00000000
-5.81390695,1.73030521,0.36262011,1.33138398,0.01719200,0.09383152,0.21134070,0.00000000
-5.80790395,1.65336467,0.37632048,1.25058825,0.01869074,0.09418929,0.21733271,0.00000000
-5.80190095,1.60204693,0.39436255,1.19012588,0.02046981,0.09540651,0.22652443,0.00000000
-5.79589795,1.57598440,0.41683579,1.14962916,0.02254444,0.09748099,0.23891707,0.00000000
-5.78989495,1.57461303,0.44376897,1.12859524,0.02492702,0.10039449,0.25448015,0.00000000
-5.78389195,1.59720000,0.47512657,1.12641408,0.02762655,0.10411312,0.27315003,0.00000000
-5.77788894,1.64287001,0.51080648,1.14239440,0.03064801,0.10858823,0.29482856,0.00000000
-5.77188594,1.71062982,0.55063909,1.17578691,0.03399190,0.11375769,0.31938216,0.00000000
-5.76588294,1.79939025,0.59438762,1.22580439,0.03765374,0.11954742,0.34664106,0.00000000
-5.75987994,1.90798561,0.64174998,1.29163823,0.04162372,0.12587330,0.37639918,0.00000000
-5.75387694,2.03519031,0.69236185,1.37247132,0.04588644,0.13264324,0.40841446,0.00000000
-5.74787394,2.17973275,0.74580134,1.46748737,0.05042083,0.13975936,0.44240997,0.00000000
-5.74187094,2.34030648,0.80159476,1.57587655,0.05520013,0.14712034,0.47807573,0.00000000
-5.73586793,2.51557900,0.85922385,1.69683782,0.06019211,0.15462360,0.51507144,0.00000000
-5.72986493,2.70419820,0.91813403,1.82957810,0.06535944,0.16216754,0.55303017,0.00000000
-5.72386193,2.90479673,0.97774371,1.97330858,0.07066019,0.16965357,0.59156291,0.00000000
-5.71785893,3.11599455,1.03745440,2.12723851,0.07604855,0.17698796,0.63026409,0.00000000
-5.71185593,3.33639974,1.09666136,2.29056680,0.08147564,0.18408340,0.66871789,0.00000000
-5.70585293,3.56460777,1.15476457,2.46247186,0.08689049,0.19086033,0.70650525,0.00000000
-5.69984992,3.79919950,1.21117957,2.64210014,0.09224105,0.19724793,0.74321130,0.00000000
-5.69384692,4.03873791,1.26534792,2.82855388,0.09747528,0.20318474,0.77843318,0.00000000
-5.68784392,4.28176409,1.31674689,3.02087864,0.10254228,0.20861905,0.81178764,0.00000000
-5.68184092,4.52679250,1.36489803,3.21805124,0.10739328,0.21350884,0.84291851,0.00000000
-5.67583792,4.77230634,1.40937420,3.41896897,0.11198263,0.21782154,0.87150347,0.00000000
-5.66983492,5.01675316,1.44980498,3.62244072,0.11626863,0.22153340,0.89725994,0.00000000
-5.66383192,5.25854182,1.48588014,3.82718101,0.12021421,0.22462875,0.91994986,0.00000000
-5.65782891,5.49604127,1.51735111,4.03180782,0.12378744,0.22709898,0.93938324,0.00000000
-5.65182591,5.72758232,1.54403051,4.23484487,0.12696183,0.22894147,0.95542020,0.00000000
-5.64582291,5.95146308,1.56578988,4.43472941,0.12971646,0.23015838,0.96797165,0.00000000
-5.63981991,6.16595910,1.58255585,4.62982591,0.13203594,0.23075554,0.97699856,0.00000000
-5.63381691,6.36933891,1.59430512,4.81844608,0.13391026,0.23074134,0.98251001,0.00000000
-5.62781391,6.55988541,1.60105871,4.99887537,0.13533445,0.23012574,0.98456018,0.00000000
-5.62181091,6.73592340,1.60287595,5.16940557,0.13630830,0.22891950,0.98324457,0.00000000
-5.61580790,6.89585298,1.59984859,5.32837295,0.13683591,0.22713361,0.97869575,0.00000000
-5.60980490,7.03818810,1.59209573,5.47420065,0.13692543,0.22477896,0.97107892,0.00000000
-5.60380190,7.16159916,1.57975966,5.60544402,0.13658868,0.22186632,0.96058751,0.00000000
-5.59779890,7.26495793,1.56300308,5.72083676,0.13584099,0.21840652,0.94743918,0.00000000
-5.59179590,7.34738256,1.54200774,5.81933585,0.13470103,0.21441094,0.93187225,0.00000000
-5.58579290,7.40828042,1.51697454,5.90016268,0.13319079,0.20989215,0.91414266,0.00000000
-5.57978989,7.44738573,1.48812480,5.96283811,0.13133555,0.20486478,0.89452160,0.00000000
-5.57378689,7.46478957,1.45570257,6.00720891,0.12916398,0.19934637,0.87329343,0.00000000
-5.56778389,7.46095933,1.41997737,6.03346361,0.12670815,0.19335837,0.85075408,0.00000000
-5.56178089,7.43674551,1.38124696,6.04213602,0.12400350,0.18692697,0.82720933,0.00000000
-5.55577789,7.39337418,1.33983956,6.03409537,0.12108877,0.18008381,0.80297307,0.00000000
-5.54977489,7.33242387,1.29611497,6.01052260,0.11800572,0.17286656,0.77836491,0.00000000
-5.54377189,7.25578689,1.25046415,5.97287323,0.11479868,0.16531912,0.75370726,0.00000000
-5.53776888,7.16561585,1.20330688,5.92282785,0.11151392,0.15749161,0.72932141,0.00000000
-5.53176588,7.06425692,1.15508737,5.86223223,0.10819877,0.14943998,0.70552271,0.00000000
-5.52576288,6.95417251,1.10626765,5.79302948,0.10490061,0.14122530,0.68261475,0.00000000
-5.51975988,6.83785674,1.05731903,5.71718753,0.10166565,0.13291279,0.66088268,0.00000000
-5.51375688,6.71774753,1.00871187,5.63662532,0.09853756,0.12457050,0.64058597,0.00000000
-5.50775388,6.59613975,0.96090416,5.55314141,0.09555617,0.11626791,0.62195080,0.00000000
-5.50175088,6.47510372,0.91432964,5.46834861,0.09275608,0.10807431,0.60516263,0.00000000
-5.49574787,6.35641351,0.86938588,5.38361803,0.09016544,0.10005718,0.59035932,0.00000000
-5.48974487,6.24148872,0.82642344,5.30003540,0.08780491,0.09228062,0.57762537,0.00000000
-5.48374187,6.13135303,0.78573639,5.21837195,0.08568689,0.08480389,0.56698762,0.00000000
-5.47773887,6.02661184,0.74755512,5.13907140,0.08381508,0.07768017,0.55841297,0.00000000
-5.47173587,5.92745028,0.71204185,5.06225353,0.08218435,0.07095557,0.55180834,0.00000000
-5.46573287,5.83365179,0.67928909,4.98773421,0.08078114,0.06466850,0.54702309,0.00000000
-5.45972986,5.74463644,0.64932131,4.91506060,0.07958410,0.05884934,0.54385405,0.00000000
-5.45372686,5.65951686,0.62209973,4.84355963,0.07856521,0.05352046,0.54205290,0.00000000
-5.44772386,5.57716886,0.59753008,4.77239701,0.07769115,0.04869660,0.54133586,0.00000000
-5.44172086,5.49631311,0.57547271,4.70064358,0.07692497,0.04438559,0.54139516,0.00000000
-5.43571786,5.41560334,0.55575477,4.62734546,0.07622787,0.04058924,0.54191188,0.00000000
-5.42971486,5.33371653,0.53818358,4.55159410,0.07556108,0.03730457,0.54256951,0.00000000
-5.42371186,5.24944036,0.52256050,4.47259272,0.07488775,0.03452509,0.54306756,0.00000000
-5.41770885,5.16175330,0.50869467,4.38971559,0.07417458,0.03224217,0.54313464,0.00000000
-5.41170585,5.06989330,0.49641571,4.30255710,0.07339335,0.03044648,0.54254025,0.00000000
-5.40570285,4.97341174,0.48558491,4.21096831,0.07252208,0.02912924,0.54110477,0.00000000
-5.39969985,4.87220995,0.47610429,4.11507917,0.07154586,0.02828353,0.53870712,0.00000000
-5.39369685,4.76655684,0.46792308,4.01530557,0.07045724,0.02790524,0.53528970,0.00000000
-5.38769385,4.65708708,0.46104154,3.91234110,0.06925623,0.02799393,0.53086056,0.00000000
-5.38169085,4.54478040,0.45551191,3.80713430,0.06794991,0.02855342,0.52549248,0.00000000
-5.37568784,4.43092359,0.45143662,3.70085294,0.06655168,0.02959209,0.51931929,0.00000000
-5.36968484,4.31705769,0.44896402,3.59483746,0.06508013,0.03112294,0.51252965,0.00000000
-5.36368184,4.20491345,0.44828195,3.49054632,0.06355776,0.03316340,0.50535854,0.00000000
-5.35767884,4.09633910,0.44960960,3.38949643,0.06200951,0.03573488,0.49807717,0.00000000
-5.35167584,3.99322409,0.45318822,3.29320169,0.06046122,0.03886212,0.49098163,0.00000000
-5.34567284,3.89742323,0.45927111,3.20311314,0.05893811,0.04257230,0.48438110,0.00000000
-5.33966983,3.81068492,0.46811351,3.12056359,0.05746343,0.04689410,0.47858607,0.00000000
-5.33366683,3.73458704,0.47996274,3.04671942,0.05605722,0.05185652,0.47389713,0.00000000
-5.32766383,3.67048329,0.49504911,2.98254176,0.05473540,0.05748770,0.47059492,0.00000000
-5.32166083,3.61946215,0.51357779,2.92875832,0.05350905,0.06381366,0.46893145,0.00000000
-5.31565783,3.58231955,0.53572184,2.88584695,0.05238414,0.07085707,0.46912319,0.00000000
-5.30965483,3.55954567,0.56161653,2.85403069,0.05136146,0.07863591,0.47134606,0.00000000
-5.30365183,3.55132533,0.59135490,2.83328392,0.05043691,0.08716238,0.47573219,0.00000000
-5.29764882,3.55755052,0.62498437,2.82334810,0.04960203,0.09644164,0.48236866,0.00000000
-5.29164582,3.57784313,0.66250430,2.82375562,0.04884479,0.10647083,0.49129764,0.00000000
-5.28564282,3.61158549,0.70386420,2.83385942,0.04815045,0.11723806,0.50251799,0.00000000
-5.27963982,3.65795586,0.74896244,2.85286618,0.04750262,0.12872156,0.51598784,0.00000000
-5.27363682,3.71596624,0.79764507,2.87987072,0.04688428,0.14088896,0.53162784,0.00000000
-5.26763382,3.78449976,0.84970472,2.91388953,0.04627876,0.15369672,0.54932477,0.00000000
-5.26163082,3.86234544,0.90487943,2.95389148,0.04567064,0.16708968,0.56893519,0.00000000
-5.25562781,3.94822858,0.96285135,2.99882429,0.04504654,0.18100085,0.59028896,0.00000000
-5.24962481,4.04083557,1.02324550,3.04763588,0.04439568,0.19535135,0.61319238,0.00000000
-5.24362181,4.13883261,1.08562864,3.09929014,0.04371027,0.21005063,0.63743093,0.00000000
-5.23761881,4.24087850,1.14950871,3.15277728,0.04298570,0.22499688,0.66277162,0.00000000
-5.23161581,4.34563219,1.21433513,3.20711936,0.04222055,0.24007787,0.68896491,0.00000000
-5.22561281,4.45175635,1.27950025,3.26137197,0.04141642,0.25517190,0.71574648,0.00000000
-5.21960980,4.55791841,1.34434266,3.31462338,0.04057760,0.27014929,0.74283895,0.00000000
-5.21360680,4.66279083,1.40815243,3.36599251,0.03971067,0.28487403,0.76995375,0.00000000
-5.20760380,4.76505227,1.47017881,3.41462707,0.03882401,0.29920596,0.79679331,0.00000000
-5.20160080,4.86339113,1.52964058,3.45970321,0.03792727,0.31300306,0.82305386,0.00000000
-5.19559780,4.95651270,1.58573892,3.50042751,0.03703093,0.32612421,0.84842876,0.00000000
-5.18959480,5.04315050,1.63767294,3.53604213,0.03614576,0.33843209,0.87261263,0.00000000
-5.18359180,5.12208222,1.68465737,3.56583309,0.03528251,0.34979618,0.89530615,0.00000000
-5.17758879,5.19214966,1.72594196,3.58914172,0.03445151,0.36009592,0.91622139,0.00000000
-5.17158579,5.25228207,1.76083193,3.60537854,0.03366251,0.36922374,0.93508773,0.00000000
-5.16558279,5.30152139,1.78870865,3.61403868,0.03292450,0.37708784,0.95165785,0.00000000
-5.15957979,5.33904785,1.80904957,3.61471762,0.03224561,0.38361477,0.96571376,0.00000000
-5.15357679,5.36420413,1.82144646,3.60712600,0.03163313,0.38875146,0.97707239,0.00000000
-5.14757379,5.37651623,1.82562099,3.59110212,0.03109344,0.39246671,0.98559055,0.00000000
-5.14157079,5.37570934,1.82143673,3.56662092,0.03063210,0.39475201,0.99116891,0.00000000
-5.13556778,5.36171735,1.80890682,3.53379840,0.03025379,0.39562165,0.99375478,0.00000000
-5.12956478,5.33468497,1.78819680,3.49289083,0.02996232,0.39511200,0.99334347,0.00000000
-5.12356178,5.29496209,1.75962213,3.44428842,0.02976054,0.39328009,0.98997817,0.00000000
-5.11755878,5.24309031,1.72364052,3.38850347,0.02965024,0.39020143,0.98374834,0.00000000
-5.11155578,5.17978243,1.68083922,3.32615369,0.02963199,0.38596720,0.97478669,0.00000000
-5.10555278,5.10589607,1.63191767,3.25794128,0.02970496,0.38068094,0.96326481,0.00000000
-5.09954977,5.02240292,1.57766647,3.18462924,0.02986670,0.37445493,0.94938799,0.00000000
-5.09354677,4.93035574,1.51894345,3.10701610,0.03011293,0.36740635,0.93338918,0.00000000
-5.08754377,4.83085496,1.45664803,3.02591075,0.03043738,0.35965348,0.91552277,0.00000000
-5.08154077,4.72501724,1.39169513,2.94210872,0.03083166,0.35131214,0.89605829,0.00000000
-5.07553777,4.61394779,1.32498962,2.85637155,0.03128521,0.34249252,0.87527459,0.00000000
-5.06953477,4.49871805,1.25740277,2.76941009,0.03178535,0.33329653,0.85345468,0.00000000
-5.06353177,4.38035013,1.18975145,2.68187303,0.03231750,0.32381589,0.83088154,0.00000000
-5.05752876,4.25980847,1.12278109,2.59434078,0.03286541,0.31413085,0.80783503,0.00000000
-5.05152576,4.13799900,1.05715287,2.50732504,0.03341168,0.30430979,0.78459002,0.00000000
-5.04552276,4.01577519,0.99343562,2.42127374,0.03393821,0.29440952,0.76141562,0.00000000
-5.03951976,3.89395005,0.93210243,2.33658050,0.03442693,0.28447624,0.73857553,0.00000000
-5.03351676,3.77331258,0.87353175,2.25359788,0.03486051,0.27454706,0.71632913,0.00000000
-5.02751376,3.65464668,0.81801268,2.17265281,0.03522310,0.26465201,0.69493316,0.00000000
-5.02151076,3.53875068,0.76575374,2.09406316,0.03550115,0.25481616,0.67464365,0.00000000
-5.01550775,3.42645519,0.71689431,2.01815364,0.03568413,0.24506194,0.65571770,0.00000000
-5.00950475,3.31863731,0.67151811,1.94526982,0.03576521,0.23541123,0.63841480,0.00000000
-5.00350175,3.21622951,0.62966748,1.87578894,0.03574182,0.22588730,0.62299745,0.00000000
-4.99749875,3.12022184,0.59135787,1.81012649,0.03561607,0.21651623,0.60973085,0.00000000
-4.99149575,3.03165652,0.55659166,1.74873787,0.03539495,0.20732792,0.59888138,0.00000000
-4.98549275,2.95161486,0.52537045,1.69211484,0.03509044,0.19835643,0.59071401,0.00000000
-4.97948974,2.88119662,0.49770557,1.64077671,0.03471930,0.18963989,0.58548855,0.00000000
-4.97348674,2.82149295,0.47362607,1.59525683,0.03430279,0.18121976,0.58345502,0.00000000
-4.96748374,2.77355420,0.45318427,1.55608507,0.03386609,0.17313962,0.58484817,0.00000000
-4.96148074,2.73835453,0.43645852,1.52376747,0.03343762,0.16544367,0.58988172,0.00000000
-4.95547774,2.71675552,0.42355342,1.49876423,0.03304819,0.15817488,0.59874243,0.00000000
-4.94947474,2.70947092,0.41459762,1.48146765,0.03273010,0.15137315,0.61158450,0.00000000
-4.94347174,2.71703499,0.40973943,1.47218137,0.03251607,0.14507344,0.62852458,0.00000000
-4.93746873,2.73977636,0.40914065,1.47110225,0.03243824,0.13930407,0.64963776,0.00000000
-4.93146573,2.77779922,0.41296891,1.47830640,0.03252709,0.13408539,0.67495466,0.00000000
-4.92546273,2.83097311,0.42138895,1.49374002,0.03281050,0.12942873,0.70445982,0.00000000
-4.91945973,2.89893205,0.43455322,1.51721601,0.03331276,0.12533596,0.73809144,0.00000000
-4.91345673,2.98108303,0.45259202,1.54841647,0.03405375,0.12179934,0.77574233,0.00000000
-4.90745373,3.07662361,0.47560367,1.58690129,0.03504828,0.11880201,0.81726197,0.00000000
-4.90145073,3.18456720,0.50364483,1.63212206,0.03630545,0.11631888,0.86245931,0.00000000
-4.89544772,3.30377482,0.53672127,1.68344089,0.03782828,0.11431780,0.91110613,0.00000000
-4.88944472,3.43299109,0.57477934,1.74015277,0.03961340,0.11276117,0.96294046,0.00000000
-4.88344172,3.57088238,0.61769836,1.80151036,0.04165099,0.11160764,1.01766986,0.00000000
-4.87743872,3.71607479,0.66528414,1.86674964,0.04392477,0.11081388,1.07497413,0.00000000
-4.87143572,3.86718967,0.71726378,1.93511501,0.04641226,0.11033643,1.13450732,0.00000000
-4.86543272,4.02287481,0.77328222,2.00588233,0.04908514,0.11013330,1.19589890,0.00000000
-4.85942971,4.18182952,0.83290054,2.07837868,0.05190972,0.11016541,1.25875397,0.00000000
-4.85342671,4.34282260,0.89559647,2.15199764,0.05484764,0.11039777,1.32265286,0.00000000
-4.84742371,4.50470258,0.96076722,2.22620945,0.05785664,0.11080033,1.38715019,0.00000000
-4.84142071,4.66640026,1.02773488,2.30056561,0.06089147,0.11134843,1.45177379,0.00000000
-4.83541771,4.82692415,1.09575467,2.37469766,0.06390491,0.11202303,1.51602401,0.00000000
-4.82941471,4.98534999,1.16402580,2.44831078,0.06684885,0.11281047,1.57937388,0.00000000
-4.82341171,5.14080578,1.23170520,2.52117251,0.06967552,0.11370212,1.64127046,0.00000000
-4.81740870,5.29245439,1.29792380,2.59309778,0.07233863,0.11469365,1.70113815,0.00000000
-4.81140570,5.43947552,1.36180492,2.66393121,0.07479465,0.11578421,1.75838396,0.00000000
-4.80540270,5.58104909,1.42248449,2.73352816,0.07700395,0.11697553,1.81240517,0.00000000
-4.79939970,5.71634188,1.47913234,2.80173561,0.07893192,0.11827090,1.86259945,0.00000000
-4.79339670,5.84449883,1.53097374,2.86837442,0.08055001,0.11967424,1.90837712,0.00000000
-4.78739370,5.96464020,1.57731057,2.93322398,0.08183654,0.12118914,1.94917543,0.00000000
-4.78139070,6.07586499,1.61754091,2.99601018,0.08277737,0.12281809,1.98447420,0.00000000
-4.77538769,6.17726079,1.65117641,3.05639759,0.08336631,0.12456170,2.01381228,0.00000000
-4.76938469,6.26791960,1.67785642,3.11398604,0.08360533,0.12641820,2.03680401,0.00000000
-4.76338169,6.34695855,1.69735830,3.16831192,0.08350447,0.12838288,2.05315475,0.00000000
-4.75737869,6.41354439,1.70960313,3.21885389,0.08308143,0.13044784,2.06267487,0.00000000
-4.75137569,6.46692007,1.71465676,3.26504274,0.08236097,0.13260170,2.06529114,0.00000000
-4.74537269,6.50643168,1.71272577,3.30627461,0.08137405,0.13482951,2.06105498,0.00000000
-4.73936968,6.53155420,1.70414869,3.34192688,0.08015673,0.13711270,2.05014703,0.00000000
-4.73336668,6.54191435,1.68938279,3.37137587,0.07874891,0.13942915,2.03287759,0.00000000
-4.72736368,6.53730926,1.66898703,3.39401548,0.07719303,0.14175325,2.00968282,0.00000000
-4.72136068,6.51771990,1.64360205,3.40927571,0.07553259,0.14405620,1.98111678,0.00000000
-4.71535768,6.48331868,1.61392804,3.41664060,0.07381082,0.14630622,1.94783953,0.00000000
-4.70935468,6.43447079,1.58070172,3.41566466,0.07206930,0.14846899,1.91060166,0.00000000
-4.70335168,6.37172945,1.54467320,3.40598727,0.07034681,0.15050809,1.87022597,0.00000000
-4.69734867,6.29582540,1.50658402,3.38734483,0.06867828,0.15238564,1.82758685,0.00000000
-4.69134567,6.20765122,1.46714703,3.35958018,0.06709395,0.15406300,1.78358805,0.00000000
-4.68534267,6.10824128,1.42702898,3.32264928,0.06561883,0.15550156,1.73913978,0.00000000
-4.67933967,5.99874826,1.38683630,3.27662510,0.06427227,0.15666371,1.69513565,0.00000000
-4.67333667,5.88041701,1.34710439,3.22169869,0.06306792,0.15751381,1.65243024,0.00000000
-4.66733367,5.75455684,1.30829053,3.15817762,0.06201375,0.15801926,1.61181784,0.00000000
-4.66133067,5.62251288,1.27077032,3.08648188,0.06111235,0.15815155,1.57401290,0.00000000
-4.65532766,5.48563729,1.23483733,3.00713736,0.06036135,0.15788730,1.53963261,0.00000000
-4.64932466,5.34526112,1.20070556,2.92076725,0.05975391,0.15720923,1.50918189,0.00000000
-4.64332166,5.20266713,1.16851420,2.82808136,0.05927940,0.15610696,1.48304126,0.00000000
-4.63731866,5.05906439,1.13833408,2.72986374,0.05892390,0.15457764,1.46145754,0.00000000
-4.63131566,4.91556498,1.11017538,2.62695883,0.05867092,0.15262646,1.44453791,0.00000000
-4.62531266,4.77316347,1.08399595,2.52025636,0.05850191,0.15026676,1.43224719,0.00000000
-4.61930965,4.63271959,1.05970994,2.41067546,0.05839683,0.14752003,1.42440872,0.00000000
-4.61330665,4.49494484,1.03719636,2.29914833,0.05833457,0.14441559,1.42070882,0.00000000
-4.60730365,4.36039338,1.01630733,2.18660384,0.05829343,0.14099004,1.42070504,0.00000000
-4.60130065,4.22945791,0.99687595,2.07395165,0.05825141,0.13728649,1.42383792,0.00000000
-4.59529765,4.10237090,0.97872374,1.96206721,0.05818659,0.13335363,1.42944659,0.00000000
-4.58929465,3.97921139,0.96166761,1.85177814,0.05807738,0.12924468,1.43678754,0.00000000
-4.58329165,3.85991751,0.94552646,1.74385242,0.05790289,0.12501624,1.44505659,0.00000000
-4.57728864,3.74430453,0.93012744,1.63898873,0.05764313,0.12072712,1.45341330,0.00000000
-4.57128564,3.63208784,0.91531190,1.53780919,0.05727947,0.11643720,1.46100725,0.00000000
-4.56528264,3.52291008,0.90094084,1.44085460,0.05679491,0.11220636,1.46700532,0.00000000
-4.55927964,3.41637145,0.88690006,1.34858226,0.05617451,0.10809343,1.47061909,0.00000000
-4.55327664,3.31206155,0.87310449,1.26136620,0.05540578,0.10415535,1.47113117,0.00000000
-4.54727364,3.20959142,0.85950178,1.17949959,0.05447913,0.10044636,1.46791950,0.00000000
-4.54127064,3.10862403,0.84607473,1.10319904,0.05338824,0.09701737,1.46047854,0.00000000
-4.53526763,3.00890154,0.83284241,1.03261029,0.05213045,0.09391537,1.44843622,0.00000000
-4.52926463,2.91026790,0.81985974,0.96781496,0.05070703,0.09118305,1.43156611,0.00000000
-4.52326163,2.81268561,0.80721534,0.90883779,0.04912349,0.08885836,1.40979396,0.00000000
-4.51725863,2.71624555,0.79502770,0.85565406,0.04738960,0.08697431,1.38319834,0.00000000
-4.51125563,2.62116970,0.78343964,0.80819682,0.04551952,0.08555878,1.35200548,0.00000000
-4.50525263,2.52780665,0.77261132,0.76636365,0.04353159,0.08463442,1.31657837,0.00000000
-4.49924962,2.43662045,0.76271218,0.73002284,0.04144821,0.08421870,1.27740088,0.00000000
-4.49324662,2.34817384,0.75391214,0.69901898,0.03929542,0.08432414,1.23505764,0.00000000
-4.48724362,2.26310723,0.74637275,0.67317800,0.03710250,0.08495864,1.19021081,0.00000000
-4.48124062,2.18211504,0.74023885,0.65231187,0.03490144,0.08612612,1.14357495,0.00000000
-4.47523762,2.10592126,0.73563140,0.63622307,0.03272640,0.08782736,1.09589128,0.00000000
-4.46923462,2.03525605,0.73264200,0.62470922,0.03061301,0.09006117,1.04790263,0.00000000
-4.46323162,1.97083489,0.73132978,0.61756796,0.02859782,0.09282583,1.00033033,0.00000000
-4.45722861,1.91334193,0.73172091,0.61460222,0.02671761,0.09612083,0.95385400,0.00000000
-4.45122561,1.86341822,0.73381099,0.61562608,0.02500881,0.09994890,0.90909511,0.00000000
-4.44522261,1.82165552,0.73757040,0.62047098,0.02350692,0.10431820,0.86660482,0.00000000
-4.43921961,1.78859565,0.74295238,0.62899222,0.02224594,0.10924466,0.82685643,0.00000000
-4.43321661,1.76473477,0.74990341,0.64107548,0.02125788,0.11475433,0.79024223,0.00000000
-4.42721361,1.75053161,0.75837545,0.65664277,0.02057229,0.12088558,0.75707459,0.00000000
-4.42121061,1.74641836,0.76833915,0.67565754,0.02021578,0.12769101,0.72759060,0.00000000
-4.41520760,1.75281242,0.77979728,0.69812821,0.02021163,0.13523896,0.70195954,0.00000000
-4.40920460,1.77012730,0.79279740,0.72410977,0.02057934,0.14361433,0.68029240,0.00000000
-4.40320160,1.79878090,0.80744302,0.75370279,0.02133421,0.15291876,0.66265225,0.00000000
-4.39719860,1.83919958,0.82390215,0.78704970,0.02248698,0.16326982,0.64906486,0.00000000
-4.39119560,1.89181679,0.84241277,0.82432788,0.02404338,0.17479932,0.63952848,0.00000000
-4.38519260,1.95706544,0.86328451,0.86573976,0.02600382,0.18765054,0.63402221,0.00000000
-4.37918959,2.03536362,0.88689617,0.91150001,0.02836301,0.20197453,0.63251235,0.00000000
-4.37318659,2.12709409,0.91368906,0.96182024,0.03110975,0.21792541,0.63495642,0.00000000
-4.36718359,2.23257817,0.94415602,1.01689185,0.03422675,0.23565488,0.64130479,0.00000000
-4.36118059,2.35204544,0.97882669,1.07686783,0.03769060,0.25530611,0.65149982,0.00000000
-4.35517759,2.48560098,1.01824928,1.14184440,0.04147186,0.27700715,0.66547304,0.00000000
-4.34917459,2.63319207,1.06296967,1.21184359,0.04553537,0.30086421,0.68314047,0.00000000
-4.34317159,2.79457662,1.11350854,1.28679758,0.04984073,0.32695508,0.70439689,0.00000000
-4.33716858,2.96929540,1.17033738,1.36653596,0.05434297,0.35532288,0.72910939,0.00000000
-4.33116558,3.15665003,1.23385436,1.45077659,0.05899344,0.38597055,0.75711098,0.00000000
-4.32516258,3.35568849,1.30436083,1.53912065,0.06374082,0.41885631,0.78819468,0.00000000
-4.31915958,3.56519924,1.38203932,1.63105241,0.06853234,0.45389020,0.82210873,0.00000000
-4.31315658,3.78371471,1.46693383,1.72594370,0.07331507,0.49093209,0.85855313,0.00000000
-4.30715358,4.00952442,1.55893301,1.82306284,0.07803722,0.52979098,0.89717798,0.00000000
