energy_ev,total_up,As_p_up,As_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,1.90962555,0.52951583,0.00000000,1.41863404,0.72904548,0.02400192,0.49221310
-5.99399700,1.87339025,0.51613834,0.00000000,1.39378976,0.72100299,0.02254074,0.48684952
-5.98799400,1.84424957,0.50432398,0.00000000,1.36803135,0.71686788,0.02124595,0.48348984
-5.98199100,1.82287740,0.49426555,0.00000000,1.34225367,0.71684812,0.02011887,0.48232996
-5.97598799,1.80980332,0.48611817,0.00000000,1.31740232,0.72106664,0.01915565,0.48353249
-5.96998499,1.80539525,0.47999601,0.00000000,1.29443960,0.72955732,0.01834786,0.48721935
-5.96398199,1.80984617,0.47596990,0.00000000,1.27431023,0.74226328,0.01768307,0.49346559
-5.95797899,1.82316581,0.47406613,0.00000000,1.25790871,0.75903750,0.01714561,0.50229454
-5.95197599,1.84517806,0.47426639,0.00000000,1.24604936,0.77964604,0.01671738,0.51367488
-5.94597299,1.87552460,0.47650897,0.00000000,1.23944064,0.80377392,0.01637865,0.52751987
-5.93996998,1.91367503,0.48069111,0.00000000,1.23866441,0.83103365,0.01610885,0.54368881
-5.93396698,1.95894345,0.48667267,0.00000000,1.24416109,0.86097640,0.01588737,0.56199093
-5.92796398,2.01051128,0.49428086,0.00000000,1.25622095,0.89310544,0.01569430,0.58219168
-5.92196098,2.06745544,0.50331594,0.00000000,1.27498176,0.92689170,0.01551102,0.60402109
-5.91595798,2.12878115,0.51355785,0.00000000,1.30043239,0.96179083,0.01532080,0.62718394
-5.90995498,2.19345796,0.52477340,0.00000000,1.33242202,0.99726130,0.01510920,0.65137136
-5.90395198,2.26045760,0.53672393,0.00000000,1.37067406,1.03278288,0.01486441,0.67627322
-5.89794897,2.32879198,0.54917309,0.00000000,1.41480388,1.06787474,0.01457741,0.70159073
-5.89194597,2.39754969,0.56189455,0.00000000,1.46433922,1.10211252,0.01424214,0.72704859
-5.88594297,2.46592920,0.57467927,0.00000000,1.51874208,1.13514351,0.01385535,0.75240600
-5.87993997,2.53326717,0.58734215,0.00000000,1.57743088,1.16669928,0.01341657,0.77746601
-5.87393697,2.59906052,0.59972775,0.00000000,1.63980175,1.19660517,0.01292782,0.80208250
-5.86793397,2.66298090,0.61171481,0.00000000,1.70524791,1.22478605,0.01239333,0.82616445
-5.86193097,2.72488087,0.62321946,0.00000000,1.77317620,1.25126792,0.01181919,0.84967730
-5.85592796,2.78479128,0.63419690,0.00000000,1.84302016,1.27617526,0.01121295,0.87264096
-5.84992496,2.84290980,0.64464143,0.00000000,1.91424911,1.29972402,0.01058320,0.89512488
