energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-6.00000000,4.42065338,1.44859342,2.98986003,0.00196578,0.41394379,0.53925331,0.00000000
-5.99399700,4.54234219,1.48034554,3.08042342,0.00208449,0.42227991,0.55273026,0.00000000
-5.98799400,4.65059652,1.50735262,3.16212255,0.00220501,0.42920509,0.56463457,0.00000000
-5.98199100,4.74481402,1.52945237,3.23446558,0.00232674,0.43468219,0.57491369,0.00000000
-5.97598799,4.82467926,1.54657377,3.29715506,0.00244913,0.43870733,0.58354393,0.00000000
-5.96998499,4.89015314,1.55873188,3.35008412,0.00257160,0.44130786,0.59052833,0.00000000
-5.96398199,4.94145440,1.56602060,3.39332683,0.00269364,0.44253939,0.59589395,0.00000000
-5.95797899,4.97903413,1.56860390,3.42712338,0.00281471,0.44248225,0.59968866,0.00000000
-5.95197599,5.00354465,1.56670590,3.45186063,0.00293433,0.44123734,0.60197770,0.00000000
-5.94597299,5.01580391,1.56060045,3.46804895,0.00305201,0.43892162,0.60284007,0.00000000
-5.93996998,5.01675743,1.55060047,3.47629652,0.00316734,0.43566355,0.60236505,0.00000000
-5.93396698,5.00743902,1.53704778,3.47728204,0.00327993,0.43159839,0.60064890,0.00000000
-5.92796398,4.98893231,1.52030352,3.47172719,0.00338948,0.42686382,0.59779202,0.00000000
-5.92196098,4.96233431,1.50073961,3.46036992,0.00349577,0.42159586,0.59389647,0.00000000
-5.91595798,4.92872263,1.47873139,3.44393980,0.00359872,0.41592528,0.58906412,0.00000000
-5.90995498,4.88912732,1.45465152,3.42313616,0.00369839,0.40997449,0.58339530,0.00000000
-5.90395198,4.84450819,1.42886510,3.39861002,0.00379502,0.40385517,0.57698804,0.00000000
-5.89794897,4.79573814,1.40172592,3.37095024,0.00388904,0.39766640,0.56993777,0.00000000
-5.89194597,4.74359254,1.37357370,3.34067419,0.00398112,0.39149350,0.56233748,0.00000000
-5.88594297,4.68874459,1.34473199,3.30822305,0.00407216,0.38540737,0.55427810,0.00000000
-5.87993997,4.63176606,1.31550654,3.27396154,0.00416331,0.37946442,0.54584913,0.00000000
-5.87393697,4.57313271,1.28618394,3.23818155,0.00425596,0.37370682,0.53713930,0.00000000
