energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.85750305,0.28673984,0.26224197,0.02605397,0.09326309,0.05045491,0.59713284,0.32392715,0.46688492
-5.99399700,1.82165558,0.28351474,0.26302617,0.02505983,0.08929209,0.05138875,0.59435506,0.31397045,0.44806050
-5.98799400,1.78655858,0.28072548,0.26310789,0.02421615,0.08546983,0.05205036,0.59094937,0.30447175,0.43057457
-5.98199100,1.75200021,0.27834742,0.26238108,0.02352237,0.08178751,0.05243826,0.58675961,0.29532573,0.41446240
-5.97598799,1.71783906,0.27636386,0.26076717,0.02297796,0.07823379,0.05255829,0.58167341,0.28643072,0.39975281
-5.96998499,1.68401983,0.27476874,0.25821758,0.02258271,0.07479619,0.05242347,0.57562775,0.27769438,0.38647159
-5.96398199,1.65058275,0.27356828,0.25471495,0.02233693,0.07146234,0.05205347,0.56861193,0.26903843,0.37464415
-5.95797899,1.61766625,0.27278142,0.25027305,0.02224160,0.06822115,0.05147394,0.56066771,0.26040235,0.36429691
-5.95197599,1.58550255,0.27243908,0.24493538,0.02229831,0.06506377,0.05071547,0.55188677,0.25174586,0.35545752
-5.94597299,1.55440646,0.27258218,0.23877247,0.02250913,0.06198425,0.04981242,0.54240548,0.24305014,0.34815380
-5.93996998,1.52475807,0.27325861,0.23187830,0.02287629,0.05897998,0.04880157,0.53239744,0.23431769,0.34241138
-5.93396698,1.49698021,0.27451924,0.22436572,0.02340189,0.05605182,0.04772067,0.52206409,0.22557104,0.33825047
-5.92796398,1.47151207,0.27641333,0.21636141,0.02408736,0.05320396,0.04660699,0.51162400,0.21685027,0.33568163
-5.92196098,1.44878056,0.27898344,0.20800047,0.02493297,0.05044352,0.04549583,0.50130133,0.20820969,0.33470116
-5.91595798,1.42917103,0.28226040,0.19942089,0.02593731,0.04777994,0.04441922,0.49131414,0.19971373,0.33528629
-5.90995498,1.41299910,0.28625848,0.19075836,0.02709669,0.04522427,0.04340470,0.48186323,0.19143247,0.33739065
-5.90395198,1.40048544,0.29097120,0.18214141,0.02840473,0.04278822,0.04247440,0.47312197,0.18343693,0.34094027
-5.89794897,1.39173476,0.29636801,0.17368724,0.02985191,0.04048332,0.04164427,0.46522776,0.17579454,0.34583062
-5.89194597,1.38672051,0.30239214,0.16549837,0.03142530,0.03831999,0.04092365,0.45827543,0.16856486,0.35192482
-5.88594297,1.38527615,0.30895976,0.15766016,0.03310841,0.03630675,0.04031513,0.45231304,0.16179596,0.35905338
-5.87993997,1.38709348,0.31596060,0.15023934,0.03488120,0.03444949,0.03981471,0.44734006,0.15552157,0.36701558
-5.87393697,1.39172827,0.32325992,0.14328340,0.03672030,0.03275097,0.03941221,0.44330808,0.14975900,0.37558242
-5.86793397,1.39861285,0.33070192,0.13682099,0.03859936,0.03121046,0.03909198,0.44012387,0.14450817,0.38450125
-5.86193097,1.40707507,0.33811430,0.13086303,0.04048957,0.02982358,0.03883379,0.43765464,0.13975153,0.39350180
-5.85592796,1.41636239,0.34531383,0.12540454,0.04236032,0.02858236,0.03861395,0.43573499,0.13545495,0.40230337
-5.84992496,1.42567012,0.35211254,0.12042690,0.04418003,0.02747554,0.03840645,0.43417522,0.13156945,0.41062288
-5.84392196,1.43417196,0.35832424,0.11590048,0.04591697,0.02648892,0.03818426,0.43277054,0.12803368,0.41818335
-5.83791896,1.44105148,0.36377112,0.11178744,0.04754017,0.02560597,0.03792056,0.43131050,0.12477697,0.42472251
-5.83191596,1.44553272,0.36828986,0.10804444,0.04902035,0.02480850,0.03758995,0.42958832,0.12172270,0.43000088
-5.82591296,1.44690863,0.37173722,0.10462528,0.05033070,0.02407739,0.03716951,0.42740948,0.11879190,0.43380923
-5.81990995,1.44456564,0.37399450,0.10148315,0.05144769,0.02339337,0.03663979,0.42459929,0.11590684,0.43597478
-5.81390695,1.43800368,0.37497104,0.09857260,0.05235167,0.02273774,0.03598548,0.42100905,0.11299440,0.43636602
-5.80790395,1.42685054,0.37460627,0.09585103,0.05302735,0.02209310,0.03519598,0.41652055,0.10998915,0.43489592
-5.80190095,1.41087024,0.37287055,0.09327976,0.05346412,0.02144396,0.03426568,0.41104893,0.10683585,0.43152332
-5.79589795,1.38996543,0.36976459,0.09082464,0.05365613,0.02077723,0.03319404,0.40454371,0.10349149,0.42625264
-5.78989495,1.36417389,0.36531776,0.08845626,0.05360226,0.02008265,0.03198545,0.39698828,0.09992666,0.41913181
-5.78389195,1.33365986,0.35958536,0.08614990,0.05330590,0.01935297,0.03064883,0.38839788,0.09612622,0.41024878
-5.77788894,1.29870088,0.35264499,0.08388512,0.05277457,0.01858414,0.02919719,0.37881643,0.09208946,0.39972672
-5.77188594,1.25967131,0.34459256,0.08164527,0.05201942,0.01777525,0.02764691,0.36831247,0.08782953,0.38771817
-5.76588294,1.21702346,0.33553783,0.07941688,0.05105469,0.01692843,0.02601701,0.35697459,0.08337257,0.37439868
-5.75987994,1.17126771,0.32560009,0.07718903,0.04989706,0.01604860,0.02432836,0.34490653,0.07875623,0.35996006
-5.75387694,1.12295253,0.31490403,0.07495287,0.04856502,0.01514319,0.02260284,0.33222256,0.07402807,0.34460368
-5.74787394,1.07264557,0.30357608,0.07270112,0.04707827,0.01422176,0.02086257,0.31904303,0.06924370,0.32853411
-5.74187094,1.02091662,0.29174136,0.07042789,0.04545711,0.01329566,0.01912914,0.30549069,0.06446495,0.31195340
-5.73586793,0.96832313,0.27952132,0.06812855,0.04372197,0.01237760,0.01742298,0.29168756,0.05975799,0.29505611
-5.72986493,0.91539862,0.26703220,0.06579978,0.04189296,0.01148133,0.01576280,0.27775282,0.05519174,0.27802532
-5.72386193,0.86264432,0.25438420,0.06343984,0.03998957,0.01062127,0.01416518,0.26380134,0.05083639,0.26102967
-5.71785893,0.81052404,0.24168136,0.06104891,0.03803041,0.00981225,0.01264425,0.24994322,0.04676225,0.24422136
-5.71185593,0.75946184,0.22902198,0.05862947,0.03603306,0.00906933,0.01121154,0.23628381,0.04303895,0.22773518
-5.70585293,0.70984246,0.21649954,0.05618677,0.03401401,0.00840757,0.00987592,0.22292453,0.03973484,0.21168836
-5.69984992,0.66201377,0.20420391,0.05372927,0.03198861,0.00784198,0.00864364,0.20996390,0.03691678,0.19618120
-5.69384692,0.61629079,0.19222261,0.05126899,0.02997117,0.00738751,0.00751851,0.19749891,0.03465013,0.18129821
-5.68784392,0.57296072,0.18064217,0.04882182,0.02797494,0.00705897,0.00650213,0.18562648,0.03299889,0.16710967
-5.68184092,0.53228837,0.16954925,0.04640764,0.02601227,0.00687116,0.00559416,0.17444470,0.03202600,0.15367342
-5.67583792,0.49452136,0.15903152,0.04405035,0.02409462,0.00683884,0.00479263,0.16405395,0.03179363,0.14103673
-5.66983492,0.45989493,0.14917816,0.04177771,0.02223267,0.00697681,0.00409435,0.15455757,0.03236342,0.12923810
-5.66383192,0.42863556,0.14007997,0.03962109,0.02043632,0.00729988,0.00349518,0.14606215,0.03379650,0.11830882
-5.65782891,0.40096360,0.13182904,0.03761496,0.01871479,0.00782291,0.00299042,0.13867728,0.03615338,0.10827444
-5.65182591,0.37709428,0.12451795,0.03579638,0.01707652,0.00856066,0.00257507,0.13251478,0.03949348,0.09915575
-5.64582291,0.35723743,0.11823861,0.03420430,0.01552927,0.00952763,0.00224416,0.12768744,0.04387430,0.09096957
-5.63981991,0.34159556,0.11308067,0.03287879,0.01407999,0.01073785,0.00199292,0.12430714,0.04935024,0.08372917
-5.63381691,0.33036064,0.10912963,0.03186015,0.01273481,0.01220452,0.00181700,0.12248267,0.05597104,0.07744436
-5.62781391,0.32370951,0.10646477,0.03118807,0.01149901,0.01393959,0.00171256,0.12231703,0.06377982,0.07212137
-5.62181091,0.32179829,0.10515681,0.03090059,0.01037691,0.01595330,0.00167639,0.12390437,0.07281082,0.06776248
-5.61580790,0.32475575,0.10526547,0.03103322,0.00937189,0.01825357,0.00170587,0.12732676,0.08308692,0.06436544
-5.60980490,0.33267616,0.10683708,0.03161786,0.00848628,0.02084539,0.00179898,0.13265068,0.09461692,0.06192285
-5.60380190,0.34561159,0.10990212,0.03268184,0.00772137,0.02373023,0.00195424,0.13992349,0.10739284,0.06042138
-5.59779890,0.36356420,0.11447293,0.03424691,0.00707737,0.02690530,0.00217053,0.14916983,0.12138723,0.05984106
-5.59179590,0.38647863,0.12054157,0.03632824,0.00655340,0.03036302,0.00244700,0.16038823,0.13655081,0.06015452
-5.58579290,0.41423482,0.12807793,0.03893353,0.00614747,0.03409040,0.00278288,0.17354791,0.15281033,0.06132631
-5.57978989,0.44664173,0.13702816,0.04206207,0.00585649,0.03806859,0.00317726,0.18858591,0.17006699,0.06331238
-5.57378689,0.48343209,0.14731351,0.04570398,0.00567629,0.04227254,0.00362891,0.20540478,0.18819555,0.06605966
-5.56778389,0.52425867,0.15882961,0.04983952,0.00560162,0.04667082,0.00413606,0.22387092,0.20704404,0.06950580
