energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.12670289,0.00102202,0.00000000,0.00000766,0.06813512,0.08028918,0.04376890
-5.99399700,0.12382515,0.00113663,0.00000000,0.00000612,0.06668095,0.08254771,0.04230995
-5.98799400,0.12233479,0.00126322,0.00000000,0.00000505,0.06600631,0.08543405,0.04136588
-5.98199100,0.12213529,0.00140059,0.00000000,0.00000440,0.06604816,0.08890889,0.04089717
-5.97598799,0.12311107,0.00154758,0.00000000,0.00000413,0.06673334,0.09291285,0.04085829
-5.96998499,0.12513011,0.00170310,0.00000000,0.00000423,0.06797984,0.09736774,0.04119859
-5.96398199,0.12804738,0.00186620,0.00000000,0.00000472,0.06969846,0.10217862,0.04186335
-5.95797899,0.13170902,0.00203616,0.00000000,0.00000567,0.07179476,0.10723648,0.04279506
-5.95197599,0.13595721,0.00221259,0.00000000,0.00000714,0.07417139,0.11242153,0.04393488
-5.94597299,0.14063565,0.00239558,0.00000000,0.00000926,0.07673067,0.11760708,0.04522429
-5.93996998,0.14559556,0.00258585,0.00000000,0.00001219,0.07937739,0.12266370,0.04660678
-5.93396698,0.15070196,0.00278492,0.00000000,0.00001614,0.08202178,0.12746373,0.04802974
-5.92796398,0.15584022,0.00299531,0.00000000,0.00002138,0.08458257,0.13188586,0.04944633
-5.92196098,0.16092251,0.00322076,0.00000000,0.00002826,0.08698998,0.13581974,0.05081729
-5.91595798,0.16589408,0.00346637,0.00000000,0.00003720,0.08918862,0.13917028,0.05211280
-5.90995498,0.17073904,0.00373889,0.00000000,0.00004871,0.09114020,0.14186168,0.05331405
-5.90395198,0.17548553,0.00404681,0.00000000,0.00006344,0.09282586,0.14384088,0.05441477
-5.89794897,0.18020994,0.00440054,0.00000000,0.00008214,0.09424819,0.14508044,0.05542240
-5.89194597,0.18504006,0.00481257,0.00000000,0.00010574,0.09543261,0.14558063,0.05635899
-5.88594297,0.19015695,0.00529745,0.00000000,0.00013531,0.09642842,0.14537070,0.05726178
-5.87993997,0.19579535,0.00587187,0.00000000,0.00017212,0.09730905,0.14450929,0.05818341
-5.87393697,0.20224256,0.00655452,0.00000000,0.00021767,0.09817182,0.14308403,0.05919164
-5.86793397,0.20983559,0.00736598,0.00000000,0.00027366,0.09913708,0.14121019,0.06036880
-5.86193097,0.21895671,0.00832846,0.00000000,0.00034206,0.10034663,0.13902863,0.06181072
-5.85592796,0.23002723,0.00946545,0.00000000,0.00042509,0.10196173,0.13670301,0.06362532
-5.84992496,0.24349970,0.01080125,0.00000000,0.00052526,0.10416044,0.13441639,0.06593078
-5.84392196,0.25984857,0.01236049,0.00000000,0.00064536,0.10713460,0.13236733,0.06885340
-5.83791896,0.27955946,0.01416742,0.00000000,0.00078845,0.11108638,0.13076566,0.07252518
-5.83191596,0.30311734,0.01624523,0.00000000,0.00095789,0.11622453,0.12982798,0.07708106
-5.82591296,0.33099374,0.01861529,0.00000000,0.00115728,0.12276039,0.12977301,0.08265607
-5.81990995,0.36363340,0.02129627,0.00000000,0.00139046,0.13090378,0.13081689,0.08938222
-5.81390695,0.40144069,0.02430335,0.00000000,0.00166145,0.14085878,0.13316856,0.09738543
-5.80790395,0.44476604,0.02764736,0.00000000,0.00197443,0.15281953,0.13702524,0.10678233
-5.80190095,0.49389295,0.03133401,0.00000000,0.00233360,0.16696613,0.14256803,0.11767720
-5.79589795,0.54902584,0.03536321,0.00000000,0.00274317,0.18346054,0.14995773,0.13015889
-5.78989495,0.61027910,0.03972845,0.00000000,0.00320722,0.20244275,0.15933090,0.14429803
-5.78389195,0.67766781,0.04441641,0.00000000,0.00372958,0.22402712,0.17079610,0.16014439
-5.77788894,0.75110039,0.04940666,0.00000000,0.00431372,0.24829891,0.18443047,0.17772453
-5.77188594,0.83037346,0.05467162,0.00000000,0.00496257,0.27531115,0.20027651,0.19703976
-5.76588294,0.91516911,0.06017674,0.00000000,0.00567843,0.30508176,0.21833928,0.21806452
-5.75987994,1.00505478,0.06588081,0.00000000,0.00646274,0.33759101,0.23858395,0.24074518
-5.75387694,1.09948584,0.07173658,0.00000000,0.00731601,0.37277946,0.26093378,0.26499925
-5.74787394,1.19781082,0.07769157,0.00000000,0.00823760,0.41054620,0.28526878,0.29071517
-5.74187094,1.29927924,0.08368897,0.00000000,0.00922563,0.45074772,0.31142489,0.31775261
-5.73586793,1.40305196,0.08966879,0.00000000,0.01027685,0.49319735,0.33919410,0.34594340
-5.72986493,1.50821378,0.09556908,0.00000000,0.01138659,0.53766533,0.36832536,0.37509297
-5.72386193,1.61378804,0.10132719,0.00000000,0.01254867,0.58387974,0.39852661,0.40498253
-5.71785893,1.71875306,0.10688108,0.00000000,0.01375545,0.63152822,0.42946788,0.43537177
-5.71185593,1.82205982,0.11217060,0.00000000,0.01499781,0.68026075,0.46078562,0.46600232
-5.70585293,1.92265077,0.11713870,0.00000000,0.01626533,0.72969339,0.49208825,0.49660165
-5.69984992,2.01947930,0.12173256,0.00000000,0.01754634,0.77941312,0.52296282,0.52688769
-5.69384692,2.11152936,0.12590456,0.00000000,0.01882821,0.82898379,0.55298293,0.55657382
-5.68784392,2.19783494,0.12961307,0.00000000,0.02009755,0.87795309,0.58171747,0.58537429
-5.68184092,2.27749896,0.13282317,0.00000000,0.02134050,0.92586047,0.60874020,0.61300993
-5.67583792,2.34971097,0.13550705,0.00000000,0.02254307,0.97224580,0.63363974,0.63921391
-5.66983492,2.41376340,0.13764436,0.00000000,0.02369146,1.01665857,0.65602978,0.66373748
-5.66383192,2.46906568,0.13922229,0.00000000,0.02477243,1.05866739,0.67555901,0.68635537
-5.65782891,2.51515600,0.14023551,0.00000000,0.02577362,1.09786926,0.69192050,0.70687074
-5.65182591,2.55171001,0.14068602,0.00000000,0.02668389,1.13389847,0.70486007,0.72511940
-5.64582291,2.57854626,0.14058277,0.00000000,0.02749357,1.16643457,0.71418332,0.74097310
-5.63981991,2.59562806,0.13994122,0.00000000,0.02819471,1.19520902,0.71976095,0.75434174
-5.63381691,2.60306132,0.13878277,0.00000000,0.02878125,1.22001027,0.72153221,0.76517432
-5.62781391,2.60108859,0.13713414,0.00000000,0.02924910,1.24068696,0.71950612,0.77345854
-5.62181091,2.59007913,0.13502663,0.00000000,0.02959619,1.25714894,0.71376057,0.77921908
-5.61580790,2.57051526,0.13249540,0.00000000,0.02982240,1.26936617,0.70443921,0.78251455
-5.60980490,2.54297556,0.12957862,0.00000000,0.02992944,1.27736549,0.69174620,0.78343326
-5.60380190,2.50811530,0.12631668,0.00000000,0.02992070,1.28122537,0.67593924,0.78208803
-5.59779890,2.46664503,0.12275137,0.00000000,0.02980098,1.28106907,0.65732094,0.77861023
-5.59179590,2.41930805,0.11892507,0.00000000,0.02957626,1.27705649,0.63622909,0.77314350
-5.58579290,2.36685796,0.11488001,0.00000000,0.02925340,1.26937537,0.61302627,0.76583737
-5.57978989,2.31003709,0.11065754,0.00000000,0.02883987,1.25823216,0.58808910,0.75684122
-5.57378689,2.24955696,0.10629752,0.00000000,0.02834346,1.24384338,0.56179776,0.74629894
-5.56778389,2.18608163,0.10183777,0.00000000,0.02777204,1.22642786,0.53452613,0.73434457
-5.56178089,2.12021470,0.09731367,0.00000000,0.02713341,1.20620036,0.50663297,0.72109921
-5.55577789,2.05249061,0.09275784,0.00000000,0.02643506,1.18336700,0.47845435,0.70666932
-5.54977489,1.98337041,0.08819997,0.00000000,0.02568418,1.15812270,0.45029772,0.69114663
-5.54377189,1.91324230,0.08366676,0.00000000,0.02488754,1.13065075,0.42243760,0.67460946
-5.53776888,1.84242642,0.07918200,0.00000000,0.02405155,1.10112438,0.39511305,0.65712546
-5.53176588,1.77118368,0.07476672,0.00000000,0.02318231,1.06971025,0.36852669,0.63875555
-5.52576288,1.69972777,0.07043949,0.00000000,0.02228570,1.03657337,0.34284539,0.61955867
-5.51975988,1.62823943,0.06621669,0.00000000,0.02136752,1.00188301,0.31820218,0.59959709
-5.51375688,1.55688206,0.06211292,0.00000000,0.02043359,0.96581918,0.29469923,0.57894182
-5.50775388,1.48581749,0.05814135,0.00000000,0.01948990,0.92857889,0.27241166,0.55767775
-5.50175088,1.41522082,0.05431408,0.00000000,0.01854270,0.89038179,0.25139185,0.53590809
-5.49574787,1.34529350,0.05064244,0.00000000,0.01759861,0.85147464,0.23167384,0.51375785
-5.48974487,1.27627365,0.04713723,0.00000000,0.01666460,0.81213408,0.21327783,0.49137602
-5.48374187,1.20844306,0.04380890,0.00000000,0.01574806,0.77266753,0.19621428,0.46893626
-5.47773887,1.14213047,0.04066760,0.00000000,0.01485671,0.73341192,0.18048761,0.44663600
-5.47173587,1.07771094,0.03772317,0.00000000,0.01399850,0.69473017,0.16609930,0.42469405
-5.46573287,1.01560148,0.03498497,0.00000000,0.01318151,0.65700577,0.15305032,0.40334658
-5.45972986,0.95625314,0.03246172,0.00000000,0.01241375,0.62063536,0.14134291,0.38284197
-5.45372686,0.90014022,0.03016117,0.00000000,0.01170298,0.58601991,0.13098164,0.36343448
-5.44772386,0.84774710,0.02808979,0.00000000,0.01105649,0.55355480,0.12197393,0.34537723
-5.44172086,0.79955363,0.02625241,0.00000000,0.01048087,0.52361937,0.11432996,0.32891482
-5.43571786,0.75601981,0.02465180,0.00000000,0.00998183,0.49656641,0.10806218,0.31427579
-5.42971486,0.71757055,0.02328839,0.00000000,0.00956396,0.47271204,0.10318448,0.30166553
-5.42371186,0.68458129,0.02215988,0.00000000,0.00923059,0.45232658,0.09971106,0.29125968
-5.41770885,0.65736520,0.02126106,0.00000000,0.00898363,0.43562666,0.09765519,0.28319852
-5.41170585,0.63616235,0.02058362,0.00000000,0.00882350,0.42276902,0.09702785,0.27758243
-5.40570285,0.62113136,0.02011608,0.00000000,0.00874905,0.41384603,0.09783634,0.27446864
-5.39969985,0.61234367,0.01984386,0.00000000,0.00875756,0.40888336,0.10008287,0.27386935
-5.39369685,0.60978052,0.01974945,0.00000000,0.00884481,0.40783945,0.10376320,0.27575126
-5.38769385,0.61333259,0.01981264,0.00000000,0.00900513,0.41060700,0.10886524,0.28003642
-5.38169085,0.62280204,0.02001098,0.00000000,0.00923157,0.41701620,0.11536776,0.28660432
-5.37568784,0.63790670,0.02032020,0.00000000,0.00951601,0.42683944,0.12323903,0.29529516
-5.36968484,0.65828607,0.02071483,0.00000000,0.00984945,0.43979737,0.13243557,0.30591393
-5.36368184,0.68350868,0.02116883,0.00000000,0.01022213,0.45556582,0.14290085,0.31823535
-5.35767884,0.71308044,0.02165627,0.00000000,0.01062382,0.47378351,0.15456410,0.33200917
-5.35167584,0.74645370,0.02215202,0.00000000,0.01104408,0.49406004,0.16733924,0.34696588
-5.34567284,0.78303659,0.02263250,0.00000000,0.01147244,0.51598398,0.18112388,0.36282245
