energy_ev,total_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.75987994,4.00501968,1.32238795,1.10778922,0.30302081,1.03300756,0.00614002,0.16990038,0.01502903,1.74354723
-5.75387694,4.03212186,1.32784039,1.11747742,0.30637718,1.03640347,0.00656444,0.17128855,0.01560570,1.75704228
-5.74787394,4.05176404,1.33122741,1.12657390,0.30876178,1.03722261,0.00706167,0.17200490,0.01618215,1.76796771
-5.74187094,4.06360013,1.33261398,1.13487851,0.31015928,1.03545117,0.00763570,0.17203049,0.01675630,1.77616325
-5.73586793,4.06740470,1.33208143,1.14220340,0.31057201,1.03111584,0.00828996,0.17135731,0.01732651,1.78150835
-5.72986493,4.06308852,1.32972769,1.14838129,0.31002011,1.02428528,0.00902710,0.16998895,0.01789156,1.78392927
-5.72386193,4.05070672,1.32566662,1.15327178,0.30854107,1.01506981,0.00984879,0.16794077,0.01845059,1.78340321
-5.71785893,4.03045924,1.32002602,1.15676550,0.30618842,1.00361895,0.01075540,0.16523981,0.01900301,1.77995948
-5.71185593,4.00268335,1.31294456,1.15878594,0.30302984,0.99011712,0.01174577,0.16192414,0.01954833,1.77367741
-5.70585293,3.96783891,1.30456758,1.15928903,0.29914455,0.97477757,0.01281690,0.15804196,0.02008602,1.76468153
-5.69984992,3.92648731,1.29504214,1.15826083,0.29462031,0.95783478,0.01396373,0.15365023,0.02061526,1.75313416
-5.69384692,3.87926567,1.28451159,1.15571353,0.28955006,0.93953594,0.01517890,0.14881308,0.02113477,1.73922631
-5.68784392,3.82685819,1.27311010,1.15168037,0.28402847,0.92013190,0.01645263,0.14360000,0.02164262,1.72316743
-5.68184092,3.76996650,1.26095766,1.14620999,0.27814858,0.89986801,0.01777262,0.13808386,0.02213604,1.70517499
-5.67583792,3.70928147,1.24815611,1.13936078,0.27199864,0.87897567,0.01912410,0.13233898,0.02261130,1.68546475
-5.66983492,3.64545809,1.23478651,1.13119579,0.26565955,0.85766484,0.02048995,0.12643926,0.02306367,1.66424245
-5.66383192,3.57909545,1.22090839,1.12177868,0.25920279,0.83611811,0.02185095,0.12045639,0.02348741,1.64169770
-5.65782891,3.51072308,1.20656113,1.11117100,0.25268921,0.81448662,0.02318610,0.11445843,0.02387583,1.61800048
-5.65182591,3.44079453,1.19176748,1.09943121,0.24616851,0.79288804,0.02447314,0.10850860,0.02422147,1.59330070
-5.64582291,3.36968846,1.17653937,1.08661534,0.23967966,0.77140675,0.02568908,0.10266438,0.02451632,1.56773074
-5.63981991,3.29771710,1.16088565,1.07277929,0.23325203,0.75009601,0.02681084,0.09697712,0.02475207,1.54141085
-5.63381691,3.22514118,1.14482143,1.05798262,0.22690723,0.72898215,0.02781593,0.09149179,0.02492053,1.51445698
-5.62781391,3.15219005,1.12837843,1.04229337,0.22066151,0.70807022,0.02868320,0.08624721,0.02501391,1.48699046
-5.62181091,3.07908543,1.11161587,1.02579350,0.21452852,0.68735088,0.02939351,0.08127645,0.02502526,1.45914858
-5.61580790,3.00606676,1.09463087,1.00858451,0.20852223,0.66680795,0.02993041,0.07660752,0.02494884,1.43109545
-5.60980490,2.93341610,1.07756782,0.99079259,0.20265988,0.64642608,0.03028076,0.07226412,0.02478043,1.40303200
-5.60380190,2.86148071,1.06062594,0.97257293,0.19696455,0.62619820,0.03043520,0.06826648,0.02451765,1.37520432
-5.59779890,2.79069142,1.04406425,0.95411261,0.19146739,0.60613213,0.03038852,0.06463223,0.02416018,1.34790964
-5.59179590,2.72157521,1.02820353,0.93563187,0.18620919,0.58625603,0.03013990,0.06137706,0.02370988,1.32149906
-5.58579290,2.65476102,1.01342473,0.91738332,0.18124119,0.56662243,0.02969300,0.05851540,0.02317084,1.29637695
-5.57978989,2.59097801,1.00016373,0.89964926,0.17662507,0.54731056,0.02905585,0.05606073,0.02254934,1.27299640
-5.57378689,2.53104613,0.98890243,0.88273682,0.17243209,0.52842700,0.02824063,0.05402580,0.02185369,1.25185105
-5.56778389,2.47585940,0.98015623,0.86697132,0.16874136,0.51010462,0.02726330,0.05242253,0.02109402,1.23346329
-5.56178089,2.42636246,0.97445845,0.85268805,0.16563734,0.49249993,0.02614310,0.05126172,0.02028194,1.21836951
-5.55577789,2.38352176,0.97234224,0.84022279,0.16320670,0.47578907,0.02490199,0.05055252,0.01943019,1.20710270
-5.54977489,2.34829263,0.97432056,0.82990149,0.16153457,0.46016274,0.02356397,0.05030171,0.01855224,1.20017356
-5.54377189,2.32158395,0.98086530,0.82202966,0.16070058,0.44582030,0.02215440,0.05051288,0.01766187,1.19805061
-5.53776888,2.30422209,0.99238629,0.81688183,0.16077465,0.43296339,0.02069935,0.05118553,0.01677269,1.20114040
-5.53176588,2.29691587,1.00921116,0.81469162,0.16181288,0.42178942,0.01922490,0.05231410,0.01589782,1.20976870
-5.52576288,2.30022402,1.03156706,0.81564268,0.16385375,0.41248511,0.01775654,0.05388713,0.01504944,1.22416343
-5.51975988,2.31452677,1.05956499,0.81986103,0.16691470,0.40522043,0.01631865,0.05588649,0.01423853,1.24444019
-5.51375688,2.34000251,1.09318759,0.82740886,0.17098946,0.40014306,0.01493408,0.05828678,0.01347459,1.27059088
-5.50775388,2.37661067,1.13228087,0.83828017,0.17604604,0.39737355,0.01362375,0.06105501,0.01276548,1.30247613
-5.50175088,2.42408122,1.17655050,0.85239817,0.18202576,0.39700121,0.01240644,0.06415046,0.01211732,1.33982166
-5.49574787,2.48191125,1.22556277,0.86961467,0.18884317,0.39908084,0.01129863,0.06752491,0.01153445,1.38221879
-5.48974487,2.54936860,1.27875029,0.88971121,0.19638705,0.40363031,0.01031449,0.07112318,0.01101948,1.42912930
-5.48374187,2.62550236,1.33542244,0.91240213,0.20452234,0.41062890,0.00946580,0.07488391,0.01057343,1.47989411
-5.47773887,2.70915957,1.39477997,0.93733912,0.21309312,0.42001645,0.00876214,0.07874072,0.01019587,1.53374590
-5.47173587,2.79900779,1.45593345,0.96411735,0.22192639,0.43169326,0.00821093,0.08262358,0.00988513,1.58982492
-5.46573287,2.89356240,1.51792481,0.99228292,0.23083662,0.44552066,0.00781760,0.08646042,0.00963858,1.64719764
-5.45972986,2.99121799,1.57975123,1.02134138,0.23963090,0.46132235,0.00758576,0.09017888,0.00945287,1.70487761
-5.45372686,3.09028258,1.64039039,1.05076717,0.24811436,0.47888634,0.00751730,0.09370815,0.00932419,1.76184780
-5.44772386,3.18901398,1.69882635,1.08001377,0.25609595,0.49796766,0.00761255,0.09698089,0.00924858,1.81708378
-5.44172086,3.28565698,1.75407504,1.10852437,0.26339402,0.51829165,0.00787038,0.09993499,0.00922213,1.86957711
-5.43571786,3.37848058,1.80520846,1.13574280,0.26984172,0.53955799,0.00828823,0.10251528,0.00924121,1.91835807
-5.42971486,3.46581438,1.85137699,1.16112454,0.27529193,0.56144542,0.00886215,0.10467499,0.00930268,1.96251740
-5.42371186,3.54608305,1.89182891,1.18414772,0.27962153,0.58361708,0.00958681,0.10637698,0.00940398,2.00122622
-5.41770885,3.61783841,1.92592684,1.20432366,0.28273485,0.60572643,0.01045550,0.10759461,0.00954326,2.03375378
-5.41170585,3.67978831,1.95316057,1.22120700,0.28456621,0.62742372,0.01146002,0.10831231,0.00971938,2.05948268
-5.40570285,3.73082172,1.97315619,1.23440507,0.28508136,0.64836280,0.01259073,0.10852572,0.00993190,2.07792115
-5.39969985,3.77002967,1.98568143,1.24358633,0.28427790,0.66820822,0.01383646,0.10824153,0.01018103,2.08871230
-5.39369685,3.79672164,1.99064734,1.24848771,0.28218465,0.68664231,0.01518451,0.10747690,0.01046748,2.09164015
-5.38769385,3.81043713,1.98810659,1.24892061,0.27885995,0.70337213,0.01662071,0.10625856,0.01079231,2.08663254
-5.38169085,3.81095228,1.97824866,1.24477545,0.27438905,0.71813600,0.01812941,0.10462168,0.01115672,2.07376087
-5.37568784,3.79828141,1.96139238,1.23602456,0.26888073,0.73070933,0.01969366,0.10260847,0.01156183,2.05323682
-5.36968484,3.77267370,1.93797630,1.22272333,0.26246322,0.74090967,0.02129529,0.10026661,0.01200842,2.02540634
-5.36368184,3.73460488,1.90854731,1.20500948,0.25527974,0.74860056,0.02291519,0.09764760,0.01249669,1.99074105
-5.35767884,3.68476444,1.87374791,1.18310046,0.24748372,0.75369421,0.02453351,0.09480513,0.01302600,1.94982731
-5.35167584,3.62403840,1.83430266,1.15728901,0.23923397,0.75615278,0.02612995,0.09179345,0.01359465,1.90335336
-5.34567284,3.55348839,1.79100402,1.12793680,0.23068998,0.75598820,0.02768414,0.08866583,0.01419970,1.85209474
-5.33966983,3.47432725,1.74469797,1.09546645,0.22200755,0.75326069,0.02917595,0.08547321,0.01483678,1.79689837
-5.33366683,3.38789195,1.69626956,1.06035197,0.21333480,0.74807577,0.03058589,0.08226305,0.01550005,1.73866560
-5.32766383,3.29561438,1.64662857,1.02310800,0.20480883,0.74058029,0.03189550,0.07907840,0.01618214,1.67833459
-5.32166083,3.19899091,1.59669541,0.98427794,0.19655299,0.73095726,0.03308770,0.07595718,0.01687420,1.61686239
-5.31565783,3.09955122,1.54738727,0.94442148,0.18867492,0.71942010,0.03414717,0.07293175,0.01756600,1.55520693
-5.30965483,2.99882748,1.49960465,0.90410182,0.18126525,0.70620634,0.03506073,0.07002870,0.01824616,1.49430944
-5.30365183,2.89832440,1.45421818,0.86387296,0.17439704,0.69157106,0.03581758,0.06726884,0.01890240,1.43507750
-5.29764882,2.79949101,1.41205587,0.82426742,0.16812591,0.67578056,0.03640967,0.06466742,0.01952184,1.37836904
-5.29164582,2.70369478,1.37389079,0.78578484,0.16249071,0.65910621,0.03683184,0.06223446,0.02009142,1.32497760
-5.28564282,2.61219861,1.34042921,0.74888175,0.15751464,0.64181887,0.03708206,0.05997525,0.02059830,1.27561915
-5.27963982,2.52614113,1.31229930,0.71396272,0.15320679,0.62418405,0.03716156,0.05789089,0.02103028,1.23092055
-5.27363682,2.44652055,1.29004050,0.68137338,0.14956386,0.60645775,0.03707484,0.05597891,0.02137629,1.19141002
-5.26763382,2.37418233,1.27409371,0.65139521,0.14657206,0.58888316,0.03682973,0.05423390,0.02162679,1.15750952
-5.26163082,2.30981054,1.26479231,0.62424237,0.14420898,0.57168815,0.03643733,0.05264811,0.02177415,1.12952939
-5.25562781,2.25392282,1.26235443,0.60006051,0.14244532,0.55508345,0.03591183,0.05121198,0.02181303,1.10766503
-5.24962481,2.20686874,1.26687632,0.57892762,0.14124654,0.53926140,0.03527037,0.04991472,0.02174060,1.09199576
-5.24362181,2.16883134,1.27832734,0.56085662,0.14057422,0.52439516,0.03453271,0.04874467,0.02155678,1.08248573
-5.23761881,2.13983117,1.29654651,0.54579967,0.14038712,0.51063823,0.03372093,0.04768971,0.02126427,1.07898682
-5.23161581,2.11973289,1.32124095,0.53365390,0.14064206,0.49812406,0.03285902,0.04673752,0.02086862,1.08124344
-5.22561281,2.10825369,1.35198642,0.52426819,0.14129443,0.48696575,0.03197238,0.04587579,0.02037808,1.08889902
-5.21960980,2.10497336,1.38823016,0.51745091,0.14229849,0.47725561,0.03108731,0.04509242,0.01980344,1.10150407
-5.21360680,2.10934577,1.42929608,0.51297802,0.14360761,0.46906464,0.03023043,0.04437555,0.01915773,1.11852572
-5.20760380,2.12071142,1.47439276,0.51060151,0.14517417,0.46244187,0.02942806,0.04371371,0.01845591,1.13935848
-5.20160080,2.13831098,1.52262405,0.51005767,0.14694963,0.45741357,0.02870563,0.04309586,0.01771443,1.16333617
-5.19559780,2.16129986,1.57300256,0.51107501,0.14888450,0.45398250,0.02808701,0.04251138,0.01695082,1.18974476
-5.18959480,2.18876346,1.62446599,0.51338161,0.15092839,0.45212721,0.02759391,0.04195022,0.01618318,1.21783608
-5.18359180,2.21973339,1.67589617,0.51671170,0.15303020,0.45180162,0.02724531,0.04140285,0.01542977,1.24684210
-5.17758879,2.25320444,1.72614060,0.52081128,0.15513855,0.45293486,0.02705692,0.04086045,0.01470850,1.27598966
-5.17158579,2.28815224,1.77403618,0.52544282,0.15720227,0.45543169,0.02704075,0.04031492,0.01403648,1.30451545
-5.16558279,2.32355159,1.81843471,0.53038882,0.15917112,0.45917342,0.02720470,0.03975901,0.01342969,1.33168089
-5.15957979,2.35839506,1.85822942,0.53545440,0.16099670,0.46401959,0.02755239,0.03918646,0.01290254,1.35678677
-5.15357679,2.39171177,1.89238202,0.54046885,0.16263340,0.46981019,0.02808292,0.03859207,0.01246763,1.37918717
-5.14757379,2.42258573,1.91994924,0.54528622,0.16403949,0.47636870,0.02879092,0.03797182,0.01213545,1.39830246
-5.14157079,2.45017350,1.94010812,0.54978511,0.16517812,0.48350562,0.02966664,0.03732295,0.01191425,1.41363096
-5.13556778,2.47372050,1.95217898,0.55386777,0.16601831,0.49102259,0.03069616,0.03664399,0.01180985,1.42475890
-5.12956478,2.49257542,1.95564535,0.55745852,0.16653574,0.49871678,0.03186177,0.03593478,0.01182560,1.43136842
-5.12356178,2.50620224,1.95016971,0.56050182,0.16671341,0.50638553,0.03314239,0.03519643,0.01196232,1.43324316
-5.11755878,2.51418941,1.93560457,0.56295997,0.16654194,0.51383099,0.03451417,0.03443122,0.01221836,1.43027140
-5.11155578,2.51625563,1.91199811,0.56481067,0.16601964,0.52086450,0.03595105,0.03364249,0.01258961,1.42244642
-5.10555278,2.51225205,1.87959409,0.56604453,0.16515228,0.52731071,0.03742550,0.03283442,0.01306965,1.40986411
-5.09954977,2.50216076,1.83882577,0.56666256,0.16395249,0.53301111,0.03890919,0.03201188,0.01364986,1.39271781
-5.09354677,2.48608953,1.79030409,0.56667391,0.16243892,0.53782692,0.04037374,0.03118011,0.01431960,1.37129055
-5.08754377,2.46426300,1.73480027,0.56609375,0.16063516,0.54164131,0.04179139,0.03034452,0.01506646,1.34594494
-5.08154077,2.43701072,1.67322348,0.56494145,0.15856846,0.54436075,0.04313573,0.02951042,0.01587642,1.31711095
-5.07553777,2.40475250,1.60659448,0.56323902,0.15626833,0.54591573,0.04438230,0.02868273,0.01673423,1.28527222
-5.06953477,2.36798176,1.53601601,0.56100985,0.15376514,0.54626065,0.04550915,0.02786583,0.01762361,1.25095111
-5.06353177,2.32724747,1.46264121,0.55827779,0.15108874,0.54537315,0.04649737,0.02706331,0.01852767,1.21469323
-5.05752876,2.28313559,1.38764118,0.55506643,0.14826721,0.54325292,0.04733146,0.02627787,0.01942922,1.17705185
-5.05152576,2.23625070,1.31217273,0.55139863,0.14532579,0.53992006,0.04799972,0.02551121,0.02031116,1.13857282
-5.04552276,2.18719848,1.23734778,0.54729627,0.14228610,0.53541331,0.04849446,0.02476401,0.02115689,1.09978038
-5.03951976,2.13656993,1.16420509,0.54278010,0.13916557,0.52978808,0.04881216,0.02403595,0.02195066,1.06116441
-5.03351676,2.08492755,1.09368555,0.53786973,0.13597724,0.52311459,0.04895365,0.02332579,0.02267806,1.02316937
-5.02751376,2.03279422,1.02661150,0.53258370,0.13272986,0.51547609,0.04892408,0.02263149,0.02332630,0.98618532
-5.02151076,1.98064488,0.96367084,0.52693956,0.12942826,0.50696735,0.04873292,0.02195041,0.02388467,0.95054118
-5.01550775,1.92890116,0.90540610,0.52095402,0.12607397,0.49769342,0.04839390,0.02127943,0.02434481,0.91650025
-5.00950475,1.87792903,0.85220862,0.51464312,0.12266608,0.48776861,0.04792488,0.02061524,0.02470104,0.88425820
-5.00350175,1.82803915,0.80431788,0.50802247,0.11920222,0.47731584,0.04734767,0.01995449,0.02495053,0.85394321
-4.99749875,1.77948979,0.76182555,0.50110745,0.11567963,0.46646609,0.04668784,0.01929406,0.02509351,0.82561841
-4.99149575,1.73249173,0.72468386,0.49391358,0.11209621,0.45535798,0.04597438,0.01863120,0.02513332,0.79928611
-4.98549275,1.68721484,0.69271790,0.48645685,0.10845156,0.44413742,0.04523938,0.01796373,0.02507641,0.77489381
-4.97948974,1.64379561,0.66564099,0.47875422,0.10474788,0.43295702,0.04451760,0.01729014,0.02493220,0.75234153
-4.97348674,1.60234509,0.64307245,0.47082414,0.10099063,0.42197531,0.04384593,0.01660973,0.02471293,0.73149019
-4.96748374,1.56295675,0.62455710,0.46268705,0.09718907,0.41135556,0.04326277,0.01592261,0.02443332,0.71217071
-4.96148074,1.52571350,0.60958558,0.45436604,0.09335648,0.40126410,0.04280733,0.01522973,0.02411021,0.69419330
-4.95547774,1.49069355,0.59761476,0.44588736,0.08951016,0.39186805,0.04251872,0.01453287,0.02376206,0.67735682
-4.94947474,1.45797451,0.58808764,0.43728084,0.08567111,0.38333245,0.04243505,0.01383451,0.02340840,0.66145772
-4.94347174,1.42763560,0.58045188,0.42858022,0.08186355,0.37581674,0.04259239,0.01313778,0.02306923,0.64629816
-4.93746873,1.39975759,0.57417653,0.41982324,0.07811416,0.36947072,0.04302358,0.01244629,0.02276439,0.63169325
-4.93146573,1.37442055,0.56876653,0.41105141,0.07445114,0.36442998,0.04375713,0.01176400,0.02251285,0.61747702
-4.92546273,1.35169951,0.56377449,0.40230955,0.07090323,0.36081106,0.04481600,0.01109506,0.02233206,0.60350695
-4.91945973,1.33165826,0.55880966,0.39364493,0.06749856,0.35870649,0.04621644,0.01044361,0.02223730,0.58966707
-4.91345673,1.31434171,0.55354389,0.38510613,0.06426353,0.35817994,0.04796695,0.00981367,0.02224110,0.57586949
-4.90745373,1.29976736,0.54771474,0.37674160,0.06122176,0.35926175,0.05006734,0.00920894,0.02235274,0.56205450
-4.90145073,1.28791657,0.54112583,0.36859800,0.05839312,0.36194518,0.05250804,0.00863267,0.02257780,0.54818929
-4.89544772,1.27872620,0.53364463,0.36071835,0.05579288,0.36618355,0.05526960,0.00808760,0.02291792,0.53426552
-4.88944472,1.27208152,0.52519830,0.35314028,0.05343112,0.37188863,0.05832256,0.00757578,0.02337059,0.52029605
-4.88344172,1.26781095,0.51576769,0.34589424,0.05131230,0.37893040,0.06162763,0.00709861,0.02392918,0.50631091
-4.87743872,1.26568334,0.50538034,0.33900209,0.04943511,0.38713842,0.06513624,0.00665676,0.02458310,0.49235311
-4.87143572,1.26540826,0.49410265,0.33247594,0.04779253,0.39630485,0.06879145,0.00625019,0.02531804,0.47847436
-4.86543272,1.26663961,0.48203201,0.32631754,0.04637219,0.40618911,0.07252930,0.00587816,0.02611651,0.46473110
-4.85942971,1.26898273,0.46928908,0.32051820,0.04515690,0.41652420,0.07628039,0.00553934,0.02695833,0.45118108
-4.85342671,1.27200494,0.45601087,0.31505936,0.04412538,0.42702432,0.07997187,0.00523184,0.02782138,0.43788073
-4.84742371,1.27524914,0.44234463,0.30991368,0.04325324,0.43739380,0.08352960,0.00495338,0.02868235,0.42488336
-4.84142071,1.27825002,0.42844298,0.30504686,0.04251394,0.44733665,0.08688045,0.00470134,0.02951762,0.41223836
-4.83541771,1.28055211,0.41446031,0.30041985,0.04187991,0.45656678,0.08995471,0.00447295,0.03030403,0.39999131
-4.82941471,1.28172890,0.40055031,0.29599153,0.04132372,0.46481801,0.09268841,0.00426537,0.03101981,0.38818493
-4.82341171,1.28140191,0.38686470,0.29172160,0.04081908,0.47185381,0.09502557,0.00407587,0.03164533,0.37686070
-4.81740870,1.27925887,0.37355283,0.28757360,0.04034193,0.47747607,0.09692014,0.00390193,0.03216383,0.36606096
-4.81140570,1.27506991,0.36076193,0.28351778,0.03987130,0.48153259,0.09833771,0.00374135,0.03256201,0.35583124
-4.80540270,1.26870090,0.34863768,0.27953377,0.03939001,0.48392304,0.09925672,0.00359238,0.03283052,0.34622250
-4.79939970,1.26012310,0.33732486,0.27561275,0.03888525,0.48460289,0.09966935,0.00345375,0.03296426,0.33729311
-4.79339670,1.24941858,0.32696771,0.27175911,0.03834895,0.48358536,0.09958182,0.00332478,0.03296255,0.32911020
-4.78739370,1.23678104,0.31770968,0.26799144,0.03777782,0.48094115,0.09901423,0.00320538,0.03282911,0.32175036
-4.78139070,1.22251173,0.30969253,0.26434265,0.03717339,0.47679605,0.09799997,0.00309606,0.03257188,0.31529932
-4.77538769,1.20701075,0.30305451,0.26085950,0.03654162,0.47132641,0.09658455,0.00299794,0.03220270,0.30985075
-4.76938469,1.19076390,0.29792760,0.25760120,0.03589253,0.46475286,0.09482415,0.00291268,0.03173685,0.30550392
-4.76338169,1.17432558,0.29443391,0.25463736,0.03523954,0.45733239,0.09278370,0.00284245,0.03119243,0.30236055
-4.75737869,1.15829859,0.29268127,0.25204526,0.03459876,0.44934911,0.09053481,0.00278983,0.03058976,0.30052067
-4.75137569,1.14331129,0.29275825,0.24990666,0.03398812,0.44110420,0.08815341,0.00275770,0.02995058,0.30007789
-4.74537269,1.12999349,0.29472894,0.24830409,0.03342653,0.43290528,0.08571736,0.00274913,0.02929730,0.30111419
-4.73936968,1.11895152,0.29862763,0.24731700,0.03293294,0.42505562,0.08330396,0.00276728,0.02865223,0.30369447
-4.73336668,1.11074375,0.30445388,0.24701775,0.03252546,0.41784366,0.08098756,0.00281523,0.02803683,0.30786116
-4.72736368,1.10585733,0.31216817,0.24746763,0.03222051,0.41153297,0.07883737,0.00289583,0.02747096,0.31362917
-4.72136068,1.10468701,0.32168857,0.24871313,0.03203203,0.40635327,0.07691532,0.00301162,0.02697227,0.32098144
-4.71535768,1.10751671,0.33288861,0.25078255,0.03197083,0.40249246,0.07527429,0.00316462,0.02655558,0.32986525
-4.70935468,1.11450465,0.34559657,0.25368305,0.03204397,0.40009012,0.07395658,0.00335627,0.02623245,0.34018969
-4.70335168,1.12567239,0.35959641,0.25739835,0.03225440,0.39923250,0.07299276,0.00358730,0.02601083,0.35182423
-4.69734867,1.14089829,0.37463032,0.26188709,0.03260065,0.39994927,0.07240081,0.00385762,0.02589476,0.36459867
-4.69134567,1.15991558,0.39040302,0.26708199,0.03307669,0.40221204,0.07218569,0.00416630,0.02588430,0.37830453
-4.68534267,1.18231528,0.40658755,0.27288990,0.03367201,0.40593464,0.07233924,0.00451153,0.02597552,0.39269783
-4.67933967,1.20755385,0.42283251,0.27919264,0.03437176,0.41097529,0.07284054,0.00489064,0.02616063,0.40750325
-4.67333667,1.23496551,0.43877055,0.28584887,0.03515716,0.41714051,0.07365657,0.00530013,0.02642824,0.42241962
-4.66733367,1.26377890,0.45402764,0.29269678,0.03600595,0.42419070,0.07474323,0.00573579,0.02676371,0.43712654
-4.66133067,1.29313773,0.46823299,0.29955762,0.03689300,0.43184730,0.07604674,0.00619284,0.02714964,0.45129195
-4.65532766,1.32212468,0.48102913,0.30624004,0.03779114,0.43980118,0.07750530,0.00666610,0.02756644,0.46458049
-4.64932466,1.34978814,0.49208181,0.31254507,0.03867189,0.44772228,0.07905100,0.00715025,0.02799294,0.47666220
-4.64332166,1.37517063,0.50108935,0.31827161,0.03950643,0.45526990,0.08061192,0.00764007,0.02840709,0.48722151
