energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-3.42471236,3.00807469,0.00567324,0.10270251,0.25738111,2.45962160,0.00738214,0.30255472,0.22601960,0.17536995
-3.41870935,3.15324673,0.00598095,0.10704681,0.26649042,2.59169029,0.00775822,0.30836958,0.23641391,0.17819002
-3.41270635,3.29657291,0.00627434,0.11132471,0.27613983,2.72126661,0.00813027,0.31437481,0.24764351,0.18121209
-3.40670335,3.43581486,0.00654905,0.11545351,0.28612778,2.84637294,0.00849439,0.32038498,0.25961386,0.18437764
-3.40070035,3.56873296,0.00680087,0.11934953,0.29623433,2.96503934,0.00884683,0.32620790,0.27221844,0.18762798
-3.39469735,3.69315493,0.00702583,0.12293069,0.30622836,3.07536234,0.00918401,0.33165183,0.28534199,0.19090666
-3.38869435,3.80704224,0.00722033,0.12611921,0.31587510,3.17556228,0.00950266,0.33653243,0.29886338,0.19416160
-3.38269135,3.90855134,0.00738119,0.12884395,0.32494371,3.26403690,0.00979987,0.34067910,0.31265828,0.19734650
-3.37668834,3.99608741,0.00750579,0.13104269,0.33321459,3.33940898,0.01007309,0.34394061,0.32660129,0.20042179
-3.37068534,4.06834843,0.00759209,0.13266399,0.34048619,3.40056605,0.01032019,0.34618964,0.34056754,0.20335487
-3.36468234,4.12435800,0.00763874,0.13366861,0.34658104,3.44669065,0.01053946,0.34732624,0.35443377,0.20611979
-3.35867934,4.16348581,0.00764506,0.13403062,0.35135077,3.47728013,0.01072955,0.34728002,0.36807889,0.20869646
-3.35267634,4.18545530,0.00761107,0.13373787,0.35467992,3.49215518,0.01088947,0.34601111,0.38138410,0.21106942
-3.34667334,4.19033879,0.00753751,0.13279210,0.35648858,3.49145716,0.01101855,0.34350995,0.39423265,0.21322634
-3.34067034,4.17854063,0.00742579,0.13120849,0.35673353,3.47563467,0.01111637,0.33979584,0.40650949,0.21515641
-3.33466733,4.15076985,0.00727792,0.12901483,0.35540819,3.44542007,0.01118267,0.33491468,0.41810086,0.21684880
-3.32866433,4.10800379,0.00709652,0.12625032,0.35254117,3.40179746,0.01121736,0.32893575,0.42889404,0.21829121
-3.32266133,4.05144496,0.00688466,0.12296397,0.34819374,3.34596372,0.01122045,0.32194796,0.43877742,0.21946879
-3.31665833,3.98247321,0.00664584,0.11921287,0.34245625,3.27928437,0.01119198,0.31405570,0.44764102,0.22036346
-3.31065533,3.90259543,0.00638384,0.11506023,0.33544377,3.20324644,0.01113203,0.30537448,0.45537751,0.22095368
-3.30465233,3.81339525,0.00610266,0.11057341,0.32729115,3.11941021,0.01104073,0.29602663,0.46188380,0.22121467
-3.29864932,3.71648448,0.00580638,0.10582192,0.31814775,3.02936182,0.01091821,0.28613716,0.46706319,0.22111921
-3.29264632,3.61345821,0.00549910,0.10087555,0.30817207,2.93466852,0.01076471,0.27583003,0.47082800,0.22063878
-3.28664332,3.50585502,0.00518482,0.09580258,0.29752645,2.83683794,0.01058052,0.26522485,0.47310249,0.21974509
-3.28064032,3.39512313,0.00486737,0.09066830,0.28637222,2.73728276,0.01036611,0.25443421,0.47382597,0.21841180
-3.27463732,3.28259328,0.00455033,0.08553365,0.27486523,2.63729137,0.01012214,0.24356156,0.47295590,0.21661634
-3.26863432,3.16945855,0.00423697,0.08045425,0.26315206,2.53800527,0.00984952,0.23269978,0.47047067,0.21434174
-3.26263132,3.05676085,0.00393021,0.07547953,0.25136698,2.44040323,0.00954947,0.22193026,0.46637188,0.21157817
-3.25662831,2.94538394,0.00363260,0.07065232,0.23962963,2.34529219,0.00922354,0.21132265,0.46068597,0.20832428
-3.25062531,2.83605208,0.00334627,0.06600851,0.22804352,2.25330454,0.00887367,0.20093497,0.45346495,0.20458809
-3.24462231,2.72933389,0.00307296,0.06157707,0.21669527,2.16490112,0.00850217,0.19081421,0.44478618,0.20038737
-3.23861931,2.62565029,0.00281403,0.05738019,0.20565455,2.08037947,0.00811174,0.18099714,0.43475108,0.19574959
-3.23261631,2.52528596,0.00257044,0.05343361,0.19497462,1.99988644,0.00770543,0.17151149,0.42348292,0.19071132
-3.22661331,2.42840348,0.00234284,0.04974709,0.18469344,1.92343434,0.00728660,0.16237707,0.41112367,0.18531719
-3.22061031,2.33505951,0.00213154,0.04632499,0.17483512,1.85092007,0.00685886,0.15360714,0.39783007,0.17961848
-3.21460730,2.24522244,0.00193661,0.04316690,0.16541176,1.78214617,0.00642602,0.14520968,0.38376923,0.17367144
-3.20860430,2.15879109,0.00175788,0.04026837,0.15642539,1.71684342,0.00599195,0.13718866,0.36911392,0.16753539
-3.20260130,2.07561413,0.00159502,0.03762162,0.14787015,1.65469410,0.00556057,0.12954527,0.35403784,0.16127093
-3.19659830,1.99550980,0.00144755,0.03521627,0.13973434,1.59535553,0.00513570,0.12227908,0.33871116,0.15493814
-3.19059530,1.91828581,0.00131492,0.03304015,0.13200254,1.53848311,0.00472102,0.11538908,0.32329656,0.14859505
-3.18459230,1.84375899,0.00119653,0.03107997,0.12465758,1.48375263,0.00431995,0.10887469,0.30794597,0.14229645
-3.17858929,1.77177453,0.00109179,0.02932206,0.11768232,1.43088112,0.00393564,0.10273671,0.29279818,0.13609305
-3.17258629,1.70222433,0.00100015,0.02775304,0.11106126,1.37964585,0.00357088,0.09697812,0.27797745,0.13003115
-3.16658329,1.63506402,0.00092112,0.02636048,0.10478193,1.32990109,0.00322809,0.09160494,0.26359304,0.12415262
-3.16058029,1.57032824,0.00085433,0.02513341,0.09883607,1.28159207,0.00290932,0.08662688,0.24973971,0.11849547
-3.15457729,1.50814362,0.00079953,0.02406290,0.09322049,1.23476577,0.00261621,0.08205800,0.23649906,0.11309459
-3.14857429,1.44873877,0.00075663,0.02314242,0.08793775,1.18957816,0.00235008,0.07791724,0.22394154,0.10798289
-3.14257129,1.39245086,0.00072573,0.02236822,0.08299653,1.14629755,0.00211191,0.07422872,0.21212886,0.10319257
-3.13656828,1.33972820,0.00070711,0.02173949,0.07841177,1.10530377,0.00190240,0.07102202,0.20111670,0.09875641
-3.13056528,1.29112839,0.00070123,0.02125853,0.07420459,1.06708314,0.00172206,0.06833215,0.19095743,0.09470909
-3.12456228,1.24731167,0.00070876,0.02093067,0.07040190,1.03221896,0.00157123,0.06619927,0.18170253,0.09108821
-3.11855928,1.20902939,0.00073056,0.02076413,0.06703585,1.00137785,0.00145015,0.06466823,0.17340463,0.08793518
-3.11255628,1.17710752,0.00076766,0.02076973,0.06414301,0.97529197,0.00135904,0.06378768,0.16611894,0.08529569
-3.10655328,1.15242539,0.00082125,0.02096042,0.06176341,0.95473756,0.00129814,0.06360901,0.15990397,0.08321976
-3.10055028,1.13589015,0.00089262,0.02135078,0.05993935,0.94051026,0.00126774,0.06418484,0.15482142,0.08176138
-3.09454727,1.12840742,0.00098315,0.02195627,0.05871406,0.93339783,0.00126823,0.06556731,0.15093527,0.08097771
-3.08854427,1.13084898,0.00109425,0.02279253,0.05813027,0.93415107,0.00130012,0.06780604,0.14831010,0.08092780
-3.08254127,1.14401840,0.00122729,0.02387448,0.05822866,0.94345368,0.00136404,0.07094583,0.14700875,0.08167095
-3.07653827,1.16861579,0.00138354,0.02521547,0.05904622,0.96189212,0.00146071,0.07502431,0.14708931,0.08326474
-3.07053527,1.20520272,0.00156410,0.02682634,0.06061461,0.98992637,0.00159096,0.08006932,0.14860176,0.08576275
-3.06453227,1.25416875,0.00176981,0.02871453,0.06295858,1.02786265,0.00175566,0.08609644,0.15158438,0.08921221
-3.05852926,1.31570072,0.00200119,0.03088324,0.06609432,1.07582910,0.00195566,0.09310654,0.15606008,0.09365143
-3.05252626,1.38975616,0.00225835,0.03333070,0.07002804,1.13375552,0.00219175,0.10108356,0.16203287,0.09910743
-3.04652326,1.47604205,0.00254091,0.03604947,0.07475463,1.20135791,0.00246457,0.10999260,0.16948473,0.10559353
-3.04052026,1.57399997,0.00284797,0.03902603,0.08025652,1.27812881,0.00277456,0.11977848,0.17837291,0.11310733
-3.03451726,1.68279868,0.00317799,0.04224042,0.08650278,1.36333402,0.00312182,0.13036476,0.18862798,0.12162886
-3.02851426,1.80133474,0.00352885,0.04566613,0.09344849,1.45601622,0.00350611,0.14165350,0.20015261,0.13111929
-3.02251126,1.92824180,0.00389775,0.04927028,0.10103450,1.55500577,0.00392672,0.15352561,0.21282128,0.14151994
-3.01650825,2.06190863,0.00428128,0.05301386,0.10918741,1.65893880,0.00438242,0.16584203,0.22648090,0.15275202
-3.01050525,2.20050588,0.00467539,0.05685236,0.11782012,1.76628221,0.00487141,0.17844564,0.24095248,0.16471676
-3.00450225,2.34202102,0.00507554,0.06073656,0.12683259,1.87536530,0.00539131,0.19116395,0.25603365,0.17729627
-2.99849925,2.48430078,0.00547668,0.06461345,0.13611315,1.98441708,0.00593913,0.20381247,0.27150221,0.19035498
-2.99249625,2.62509989,0.00587345,0.06842746,0.14554020,2.09160839,0.00651127,0.21619880,0.28712043,0.20374162
-2.98649325,2.76213478,0.00626028,0.07212175,0.15498424,2.19509736,0.00710361,0.22812712,0.30264007,0.21729185
-2.98049025,2.89314055,0.00663152,0.07563959,0.16431031,2.29307698,0.00771155,0.23940315,0.31780804,0.23083135
-2.97448724,3.01592931,0.00698167,0.07892588,0.17338074,2.38382303,0.00833013,0.24983931,0.33237241,0.24417941
-2.96848424,3.12844803,0.00730550,0.08192858,0.18205813,2.46574075,0.00895413,0.25925987,0.34608868,0.25715280
-2.96248124,3.22883368,0.00759824,0.08460022,0.19020850,2.53740846,0.00957825,0.26750595,0.35872609,0.26956997
-2.95647824,3.31546380,0.00785579,0.08689914,0.19770458,2.59761671,0.01019731,0.27444014,0.37007378,0.28125537
-2.95047524,3.38700066,0.00807480,0.08879079,0.20442899,2.64540126,0.01080637,0.27995063,0.37994656,0.29204376
-2.94447224,3.44242718,0.00825287,0.09024867,0.21027740,2.68006876,0.01140098,0.28395450,0.38819023,0.30178440
-2.93846923,3.48107344,0.00838864,0.09125509,0.21516142,2.70121407,0.01197733,0.28640026,0.39468609,0.31034500
-2.93246623,3.50263265,0.00848181,0.09180176,0.21901117,2.70872862,0.01253245,0.28726934,0.39935465,0.31761523
-2.92646323,3.50716611,0.00853326,0.09188991,0.22177746,2.70279947,0.01306437,0.28657656,0.40215835,0.32350979
-2.92046023,3.49509682,0.00854493,0.09153030,0.22343339,2.68389911,0.01357221,0.28436958,0.40310311,0.32797072
-2.91445723,3.46719222,0.00851985,0.09074278,0.22397541,2.65276658,0.01405627,0.28072723,0.40223886,0.33096909
-2.90845423,3.42453664,0.00846203,0.08955567,0.22342378,2.61038058,0.01451807,0.27575695,0.39965871,0.33250587
-2.90245123,3.36849472,0.00837629,0.08800485,0.22182227,2.55792575,0.01496033,0.26959130,0.39549707,0.33261190
-2.89644822,3.30066713,0.00826813,0.08613257,0.21923723,2.49675364,0.01538686,0.26238382,0.38992655,0.33134709
-2.89044522,3.22284047,0.00814352,0.08398615,0.21575600,2.42833977,0.01580244,0.25430428,0.38315379,0.32879875
-2.88444222,3.13693330,0.00800870,0.08161653,0.21148465,2.35423860,0.01621262,0.24553363,0.37541434,0.32507912
-2.87843922,3.04494035,0.00786998,0.07907670,0.20654519,2.27603825,0.01662351,0.23625879,0.36696667,0.32032222
-2.87243622,2.94887699,0.00773349,0.07642017,0.20107232,2.19531650,0.01704146,0.22666745,0.35808555,0.31468016
-2.86643322,2.85072603,0.00760503,0.07369945,0.19520976,2.11359996,0.01747276,0.21694320,0.34905494,0.30831890
-2.86043022,2.75238870,0.00748980,0.07096468,0.18910641,2.03232749,0.01792336,0.20726103,0.34016054,0.30141379
-2.85442721,2.65564143,0.00739234,0.06826230,0.18291233,1.95281940,0.01839851,0.19778335,0.33168235,0.29414491
-2.84842421,2.56209972,0.00731633,0.06563408,0.17677474,1.87625305,0.01890250,0.18865683,0.32388734,0.28669251
-2.84242121,2.47319006,0.00726455,0.06311626,0.17083432,1.80364556,0.01943838,0.18000984,0.31702248,0.27923250
-2.83641821,2.39013061,0.00723877,0.06073896,0.16522158,1.73584380,0.02000778,0.17195085,0.31130842,0.27193243
-2.83041521,2.31392061,0.00723984,0.05852596,0.16005387,1.67352158,0.02061069,0.16456750,0.30693386,0.26494783
-2.82441221,2.24533843,0.00726760,0.05649461,0.15543279,1.61718357,0.02124548,0.15792662,0.30405099,0.25841917
-2.81840920,2.18494776,0.00732106,0.05465611,0.15144221,1.56717531,0.02190881,0.15207478,0.30277198,0.25246946
-2.81240620,2.13311090,0.00739839,0.05301598,0.14814700,1.52369828,0.02259576,0.14703966,0.30316677,0.24720258
-2.80640320,2.09000807,0.00749712,0.05157471,0.14559244,1.48682901,0.02329999,0.14283182,0.30526216,0.24270230
-2.80040020,2.05566144,0.00761423,0.05032861,0.14380435,1.45654089,0.02401391,0.13944692,0.30904233,0.23903204
-2.79439720,2.02996229,0.00774631,0.04927078,0.14278988,1.43272746,0.02472901,0.13686824,0.31445069,0.23623531
-2.78839420,2.01269991,0.00788970,0.04839207,0.14253894,1.41522589,0.02543618,0.13506933,0.32139310,0.23433671
-2.78239120,2.00359065,0.00804063,0.04768213,0.14302623,1.40383947,0.02612604,0.13401661,0.32974232,0.23334346
-2.77638819,2.00230583,0.00819534,0.04713037,0.14421367,1.39835804,0.02678935,0.13367204,0.33934357,0.23324736
-2.77038519,2.00849717,0.00835022,0.04672680,0.14605326,1.39857553,0.02741730,0.13399537,0.35002094,0.23402700
-2.76438219,2.02181882,0.00850189,0.04646284,0.14849011,1.40430388,0.02800193,0.13494633,0.36158452,0.23565011
-2.75837919,2.04194524,0.00864726,0.04633181,0.15146557,1.41538304,0.02853630,0.13648632,0.37383793,0.23807602
-2.75237619,2.06858427,0.00878359,0.04632938,0.15492034,1.43168678,0.02901481,0.13857974,0.38658593,0.24125802
-2.74637319,2.10148540,0.00890855,0.04645370,0.15879738,1.45312433,0.02943329,0.14119501,0.39964185,0.24514551
-2.74037019,2.14044305,0.00902017,0.04670539,0.16304452,1.47963833,0.02978912,0.14430499,0.41283454,0.24968599
-2.73436718,2.18529523,0.00911689,0.04708729,0.16761667,1.51119929,0.03008117,0.14788721,0.42601446,0.25482658
-2.72836418,2.23591813,0.00919752,0.04760406,0.17247747,1.54779728,0.03030978,0.15192356,0.43905876,0.26051535
-2.72236118,2.29221713,0.00926122,0.04826159,0.17760048,1.58943162,0.03047654,0.15639977,0.45187494,0.26670208
-2.71635818,2.35411507,0.00930747,0.04906632,0.18296959,1.63609917,0.03058414,0.16130459,0.46440310,0.27333875
-2.71035518,2.42153868,0.00933605,0.05002447,0.18857897,1.68778212,0.03063605,0.16662876,0.47661649,0.28037957
-2.70435218,2.49440392,0.00934697,0.05114125,0.19443224,1.74443589,0.03063628,0.17236389,0.48852038,0.28778070
-2.69834917,2.57260112,0.00934051,0.05242006,0.20054123,1.80597792,0.03058907,0.17850123,0.50014923,0.29549962
-2.69234617,2.65598073,0.00931716,0.05386179,0.20692407,1.87227778,0.03049858,0.18503050,0.51156232,0.30349436
-2.68634317,2.74434040,0.00927761,0.05546415,0.21360303,1.94314919,0.03036866,0.19193877,0.52283799,0.31172246
-2.68034017,2.83741382,0.00922274,0.05722124,0.22060190,2.01834407,0.03020263,0.19920941,0.53406668,0.32013994
-2.67433717,2.93486204,0.00915365,0.05912316,0.22794339,2.09754894,0.03000309,0.20682133,0.54534326,0.32870023
-2.66833417,3.03626743,0.00907162,0.06115593,0.23564631,2.18038366,0.02977187,0.21474830,0.55675884,0.33735324
-2.66233117,3.14113042,0.00897813,0.06330154,0.24372305,2.26640238,0.02950997,0.22295860,0.56839264,0.34604461
-2.65632816,3.24886934,0.00887486,0.06553815,0.25217714,2.35509660,0.02921763,0.23141484,0.58030422,0.35471512
-2.65032516,3.35882306,0.00876368,0.06784060,0.26100135,2.44590006,0.02889443,0.24007411,0.59252657,0.36330055
-2.64432216,3.47025645,0.00864666,0.07018093,0.27017615,2.53819518,0.02853948,0.24888825,0.60506051,0.37173182
-2.63831916,3.58236831,0.00852606,0.07252918,0.27966885,2.63132066,0.02815162,0.25780449,0.61787059,0.37993550
-2.63231616,3.69430168,0.00840427,0.07485419,0.28943330,2.72458002,0.02772969,0.26676619,0.63088290,0.38783477
-2.62631316,3.80515596,0.00828385,0.07712450,0.29941036,2.81725077,0.02727280,0.27571380,0.64398496,0.39535071
-2.62031016,3.91400073,0.00816743,0.07930924,0.30952897,2.90859383,0.02678057,0.28458594,0.65702764,0.40240399
-2.61430715,4.01989068,0.00805775,0.08137911,0.31970789,2.99786321,0.02625340,0.29332063,0.66982935,0.40891679
-2.60830415,4.12188151,0.00795754,0.08330710,0.32985801,3.08431562,0.02569268,0.30185655,0.68218193,0.41481503
-2.60230115,4.21904633,0.00786952,0.08506935,0.33988520,3.16722001,0.02510094,0.31013441,0.69385843,0.42003066
-2.59629815,4.31049212,0.00779633,0.08664572,0.34969344,3.24586700,0.02448198,0.31809827,0.70462210,0.42450404
-2.59029515,4.39537620,0.00774050,0.08802030,0.35918821,3.31957811,0.02384087,0.32569687,0.71423627,0.42818627
-2.58429215,4.47292208,0.00770435,0.08918177,0.36827997,3.38771488,0.02318393,0.33288489,0.72247458,0.43104134
-2.57828914,4.54243456,0.00769000,0.09012355,0.37688753,3.44968785,0.02251863,0.33962415,0.72913116,0.43304800
-2.57228614,4.60331363,0.00769927,0.09084386,0.38494110,3.50496527,0.02185340,0.34588463,0.73403000,0.43420132
-2.56628314,4.65506692,0.00773363,0.09134558,0.39238501,3.55308163,0.02119740,0.35164539,0.73703322,0.43451379
-2.56028014,4.69732025,0.00779418,0.09163600,0.39917980,3.59364569,0.02056024,0.35689524,0.73804775,0.43401583
-2.55427714,4.72982603,0.00788158,0.09172646,0.40530365,3.62634793,0.01995165,0.36163324,0.73702997,0.43275590
-2.54827414,4.75246898,0.00799600,0.09163183,0.41075305,3.65096713,0.01938111,0.36586889,0.73398824,0.43079984
-2.54227114,4.76526905,0.00813711,0.09136999,0.41554259,3.66737566,0.01885751,0.36962202,0.72898306,0.42822974
-2.53626813,4.76838108,0.00830399,0.09096118,0.41970396,3.67554328,0.01838881,0.37292239,0.72212491,0.42514216
-2.53026513,4.76209104,0.00849518,0.09042734,0.42328408,3.67553897,0.01798168,0.37580896,0.71356990,0.42164586
-2.52426213,4.74680873,0.00870857,0.08979143,0.42634250,3.66753051,0.01764122,0.37832882,0.70351357,0.41785899
-2.51825913,4.72305694,0.00894148,0.08907672,0.42894817,3.65178159,0.01737070,0.38053578,0.69218296,0.41390596
-2.51225613,4.69145728,0.00919060,0.08830614,0.43117565,3.62864618,0.01717143,0.38248870,0.67982765,0.40991397
-2.50625313,4.65271292,0.00945205,0.08750161,0.43310105,3.59856027,0.01704259,0.38424961,0.66671009,0.40600943
-2.50025013,4.60758892,0.00972141,0.08668342,0.43479787,3.56203100,0.01698120,0.38588160,0.65309575,0.40231430
-2.49424712,4.55689068,0.00999379,0.08586976,0.43633288,3.51962355,0.01698223,0.38744673,0.63924369,0.39894259
-2.48824412,4.50144154,0.01026390,0.08507620,0.43776237,3.47194627,0.01703866,0.38900381,0.62539782,0.39599706
-2.48224112,4.44206027,0.01052618,0.08431538,0.43912893,3.41963450,0.01714171,0.39060652,0.61177952,0.39356641
-2.47623812,4.37953982,0.01077491,0.08359673,0.44045897,3.36333409,0.01728115,0.39230158,0.59858179,0.39172287
-2.47023512,4.31462798,0.01100438,0.08292640,0.44176109,3.30368512,0.01744562,0.39412738,0.58596505,0.39052055
-2.46423212,4.24801131,0.01120901,0.08230723,0.44302549,3.24130682,0.01762302,0.39611309,0.57405509,0.38999440
-2.45822911,4.18030282,0.01138358,0.08173893,0.44422444,3.17678442,0.01780098,0.39827818,0.56294266,0.39016003
-2.45222611,4.11203438,0.01152334,0.08121835,0.44531377,3.11065860,0.01796726,0.40063263,0.55268509,0.39101431
-2.44622311,4.04365393,0.01162423,0.08073993,0.44623542,3.04341798,0.01811028,0.40317770,0.54330939,0.39253677
-2.44022011,3.97552779,0.01168301,0.08029625,0.44692083,2.97549513,0.01821948,0.40590723,0.53481675,0.39469168
-2.43421711,3.90794769,0.01169737,0.07987862,0.44729511,2.90726602,0.01828580,0.40880950,0.52718790,0.39743082
-2.42821411,3.84114199,0.01166608,0.07947785,0.44728158,2.83905290,0.01830196,0.41186948,0.52038920,0.40069675
-2.42221111,3.77529019,0.01158902,0.07908494,0.44680672,2.77113009,0.01826278,0.41507131,0.51437876,0.40442639
-2.41620810,3.71053963,0.01146721,0.07869186,0.44580489,2.70373222,0.01816538,0.41840091,0.50911241,0.40855470
-2.41020510,3.64702310,0.01130280,0.07829222,0.44422291,2.63706401,0.01800927,0.42184847,0.50454903,0.41301837
-2.40420210,3.58487587,0.01109901,0.07788187,0.44202395,2.57131085,0.01779635,0.42541065,0.50065494,0.41775914
-2.39819910,3.52425080,0.01085999,0.07745939,0.43919067,2.50664908,0.01753084,0.42909230,0.49740716,0.42272664
-2.39219610,3.46533035,0.01059071,0.07702638,0.43572732,2.44325527,0.01721907,0.43290745,0.49479524,0.42788052
-2.38619310,3.40833407,0.01029675,0.07658763,0.43166073,2.38131339,0.01686923,0.43687952,0.49282179,0.43319176
-2.38019010,3.35352118,0.00998412,0.07615099,0.42704007,2.32101951,0.01649099,0.44104064,0.49150149,0.43864298
-2.37418709,3.30118742,0.00965902,0.07572710,0.42193542,2.26258326,0.01609511,0.44542992,0.49085888,0.44422780
-2.36818409,3.25165630,0.00932762,0.07532892,0.41643519,2.20622600,0.01569297,0.45009083,0.49092499,0.44994909
-2.36218109,3.20526501,0.00899584,0.07497100,0.41064250,2.15217571,0.01529610,0.45506769,0.49173315,0.45581645
-2.35617809,3.16234584,0.00866919,0.07466871,0.40467077,2.10065874,0.01491570,0.46040148,0.49331425,0.46184274
-2.35017509,3.12320408,0.00835253,0.07443728,0.39863872,2.05188917,0.01456219,0.46612511,0.49569180,0.46804020
-2.34417209,3.08809399,0.00805001,0.07429082,0.39266508,2.00605628,0.01424476,0.47225852,0.49887715,0.47441609
-2.33816908,3.05719437,0.00776491,0.07424137,0.38686317,1.96331124,0.01397107,0.47880382,0.50286527,0.48096844
-2.33216608,3.03058553,0.00749967,0.07429794,0.38133594,1.92375389,0.01374692,0.48574090,0.50763130,0.48768196
-2.32616308,3.00822940,0.00725583,0.07446575,0.37617136,1.88742069,0.01357603,0.49302372,0.51312832,0.49452465
-2.32016008,2.98995445,0.00703408,0.07474562,0.37143873,1.85427476,0.01346000,0.50057772,0.51928639,0.50144517
-2.31415708,2.97544672,0.00683440,0.07513355,0.36718596,1.82419902,0.01339824,0.50829856,0.52601314,0.50837142
-2.30815408,2.96424817,0.00665612,0.07562060,0.36343797,1.79699299,0.01338806,0.51605228,0.53319594,0.51521039
-2.30215108,2.95576292,0.00649811,0.07619295,0.36019633,1.77237380,0.01342486,0.52367726,0.54070554,0.52184949
-2.29614807,2.94927144,0.00635891,0.07683234,0.35744018,1.74998172,0.01350237,0.53098771,0.54840121,0.52815922
-2.29014507,2.94395266,0.00623692,0.07751666,0.35512831,1.72938989,0.01361295,0.53777887,0.55613711,0.53399739
-2.28414207,2.93891286,0.00613058,0.07822080,0.35320236,1.71011825,0.01374797,0.54383354,0.56376956,0.53921439
-2.27813907,2.93322019,0.00603849,0.07891765,0.35159080,1.69165073,0.01389820,0.54892981,0.57116500,0.54365960
-2.27213607,2.92594321,0.00595954,0.07957923,0.35021375,1.67345513,0.01405421,0.55284960,0.57820813,0.54718839
-2.26613307,2.91619133,0.00589305,0.08017788,0.34898799,1.65500449,0.01420678,0.55538752,0.58480980,0.54966944
-2.26013007,2.90315506,0.00583879,0.08068737,0.34783223,1.63579885,0.01434728,0.55635974,0.59091429,0.55099197
-2.25412706,2.88614388,0.00579702,0.08108401,0.34667205,1.61538633,0.01446799,0.55561222,0.59650548,0.55107242
-2.24812406,2.86461958,0.00576850,0.08134753,0.34544445,1.59338220,0.01456238,0.55302812,0.60161139,0.54986023
-2.24212106,2.83822318,0.00575439,0.08146184,0.34410152,1.56948506,0.01462533,0.54853366,0.60630694,0.54734233
-2.23611806,2.80679382,0.00575622,0.08141552,0.34261327,1.54348912,0.01465328,0.54210243,0.61071447,0.54354609
-2.23011506,2.77037867,0.00577574,0.08120205,0.34096923,1.51529210,0.01464426,0.53375765,0.61500180,0.53854041
-2.22411206,2.72923306,0.00581482,0.08081980,0.33917888,1.48489815,0.01459791,0.52357248,0.61937791,0.53243501
-2.21810905,2.68381090,0.00587527,0.08027177,0.33727088,1.45241596,0.01451541,0.51166817,0.62408604,0.52537773
-2.21210605,2.63474590,0.00595870,0.07956514,0.33529104,1.41805207,0.01439931,0.49821032,0.62939453,0.51755010
-2.20610305,2.58282464,0.00606641,0.07871061,0.33329934,1.38209997,0.01425339,0.48340335,0.63558570,0.50916124
-2.20010005,2.52895293,0.00619922,0.07772166,0.33136614,1.34492567,0.01408241,0.46748356,0.64294305,0.50044057
-2.19409705,2.47411748,0.00635736,0.07661372,0.32956770,1.30695059,0.01389191,0.45071105,0.65173751,0.49162946
-2.18809405,2.41934477,0.00654043,0.07540339,0.32798158,1.26863298,0.01368797,0.43336104,0.66221318,0.48297250
-2.18209105,2.36565964,0.00674734,0.07410768,0.32668193,1.23044873,0.01347700,0.41571495,0.67457353,0.47470865
-2.17608804,2.31404557,0.00697629,0.07274336,0.32573524,1.19287271,0.01326555,0.39805167,0.68896853,0.46706282
-2.17008504,2.26540882,0.00722483,0.07132654,0.32519664,1.15636174,0.01306019,0.38063938,0.70548365,0.46023829
-2.16408204,2.22054823,0.00748993,0.06987232,0.32510710,1.12133974,0.01286738,0.36372838,0.72413139,0.45441034
-2.15807904,2.18013200,0.00776809,0.06839475,0.32549178,1.08818599,0.01269346,0.34754501,0.74484590,0.44972138
-2.15207604,2.14468249,0.00805550,0.06690686,0.32635949,1.05722665,0.01254465,0.33228700,0.76748125,0.44627787
-2.14607304,2.11456943,0.00834821,0.06542098,0.32770342,1.02872995,0.01242713,0.31812021,0.79181358,0.44414910
-2.14007004,2.09001147,0.00864233,0.06394914,0.32950315,1.00290471,0.01234711,0.30517686,0.81754731,0.44336777
-2.13406703,2.07108564,0.00893424,0.06250352,0.33172762,0.97990222,0.01231098,0.29355517,0.84432533,0.44393250
-2.12806403,2.05774362,0.00922078,0.06109706,0.33433909,0.95982075,0.01232547,0.28332018,0.87174268,0.44581179
-2.12206103,2.04983353,0.00949948,0.05974398,0.33729772,0.94271224,0.01239780,0.27450572,0.89936339,0.44894939
-2.11605803,2.04712562,0.00976869,0.05846028,0.34056639,0.92859049,0.01253578,0.26711718,0.92673952,0.45327065
-2.11005503,2.04934012,0.01002777,0.05726408,0.34411564,0.91744002,0.01274795,0.26113489,0.95343157,0.45868938
-2.10405203,2.05617533,0.01027717,0.05617590,0.34792814,0.90922499,0.01304362,0.25651796,0.97902917,0.46511493
-2.09804902,2.06733427,0.01051849,0.05521864,0.35200250,0.90389750,0.01343286,0.25320820,1.00317104,0.47245897
-2.09204602,2.08254816,0.01075448,0.05441751,0.35635606,0.90140465,0.01392639,0.25113416,1.02556286,0.48064159
-2.08604302,2.10159542,0.01098898,0.05379956,0.36102647,0.90169407,0.01453546,0.25021483,1.04599229,0.48959637
-2.08004002,2.12431503,0.01122683,0.05339318,0.36607177,0.90471744,0.01527155,0.25036323,1.06434000,0.49927411
-2.07403702,2.15061362,0.01147362,0.05322730,0.37156901,0.91043200,0.01614605,0.25148947,1.08058606,0.50964500
-2.06803402,2.18046575,0.01173557,0.05333042,0.37761122,0.91879995,0.01716986,0.25350345,1.09481118,0.52069902
-2.06203102,2.21390766,0.01201914,0.05372961,0.38430302,0.92978592,0.01835290,0.25631714,1.10719254,0.53244474
