energy_ev,total_up,Hf_p_up,Hf_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-6.00000000,4.70765675,1.98002703,1.96809362,0.00706709,2.38376600,0.13138012,0.64760278
-5.99399700,4.58971424,1.93771921,1.92714126,0.00699591,2.33227042,0.12910235,0.62333461
-5.98799400,4.46595964,1.89385435,1.88538133,0.00696943,2.27850103,0.12660653,0.59797216
-5.98199100,4.33749613,1.84879238,1.84295981,0.00698186,2.22283106,0.12393323,0.57179513
-5.97598799,4.20541439,1.80288354,1.80001323,0.00702680,2.16562864,0.12112419,0.54507815
-5.96998499,4.07077627,1.75646581,1.75666908,0.00709744,2.10725279,0.11822174,0.51808571
-5.96398199,3.93460280,1.70986403,1.71304748,0.00718677,2.04805124,0.11526836,0.49106780
-5.95797899,3.79786672,1.66339063,1.66926420,0.00728776,1.98836006,0.11230626,0.46425664
-5.95197599,3.66148911,1.61734781,1.62543461,0.00739353,1.92850504,0.10937710,0.43786424
-5.94597299,3.52633968,1.57203053,1.58167844,0.00749761,1.86880425,0.10652161,0.41208092
-5.93996998,3.39323983,1.52773001,1.53812475,0.00759407,1.80957150,0.10377940,0.38707461
-5.93396698,3.26296724,1.48473706,1.49491684,0.00767769,1.75112002,0.10118861,0.36299092
-5.92796398,3.13626114,1.44334478,1.45221625,0.00774407,1.69376579,0.09878557,0.33995366
-5.92196098,3.01382694,1.40384995,1.41020578,0.00778976,1.63782993,0.09660446,0.31806581
-5.91595798,2.89633918,1.36655281,1.36909066,0.00781231,1.58363969,0.09467679,0.29741080
-5.90995498,2.78444214,1.33175486,1.32909787,0.00781029,1.53152755,0.09303085,0.27805382
-5.90395198,2.67874735,1.29975455,1.29047320,0.00778325,1.48182818,0.09169112,0.26004321
-5.89794897,2.57982797,1.27084084,1.25347616,0.00773172,1.43487337,0.09067757,0.24341174
-5.89194597,2.48820990,1.24528488,1.21837275,0.00765708,1.39098477,0.09000491,0.22817782
-5.88594297,2.40436036,1.22333030,1.18542649,0.00756145,1.35046501,0.08968195,0.21434654
-5.87993997,2.32867436,1.20518242,1.15488807,0.00744756,1.31358755,0.08971085,0.20191060
-5.87393697,2.26146032,1.19099729,1.12698435,0.00731858,1.28058593,0.09008666,0.19085113
-5.86793397,2.20292581,1.18087113,1.10190718,0.00717794,1.25164305,0.09079681,0.18113850
-5.86193097,2.15316461,1.17483100,1.07980294,0.00702919,1.22688138,0.09182091,0.17273315
-5.85592796,2.11214647,1.17282739,1.06076336,0.00687578,1.20635469,0.09313079,0.16558641
-5.84992496,2.07971034,1.17472936,1.04481836,0.00672096,1.19004206,0.09469069,0.15964155
-5.84392196,2.05556226,1.18032277,1.03193133,0.00656764,1.17784464,0.09645785,0.15483493
-5.83791896,2.03927822,1.18931195,1.02199741,0.00641827,1.16958563,0.09838327,0.15109729
-5.83191596,2.03031249,1.20132486,1.01484490,0.00627474,1.16501367,0.10041283,0.14835531
-5.82591296,2.02801118,1.21592180,1.01023982,0.00613839,1.16380953,0.10248856,0.14653318
-5.81990995,2.03163075,1.23260742,1.00789366,0.00600995,1.16559612,0.10455015,0.14555436
-5.81390695,2.04036076,1.25084544,1.00747382,0.00588957,1.16995122,0.10653660,0.14534333
-5.80790395,2.05334981,1.27007568,1.00861640,0.00577687,1.17642248,0.10838793,0.14582731
-5.80190095,2.06973347,1.28973243,1.01094078,0.00567098,1.18454402,0.11004689,0.14693780
-5.79589795,2.08866301,1.30926362,1.01406525,0.00557064,1.19385382,0.11146061,0.14861193
-5.78989495,2.10933351,1.32814961,1.01762305,0.00547431,1.20391117,0.11258215,0.15079356
-5.78389195,2.13100995,1.34592112,1.02127802,0.00538024,1.21431324,0.11337181,0.15343394
-5.77788894,2.15305022,1.36217511,1.02473928,0.00528662,1.22471020,0.11379817,0.15649203
-5.77188594,2.17492399,1.37658834,1.02777427,0.00519164,1.23481815,0.11383892,0.15993435
-5.76588294,2.19622653,1.38892769,1.03021959,0.00509360,1.24442928,0.11348129,0.16373448
-5.75987994,2.21668725,1.39905705,1.03198931,0.00499102,1.25341904,0.11272212,0.16787206
-5.75387694,2.23617245,1.40694053,1.03308043,0.00488266,1.26174990,0.11156770,0.17233159
-5.74787394,2.25468250,1.41264185,1.03357533,0.00476761,1.26947185,0.11003318,0.17710084
-5.74187094,2.27234388,1.41632014,1.03364120,0.00464530,1.27671950,0.10814173,0.18216919
-5.73586793,2.28939640,1.41822234,1.03352652,0.00451554,1.28370619,0.10592349,0.18752585
-5.72986493,2.30617663,1.41867263,1.03355478,0.00437846,1.29071530,0.10341425,0.19315814
-5.72386193,2.32309820,1.41805944,1.03411563,0.00423458,1.29808932,0.10065408,0.19904995
-5.71785893,2.34063007,1.41682047,1.03565386,0.00408467,1.30621686,0.09768581,0.20518045
-5.71185593,2.35927360,1.41542652,1.03865639,0.00392979,1.31551840,0.09455355,0.21152305
-5.70585293,2.37953932,1.41436454,1.04363779,0.00377121,1.32643101,0.09130126,0.21804492
-5.69984992,2.40192427,1.41412053,1.05112450,0.00361033,1.33939250,0.08797141,0.22470674
-5.69384692,2.42689046,1.41516286,1.06163813,0.00344864,1.35482545,0.08460381,0.23146305
-5.68784392,2.45484501,1.41792635,1.07567827,0.00328767,1.37312152,0.08123462,0.23826293
-5.68184092,2.48612242,1.42279757,1.09370497,0.00312889,1.39462609,0.07789558,0.24505105
-5.67583792,2.52096900,1.43010165,1.11612141,0.00297372,1.41962385,0.07461350,0.25176905
-5.66983492,2.55952990,1.44009072,1.14325689,0.00282342,1.44832528,0.07140997,0.25835716
-5.66383192,2.60183850,1.45293432,1.17535080,0.00267911,1.48085447,0.06830123,0.26475584
-5.65782891,2.64780855,1.46871191,1.21253779,0.00254170,1.51723846,0.06529843,0.27090758
-5.65182591,2.69722875,1.48740744,1.25483476,0.00241191,1.55739844,0.06240784,0.27675856
-5.64582291,2.74976018,1.50890634,1.30213011,0.00229022,1.60114309,0.05963143,0.28226018
-5.63981991,2.80493658,1.53299487,1.35417589,0.00217691,1.64816449,0.05696741,0.28737038
-5.63381691,2.86216763,1.55936201,1.41058332,0.00207206,1.69803694,0.05441096,0.29205470
-5.62781391,2.92074557,1.58760401,1.47082232,0.00197555,1.75021903,0.05195495,0.29628708
-5.62181091,2.97985534,1.61723160,1.53422540,0.00188708,1.80405940,0.04959064,0.30005037
-5.61580790,3.03858843,1.64768002,1.59999634,0.00180621,1.85880626,0.04730846,0.30333655
-5.60980490,3.09596049,1.67832167,1.66722380,0.00173240,1.91362096,0.04509863,0.30614673
-5.60380190,3.15093280,1.70848128,1.73489979,0.00166500,1.96759547,0.04295173,0.30849093
-5.59779890,3.20243712,1.73745348,1.80194278,0.00160333,2.01977355,0.04085926,0.31038776
-5.59179590,3.24940365,1.76452203,1.86722486,0.00154665,2.06917505,0.03881398,0.31186389
-5.58579290,3.29079125,1.78898057,1.92960216,0.00149425,2.11482283,0.03681023,0.31295353
-5.57978989,3.32561890,1.81015388,1.98794743,0.00144544,2.15577115,0.03484407,0.31369781
-5.57378689,3.35299724,1.82741897,2.04118358,0.00139956,2.19113459,0.03291342,0.31414410
-5.56778389,3.37215887,1.84022521,2.08831664,0.00135603,2.22011617,0.03101796,0.31434537
-5.56178089,3.38248579,1.84811244,2.12846675,0.00131434,2.24203344,0.02915906,0.31435939
-5.55577789,3.38353260,1.85072629,2.16089563,0.00127407,2.25634112,0.02733961,0.31424794
-5.54977489,3.37504417,1.84782986,2.18502921,0.00123488,2.26264929,0.02556375,0.31407588
-5.54377189,3.35696653,1.83931112,2.20047418,0.00119654,2.26073592,0.02383660,0.31391015
-5.53776888,3.32945022,1.82518558,2.20702767,0.00115889,2.25055315,0.02216395,0.31381858
-5.53176588,3.29284563,1.80559399,2.20467944,0.00112186,2.23222681,0.02055192,0.31386862
-5.52576288,3.24769039,1.78079506,2.19360663,0.00108543,2.20604922,0.01900667,0.31412591
-5.51975988,3.19468921,1.75115372,2.17416106,0.00104966,2.17246544,0.01753410,0.31465279
-5.51375688,3.13468713,1.71712513,2.14685016,0.00101463,2.13205377,0.01613954,0.31550672
-5.50775388,3.06863739,1.67923566,2.11231224,0.00098047,2.08550155,0.01482756,0.31673875
-5.50175088,2.99756571,1.63806145,2.07128766,0.00094731,2.03357731,0.01360175,0.31839199
-5.49574787,2.92253257,1.59420595,2.02458745,0.00091526,1.97710108,0.01246460,0.32050029
-5.48974487,2.84459566,1.54827734,1.97306092,0.00088446,1.91691399,0.01141744,0.32308710
-5.48374187,2.76477412,1.50086713,1.91756405,0.00085498,1.85384906,0.01046034,0.32616455
-5.47773887,2.68401653,1.45253091,1.85893018,0.00082688,1.78870437,0.00959218,0.32973292
-5.47173587,2.60317384,1.40377206,1.79794427,0.00080019,1.72221983,0.00881072,0.33378037
-5.46573287,2.52297854,1.35502910,1.73532195,0.00077488,1.65505871,0.00811266,0.33828302
-5.45972986,2.44403067,1.30666722,1.67169391,0.00075089,1.58779423,0.00749381,0.34320536
-5.45372686,2.36679085,1.25897383,1.60759616,0.00072813,1.52090186,0.00694924,0.34850094
-5.44772386,2.29158025,1.21215842,1.54346606,0.00070647,1.45475699,0.00647343,0.35411326
-5.44172086,2.21858687,1.16635608,1.47964381,0.00068576,1.38963779,0.00606048,0.35997685
-5.43571786,2.14787732,1.12163430,1.41637875,0.00066585,1.32573248,0.00570425,0.36601847
-5.42971486,2.07941283,1.07800237,1.35383963,0.00064657,1.26315036,0.00539857,0.37215831
-5.42371186,2.01306844,1.03542258,1.29212782,0.00062776,1.20193536,0.00513733,0.37831134
-5.41770885,1.94865390,0.99382245,1.23129227,0.00060930,1.14208127,0.00491466,0.38438850
-5.41170585,1.88593510,0.95310719,1.17134528,0.00059108,1.08354746,0.00472503,0.39029801
-5.40570285,1.82465491,0.91317167,1.11227786,0.00057302,1.02627423,0.00456332,0.39594669
-5.39969985,1.76455242,0.87391141,1.05407398,0.00055509,0.97019679,0.00442486,0.40124131
-5.39369685,1.70537992,0.83523192,0.99672276,0.00053731,0.91525740,0.00430554,0.40609010
-5.38769385,1.64691716,0.79705623,0.94022834,0.00051976,0.86141495,0.00420175,0.41040438
-5.38169085,1.58898250,0.75933042,0.88461686,0.00050254,0.80865191,0.00411042,0.41410047
-5.37568784,1.53144108,0.72202704,0.82994066,0.00048584,0.75697844,0.00402903,0.41710177
-5.36968484,1.47421002,0.68514664,0.77627968,0.00046988,0.70643379,0.00395555,0.41934111
-5.36368184,1.41726102,0.64871745,0.72374041,0.00045490,0.65708526,0.00388843,0.42076334
-5.35767884,1.36062061,0.61279367,0.67245264,0.00044122,0.60902508,0.00382658,0.42132799
-5.35167584,1.30436860,0.57745254,0.62256461,0.00042917,0.56236570,0.00376935,0.42101202
-5.34567284,1.24863494,0.54279063,0.57423699,0.00041910,0.51723382,0.00371646,0.41981248
-5.33966983,1.19359554,0.50891960,0.52763624,0.00041137,0.47376399,0.00366804,0.41774887
-5.33366683,1.13946734,0.47596176,0.48292789,0.00040637,0.43209182,0.00362454,0.41486521
-5.32766383,1.08650281,0.44404581,0.44026998,0.00040447,0.39234767,0.00358677,0.41123142
-5.32166083,1.03498430,0.41330276,0.39980736,0.00040602,0.35465079,0.00355584,0.40694415
-5.31565783,0.98521822,0.38386241,0.36166674,0.00041137,0.31910446,0.00353318,0.40212671
-5.30965483,0.93752931,0.35585034,0.32595308,0.00042084,0.28579218,0.00352049,0.39692826
-5.30365183,0.89225511,0.32938560,0.29274702,0.00043468,0.25477505,0.00351978,0.39152211
-5.29764882,0.84974072,0.30457905,0.26210372,0.00045315,0.22609032,0.00353331,0.38610330
-5.29164582,0.81033392,0.28153228,0.23405282,0.00047642,0.19975116,0.00356362,0.38088550
-5.28564282,0.77438090,0.26033725,0.20859951,0.00050465,0.17574744,0.00361351,0.37609742
-5.27963982,0.74222245,0.24107631,0.18572659,0.00053793,0.15404745,0.00368603,0.37197896
-5.27363682,0.71419101,0.22382281,0.16539716,0.00057630,0.13460027,0.00378448,0.36877726
-5.26763382,0.69060841,0.20864191,0.14755796,0.00061977,0.11733879,0.00391241,0.36674287
-5.26163082,0.67178440,0.19559173,0.13214299,0.00066833,0.10218292,0.00407363,0.36612633
-5.25562781,0.65801605,0.18472456,0.11907726,0.00072191,0.08904308,0.00427219,0.36717511
-5.24962481,0.64958774,0.17608809,0.10828045,0.00078047,0.07782351,0.00451239,0.37013117
-5.24362181,0.64677174,0.16972653,0.09967038,0.00084393,0.06842550,0.00479878,0.37522916
-5.23761881,0.64982909,0.16568148,0.09316598,0.00091225,0.06075019,0.00513611,0.38269506
-5.23161581,0.65901041,0.16399246,0.08868992,0.00098541,0.05470104,0.00552938,0.39274535
-5.22561281,0.67455643,0.16469703,0.08617043,0.00106344,0.05018568,0.00598373,0.40558630
-5.21960980,0.69669766,0.16783035,0.08554263,0.00114643,0.04711736,0.00650443,0.42141339
-5.21360680,0.72565303,0.17342417,0.08674906,0.00123452,0.04541575,0.00709684,0.44041040
-5.20760380,0.76162696,0.18150519,0.08973959,0.00132794,0.04500717,0.00776623,0.46274805
-5.20160080,0.80480473,0.19209283,0.09447059,0.00142697,0.04582447,0.00851777,0.48858191
-5.19559780,0.85534592,0.20519637,0.10090360,0.00153200,0.04780627,0.00935631,0.51804935
-5.18959480,0.91337588,0.22081165,0.10900335,0.00164345,0.05089596,0.01028626,0.55126558
-5.18359180,0.97897535,0.23891727,0.11873546,0.00176181,0.05504038,0.01131144,0.58831854
-5.17758879,1.05216850,0.25947070,0.13006373,0.00188760,0.06018821,0.01243480,0.62926293
-5.17158579,1.13290991,0.28240424,0.14294734,0.00202136,0.06628840,0.01365832,0.67411341
-5.16558279,1.22107091,0.30762124,0.15733791,0.00216359,0.07328845,0.01498273,0.72283734
-5.15957979,1.31642615,0.33499266,0.17317667,0.00231478,0.08113283,0.01640737,0.77534743
-5.15357679,1.41864101,0.36435434,0.19039190,0.00247530,0.08976155,0.01792997,0.83149461
-5.14757379,1.52726083,0.39550516,0.20889660,0.00264544,0.09910893,0.01954652,0.89106177
-5.14157079,1.64170259,0.42820624,0.22858667,0.00282534,0.10910274,0.02125114,0.95375869
-5.13556778,1.76124993,0.46218146,0.24933967,0.00301495,0.11966354,0.02303604,1.01921863
-5.12956478,1.88505198,0.49711932,0.27101408,0.00321406,0.13070451,0.02489143,1.08699709
-5.12356178,2.01212655,0.53267624,0.29344935,0.00342220,0.14213161,0.02680560,1.15657287
-5.11755878,2.14136806,0.56848137,0.31646657,0.00363868,0.15384414,0.02876499,1.22735186
-5.11155578,2.27156011,0.60414273,0.33986986,0.00386259,0.16573564,0.03075434,1.29867345
-5.10555278,2.40139277,0.63925459,0.36344846,0.00409275,0.17769520,0.03275691,1.36981972
-5.09954977,2.52948418,0.67340597,0.38697950,0.00432778,0.18960905,0.03475472,1.44002718
-5.09354677,2.65440611,0.70618997,0.41023131,0.00456606,0.20136246,0.03672891,1.50850084
-5.08754377,2.77471264,0.73721355,0.43296737,0.00480582,0.21284181,0.03866006,1.57443029
-5.08154077,2.88897143,0.76610770,0.45495067,0.00504514,0.22393697,0.04052865,1.63700729
-5.07553777,2.99579663,0.79253744,0.47594848,0.00528201,0.23454368,0.04231548,1.69544452
-5.06953477,3.09388242,0.81621146,0.49573747,0.00551440,0.24456612,0.04400213,1.74899475
-5.06353177,3.18203652,0.83689103,0.51410892,0.00574033,0.25391947,0.04557146,1.79697015
-5.05752876,3.25921244,0.85439796,0.53087413,0.00595793,0.26253244,0.04700806,1.83876091
-5.05152576,3.32453979,0.86862130,0.54586979,0.00616554,0.27034974,0.04829875,1.87385281
-5.04552276,3.37735172,0.87952257,0.55896314,0.00636180,0.27733440,0.04943300,1.90184324
-5.03951976,3.41720864,0.88713940,0.57005692,0.00654577,0.28346989,0.05040334,1.92245499
-5.03351676,3.44391760,0.89158735,0.57909386,0.00671697,0.28876199,0.05120571,1.93554765
-5.02751376,3.45754657,0.89305997,0.58606057,0.00687552,0.29324030,0.05183973,1.94112602
