energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.90395198,2.58600585,0.14430919,0.26555887,0.02406282,0.01897062,0.06157981,1.61629948,0.85169196,0.97247725
-5.89794897,2.59752459,0.14587508,0.26207350,0.02257638,0.01921175,0.06024226,1.62278112,0.85078009,0.97740183
-5.89194597,2.61417056,0.14820747,0.25997376,0.02115326,0.01953469,0.05909460,1.63128081,0.85083863,0.98163122
-5.88594297,2.63650798,0.15129544,0.25932062,0.01979775,0.01993691,0.05817617,1.64222141,0.85217269,0.98535281
-5.87993997,2.66501553,0.15511735,0.26014807,0.01851381,0.02041506,0.05752079,1.65598811,0.85505604,0.98878101
-5.87393697,2.70005008,0.15963956,0.26246002,0.01730498,0.02096492,0.05715564,1.67290478,0.85971923,0.99214324
-5.86793397,2.74181250,0.16481543,0.26622801,0.01617424,0.02158117,0.05710021,1.69321145,0.86633895,0.99566480
-5.86193097,2.79031820,0.17058466,0.27138996,0.01512387,0.02225737,0.05736554,1.71704430,0.87502947,0.99955366
-5.85592796,2.84537438,0.17687314,0.27784998,0.01415543,0.02298588,0.05795371,1.74441960,0.88583670,1.00398614
-5.84992496,2.90656604,0.18359338,0.28547946,0.01326969,0.02375787,0.05885757,1.77522275,0.89873506,1.00909431
-5.84392196,2.97325217,0.19064560,0.29411945,0.01246660,0.02456344,0.06006080,1.80920338,0.91362776,1.01495612
-5.83791896,3.04457293,0.19791954,0.30358425,0.01174535,0.02539175,0.06153827,1.84597707,0.93035028,1.02158862
-5.83191596,3.11946803,0.20529690,0.31366619,0.01110446,0.02623128,0.06325667,1.88503385,0.94867717,1.02894492
-5.82591296,3.19670586,0.21265442,0.32414139,0.01054183,0.02707013,0.06517546,1.92575327,0.96833174,1.03691478
-5.81990995,3.27492214,0.21986745,0.33477635,0.01005490,0.02789641,0.06724804,1.96742535,0.98899826,1.04532902
-5.81390695,3.35266644,0.22681388,0.34533505,0.00964080,0.02869861,0.06942311,2.00927647,1.01033600,1.05396714
-5.80790395,3.42845406,0.23337827,0.35558626,0.00929651,0.02946603,0.07164627,2.05049879,1.03199437,1.06256781
-5.80190095,3.50082089,0.23945594,0.36531087,0.00901898,0.03018922,0.07386163,2.09028176,1.05362833,1.07084147
-5.79589795,3.56837825,0.24495683,0.37430869,0.00880532,0.03086032,0.07601351,2.12784388,1.07491334,1.07848418
-5.78989495,3.62986491,0.24980894,0.38240468,0.00865290,0.03147341,0.07804818,2.16246333,1.09555883,1.08519203
-5.78389195,3.68419363,0.25396121,0.38945406,0.00855943,0.03202477,0.07991537,2.19350550,1.11531966,1.09067511
-5.77788894,3.73048992,0.25738555,0.39534635,0.00852306,0.03251302,0.08156979,2.22044643,1.13400490,1.09467045
-5.77188594,3.76812112,0.26007804,0.40000796,0.00854239,0.03293924,0.08297240,2.24289079,1.15148346,1.09695318
-5.76588294,3.79671464,0.26205918,0.40340328,0.00861645,0.03330687,0.08409137,2.26058384,1.16768643,1.09734559
-5.75987994,3.81616477,0.26337313,0.40553435,0.00874468,0.03362158,0.08490290,2.27341688,1.18260606,1.09572358
-5.75387694,3.82662814,0.26408607,0.40643902,0.00892685,0.03389105,0.08539164,2.28142635,1.19629157,1.09202069
-5.74787394,3.82850862,0.26428364,0.40618785,0.00916295,0.03412464,0.08555084,2.28478688,1.20884219,1.08622948
-5.74187094,3.82243284,0.26406767,0.40487982,0.00945306,0.03433296,0.08538222,2.28379907,1.22039794,1.07840065
-5.73586793,3.80921834,0.26355238,0.40263722,0.00979723,0.03452747,0.08489550,2.27887309,1.23112886,1.06864017
-5.72986493,3.78983612,0.26286011,0.39959986,0.01019537,0.03472000,0.08410777,2.27050894,1.24122332,1.05710480
-5.72386193,3.76536994,0.26211691,0.39591903,0.01064705,0.03492225,0.08304254,2.25927499,1.25087623,1.04399645
-5.71785893,3.73697453,0.26144807,0.39175136,0.01115143,0.03514541,0.08172869,2.24578571,1.26027784,1.02955573
-5.71185593,3.70583473,0.26097395,0.38725301,0.01170717,0.03539972,0.08019927,2.23067976,1.26960368,1.01405510
-5.70585293,3.67312724,0.26080595,0.38257431,0.01231226,0.03569408,0.07849026,2.21459945,1.27900615,0.99779190
-5.69984992,3.63998638,0.26104313,0.37785505,0.01296407,0.03603585,0.07663925,2.19817223,1.28860812,0.98108139
-5.69384692,3.60747476,0.26176929,0.37322071,0.01365922,0.03643055,0.07468428,2.18199457,1.29849871,0.96425004
-5.68784392,3.57655936,0.26305071,0.36877955,0.01439363,0.03688178,0.07266258,2.16661862,1.30873110,0.94762893
-5.68184092,3.54809305,0.26493447,0.36462058,0.01516250,0.03739112,0.07060961,2.15254154,1.31932249,0.93154733
-5.67583792,3.52280128,0.26744747,0.36081259,0.01596033,0.03795812,0.06855809,2.14019729,1.33025564,0.91632635
-5.66983492,3.50127338,0.27059603,0.35740391,0.01678100,0.03858036,0.06653731,2.12995063,1.34148185,0.90227256
-5.66383192,3.48395786,0.27436602,0.35442295,0.01761779,0.03925353,0.06457254,2.12209286,1.35292486,0.88967152
-5.65782891,3.47116074,0.27872345,0.35187935,0.01846349,0.03997156,0.06268464,2.11683905,1.36448531,0.87878112
-5.65182591,3.46304644,0.28361557,0.34976562,0.01931042,0.04072678,0.06088989,2.11432628,1.37604539,0.86982497
-5.64582291,3.45964051,0.28897223,0.34805898,0.02015057,0.04151005,0.05919995,2.11461272,1.38747334,0.86298572
-5.63981991,3.46083388,0.29470763,0.34672362,0.02097567,0.04231098,0.05762196,2.11767758,1.39862773,0.85839873
-5.63381691,3.46638848,0.30072230,0.34571282,0.02177727,0.04311808,0.05615882,2.12342174,1.40936129,0.85614614
-5.62781391,3.47594423,0.30690535,0.34497121,0.02254689,0.04391898,0.05480956,2.13166948,1.41952435,0.85625199
-5.62181091,3.48902771,0.31313696,0.34443700,0.02327610,0.04470065,0.05356984,2.14217141,1.42896802,0.85867848
-5.61580790,3.50506291,0.31929105,0.34404404,0.02395669,0.04544958,0.05243247,2.15460902,1.43754727,0.86332385
-5.60980490,3.52338428,0.32523818,0.34372385,0.02458080,0.04615209,0.05138800,2.16860120,1.44512399,0.87002225
-5.60380190,3.54325264,0.33084862,0.34340754,0.02514110,0.04679453,0.05042540,2.18371286,1.45157041,0.87854589
-5.59779890,3.56387402,0.33599555,0.34302769,0.02563095,0.04736361,0.04953265,2.19946607,1.45677277,0.88860945
-5.59179590,3.58442153,0.34055836,0.34252012,0.02604456,0.04784672,0.04869739,2.21535337,1.46063557,0.89987708
-5.58579290,3.60405978,0.34442594,0.34182557,0.02637723,0.04823220,0.04790755,2.23085343,1.46308606,0.91197166
-5.57978989,3.62197161,0.34749993,0.34089136,0.02662545,0.04850973,0.04715182,2.24544830,1.46407914,0.92448619
-5.57378689,3.63738587,0.34969770,0.33967290,0.02678713,0.04867063,0.04642026,2.25864188,1.46360219,0.93699693
-5.56778389,3.64960543,0.35095508,0.33813501,0.02686166,0.04870817,0.04570462,2.26997870,1.46167952,0.94907770
-5.56178089,3.65803389,0.35122857,0.33625312,0.02685004,0.04861782,0.04499871,2.27906213,1.45837612,0.96031489
-5.55577789,3.66219966,0.35049706,0.33401412,0.02675491,0.04839749,0.04429866,2.28557104,1.45380026,0.97032228
-5.54977489,3.66177590,0.34876276,0.33141690,0.02658054,0.04804766,0.04360301,2.28927385,1.44810437,0.97875529
-5.54377189,3.65659513,0.34605140,0.32847248,0.02633278,0.04757145,0.04291275,2.29003920,1.44148406,0.98532361
-5.53776888,3.64665724,0.34241161,0.32520370,0.02601887,0.04697461,0.04223124,2.28784233,1.43417484,0.98980192
-5.53176588,3.63213033,0.33791344,0.32164444,0.02564732,0.04626533,0.04156404,2.28276680,1.42644653,0.99203802
-5.52576288,3.61334393,0.33264607,0.31783838,0.02522765,0.04545409,0.04091860,2.27500106,1.41859535,0.99195789
-5.51975988,3.59077460,0.32671476,0.31383724,0.02477007,0.04455331,0.04030396,2.26483019,1.41093388,0.98956768
-5.51375688,3.56502472,0.32023725,0.30969876,0.02428518,0.04357698,0.03973027,2.25262280,1.40377939,0.98495228
-5.50775388,3.53679518,0.31333961,0.30548428,0.02378368,0.04254021,0.03920835,2.23881397,1.39744094,0.97827076
-5.50175088,3.50685345,0.30615191,0.30125615,0.02327594,0.04145872,0.03874920,2.22388505,1.39220599,0.96974882
-5.49574787,3.47599883,0.29880377,0.29707509,0.02277180,0.04034839,0.03836348,2.20834121,1.38832723,0.95966873
-5.48974487,3.44502648,0.29142004,0.29299767,0.02228020,0.03922474,0.03806105,2.19268829,1.38601051,0.94835719
-5.48374187,3.41469239,0.28411685,0.28907388,0.02180894,0.03810247,0.03785055,2.17740986,1.38540439,0.93617186
-5.47773887,3.38568111,0.27699815,0.28534515,0.02136457,0.03699510,0.03773894,2.16294599,1.38659229,0.92348708
-5.47173587,3.35857792,0.27015295,0.28184280,0.02095219,0.03591462,0.03773130,2.14967481,1.38958758,0.91067965
-5.46573287,3.33384700,0.26365328,0.27858695,0.02057545,0.03487125,0.03783051,2.13789775,1.39433203,0.89811516
-5.45972986,3.31181656,0.25755310,0.27558610,0.02023656,0.03387335,0.03803719,2.12782934,1.40069798,0.88613563
-5.45372686,3.29267176,0.25188793,0.27283727,0.01993636,0.03292732,0.03834966,2.11959202,1.40849402,0.87504897
-5.44772386,3.27645551,0.24667543,0.27032670,0.01967448,0.03203769,0.03876399,2.11321608,1.41747417,0.86512059
-5.44172086,3.26307703,0.24191667,0.26803120,0.01944952,0.03120726,0.03927420,2.10864474,1.42734994,0.85656757
-5.43571786,3.25232741,0.23759810,0.26591980,0.01925926,0.03043729,0.03987248,2.10574388,1.43780492,0.84955541
-5.42971486,3.24390115,0.23369399,0.26395591,0.01910091,0.02972778,0.04054952,2.10431584,1.44851089,0.84419752
-5.42371186,3.23742239,0.23016924,0.26209957,0.01897134,0.02907774,0.04129492,2.10411633,1.45914490,0.84055705
-5.41770885,3.23247401,0.22698237,0.26030992,0.01886731,0.02848551,0.04209757,2.10487354,1.46940612,0.83865107
-5.41170585,3.22862807,0.22408852,0.25854759,0.01878567,0.02794908,0.04294609,2.10630809,1.47903180,0.83845642
-5.40570285,3.22547565,0.22144232,0.25677689,0.01872353,0.02746633,0.04382928,2.10815292,1.48781129,0.83991699
-5.39969985,3.22265440,0.21900044,0.25496779,0.01867839,0.02703530,0.04473657,2.11017162,1.49559737,0.84295170
-5.39369685,3.21987226,0.21672377,0.25309745,0.01864818,0.02665434,0.04565835,2.11217441,1.50231422,0.84746275
-5.38769385,3.21692588,0.21457906,0.25115139,0.01863133,0.02632226,0.04658638,2.11403066,1.50796155,0.85334342
-5.38169085,3.21371291,0.21254010,0.24912405,0.01862672,0.02603836,0.04751401,2.11567727,1.51261449,0.86048515
-5.37568784,3.21023727,0.21058821,0.24701895,0.01863358,0.02580244,0.04843648,2.11712245,1.51641922,0.86878320
-5.36968484,3.20660734,0.20871228,0.24484827,0.01865142,0.02561477,0.04935100,2.11844461,1.51958435,0.87814070
-5.36368184,3.20302720,0.20690825,0.24263198,0.01867989,0.02547592,0.05025685,2.11978648,1.52236854,0.88847089
-5.35767884,3.19978137,0.20517820,0.24039662,0.01871857,0.02538666,0.05115540,2.12134480,1.52506472,0.89969741
-5.35167584,3.19721421,0.20352900,0.23817373,0.01876686,0.02534778,0.05205006,2.12335611,1.52798191,0.91175275
-5.34567284,3.19570518,0.20197087,0.23599808,0.01882382,0.02535993,0.05294616,2.12607971,1.53142525,0.92457503
-5.33966983,3.19564148,0.20051568,0.23390583,0.01888799,0.02542342,0.05385076,2.12977855,1.53567553,0.93810355
-5.33366683,3.19738994,0.19917542,0.23193270,0.01895733,0.02553815,0.05477253,2.13469945,1.54096923,0.95227342
-5.32766383,3.20126974,0.19796065,0.23011228,0.01902913,0.02570346,0.05572147,2.14105377,1.54748009,0.96700989
-5.32166083,3.20752796,0.19687927,0.22847455,0.01910001,0.02591811,0.05670873,2.14899987,1.55530341,0.98222282
-5.31565783,3.21631925,0.19593557,0.22704477,0.01916590,0.02618029,0.05774632,2.15862828,1.56444402,0.99780191
-5.30965483,3.22769123,0.19512968,0.22584268,0.01922219,0.02648765,0.05884692,2.16995090,1.57480856,1.01361325
-5.30365183,3.24157645,0.19445745,0.22488214,0.01926379,0.02683750,0.06002362,2.18289454,1.58620294,1.02949735
-5.29764882,3.25779143,0.19391066,0.22417120,0.01928537,0.02722692,0.06128969,2.19729971,1.59833493,1.04526929
-5.29164582,3.27604306,0.19347775,0.22371248,0.01928152,0.02765302,0.06265836,2.21292446,1.61082225,1.06072086
-5.28564282,3.29594183,0.19314478,0.22350394,0.01924702,0.02811318,0.06414254,2.22945332,1.62320568,1.07562485
-5.27963982,3.31702120,0.19289676,0.22353988,0.01917706,0.02860529,0.06575465,2.24651073,1.63496675,1.08974133
-5.27363682,3.33876181,0.19271906,0.22381207,0.01906753,0.02912803,0.06750630,2.26367829,1.64554918,1.10282553
-5.26763382,3.36061916,0.19259900,0.22431097,0.01891520,0.02968107,0.06940808,2.28051473,1.65438304,1.11463695
-5.26163082,3.38205285,0.19252730,0.22502684,0.01871802,0.03026526,0.07146920,2.29657747,1.66091046,1.12494924
-5.25562781,3.40255581,0.19249944,0.22595071,0.01847518,0.03088275,0.07369729,2.31144452,1.66461165,1.13356005
-5.24962481,3.42168148,0.19251682,0.22707513,0.01818732,0.03153700,0.07609800,2.32473544,1.66502981,1.14030059
-5.24362181,3.43906765,0.19258754,0.22839454,0.01785655,0.03223279,0.07867476,2.33613021,1.66179389,1.14504388
-5.23761881,3.45445529,0.19272683,0.22990535,0.01748648,0.03297603,0.08142848,2.34538500,1.65463792,1.14771162
-5.23161581,3.46770162,0.19295711,0.23160562,0.01708214,0.03377361,0.08435730,2.35234397,1.64341613,1.14827897
-5.22561281,3.47878683,0.19330764,0.23349439,0.01664989,0.03463307,0.08745637,2.35694673,1.62811304,1.14677706
-5.21960980,3.48781412,0.19381374,0.23557077,0.01619722,0.03556228,0.09071778,2.35923111,1.60884828,1.14329315
-5.21360680,3.49500368,0.19451577,0.23783282,0.01573256,0.03656902,0.09413048,2.35933137,1.58587588,1.13796840
-5.20760380,3.50068103,0.19545779,0.24027628,0.01526505,0.03766061,0.09768034,2.35747223,1.55957830,1.13099345
-5.20160080,3.50526090,0.19668602,0.24289337,0.01480421,0.03884346,0.10135037,2.35395918,1.53045551,1.12260209
-5.19559780,3.50922780,0.19824731,0.24567169,0.01435974,0.04012272,0.10512098,2.34916606,1.49910988,1.11306345
-5.18959480,3.51311473,0.20018750,0.24859340,0.01394122,0.04150190,0.10897042,2.34352051,1.46622758,1.10267322
-5.18359180,3.51748139,0.20254993,0.25163468,0.01355784,0.04298266,0.11287523,2.33748842,1.43255744,1.09174427
-5.17758879,3.52289310,0.20537411,0.25476567,0.01321821,0.04456457,0.11681087,2.33155812,1.39888829,1.08059736
-5.17158579,3.52990172,0.20869459,0.25795081,0.01293020,0.04624504,0.12075234,2.32622525,1.36602564,1.06955226
-5.16558279,3.53902931,0.21254008,0.26114969,0.01270075,0.04801933,0.12467476,2.32197881,1.33476871,1.05891971
-5.15957979,3.55075517,0.21693291,0.26431837,0.01253586,0.04988064,0.12855411,2.31928900,1.30588856,1.04899466
-5.15357679,3.56550649,0.22188870,0.26741096,0.01244050,0.05182030,0.13236770,2.31859709,1.28010806,1.04005070
-5.14757379,3.58365270,0.22741636,0.27038169,0.01241866,0.05382802,0.13609469,2.32030752,1.25808411,1.03233615
-5.14157079,3.60550318,0.23351832,0.27318705,0.01247341,0.05589228,0.13971650,2.32478214,1.24039278,1.02607150
-5.13556778,3.63130781,0.24019095,0.27578802,0.01260701,0.05800065,0.14321696,2.33233639,1.22751730,1.02144829
-5.12956478,3.66125998,0.24742520,0.27815226,0.01282101,0.06014023,0.14658249,2.34323733,1.21983929,1.01862919
-5.12356178,3.69550102,0.25520727,0.28025609,0.01311641,0.06229803,0.14980192,2.35770300,1.21763312,1.01774905
-5.11755878,3.73412579,0.26351949,0.28208620,0.01349384,0.06446146,0.15286637,2.37590293,1.22106335,1.01891680
-5.11155578,3.77718846,0.27234119,0.28364088,0.01395364,0.06661863,0.15576887,2.39795944,1.23018513,1.02221774
-5.10555278,3.82470814,0.28164954,0.28493084,0.01449606,0.06875878,0.15850388,2.42394943,1.24494733,1.02771612
-5.09954977,3.87667388,0.29142048,0.28597940,0.01512135,0.07087253,0.16106683,2.45390653,1.26519823,1.03545778
-5.09354677,3.93304876,0.30162955,0.28682224,0.01582979,0.07295223,0.16345352,2.48782329,1.29069336,1.04547252
-5.08754377,3.99377287,0.31225265,0.28750648,0.01662177,0.07499211,0.16565959,2.52565347,1.32110540,1.05777620
-5.08154077,4.05876516,0.32326680,0.28808938,0.01749777,0.07698847,0.16768001,2.56731425,1.35603553,1.07237231
-5.07553777,4.12792405,0.33465068,0.28863643,0.01845830,0.07893979,0.16950857,2.61268826,1.39502620,1.08925299
-5.06953477,4.20112692,0.34638516,0.28921924,0.01950378,0.08084678,0.17113761,2.66162551,1.43757454,1.10839940
-5.06353177,4.27822854,0.35845351,0.28991300,0.02063441,0.08271236,0.17255770,2.71394503,1.48314643,1.12978147
-5.05752876,4.35905841,0.37084159,0.29079384,0.02185000,0.08454163,0.17375758,2.76943621,1.53119041,1.15335690
-5.05152576,4.44341722,0.38353764,0.29193606,0.02314972,0.08634173,0.17472413,2.82785982,1.58115126,1.17906962
-5.04552276,4.53107233,0.39653190,0.29340937,0.02453190,0.08812163,0.17544250,2.88894849,1.63248264,1.20684754
-5.03951976,4.62175261,0.40981596,0.29527626,0.02599377,0.08989194,0.17589642,2.95240675,1.68465859,1.23659992
-5.03351676,4.71514249,0.42338174,0.29758949,0.02753121,0.09166455,0.17606849,3.01791051,1.73718334,1.26821427
-5.02751376,4.81087577,0.43722031,0.30038990,0.02913856,0.09345232,0.17594070,3.08510603,1.78959934,1.30155304
-5.02151076,4.90852917,0.45132032,0.30370452,0.03080841,0.09526860,0.17549488,3.15360857,1.84149320,1.33645032
-5.01550775,5.00761632,0.46566640,0.30754504,0.03253143,0.09712683,0.17471334,3.22300076,1.89249956,1.37270866
-5.00950475,5.10758250,0.48023732,0.31190673,0.03429634,0.09904001,0.17357945,3.29283116,1.94230294,1.41009648
-5.00350175,5.20780077,0.49500420,0.31676781,0.03608980,0.10102019,0.17207828,3.36261321,1.99063758,1.44834604
-4.99749875,5.30757021,0.50992876,0.32208932,0.03789656,0.10307802,0.17019722,3.43182505,2.03728571,1.48715266
-4.99149575,5.40611676,0.52496186,0.32781549,0.03969949,0.10522219,0.16792664,3.49991066,2.08207447,1.52617502
-4.98549275,5.50259736,0.54004228,0.33387465,0.04147988,0.10745908,0.16526044,3.56628266,2.12487173,1.56503719
-4.97948974,5.59610782,0.55509597,0.34018057,0.04321768,0.10979232,0.16219661,3.63032717,2.16558148,1.60333219
-4.97348674,5.68569462,0.57003586,0.34663438,0.04489188,0.11222255,0.15873768,3.69141097,2.20413883,1.64062751
-4.96748374,5.77037074,0.58476221,0.35312684,0.04648095,0.11474718,0.15489119,3.74889100,2.24050513,1.67647235
-4.96148074,5.84913525,0.59916359,0.35954104,0.04796334,0.11736033,0.15066987,3.80212608,2.27466339,1.71040652
-4.95547774,5.92099610,0.61311850,0.36575538,0.04931795,0.12005279,0.14609191,3.85049065,2.30661408,1.74197088
-4.94947474,5.98499524,0.62649748,0.37164675,0.05052473,0.12281211,0.14118094,3.89338997,2.33637140,1.77071882
-4.94347174,6.04023505,0.63916582,0.37709384,0.05156519,0.12562280,0.13596593,3.93027607,2.36396002,1.79622842
-4.93746873,6.08590472,0.65098647,0.38198037,0.05242288,0.12846653,0.13048092,3.96066372,2.38941200,1.81811476
-4.93146573,6.12130518,0.66182336,0.38619831,0.05308393,0.13132245,0.12476462,3.98414552,2.41276378,1.83604178
-4.92546273,6.14587127,0.67154459,0.38965066,0.05353738,0.13416747,0.11885975,4.00040509,2.43405315,1.84973309
-4.91945973,6.15918966,0.68002571,0.39225406,0.05377557,0.13697660,0.11281241,4.00922768,2.45331577,1.85898119
-4.91345673,6.16101157,0.68715270,0.39394075,0.05379435,0.13972332,0.10667113,4.01050731,2.47058127,1.86365455
-4.90745373,6.15125939,0.69282454,0.39466014,0.05359320,0.14237986,0.10048602,4.00424984,2.48586891,1.86370218
-4.90145073,6.13002671,0.69695542,0.39437970,0.05317527,0.14491754,0.09430770,3.99057190,2.49918268,1.85915534
-4.89544772,6.09757179,0.69947640,0.39308527,0.05254729,0.14730715,0.08818629,3.96969534,2.51050622,1.85012634
-4.88944472,6.05430486,0.70033651,0.39078077,0.05171939,0.14951924,0.08217044,3.94193757,2.51979773,1.83680436
-4.88344172,6.00076998,0.69950337,0.38748730,0.05070482,0.15152453,0.07630635,3.90769838,2.52698532,1.81944858
-4.87743872,5.93762265,0.69696330,0.38324185,0.04951955,0.15329434,0.07063697,3.86744382,2.53196325,1.79837886
-4.87143572,5.86560460,0.69272102,0.37809547,0.04818187,0.15480109,0.06520129,3.82168816,2.53458957,1.77396451
-4.86543272,5.78551730,0.68679915,0.37211126,0.04671189,0.15601892,0.06003384,3.77097513,2.53468568,1.74661175
-4.85942971,5.69819593,0.67923736,0.36536207,0.04513100,0.15692435,0.05516432,3.71585926,2.53203808,1.71675038
-4.85342671,5.60448517,0.67009152,0.35792822,0.04346135,0.15749709,0.05061753,3.65688868,2.52640285,1.68482045
-4.84742371,5.50521839,0.65943281,0.34989522,0.04172534,0.15772087,0.04641337,3.59459021,2.51751273,1.65125946
-4.84142071,5.40120115,0.64734687,0.34135162,0.03994511,0.15758444,0.04256716,3.52945743,2.50508700,1.61649071
-4.83541771,5.29319976,0.63393304,0.33238712,0.03814204,0.15708245,0.03908999,3.46194247,2.48884363,1.58091329
-4.82941471,5.18193524,0.61930374,0.32309093,0.03633644,0.15621643,0.03598937,3.39245160,2.46851355,1.54489398
-4.82341171,5.06808245,0.60358383,0.31355047,0.03454710,0.15499565,0.03326978,3.32134466,2.44385617,1.50876141
-4.81740870,4.95227392,0.58691011,0.30385037,0.03279111,0.15343782,0.03093349,3.24893810,2.41467547,1.47280239
-4.81140570,4.83510755,0.56943069,0.29407182,0.03108365,0.15156963,0.02898120,3.17551100,2.38083580,1.43726051
-4.80540270,4.71715695,0.55130431,0.28429209,0.02943786,0.14942705,0.02741275,3.10131342,2.34227639,1.40233670
-4.79939970,4.59898321,0.53269936,0.27458446,0.02786480,0.14705525,0.02622774,3.02657629,2.29902387,1.36819150
-4.79339670,4.48114674,0.51379274,0.26501812,0.02637351,0.14450825,0.02542599,2.95152179,2.25120179,1.33494873
-4.78739370,4.36421789,0.49476828,0.25565830,0.02497109,0.14184819,0.02500783,2.87637348,2.19903665,1.30270012
-4.78139070,4.24878517,0.47581481,0.24656642,0.02366282,0.13914419,0.02497428,2.80136538,2.14286002,1.27151046
-4.77538769,4.13546029,0.45712388,0.23780022,0.02245235,0.13647087,0.02532698,2.72674925,2.08310635,1.24142301
-4.76938469,4.02487922,0.43888703,0.22941381,0.02134194,0.13390657,0.02606785,2.65279960,2.02030670,1.21246462
-4.76338169,3.91769918,0.42129282,0.22145767,0.02033261,0.13153122,0.02719865,2.57981622,1.95507847,1.18465053
-4.75737869,3.81459147,0.40452358,0.21397852,0.01942444,0.12942412,0.02872030,2.50812403,1.88811173,1.15798846
-4.75137569,3.71623054,0.38875207,0.20701909,0.01861675,0.12766142,0.03063205,2.43807039,1.82015267,1.13248190
-4.74537269,3.62327997,0.37413809,0.20061774,0.01790833,0.12631375,0.03293051,2.37002019,1.75198498,1.10813256
-4.73936968,3.53637614,0.36082525,0.19480806,0.01729761,0.12544377,0.03560864,2.30434902,1.68441011,1.08494206
-4.73336668,3.45611053,0.34893793,0.18961838,0.01678279,0.12510395,0.03865472,2.24143502,1.61822709,1.06291276
-4.72736368,3.38301186,0.33857872,0.18507120,0.01636204,0.12533456,0.04205140,2.18164984,1.55421289,1.04204800
-4.72136068,3.31752896,0.32982623,0.18118271,0.01603350,0.12616200,0.04577479,2.12534935,1.49310406,1.02235175
-4.71535768,3.26001536,0.32273357,0.17796230,0.01579538,0.12759757,0.04979385,2.07286460,1.43558022,1.00382798
-4.70935468,3.21071658,0.31732737,0.17541217,0.01564598,0.12963666,0.05406995,2.02449338,1.38224995,0.98647971
-4.70335168,3.16976065,0.31360756,0.17352705,0.01558366,0.13225847,0.05855678,1.98049286,1.33363947,0.97030793
-4.69734867,3.13715240,0.31154775,0.17229399,0.01560680,0.13542625,0.06320052,1.94107357,1.29018411,0.95531067
-4.69134567,3.11277185,0.31109632,0.17169240,0.01571378,0.13908809,0.06794054,1.90639476,1.25222284,0.94148200
-4.68534267,3.09637667,0.31217810,0.17169416,0.01590282,0.14317814,0.07271027,1.87656141,1.21999555,0.92881137
-4.67933967,3.08760865,0.31469664,0.17226391,0.01617199,0.14761844,0.07743867,1.85162275,1.19364298,0.91728304
-4.67333667,3.08600384,0.31853689,0.17335957,0.01651906,0.15232102,0.08205180,1.83157221,1.17320891,0.90687579
-4.66733367,3.09100585,0.32356831,0.17493291,0.01694144,0.15719043,0.08647485,1.81634878,1.15864447,0.89756299
-4.66133067,3.10198181,0.32964826,0.17693030,0.01743613,0.16212651,0.09063429,1.80583948,1.14981389,0.88931271
-4.65532766,3.11824017,0.33662553,0.17929364,0.01799962,0.16702728,0.09446015,1.79988286,1.14650165,0.88208823
-4.64932466,3.13904971,0.34434396,0.18196129,0.01862790,0.17179196,0.09788831,1.79827324,1.14842048,0.87584865
-4.64332166,3.16365889,0.35264603,0.18486915,0.01931643,0.17632385,0.10086273,1.80076555,1.15521992,0.87054963
