energy_ev,total_up,B_p_up,B_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.21360680,5.58972069,0.85802059,0.00000000,2.88761247,3.31669861,1.60615923,0.00000000
-5.20760380,5.77968445,0.91015374,0.00000000,2.94226371,3.45608364,1.64863622,0.00000000
-5.20160080,5.97587748,0.96449276,0.00000000,2.99860409,3.60088568,1.69106833,0.00000000
-5.19559780,6.17625161,1.02054589,0.00000000,3.05605429,3.74949034,1.73305902,0.00000000
-5.18959480,6.37865526,1.07776501,0.00000000,3.11401809,3.90015232,1.77423445,0.00000000
-5.18359180,6.58085934,1.13555132,0.00000000,3.17188219,4.05101975,1.81424837,0.00000000
-5.17758879,6.78058687,1.19326330,0.00000000,3.22901672,4.20016379,1.85278591,0.00000000
-5.17158579,6.97554591,1.25022689,0.00000000,3.28477665,4.34561302,1.88956617,0.00000000
-5.16558279,7.16346494,1.30574754,0.00000000,3.33850454,4.48539150,1.92434353,0.00000000
-5.15957979,7.34212998,1.35912385,0.00000000,3.38953480,4.61755946,1.95690771,0.00000000
-5.15357679,7.50942213,1.40966246,0.00000000,3.43719959,4.74025522,1.98708262,0.00000000
-5.14757379,7.66335447,1.45669348,0.00000000,3.48083653,4.85173674,2.01472421,0.00000000
-5.14157079,7.80210706,1.49958606,0.00000000,3.51979793,4.95042123,2.03971733,0.00000000
-5.13556778,7.92405880,1.53776343,0.00000000,3.55346153,5.03492125,2.06197207,0.00000000
-5.12956478,8.02781497,1.57071670,0.00000000,3.58124242,5.10407579,2.08141957,0.00000000
-5.12356178,8.11222971,1.59801706,0.00000000,3.60260568,5.15697522,2.09800776,0.00000000
-5.11755878,8.17642234,1.61932576,0.00000000,3.61707923,5.19297896,2.11169717,0.00000000
-5.11155578,8.21978739,1.63440146,0.00000000,3.62426654,5.21172543,2.12245714,0.00000000
-5.10555278,8.24199788,1.64310474,0.00000000,3.62385835,5.21313388,2.13026252,0.00000000
-5.09954977,8.24300204,1.64539963,0.00000000,3.61564308,5.19739829,2.13509119,0.00000000
-5.09354677,8.22301385,1.64135197,0.00000000,3.59951528,5.16497380,2.13692243,0.00000000
-5.08754377,8.18249803,1.63112508,0.00000000,3.57548168,5.11655659,2.13573623,0.00000000
-5.08154077,8.12215037,1.61497256,0.00000000,3.54366451,5.05305812,2.13151365,0.00000000
-5.07553777,8.04287447,1.59322895,0.00000000,3.50430185,4.97557529,2.12423815,0.00000000
-5.06953477,7.94575597,1.56629846,0.00000000,3.45774490,4.88535770,2.11389785,0.00000000
-5.06353177,7.83203562,1.53464243,0.00000000,3.40445229,4.78377367,2.10048874,0.00000000
-5.05752876,7.70308218,1.49876589,0.00000000,3.34498150,4.67227635,2.08401849,0.00000000
-5.05152576,7.56036630,1.45920402,0.00000000,3.27997785,4.55237115,2.06451094,0.00000000
-5.04552276,7.40543621,1.41650868,0.00000000,3.21016141,4.42558576,2.04201097,0.00000000
-5.03951976,7.23989596,1.37123586,0.00000000,3.13631242,4.29344325,2.01658950,0.00000000
-5.03351676,7.06538643,1.32393413,0.00000000,3.05925567,4.15743919,1.98834847,0.00000000
-5.02751376,6.88356949,1.27513458,0.00000000,2.97984460,4.01902273,1.95742556,0.00000000
-5.02151076,6.69611491,1.22534242,0.00000000,2.89894551,3.87958178,1.92399828,0.00000000
-5.01550775,6.50468989,1.17503041,0.00000000,2.81742258,3.74043187,1.88828732,0.00000000
-5.00950475,6.31095043,1.12463404,0.00000000,2.73612391,3.60280841,1.85055880,0.00000000
-5.00350175,6.11653394,1.07454859,0.00000000,2.65586920,3.46786142,1.81112519,0.00000000
-4.99749875,5.92305235,1.02512776,0.00000000,2.57743905,3.33665231,1.77034477,0.00000000
-4.99149575,5.73208476,0.97668379,0.00000000,2.50156612,3.21015178,1.72861941,0.00000000
-4.98549275,5.54516910,0.92948884,0.00000000,2.42892816,3.08923816,1.68639052,0.00000000
-4.97948974,5.36379220,0.88377733,0.00000000,2.36014282,2.97469584,1.64413324,0.00000000
-4.97348674,5.18937782,0.83974901,0.00000000,2.29576398,2.86721307,1.60234881,0.00000000
-4.96748374,5.02327267,0.79757249,0.00000000,2.23627956,2.76737918,1.56155529,0.00000000
-4.96148074,4.86673046,0.75738893,0.00000000,2.18211045,2.67568107,1.52227689,0.00000000
-4.95547774,4.72089448,0.71931580,0.00000000,2.13361032,2.59249922,1.48503212,0.00000000
-4.94947474,4.58677943,0.68345041,0.00000000,2.09106623,2.51810352,1.45032125,0.00000000
-4.94347174,4.46525327,0.64987308,0.00000000,2.05469970,2.45264956,1.41861347,0.00000000
-4.93746873,4.35702026,0.61864992,0.00000000,2.02466830,2.39617592,1.39033434,0.00000000
-4.93146573,4.26260632,0.58983515,0.00000000,2.00106752,2.34860312,1.36585389,0.00000000
-4.92546273,4.18234780,0.56347283,0.00000000,1.98393311,2.30973494,1.34547621,0.00000000
-4.91945973,4.11638472,0.53959820,0.00000000,1.97324384,2.27926261,1.32943066,0.00000000
-4.91345673,4.06465935,0.51823852,0.00000000,1.96892473,2.25677233,1.31786548,0.00000000
-4.90745373,4.02692087,0.49941355,0.00000000,1.97085090,2.24175633,1.31084401,0.00000000
-4.90145073,4.00273626,0.48313579,0.00000000,1.97885208,2.23362754,1.30834369,0.00000000
-4.89544772,3.99150758,0.46941041,0.00000000,1.99271783,2.23173755,1.31025821,0.00000000
-4.88944472,3.99249511,0.45823518,0.00000000,2.01220345,2.23539750,1.31640252,0.00000000
-4.88344172,4.00484576,0.44960028,0.00000000,2.03703652,2.24390110,1.32652080,0.00000000
-4.87743872,4.02762545,0.44348819,0.00000000,2.06692394,2.25654890,1.34029685,0.00000000
-4.87143572,4.05985439,0.43987361,0.00000000,2.10155928,2.27267277,1.35736671,0.00000000
-4.86543272,4.10054341,0.43872349,0.00000000,2.14063008,2.29165950,1.37733281,0.00000000
-4.85942971,4.14872985,0.43999722,0.00000000,2.18382503,2.31297218,1.39977908,0.00000000
-4.85342671,4.20351113,0.44364679,0.00000000,2.23084046,2.33616845,1.42428644,0.00000000
-4.84742371,4.26407455,0.44961712,0.00000000,2.28138598,2.36091441,1.45044787,0.00000000
-4.84142071,4.32972155,0.45784636,0.00000000,2.33518894,2.38699354,1.47788247,0.00000000
-4.83541771,4.39988551,0.46826611,0.00000000,2.39199746,2.41430992,1.50624784,0.00000000
-4.82941471,4.47414194,0.48080156,0.00000000,2.45158185,2.44288550,1.53525032,0.00000000
-4.82341171,4.55221053,0.49537146,0.00000000,2.51373434,2.47285132,1.56465259,0.00000000
-4.81740870,4.63394908,0.51188788,0.00000000,2.57826713,2.50443305,1.59427833,0.00000000
-4.81140570,4.71933931,0.53025567,0.00000000,2.64500883,2.53793135,1.62401374,0.00000000
-4.80540270,4.80846542,0.55037170,0.00000000,2.71379934,2.57369794,1.65380600,0.00000000
-4.79939970,4.90148621,0.57212381,0.00000000,2.78448369,2.61210833,1.68365864,0.00000000
-4.79339670,4.99860218,0.59538954,0.00000000,2.85690479,2.65353254,1.71362412,0.00000000
-4.78739370,5.10001901,0.62003464,0.00000000,2.93089572,2.69830500,1.74379397,0.00000000
-4.78139070,5.20590928,0.64591157,0.00000000,3.00627170,2.74669513,1.77428701,0.00000000
-4.77538769,5.31637396,0.67285790,0.00000000,3.08282221,2.79887972,1.80523606,0.00000000
-4.76938469,5.43140570,0.70069490,0.00000000,3.16030365,2.85491860,1.83677386,0.00000000
-4.76338169,5.55085545,0.72922640,0.00000000,3.23843272,2.91473450,1.86901881,0.00000000
-4.75737869,5.67440397,0.75823795,0.00000000,3.31688094,2.97809813,1.90206105,0.00000000
-4.75137569,5.80153975,0.78749662,0.00000000,3.39527053,3.04461910,1.93594968,0.00000000
-4.74537269,5.93154429,0.81675132,0.00000000,3.47317185,3.11374325,1.97068159,0.00000000
-4.73936968,6.06348568,0.84573392,0.00000000,3.55010260,3.18475643,2.00619232,0.00000000
-4.73336668,6.19622096,0.87416116,0.00000000,3.62552887,3.25679482,2.04234965,0.00000000
-4.72736368,6.32840744,0.90173744,0.00000000,3.69886821,3.32886140,2.07894996,0.00000000
-4.72136068,6.45852283,0.92815833,0.00000000,3.76949467,3.39984799,2.11571772,0.00000000
-4.71535768,6.58489369,0.95311505,0.00000000,3.83674587,3.46856216,2.15230829,0.00000000
-4.70935468,6.70573136,0.97629952,0.00000000,3.89993201,3.53375809,2.18831374,0.00000000
-4.70335168,6.81917422,0.99741010,0.00000000,3.95834668,3.59417012,2.22327182,0.00000000
-4.69734867,6.92333499,1.01615769,0.00000000,4.01127942,3.64854806,2.25667758,0.00000000
-4.69134567,7.01635133,1.03227208,0.00000000,4.05802951,3.69569280,2.28799734,0.00000000
-4.68534267,7.09643796,1.04550836,0.00000000,4.09792097,3.73449102,2.31668446,0.00000000
-4.67933967,7.16193859,1.05565300,0.00000000,4.13031809,3.76394785,2.34219631,0.00000000
-4.67333667,7.21137546,1.06252962,0.00000000,4.15464129,3.78321618,2.36401178,0.00000000
-4.66733367,7.24349490,1.06600388,0.00000000,4.17038248,3.79162176,2.38164863,0.00000000
-4.66133067,7.25730694,1.06598763,0.00000000,4.17711975,3.78868311,2.39468000,0.00000000
-4.65532766,7.25211757,1.06244190,0.00000000,4.17453046,3.77412566,2.40274929,0.00000000
-4.64932466,7.22755227,1.05537863,0.00000000,4.16240243,3.74788961,2.40558295,0.00000000
-4.64332166,7.18356993,1.04486111,0.00000000,4.14064266,3.71013136,2.40300051,0.00000000
-4.63731866,7.12046658,1.03100310,0.00000000,4.10928317,3.66121850,2.39492146,0.00000000
-4.63131566,7.03886871,1.01396643,0.00000000,4.06848362,3.60171863,2.38136875,0.00000000
-4.62531266,6.93971661,0.99395751,0.00000000,4.01853055,3.53238263,2.36246865,0.00000000
-4.61930965,6.82423819,0.97122255,0.00000000,3.95983326,3.45412285,2.33844713,0.00000000
-4.61330665,6.69391463,0.94604179,0.00000000,3.89291628,3.36798730,2.30962290,0.00000000
-4.60730365,6.55043895,0.91872301,0.00000000,3.81840886,3.27513072,2.27639742,0.00000000
-4.60130065,6.39566948,0.88959441,0.00000000,3.73703175,3.17678361,2.23924237,0.00000000
-4.59529765,6.23157995,0.85899724,0.00000000,3.64958186,3.07422041,2.19868516,0.00000000
-4.58929465,6.06020815,0.82727839,0.00000000,3.55691532,2.96872789,2.15529324,0.00000000
-4.58329165,5.88360524,0.79478317,0.00000000,3.45992958,2.86157478,2.10965772,0.00000000
-4.57728864,5.70378762,0.76184853,0.00000000,3.35954538,2.75398369,2.06237726,0.00000000
-4.57128564,5.52269289,0.72879700,0.00000000,3.25668897,2.64710613,2.01404271,0.00000000
-4.56528264,5.34214170,0.69593133,0.00000000,3.15227537,2.54200124,1.96522325,0.00000000
-4.55927964,5.16380632,0.66353013,0.00000000,3.04719313,2.43961895,1.91645458,0.00000000
-4.55327664,4.98918700,0.63184454,0.00000000,2.94229094,2.34078760,1.86822941,0.00000000
-4.54727364,4.81959630,0.60109588,0.00000000,2.83836643,2.24620645,1.82099076,0.00000000
-4.54127064,4.65615171,0.57147440,0.00000000,2.73615729,2.15644275,1.77512793,0.00000000
-4.53526763,4.49977584,0.54313890,0.00000000,2.63633474,2.07193336,1.73097534,0.00000000
-4.52926463,4.35120385,0.51621732,0.00000000,2.53949931,1.99299032,1.68881393,0.00000000
-4.52326163,4.21099690,0.49080802,0.00000000,2.44617872,1.91980995,1.64887483,0.00000000
-4.51725863,4.07956046,0.46698172,0.00000000,2.35682763,1.85248481,1.61134492,0.00000000
-4.51125563,3.95716621,0.44478390,0.00000000,2.27182896,1.79101772,1.57637383,0.00000000
-4.50525263,3.84397591,0.42423752,0.00000000,2.19149653,1.73533710,1.54408164,0.00000000
-4.49924962,3.74006584,0.40534589,0.00000000,2.11607857,1.68531297,1.51456701,0.00000000
-4.49324662,3.64545053,0.38809562,0.00000000,2.04576193,1.64077254,1.48791487,0.00000000
-4.48724362,3.56010429,0.37245946,0.00000000,1.98067668,1.60151509,1.46420337,0.00000000
-4.48124062,3.48397964,0.35839900,0.00000000,1.92090079,1.56732512,1.44350958,0.00000000
-4.47523762,3.41702169,0.34586709,0.00000000,1.86646481,1.53798359,1.42591345,0.00000000
-4.46923462,3.35917795,0.33480995,0.00000000,1.81735638,1.51327669,1.41150000,0.00000000
-4.46323162,3.31040325,0.32516893,0.00000000,1.77352442,1.49300187,1.40035934,0.00000000
-4.45722861,3.27065969,0.31688202,0.00000000,1.73488296,1.47697128,1.39258473,0.00000000
-4.45122561,3.23991198,0.30988484,0.00000000,1.70131462,1.46501234,1.38826859,0.00000000
-4.44522261,3.21811869,0.30411146,0.00000000,1.67267366,1.45696597,1.38749679,0.00000000
-4.43921961,3.20521998,0.29949485,0.00000000,1.64878866,1.45268260,1.39034150,0.00000000
-4.43321661,3.20112308,0.29596711,0.00000000,1.62946488,1.45201649,1.39685309,0.00000000
-4.42721361,3.20568635,0.29345951,0.00000000,1.61448630,1.45481896,1.40705138,0.00000000
-4.42121061,3.21870318,0.29190237,0.00000000,1.60361753,1.46093101,1.42091708,0.00000000
-4.41520760,3.23988709,0.29122492,0.00000000,1.59660551,1.47017612,1.43838372,0.00000000
-4.40920460,3.26885911,0.29135511,0.00000000,1.59318137,1.48235373,1.45933081,0.00000000
-4.40320160,3.30513867,0.29221951,0.00000000,1.59306244,1.49723412,1.48357879,0.00000000
-4.39719860,3.34813899,0.29374336,0.00000000,1.59595451,1.51455520,1.51088606,0.00000000
-4.39119560,3.39716786,0.29585074,0.00000000,1.60155478,1.53402162,1.54094887,0.00000000
-4.38519260,3.45143428,0.29846504,0.00000000,1.60955527,1.55530658,1.57340395,0.00000000
-4.37918959,3.51006134,0.30150970,0.00000000,1.61964724,1.57805644,1.60783439,0.00000000
-4.37318659,3.57210522,0.30490921,0.00000000,1.63152627,1.60189815,1.64377861,0.00000000
-4.36718359,3.63657999,0.30859045,0.00000000,1.64489837,1.62644939,1.68074221,0.00000000
-4.36118059,3.70248735,0.31248427,0.00000000,1.65948679,1.65133088,1.71821256,0.00000000
-4.35517759,3.76885022,0.31652735,0.00000000,1.67503951,1.67618050,1.75567547,0.00000000
-4.34917459,3.83474879,0.32066415,0.00000000,1.69133701,1.70066844,1.79263327,0.00000000
-4.34317159,3.89935721,0.32484905,0.00000000,1.70820006,1.72451263,1.82862363,0.00000000
-4.33716858,3.96197916,0.32904825,0.00000000,1.72549691,1.74749341,1.86323806,0.00000000
-4.33116558,4.02208010,0.33324172,0.00000000,1.74314946,1.76946677,1.89613926,0.00000000
-4.32516258,4.07931441,0.33742460,0.00000000,1.76113779,1.79037495,1.92707624,0.00000000
-4.31915958,4.13354533,0.34160831,0.00000000,1.77950243,1.81025376,1.95589632,0.00000000
-4.31315658,4.18485619,0.34582093,0.00000000,1.79834397,1.82923587,1.98255315,0.00000000
-4.30715358,4.23355154,0.35010693,0.00000000,1.81781949,1.84754934,2.00711011,0.00000000
