energy_ev,total_up,Au_p_up,Au_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-5.23161581,6.01607722,0.48639822,5.65720507,0.15789509,0.01720621,0.02723329,0.18960746
-5.22561281,6.02214789,0.47812954,5.66607224,0.15272747,0.01714324,0.02815659,0.18953076
-5.21960980,6.03339963,0.47115314,5.67976978,0.14835016,0.01707838,0.02913794,0.18943024
-5.21360680,6.04868968,0.46548179,5.69719852,0.14475126,0.01700972,0.03015863,0.18926076
-5.20760380,6.06680315,0.46113920,5.71717570,0.14191901,0.01693530,0.03119954,0.18898431
-5.20160080,6.08647082,0.45815603,5.73845400,0.13984058,0.01685314,0.03224140,0.18857018
-5.19559780,6.10638894,0.45656544,5.75974291,0.13850098,0.01676127,0.03326503,0.18799492
-5.18959480,6.12524102,0.45639851,5.77973221,0.13788176,0.01665778,0.03425169,0.18724214
-5.18359180,6.14172097,0.45767972,5.79711687,0.13795996,0.01654085,0.03518336,0.18630227
-5.17758879,6.15455699,0.46042260,5.81062268,0.13870707,0.01640881,0.03604306,0.18517207
-5.17158579,6.16253533,0.46462572,5.81903183,0.14008836,0.01626016,0.03681521,0.18385416
-5.16558279,6.16452279,0.47026909,5.82120710,0.14206223,0.01609362,0.03748590,0.18235635
-5.15957979,6.15948712,0.47731097,5.81611399,0.14457994,0.01590812,0.03804319,0.18069083
-5.15357679,6.14651415,0.48568527,5.80283955,0.14758544,0.01570287,0.03847734,0.17887337
-5.14757379,6.12482107,0.49529935,5.78060732,0.15101554,0.01547733,0.03878094,0.17692220
-5.14157079,6.09376518,0.50603245,5.74878771,0.15480010,0.01523118,0.03894905,0.17485697
-5.13556778,6.05284799,0.51773480,5.70690365,0.15886256,0.01496439,0.03897918,0.17269754
-5.12956478,6.00171465,0.53022725,5.65463143,0.16312048,0.01467713,0.03887126,0.17046275
-5.12356178,5.94014926,0.54330190,5.59179716,0.16748637,0.01436977,0.03862750,0.16816922
-5.11755878,5.86806666,0.55672339,5.51836945,0.17186852,0.01404286,0.03825214,0.16583021
-5.11155578,5.78550176,0.57023131,5.43444911,0.17617214,0.01369709,0.03775126,0.16345471
-5.10555278,5.69259742,0.58354359,5.34025697,0.18030055,0.01333330,0.03713239,0.16104662
-5.09954977,5.58959210,0.59636104,5.23612072,0.18415655,0.01295240,0.03640426,0.15860436
-5.09354677,5.47680836,0.60837292,5.12246202,0.18764403,0.01255542,0.03557640,0.15612070
-5.08754377,5.35464325,0.61926371,4.99978470,0.19066963,0.01214346,0.03465884,0.15358302
-5.08154077,5.22356134,0.62872073,4.86866489,0.19314459,0.01171769,0.03366182,0.15097396
-5.07553777,5.08409083,0.63644261,4.72974359,0.19498673,0.01127939,0.03259551,0.14827243
-5.06953477,4.93682301,0.64214825,4.58372205,0.19612241,0.01082991,0.03146983,0.14545494
-5.06353177,4.78241487,0.64558601,4.43135985,0.19648854,0.01037073,0.03029428,0.14249726
-5.05752876,4.62159438,0.64654277,4.27347543,0.19603446,0.00990343,0.02907789,0.13937626
-5.05152576,4.45516772,0.64485240,4.11094868,0.19472366,0.00942973,0.02782913,0.13607184
-5.04552276,4.28402750,0.64040335,3.94472463,0.19253521,0.00895150,0.02655599,0.13256893
-5.03951976,4.10916086,0.63314484,3.77581759,0.18946490,0.00847074,0.02526600,0.12885928
-5.03351676,3.93165635,0.62309146,3.60531467,0.18552585,0.00798958,0.02396631,0.12494312
-5.02751376,3.75270831,0.61032575,3.43437782,0.18074873,0.00751031,0.02266385,0.12083052
-5.02151076,3.57361792,0.59499866,3.26424343,0.17518142,0.00703529,0.02136535,0.11654230
-5.01550775,3.39578987,0.57732774,3.09621880,0.16888806,0.00656699,0.02007750,0.11211053
-5.00950475,3.22072415,0.55759313,2.93167486,0.16194768,0.00610790,0.01880698,0.10757859
-5.00350175,3.05000244,0.53613134,2.77203472,0.15445227,0.00566051,0.01756053,0.10300063
-4.99749875,2.88526916,0.51332718,2.61875791,0.14650441,0.00522729,0.01634495,0.09844066
-4.99149575,2.72820709,0.48960402,2.47332034,0.13821462,0.00481058,0.01516706,0.09397115
-4.98549275,2.58050831,0.46541273,2.33719025,0.12969844,0.00441261,0.01403366,0.08967116
-4.97948974,2.44384084,0.44121983,2.21180065,0.12107341,0.00403540,0.01295143,0.08562432
-4.97348674,2.31981202,0.41749513,2.09851895,0.11245608,0.00368075,0.01192682,0.08191637
-4.96748374,2.20992968,0.39469940,1.99861454,0.10395907,0.00335018,0.01096589,0.07863266
-4.96148074,2.11556218,0.37327240,1.91322535,0.09568850,0.00304491,0.01007420,0.07585556
-4.95547774,2.03789874,0.35362180,1.84332448,0.08774159,0.00276583,0.00925663,0.07366185
-4.94947474,1.97791130,0.33611301,1.78968799,0.08020482,0.00251350,0.00851724,0.07212023
-4.94347174,1.93631929,0.32106061,1.75286506,0.07315241,0.00228812,0.00785917,0.07128904
-4.93746873,1.91355876,0.30872119,1.73315179,0.06664540,0.00208955,0.00728451,0.07121412
-4.93146573,1.90975696,0.29928803,1.73056969,0.06073113,0.00191730,0.00679420,0.07192714
-4.92546273,1.92471374,0.29288754,1.74485003,0.05544323,0.00177058,0.00638801,0.07344410
-4.91945973,1.95789079,0.28957759,1.77542499,0.05080204,0.00164825,0.00606451,0.07576441
-4.91345673,2.00840953,0.28934763,1.82142653,0.04681540,0.00154895,0.00582104,0.07887030
-4.90745373,2.07505835,0.29212067,1.88169344,0.04347982,0.00147104,0.00565383,0.08272676
-4.90145073,2.15630962,0.29775693,1.95478705,0.04078178,0.00141267,0.00555802,0.08728191
-4.89544772,2.25034635,0.30605901,2.03901561,0.03869936,0.00137185,0.00552780,0.09246796
-4.88944472,2.35509841,0.31677855,2.13246714,0.03720390,0.00134642,0.00555652,0.09820256
-4.88344172,2.46828742,0.32962418,2.23304993,0.03626170,0.00133417,0.00563691,0.10439069
-4.87743872,2.58747933,0.34427038,2.33854002,0.03583579,0.00133282,0.00576127,0.11092696
-4.87143572,2.71014316,0.36036733,2.44663398,0.03588755,0.00134011,0.00592165,0.11769833
-4.86543272,2.83371415,0.37755118,2.55500555,0.03637829,0.00135381,0.00611014,0.12458709
-4.85942971,2.95565914,0.39545469,2.66136416,0.03727071,0.00137176,0.00631908,0.13147418
-4.85342671,3.07354188,0.41371783,2.76351317,0.03853018,0.00139194,0.00654137,0.13824253
-4.84742371,3.18508586,0.43199805,2.85940577,0.04012582,0.00141250,0.00677068,0.14478057
-4.84142071,3.28823225,0.44997998,2.94719613,0.04203147,0.00143175,0.00700175,0.15098555
-4.83541771,3.38119062,0.46738406,3.02528408,0.04422645,0.00144823,0.00723061,0.15676673
-4.82941471,3.46248045,0.48397411,3.09235119,0.04669610,0.00146073,0.00745480,0.16204818
-4.82341171,3.53096186,0.49956328,3.14738708,0.04943215,0.00146828,0.00767357,0.16677125
-4.81740870,3.58585413,0.51401842,3.18970478,0.05243296,0.00147019,0.00788803,0.17089639
-4.81140570,3.62674176,0.52726253,3.21894475,0.05570346,0.00146601,0.00810120,0.17440447
-4.80540270,3.65356763,0.53927538,3.23506746,0.05925501,0.00145558,0.00831814,0.17729734
-4.79939970,3.66661412,0.55009207,3.23833533,0.06310500,0.00143896,0.00854581,0.17959774
-4.79339670,3.66647311,0.55979979,3.22928483,0.06727630,0.00141646,0.00879308,0.18134846
-4.78739370,3.65400655,0.56853276,3.20869047,0.07179644,0.00138856,0.00907046,0.18261081
-4.78139070,3.63029950,0.57646559,3.17752243,0.07669668,0.00135595,0.00938993,0.18346246
-4.77538769,3.59660801,0.58380527,3.13689998,0.08201077,0.00131942,0.00976454,0.18399460
-4.76938469,3.55430423,0.59078207,3.08804282,0.08777354,0.00127989,0.01020807,0.18430873
-4.76338169,3.50482111,0.59763967,3.03222273,0.09401928,0.00123831,0.01073451,0.18451296
-4.75737869,3.44959905,0.60462485,2.97071726,0.10077991,0.00119566,0.01135756,0.18471803
-4.75137569,3.39003652,0.61197699,2.90476765,0.10808296,0.00115292,0.01209008,0.18503321
-4.74537269,3.32744643,0.61991783,2.83554213,0.11594946,0.00111100,0.01294348,0.18556222
-4.73936968,3.26301945,0.62864169,2.76410600,0.12439166,0.00107073,0.01392716,0.18639914
-4.73336668,3.19779536,0.63830654,2.69139887,0.13341083,0.00103284,0.01504789,0.18762470
-4.72736368,3.13264268,0.64902614,2.61821962,0.14299510,0.00099792,0.01630936,0.18930288
-4.72136068,3.06824682,0.66086348,2.54521869,0.15311741,0.00096642,0.01771166,0.19147800
-4.71535768,3.00510625,0.67382584,2.47289745,0.16373385,0.00093864,0.01925097,0.19417245
-4.70935468,2.94353618,0.68786154,2.40161368,0.17478236,0.00091473,0.02091933,0.19738513
-4.70335168,2.88367881,0.70285868,2.33159242,0.18618195,0.00089468,0.02270453,0.20109056
-4.69734867,2.82551921,0.71864581,2.26294091,0.19783256,0.00087834,0.02459020,0.20523897
-4.69134567,2.76890564,0.73499472,2.19566654,0.20961569,0.00086542,0.02655604,0.20975717
-4.68534267,2.71357316,0.75162541,2.12969680,0.22139580,0.00085554,0.02857824,0.21455024
-4.67933967,2.65916951,0.76821294,2.06489993,0.23302254,0.00084823,0.03063004,0.21950418
-4.67333667,2.60528206,0.78439627,2.00110556,0.24433382,0.00084292,0.03268248,0.22448919
-4.66733367,2.55146494,0.79978879,1.93812431,0.25515968,0.00083902,0.03470527,0.22936369
-4.66133067,2.49726540,0.81399013,1.87576583,0.26532675,0.00083593,0.03666771,0.23397894
-4.65532766,2.44224861,0.82659904,1.81385470,0.27466333,0.00083304,0.03853974,0.23818386
-4.64932466,2.38602018,0.83722674,1.75224377,0.28300471,0.00082977,0.04029293,0.24183028
-4.64332166,2.32824577,0.84551027,1.69082480,0.29019863,0.00082558,0.04190154,0.24477795
-4.63731866,2.26866731,0.85112538,1.62953606,0.29611059,0.00082001,0.04334336,0.24689955
-4.63131566,2.20711536,0.85379822,1.56836714,0.30062876,0.00081267,0.04460056,0.24808505
-4.62531266,2.14351731,0.85331547,1.50736070,0.30366819,0.00080327,0.04566028,0.24824568
-4.61930965,2.07790122,0.84953235,1.44661162,0.30517418,0.00079160,0.04651504,0.24731688
-4.61330665,2.01039529,0.84237807,1.38626345,0.30512460,0.00077756,0.04716299,0.24526051
-4.60730365,1.94122306,0.83185863,1.32650267,0.30353095,0.00076115,0.04760782,0.24206591
-4.60130065,1.87069456,0.81805656,1.26755098,0.30043819,0.00074245,0.04785855,0.23774999
-4.59529765,1.79919393,0.80112786,1.20965605,0.29592328,0.00072163,0.04792900,0.23235617
-4.58929465,1.72716408,0.78129613,1.15308120,0.29009254,0.00069895,0.04783715,0.22595247
-4.58329165,1.65508909,0.75884426,1.09809444,0.28307783,0.00067471,0.04760433,0.21862856
-4.57728864,1.58347534,0.73410413,1.04495753,0.27503198,0.00064928,0.04725428,0.21049224
-4.57128564,1.51283213,0.70744478,0.99391539,0.26612348,0.00062303,0.04681219,0.20166532
-4.56528264,1.44365284,0.67925973,0.94518649,0.25653075,0.00059638,0.04630371,0.19227914
-4.55927964,1.37639758,0.64995401,0.89895464,0.24643639,0.00056973,0.04575403,0.18247011
-4.55327664,1.31147798,0.61993154,0.85536255,0.23602151,0.00054351,0.04518701,0.17237522
-4.54727364,1.24924499,0.58958339,0.81450733,0.22546052,0.00051808,0.04462451,0.16212790
-4.54127064,1.18997998,0.55927751,0.77643836,0.21491646,0.00049379,0.04408580,0.15185443
-4.53526763,1.13388963,0.52935012,0.74115719,0.20453727,0.00047098,0.04358721,0.14167076
-4.52926463,1.08110438,0.50009918,0.70861966,0.19445277,0.00044990,0.04314185,0.13168022
-4.52326163,1.03168053,0.47177989,0.67873993,0.18477276,0.00043077,0.04275962,0.12197180
-4.51725863,0.98560540,0.44460236,0.65139593,0.17558592,0.00041378,0.04244722,0.11261926
-4.51125563,0.94280498,0.41873120,0.62643615,0.16695971,0.00039906,0.04220841,0.10368088
-4.50525263,0.90315358,0.39428679,0.60368686,0.15894095,0.00038666,0.04204426,0.09519982
-4.49924962,0.86648443,0.37134802,0.58295972,0.15155709,0.00037663,0.04195345,0.08720507
-4.49324662,0.83260073,0.34995604,0.56405891,0.14481795,0.00036896,0.04193263,0.07971277
-4.48724362,0.80128625,0.33011870,0.54678773,0.13871781,0.00036357,0.04197670,0.07272775
-4.48124062,0.77231498,0.31181535,0.53095402,0.13323761,0.00036039,0.04207914,0.06624539
-4.47523762,0.74545923,0.29500166,0.51637435,0.12834723,0.00035927,0.04223214,0.06025341
-4.46923462,0.72049607,0.27961422,0.50287689,0.12400764,0.00036005,0.04242683,0.05473365
-4.46323162,0.69721173,0.26557475,0.49030284,0.12017293,0.00036253,0.04265333,0.04966374
-4.45722861,0.67540422,0.25279375,0.47850660,0.11679212,0.00036650,0.04290079,0.04501859
-4.45122561,0.65488431,0.24117364,0.46735500,0.11381063,0.00037169,0.04315747,0.04077165
-4.44522261,0.63547513,0.23061135,0.45672567,0.11117170,0.00037785,0.04341066,0.03689591
-4.43921961,0.61701089,0.22100044,0.44650506,0.10881744,0.00038468,0.04364682,0.03336472
-4.43321661,0.59933519,0.21223289,0.43658643,0.10668986,0.00039188,0.04385159,0.03015238
-4.42721361,0.58229933,0.20420064,0.42686808,0.10473171,0.00039914,0.04400995,0.02723445
-4.42121061,0.56576103,0.19679703,0.41725209,0.10288734,0.00040615,0.04410647,0.02458806
-4.41520760,0.54958398,0.18991826,0.40764390,0.10110354,0.00041261,0.04412562,0.02219198
-4.40920460,0.53363841,0.18346493,0.39795281,0.09933039,0.00041822,0.04405214,0.02002669
-4.40320160,0.51780277,0.17734373,0.38809335,0.09752223,0.00042272,0.04387158,0.01807435
-4.39719860,0.50196654,0.17146931,0.37798763,0.09563863,0.00042587,0.04357077,0.01631879
-4.39119560,0.48603417,0.16576631,0.36756846,0.09364542,0.00042746,0.04313846,0.01474553
-4.38519260,0.46992971,0.16017149,0.35678301,0.09151575,0.00042734,0.04256582,0.01334182
-4.37918959,0.45360212,0.15463587,0.34559692,0.08923113,0.00042541,0.04184708,0.01209670
-4.37318659,0.43703073,0.14912689,0.33399836,0.08678235,0.00042165,0.04097995,0.01100115
-4.36718359,0.42023063,0.14363042,0.32200207,0.08417035,0.00041607,0.03996604,0.01004826
-4.36118059,0.40325764,0.13815251,0.30965282,0.08140688,0.00040878,0.03881117,0.00923347
-4.35517759,0.38621255,0.13272087,0.29702834,0.07851504,0.00039995,0.03752551,0.00855479
-4.34917459,0.36924444,0.12738603,0.28424138,0.07552946,0.00038984,0.03612363,0.00801313
-4.34317159,0.35255286,0.12222196,0.27144086,0.07249642,0.00037877,0.03462432,0.00761253
-4.33716858,0.33638872,0.11732638,0.25881204,0.06947353,0.00036713,0.03305037,0.00736048
-4.33116558,0.32105393,0.11282049,0.24657563,0.06652933,0.00035539,0.03142821,0.00726814
-4.32516258,0.30689968,0.10884827,0.23498600,0.06374253,0.00034407,0.02978733,0.00735055
-4.31915958,0.29432337,0.10557517,0.22432833,0.06120111,0.00033376,0.02815979,0.00762674
-4.31315658,0.28376423,0.10318645,0.21491495,0.05900111,0.00032508,0.02657952,0.00811977
-4.30715358,0.27569763,0.10188475,0.20708081,0.05724525,0.00031870,0.02508165,0.00885663
