energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.74787394,0.63293133,0.03720693,0.00082668,0.00510342,0.20820863,0.21357012,0.08336150
-5.74187094,0.60730120,0.03312297,0.00079508,0.00451363,0.20154893,0.20726867,0.08002143
-5.73586793,0.58062106,0.02931498,0.00076136,0.00396547,0.19420969,0.20031943,0.07648119
-5.72986493,0.55313558,0.02579767,0.00072581,0.00346054,0.18629259,0.19279477,0.07278508
-5.72386193,0.52508514,0.02257880,0.00068871,0.00299954,0.17790256,0.18477346,0.06897676
-5.71785893,0.49670342,0.01965974,0.00065040,0.00258231,0.16914575,0.17633956,0.06509852
-5.71185593,0.46821531,0.01703625,0.00061122,0.00220796,0.16012764,0.16758118,0.06119062
-5.70585293,0.43983531,0.01469935,0.00057151,0.00187495,0.15095137,0.15858924,0.05729073
-5.69984992,0.41176627,0.01263625,0.00053164,0.00158125,0.14171619,0.14945616,0.05343353
-5.69384692,0.38419853,0.01083130,0.00049197,0.00132440,0.13251629,0.14027461,0.04965044
-5.68784392,0.35730946,0.00926693,0.00045284,0.00110168,0.12343981,0.13113624,0.04596941
-5.68184092,0.33126325,0.00792451,0.00041460,0.00091019,0.11456811,0.12213064,0.04241491
-5.67583792,0.30621107,0.00678522,0.00037756,0.00074695,0.10597535,0.11334427,0.03900795
-5.66983492,0.28229148,0.00583074,0.00034204,0.00060900,0.09772823,0.10485964,0.03576625
-5.66383192,0.25963105,0.00504390,0.00030829,0.00049346,0.08988602,0.09675468,0.03270440
-5.65782891,0.23834523,0.00440921,0.00027657,0.00039759,0.08250063,0.08910220,0.02983413
-5.65182591,0.21853931,0.00391328,0.00024709,0.00031884,0.07561697,0.08196961,0.02716462
-5.64582291,0.20030951,0.00354515,0.00022004,0.00025489,0.06927323,0.07541877,0.02470272
-5.63981991,0.18374413,0.00329659,0.00019557,0.00020364,0.06350134,0.06950600,0.02245330
-5.63381691,0.16892467,0.00316218,0.00017384,0.00016325,0.05832734,0.06428216,0.02041952
-5.62781391,0.15592692,0.00313953,0.00015496,0.00013213,0.05377177,0.05979291,0.01860303
-5.62181091,0.14482193,0.00322924,0.00013904,0.00010893,0.04984998,0.05607896,0.01700421
-5.61580790,0.13567684,0.00343496,0.00012619,0.00009254,0.04657240,0.05317632,0.01562232
-5.60980490,0.12855554,0.00376333,0.00011652,0.00008207,0.04394469,0.05111662,0.01445564
-5.60380190,0.12351907,0.00422395,0.00011015,0.00007684,0.04196781,0.04992733,0.01350151
-5.59779890,0.12062578,0.00482922,0.00010721,0.00007635,0.04063806,0.04963197,0.01275640
-5.59179590,0.11993125,0.00559425,0.00010785,0.00008028,0.03994699,0.05025020,0.01221589
-5.58579290,0.12148793,0.00653665,0.00011225,0.00008845,0.03988134,0.05179789,0.01187469
-5.57978989,0.12534445,0.00767634,0.00012061,0.00010083,0.04042292,0.05428711,0.01172653
-5.57378689,0.13154474,0.00903524,0.00013314,0.00011750,0.04154859,0.05772602,0.01176416
-5.56778389,0.14012684,0.01063698,0.00015010,0.00013865,0.04323019,0.06211873,0.01197931
-5.56178089,0.15112149,0.01250647,0.00017175,0.00016455,0.04543464,0.06746513,0.01236262
-5.55577789,0.16455053,0.01466948,0.00019836,0.00019556,0.04812416,0.07376065,0.01290364
-5.54977489,0.18042513,0.01715205,0.00023021,0.00023211,0.05125652,0.08099598,0.01359082
-5.54377189,0.19874387,0.01997995,0.00026756,0.00027472,0.05478554,0.08915686,0.01441161
-5.53776888,0.21949071,0.02317794,0.00031067,0.00032394,0.05866165,0.09822375,0.01535242
-5.53176588,0.24263298,0.02676907,0.00035973,0.00038042,0.06283263,0.10817151,0.01639886
-5.52576288,0.26811935,0.03077387,0.00041491,0.00044489,0.06724438,0.11896910,0.01753578
-5.51975988,0.29587781,0.03520955,0.00047628,0.00051818,0.07184185,0.13057922,0.01874748
-5.51375688,0.32581389,0.04008910,0.00054385,0.00060125,0.07656994,0.14295785,0.02001793
-5.50775388,0.35780899,0.04542054,0.00061753,0.00069522,0.08137436,0.15605388,0.02133096
-5.50175088,0.39171907,0.05120605,0.00069711,0.00080143,0.08620256,0.16980857,0.02267047
-5.49574787,0.42737363,0.05744129,0.00078226,0.00092152,0.09100442,0.18415507,0.02402073
-5.48974487,0.46457524,0.06411480,0.00087254,0.00105746,0.09573291,0.19901791,0.02536653
-5.48374187,0.50309951,0.07120746,0.00096736,0.00121168,0.10034453,0.21431253,0.02669342
-5.47773887,0.54269584,0.07869221,0.00106602,0.00138714,0.10479968,0.22994491,0.02798788
-5.47173587,0.58308877,0.08653391,0.00116767,0.00158749,0.10906274,0.24581132,0.02923753
-5.46573287,0.62398022,0.09468943,0.00127137,0.00181714,0.11310210,0.26179832,0.03043120
-5.45972986,0.66505256,0.10310800,0.00137609,0.00208144,0.11689004,0.27778307,0.03155903
-5.45372686,0.70597254,0.11173170,0.00148071,0.00238677,0.12040256,0.29363400,0.03261259
-5.44772386,0.74639612,0.12049631,0.00158404,0.00274069,0.12361911,0.30921188,0.03358486
-5.44172086,0.78597412,0.12933230,0.00168490,0.00315202,0.12652243,0.32437146,0.03447025
-5.43571786,0.82435856,0.13816607,0.00178207,0.00363095,0.12909844,0.33896353,0.03526459
-5.42971486,0.86120960,0.14692131,0.00187439,0.00418905,0.13133615,0.35283759,0.03596511
-5.42371186,0.89620286,0.15552051,0.00196075,0.00483929,0.13322787,0.36584492,0.03657037
-5.41770885,0.92903688,0.16388657,0.00204013,0.00559594,0.13476941,0.37784208,0.03708021
-5.41170585,0.95944035,0.17194440,0.00211162,0.00647445,0.13596055,0.38869470,0.03749573
-5.40570285,0.98717904,0.17962248,0.00217445,0.00749120,0.13680553,0.39828141,0.03781915
-5.39969985,1.01206176,0.18685433,0.00222801,0.00866319,0.13731368,0.40649773,0.03805382
-5.39369685,1.03394540,0.19357986,0.00227187,0.01000760,0.13750001,0.41325975,0.03820408
-5.38769385,1.05273852,0.19974645,0.00230576,0.01154126,0.13738575,0.41850743,0.03827523
-5.38169085,1.06840325,0.20530983,0.00232960,0.01328006,0.13699875,0.42220721,0.03827339
-5.37568784,1.08095553,0.21023469,0.00234351,0.01523816,0.13637365,0.42435387,0.03820542
-5.36968484,1.09046332,0.21449492,0.00234776,0.01742733,0.13555174,0.42497153,0.03807876
-5.36368184,1.09704294,0.21807366,0.00234279,0.01985600,0.13458050,0.42411342,0.03790134
-5.35767884,1.10085365,0.22096295,0.00232916,0.02252855,0.13351269,0.42186080,0.03768135
-5.35167584,1.10209045,0.22316322,0.00230757,0.02544443,0.13240515,0.41832058,0.03742706
-5.34567284,1.10097570,0.22468243,0.00227879,0.02859746,0.13131710,0.41362200,0.03714667
-5.33966983,1.09774966,0.22553517,0.00224367,0.03197524,0.13030822,0.40791241,0.03684803
-5.33366683,1.09266051,0.22574149,0.00220310,0.03555870,0.12943642,0.40135229,0.03653848
-5.32766383,1.08595437,0.22532582,0.00215797,0.03932189,0.12875552,0.39410968,0.03622461
-5.32166083,1.07786567,0.22431573,0.00210916,0.04323204,0.12831286,0.38635441,0.03591211
-5.31565783,1.06860853,0.22274088,0.00205750,0.04724991,0.12814704,0.37825222,0.03560558
-5.30965483,1.05836949,0.22063197,0.00200377,0.05133042,0.12828594,0.36995922,0.03530846
-5.30365183,1.04730196,0.21801991,0.00194868,0.05542371,0.12874506,0.36161675,0.03502296
-5.29764882,1.03552279,0.21493513,0.00189284,0.05947643,0.12952645,0.35334702,0.03475007
-5.29164582,1.02311103,0.21140708,0.00183678,0.06343333,0.13061810,0.34524968,0.03448964
-5.28564282,1.01010904,0.20746400,0.00178092,0.06723921,0.13199412,0.33739941,0.03424054
-5.27963982,0.99652583,0.20313276,0.00172559,0.07084096,0.13361554,0.32984481,0.03400085
-5.27363682,0.98234247,0.19843905,0.00167103,0.07418973,0.13543178,0.32260830,0.03376816
-5.26763382,0.96751932,0.19340755,0.00161738,0.07724322,0.13738284,0.31568743,0.03353989
-5.26163082,0.95200467,0.18806235,0.00156473,0.07996778,0.13940189,0.30905711,0.03331368
-5.25562781,0.93574428,0.18242740,0.00151310,0.08234039,0.14141850,0.30267293,0.03308777
-5.24962481,0.91869135,0.17652699,0.00146245,0.08435039,0.14336202,0.29647529,0.03286138
-5.24362181,0.90081642,0.17038628,0.00141276,0.08600073,0.14516514,0.29039405,0.03263513
-5.23761881,0.88211657,0.16403176,0.00136394,0.08730887,0.14676746,0.28435367,0.03241134
-5.23161581,0.86262339,0.15749168,0.00131594,0.08830699,0.14811882,0.27827838,0.03219432
-5.22561281,0.84240949,0.15079633,0.00126872,0.08904179,0.14918225,0.27209726,0.03199055
-5.21960980,0.82159280,0.14397831,0.00122224,0.08957346,0.14993642,0.26574908,0.03180878
-5.21360680,0.80033876,0.13707257,0.00117652,0.08997423,0.15037747,0.25918642,0.03165998
-5.20760380,0.77885998,0.13011639,0.00113162,0.09032614,0.15052007,0.25237918,0.03155719
-5.20160080,0.75741347,0.12314922,0.00108762,0.09071848,0.15039767,0.24531725,0.03151528
-5.19559780,0.73629544,0.11621237,0.00104465,0.09124460,0.15006204,0.23801214,0.03155046
-5.18959480,0.71583394,0.10934863,0.00100289,0.09199852,0.14958192,0.23049768,0.03167984
-5.18359180,0.69637963,0.10260176,0.00096254,0.09307127,0.14904104,0.22282975,0.03192076
-5.17758879,0.67829512,0.09601596,0.00092382,0.09454724,0.14853547,0.21508500,0.03229011
-5.17158579,0.66194336,0.08963520,0.00088697,0.09650056,0.14817051,0.20735887,0.03280357
-5.16558279,0.64767566,0.08350265,0.00085221,0.09899183,0.14805723,0.19976273,0.03347488
-5.15957979,0.63581991,0.07766002,0.00081977,0.10206523,0.14830882,0.19242066,0.03431509
-5.15357679,0.62666955,0.07214696,0.00078986,0.10574619,0.14903696,0.18546571,0.03533185
-5.14757379,0.62047392,0.06700053,0.00076264,0.11003980,0.15034834,0.17903606,0.03652887
-5.14157079,0.61743037,0.06225473,0.00073825,0.11492999,0.15234143,0.17327118,0.03790544
-5.13556778,0.61767862,0.05794011,0.00071676,0.12037956,0.15510374,0.16830808,0.03945615
-5.12956478,0.62129760,0.05408352,0.00069820,0.12633113,0.15870960,0.16427798,0.04117071
-5.12356178,0.62830489,0.05070794,0.00068257,0.13270895,0.16321847,0.16130333,0.04303411
-5.11755878,0.63865890,0.04783246,0.00066979,0.13942152,0.16867399,0.15949543,0.04502680
-5.11155578,0.65226348,0.04547234,0.00065977,0.14636498,0.17510354,0.15895252,0.04712519
-5.10555278,0.66897484,0.04363916,0.00065238,0.15342702,0.18251846,0.15975862,0.04930229
-5.09954977,0.68861029,0.04234112,0.00064746,0.16049124,0.19091476,0.16198277,0.05152847
-5.09354677,0.71095833,0.04158334,0.00064486,0.16744172,0.20027426,0.16567892,0.05377237
-5.08754377,0.73578954,0.04136823,0.00064443,0.17416754,0.21056605,0.17088619,0.05600189
-5.08154077,0.76286749,0.04169584,0.00064606,0.18056706,0.22174810,0.17762948,0.05818522
-5.07553777,0.79195924,0.04256427,0.00064965,0.18655177,0.23376902,0.18592028,0.06029182
-5.06953477,0.82284463,0.04396994,0.00065517,0.19204941,0.24656969,0.19575764,0.06229336
-5.06353177,0.85532390,0.04590786,0.00066266,0.19700627,0.26008474,0.20712898,0.06416460
-5.05752876,0.88922310,0.04837175,0.00067219,0.20138853,0.27424378,0.22001092,0.06588410
-5.05152576,0.92439705,0.05135409,0.00068392,0.20518253,0.28897236,0.23436967,0.06743474
-5.04552276,0.96072955,0.05484596,0.00069809,0.20839393,0.30419248,0.25016126,0.06880408
-5.03951976,0.99813080,0.05883683,0.00071496,0.21104592,0.31982282,0.26733130,0.06998451
-5.03351676,1.03653230,0.06331412,0.00073487,0.21317646,0.33577864,0.28581434,0.07097323
-5.02751376,1.07587938,0.06826265,0.00075818,0.21483474,0.35197129,0.30553295,0.07177198
-5.02151076,1.11612172,0.07366394,0.00078526,0.21607717,0.36830771,0.32639633,0.07238664
-5.01550775,1.15720275,0.07949544,0.00081648,0.21696296,0.38468965,0.34829881,0.07282666
-5.00950475,1.19904817,0.08572969,0.00085216,0.21754974,0.40101305,0.37111818,0.07310440
-5.00350175,1.24155468,0.09233339,0.00089259,0.21788937,0.41716751,0.39471408,0.07323440
-4.99749875,1.28457937,0.09926660,0.00093795,0.21802423,0.43303606,0.41892661,0.07323256
-4.99149575,1.32793073,0.10648194,0.00098833,0.21798423,0.44849527,0.44357530,0.07311537
-4.98549275,1.37136177,0.11392396,0.00104371,0.21778469,0.46341591,0.46845876,0.07289920
-4.97948974,1.41456591,0.12152879,0.00110389,0.21742523,0.47766410,0.49335492,0.07259962
-4.97348674,1.45717603,0.12922394,0.00116856,0.21688974,0.49110305,0.51802233,0.07223086
-4.96748374,1.49876690,0.13692852,0.00123722,0.21614737,0.50359532,0.54220235,0.07180533
-4.96148074,1.53886112,0.14455381,0.00130922,0.21515456,0.51500570,0.56562242,0.07133336
-4.95547774,1.57693842,0.15200422,0.00138377,0.21385790,0.52520432,0.58800040,0.07082304
-4.94947474,1.61244796,0.15917867,0.00145992,0.21219762,0.53407021,0.60904989,0.07028014
-4.94347174,1.64482326,0.16597234,0.00153662,0.21011163,0.54149483,0.62848629,0.06970824
-4.93746873,1.67349893,0.17227886,0.00161270,0.20753963,0.54738558,0.64603364,0.06910891
-4.93146573,1.69792858,0.17799274,0.00168693,0.20442728,0.55166903,0.66143174,0.06848201
-4.92546273,1.71760302,0.18301207,0.00175805,0.20073006,0.55429359,0.67444338,0.06782596
-4.91945973,1.73206788,0.18724133,0.00182479,0.19641660,0.55523160,0.68486130,0.06713816
-4.91345673,1.74093969,0.19059427,0.00188592,0.19147136,0.55448052,0.69251458,0.06641534
-4.90745373,1.74391992,0.19299665,0.00194026,0.18589649,0.55206326,0.69727415,0.06565387
-4.90145073,1.74080596,0.19438874,0.00198676,0.17971281,0.54802747,0.69905707,0.06485009
-4.89544772,1.73149883,0.19472752,0.00202449,0.17295984,0.54244392,0.69782939,0.06400055
-4.88944472,1.71600710,0.19398838,0.00205267,0.16569500,0.53540393,0.69360749,0.06310221
-4.88344172,1.69444706,0.19216630,0.00207071,0.15799196,0.52701604,0.68645768,0.06215252
-4.87743872,1.66703902,0.18927638,0.00207823,0.14993826,0.51740207,0.67649425,0.06114953
-4.87143572,1.63410021,0.18535372,0.00207502,0.14163245,0.50669287,0.66387587,0.06009187
-4.86543272,1.59603452,0.18045268,0.00206112,0.13318081,0.49502383,0.64880067,0.05897873
-4.85942971,1.55331983,0.17464542,0.00203674,0.12469378,0.48253057,0.63150016,0.05780977
-4.85342671,1.50649346,0.16801993,0.00200231,0.11628248,0.46934496,0.61223236,0.05658510
-4.84742371,1.45613649,0.16067753,0.00195841,0.10805525,0.45559175,0.59127432,0.05530517
-4.84142071,1.40285767,0.15273001,0.00190581,0.10011443,0.44138580,0.56891453,0.05397076
-4.83541771,1.34727767,0.14429645,0.00184539,0.09255356,0.42683033,0.54544546,0.05258294
-4.82941471,1.29001418,0.13549998,0.00177815,0.08545502,0.41201590,0.52115654,0.05114310
-4.82341171,1.23166842,0.12646448,0.00170516,0.07888818,0.39702036,0.49632777,0.04965297
-4.81740870,1.17281343,0.11731150,0.00162755,0.07290806,0.38190963,0.47122434,0.04811474
-4.81140570,1.11398452,0.10815738,0.00154644,0.06755460,0.36673907,0.44609210,0.04653112
-4.80540270,1.05567183,0.09911072,0.00146298,0.06285244,0.35155553,0.42115429,0.04490548
-4.79939970,0.99831519,0.09027031,0.00137825,0.05881116,0.33639962,0.39660921,0.04324197
-4.79339670,0.94230109,0.08172360,0.00129329,0.05542605,0.32130821,0.37262906,0.04154558
-4.78739370,0.88796177,0.07354557,0.00120904,0.05267919,0.30631689,0.34935964,0.03982228
-4.78139070,0.83557591,0.06579821,0.00112637,0.05054092,0.29146218,0.32692097,0.03807902
-4.77538769,0.78537108,0.05853050,0.00104603,0.04897151,0.27678349,0.30540859,0.03632376
-4.76938469,0.73752728,0.05177879,0.00096865,0.04792305,0.26232454,0.28489536,0.03456546
-4.76338169,0.69218160,0.04556764,0.00089475,0.04734148,0.24813439,0.26543375,0.03281396
-4.75737869,0.64943359,0.03991098,0.00082472,0.04716859,0.23426791,0.24705834,0.03107990
-4.75137569,0.60935112,0.03481349,0.00075886,0.04734415,0.22078578,0.22978850,0.02937458
-4.74537269,0.57197657,0.03027221,0.00069734,0.04780776,0.20775406,0.21363107,0.02770978
-4.73936968,0.53733303,0.02627827,0.00064025,0.04850079,0.19524346,0.19858306,0.02609760
-4.73336668,0.50543051,0.02281857,0.00058759,0.04936799,0.18332830,0.18463416,0.02455029
-4.72736368,0.47627174,0.01987751,0.00053928,0.05035891,0.17208537,0.17176917,0.02308005
-4.72136068,0.44985771,0.01743857,0.00049520,0.05142906,0.16159266,0.15997013,0.02169892
-4.71535768,0.42619242,0.01548582,0.00045519,0.05254079,0.15192813,0.14921830,0.02041861
-4.70935468,0.40528708,0.01400515,0.00041905,0.05366379,0.14316848,0.13949580,0.01925037
-4.70335168,0.38716330,0.01298537,0.00038660,0.05477535,0.13538809,0.13078700,0.01820494
-4.69734867,0.37185539,0.01241904,0.00035762,0.05586023,0.12865790,0.12307965,0.01729243
-4.69134567,0.35941145,0.01230307,0.00033194,0.05691021,0.12304442,0.11636558,0.01652226
-4.68534267,0.34989338,0.01263900,0.00030939,0.05792347,0.11860885,0.11064119,0.01590307
-4.67933967,0.34337560,0.01343312,0.00028983,0.05890363,0.11540602,0.10590757,0.01544266
-4.67333667,0.33994262,0.01469625,0.00027318,0.05985864,0.11348340,0.10217026,0.01514789
-4.66733367,0.33968530,0.01644329,0.00025935,0.06079962,0.11288000,0.09943879,0.01502451
-4.66133067,0.34269625,0.01869255,0.00024834,0.06173953,0.11362508,0.09772583,0.01507709
-4.65532766,0.34906406,0.02146489,0.00024014,0.06269200,0.11573686,0.09704617,0.01530881
-4.64932466,0.35886700,0.02478258,0.00023479,0.06367012,0.11922095,0.09741542,0.01572124
-4.64332166,0.37216614,0.02866817,0.00023235,0.06468545,0.12406886,0.09884865,0.01631413
-4.63731866,0.38899825,0.03314310,0.00023292,0.06574717,0.13025634,0.10135878,0.01708521
-4.63131566,0.40936888,0.03822636,0.00023657,0.06686146,0.13774190,0.10495515,0.01802990
-4.62531266,0.43324575,0.04393310,0.00024341,0.06803115,0.14646538,0.10964191,0.01914111
-4.61930965,0.46055300,0.05027330,0.00025354,0.06925551,0.15634684,0.11541671,0.02040907
-4.61330665,0.49116637,0.05725056,0.00026702,0.07053038,0.16728580,0.12226942,0.02182114
-4.60730365,0.52490975,0.06486110,0.00028392,0.07184838,0.17916097,0.13018119,0.02336176
-4.60130065,0.56155328,0.07309291,0.00030426,0.07319933,0.19183059,0.13912372,0.02501244
-4.59529765,0.60081313,0.08192522,0.00032803,0.07457076,0.20513342,0.14905883,0.02675184
-4.58929465,0.64235314,0.09132833,0.00035519,0.07594842,0.21889044,0.15993845,0.02855599
-4.58329165,0.68578829,0.10126363,0.00038565,0.07731682,0.23290737,0.17170478,0.03039857
-4.57728864,0.73069002,0.11168405,0.00041926,0.07865977,0.24697785,0.18429092,0.03225131
-4.57128564,0.77659317,0.12253480,0.00045585,0.07996070,0.26088735,0.19762163,0.03408454
-4.56528264,0.82300440,0.13375436,0.00049517,0.08120304,0.27441766,0.21161437,0.03586778
-4.55927964,0.86941184,0.14527565,0.00053695,0.08237034,0.28735184,0.22618050,0.03757038
-4.55327664,0.91529546,0.15702741,0.00058088,0.08344641,0.29947944,0.24122654,0.03916231
-4.54727364,0.96013803,0.16893557,0.00062659,0.08441526,0.31060179,0.25665545,0.04061490
-4.54127064,1.00343592,0.18092467,0.00067370,0.08526106,0.32053726,0.27236778,0.04190157
-4.53526763,1.04470968,0.19291902,0.00072180,0.08596809,0.32912602,0.28826278,0.04299857
-4.52926463,1.08351362,0.20484384,0.00077045,0.08652064,0.33623440,0.30423920,0.04388563
-4.52326163,1.11944429,0.21662596,0.00081921,0.08690308,0.34175844,0.32019595,0.04454654
-4.51725863,1.15214751,0.22819436,0.00086764,0.08709996,0.34562646,0.33603241,0.04496955
-4.51125563,1.18132354,0.23948025,0.00091530,0.08709629,0.34780071,0.35164854,0.04514773
-4.50525263,1.20673048,0.25041693,0.00096174,0.08687795,0.34827787,0.36694473,0.04507907
-4.49924962,1.22818577,0.26093931,0.00100657,0.08643228,0.34708837,0.38182149,0.04476650
-4.49324662,1.24556585,0.27098326,0.00104938,0.08574880,0.34429472,0.39617903,0.04421771
-4.48724362,1.25880424,0.28048483,0.00108982,0.08482005,0.33998880,0.40991682,0.04344485
-4.48124062,1.26788816,0.28937943,0.00112754,0.08364256,0.33428832,0.42293324,0.04246404
-4.47523762,1.27285422,0.29760121,0.00116225,0.08221777,0.32733260,0.43512548,0.04129482
-4.46923462,1.27378340,0.30508259,0.00119369,0.08055307,0.31927795,0.44638963,0.03995955
-4.46323162,1.27079573,0.31175421,0.00122163,0.07866269,0.31029287,0.45662124,0.03848260
-4.45722861,1.26404522,0.31754528,0.00124588,0.07656849,0.30055315,0.46571630,0.03688972
-4.45122561,1.25371506,0.32238443,0.00126631,0.07430065,0.29023737,0.47357269,0.03520728
-4.44522261,1.24001376,0.32620118,0.00128281,0.07189813,0.27952277,0.48009210,0.03346156
-4.43921961,1.22317204,0.32892778,0.00129530,0.06940888,0.26858169,0.48518241,0.03167818
-4.43321661,1.20344079,0.33050166,0.00130375,0.06688989,0.25757877,0.48876038,0.02988155
-4.42721361,1.18109000,0.33086813,0.00130817,0.06440688,0.24666889,0.49075464,0.02809439
-4.42121061,1.15640852,0.32998341,0.00130860,0.06203383,0.23599586,0.49110872,0.02633747
-4.41520760,1.12970442,0.32781764,0.00130510,0.05985219,0.22569186,0.48978403,0.02462931
-4.40920460,1.10130566,0.32435785,0.00129777,0.05794980,0.21587740,0.48676263,0.02298614
-4.40320160,1.07156071,0.31961062,0.00128674,0.05641970,0.20666190,0.48204946,0.02142179
-4.39719860,1.04083871,0.31360424,0.00127216,0.05535854,0.19814440,0.47567414,0.01994782
-4.39119560,1.00952886,0.30639027,0.00125419,0.05486480,0.19041459,0.46769194,0.01857356
-4.38519260,0.97803859,0.29804433,0.00123303,0.05503690,0.18355366,0.45818390,0.01730634
-4.37918959,0.94679036,0.28866599,0.00120887,0.05597087,0.17763497,0.44725613,0.01615161
-4.37318659,0.91621679,0.27837781,0.00118194,0.05775804,0.17272443,0.43503818,0.01511319
-4.36718359,0.88675409,0.26732337,0.00115245,0.06048236,0.16888031,0.42168045,0.01419338
-4.36118059,0.85883393,0.25566451,0.00112065,0.06421771,0.16615263,0.40735091,0.01339321
-4.35517759,0.83287370,0.24357771,0.00108676,0.06902500,0.16458197,0.39223106,0.01271247
-4.34917459,0.80926562,0.23124985,0.00105102,0.07494925,0.16419779,0.37651145,0.01214986
-4.34317159,0.78836511,0.21887344,0.00101368,0.08201676,0.16501634,0.36038679,0.01170306
-4.33716858,0.77047875,0.20664150,0.00097497,0.09023233,0.16703833,0.34405099,0.01136870
-4.33116558,0.75585255,0.19474238,0.00093512,0.09957679,0.17024642,0.32769224,0.01114240
-4.32516258,0.74466108,0.18335459,0.00089437,0.11000492,0.17460291,0.31148842,0.01101874
-4.31915958,0.73699801,0.17264187,0.00085296,0.12144385,0.18004761,0.29560289,0.01099121
-4.31315658,0.73286871,0.16274877,0.00081110,0.13379223,0.18649638,0.28018096,0.01105222
-4.30715358,0.73218542,0.15379676,0.00076902,0.14692008,0.19384023,0.26534709,0.01119309
