energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.86193097,4.24304498,-4.25534810,0.64355463,-0.64440910,0.36989520,-0.37059656,0.02234379,-0.02241854,0.56773634,-0.57068045,0.81724954,-0.82065841,0.34986210,-0.35119641,0.09295421,-0.09329321,1.73531460,-1.73851804
-5.85592796,4.38228306,-4.39437302,0.64672599,-0.64756407,0.38227099,-0.38294745,0.02354474,-0.02361878,0.60002566,-0.60294174,0.85287637,-0.85619537,0.36142700,-0.36277265,0.09803518,-0.09836742,1.77151956,-1.77463405
-5.84992496,4.51613842,-4.52790873,0.64920432,-0.65001976,0.39424458,-0.39489044,0.02471273,-0.02478547,0.63158923,-0.63445290,0.88716707,-0.89036550,0.37272308,-0.37407140,0.10290698,-0.10322972,1.80544820,-1.80844563
-5.84392196,4.64341122,-4.65476590,0.65099203,-0.65178017,0.40572940,-0.40633970,0.02584079,-0.02591170,0.66213047,-0.66491862,0.91976819,-0.92281729,0.38366834,-0.38501148,0.10752458,-0.10783540,1.83682023,-1.83967699
-5.83791896,4.76308251,-4.77393903,0.65211821,-0.65287612,0.41665138,-0.41722207,0.02692379,-0.02699243,0.69137518,-0.69406665,0.95035378,-0.95322744,0.39419760,-0.39552891,0.11184942,-0.11214634,1.86543262,-1.86813037
-5.83191596,4.87434892,-4.88464093,0.65263927,-0.65336594,0.42695174,-0.42747982,0.02795870,-0.02802472,0.71907948,-0.72165575,0.97863433,-0.98130985,0.40426510,-0.40557934,0.11585085,-0.11613238,1.89116867,-1.89369507
-5.82591296,4.97665323,-4.98633311,0.65263905,-0.65333554,0.43658934,-0.43707304,0.02894465,-0.02900782,0.74503741,-0.74748317,1.00436530,-1.00682400,0.41384672,-0.41514034,0.11950730,-0.11977253,1.91400531,-1.91635459
-5.81990995,5.06970990,-5.07875087,0.65222844,-0.65289794,0.44554277,-0.44598160,0.02988308,-0.02994328,0.76908771,-0.77139146,1.02735478,-1.02958267,0.42294171,-0.42421308,0.12280726,-0.12305588,1.93401821,-1.93619160
-5.81390695,5.15352406,-5.16192183,0.65154449,-0.65219241,0.45381178,-0.45420662,0.03077761,-0.03083485,0.79111978,-0.79327433,1.04747025,-1.04945848,0.43157389,-0.43282346,0.12574980,-0.12598217,1.95138440,-1.95339041
-5.80790395,5.22840291,-5.23617671,0.65074895,-0.65138288,0.46141810,-0.46177120,0.03163396,-0.03168836,0.81107826,-0.81308109,1.06464387,-1.06638914,0.43979212,-0.44102257,0.12834491,-0.12856203,1.96638223,-1.96823667
-5.80190095,5.29495791,-5.30215074,0.65002622,-0.65065587,0.46840549,-0.46872044,0.03245967,-0.03251145,0.82896601,-0.83081954,1.07887622,-1.08038099,0.44767000,-0.44888626,0.13061323,-0.13081675,1.97938813,-1.98111393
-5.79589795,5.35409669,-5.36077474,0.64958053,-0.65021757,0.47483892,-0.47512054,0.03326376,-0.03331323,0.84484526,-0.84655688,1.09023799,-1.09151054,0.45530456,-0.45651378,0.13258553,-0.13277769,1.99087004,-1.99249671
-5.78989495,5.40700359,-5.41325457,0.64963232,-0.65029012,0.48080276,-0.48105695,0.03405629,-0.03410384,0.85883650,-0.86041847,1.09886947,-1.09992377,0.46281391,-0.46402529,0.13430165,-0.13448518,2.00137699,-2.00293991
-5.78389195,5.45510794,-5.46103847,0.65041367,-0.65110692,0.48639804,-0.48663153,0.03484782,-0.03489388,0.87111514,-0.87258424,1.10497762,-1.10583290,0.47033380,-0.47155834,0.13580910,-0.13598716,2.01152500,-2.01306423
-5.77788894,5.50004004,-5.50577190,0.65216264,-0.65290690,0.49173867,-0.49195875,0.03564887,-0.03569386,0.88190569,-0.88328266,1.10883039,-1.10951057,0.47801300,-0.47926306,0.13716125,-0.13733727,2.02197892,-2.02353782
-5.77188594,5.54357484,-5.54924019,0.65511660,-0.65592767,0.49694679,-0.49716091,0.03646921,-0.03651355,0.89147346,-0.89278222,1.11074846,-1.11128132,0.48600754,-0.48729637,0.13841523,-0.13859278,2.03343061,-2.03505409
-5.76588294,5.58756461,-5.59330029,0.65950445,-0.66039772,0.50214721,-0.50236265,0.03731732,-0.03736134,0.90011408,-0.90138073,1.11109437,-1.11151050,0.49447399,-0.49581510,0.13962959,-0.13981217,2.04657375,-2.04830626
-5.75987994,5.63386202,-5.63980302,0.66553796,-0.66652762,0.50746138,-0.50768478,0.03819967,-0.03824362,0.90814085,-0.90939252,1.11025927,-1.11059082,0.50356189,-0.50496832,0.14086173,-0.14105265,2.06207593,-2.06395927
-5.75387694,5.68423626,-5.69050871,0.67340238,-0.67450052,0.51300084,-0.51323775,0.03912025,-0.03916422,0.91587059,-0.91713408,1.10864764,-1.10892694,0.51340558,-0.51488910,0.14216541,-0.14236759,2.08054884,-2.08261984
-5.74787394,5.74028541,-5.74699925,0.68324651,-0.68446236,0.51886067,-0.51911513,0.04007998,-0.04012392,0.92360831,-0.92490875,1.10666062,-1.10691871,0.52411579,-0.52568613,0.14358820,-0.14380399,2.10251783,-2.10480601
-5.74187094,5.80334866,-5.81059046,0.69517293,-0.69651193,0.52511313,-0.52538729,0.04107643,-0.04112008,0.93163150,-0.93299086,1.10467851,-1.10494361,0.53577136,-0.53743538,0.14516915,-0.14540018,2.12839200,-2.13091729
-5.73586793,5.87442285,-5.88224903,0.70922852,-0.71069156,0.53180196,-0.53209573,0.04210350,-0.04214640,0.94017463,-0.94161040,1.10304324,-1.10333932,0.54841157,-0.55017249,0.14693675,-0.14718379,2.15843632,-2.16120704
-5.72986493,5.95408756,-5.96251853,0.72539601,-0.72697873,0.53893760,-0.53924838,0.04315142,-0.04319292,0.94941489,-0.95093878,1.10204174,-1.10238715,0.56202935,-0.56388612,0.14890725,-0.14917011,2.19274746,-2.19575858
-5.72386193,6.04244324,-6.05145870,0.74358703,-0.74527931,0.54649372,-0.54681627,0.04420682,-0.04424605,0.95945961,-0.96107649,1.10189105,-1.10229740,0.57656608,-0.57851280,0.15108353,-0.15136099,2.23123454,-2.23446646
-5.71785893,6.13906655,-6.14860238,0.76363722,-0.76542286,0.55440526,-0.55473165,0.04525304,-0.04528895,0.97033645,-0.97204355,1.10272592,-1.10319722,0.59190811,-0.59393370,0.15345444,-0.15374421,2.27360645,-2.27702426
-5.71185593,6.24298621,-6.25293320,0.78530384,-0.78716045,0.56256833,-0.56288803,0.04627059,-0.04630197,0.98198682,-0.98377326,1.10458995,-1.10512208,0.60788549,-0.60997358,0.15599482,-0.15629356,2.31936670,-2.32292013
-5.70585293,6.35268212,-6.36288670,0.80826634,-0.81016554,0.57084190,-0.57114205,0.04723777,-0.04726330,0.99426309,-0.99610973,1.10743061,-1.10801116,0.62427315,-0.62640213,0.15866609,-0.15896949,2.36781675,-2.37144078
-5.69984992,6.46610915,-6.47637627,0.83213007,-0.83403794,0.57905149,-0.57931722,0.04813146,-0.04814977,1.00692999,-1.00880974,1.11109880,-1.11170734,0.64079455,-0.64293794,0.16141749,-0.16172036,2.41806810,-2.42168431
-5.69384692,6.58074592,-6.59084403,0.85643335,-0.85831114,0.58699459,-0.58720954,0.04892803,-0.04893771,1.01967027,-1.02154875,1.11535306,-1.11596181,0.65712792,-0.65925492,0.16418786,-0.16448431,2.46906327,-2.47258183
-5.68784392,6.69366744,-6.70333538,0.88065771,-0.88246284,0.59444773,-0.59459460,0.04960422,-0.04960395,1.03209456,-1.03393115,1.11986847,-1.12044338,0.67291486,-0.67499119,0.16690794,-0.16719156,2.51960504,-2.52292736
-5.68184092,6.80163906,-6.81059478,0.90424116,-0.90592848,0.60117479,-0.60123603,0.05013816,-0.05012673,1.04375508,-1.04550433,1.12424995,-1.12475212,0.68777103,-0.68975994,0.16950305,-0.16976712,2.56839299,-2.57141489
-5.67583792,6.90122823,-6.90917872,0.92659410,-0.92811726,0.60693627,-0.60689476,0.05051032,-0.05048666,1.05416272,-1.05577604,1.12804939,-1.12843682,0.70129858,-0.70316203,0.17189601,-0.17213374,2.61406599,-2.61668128
-5.66983492,6.98892893,-6.99558119,0.94711713,-0.94843014,0.61149888,-0.61133866,0.05070432,-0.05066761,1.06280663,-1.06423421,1.13078589,-1.13101538,0.71309972,-0.71479965,0.17401022,-0.17421501,2.65524871,-2.65735300
-5.66383192,7.06129352,-7.06636588,0.96522024,-0.96627909,0.61464517,-0.61435212,0.05070768,-0.05065737,1.06917557,-1.07036838,1.13196811,-1.13199736,0.72279085,-0.72429057,0.17577269,-0.17593837,2.69060018,-2.69209479
-5.65782891,7.11506557,-7.11829892,0.98034244,-0.98110670,0.61618257,-0.61574501,0.05051241,-0.05044826,1.07277988,-1.07369174,1.13111770,-1.13090740,0.73001671,-0.73128217,0.17711690,-0.17723798,2.71886210,-2.71965783
-5.65182591,7.14730751,-7.14847587,0.99197106,-0.99240536,0.61595129,-0.61536054,0.05011537,-0.05003745,1.07317308,-1.07376267,1.12779271,-1.12730851,0.73446367,-0.73546480,0.17798537,-0.17805720,2.73890472,-2.73892533
-5.64582291,7.15551706,-7.15443701,0.99965972,-0.99973516,0.61383093,-0.61308172,0.04951842,-0.04942715,1.06997212,-1.07020480,1.12160964,-1.12082401,0.73587178,-0.73658359,0.17833174,-0.17835075,2.74976800,-2.74895330
-5.63981991,7.13772685,-7.13426533,1.00304431,-1.00273961,0.60974518,-0.60883589,0.04872838,-0.04862447,1.06287520,-1.06272456,1.11226333,-1.11115711,0.73404486,-0.73444838,0.17812237,-0.17808615,2.75069626,-2.74900455
-5.63381691,7.09258270,-7.08666288,1.00185616,-1.00115851,0.60366457,-0.60259737,0.04775668,-0.04764117,1.05167635,-1.05112548,1.09954353,-1.09810713,0.72885817,-0.72894121,0.17733732,-0.17724472,2.74116475,-2.73857451
-5.62781391,7.01939720,-7.01100209,0.99593175,-0.99483742,0.59560712,-0.59438792,0.04661895,-0.04649314,1.03627622,-1.03531859,1.08334749,-1.08158172,0.72026339,-0.72002098,0.17597069,-0.17582185,2.72089683,-2.71740774
-5.62181091,6.91817632,-6.90735009,0.98521871,-0.98373325,0.58563688,-0.58427514,0.04533431,-0.04519971,1.01668847,-1.01532835,1.06368801,-1.06160446,0.70829066,-0.70772528,0.17403035,-0.17382670,2.68987141,-2.68550445
-5.61580790,6.78961867,-6.77646554,0.96977766,-0.96791585,0.57386058,-0.57236897,0.04392459,-0.04378287,0.99304162,-0.99129413,1.04069667,-1.03831769,0.69304767,-0.69216912,0.17153710,-0.17128124,2.64832031,-2.64311713
-5.60980490,6.63508800,-6.61976891,0.94978006,-0.94756540,0.56042251,-0.55881646,0.04241342,-0.04226636,0.96557639,-0.96346710,1.01462223,-1.01198041,0.67471587,-0.67354091,0.16852324,-0.16821888,2.59671614,-2.59073759
-5.60380190,6.45656126,-6.43928846,0.92550203,-0.92296606,0.54549814,-0.54379534,0.04082534,-0.04067476,0.93463873,-0.93220286,0.98582437,-0.98296170,0.65354400,-0.65209579,0.16503085,-0.16468262,2.53575151,-2.52907560
-5.59779890,6.25655541,-6.23758538,0.89731469,-0.89449594,0.52928680,-0.52750654,0.03918484,-0.03903255,0.90066901,-0.89795030,0.95476325,-0.95172989,0.62983951,-0.62814677,0.16110962,-0.16072294,2.46631095,-2.45903020
-5.59179590,6.03803734,-6.01766226,0.86567138,-0.86261416,0.51200378,-0.51016635,0.03751554,-0.03736325,0.86418793,-0.86123725,0.92198549,-0.91883829,0.60395810,-0.60205409,0.15681466,-0.15639549,2.38943724,-2.38165556
-5.58579290,5.80432167,-5.78286009,0.83109248,-0.82784546,0.49387247,-0.49199857,0.03583938,-0.03568871,0.82578004,-0.82265374,0.88810732,-0.88490813,0.57629199,-0.57421348,0.15220413,-0.15175879,2.30629376,-2.29812322
-5.57978989,5.55896175,-5.53674866,0.79414848,-0.79076321,0.47511685,-0.47322695,0.03417603,-0.03402841,0.78607541,-0.78283358,0.85379578,-0.85060962,0.54725762,-0.54504365,0.14733708,-0.14687202,2.21812516,-2.20968248
-5.57378689,5.30563880,-5.28301577,0.75544219,-0.75197156,0.45595473,-0.45406854,0.03254240,-0.03239908,0.74573063,-0.74243529,0.81974871,-0.81664190,0.51728313,-0.51497388,0.14227136,-0.14179302,2.12621787,-2.11762110
-5.56778389,5.04805427,-5.02535988,0.71559065,-0.71208744,0.43659197,-0.43472801,0.03095233,-0.03081434,0.70540964,-0.70212296,0.78667453,-0.78371288,0.48679626,-0.48443189,0.13706196,-0.13657652,2.03186243,-2.02322771
-5.56178089,4.78982944,-4.76739046,0.67520772,-0.67172311,0.41721806,-0.41539326,0.02941649,-0.02928465,0.66576537,-0.66254794,0.75527246,-0.75251949,0.45621317,-0.45383278,0.13175957,-0.13127287,1.93631900,-1.92775766
-5.55577789,4.53441595,-4.51253953,0.63488769,-0.63147006,0.39800291,-0.39623239,0.02794241,-0.02781731,0.62742265,-0.62433195,0.72621387,-0.72372919,0.42592851,-0.42356914,0.12640967,-0.12592700,1.84078729,-1.83240334
-5.54977489,4.28501954,-4.26398658,0.59519079,-0.59188457,0.37909518,-0.37739203,0.02653467,-0.02641671,0.59096307,-0.58805212,0.70012526,-0.69796315,0.39630692,-0.39400283,0.12105185,-0.12057796,1.74638167,-1.73826969
-5.54377189,4.04453878,-4.02459870,0.55663067,-0.55347543,0.36062170,-0.35899695,0.02519523,-0.02508459,0.55691207,-0.55422824,0.67757329,-0.67578149,0.36767643,-0.36545838,0.11571974,-0.11525869,1.65411185,-1.64635546
-5.53776888,3.81551928,-3.79688608,0.51966439,-0.51669417,0.34268818,-0.34115076,0.02392382,-0.02382055,0.52572844,-0.52331258,0.65905211,-0.65767077,0.34032350,-0.33821831,0.11044109,-0.10999629,1.56486937,-1.55754002
-5.53176588,3.60012301,-3.58297277,0.48468489,-0.48192769,0.32538069,-0.32393754,0.02271846,-0.02262246,0.49779646,-0.49568223,0.64497294,-0.64403386,0.31448988,-0.31252013,0.10523827,-0.10481244,1.47941933,-1.47257573
-5.52576288,3.40011178,-3.38458137,0.45201604,-0.44949359,0.30876782,-0.30742400,0.02157590,-0.02148698,0.47342050,-0.47163391,0.63565610,-0.63518217,0.29037116,-0.28855500,0.10012892,-0.09972412,1.39839711,-1.39208497
-5.51975988,3.21684314,-3.20303005,0.42191015,-0.41963783,0.29290321,-0.29166205,0.02049218,-0.02041005,0.45282197,-0.45138121,0.63132518,-0.63132999,0.26811669,-0.26646787,0.09512675,-0.09474446,1.32230914,-1.31656127
-5.51375688,3.05127667,-3.03923985,0.39454767,-0.39253461,0.27782811,-0.27669141,0.01946302,-0.01938736,0.43613847,-0.43505387,0.63210334,-0.63259100,0.24783088,-0.24635884,0.09024244,-0.08988357,1.25153694,-1.24637373
-5.50775388,2.90398845,-2.89374990,0.37003891,-0.36828831,0.26357378,-0.26254194,0.01848425,-0.01841470,0.42342475,-0.42269893,0.63801138,-0.63897649,0.22957538,-0.22828545,0.08548447,-0.08514946,1.18634349,-1.18177355
-5.50175088,2.77519157,-2.76673848,0.34842743,-0.34693689,0.25016354,-0.24923574,0.01755212,-0.01748832,0.41465524,-0.41428344,0.64896757,-0.65039537,0.21337210,-0.21226578,0.08085988,-0.08054874,1.12688111,-1.12290206
-5.49574787,2.66476049,-2.65804789,0.32969471,-0.32845677,0.23761422,-0.23678855,0.01666349,-0.01660508,0.40972793,-0.40969841,0.66478887,-0.66665549,0.19920659,-0.19828191,0.07637491,-0.07608732,1.07319998,-1.06979943
-5.48974487,2.57225773,-2.56721136,0.31376584,-0.31276853,0.22593709,-0.22521068,0.01581598,-0.01576263,0.40846919,-0.40876373,0.68519364,-0.68746643,0.18703184,-0.18628370,0.07203546,-0.07177082,1.02525685,-1.02241333
-5.48374187,2.49696149,-2.49348086,0.30051591,-0.29974334,0.21513813,-0.21450718,0.01500802,-0.01495939,0.41063945,-0.41123394,0.70980548,-0.71244358,0.17677204,-0.17619257,0.06784739,-0.06760488,0.98292330,-0.98060730
-5.47773887,2.43789339,-2.43585490,0.28977676,-0.28920977,0.20521771,-0.20467759,0.01423874,-0.01419454,0.41593947,-0.41680454,0.73815854,-0.74111343,0.16832635,-0.16790534,0.06381660,-0.06359523,0.94599354,-0.94416843
-5.47173587,2.39384593,-2.39310605,0.28134397,-0.28096075,0.19616983,-0.19571509,0.01350790,-0.01346783,0.42401714,-0.42511884,0.76970399,-0.77292024,0.16157253,-0.16129778,0.05994897,-0.05974763,0.91419143,-0.91281449
-5.46573287,2.36340964,-2.36380809,0.27498378,-0.27476050,0.18798105,-0.18760545,0.01281570,-0.01277948,0.43447477,-0.43577528,0.80381798,-0.80723408,0.15637040,-0.15622806,0.05625019,-0.05606766,0.88717710,-0.88620043
-5.45972986,2.34500032,-2.34636327,0.27043990,-0.27035133,0.18062922,-0.18032576,0.01216256,-0.01212991,0.44687668,-0.44833506,0.83981103,-0.84336036,0.15256506,-0.15253999,0.05272540,-0.05256040,0.86455320,-0.86392465
-5.45372686,2.33688678,-2.33903006,0.26744011,-0.26746019,0.17408236,-0.17384328,0.01154894,-0.01151956,0.46075731,-0.46233029,0.87693900,-0.88055094,0.14999002,-0.15006609,0.04937888,-0.04923008,0.84587118,-0.84553528
-5.44772386,2.33721978,-2.33995217,0.26570254,-0.26580493,0.16829764,-0.16811450,0.01097509,-0.01094867,0.47562969,-0.47727245,0.91441559,-0.91801673,0.14847012,-0.14863055,0.04621368,-0.04607970,0.83063800,-0.83053691
-5.44172086,2.34406268,-2.34718927,0.26494165,-0.26510024,0.16322083,-0.16308458,0.01044089,-0.01041711,0.49099428,-0.49266133,0.95142653,-0.95494205,0.14782449,-0.14805214,0.04323124,-0.04311068,0.81832343,-0.81839789
-5.43571786,2.35542430,-2.35874992,0.26487384,-0.26506326,0.15878625,-0.15868733,0.00994570,-0.00992421,0.50634829,-0.50799426,0.98714513,-0.99050021,0.14786938,-0.14814702,0.04043116,-0.04032262,0.80836842,-0.80855875
-5.42971486,2.36929405,-2.37262678,0.26522279,-0.26541884,0.15491730,-0.15484577,0.00948822,-0.00946866,0.52119515,-0.52277572,1.02074911,-1.02387053,0.14842111,-0.14873172,0.03781098,-0.03771304,0.80019448,-0.80044165
-5.42371186,2.38367933,-2.38683405,0.26572437,-0.26590442,0.15152766,-0.15147339,0.00906652,-0.00904850,0.53505429,-0.53652704,1.05143844,-1.05425613,0.14929896,-0.14962601,0.03536614,-0.03527739,0.79321435,-0.79346098
-5.41770885,2.39664466,-2.39944659,0.26613120,-0.26627458,0.14852305,-0.14847592,0.00867797,-0.00866110,0.54747089,-0.54879615,1.07845361,-1.08090226,0.15032816,-0.15065585,0.03308997,-0.03300903,0.78684354,-0.78703505
-5.41170585,2.40635171,-2.40863987,0.26621683,-0.26630512,0.14580363,-0.14575375,0.00831932,-0.00830319,0.55802543,-0.55916711,1.10109394,-1.10311460,0.15134284,-0.15165641,0.03097390,-0.03089943,0.78051286,-0.78059849
-5.40570285,2.41109917,-2.41272964,0.26577935,-0.26579669,0.14326678,-0.14320472,0.00798683,-0.00797104,0.56634275,-0.56726911,1.11873532,-1.12027683,0.15218895,-0.15247488,0.02900771,-0.02893842,0.77368126,-0.77361513
-5.39969985,2.40936108,-2.41020996,0.26464462,-0.26457792,0.14081022,-0.14072729,0.00767635,-0.00766053,0.57210041,-0.57278476,1.13084657,-1.13186694,0.15272698,-0.15297325,0.02717986,-0.02711454,0.76584865,-0.76559072
-5.39369685,2.39982206,-2.39978804,0.26266874,-0.26250783,0.13833528,-0.13822370,0.00738353,-0.00736733,0.57503595,-0.57545719,1.13700406,-1.13747154,0.15283454,-0.15303082,0.02547790,-0.02541544,0.75656823,-0.75608509
-5.38769385,2.38140800,-2.38041441,0.25973999,-0.25947774,0.13575010,-0.13560327,0.00710401,-0.00708711,0.57495278,-0.57509585,1.13690354,-1.13679754,0.15240852,-0.15254634,0.02388894,-0.02382836,0.74545757,-0.74472318
-5.38169085,2.35331065,-2.35130688,0.25577994,-0.25541227,0.13297266,-0.13278530,0.00683352,-0.00681566,0.57172443,-0.57158064,1.13036903,-1.12968065,0.15136688,-0.15143972,0.02240011,-0.02234053,0.73220808,-0.73120425
-5.37568784,2.31500485,-2.31196706,0.25074380,-0.25026963,0.12993342,-0.12970173,0.00656814,-0.00654912,0.56529697,-0.56486409,1.11735793,-1.11609023,0.14964987,-0.14965328,0.02099895,-0.02093966,0.71659232,-0.71530898
-5.36968484,2.26625748,-2.26218856,0.24461993,-0.24404111,0.12657744,-0.12629916,0.00630441,-0.00628407,0.55568938,-0.55497155,1.09796226,-1.09613012,0.14722067,-0.14715226,0.01967383,-0.01961427,0.69846870,-0.69690398
-5.36368184,2.20712731,-2.20205607,0.23742857,-0.23674963,0.12286593,-0.12254039,0.00603941,-0.00601769,0.54299176,-0.54199933,1.07240582,-1.07003547,0.14406540,-0.14392483,0.01841430,-0.01835406,0.67778336,-0.67594335
-5.35767884,2.13795581,-2.13193540,0.22921968,-0.22844762,0.11877702,-0.11840509,0.00577095,-0.00574783,0.52736161,-0.52611062,1.04103715,-1.03816533,0.14019249,-0.13998133,0.01721130,-0.01715014,0.65456911,-0.65246745
-5.35167584,2.05934893,-2.05245456,0.22007008,-0.21921407,0.11430593,-0.11388998,0.00549753,-0.00547307,0.50901793,-0.50752958,1.00431872,-1.00099156,0.13563129,-0.13535295,0.01605736,-0.01599518,0.62894139,-0.62659860
-5.34567284,1.97215076,-1.96447675,0.21007999,-0.20915096,0.10946438,-0.10900811,0.00521840,-0.00519272,0.48823370,-0.48653362,0.96281257,-0.95908417,0.13043025,-0.13008972,0.01494666,-0.01488351,0.60109153,-0.59853413
