energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,3.86210260,0.00462516,0.07325782,1.79966030,2.77906237,0.79846799,0.00000000,0.33192034,0.25081493
-5.99399700,3.86801360,0.00465308,0.07354484,1.82797540,2.76724147,0.81815318,0.00000000,0.33267711,0.25386965
-5.98799400,3.86647605,0.00465836,0.07399077,1.85352607,2.74834408,0.83624388,0.00000000,0.33267876,0.25719644
-5.98199100,3.85744876,0.00464054,0.07455155,1.87636136,2.72260749,0.85252518,0.00000000,0.33194046,0.26070004
-5.97598799,3.84108229,0.00459981,0.07517964,1.89662035,2.69044161,0.86682118,0.00000000,0.33049795,0.26428333
-5.96998499,3.81771583,0.00453696,0.07582595,1.91452122,2.65241779,0.87899890,0.00000000,0.32840651,0.26785079
-5.96398199,3.78786706,0.00445340,0.07644160,1.93034625,2.60925240,0.88897058,0.00000000,0.32573912,0.27131155
-5.95797899,3.75221589,0.00435105,0.07697972,1.94442341,2.56178622,0.89669413,0.00000000,0.32258401,0.27458204
-5.95197599,3.71158289,0.00423234,0.07739702,1.95710559,2.51096049,0.90217205,0.00000000,0.31904167,0.27758819
-5.94597299,3.66690378,0.00410008,0.07765521,1.96874873,2.45779083,0.90544877,0.00000000,0.31522145,0.28026712
-5.93996998,3.61920144,0.00395739,0.07772223,1.97969007,2.40334032,0.90660681,0.00000000,0.31123805,0.28256827
-5.93396698,3.56955684,0.00380760,0.07757315,1.99022786,2.34869274,0.90576195,0.00000000,0.30720797,0.28445409
-5.92796398,3.51908046,0.00365420,0.07719080,2.00060397,2.29492734,0.90305773,0.00000000,0.30324610,0.28590025
-5.92196098,3.46888540,0.00350068,0.07656618,2.01099032,2.24309582,0.89865972,0.00000000,0.29946272,0.28689550
-5.91595798,3.42006338,0.00335046,0.07569855,2.02148025,2.19420236,0.89274980,0.00000000,0.29596080,0.28744114
-5.90995498,3.37366443,0.00320685,0.07459520,2.03208544,2.14918725,0.88552080,0.00000000,0.29283393,0.28755035
-5.90395198,3.33068073,0.00307291,0.07327106,2.04273860,2.10891412,0.87717179,0.00000000,0.29016475,0.28724725
-5.89794897,3.29203481,0.00295143,0.07174806,2.05330209,2.07416098,0.86790417,0.00000000,0.28802406,0.28656587
-5.89194597,3.25857193,0.00284484,0.07005433,2.06358181,2.04561446,0.85791872,0.00000000,0.28647042,0.28554910
-5.88594297,3.23105613,0.00275520,0.06822318,2.07334587,2.02386708,0.84741370,0.00000000,0.28555026,0.28424756
-5.87993997,3.21016929,0.00268417,0.06629210,2.08234665,2.00941665,0.83658384,0.00000000,0.28529847,0.28271852
-5.87393697,3.19651217,0.00263295,0.06430159,2.09034530,2.00266716,0.82562029,0.00000000,0.28573923,0.28102479
-5.86793397,3.19060658,0.00260232,0.06229404,2.09713676,2.00393039,0.81471114,0.00000000,0.28688714,0.27923358
-5.86193097,3.19289749,0.00259262,0.06031254,2.10257404,2.01342752,0.80404248,0.00000000,0.28874830,0.27741542
-5.85592796,3.20375425,0.00260378,0.05839978,2.10659006,2.03129010,0.79379962,0.00000000,0.29132147,0.27564296
-5.84992496,3.22347008,0.00263530,0.05659698,2.10921546,2.05755994,0.78416821,0.00000000,0.29459897,0.27398970
-5.84392196,3.25225928,0.00268632,0.05494292,2.11059134,2.09218764,0.77533496,0.00000000,0.29856748,0.27252864
-5.83791896,3.29025177,0.00275567,0.05347300,2.11097570,2.13502980,0.76748785,0.00000000,0.30320840,0.27133079
-5.83191596,3.33748515,0.00284182,0.05221846,2.11074305,2.18584496,0.76081539,0.00000000,0.30849800,0.27046358
-5.82591296,3.39389448,0.00294303,0.05120567,2.11037683,2.24428882,0.75550502,0.00000000,0.31440718,0.26998914
-5.81990995,3.45930045,0.00305733,0.05045557,2.11045477,2.30990926,0.75174043,0.00000000,0.32090099,0.26996251
-5.81390695,3.53339678,0.00318257,0.04998319,2.11162772,2.38214191,0.74969786,0.00000000,0.32793787,0.27042980
-5.80790395,3.61573803,0.00331651,0.04979735,2.11459270,2.46030714,0.74954146,0.00000000,0.33546875,0.27142638
-5.80190095,3.70572887,0.00345681,0.04990042,2.12006146,2.54360921,0.75141788,0.00000000,0.34343606,0.27297522
-5.79589795,3.80261614,0.00360112,0.05028831,2.12872600,2.63113852,0.75545019,0.00000000,0.35177284,0.27508540
-5.78989495,3.90548484,0.00374709,0.05095053,2.14122255,2.72187745,0.76173163,0.00000000,0.36040201,0.27775084
-5.78389195,4.01325905,0.00389244,0.05187044,2.15809585,2.81471045,0.77031930,0.00000000,0.36923579,0.28094952
-5.77788894,4.12470846,0.00403500,0.05302571,2.17976547,2.90843843,0.78122828,0.00000000,0.37817568,0.28464310
-5.77188594,4.23846123,0.00417273,0.05438879,2.20649570,3.00179769,0.79442635,0.00000000,0.38711268,0.28877698
-5.76588294,4.35302301,0.00430373,0.05592774,2.23837070,3.09348275,0.80982993,0.00000000,0.39592816,0.29328110
-5.75987994,4.46680217,0.00442635,0.05760704,2.27527611,3.18217278,0.82730119,0.00000000,0.40449512,0.29807112
-5.75387694,4.57814039,0.00453910,0.05938859,2.31688813,3.26656058,0.84664689,0.00000000,0.41268005,0.30305029
-5.74787394,4.68534795,0.00464078,0.06123289,2.36267081,3.34538313,0.86761903,0.00000000,0.42034526,0.30811186
-5.74187094,4.78674217,0.00473041,0.06310020,2.41188182,3.41745248,0.88991734,0.00000000,0.42735159,0.31314188
-5.73586793,4.88068791,0.00480730,0.06495179,2.46358671,3.48168558,0.91319386,0.00000000,0.43356147,0.31802244
-5.72986493,4.96563819,0.00487100,0.06675123,2.51668120,3.53713180,0.93705937,0.00000000,0.43884222,0.32263517
-5.72386193,5.04017357,0.00492134,0.06846557,2.56992077,3.58299699,0.96109160,0.00000000,0.44306940,0.32686482
-5.71785893,5.10303846,0.00495839,0.07006652,2.62195641,3.61866271,0.98484511,0.00000000,0.44613019,0.33060289
-5.71185593,5.15317304,0.00498247,0.07153136,2.67137519,3.64370008,1.00786227,0.00000000,0.44792653,0.33375105
-5.70585293,5.18973941,0.00499409,0.07284384,2.71674407,3.65787750,1.02968522,0.00000000,0.44837798,0.33622430
-5.69984992,5.21214101,0.00499397,0.07399468,2.75665519,3.66116188,1.04986827,0.00000000,0.44742418,0.33795365
-5.69384692,5.22003456,0.00498297,0.07498192,2.78977085,3.65371365,1.06799017,0.00000000,0.44502672,0.33888824
-5.68784392,5.21333433,0.00496204,0.07581095,2.81486644,3.63587565,1.08366601,0.00000000,0.44117049,0.33899689
-5.68184092,5.19220851,0.00493224,0.07649423,2.83086949,3.60815670,1.09655795,0.00000000,0.43586429,0.33826880
-5.67583792,5.15706826,0.00489461,0.07705072,2.83689348,3.57121075,1.10638470,0.00000000,0.42914083,0.33671362
-5.66983492,5.10854997,0.00485020,0.07750505,2.83226508,3.52581259,1.11292898,0.00000000,0.42105602,0.33436068
-5.66383192,5.04749171,0.00479998,0.07788640,2.81654374,3.47283134,1.11604293,0.00000000,0.41168763,0.33125754
-5.65782891,4.97490504,0.00474482,0.07822718,2.78953316,3.41320304,1.11565113,0.00000000,0.40113341,0.32746790
-5.65182591,4.89194337,0.00468546,0.07856157,2.75128432,3.34790348,1.11175111,0.00000000,0.38950871,0.32306889
-5.64582291,4.79986833,0.00462248,0.07892395,2.70209017,3.27792235,1.10441138,0.00000000,0.37694370,0.31814798
-5.63981991,4.70001551,0.00455627,0.07934732,2.64247244,3.20423982,1.09376713,0.00000000,0.36358038,0.31279959
-5.63381691,4.59376085,0.00448707,0.07986174,2.57316152,3.12780625,1.08001372,0.00000000,0.34956944,0.30712156
-5.62781391,4.48248897,0.00441494,0.08049296,2.49507034,3.04952557,1.06339843,0.00000000,0.33506706,0.30121162
-5.62181091,4.36756442,0.00433979,0.08126117,2.40926363,2.97024279,1.04421078,0.00000000,0.32023190,0.29516411
-5.61580790,4.25030685,0.00426139,0.08218013,2.31692405,2.89073567,1.02277191,0.00000000,0.30522220,0.28906701
-5.60980490,4.13197061,0.00417947,0.08325646,2.21931659,2.81171050,0.99942356,0.00000000,0.29019327,0.28299943
-5.60380190,4.01372932,0.00409368,0.08448945,2.11775277,2.73380171,0.97451714,0.00000000,0.27529527,0.27702973
-5.59779890,3.89666554,0.00400373,0.08587114,2.01355611,2.65757484,0.94840328,0.00000000,0.26067145,0.27121427
-5.59179590,3.78176544,0.00390935,0.08738680,1.90802989,2.58353233,0.92142248,0.00000000,0.24645674,0.26559689
-5.58579290,3.66991819,0.00381043,0.08901583,1.80242846,2.51212152,0.89389704,0.00000000,0.23277683,0.26020905
-5.57978989,3.56191957,0.00370702,0.09073294,1.69793258,2.44374401,0.86612456,0.00000000,0.21974764,0.25507078
-5.57378689,3.45847903,0.00359936,0.09250959,1.59562957,2.37876574,0.83837333,0.00000000,0.20747502,0.25019204
-5.56778389,3.36022924,0.00348795,0.09431568,1.49649820,2.31752704,0.81087941,0.00000000,0.19605488,0.24557475
-5.56178089,3.26773732,0.00337353,0.09612129,1.40139851,2.26035179,0.78384551,0.00000000,0.18557340,0.24121506
-5.55577789,3.18151636,0.00325711,0.09789853,1.31106608,2.20755521,0.75744142,0.00000000,0.17610737,0.23710591
-5.54977489,3.10203627,0.00313996,0.09962319,1.22611040,2.15944943,0.73180588,0.00000000,0.16772459,0.23323953
-5.54377189,3.02973286,0.00302358,0.10127627,1.14701669,2.11634651,0.70704930,0.00000000,0.16048412,0.22960989
-5.53776888,2.96501402,0.00290965,0.10284525,1.07415039,2.07855838,0.68325729,0.00000000,0.15443645,0.22621471
-5.53176588,2.90826222,0.00280003,0.10432497,1.00776371,2.04639344,0.66049441,0.00000000,0.14962338,0.22305715
-5.52576288,2.85983265,0.00269664,0.10571803,0.94800339,2.02014970,0.63880790,0.00000000,0.14607771,0.22014679
-5.51975988,2.82004668,0.00260144,0.10703487,0.89491901,2.00010461,0.61823102,0.00000000,0.14382258,0.21750001
-5.51375688,2.78918058,0.00251634,0.10829320,0.84847140,1.98650164,0.59878578,0.00000000,0.14287050,0.21513959
-5.50775388,2.76744976,0.00244314,0.10951708,0.80854057,1.97953430,0.58048484,0.00000000,0.14322221,0.21309368
-5.50175088,2.75498934,0.00238344,0.11073550,0.77493293,1.97932812,0.56333254,0.00000000,0.14486523,0.21139406
-5.49574787,2.75183189,0.00233858,0.11198064,0.74738777,1.98592159,0.54732507,0.00000000,0.14777235,0.21007377
-5.48974487,2.75788395,0.00230957,0.11328581,0.72558280,1.99924698,0.53244977,0.00000000,0.15190006,0.20916445
-5.48374187,2.77290265,0.00229705,0.11468328,0.70913913,2.01911229,0.51868394,0.00000000,0.15718711,0.20869329
-5.47773887,2.79647445,0.00230124,0.11620200,0.69762576,2.04518558,0.50599310,0.00000000,0.16355336,0.20868001
-5.47173587,2.82799762,0.00232193,0.11786546,0.69056400,2.07698293,0.49432928,0.00000000,0.17089889,0.20913391
-5.46573287,2.86667041,0.00235841,0.11968974,0.68743220,2.11386117,0.48362942,0.00000000,0.17910377,0.21005134
-5.45972986,2.91148635,0.00240953,0.12168196,0.68767100,2.15501646,0.47381421,0.00000000,0.18802840,0.21141363
-5.45372686,2.96123808,0.00247370,0.12383904,0.69068958,2.19948945,0.46478769,0.00000000,0.19751461,0.21318578
-5.44772386,3.01453038,0.00254890,0.12614712,0.69587308,2.24617756,0.45643766,0.00000000,0.20738758,0.21531595
-5.44172086,3.06980299,0.00263276,0.12858146,0.70259122,2.29385443,0.44863720,0.00000000,0.21745851,0.21773583
-5.43571786,3.12536273,0.00272260,0.13110696,0.71020832,2.34119634,0.44124713,0.00000000,0.22752821,0.22036196
-5.42971486,3.17942431,0.00281550,0.13367926,0.71809438,2.38681474,0.43411951,0.00000000,0.23739130,0.22309788
-5.42371186,3.23015829,0.00290840,0.13624629,0.72563720,2.42929398,0.42710201,0.00000000,0.24684110,0.22583713
-5.41770885,3.27574440,0.00299820,0.13875040,0.73225490,2.46723260,0.42004289,0.00000000,0.25567484,0.22846686
-5.41170585,3.31442775,0.00308179,0.14113061,0.73740863,2.49928648,0.41279635,0.00000000,0.26369923,0.23087191
-5.40570285,3.34457548,0.00315624,0.14332525,0.74061475,2.52421200,0.40522796,0.00000000,0.27073587,0.23293912
-5.39969985,3.36473096,0.00321880,0.14527455,0.74145604,2.54090700,0.39721980,0.00000000,0.27662655,0.23456170
-5.39369685,3.37366290,0.00326704,0.14692311,0.73959130,2.54844772,0.38867509,0.00000000,0.28123790,0.23564333
-5.38769385,3.37040683,0.00329890,0.14822223,0.73476292,2.54611977,0.37952185,0.00000000,0.28446542,0.23610185
-5.38169085,3.35429691,0.00331278,0.14913181,0.72680194,2.53344169,0.36971559,0.00000000,0.28623651,0.23587231
-5.37568784,3.32498627,0.00330754,0.14962185,0.71563036,2.51017979,0.35924065,0.00000000,0.28651237,0.23490917
-5.36968484,3.28245501,0.00328256,0.14967334,0.70126046,2.47635375,0.34811029,0.00000000,0.28528881,0.23318770
-5.36368184,3.22700553,0.00323775,0.14927866,0.68379123,2.43223249,0.33636538,0.00000000,0.28259573,0.23070430
-5.35767884,3.15924541,0.00317356,0.14844141,0.66340191,2.37832088,0.32407190,0.00000000,0.27849542,0.22747596
-5.35167584,3.08005911,0.00309093,0.14717565,0.64034310,2.31533793,0.31131737,0.00000000,0.27307977,0.22353877
