energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.59779890,4.39427712,0.17819233,0.00337381,0.02027885,3.30247957,1.32949735,1.23073265
-5.59179590,4.24017140,0.17515311,0.00328417,0.02010954,3.17003077,1.30887086,1.14904002
-5.58579290,4.10062929,0.17262156,0.00319679,0.02006922,3.04858622,1.29226316,1.07594432
-5.57978989,3.97730745,0.17073947,0.00311363,0.02018299,2.93915402,1.27984180,1.01187444
-5.57378689,3.87169999,0.16963838,0.00303661,0.02047424,2.84262566,1.27176108,0.95716825
-5.56778389,3.78510646,0.16943581,0.00296758,0.02096388,2.75976129,1.26815815,0.91206754
-5.56178089,3.71859392,0.17023153,0.00290829,0.02166949,2.69117039,1.26914555,0.87671110
-5.55577789,3.67295482,0.17210387,0.00286025,0.02260461,2.63728869,1.27480029,0.85112645
-5.54977489,3.64866239,0.17510626,0.00282474,0.02377788,2.59835252,1.28515033,0.83522090
-5.54377189,3.64582609,0.17926418,0.00280273,0.02519246,2.57437228,1.30015919,0.82877270
-5.53776888,3.66414997,0.18457242,0.00279482,0.02684539,2.56510684,1.31970974,0.83142327
-5.53176588,3.70289706,0.19099320,0.00280120,0.02872717,2.57004114,1.34358853,0.84267144
-5.52576288,3.76086297,0.19845485,0.00282166,0.03082148,2.58836892,1.37147178,0.86187059
-5.51975988,3.83636170,0.20685162,0.00285550,0.03310511,2.61898290,1.40291450,0.88822947
-5.51375688,3.92722640,0.21604439,0.00290159,0.03554809,2.66047406,1.43734386,0.92081756
-5.50775388,4.03082729,0.22586259,0.00295839,0.03811410,2.71114171,1.47405788,0.95857526
-5.50175088,4.14410790,0.23610727,0.00302392,0.04076106,2.76901515,1.51223017,1.00032933
-5.49574787,4.26364044,0.24655535,0.00309586,0.04344202,2.83188755,1.55092132,1.04481341
-5.48974487,4.38569950,0.25696495,0.00317159,0.04610625,2.89736167,1.58909683,1.09069345
-5.48374187,4.50635264,0.26708172,0.00324830,0.04870054,2.96290652,1.62565137,1.13659742
-5.47773887,4.62156518,0.27664595,0.00332300,0.05117064,3.02592329,1.65943863,1.18114833
-5.47173587,4.72731554,0.28540016,0.00339271,0.05346285,3.08381836,1.68930565,1.22299959
-5.46573287,4.81971677,0.29309705,0.00345447,0.05552567,3.13408047,1.71413011,1.26087131
-5.45972986,4.89513921,0.29950729,0.00350552,0.05731133,3.17435892,1.73285898,1.29358615
-5.45372686,4.95032889,0.30442700,0.00354332,0.05877743,3.20253945,1.74454673,1.32010322
-5.44772386,4.98251653,0.30768440,0.00356567,0.05988828,3.21681414,1.74839107,1.33954862
-5.44172086,4.98951176,0.30914555,0.00357081,0.06061608,3.21574240,1.74376458,1.35124119
-5.43571786,4.96977842,0.30871873,0.00355743,0.06094187,3.19829988,1.73024051,1.35471243
-5.42971486,4.92248721,0.30635734,0.00352473,0.06085616,3.16391322,1.70761150,1.34971968
-5.42371186,4.84754329,0.30206116,0.00347245,0.06035918,3.11247887,1.67590028,1.33625196
-5.41770885,4.74558762,0.29587599,0.00340088,0.05946089,3.04436533,1.63536176,1.31452833
-5.41170585,4.61797214,0.28789159,0.00331081,0.05818049,2.96039874,1.58647667,1.28498883
-5.40570285,4.46671035,0.27823805,0.00320352,0.05654578,2.86183283,1.52993684,1.24827864
-5.39969985,4.29440580,0.26708090,0.00308074,0.05459210,2.75030480,1.46662337,1.20522617
-5.39369685,4.10416232,0.25461504,0.00294453,0.05236109,2.62777960,1.39757853,1.15681635
-5.38769385,3.89948044,0.24105791,0.00279726,0.04989926,2.49648529,1.32397316,1.10416019
-5.38169085,3.68414501,0.22664211,0.00264149,0.04725646,2.35884289,1.24707103,1.04846231
-5.37568784,3.46210932,0.21160798,0.00247990,0.04448426,2.21739387,1.16819210,0.99098766
-5.36968484,3.23738082,0.19619622,0.00231519,0.04163439,2.07472857,1.08867631,0.93302910
-5.36368184,3.01391318,0.18064108,0.00215001,0.03875728,1.93341862,1.00984940,0.87587677
-5.35767884,2.79550890,0.16516428,0.00198688,0.03590071,1.79595585,0.93299235,0.82079072
-5.35167584,2.58573563,0.14996977,0.00182811,0.03310868,1.66469989,0.85931529,0.76897731
-5.34567284,2.38785869,0.13523968,0.00167579,0.03042047,1.54183562,0.78993679,0.72157009
-5.33966983,2.20479098,0.12113132,0.00153170,0.02787002,1.42934162,0.72586883,0.67961532
-5.33366683,2.03906064,0.10777547,0.00139731,0.02548548,1.32896931,0.66800755,0.64406209
-5.32766383,1.89279575,0.09527565,0.00127379,0.02328908,1.24223267,0.61712950,0.61575676
-5.32166083,1.76772461,0.08370856,0.00116196,0.02129724,1.17040713,0.57389284,0.59544104
-5.31565783,1.66518938,0.07312537,0.00106235,0.01952084,1.11453649,0.53884258,0.58375311
-5.30965483,1.58617036,0.06355373,0.00097519,0.01796572,1.07544584,0.51241920,0.58123076
-5.30365183,1.53131803,0.05500042,0.00090046,0.01663335,1.05375866,0.49496920,0.58831588
-5.29764882,1.50098969,0.04745430,0.00083790,0.01552151,1.04991618,0.48675698,0.60535911
-5.29164582,1.49528773,0.04088959,0.00078710,0.01462510,1.06419685,0.48797657,0.63262411
-5.28564282,1.51409670,0.03526904,0.00074745,0.01393698,1.09673455,0.49876264,0.67029055
-5.27963982,1.55711701,0.03054713,0.00071829,0.01344871,1.14753378,0.51919970,0.71845542
-5.27363682,1.62389310,0.02667299,0.00069885,0.01315128,1.21648095,0.54932913,0.77713224
-5.26763382,1.71383495,0.02359300,0.00068833,0.01303572,1.30335107,0.58915328,0.84624812
-5.26163082,1.82623199,0.02125299,0.00068591,0.01309363,1.40780935,0.63863668,0.92563883
-5.25562781,1.96025938,0.01960006,0.00069081,0.01331747,1.52940803,0.69770405,1.01504194
-5.24962481,2.11497684,0.01858387,0.00070224,0.01370086,1.66757872,0.76623544,1.11408889
-5.24362181,2.28932094,0.01815758,0.00071947,0.01423852,1.82162118,0.84405860,1.22229631
-5.23761881,2.48209212,0.01827823,0.00074181,0.01492624,1.99068943,0.93093914,1.33905750
-5.23161581,2.69193790,0.01890688,0.00076861,0.01576057,2.17377653,1.02656903,1.46363484
-5.22561281,2.91733427,0.02000827,0.00079926,0.01673847,2.36969940,1.13055395,1.59515396
-5.21960980,3.15656698,0.02155026,0.00083319,0.01785685,2.57708503,1.24240045,1.73260047
-5.21360680,3.40771493,0.02350303,0.00086984,0.01911195,2.79435957,1.36150348,1.87481986
-5.20760380,3.66863737,0.02583806,0.00090870,0.02049883,3.01974158,1.48713526,2.02052130
-5.20160080,3.93696692,0.02852711,0.00094922,0.02201072,3.25124069,1.61843617,2.16828566
-5.19559780,4.21010975,0.03154107,0.00099089,0.02363849,3.48666255,1.75440851,2.31657804
-5.18959480,4.48525436,0.03484891,0.00103315,0.02537020,3.72362099,1.89391392,2.46376491
-5.18359180,4.75938976,0.03841673,0.00107545,0.02719069,3.95955782,2.03567497,2.60813566
-5.17758879,5.02933378,0.04220695,0.00111721,0.02908138,4.19177048,2.17828165,2.74792828
-5.17158579,5.29177137,0.04617775,0.00115782,0.03102022,4.41744749,2.32020317,2.88135873
-5.16558279,5.54330282,0.05028274,0.00119668,0.03298182,4.63371128,2.45980528,3.00665326
-5.15957979,5.78050101,0.05447102,0.00123315,0.03493776,4.83766774,2.59537328,3.12208298
-5.15357679,5.99997661,0.05868750,0.00126660,0.03685708,5.02646142,2.72514057,3.22599974
-5.14757379,6.19844952,0.06287358,0.00129644,0.03870700,5.19733517,2.84732245,3.31687238
-5.14157079,6.37282473,0.06696826,0.00132207,0.04045375,5.34769264,2.96015443,3.39332236
-5.13556778,6.52027029,0.07090947,0.00134295,0.04206349,5.47516190,3.06193436,3.45415778
-5.12956478,6.63829488,0.07463574,0.00135861,0.04350339,5.57765823,3.15106712,3.49840464
-5.12356178,6.72482241,0.07808816,0.00136863,0.04474272,5.65344410,3.22611061,3.52533460
-5.11755878,6.77826087,0.08121247,0.00137272,0.04575386,5.70118422,3.28582155,3.53448818
-5.11155578,6.79756286,0.08396121,0.00137067,0.04651338,5.71999366,3.32919930,3.52569268
-5.10555278,6.78227523,0.08629600,0.00136238,0.04700289,5.70947703,3.35552614,3.49907415
-5.09954977,6.73257572,0.08818962,0.00134792,0.04720983,5.66975705,3.36440217,3.45506291
-5.09354677,6.64929468,0.08962803,0.00132745,0.04712801,5.60149107,3.35577321,3.39439217
-5.08754377,6.53392049,0.09061198,0.00130130,0.04675801,5.50587438,3.32995036,3.31808977
-5.08154077,6.38858795,0.09115844,0.00126990,0.04610727,5.38462965,3.28761985,3.22746288
-5.07553777,6.21604919,0.09130149,0.00123386,0.04519003,5.23998230,3.22984248,3.12407597
-5.06953477,6.01962766,0.09109273,0.00119386,0.04402699,5.07462198,3.15804193,3.00972255
-5.06353177,5.80315597,0.09060126,0.00115073,0.04264478,4.89165113,3.07398210,2.88639112
-5.05752876,5.57089920,0.08991297,0.00110539,0.04107522,4.69452150,2.97973356,2.75622628
-5.05152576,5.32746560,0.08912935,0.00105882,0.03935446,4.48696065,2.87763002,2.62148591
-5.04552276,5.07770715,0.08836572,0.00101208,0.03752200,4.27289012,2.77021579,2.48449533
-5.03951976,4.82661252,0.08774889,0.00096626,0.03561957,4.05633777,2.66018583,2.34759975
-5.03351676,4.57919556,0.08741434,0.00092246,0.03369006,3.84134658,2.55031994,2.21311607
-5.02751376,4.34038200,0.08750296,0.00088178,0.03177640,3.63188262,2.44341307,2.08328516
-5.02151076,4.11489752,0.08815734,0.00084529,0.02992047,3.43174445,2.34220380,1.96022584
-5.01550775,3.90715983,0.08951778,0.00081400,0.02816210,3.24447671,2.24930298,1.84589150
-5.00950475,3.72117746,0.09171813,0.00078884,0.02653816,3.07328987,2.16712460,1.74203050
-5.00350175,3.56045771,0.09488136,0.00077062,0.02508176,2.92098829,2.09782091,1.65015096
-4.99749875,3.42792566,0.09911521,0.00076007,0.02382156,2.78990835,2.04322353,1.57149087
-4.99149575,3.32585632,0.10450793,0.00075773,0.02278125,2.68186812,2.00479219,1.50699417
-4.98549275,3.25582133,0.11112421,0.00076400,0.02197911,2.59812962,1.98357276,1.45729303
-4.97948974,3.21865159,0.11900144,0.00077910,0.02142779,2.53937476,1.98016556,1.42269714
-4.97348674,3.21441672,0.12814661,0.00080308,0.02113417,2.50569528,1.99470515,1.40318985
-4.96748374,3.24242229,0.13853371,0.00083577,0.02109934,2.49659721,2.02685227,1.39843171
-4.96148074,3.30122514,0.15010201,0.00087682,0.02131878,2.51101965,2.07579847,1.40777120
-4.95547774,3.38866708,0.16275529,0.00092569,0.02178257,2.54736769,2.14028362,1.43026276
-4.94947474,3.50192664,0.17636207,0.00098164,0.02247579,2.60355887,2.21862611,1.46469182
-4.94347174,3.63758839,0.19075694,0.00104376,0.02337901,2.67708216,2.30876545,1.50960651
-4.93746873,3.79172870,0.20574320,0.00111098,0.02446884,2.76506827,2.40831620,1.56335549
-4.93146573,3.96001625,0.22109656,0.00118213,0.02571863,2.86436969,2.51463215,1.62413119
-4.92546273,4.13782515,0.23657005,0.00125589,0.02709923,2.97164831,2.62487911,1.69001741
-4.91945973,4.32035785,0.25189995,0.00133090,0.02857976,3.08346847,2.73611427,1.75904021
-4.91345673,4.50277448,0.26681264,0.00140576,0.03012851,3.19639263,2.84536974,1.82922062
-4.90745373,4.68032466,0.28103211,0.00147909,0.03171378,3.30707676,2.94973762,1.89862762
-4.90145073,4.84847758,0.29428787,0.00154954,0.03330477,3.41236230,3.04645379,1.96542961
-4.89544772,5.00304581,0.30632300,0.00161586,0.03487238,3.50936162,3.13297733,2.02794269
-4.88944472,5.14029816,0.31690201,0.00167690,0.03638999,3.59553368,3.20706273,2.08467389
-4.88344172,5.25705738,0.32581811,0.00173170,0.03783412,3.66874728,3.26682202,2.13435764
-4.87743872,5.35077868,0.33289973,0.00177944,0.03918494,3.72732920,3.31077445,2.17598405
-4.87143572,5.41960572,0.33801573,0.00181955,0.04042667,3.77009546,3.33788179,2.20881782
-4.86543272,5.46240195,0.34107942,0.00185162,0.04154776,3.79636441,3.34756764,2.23240683
-4.85942971,5.47875580,0.34205086,0.00187551,0.04254097,3.80595128,3.33972045,2.24658032
-4.85342671,5.46895989,0.34093752,0.00189126,0.04340315,3.79914461,3.31467995,2.25143650
-4.84742371,5.43396536,0.33779330,0.00189911,0.04413496,3.77666585,3.27320816,2.24732054
-4.84142071,5.37531388,0.33271585,0.00189948,0.04474034,3.73961443,3.21644639,2.23479389
-4.83541771,5.29505092,0.32584245,0.00189294,0.04522596,3.68940102,3.14586071,2.21459676
-4.82941471,5.19562495,0.31734462,0.00188016,0.04560045,3.62767265,3.06317855,2.18760561
-4.82341171,5.07977763,0.30742177,0.00186192,0.04587372,3.55623355,2.97031986,2.15478798
-4.81740870,4.95043092,0.29629421,0.00183899,0.04605614,3.47696568,2.86932612,2.11715707
-4.81140570,4.81057655,0.28419587,0.00181220,0.04615789,3.39175320,2.76229076,2.07572836
-4.80540270,4.66317341,0.27136715,0.00178231,0.04618831,3.30241430,2.65129418,2.03148060
-4.79939970,4.51105756,0.25804810,0.00175004,0.04615544,3.21064390,2.53834633,1.98532296
-4.79339670,4.35686873,0.24447244,0.00171603,0.04606565,3.11796931,2.42533895,1.93806990
-4.78739370,4.20299602,0.23086246,0.00168082,0.04592347,3.02572076,2.31400944,1.89042476
-4.78139070,4.05154425,0.21742511,0.00164486,0.04573164,2.93501727,2.20591690,1.84297239
-4.77538769,3.90432109,0.20434936,0.00160848,0.04549125,2.84676762,2.10243063,1.79618071
-4.76938469,3.76284362,0.19180483,0.00157195,0.04520212,2.76168500,2.00473042,1.75041051
-4.76338169,3.62836214,0.17994159,0.00153542,0.04486320,2.68031357,1.91381716,1.70593206
-4.75737869,3.50189757,0.16889116,0.00149901,0.04447314,2.60306376,1.83053189,1.66294709
-4.75137569,3.38428854,0.15876828,0.00146280,0.04403088,2.53025346,1.75558092,1.62161408
-4.74537269,3.27624343,0.14967347,0.00142684,0.04353614,2.46215135,1.68956430,1.58207464
-4.73936968,3.17839270,0.14169589,0.00139120,0.04299002,2.39901895,1.63300499,1.54447912
-4.73336668,3.09133707,0.13491641,0.00135598,0.04239531,2.34114817,1.58637604,1.50900909
-4.72736368,3.01568746,0.12941044,0.00132131,0.04175683,2.28889128,1.55012336,1.47589532
-4.72136068,2.95209338,0.12525040,0.00128740,0.04108148,2.24268122,1.52468217,1.44542950
-4.71535768,2.90125755,0.12250750,0.00125452,0.04037823,2.20304051,1.51048561,1.41796905
-4.70935468,2.86393530,0.12125271,0.00122300,0.03965783,2.17057809,1.50796464,1.39393438
-4.70335168,2.84091868,0.12155684,0.00119325,0.03893242,2.14597403,1.51753908,1.37379876
-4.69734867,2.83300611,0.12348953,0.00116572,0.03821503,2.12995308,1.53959994,1.35807127
-4.69134567,2.84095952,0.12711728,0.00114090,0.03751893,2.12324857,1.57448440,1.34727391
-4.68534267,2.86545167,0.13250059,0.00111931,0.03685688,2.12655879,1.62244458,1.34191415
-4.67933967,2.90700724,0.13969022,0.00110146,0.03624053,2.14049862,1.68361230,1.34245462
-4.67333667,2.96594131,0.14872291,0.00108787,0.03567963,2.16554925,1.75796199,1.34928171
-4.66733367,3.04229953,0.15961670,0.00107897,0.03518154,2.20200913,1.84527424,1.36267504
-4.66133067,3.13580385,0.17236614,0.00107518,0.03475068,2.24994908,1.94510231,1.38277953
-4.65532766,3.24580757,0.18693774,0.00107682,0.03438825,2.30917437,2.05674424,1.40958179
-4.64932466,3.37126298,0.20326583,0.00108411,0.03409209,2.37919623,2.17922247,1.44289231
-4.64332166,3.51070412,0.22124929,0.00109720,0.03385669,2.45921454,2.31127291,1.48233445
-4.63731866,3.66224641,0.24074928,0.00111611,0.03367343,2.54811321,2.45134478,1.52734110
-4.63131566,3.82360409,0.26158827,0.00114078,0.03353097,2.64446872,2.59761207,1.57715931
-4.62531266,3.99212536,0.28355058,0.00117101,0.03341577,2.74657209,2.74799691,1.63086282
-4.61930965,4.16484434,0.30638440,0.00120655,0.03331276,2.85246332,2.90020456,1.68737207
-4.61330665,4.33854798,0.32980551,0.00124703,0.03320605,2.95997735,3.05176913,1.74548095
-4.60730365,4.50985547,0.35350255,0.00129200,0.03307970,3.06679953,3.20010857,1.80388905
-4.60130065,4.67530696,0.37714372,0.00134097,0.03291846,3.17052860,3.34258718,1.86123818
-4.59529765,4.83145809,0.40038477,0.00139336,0.03270845,3.26874440,3.47658321,1.91615162
-4.58929465,4.97497646,0.42287797,0.00144858,0.03243780,3.35907779,3.59955907,1.96727444
-4.58329165,5.10273629,0.44428173,0.00150598,0.03209711,3.43927981,3.70913153,2.01331334
-4.57728864,5.21190739,0.46427063,0.00156489,0.03167984,3.50728754,3.80313897,2.05307439
-4.57128564,5.30003519,0.48254526,0.00162464,0.03118250,3.56128391,3.87970324,2.08549728
-4.56528264,5.36510882,0.49884170,0.00168453,0.03060470,3.59974940,3.93728365,2.10968488
-4.55927964,5.40561484,0.51294022,0.00174388,0.02994910,3.62150368,3.97472101,2.12492709
-4.55327664,5.42057501,0.52467278,0.00180199,0.02922115,3.62573592,3.99127007,2.13071824
-4.54727364,5.40956712,0.53392920,0.00185819,0.02842885,3.61202281,3.98661927,2.12676774
-4.54127064,5.37272866,0.54066163,0.00191183,0.02758229,3.58033404,3.96089725,2.11300378
-4.53526763,5.31074383,0.54488738,0.00196229,0.02669326,3.53102541,3.91466587,2.08957022
-4.52926463,5.22481498,0.54668982,0.00200898,0.02577480,3.46482024,3.84890057,2.05681717
-4.52326163,5.11662011,0.54621747,0.00205139,0.02484071,3.38278028,3.76495872,2.01528589
-4.51725863,4.98825861,0.54368130,0.00208903,0.02390520,3.28626749,3.66453763,1.96568872
-4.51125563,4.84218744,0.53935036,0.00212154,0.02298250,3.17689848,3.54962386,1.90888518
-4.50525263,4.68115037,0.53354582,0.00214861,0.02208656,3.05649361,3.42243587,1.84585495
-4.49924962,4.50810278,0.52663363,0.00217004,0.02123086,2.92702268,3.28536208,1.77766905
-4.49324662,4.32613439,0.51901598,0.00218577,0.02042823,2.79054911,3.14089656,1.70545998
-4.48724362,4.13839229,0.51112167,0.00219584,0.01969079,2.64917475,2.99157447,1.63039191
-4.48124062,3.94800614,0.50339569,0.00220040,0.01902989,2.50498669,2.83990914,1.55363157
-4.47523762,3.75801734,0.49628804,0.00219975,0.01845613,2.36000790,2.68833253,1.47632076
-4.46923462,3.57131347,0.49024216,0.00219429,0.01797938,2.21615263,2.53914069,1.39955090
-4.46323162,3.39056923,0.48568296,0.00218451,0.01760881,2.07518771,2.39444525,1.32434017
-4.45722861,3.21819454,0.48300481,0.00217101,0.01735291,1.93870028,2.25613200,1.25161362
-4.45122561,3.05629060,0.48255968,0.00215441,0.01721947,1.80807242,2.12582718,1.18218642
-4.44522261,2.90661417,0.48464562,0.00213538,0.01721551,1.68446280,2.00487185,1.11675047
-4.43921961,2.77055048,0.48949608,0.00211461,0.01734722,1.56879527,1.89430446,1.05586448
-4.43321661,2.64909494,0.49727008,0.00209272,0.01761979,1.46175409,1.79485177,0.99994751
-4.42721361,2.54284376,0.50804394,0.00207028,0.01803721,1.36378555,1.70692765,0.94927602
-4.42121061,2.45199361,0.52180474,0.00204777,0.01860208,1.27510532,1.63063963,0.90398436
-4.41520760,2.37635029,0.53844591,0.00202555,0.01931528,1.19571106,1.56580269,0.86406857
-4.40920460,2.31534624,0.55776541,0.00200382,0.02017578,1.12539960,1.51195962,0.82939350
-4.40320160,2.26806691,0.57946667,0.00198267,0.02118032,1.06378804,1.46840743,0.79970291
-4.39719860,2.23328527,0.60316266,0.00196198,0.02232316,1.01033803,1.43422900,0.77463250
-4.39119560,2.20950420,0.62838312,0.00194153,0.02359590,0.96438257,1.40832903,0.75372538
-4.38519260,2.19500573,0.65458495,0.00192093,0.02498731,0.92515455,1.38947345,0.73644982
-4.37918959,2.18790605,0.68116573,0.00189968,0.02648325,0.89181627,1.37633130,0.72221870
-4.37318659,2.18621506,0.70747995,0.00187720,0.02806669,0.86348928,1.36751780,0.71041022
-4.36718359,2.18789878,0.73285749,0.00185284,0.02971779,0.83928373,1.36163762,0.70038923
-4.36118059,2.19094283,0.75662388,0.00182594,0.03141416,0.81832657,1.35732711,0.69152867
-4.35517759,2.19341502,0.77812150,0.00179586,0.03313110,0.79978792,1.35329427,0.68323037
-4.34917459,2.19352513,0.79673096,0.00176202,0.03484211,0.78290494,1.34835548,0.67494463
-4.34317159,2.18967984,0.81189184,0.00172394,0.03651935,0.76700278,1.34146771,0.66618788
-4.33716858,2.18053094,0.82312181,0.00168124,0.03813428,0.75151200,1.33175558,0.65655798
-4.33116558,2.16501523,0.83003344,0.00163372,0.03965833,0.73598218,1.31853240,0.64574651
-4.32516258,2.14238474,0.83234792,0.00158134,0.04106369,0.72009159,1.30131470,0.63354784
-4.31915958,2.11222634,0.82990503,0.00152424,0.04232401,0.70365255,1.27983007,0.61986461
-4.31315658,2.07447018,0.82266903,0.00146272,0.04341525,0.68661275,1.25401816,0.60470953
-4.30715358,2.02938684,0.81073016,0.00139728,0.04431641,0.66905251,1.22402524,0.58820356
