energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.62779443,0.01427592,0.00059421,0.00676472,0.45889511,0.11597418,0.33826009
-5.99399700,0.67751067,0.01574119,0.00066277,0.00760329,0.49188571,0.12476526,0.36385043
-5.98799400,0.73570960,0.01737840,0.00073804,0.00852496,0.53130779,0.13522519,0.39404500
-5.98199100,0.80183107,0.01916552,0.00081957,0.00952264,0.57677624,0.14727668,0.42855785
-5.97598799,0.87524430,0.02107938,0.00090677,0.01058792,0.62786100,0.16083646,0.46706211
-5.96998499,0.95525588,0.02309548,0.00099889,0.01171093,0.68409471,0.17581795,0.50919492
-5.96398199,1.04112196,0.02518807,0.00109510,0.01288031,0.74498307,0.19213460,0.55456445
-5.95797899,1.13206475,0.02733028,0.00119442,0.01408321,0.81001816,0.20970401,0.60275893
-5.95197599,1.22729330,0.02949445,0.00129578,0.01530542,0.87869445,0.22845267,0.65335783
-5.94597299,1.32602821,0.03165264,0.00139805,0.01653151,0.95052733,0.24832122,0.70594487
-5.93996998,1.42752945,0.03377727,0.00150002,0.01774509,1.02507353,0.26927005,0.76012242
-5.93396698,1.53112643,0.03584186,0.00160050,0.01892916,1.10195262,0.29128487,0.81552703
-5.92796398,1.63624889,0.03782189,0.00169829,0.02006647,1.18086870,0.31438210,0.87184499
-5.92196098,1.74245714,0.03969570,0.00179227,0.02113995,1.26163102,0.33861343,0.92882759
-5.91595798,1.84946979,0.04144545,0.00188139,0.02213322,1.34417221,0.36406947,0.98630466
-5.90995498,1.95718723,0.04305802,0.00196476,0.02303101,1.42856277,0.39088174,1.04419590
-5.90395198,2.06570898,0.04452583,0.00204166,0.02381971,1.51502048,0.41922290,1.10251866
-5.89794897,2.17534303,0.04584762,0.00211154,0.02448777,1.60391332,0.44930465,1.16139155
-5.89194597,2.28660593,0.04702905,0.00217412,0.02502616,1.69575501,0.48137314,1.22103300
-5.88594297,2.40021224,0.04808308,0.00222933,0.02542869,1.79119229,0.51570170,1.28175426
-5.87993997,2.51705277,0.04903021,0.00227736,0.02569226,1.89098347,0.55258085,1.34394648
-5.87393697,2.63816145,0.04989839,0.00231866,0.02581710,1.99596840,0.59230571,1.40806207
-5.86793397,2.76467142,0.05072280,0.00235390,0.02580677,2.10703031,0.63516115,1.47459046
-5.86193097,2.89776126,0.05154526,0.00238399,0.02566815,2.22505059,0.68140505,1.54402910
-5.85592796,3.03859339,0.05241340,0.00241000,0.02541128,2.35085807,0.73125038,1.61685078
-5.84992496,3.18824694,0.05337964,0.00243317,0.02504909,2.48517475,0.78484683,1.69346851
-5.84392196,3.34764793,0.05449988,0.00245483,0.02459704,2.62856055,0.84226295,1.77419979
-5.83791896,3.51750010,0.05583203,0.00247635,0.02407268,2.78135955,0.90346963,1.85923182
-5.83191596,3.69821987,0.05743431,0.00249910,0.02349508,2.94365078,0.96832607,1.94858978
-5.82591296,3.88987896,0.05936353,0.00252440,0.02288432,3.11520620,1.03656907,2.04211004
-5.81990995,4.09215794,0.06167320,0.00255346,0.02226081,3.29545870,1.10780659,2.13941987
-5.81390695,4.30431369,0.06441167,0.00258730,0.02164472,3.48348222,1.18151622,2.23992543
-5.80790395,4.52516328,0.06762033,0.00262678,0.02105534,3.67798598,1.25704906,2.34280895
-5.80190095,4.75308560,0.07133182,0.00267250,0.02051056,3.87732384,1.33363934,2.44703604
-5.79589795,4.98604187,0.07556850,0.00272484,0.02002629,4.07951921,1.41041961,2.55137308
-5.78989495,5.22161452,0.08034109,0.00278389,0.01961605,4.28230526,1.48644120,2.65441466
-5.78389195,5.45706348,0.08564753,0.00284947,0.01929063,4.48317898,1.56069931,2.75461989
-5.77788894,5.68939778,0.09147223,0.00292117,0.01905776,4.67946731,1.63216179,2.85035642
-5.77188594,5.91545933,0.09778567,0.00299834,0.01892203,4.86840260,1.69980038,2.93995013
-5.76588294,6.13201565,0.10454432,0.00308012,0.01888477,5.04720412,1.76262317,3.02173852
-5.75987994,6.33585705,0.11169103,0.00316547,0.01894410,5.21316222,1.81970675,3.09412513
-5.75387694,6.52389426,0.11915582,0.00325322,0.01909510,5.36372111,1.87022651,3.15563265
-5.74787394,6.69325204,0.12685712,0.00334212,0.01933001,5.49655692,1.91348387,3.20495228
-5.74187094,6.84135472,0.13470331,0.00343086,0.01963856,5.60964725,1.94892898,3.24098700
-5.73586793,6.96600006,0.14259468,0.00351810,0.02000831,5.70132951,1.97617789,3.26288687
-5.72986493,7.06541865,0.15042574,0.00360253,0.02042512,5.77034559,1.99502351,3.27007497
-5.72386193,7.13831661,0.15808767,0.00368290,0.02087359,5.81587121,2.00543984,3.26226296
-5.71785893,7.18390060,0.16547106,0.00375801,0.02133755,5.83752941,2.00757937,3.23945597
-5.71185593,7.20188494,0.17246868,0.00382678,0.02180061,5.83538804,2.00176404,3.20194686
-5.70585293,7.19248155,0.17897829,0.00388821,0.02224657,5.80994231,1.98847017,3.15030082
-5.69984992,7.15637438,0.18490542,0.00394143,0.02266002,5.76208396,1.96830847,3.08533135
-5.69384692,7.09468067,0.19016593,0.00398568,0.02302670,5.69305934,1.94200012,3.00806926
-5.68784392,7.00890179,0.19468843,0.00402033,0.02333401,5.60441910,1.91035020,2.91972660
-5.68184092,6.90086695,0.19841637,0.00404488,0.02357135,5.49796223,1.87421991,2.82165746
-5.67583792,6.77267294,0.20130977,0.00405893,0.02373049,5.37567777,1.83449899,2.71531768
-5.66983492,6.62662313,0.20334659,0.00406224,0.02380587,5.23968673,1.79207941,2.60222528
-5.66383192,6.46516870,0.20452370,0.00405468,0.02379477,5.09218703,1.74783182,2.48392343
-5.65782891,6.29085431,0.20485736,0.00403626,0.02369757,4.93540347,1.70258538,2.36194714
-5.65182591,6.10627030,0.20438331,0.00400715,0.02351779,4.77154456,1.65711184,2.23779480
-5.64582291,5.91401248,0.20315642,0.00396766,0.02326220,4.60276703,1.61211422,2.11290501
-5.63981991,5.71665018,0.20124993,0.00391827,0.02294074,4.43114866,1.56822024,1.98863909
-5.63381691,5.51670224,0.19875428,0.00385964,0.02256647,4.25866931,1.52598028,1.86626893
-5.62781391,5.31662041,0.19577562,0.00379261,0.02215538,4.08719925,1.48586943,1.74696967
-5.62181091,5.11877869,0.19243393,0.00371820,0.02172620,3.91849406,1.44829311,1.63181664
-5.61580790,4.92546715,0.18886089,0.00363764,0.02130006,3.75419430,1.41359518,1.52178536
-5.60980490,4.73888816,0.18519740,0.00355232,0.02090012,3.59582852,1.38206785,1.41775372
-5.60380190,4.56115304,0.18159089,0.00346381,0.02055112,3.44481772,1.35396201,1.32050529
