energy_ev,total_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,5.13019570,1.78256579,2.14056087,0.06359127,3.60916177,0.19431266,0.00039957
-5.99399700,5.19430378,1.79716052,2.18365304,0.06492231,3.66874868,0.19682938,0.00040192
-5.98799400,5.23548952,1.80528347,2.21630540,0.06594210,3.71117021,0.19844910,0.00040259
-5.98199100,5.25411900,1.80721934,2.23833287,0.06664340,3.73655470,0.19921082,0.00040165
-5.97598799,5.25108094,1.80341029,2.24977578,0.06702582,3.74542313,0.19917664,0.00039918
-5.96998499,5.22776142,1.79444358,2.25089868,0.06709572,3.73867297,0.19842974,0.00039531
-5.96398199,5.18600032,1.78103315,2.24218166,0.06686599,3.71754841,0.19707154,0.00039021
-5.95797899,5.12803103,1.76399582,2.22430426,0.06635556,3.68359813,0.19521810,0.00038406
-5.95197599,5.05640574,1.74422293,2.19812274,0.06558866,3.63862209,0.19299589,0.00037706
-5.94597299,4.97390909,1.72264859,2.16464149,0.06459393,3.58460957,0.19053725,0.00036944
-5.93996998,4.88346376,1.70021575,2.12497975,0.06340337,3.52367088,0.18797548,0.00036143
-5.93396698,4.78803185,1.67784158,2.08033503,0.06205126,3.45796546,0.18544006,0.00035325
-5.92796398,4.69051590,1.65638371,2.03194462,0.06057291,3.38962938,0.18305193,0.00034512
-5.92196098,4.59366380,1.63660856,1.98104681,0.05900357,3.32070512,0.18091929,0.00033725
-5.91595798,4.49998120,1.61916344,1.92884331,0.05737730,3.25307642,0.17913385,0.00032982
-5.90995498,4.41165512,1.60455340,1.87646450,0.05572597,3.18841077,0.17776789,0.00032298
-5.90395198,4.33049156,1.59312402,1.82493861,0.05407849,3.12811183,0.17687213,0.00031687
-5.89794897,4.25786963,1.58505078,1.77516617,0.05246010,3.07328350,0.17647448,0.00031158
-5.89194597,4.19471367,1.58033553,1.72790066,0.05089194,3.02470684,0.17657985,0.00030715
-5.88594297,4.14148429,1.57881019,1.68373586,0.04939088,2.98283067,0.17717075,0.00030361
-5.87993997,4.09818829,1.58014748,1.64310029,0.04796942,2.94777585,0.17820891,0.00030094
-5.87393697,4.06440666,1.58387819,1.60625886,0.04663596,2.91935289,0.17963762,0.00029910
-5.86793397,4.03933916,1.58941431,1.57332129,0.04539507,2.89709170,0.18138479,0.00029801
-5.86193097,4.02186311,1.59607677,1.54425684,0.04424808,2.88028223,0.18336649,0.00029756
-5.85592796,4.01060378,1.60312690,1.51891449,0.04319359,2.86802386,0.18549089,0.00029765
-5.84992496,4.00401300,1.60979996,1.49704749,0.04222819,2.85928141,0.18766227,0.00029813
-5.84392196,4.00045256,1.61533950,1.47834107,0.04134709,2.85294523,0.18978517,0.00029886
-5.83791896,3.99827865,1.61903110,1.46244203,0.04054477,2.84789278,0.19176818,0.00029972
-5.83191596,3.99592387,1.62023404,1.44898875,0.03981554,2.84304908,0.19352751,0.00030057
-5.82591296,3.99197329,1.61840973,1.43764025,0.03915404,2.83744352,0.19498996,0.00030129
-5.81990995,3.98523144,1.61314581,1.42810302,0.03855552,2.83026063,0.19609539,0.00030177
-5.81390695,3.97477774,1.60417488,1.42015438,0.03801613,2.82088291,0.19679841,0.00030193
-5.80790395,3.96000808,1.59138749,1.41366130,0.03753292,2.80892386,0.19706940,0.00030172
-5.80190095,3.94066128,1.57483867,1.40859400,0.03710382,2.79425016,0.19689482,0.00030110
-5.79589795,3.91682962,1.55474811,1.40503349,0.03672741,2.77699207,0.19627674,0.00030004
-5.78989495,3.88895329,1.53149390,1.40317302,0.03640270,2.75754182,0.19523181,0.00029858
-5.78389195,3.85779944,1.50560039,1.40331312,0.03612872,2.73654019,0.19378964,0.00029673
-5.77788894,3.82442701,1.47772048,1.40585060,0.03590418,2.71485192,0.19199074,0.00029456
-5.77188594,3.79013918,1.44861333,1.41126189,0.03572705,2.69353111,0.18988414,0.00029212
-5.76588294,3.75642561,1.41911821,1.42008143,0.03559427,2.67377795,0.18752491,0.00028949
-5.75987994,3.72489713,1.39012556,1.43287607,0.03550141,2.65688872,0.18497155,0.00028676
-5.75387694,3.69721567,1.36254632,1.45021640,0.03544252,2.64420098,0.18228359,0.00028400
-5.74787394,3.67502245,1.33728067,1.47264636,0.03541003,2.63703620,0.17951932,0.00028132
-5.74187094,3.65986724,1.31518716,1.50065224,0.03539479,2.63664196,0.17673393,0.00027877
-5.73586793,3.65314160,1.29705346,1.53463244,0.03538624,2.64413615,0.17397802,0.00027642
-5.72986493,3.65601860,1.28356945,1.57486926,0.03537270,2.66045509,0.17129658,0.00027434
-5.72386193,3.66940118,1.27530382,1.62150386,0.03534173,2.68630769,0.16872846,0.00027256
-5.71785893,3.69388118,1.27268462,1.67451552,0.03528061,2.72213734,0.16630629,0.00027112
-5.71185593,3.72971010,1.27598461,1.73370612,0.03517687,2.76809295,0.16405681,0.00027002
-5.70585293,3.77678277,1.28531158,1.79869057,0.03501881,2.82401021,0.16200164,0.00026927
-5.69984992,3.83463398,1.30060421,1.86889377,0.03479612,2.88940389,0.16015821,0.00026885
-5.69384692,3.90244817,1.32163320,1.94355431,0.03450029,2.96347139,0.15854096,0.00026876
-5.68784392,3.97908143,1.34800780,2.02173503,0.03412512,3.04510744,0.15716252,0.00026895
-5.68184092,4.06309469,1.37918743,2.10234015,0.03366706,3.13292959,0.15603486,0.00026941
-5.67583792,4.15279669,1.41449780,2.18413850,0.03312544,3.22531335,0.15517027,0.00027010
-5.66983492,4.24629494,1.45315104,2.26579216,0.03250257,3.32043601,0.15458207,0.00027100
-5.66383192,4.34155254,1.49426913,2.34588955,0.03180374,3.41632728,0.15428501,0.00027207
-5.65782891,4.43644863,1.53690959,2.42298172,0.03103703,3.51092510,0.15429518,0.00027329
-5.65182591,4.52884020,1.58009273,2.49562081,0.03021307,3.60213448,0.15462965,0.00027465
-5.64582291,4.61662298,1.62282928,2.56239898,0.02934461,3.68788731,0.15530560,0.00027615
-5.63981991,4.69778900,1.66414755,2.62198667,0.02844602,3.76620078,0.15633909,0.00027777
-5.63381691,4.77047907,1.70311911,2.67316860,0.02753275,3.83523252,0.15774361,0.00027954
-5.62781391,4.83302826,1.73888214,2.71487630,0.02662072,3.89333025,0.15952828,0.00028145
-5.62181091,4.88400292,1.77066164,2.74621590,0.02572570,3.93907432,0.16169611,0.00028353
-5.61580790,4.92222840,1.79778596,2.76649030,0.02486268,3.97131177,0.16424213,0.00028578
-5.60980490,4.94680677,1.81969914,2.77521493,0.02404533,3.98918070,0.16715180,0.00028822
-5.60380190,4.95712443,1.83596891,2.77212657,0.02328550,3.99212450,0.17039957,0.00029086
