energy_ev,total_up,B_p_up,B_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,0.55130193,0.17831159,0.00000000,0.08677586,0.36156464,0.00069583,0.08213786
-5.99399700,0.52444224,0.17044212,0.00000000,0.08351469,0.34646338,0.00069583,0.07711374
-5.98799400,0.49659772,0.16203662,0.00000000,0.07999219,0.33031810,0.00070605,0.07211408
-5.98199100,0.46828493,0.15326286,0.00000000,0.07630465,0.31348906,0.00072871,0.06720734
-5.97598799,0.44004331,0.14429762,0.00000000,0.07255646,0.29635904,0.00076649,0.06246214
-5.96998499,0.41242461,0.13532271,0.00000000,0.06885827,0.27932477,0.00082251,0.05794622
-5.96398199,0.38598260,0.12652098,0.00000000,0.06532509,0.26278856,0.00090036,0.05372558
-5.95797899,0.36126350,0.11807266,0.00000000,0.06207458,0.24715042,0.00100409,0.04986366
-5.95197599,0.33879738,0.11015219,0.00000000,0.05922543,0.23280076,0.00113825,0.04642058
-5.94597299,0.31909062,0.10292534,0.00000000,0.05689607,0.22011394,0.00130787,0.04345254
-5.93996998,0.30261938,0.09654692,0.00000000,0.05520334,0.20944266,0.00151847,0.04101128
-5.93396698,0.28982436,0.09115905,0.00000000,0.05426157,0.20111311,0.00177608,0.03914364
-5.92796398,0.28110639,0.08688977,0.00000000,0.05418158,0.19542105,0.00208719,0.03789118
-5.92196098,0.27682305,0.08385220,0.00000000,0.05506993,0.19262852,0.00245878,0.03728989
-5.91595798,0.27728592,0.08214402,0.00000000,0.05702811,0.19296124,0.00289827,0.03736989
-5.90995498,0.28275843,0.08184728,0.00000000,0.06015174,0.19660644,0.00341350,0.03815523
-5.90395198,0.29345403,0.08302839,0.00000000,0.06452975,0.20371113,0.00401269,0.03966362
-5.89794897,0.30953467,0.08573828,0.00000000,0.07024333,0.21438066,0.00470438,0.04190619
-5.89194597,0.33110943,0.09001266,0.00000000,0.07736489,0.22867752,0.00549737,0.04488731
-5.88594297,0.35823321,0.09587228,0.00000000,0.08595675,0.24662039,0.00640066,0.04860431
-5.87993997,0.39090561,0.10332323,0.00000000,0.09606971,0.26818337,0.00742337,0.05304733
-5.87393697,0.42906996,0.11235712,0.00000000,0.10774147,0.29329561,0.00857463,0.05819914
-5.86793397,0.47261260,0.12295139,0.00000000,0.12099495,0.32184121,0.00986346,0.06403505
-5.86193097,0.52136261,0.13506939,0.00000000,0.13583659,0.35365965,0.01129867,0.07052287
-5.85592796,0.57509197,0.14866066,0.00000000,0.15225461,0.38854679,0.01288865,0.07762305
-5.84992496,0.63351642,0.16366104,0.00000000,0.17021736,0.42625653,0.01464125,0.08528881
-5.84392196,0.69629699,0.17999293,0.00000000,0.18967191,0.46650324,0.01656356,0.09346656
-5.83791896,0.76304234,0.19756555,0.00000000,0.21054275,0.50896494,0.01866163,0.10209629
-5.83191596,0.83331190,0.21627528,0.00000000,0.23273096,0.55328736,0.02094022,0.11111221
-5.82591296,0.90661970,0.23600611,0.00000000,0.25611364,0.59908867,0.02340251,0.12044345
-5.81990995,0.98243905,0.25663016,0.00000000,0.28054391,0.64596493,0.02604973,0.13001484
-5.81390695,1.06020761,0.27800828,0.00000000,0.30585131,0.69349613,0.02888083,0.13974782
-5.80790395,1.13933309,0.29999087,0.00000000,0.33184283,0.74125259,0.03189206,0.14956132
-5.80190095,1.21919923,0.32241866,0.00000000,0.35830449,0.78880164,0.03507658,0.15937266
-5.79589795,1.29917197,0.34512378,0.00000000,0.38500348,0.83571432,0.03842413,0.16909848
-5.78989495,1.37860580,0.36793089,0.00000000,0.41169089,0.88157206,0.04192066,0.17865558
-5.78389195,1.45685015,0.39065850,0.00000000,0.43810509,0.92597295,0.04554801,0.18796171
-5.77788894,1.53325589,0.41312059,0.00000000,0.46397556,0.96853781,0.04928377,0.19693635
-5.77188594,1.60718189,0.43512833,0.00000000,0.48902728,1.00891562,0.05310111,0.20550133
-5.76588294,1.67800174,0.45649224,0.00000000,0.51298560,1.04678844,0.05696884,0.21358153
-5.75987994,1.74511080,0.47702458,0.00000000,0.53558146,1.08187585,0.06085162,0.22110544
-5.75387694,1.80793349,0.49654212,0.00000000,0.55655692,1.11393865,0.06471022,0.22800582
-5.74787394,1.86593111,0.51486921,0.00000000,0.57567093,1.14278217,0.06850213,0.23422028
-5.74187094,1.91861010,0.53184128,0.00000000,0.59270512,1.16825894,0.07218219,0.23969195
-5.73586793,1.96553071,0.54730845,0.00000000,0.60746961,1.19027094,0.07570352,0.24437024
-5.72986493,2.00631609,0.56113952,0.00000000,0.61980854,1.20877125,0.07901849,0.24821157
-5.72386193,2.04066144,0.57322593,0.00000000,0.62960524,1.22376538,0.08207987,0.25118025
-5.71785893,2.06834314,0.58348569,0.00000000,0.63678686,1.23531185,0.08484207,0.25324929
-5.71185593,2.08922731,0.59186709,0.00000000,0.64132822,1.24352238,0.08726239,0.25440134
-5.70585293,2.10327743,0.59835197,0.00000000,0.64325479,1.24856123,0.08930229,0.25462953
-5.69984992,2.11056063,0.60295841,0.00000000,0.64264451,1.25064385,0.09092855,0.25393819
-5.69384692,2.11125206,0.60574254,0.00000000,0.63962843,1.25003457,0.09211438,0.25234355
-5.68784392,2.10563681,0.60679943,0.00000000,0.63438995,1.24704321,0.09284029,0.24987414
-5.68184092,2.09410916,0.60626272,0.00000000,0.62716265,1.24202059,0.09309484,0.24657106
-5.67583792,2.07716872,0.60430308,0.00000000,0.61822660,1.23535281,0.09287505,0.24248793
-5.66983492,2.05541319,0.60112525,0.00000000,0.60790326,1.22745426,0.09218664,0.23769052
-5.66383192,2.02952791,0.59696376,0.00000000,0.59654891,1.21875932,0.09104394,0.23225613
-5.65782891,2.00027205,0.59207733,0.00000000,0.58454686,1.20971301,0.08946955,0.22627264
-5.65182591,1.96846193,0.58674212,0.00000000,0.57229848,1.20076046,0.08749375,0.21983721
-5.64582291,1.93495171,0.58124387,0.00000000,0.56021343,1.19233568,0.08515369,0.21305485
-5.63981991,1.90061220,0.57586940,0.00000000,0.54869914,1.18484967,0.08249235,0.20603667
-5.63381691,1.86630828,0.57089747,0.00000000,0.53815005,1.17867837,0.07955745,0.19889798
-5.62781391,1.83287588,0.56658958,0.00000000,0.52893683,1.17415072,0.07640015,0.19175640
-5.62181091,1.80109924,0.56318086,0.00000000,0.52139587,1.17153735,0.07307380,0.18472980
-5.61580790,1.77168933,0.56087154,0.00000000,0.51581952,1.17104022,0.06963261,0.17793438
-5.60980490,1.74526427,0.55981929,0.00000000,0.51244728,1.17278375,0.06613044,0.17148282
-5.60380190,1.72233254,0.56013282,0.00000000,0.51145835,1.17680794,0.06261962,0.16548253
-5.59779890,1.70327965,0.56186695,0.00000000,0.51296577,1.18306366,0.05914995,0.16003418
-5.59179590,1.68835887,0.56501957,0.00000000,0.51701240,1.19141074,0.05576775,0.15523037
-5.58579290,1.67768645,0.56953050,0.00000000,0.52356899,1.20161897,0.05251518,0.15115466
-5.57978989,1.67124155,0.57528251,0.00000000,0.53253441,1.21337223,0.04942962,0.14788076
-5.57378689,1.66887115,0.58210449,0.00000000,0.54373807,1.22627582,0.04654331,0.14547211
-5.56778389,1.67029955,0.58977668,0.00000000,0.55694464,1.23986696,0.04388306,0.14398164
-5.56178089,1.67514241,0.59803794,0.00000000,0.57186084,1.25362822,0.04147024,0.14345187
-5.55577789,1.68292476,0.60659463,0.00000000,0.58814422,1.26700348,0.03932075,0.14391519
-5.54977489,1.69310227,0.61513105,0.00000000,0.60541358,1.27941604,0.03744525,0.14539438
-5.54377189,1.70508492,0.62332070,0.00000000,0.62326078,1.29028815,0.03584943,0.14790326
-5.53776888,1.71826218,0.63083833,0.00000000,0.64126352,1.29906125,0.03453438,0.15144751
-5.53176588,1.73202864,0.63737185,0.00000000,0.65899860,1.30521614,0.03349702,0.15602551
-5.52576288,1.74580884,0.64263397,0.00000000,0.67605516,1.30829214,0.03273060,0.16162918
-5.51975988,1.75908031,0.64637282,0.00000000,0.69204753,1.30790447,0.03222523,0.16824481
-5.51375688,1.77139374,0.64838120,0.00000000,0.70662699,1.30375901,0.03196836,0.17585372
-5.50775388,1.78238928,0.64850397,0.00000000,0.71949214,1.29566370,0.03194536,0.18443274
-5.50175088,1.79180828,0.64664339,0.00000000,0.73039737,1.28353606,0.03214001,0.19395454
-5.49574787,1.79949985,0.64276199,0.00000000,0.73915916,1.26740639,0.03253494,0.20438760
-5.48974487,1.80542199,0.63688304,0.00000000,0.74565987,1.24741656,0.03311211,0.21569600
-5.48374187,1.80963720,0.62908850,0.00000000,0.74984909,1.22381429,0.03385311,0.22783882
-5.47773887,1.81230283,0.61951462,0.00000000,0.75174219,1.19694330,0.03473954,0.24076942
-5.47173587,1.81365687,0.60834543,0.00000000,0.75141663,1.16722974,0.03575317,0.25443433
-5.46573287,1.81399959,0.59580451,0.00000000,0.74900575,1.13516553,0.03687615,0.26877217
-5.45972986,1.81367246,0.58214534,0.00000000,0.74469086,1.10128953,0.03809109,0.28371235
-5.45372686,1.81303508,0.56764078,0.00000000,0.73869158,1.06616724,0.03938110,0.29917390
-5.44772386,1.81244162,0.55257227,0.00000000,0.73125528,1.03037022,0.04072980,0.31506439
-5.44172086,1.81221777,0.53721903,0.00000000,0.72264590,0.99445589,0.04212123,0.33127904
-5.43571786,1.81263960,0.52184798,0.00000000,0.71313274,0.95894889,0.04353980,0.34770030
-5.42971486,1.81391515,0.50670463,0.00000000,0.70297974,0.92432452,0.04497021,0.36419773
-5.42371186,1.81616982,0.49200539,0.00000000,0.69243574,0.89099501,0.04639738,0.38062846
-5.41770885,1.81943604,0.47793153,0.00000000,0.68172603,0.85929912,0.04780636,0.39683818
-5.41170585,1.82364785,0.46462495,0.00000000,0.67104560,0.82949525,0.04918235,0.41266265
-5.40570285,1.82864032,0.45218588,0.00000000,0.66055428,0.80175820,0.05051070,0.42792990
-5.39969985,1.83415385,0.44067248,0.00000000,0.65037381,0.77617945,0.05177700,0.44246279
-5.39369685,1.83984309,0.43010211,0.00000000,0.64058706,0.75277081,0.05296720,0.45608215
-5.38769385,1.84528975,0.42045437,0.00000000,0.63123914,0.73147092,0.05406777,0.46861023
-5.38169085,1.85001886,0.41167534,0.00000000,0.62234023,0.71215419,0.05506601,0.47987447
-5.37568784,1.85351752,0.40368295,0.00000000,0.61387008,0.69464162,0.05595023,0.48971135
-5.36968484,1.85525531,0.39637316,0.00000000,0.60578364,0.67871283,0.05671011,0.49797039
-5.36368184,1.85470551,0.38962651,0.00000000,0.59801768,0.66411889,0.05733703,0.50451790
-5.35767884,1.85136624,0.38331489,0.00000000,0.59049785,0.65059505,0.05782432,0.50924068
-5.35167584,1.84478058,0.37730804,0.00000000,0.58314595,0.63787327,0.05816763,0.51204927
