energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,3.95104697,0.89767374,0.00000000,1.28268242,1.83231294,1.30911912,0.00000000
-5.99399700,3.80495070,0.85657824,0.00000000,1.23472694,1.76265449,1.26930619,0.00000000
-5.98799400,3.65664614,0.81529848,0.00000000,1.18567491,1.69218235,1.22778511,0.00000000
-5.98199100,3.50683086,0.77406187,0.00000000,1.13582500,1.62120592,1.18475688,0.00000000
-5.97598799,3.35614486,0.73308379,0.00000000,1.08546792,1.55000400,1.14042092,0.00000000
-5.96998499,3.20518184,0.69256816,0.00000000,1.03488426,1.47883300,1.09497690,0.00000000
-5.96398199,3.05450342,0.65270877,0.00000000,0.98434361,1.40793614,1.04862718,0.00000000
-5.95797899,2.90465486,0.61369079,0.00000000,0.93410467,1.33755276,1.00157971,0.00000000
-5.95197599,2.75618104,0.57569240,0.00000000,0.88441634,1.26792726,0.95405093,0.00000000
-5.94597299,2.60964136,0.53888627,0.00000000,0.83551936,1.19931688,0.90626834,0.00000000
-5.93996998,2.46562260,0.50344080,0.00000000,0.78764842,1.13199786,0.85847265,0.00000000
-5.93396698,2.32474881,0.46952086,0.00000000,0.74103431,1.06626972,0.81091903,0.00000000
-5.92796398,2.18768756,0.43728805,0.00000000,0.69590602,1.00245733,0.76387756,0.00000000
-5.92196098,2.05515223,0.40690040,0.00000000,0.65249241,0.94091076,0.71763263,0.00000000
-5.91595798,1.92790013,0.37851148,0.00000000,0.61102329,0.88200300,0.67248130,0.00000000
-5.90995498,1.80672656,0.35226885,0.00000000,0.57172980,0.82612557,0.62873072,0.00000000
-5.90395198,1.69245518,0.32831216,0.00000000,0.53484392,0.77368249,0.58669468,0.00000000
-5.89794897,1.58592501,0.30677062,0.00000000,0.50059720,0.72508279,0.54668939,0.00000000
-5.89194597,1.48797492,0.28776028,0.00000000,0.46921849,0.68073193,0.50902878,0.00000000
-5.88594297,1.39942613,0.27138102,0.00000000,0.44093112,0.64102267,0.47401938,0.00000000
-5.87993997,1.32106362,0.25771344,0.00000000,0.41594930,0.60632560,0.44195520,0.00000000
-5.87393697,1.25361736,0.24681591,0.00000000,0.39447421,0.57697990,0.41311255,0.00000000
-5.86793397,1.19774399,0.23872173,0.00000000,0.37668987,0.55328460,0.38774530,0.00000000
-5.86193097,1.15400992,0.23343683,0.00000000,0.36275906,0.53549073,0.36608051,0.00000000
-5.85592796,1.12287645,0.23093787,0.00000000,0.35281959,0.52379461,0.34831473,0.00000000
-5.84992496,1.10468766,0.23117123,0.00000000,0.34698105,0.51833259,0.33461109,0.00000000
-5.84392196,1.09966142,0.23405266,0.00000000,0.34532243,0.51917734,0.32509718,0.00000000
-5.83791896,1.10788412,0.23946802,0.00000000,0.34789074,0.52633600,0.31986392,0.00000000
-5.83191596,1.12930928,0.24727502,0.00000000,0.35470071,0.53975007,0.31896527,0.00000000
-5.82591296,1.16376020,0.25730599,0.00000000,0.36573585,0.55929728,0.32241908,0.00000000
-5.81990995,1.21093676,0.26937174,0.00000000,0.38095079,0.58479525,0.33020870,0.00000000
-5.81390695,1.27042610,0.28326642,0.00000000,0.40027499,0.61600700,0.34228568,0.00000000
-5.80790395,1.34171709,0.29877320,0.00000000,0.42361775,0.65264811,0.35857323,0.00000000
-5.80190095,1.42421809,0.31567069,0.00000000,0.45087442,0.69439532,0.37897057,0.00000000
-5.79589795,1.51727760,0.33373978,0.00000000,0.48193357,0.74089648,0.40335800,0.00000000
-5.78989495,1.62020704,0.35277074,0.00000000,0.51668507,0.79178130,0.43160253,0.00000000
-5.78389195,1.73230519,0.37257013,0.00000000,0.55502857,0.84667293,0.46356413,0.00000000
