energy_ev,total_up,B_p_up,B_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,1.12757132,0.12047374,0.00000000,0.34040191,0.27709933,0.56996017,0.00000000
-5.99399700,1.20360024,0.12804006,0.00000000,0.36324211,0.29260753,0.61212597,0.00000000
-5.98799400,1.28348602,0.13638084,0.00000000,0.38701656,0.30992210,0.65566883,0.00000000
-5.98199100,1.36661042,0.14541771,0.00000000,0.41150727,0.32890191,0.70027051,0.00000000
-5.97598799,1.45230991,0.15505648,0.00000000,0.43648338,0.34937620,0.74560100,0.00000000
-5.96998499,1.53989632,0.16518986,0.00000000,0.46170829,0.37115064,0.79132763,0.00000000
-5.96398199,1.62867748,0.17570069,0.00000000,0.48694694,0.39401392,0.83712353,0.00000000
-5.95797899,1.71797665,0.18646555,0.00000000,0.51197288,0.41774471,0.88267531,0.00000000
-5.95197599,1.80715018,0.19735849,0.00000000,0.53657483,0.44211864,0.92768943,0.00000000
-5.94597299,1.89560229,0.20825496,0.00000000,0.56056253,0.46691505,0.97189711,0.00000000
-5.93996998,1.98279660,0.21903554,0.00000000,0.58377146,0.49192317,1.01505741,0.00000000
-5.93396698,2.06826366,0.22958949,0.00000000,0.60606649,0.51694749,1.05695866,0.00000000
-5.92796398,2.15160447,0.23981785,0.00000000,0.62734398,0.54181197,1.09741793,0.00000000
-5.92196098,2.23248966,0.24963600,0.00000000,0.64753255,0.56636300,1.13627896,0.00000000
-5.91595798,2.31065459,0.25897552,0.00000000,0.66659230,0.59047082,1.17340854,0.00000000
-5.90995498,2.38589064,0.26778519,0.00000000,0.68451249,0.61402941,1.20869169,0.00000000
-5.90395198,2.45803326,0.27603127,0.00000000,0.70130792,0.63695482,1.24202610,0.00000000
-5.89794897,2.52694748,0.28369668,0.00000000,0.71701407,0.65918192,1.27331595,0.00000000
-5.89194597,2.59251169,0.29077954,0.00000000,0.73168129,0.68066000,1.30246588,0.00000000
-5.88594297,2.65460073,0.29729074,0.00000000,0.74536811,0.70134717,1.32937520,0.00000000
-5.87993997,2.71306922,0.30325097,0.00000000,0.75813439,0.72120416,1.35393291,0.00000000
-5.87393697,2.76773630,0.30868718,0.00000000,0.77003414,0.74018779,1.37601381,0.00000000
-5.86793397,2.81837265,0.31362885,0.00000000,0.78110880,0.75824461,1.39547605,0.00000000
-5.86193097,2.86469088,0.31810403,0.00000000,0.79138114,0.77530518,1.41216023,0.00000000
-5.85592796,2.90633993,0.32213579,0.00000000,0.80085005,0.79127944,1.42589031,0.00000000
-5.84992496,2.94290425,0.32573890,0.00000000,0.80948675,0.80605350,1.43647630,0.00000000
-5.84392196,2.97390800,0.32891727,0.00000000,0.81723247,0.81948841,1.44371869,0.00000000
-5.83791896,2.99882450,0.33166215,0.00000000,0.82399790,0.83142085,1.44741456,0.00000000
-5.83191596,3.01709084,0.33395139,0.00000000,0.82966452,0.84166614,1.44736506,0.00000000
-5.82591296,3.02812711,0.33574968,0.00000000,0.83408782,0.85002336,1.44338402,0.00000000
-5.81990995,3.03135969,0.33700992,0.00000000,0.83710233,0.85628263,1.43530738,0.00000000
-5.81390695,3.02624770,0.33767565,0.00000000,0.83852837,0.86023404,1.42300291,0.00000000
-5.80790395,3.01231140,0.33768444,0.00000000,0.83818015,0.86167809,1.40637995,0.00000000
-5.80190095,2.98916142,0.33697204,0.00000000,0.83587512,0.86043695,1.38539860,0.00000000
-5.79589795,2.95652733,0.33547713,0.00000000,0.83144385,0.85636610,1.36007808,0.00000000
-5.78989495,2.91428438,0.33314644,0.00000000,0.82474038,0.84936572,1.33050366,0.00000000
-5.78389195,2.86247695,0.32993987,0.00000000,0.81565222,0.83939118,1.29683201,0.00000000
-5.77788894,2.80133760,0.32583551,0.00000000,0.80410979,0.82646213,1.25929465,0.00000000
-5.77188594,2.73130074,0.32083407,0.00000000,0.79009470,0.81066965,1.21819925,0.00000000
-5.76588294,2.65301015,0.31496266,0.00000000,0.77364657,0.79218100,1.17392864,0.00000000
-5.75987994,2.56731979,0.30827763,0.00000000,0.75486790,0.77124178,1.12693775,0.00000000
-5.75387694,2.47528776,0.30086626,0.00000000,0.73392690,0.74817513,1.07774821,0.00000000
-5.74787394,2.37816335,0.29284728,0.00000000,0.71105796,0.72337807,1.02694106,0.00000000
-5.74187094,2.27736764,0.28437005,0.00000000,0.68655976,0.69731503,0.97514760,0.00000000
-5.73586793,2.17446803,0.27561247,0.00000000,0.66079102,0.67050858,0.92303874,0.00000000
-5.72986493,2.07114764,0.26677759,0.00000000,0.63416396,0.64352792,0.87131315,0.00000000
-5.72386193,1.96917019,0.25808911,0.00000000,0.60713573,0.61697525,0.82068447,0.00000000
-5.71785893,1.87034170,0.24978577,0.00000000,0.58019800,0.59147061,0.77186797,0.00000000
-5.71185593,1.77646968,0.24211495,0.00000000,0.55386511,0.56763550,0.72556687,0.00000000
-5.70585293,1.68932110,0.23532555,0.00000000,0.52866112,0.54607600,0.68245875,0.00000000
-5.69984992,1.61058017,0.22966040,0.00000000,0.50510605,0.52736565,0.64318212,0.00000000
-5.69384692,1.54180665,0.22534851,0.00000000,0.48370187,0.51202866,0.60832344,0.00000000
-5.68784392,1.48439603,0.22259733,0.00000000,0.46491860,0.50052404,0.57840480,0.00000000
-5.68184092,1.43954213,0.22158521,0.00000000,0.44918072,0.49323091,0.55387237,0.00000000
-5.67583792,1.40820309,0.22245445,0.00000000,0.43685458,0.49043547,0.53508587,0.00000000
-5.66983492,1.39107156,0.22530508,0.00000000,0.42823693,0.49232011,0.52230905,0.00000000
-5.66383192,1.38854979,0.23018950,0.00000000,0.42354491,0.49895484,0.51570152,0.00000000
-5.65782891,1.40073041,0.23710847,0.00000000,0.42290787,0.51029147,0.51531208,0.00000000
-5.65182591,1.42738353,0.24600829,0.00000000,0.42636129,0.52616075,0.52107366,0.00000000
-5.64582291,1.46795092,0.25677959,0.00000000,0.43384288,0.54627273,0.53280028,0.00000000
-5.63981991,1.52154764,0.26925771,0.00000000,0.44519118,0.57022036,0.55018615,0.00000000
-5.63381691,1.58697187,0.28322479,0.00000000,0.46014676,0.59748653,0.57280723,0.00000000
-5.62781391,1.66272299,0.29841359,0.00000000,0.47835603,0.62745445,0.60012545,0.00000000
-5.62181091,1.74702820,0.31451306,0.00000000,0.49937779,0.65942122,0.63149582,0.00000000
-5.61580790,1.83787739,0.33117539,0.00000000,0.52269236,0.69261442,0.66617654,0.00000000
-5.60980490,1.93306604,0.34802470,0.00000000,0.54771314,0.72621126,0.70334206,0.00000000
-5.60380190,2.03024511,0.36466673,0.00000000,0.57380054,0.75935986,0.74209913,0.00000000
-5.59779890,2.12697709,0.38069966,0.00000000,0.60027769,0.79120205,0.78150551,0.00000000
-5.59179590,2.22079660,0.39572543,0.00000000,0.62644773,0.82089698,0.82059100,0.00000000
-5.58579290,2.30927386,0.40936126,0.00000000,0.65161221,0.84764474,0.85838030,0.00000000
-5.57978989,2.39007903,0.42125106,0.00000000,0.67508980,0.87070932,0.89391691,0.00000000
-5.57378689,2.46104525,0.43107615,0.00000000,0.69623499,0.88943982,0.92628757,0.00000000
-5.56778389,2.52022813,0.43856505,0.00000000,0.71445598,0.90328944,0.95464606,0.00000000
-5.56178089,2.56595945,0.44350180,0.00000000,0.72923123,0.91183127,0.97823571,0.00000000
-5.55577789,2.59689303,0.44573268,0.00000000,0.74012390,0.91477045,0.99640967,0.00000000
-5.54977489,2.61204092,0.44517089,0.00000000,0.74679395,0.91195218,1.00864807,0.00000000
-5.54377189,2.61079855,0.44179920,0.00000000,0.74900715,0.90336534,1.01457137,0.00000000
-5.53776888,2.59295773,0.43567033,0.00000000,0.74664085,0.88914162,1.01394932,0.00000000
-5.53176588,2.55870720,0.42690526,0.00000000,0.73968632,0.86955026,1.00670521,0.00000000
-5.52576288,2.50862066,0.41568943,0.00000000,0.72824753,0.84498878,0.99291503,0.00000000
-5.51975988,2.44363297,0.40226717,0.00000000,0.71253658,0.81597003,0.97280189,0.00000000
-5.51375688,2.36500577,0.38693448,0.00000000,0.69286589,0.78310640,0.94672562,0.00000000
-5.50775388,2.27428387,0.37003071,0.00000000,0.66963772,0.74709159,0.91516836,0.00000000
-5.50175088,2.17324463,0.35192924,0.00000000,0.64333123,0.70868109,0.87871657,0.00000000
-5.49574787,2.06384223,0.33302781,0.00000000,0.61448790,0.66867181,0.83804032,0.00000000
-5.48974487,1.94814930,0.31373859,0.00000000,0.58369572,0.62788183,0.79387091,0.00000000
-5.48374187,1.82829819,0.29447852,0.00000000,0.55157278,0.58713087,0.74697748,0.00000000
-5.47773887,1.70642380,0.27566013,0.00000000,0.51875090,0.54722202,0.69814394,0.00000000
-5.47173587,1.58461017,0.25768304,0.00000000,0.48585980,0.50892523,0.64814672,0.00000000
-5.46573287,1.46484217,0.24092628,0.00000000,0.45351220,0.47296279,0.59773444,0.00000000
-5.45972986,1.34896358,0.22574158,0.00000000,0.42229033,0.43999700,0.54761004,0.00000000
-5.45372686,1.23864240,0.21244754,0.00000000,0.39273397,0.41062000,0.49841582,0.00000000
-5.44772386,1.13534367,0.20132477,0.00000000,0.36533037,0.38534560,0.45072190,0.00000000
-5.44172086,1.04030991,0.19261177,0.00000000,0.34050594,0.36460314,0.40501800,0.00000000
-5.43571786,0.95454882,0.18650161,0.00000000,0.31861974,0.34873278,0.36170884,0.00000000
-5.42971486,0.87882768,0.18313919,0.00000000,0.29995887,0.33798231,0.32111269,0.00000000
-5.42371186,0.81367372,0.18261900,0.00000000,0.28473535,0.33250502,0.28346302,0.00000000
-5.41770885,0.75937962,0.18498336,0.00000000,0.27308462,0.33235849,0.24891271,0.00000000
-5.41170585,0.71601324,0.19022116,0.00000000,0.26506537,0.33750424,0.21754041,0.00000000
-5.40570285,0.68343073,0.19826692,0.00000000,0.26066061,0.34780807,0.18935864,0.00000000
-5.39969985,0.66129243,0.20900056,0.00000000,0.25977987,0.36304131,0.16432295,0.00000000
-5.39369685,0.64908075,0.22224763,0.00000000,0.26226250,0.38288298,0.14234179,0.00000000
-5.38769385,0.64611970,0.23778048,0.00000000,0.26788205,0.40692312,0.12328665,0.00000000
-5.38169085,0.65159574,0.25532033,0.00000000,0.27635151,0.43466763,0.10700199,0.00000000
-5.37568784,0.66457961,0.27454048,0.00000000,0.28732980,0.46554464,0.09331466,0.00000000
-5.36968484,0.68404920,0.29507076,0.00000000,0.30042910,0.49891294,0.08204259,0.00000000
-5.36368184,0.70891314,0.31650342,0.00000000,0.31522326,0.53407242,0.07300253,0.00000000
-5.35767884,0.73803517,0.33840037,0.00000000,0.33125727,0.57027670,0.06601664,0.00000000
-5.35167584,0.77025903,0.36030185,0.00000000,0.34805745,0.60674782,0.06091791,0.00000000
-5.34567284,0.80443363,0.38173633,0.00000000,0.36514247,0.64269287,0.05755446,0.00000000
-5.33966983,0.83943823,0.40223142,0.00000000,0.38203492,0.67732215,0.05579250,0.00000000
-5.33366683,0.87420701,0.42132559,0.00000000,0.39827302,0.70986844,0.05551817,0.00000000
-5.32766383,0.90775249,0.43858014,0.00000000,0.41342233,0.73960656,0.05663835,0.00000000
-5.32166083,0.93918727,0.45359121,0.00000000,0.42708698,0.76587279,0.05908031,0.00000000
-5.31565783,0.96774305,0.46600106,0.00000000,0.43892002,0.78808306,0.06279049,0.00000000
-5.30965483,0.99278653,0.47550840,0.00000000,0.44863253,0.80574934,0.06773246,0.00000000
-5.30365183,1.01383131,0.48187720,0.00000000,0.45600107,0.81849327,0.07388413,0.00000000
-5.29764882,1.03054525,0.48494344,0.00000000,0.46087322,0.82605660,0.08123441,0.00000000
-5.29164582,1.04275298,0.48461971,0.00000000,0.46317085,0.82830759,0.08977942,0.00000000
-5.28564282,1.05043322,0.48089724,0.00000000,0.46289098,0.82524336,0.09951840,0.00000000
-5.27963982,1.05371107,0.47384526,0.00000000,0.46010430,0.81698771,0.11044954,0.00000000
-5.27363682,1.05284552,0.46360776,0.00000000,0.45495117,0.80378473,0.12256586,0.00000000
-5.26763382,1.04821258,0.45039786,0.00000000,0.44763549,0.78598827,0.13585129,0.00000000
-5.26163082,1.04028503,0.43448976,0.00000000,0.43841654,0.76404795,0.15027722,0.00000000
-5.25562781,1.02960948,0.41620904,0.00000000,0.42759926,0.73849217,0.16579958,0.00000000
-5.24962481,1.01678192,0.39592140,0.00000000,0.41552330,0.70990903,0.18235668,0.00000000
-5.24362181,1.00242283,0.37402055,0.00000000,0.40255134,0.67892607,0.19986789,0.00000000
-5.23761881,0.98715297,0.35091572,0.00000000,0.38905718,0.64618949,0.21823321,0.00000000
-5.23161581,0.97157090,0.32701930,0.00000000,0.37541398,0.61234412,0.23733386,0.00000000
-5.22561281,0.95623307,0.30273508,0.00000000,0.36198317,0.57801450,0.25703384,0.00000000
-5.21960980,0.94163724,0.27844760,0.00000000,0.34910426,0.54378821,0.27718227,0.00000000
-5.21360680,0.92820969,0.25451288,0.00000000,0.33708604,0.51020159,0.29761668,0.00000000
-5.20760380,0.91629650,0.23125080,0.00000000,0.32619915,0.47772857,0.31816676,0.00000000
-5.20160080,0.90615884,0.20893939,0.00000000,0.31667032,0.44677257,0.33865870,0.00000000
-5.19559780,0.89797217,0.18781094,0.00000000,0.30867827,0.41766160,0.35891953,0.00000000
-5.18959480,0.89182877,0.16805002,0.00000000,0.30235120,0.39064647,0.37878167,0.00000000
-5.18359180,0.88774326,0.14979322,0.00000000,0.29776589,0.36590172,0.39808702,0.00000000
-5.17758879,0.88566032,0.13313051,0.00000000,0.29494816,0.34352901,0.41669065,0.00000000
-5.17158579,0.88546401,0.11810794,0.00000000,0.29387467,0.32356251,0.43446393,0.00000000
-5.16558279,0.88698793,0.10473141,0.00000000,0.29447582,0.30597574,0.45129670,0.00000000
-5.15957979,0.89002578,0.09297125,0.00000000,0.29663957,0.29068946,0.46709879,0.00000000
-5.15357679,0.89434170,0.08276737,0.00000000,0.30021608,0.27758019,0.48180056,0.00000000
-5.14757379,0.89967992,0.07403468,0.00000000,0.30502306,0.26648878,0.49535263,0.00000000
-5.14157079,0.90577377,0.06666857,0.00000000,0.31085155,0.25722896,0.50772500,0.00000000
-5.13556778,0.91235353,0.06055022,0.00000000,0.31747221,0.24959538,0.51890544,0.00000000
-5.12956478,0.91915342,0.05555168,0.00000000,0.32464195,0.24337110,0.52889768,0.00000000
-5.12356178,0.92591765,0.05154045,0.00000000,0.33211069,0.23833431,0.53771923,0.00000000
-5.11755878,0.93240570,0.04838358,0.00000000,0.33962832,0.23426430,0.54539931,0.00000000
-5.11155578,0.93839698,0.04595129,0.00000000,0.34695168,0.23094673,0.55197689,0.00000000
-5.10555278,0.94369507,0.04411989,0.00000000,0.35385139,0.22817800,0.55749902,0.00000000
