energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.83791896,2.37155985,-2.12190579,1.02382925,-1.46240472,1.21813286,-0.40982277,0.00403393,-0.00679128,0.74564162,-0.14362987,0.00411729,-0.05220624,0.35124102,-1.22288538
-5.83191596,2.23614754,-2.16748958,0.95505605,-1.51353410,1.15484852,-0.41829651,0.00374369,-0.00666754,0.69760663,-0.14846311,0.00377769,-0.05115787,0.33684085,-1.24895244
-5.82591296,2.10761372,-2.20434875,0.89103516,-1.55830844,1.09366682,-0.42519236,0.00345192,-0.00650929,0.65227071,-0.15262198,0.00350012,-0.04987179,0.32308747,-1.27005176
-5.81990995,1.98667111,-2.23177156,0.83196365,-1.59585686,1.03498095,-0.43038990,0.00316222,-0.00631931,0.60974507,-0.15601889,0.00328527,-0.04837602,0.31020364,-1.28579170
-5.81390695,1.87391448,-2.24925571,0.77796877,-1.62546577,0.97913067,-0.43380478,0.00287789,-0.00610083,0.57008121,-0.15858032,0.00313358,-0.04670204,0.29842087,-1.29590318
-5.80790395,1.76983351,-2.25652100,0.72911961,-1.64659822,0.92640644,-0.43539094,0.00260193,-0.00585743,0.53327999,-0.16024908,0.00304536,-0.04488404,0.28797611,-1.30024636
-5.80190095,1.67482585,-2.25351518,0.68543853,-1.65890800,0.87705416,-0.43514153,0.00233694,-0.00559295,0.49930126,-0.16098588,0.00302080,-0.04295787,0.27910774,-1.29881322
-5.79589795,1.58920963,-2.24041266,0.64691191,-1.66224748,0.83128035,-0.43308876,0.00208511,-0.00531137,0.46807357,-0.16077054,0.00306003,-0.04096018,0.27205095,-1.29172595
-5.78989495,1.51323461,-2.21760586,0.61349964,-1.65666888,0.78925718,-0.42930234,0.00184822,-0.00501674,0.43950350,-0.15960255,0.00316309,-0.03892742,0.26703271,-1.27923100
-5.78389195,1.44709136,-2.18568943,0.58514313,-1.64241878,0.75112704,-0.42388685,0.00162758,-0.00471306,0.41348416,-0.15750095,0.00332989,-0.03689497,0.26426646,-1.26168900
-5.77788894,1.39091818,-2.14543756,0.56177156,-1.61992613,0.71700645,-0.41697771,0.00142413,-0.00440425,0.38990266,-0.15450370,0.00356017,-0.03489629,0.26394675,-1.23956069
-5.77188594,1.34480552,-2.09777541,0.54330639,-1.58978399,0.68698916,-0.40873629,0.00123837,-0.00409400,0.36864619,-0.15066631,0.00385341,-0.03296212,0.26624398,-1.21338952
-5.76588294,1.30879812,-2.04374561,0.52966406,-1.55272603,0.66114815,-0.39934400,0.00107050,-0.00378578,0.34960671,-0.14606004,0.00420878,-0.03111988,0.27129957,-1.18378151
-5.75987994,1.28289515,-1.98447106,0.52075726,-1.50959860,0.63953683,-0.38899583,0.00092036,-0.00348272,0.33268419,-0.14076951,0.00462501,-0.02939300,0.27922173,-1.15138309
-5.75387694,1.26704877,-1.92111577,0.51649479,-1.46132972,0.62218937,-0.37789340,0.00078756,-0.00318763,0.31778836,-0.13489002,0.00510038,-0.02780060,0.29008206,-1.11685800
-5.74787394,1.26116172,-1.85484519,0.51678053,-1.40889629,0.60912033,-0.36623804,0.00067150,-0.00290292,0.30483922,-0.12852454,0.00563262,-0.02635708,0.30391319,-1.08086410
-5.74187094,1.26508473,-1.78678776,0.52151169,-1.35329095,0.60032391,-0.35422401,0.00057143,-0.00263064,0.29376654,-0.12178059,0.00621892,-0.02507204,0.32070762,-1.04403112
-5.73586793,1.27861423,-1.71799945,0.53057680,-1.29549013,0.59577297,-0.34203226,0.00048649,-0.00237242,0.28450836,-0.11476711,0.00685591,-0.02395013,0.34041785,-1.00694033
-5.72986493,1.30149108,-1.64943256,0.54385374,-1.23642444,0.59541820,-0.32982499,0.00041578,-0.00212951,0.27700900,-0.10759144,0.00753973,-0.02299125,0.36295782,-0.97010698
-5.72386193,1.33340076,-1.58191026,0.56120790,-1.17695275,0.59918741,-0.31774122,0.00035836,-0.00190277,0.27121666,-0.10035654,0.00826614,-0.02219071,0.38820570,-0.93396626
-5.71785893,1.37397537,-1.51610775,0.58249096,-1.11784092,0.60698545,-0.30589361,0.00031336,-0.00169272,0.26708092,-0.09315850,0.00903059,-0.02153960,0.41600787,-0.89886326
-5.71185593,1.42279745,-1.45254071,0.60754002,-1.05974573,0.61869454,-0.29436661,0.00027993,-0.00149954,0.26455035,-0.08608456,0.00982846,-0.02102523,0.44618397,-0.86504739
-5.70585293,1.47940562,-1.39156132,0.63617735,-1.00320459,0.63417520,-0.28321599,0.00025730,-0.00132313,0.26357024,-0.07921151,0.01065522,-0.02063171,0.47853266,-0.83267126
-5.69984992,1.54330163,-1.33336171,0.66821056,-0.94863111,0.65326772,-0.27246976,0.00024480,-0.00116313,0.26408081,-0.07260470,0.01150668,-0.02034056,0.51283801,-0.80179400
-5.69384692,1.61395843,-1.27798445,0.70343305,-0.89631620,0.67579397,-0.26213033,0.00024185,-0.00101898,0.26601570,-0.06631747,0.01237921,-0.02013139,0.54887590,-0.77238863
-5.68784392,1.69082841,-1.22533907,0.74162450,-0.84643441,0.70155942,-0.25217786,0.00024795,-0.00088991,0.26930091,-0.06039121,0.01327000,-0.01998264,0.58642029,-0.74435292
-5.68184092,1.77335133,-1.17522373,0.78255129,-0.79905472,0.73035515,-0.24257447,0.00026271,-0.00077504,0.27385411,-0.05485582,0.01417725,-0.01987235,0.62524885,-0.71752316
-5.67583792,1.86096099,-1.12735059,0.82596651,-0.75415488,0.76195951,-0.23326914,0.00028579,-0.00067340,0.27958422,-0.04973067,0.01510035,-0.01977880,0.66514770,-0.69168990
-5.66983492,1.95309012,-1.08137353,0.87160946,-0.71163841,0.79613949,-0.22420302,0.00031691,-0.00058393,0.28639124,-0.04502587,0.01604003,-0.01968132,0.70591489,-0.66661480
-5.66383192,2.04917288,-1.03691667,0.91920455,-0.67135304,0.83265124,-0.21531484,0.00035583,-0.00050556,0.29416629,-0.04074393,0.01699838,-0.01956080,0.74736248,-0.64204775
-5.65782891,2.14864463,-0.99360242,0.96845946,-0.63310982,0.87124001,-0.20654620,0.00040230,-0.00043722,0.30279166,-0.03688162,0.01797887,-0.01940035,0.78931701,-0.61774336
-5.65182591,2.25093898,-0.95107758,1.01906290,-0.59670158,0.91163927,-0.19784646,0.00045607,-0.00037786,0.31214096,-0.03343200,0.01898621,-0.01918567,0.83161845,-0.59347597
-5.64582291,2.35548210,-0.90903661,1.07068184,-0.56192023,0.95356915,-0.18917712,0.00051683,-0.00032646,0.32207931,-0.03038654,0.02002614,-0.01890547,0.87411758,-0.56905265
-5.63981991,2.46168503,-0.86724104,1.12295880,-0.52857199,0.99673439,-0.18051537,0.00058421,-0.00028207,0.33246354,-0.02773739,0.02110513,-0.01855163,0.91667218,-0.54432358
-5.63381691,2.56893431,-0.82553460,1.17550934,-0.49649017,1.04082196,-0.17185692,0.00065774,-0.00024382,0.34314247,-0.02547950,0.02223001,-0.01811933,0.95914217,-0.51918956
-5.62781391,2.67658227,-0.78385363,1.22792036,-0.46554506,1.08549883,-0.16321793,0.00073684,-0.00021090,0.35395743,-0.02361287,0.02340748,-0.01760705,1.00138417,-0.49360641
-5.62181091,2.78393758,-0.74223301,1.27974943,-0.43565102,1.13041004,-0.15463610,0.00082082,-0.00018258,0.36474287,-0.02214463,0.02464359,-0.01701638,1.04324591,-0.46758645
-5.61580790,2.89025744,-0.70080766,1.33052571,-0.40677066,1.17517759,-0.14617098,0.00090884,-0.00015823,0.37532742,-0.02109109,0.02594319,-0.01635184,1.08456090,-0.44119708
-5.60980490,2.99474233,-0.65981016,1.37975281,-0.37891636,1.21940037,-0.13790360,0.00099994,-0.00013728,0.38553528,-0.02047969,0.02730936,-0.01562052,1.12514389,-0.41455692
-5.60380190,3.09653424,-0.61956519,1.42691364,-0.35214963,1.26265552,-0.12993556,0.00109303,-0.00011926,0.39518814,-0.02035080,0.02874288,-0.01483168,1.16478741,-0.38782995
-5.59779890,3.19471919,-0.58048143,1.47147758,-0.32657851,1.30450133,-0.12238763,0.00118688,-0.00010375,0.40410752,-0.02075948,0.03024170,-0.01399634,1.20325983,-0.36121806
-5.59179590,3.28833433,-0.54304171,1.51290968,-0.30235363,1.34448182,-0.11539815,0.00128022,-0.00009041,0.41211775,-0.02177698,0.03180058,-0.01312678,1.24030515,-0.33495271
-5.58579290,3.37638000,-0.50779226,1.55068194,-0.27966338,1.38213304,-0.10912117,0.00137165,-0.00007895,0.41904928,-0.02349211,0.03341076,-0.01223606,1.27564453,-0.30928604
-5.57978989,3.45783632,-0.47533143,1.58428600,-0.25872856,1.41699082,-0.10372455,0.00145978,-0.00006915,0.42474253,-0.02601237,0.03505986,-0.01133761,1.30897982,-0.28448213
-5.57378689,3.53168403,-0.44629881,1.61324701,-0.23979690,1.44859998,-0.09938811,0.00154321,-0.00006081,0.42905187,-0.02946479,0.03673180,-0.01044475,1.33999871,-0.26080871
-5.56778389,3.59692871,-0.42136466,1.63713788,-0.22313772,1.47652437,-0.09630167,0.00162057,-0.00005379,0.43184981,-0.03399633,0.03840708,-0.00957033,1.36838147,-0.23852964
-5.56178089,3.65262735,-0.40122023,1.65559334,-0.20903696,1.50035762,-0.09466323,0.00169059,-0.00004797,0.43303108,-0.03977392,0.04006306,-0.00872641,1.39380892,-0.21789854
-5.55577789,3.69791614,-0.38656868,1.66832306,-0.19779247,1.51973402,-0.09467703,0.00175211,-0.00004328,0.43251647,-0.04698385,0.04167448,-0.00792401,1.41597125,-0.19915346
-5.54977489,3.73203829,-0.37811656,1.67512323,-0.18970971,1.53433906,-0.09655158,0.00180415,-0.00003964,0.43025623,-0.05583052,0.04321420,-0.00717289,1.43457739,-0.18251284
-5.54377189,3.75437058,-0.37656561,1.67588597,-0.18509758,1.54391935,-0.10049742,0.00184592,-0.00003701,0.42623276,-0.06653443,0.04465396,-0.00648143,1.44936433,-0.16817259
-5.53776888,3.76444741,-0.38260433,1.67060614,-0.18426423,1.54829135,-0.10672462,0.00187685,-0.00003536,0.42046257,-0.07932930,0.04596531,-0.00585659,1.46010637,-0.15630405
-5.53176588,3.76198154,-0.39689897,1.65938520,-0.18751264,1.54734870,-0.11543991,0.00189665,-0.00003468,0.41299735,-0.09445823,0.04712061,-0.00530383,1.46662347,-0.14705283
-5.52576288,3.74688054,-0.42008357,1.64243191,-0.19513562,1.54106790,-0.12684326,0.00190527,-0.00003496,0.40392389,-0.11216892,0.04809403,-0.00482721,1.46878894,-0.14053805
-5.51975988,3.71925846,-0.45274853,1.62006002,-0.20741010,1.52951213,-0.14112401,0.00190293,-0.00003619,0.39336317,-0.13270785,0.04886252,-0.00442938,1.46653579,-0.13685202
-5.51375688,3.67944227,-0.49542766,1.59268285,-0.22459045,1.51283320,-0.15845636,0.00189014,-0.00003838,0.38146824,-0.15631359,0.04940679,-0.00411172,1.45986192,-0.13605982
-5.50775388,3.62797316,-0.54858343,1.56080534,-0.24690083,1.49127155,-0.17899445,0.00186763,-0.00004152,0.36842130,-0.18320923,0.04971208,-0.00387438,1.44883387,-0.13819890
-5.50175088,3.56560254,-0.61259072,1.52501368,-0.27452650,1.46515454,-0.20286695,0.00183638,-0.00004562,0.35442978,-0.21359413,0.04976884,-0.00371642,1.43358915,-0.14327838
-5.49574787,3.49328326,-0.68771931,1.48596322,-0.30760424,1.43489288,-0.23017138,0.00179757,-0.00005067,0.33972186,-0.24763524,0.04957324,-0.00363590,1.41433713,-0.15127802
-5.48974487,3.41215622,-0.77411570,1.44436490,-0.34621222,1.40097559,-0.26096837,0.00175254,-0.00005667,0.32454129,-0.28545824,0.04912747,-0.00362998,1.39135847,-0.16214700
-5.48374187,3.32353300,-0.87178498,1.40097094,-0.39035963,1.36396353,-0.29527611,0.00170276,-0.00006361,0.30914193,-0.32713881,0.04843978,-0.00369499,1.36500318,-0.17580246
-5.47773887,3.22887488,-0.98057375,1.35656003,-0.43997664,1.32448165,-0.33306517,0.00164976,-0.00007148,0.29378213,-0.37269452,0.04752436,-0.00382650,1.33568727,-0.19212807
-5.47173587,3.12976890,-1.10015518,1.31192255,-0.49490525,1.28321012,-0.37425414,0.00159512,-0.00008024,0.27871894,-0.42207755,0.04640099,-0.00401944,1.30388796,-0.21097279
-5.46573287,3.02790125,-1.23001721,1.26784603,-0.55489167,1.24087447,-0.41870626,0.00154041,-0.00008989,0.26420271,-0.47516876,0.04509442,-0.00426812,1.27013759,-0.23215017
-5.45972986,2.92502866,-1.36945508,1.22510117,-0.61958092,1.19823479,-0.46622733,0.00148712,-0.00010037,0.25047181,-0.53177347,0.04363372,-0.00456633,1.23501608,-0.25543831
-5.45372686,2.82294796,-1.51756920,1.18442858,-0.68851437,1.15607408,-0.51656523,0.00143668,-0.00011168,0.23774788,-0.59161927,0.04205134,-0.00490742,1.19914206,-0.28058097
-5.44772386,2.72346442,-1.67326919,1.14652627,-0.76113050,1.11518592,-0.56941108,0.00139036,-0.00012378,0.22623159,-0.65435601,0.04038214,-0.00528436,1.16316260,-0.30728988
-5.44172086,2.62835914,-1.83528456,1.11203806,-0.83676969,1.07636139,-0.62440227,0.00134930,-0.00013666,0.21609901,-0.71955839,0.03866239,-0.00568990,1.12774171,-0.33524855
-5.43571786,2.53935593,-2.00218242,1.08154291,-0.91468287,1.04037544,-0.68112729,0.00131445,-0.00015033,0.20749868,-0.78673092,0.03692864,-0.00611664,1.09354766,-0.36411760
-5.42971486,2.45808822,-2.17239202,1.05554514,-0.99404441,1.00797285,-0.73913225,0.00128657,-0.00016481,0.20054926,-0.85531539,0.03521678,-0.00655721,1.06123934,-0.39354170
-5.42371186,2.38606642,-2.34423569,1.03446581,-1.07396891,0.97985396,-0.79792907,0.00126623,-0.00018018,0.19533801,-0.92470064,0.03356099,-0.00700443,1.03145186,-0.42315791
-5.41770885,2.32464650,-2.51596514,1.01863510,-1.15353138,0.95666036,-0.85700483,0.00125380,-0.00019653,0.19191990,-0.99423423,0.03199291,-0.00745148,1.00478186,-0.45260532
-5.41170585,2.27500042,-2.68580210,1.00828601,-1.23179035,0.93896095,-0.91583220,0.00124947,-0.00021404,0.19031733,-1.06323574,0.03054088,-0.00789208,0.98177277,-0.48153557
-5.40570285,2.23808917,-2.85198160,1.00354957,-1.30781293,0.92723862,-0.97388032,0.00125326,-0.00023294,0.19052060,-1.13101121,0.02922938,-0.00832069,0.96290064,-0.50962378
-5.39969985,2.21463939,-3.01279615,1.00445153,-1.38070076,0.92187804,-1.03062590,0.00126506,-0.00025354,0.19248894,-1.19686802,0.02807856,-0.00873270,0.94856093,-0.53657962
-5.39369685,2.20512430,-3.16663897,1.01091108,-1.44961584,0.92315490,-1.08556395,0.00128461,-0.00027622,0.19615207,-1.26012991,0.02710398,-0.00912459,0.93905687,-0.56215759
-5.38769385,2.20974981,-3.31204437,1.02274158,-1.51380497,0.93122713,-1.13821784,0.00131158,-0.00030148,0.20141237,-1.32015131,0.02631655,-0.00949405,0.93458989,-0.58616628
-5.38169085,2.22844654,-3.44772347,1.03965347,-1.57262166,0.94612846,-1.18814821,0.00134556,-0.00032989,0.20814746,-1.37633067,0.02572255,-0.00984011,0.93525256,-0.60847586
-5.37568784,2.26086838,-3.57259362,1.06125969,-1.62554449,0.96776471,-1.23496059,0.00138612,-0.00036213,0.21621323,-1.42812226,0.02532384,-0.01016319,0.94102445,-0.62902332
-5.36968484,2.30639792,-3.68580045,1.08708338,-1.67219101,0.99591315,-1.27831129,0.00143280,-0.00039897,0.22544726,-1.47504604,0.02511820,-0.01046507,0.95177117,-0.64781503
-5.36368184,2.36415891,-3.78673133,1.11656800,-1.71232655,1.03022504,-1.31791163,0.00148518,-0.00044126,0.23567248,-1.51669552,0.02509973,-0.01074889,0.96724687,-0.66492640
-5.35767884,2.43303576,-3.87502020,1.14908955,-1.74586739,1.07023158,-1.35353043,0.00154284,-0.00048992,0.24670109,-1.55274334,0.02525935,-0.01101897,0.98709995,-0.68049839
-5.35167584,2.51169941,-3.95054339,1.18397075,-1.77287842,1.11535299,-1.38499474,0.00160544,-0.00054590,0.25833862,-1.58294463,0.02558535,-0.01128069,1.01088215,-0.69473088
-5.34567284,2.59863905,-4.01340728,1.22049663,-1.79356523,1.16491080,-1.41218905,0.00167265,-0.00061021,0.27038795,-1.60713834,0.02606389,-0.01154022,1.03806047,-0.70787317
-5.33966983,2.69219859,-4.06392839,1.25793112,-1.80826126,1.21814277,-1.43505325,0.00174421,-0.00068381,0.28265336,-1.62524658,0.02667962,-0.01180424,1.06803151,-0.72021186
-5.33366683,2.79061669,-4.10260742,1.29553405,-1.81741063,1.27422005,-1.45357938,0.00181990,-0.00076762,0.29494430,-1.63727245,0.02741611,-0.01207967,1.10013784,-0.73205661
-5.32766383,2.89206875,-4.13009847,1.33257797,-1.82154764,1.33226597,-1.46780774,0.00189951,-0.00086249,0.30707893,-1.64329649,0.02825637,-0.01237326,1.13368546,-0.74372447
-5.32166083,2.99470958,-4.14717545,1.36836405,-1.82127395,1.39137585,-1.47782240,0.00198285,-0.00096912,0.31888726,-1.64347217,0.02918320,-0.01269130,1.16796188,-0.75552354
-5.31565783,3.09671486,-4.15469713,1.40223669,-1.81723465,1.45063694,-1.48374656,0.00206966,-0.00108800,0.33021377,-1.63802065,0.03017954,-0.01303924,1.20225391,-0.76773654
-5.30965483,3.19632014,-4.15357276,1.43359604,-1.81009426,1.50914792,-1.48573788,0.00215968,-0.00121943,0.34091945,-1.62722517,0.03122866,-0.01342139,1.23586458,-0.78060546
-5.30365183,3.29185581,-4.14472966,1.46190824,-1.80051389,1.56603717,-1.48398395,0.00225251,-0.00136341,0.35088331,-1.61142517,0.03231437,-0.01384065,1.26812847,-0.79431769
-5.29764882,3.38177701,-4.12908425,1.48671291,-1.78913043,1.62047916,-1.47869816,0.00234767,-0.00151962,0.36000307,-1.59101025,0.03342104,-0.01429827,1.29842502,-0.80899465
-5.29164582,3.46468763,-4.10751748,1.50762782,-1.77653854,1.67170858,-1.47011585,0.00244451,-0.00168740,0.36819536,-1.56641418,0.03453363,-0.01479367,1.32618933,-0.82468342
-5.28564282,3.53935782,-4.08085541,1.52435072,-1.76327621,1.71903166,-1.45849094,0.00254225,-0.00186572,0.37539513,-1.53810877,0.03563762,-0.01532437,1.35092031,-0.84135177
-5.27963982,3.60473502,-4.04985546,1.53665849,-1.74981403,1.76183462,-1.44409285,0.00263989,-0.00205316,0.38155468,-1.50659763,0.03671897,-0.01588602,1.37218602,-0.85888708
-5.27363682,3.65994860,-4.01519811,1.54440385,-1.73654855,1.79958919,-1.42720377,0.00273629,-0.00224789,0.38664202,-1.47240986,0.03776398,-0.01647237,1.38962644,-0.87709907
-5.26763382,3.70430887,-3.97748421,1.54751016,-1.72379944,1.83185532,-1.40811616,0.00283011,-0.00244776,0.39063900,-1.43609324,0.03875918,-0.01707550,1.40295374,-0.89572647
-5.26163082,3.73730116,-3.93723699,1.54596469,-1.71181041,1.85828130,-1.38713034,0.00291988,-0.00265023,0.39353921,-1.39820723,0.03969129,-0.01768602,1.41195050,-0.91444717
-5.25562781,3.75857613,-3.89490837,1.53981098,-1.70075332,1.87860191,-1.36455219,0.00300399,-0.00285249,0.39534574,-1.35931542,0.04054711,-0.01829331,1.41646640,-0.93289163
-5.24962481,3.76793758,-3.85088853,1.52914085,-1.69073501,1.89263480,-1.34069072,0.00308075,-0.00305150,0.39606904,-1.31997760,0.04131358,-0.01888591,1.41641366,-0.95065880
-5.24362181,3.76532881,-3.80551786,1.51408660,-1.68180627,1.90027590,-1.31585569,0.00314844,-0.00324404,0.39572501,-1.28074142,0.04197784,-0.01945181,1.41176195,-0.96733400
-5.23761881,3.75081887,-3.75910037,1.49481376,-1.67397222,1.90149420,-1.29035502,0.00320535,-0.00342683,0.39433333,-1.24213373,0.04252730,-0.01997894,1.40253315,-0.98250784
-5.23161581,3.72458963,-3.71191755,1.47151494,-1.66720359,1.89632651,-1.26449215,0.00324986,-0.00359661,0.39191627,-1.20465187,0.04294991,-0.02045545,1.38879631,-0.99579541
-5.22561281,3.68692433,-3.66424179,1.44440484,-1.66144809,1.88487242,-1.23856333,0.00328048,-0.00375022,0.38849794,-1.16875509,0.04323436,-0.02087018,1.37066314,-1.00685497
-5.21960980,3.63819838,-3.61634878,1.41371662,-1.65664165,1.86728993,-1.21285480,0.00329592,-0.00388471,0.38410398,-1.13485627,0.04337041,-0.02121299,1.34828426,-1.01540517
-5.21360680,3.57887220,-3.56852811,1.37969956,-1.65271868,1.84379176,-1.18764009,0.00329516,-0.00399743,0.37876179,-1.10331450,0.04334922,-0.02147508,1.32184624,-1.02124025
-5.20760380,3.50948632,-3.52109168,1.34261791,-1.64962130,1.81464229,-1.16317737,0.00327745,-0.00408614,0.37250113,-1.07442849,0.04316365,-0.02164928,1.29156931,-1.02424242
-5.20160080,3.43065812,-3.47437970,1.30275058,-1.64730709,1.78015518,-1.13970704,0.00324241,-0.00414904,0.36535503,-1.04843141,0.04280869,-0.02173027,1.25770570,-1.02439101
-5.19559780,3.34307971,-3.42876396,1.26039142,-1.64575523,1.74069121,-1.11744953,0.00318999,-0.00418486,0.35736097,-1.02548725,0.04228168,-0.02171472,1.22053823,-1.02176797
-5.18959480,3.24751612,-3.38464861,1.21584965,-1.64497091,1.69665621,-1.09660346,0.00312054,-0.00419291,0.34856206,-1.00568894,0.04158261,-0.02160147,1.18037901,-1.01655959
-5.18359180,3.14480287,-3.34246832,1.16945002,-1.64498798,1.64849852,-1.07734428,0.00303475,-0.00417309,0.33900827,-0.98905841,0.04071429,-0.02139147,1.13756785,-1.00905424
-5.17758879,3.03584234,-3.30268424,1.12153251,-1.64586993,1.59670582,-1.05982322,0.00293369,-0.00412588,0.32875744,-0.97554866,0.03968246,-0.02108784,1.09247003,-0.99963636
-5.17158579,2.92159798,-3.26577788,1.07245100,-1.64770911,1.54180085,-1.04416685,0.00281872,-0.00405236,0.31787596,-0.96504776,0.03849577,-0.02069578,1.04547342,-0.98877692
-5.16558279,2.80308594,-3.23224335,1.02257102,-1.65062455,1.48433589,-1.03047709,0.00269149,-0.00395413,0.30643911,-0.95738480,0.03716572,-0.02022244,0.99698446,-0.97702068
