energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.64582291,4.13592124,0.01776749,0.33695421,0.38358406,0.26394803,1.36418315,1.22569741,0.08497384,1.51596914
-5.63981991,4.07164948,0.01702750,0.31930005,0.38480325,0.25897311,1.27563598,1.20622724,0.08517416,1.51106574
-5.63381691,4.02471541,0.01638698,0.30384267,0.38777837,0.25434159,1.19825721,1.19404589,0.08544362,1.51037396
-5.62781391,3.99310688,0.01583741,0.29047243,0.39223585,0.24996071,1.13083064,1.18860223,0.08574366,1.51314202
-5.62181091,3.97472804,0.01536977,0.27907554,0.39789291,0.24574170,1.07215363,1.18927551,0.08603363,1.51860343
-5.61580790,3.96747168,0.01497467,0.26954162,0.40446345,0.24160426,1.02107569,1.19539683,0.08627204,1.52600089
-5.60980490,3.96928697,0.01464268,0.26177031,0.41166403,0.23748050,0.97652998,1.20627071,0.08641787,1.53460877
-5.60380190,3.97824069,0.01436443,0.25567666,0.41921969,0.23331797,0.93755748,1.22119618,0.08643175,1.54375356
-5.59779890,3.99257044,0.01413089,0.25119514,0.42686969,0.22908182,0.90332347,1.23948670,0.08627724,1.55283177
-5.59179590,4.01072824,0.01393352,0.24828210,0.43437302,0.22475608,0.87312671,1.26048848,0.08592193,1.56132485
-5.58579290,4.03141357,0.01376440,0.24691660,0.44151357,0.22034380,0.84640175,1.28359638,0.08533842,1.56881069
-5.57978989,4.05359472,0.01361642,0.24709944,0.44810487,0.21586647,0.82271483,1.30826710,0.08450513,1.57497152
-5.57378689,4.07651815,0.01348327,0.24885060,0.45399424,0.21136238,0.80175454,1.33402897,0.08340697,1.57959784
-5.56778389,4.09970559,0.01335961,0.25220510,0.45906629,0.20688439,0.78331788,1.36048804,0.08203571,1.58258850
-5.56178089,4.12293905,0.01324103,0.25720739,0.46324551,0.20249694,0.76729289,1.38733025,0.08039015,1.58394675
-5.55577789,4.14623463,0.01312403,0.26390463,0.46649789,0.19827262,0.75363901,1.41431942,0.07847611,1.58377263
-5.54977489,4.16980613,0.01300602,0.27233915,0.46883159,0.19428850,0.74236599,1.44129133,0.07630614,1.58225179
-5.54377189,4.19402010,0.01288520,0.28254033,0.47029630,0.19062220,0.73351256,1.46814404,0.07389901,1.57964142
-5.53776888,4.21934443,0.01276045,0.29451649,0.47098168,0.18734803,0.72712582,1.49482490,0.07127906,1.57625360
-5.53176588,4.24629286,0.01263121,0.30824711,0.47101446,0.18453338,0.72324211,1.52131513,0.06847536,1.57243701
-5.52576288,4.27536797,0.01249733,0.32367585,0.47055468,0.18223532,0.72187018,1.54761256,0.06552078,1.56855762
-5.51975988,4.30700581,0.01235891,0.34070473,0.46979086,0.18049784,0.72297728,1.57371373,0.06245092,1.56497930
-5.51375688,4.34152464,0.01221617,0.35919001,0.46893457,0.17934952,0.72647865,1.59959634,0.05930311,1.56204524
-5.50775388,4.37908092,0.01206925,0.37893991,0.46821430,0.17880201,0.73223073,1.62520320,0.05611526,1.56006094
-5.50175088,4.41963470,0.01191818,0.39971450,0.46786910,0.17884915,0.74002816,1.65042868,0.05292492,1.55927978
-5.49574787,4.46292670,0.01176270,0.42122788,0.46814205,0.17946689,0.74960472,1.67510865,0.04976828,1.55989154
-5.48974487,4.50846819,0.01160228,0.44315269,0.46927385,0.18061399,0.76063786,1.69901469,0.04667931,1.56201473
-5.48374187,4.55554466,0.01143602,0.46512681,0.47149669,0.18223338,0.77275659,1.72185294,0.04368912,1.56569273
-5.47773887,4.60323315,0.01126269,0.48676212,0.47502860,0.18425422,0.78555221,1.74326804,0.04082528,1.57089405
-5.47173587,4.65043223,0.01108081,0.50765489,0.48006826,0.18659444,0.79859128,1.76285178,0.03811151,1.57751646
-5.46573287,4.69590336,0.01088866,0.52739747,0.48679059,0.18916381,0.81143015,1.78015640,0.03556729,1.58539466
-5.45972986,4.73832098,0.01068445,0.54559073,0.49534287,0.19186723,0.82363030,1.79471143,0.03320783,1.59431088
-5.45372686,4.77632894,0.01046639,0.56185671,0.50584157,0.19460813,0.83477369,1.80604351,0.03104401,1.60400777
-5.44772386,4.80859967,0.01023287,0.57585092,0.51836976,0.19729198,0.84447745,1.81369776,0.02908254,1.61420256
-5.44172086,4.83389331,0.00998257,0.58727374,0.53297520,0.19982957,0.85240711,1.81725968,0.02732618,1.62460186
-5.43571786,4.85111314,0.00971462,0.59588033,0.54966884,0.20213998,0.85828781,1.81637608,0.02577402,1.63491600
-5.42971486,4.85935481,0.00942871,0.60148869,0.56842400,0.20415328,0.86191316,1.81077406,0.02442186,1.64487230
-5.42371186,4.85794669,0.00912521,0.60398550,0.58917598,0.20581271,0.86315117,1.80027688,0.02326262,1.65422661
-5.41770885,4.84647990,0.00880526,0.60332945,0.61182245,0.20707632,0.86194739,1.78481596,0.02228674,1.66277266
-5.41170585,4.82482682,0.00847082,0.59955203,0.63622436,0.20791817,0.85832511,1.76443833,0.02148263,1.67034902
-5.40570285,4.79314809,0.00812473,0.59275583,0.66220786,0.20832904,0.85238298,1.73930952,0.02083710,1.67684380
-5.39969985,4.75188871,0.00777069,0.58311038,0.68956710,0.20831665,0.84429018,1.70971174,0.02033579,1.68219713
-5.39369685,4.70176449,0.00741327,0.57084599,0.71806821,0.20790558,0.83427985,1.67603785,0.01996355,1.68640202
-5.38769385,4.64374082,0.00705789,0.55624582,0.74745449,0.20713691,0.82264121,1.63878170,0.01970485,1.68950396
-5.38169085,4.57900585,0.00671072,0.53963669,0.77745300,0.20606768,0.80971088,1.59852554,0.01954417,1.69160003
-5.37568784,4.50894061,0.00637869,0.52137909,0.80778240,0.20477027,0.79586411,1.55592559,0.01946632,1.69283787
-5.36968484,4.43508814,0.00606935,0.50185686,0.83816203,0.20333185,0.78150638,1.51169651,0.01945683,1.69341525
-5.36368184,4.35912370,0.00579083,0.48146704,0.86832207,0.20185373,0.76706566,1.46659582,0.01950222,1.69358024
-5.35767884,4.28282755,0.00555173,0.46061025,0.89801437,0.20045087,0.75298580,1.42140880,0.01959037,1.69363245
-5.35167584,4.20806113,0.00536105,0.43968193,0.92702352,0.19925144,0.73972106,1.37693478,0.01971073,1.69392497
-5.34567284,4.13674688,0.00522809,0.41906474,0.95517772,0.19839624,0.72773180,1.33397482,0.01985462,1.69486673
-5.33966983,4.07085117,0.00516235,0.39912222,0.98235874,0.19803812,0.71748109,1.29332116,0.02001537,1.69692472
-5.33366683,4.01236929,0.00517339,0.38019369,1.00851036,0.19834104,0.70943200,1.25574817,0.02018856,1.70062525
-5.32766383,3.96331094,0.00527073,0.36259050,1.03364465,0.19947882,0.70404517,1.22200463,0.02037203,1.70655346
-5.32166083,3.92568421,0.00546367,0.34659334,1.05784553,0.20163329,0.70177605,1.19280680,0.02056594,1.71534995
-5.31565783,3.90147628,0.00576111,0.33245055,1.08126897,0.20499178,0.70307153,1.16883171,0.02077267,1.72770397
-5.30965483,3.89262890,0.00617139,0.32037715,1.10413963,0.20974386,0.70836530,1.15071032,0.02099670,1.74434212
-5.30365183,3.90100726,0.00670197,0.31055435,1.12674372,0.21607721,0.71807181,1.13901981,0.02124435,1.76601235
-5.29764882,3.92836146,0.00735927,0.30312945,1.14941798,0.22417263,0.73257837,1.13427488,0.02152346,1.79346296
-5.29164582,3.97628052,0.00814830,0.29821579,1.17253522,0.23419833,0.75223558,1.13691779,0.02184297,1.82741695
-5.28564282,4.04613975,0.00907240,0.29589277,1.19648680,0.24630351,0.77734603,1.14730730,0.02221244,1.86854220
-5.27963982,4.13904330,0.01013296,0.29620581,1.22166273,0.26061161,0.80815177,1.16570682,0.02264158,1.91741874
-5.27363682,4.25576444,0.01132905,0.29916635,1.24843041,0.27721341,0.84482109,1.19227237,0.02313963,1.97450444
-5.26763382,4.39668718,0.01265726,0.30475183,1.27711284,0.29616038,0.88743522,1.22704124,0.02371492,2.04010090
-5.26163082,4.56175295,0.01411140,0.31290599,1.30796769,0.31745869,0.93597607,1.26992228,0.02437428,2.11432163
-5.25562781,4.75041694,0.01568236,0.32353950,1.34116817,0.34106427,0.99031578,1.32068902,0.02512265,2.19706448
-5.24962481,4.96161834,0.01735807,0.33653125,1.37678697,0.36687947,1.05020913,1.37897670,0.02596277,2.28799066
-5.24362181,5.19376848,0.01912347,0.35173050,1.41478429,0.39475143,1.11528989,1.44428423,0.02689486,2.38651204
-5.23761881,5.44476044,0.02096070,0.36896001,1.45500070,0.42447287,1.18507178,1.51598203,0.02791665,2.49178853
-5.23161581,5.71200249,0.02284932,0.38802037,1.49715569,0.45578517,1.25895479,1.59332636,0.02902336,2.60273669
-5.22561281,5.99247656,0.02476671,0.40869559,1.54085201,0.48838406,1.33623727,1.67548030,0.03020799,2.71805010
-5.21960980,6.28282167,0.02668854,0.43075993,1.58558607,0.52192782,1.41613372,1.76154127,0.03146166,2.83623167
-5.21360680,6.57944046,0.02858943,0.45398579,1.63076395,0.55604788,1.49779822,1.85057443,0.03277419,2.95563704
-5.20760380,6.87862542,0.03044361,0.47815260,1.67572255,0.59036132,1.58035267,1.94165098,0.03413469,3.07452768
-5.20160080,7.17670005,0.03222573,0.50305617,1.71975491,0.62448501,1.66291891,2.03388955,0.03553231,3.19113179
-5.19559780,7.47016866,0.03391160,0.52851830,1.76213854,0.65805064,1.74465339,2.12649916,0.03695705,3.30371015
-5.18959480,7.75586755,0.03547906,0.55439600,1.80216540,0.69071990,1.82478274,2.21882104,0.03840048,3.41062403
-5.18359180,8.03110961,0.03690873,0.58058986,1.83917204,0.72219924,1.90263844,2.31036734,0.03985653,3.51040178
-5.17758879,8.29381428,0.03818472,0.60705094,1.87256836,0.75225314,1.97768860,2.40085394,0.04132206,3.60180045
-5.17158579,8.54261472,0.03929520,0.63378577,1.90186335,0.78071532,2.04956513,2.49022512,0.04279738,3.68385936
-5.16558279,8.77693516,0.04023286,0.66085879,1.92668659,0.80749712,2.11808414,2.57866793,0.04428655,3.75594228
-5.15957979,8.99703233,0.04099522,0.68839195,1.94680422,0.83259244,2.18325844,2.66661453,0.04579741,3.81776589
-5.15357679,9.20399664,0.04158465,0.71656112,1.96212840,0.85607890,2.24530057,2.75473119,0.04734146,3.86941237
-5.14757379,9.39971066,0.04200834,0.74558925,1.97271982,0.87811484,2.30461574,2.84389355,0.04893338,3.91132517
-5.14157079,9.58676470,0.04227797,0.77573613,1.97878289,0.89893230,2.36178444,2.93514814,0.05059036,3.94428766
-5.13556778,9.76833168,0.04240917,0.80728521,1.98065397,0.91882609,2.41753491,3.02966111,0.05233119,3.96938529
-5.12956478,9.94800564,0.04242093,0.84052764,1.97878293,0.93813928,2.47270634,3.12865590,0.05417515,3.98795288
-5.12356178,10.12961049,0.04233474,0.87574423,1.97370931,0.95724591,2.52820433,3.23334215,0.05614070,4.00150940
-5.11755878,10.31698758,0.04217370,0.91318602,1.96603399,0.97653156,2.58495023,3.34483894,0.05824415,4.01168331
-5.11155578,10.51377180,0.04196154,0.95305425,1.95638802,0.99637267,2.64382703,3.46409591,0.06049828,4.02013212
-5.10555278,10.72316732,0.04172163,0.99548079,1.94540011,1.01711572,2.70562395,3.59181612,0.06291098,4.02846004
-5.09954977,10.94773414,0.04147602,1.04050993,1.93366466,1.03905722,2.77098292,3.72838457,0.06548404,4.03813785
-5.09354677,11.18919676,0.04124454,1.08808247,1.92171176,1.06242544,2.84034942,3.87380656,0.06821217,4.05042902
-5.08754377,11.44828504,0.04104405,1.13802319,1.90998086,1.08736497,2.91393040,4.02765946,0.07108220,4.06632554
-5.08154077,11.72461646,0.04088776,1.19003240,1.89879941,1.11392475,2.99166177,4.18906101,0.07407273,4.08649681
-5.07553777,12.01662685,0.04078484,1.24368228,1.88836757,1.14205021,3.07318718,4.35665692,0.07715397,4.11125390
-5.06953477,12.32155425,0.04074012,1.29841848,1.87874963,1.17158007,3.15784968,4.52862921,0.08028816,4.14053093
-5.06353177,12.63547834,0.04075408,1.35356728,1.86987264,1.20224784,3.24469703,4.70272609,0.08343018,4.17388426
-5.05752876,12.95341488,0.04082296,1.40834818,1.86153213,1.23368807,3.33250067,4.87631305,0.08652872,4.21050955
-5.05152576,13.26946189,0.04093914,1.46189185,1.85340462,1.26544711,3.41978805,5.04644368,0.08952761,4.24927542
-5.04552276,13.57699171,0.04109163,1.51326265,1.84506607,1.29699785,3.50488677,5.20994774,0.09236759,4.28877215
-5.03951976,13.86888085,0.04126673,1.56148523,1.83601543,1.32775783,3.58597903,5.36353308,0.09498817,4.32737278
-5.03351676,14.13776739,0.04144878,1.60557397,1.82570184,1.35710986,3.66116380,5.50389720,0.09732969,4.36330354
-5.02751376,14.37632446,0.04162100,1.64456437,1.81355411,1.38442431,3.72852410,5.62784357,0.09933540,4.39472019
-5.02151076,14.57753737,0.04176632,1.67754483,1.79901100,1.40908193,3.78619638,5.73239765,0.10095347,4.41978667
-5.01550775,14.73497201,0.04186823,1.70368776,1.78155083,1.43049640,3.83243884,5.81491731,0.10213893,4.43675223
-5.00950475,14.84302217,0.04191151,1.72227859,1.76071877,1.44813542,3.86569569,5.87319247,0.10285524,4.44402378
-5.00350175,14.89712495,0.04188297,1.73274144,1.73615079,1.46153965,3.88465462,5.90552967,0.10307571,4.44023017
-4.99749875,14.89393486,0.04177193,1.73466038,1.70759306,1.47033852,3.88829487,5.91081733,0.10278444,4.42427578
-4.99149575,14.83144927,0.04157068,1.72779541,1.67491596,1.47426254,3.87592399,5.88856903,0.10197697,4.39538138
-4.98549275,14.70908036,0.04127470,1.71209243,1.63812226,1.47315140,3.84720199,5.83894271,0.10066037,4.35311096
-4.97948974,14.52767150,0.04088277,1.68768689,1.59734925,1.46695786,3.80215189,5.76273534,0.09885305,4.29738373
-4.97348674,14.28945835,0.04039682,1.65490097,1.55286476,1.45574723,3.74115681,5.66135325,0.09658404,4.22847150
-4.96748374,13.99797804,0.03982177,1.61423445,1.50505771,1.43969272,3.66494382,5.53676011,0.09389200,4.14698212
-4.96148074,13.65793154,0.03916511,1.56634977,1.45442353,1.41906691,3.57455601,5.39140500,0.09082384,4.05383034
-4.95547774,13.27500710,0.03843642,1.51205199,1.40154547,1.39422994,3.47131403,5.22813440,0.08743318,3.95019795
-4.94947474,12.85567331,0.03764686,1.45226454,1.34707274,1.36561494,3.35676940,5.05009211,0.08377849,3.83748554
-4.94347174,12.40695212,0.03680851,1.38800170,1.29169647,1.33371165,3.23265172,4.86061210,0.07992131,3.71725824
-4.93746873,11.93618208,0.03593380,1.32033914,1.23612480,1.29904870,3.10081233,4.66310878,0.07592434,3.59118824
-4.93146573,11.45078225,0.03503486,1.25038361,1.18105804,1.26217566,2.96316677,4.46096966,0.07184957,3.46099657
-4.92546273,10.95802635,0.03412305,1.17924280,1.12716502,1.22364550,2.82163855,4.25745470,0.06775665,3.32839672
-4.91945973,10.46483603,0.03320841,1.10799675,1.07506154,1.18399805,2.67810620,4.05560610,0.06370133,3.19504219
-4.91345673,9.97760014,0.03229933,1.03767144,1.02529177,1.14374535,2.53435555,3.85817169,0.05973417,3.06247998
-4.90745373,9.50202586,0.03140228,0.96921554,0.97831312,1.10335911,2.39203870,3.66754416,0.05589953,2.93211135
-4.90145073,9.04302501,0.03052166,0.90348092,0.93448500,1.06326084,2.25264071,3.48571738,0.05223484,2.80516104
-4.89544772,8.60463752,0.02965976,0.84120733,0.89406186,1.02381471,2.11745454,3.31426047,0.04877012,2.68265532
-4.88944472,8.18999212,0.02881691,0.78301142,0.85719034,0.98532337,1.98756470,3.15430896,0.04552780,2.56540925
-4.88344172,7.80130239,0.02799157,0.72938028,0.82391054,0.94802652,1.86383920,3.00657222,0.04252285,2.45402265
-4.87743872,7.43989548,0.02718071,0.68066922,0.79416115,0.91210213,1.74692946,2.87135512,0.03976307,2.34888438
-4.87143572,7.10626918,0.02638010,0.63710372,0.76778788,0.87767009,1.63727730,2.74859201,0.03724965,2.25018399
-4.86543272,6.80017269,0.02558474,0.59878494,0.74455478,0.84479778,1.53512818,2.63789028,0.03497783,2.15792952
-4.85942971,6.52070570,0.02478926,0.56569853,0.72415790,0.81350735,1.44054944,2.53858097,0.03293776,2.07197050
-4.85342671,6.26643039,0.02398834,0.53772600,0.70624049,0.78378411,1.35345246,2.44977379,0.03111541,1.99202454
-4.84742371,6.03549103,0.02317712,0.51465829,0.69040926,0.75558582,1.27361749,2.37041405,0.02949350,1.91770655
-4.84142071,5.82573623,0.02235159,0.49621075,0.67625092,0.72885222,1.20072012,2.29933915,0.02805248,1.84855907
-4.83541771,5.63483926,0.02150884,0.48203899,0.66334853,0.70351472,1.13435816,2.23533277,0.02677146,1.78408278
-4.82941471,5.46041279,0.02064736,0.47175515,0.65129687,0.67950563,1.07407813,2.17717502,0.02562915,1.72376601
-4.82341171,5.30011453,0.01976719,0.46494388,0.63971670,0.65676691,1.01940046,2.12368747,0.02460460,1.66711253
-4.81740870,5.15174147,0.01887002,0.46117765,0.62826703,0.63525807,0.96984271,2.07377186,0.02367799,1.61366672
-4.81140570,5.01331066,0.01795922,0.46003086,0.61665558,0.61496306,0.92494031,2.02644223,0.02283122,1.56303563
-4.80540270,4.88312534,0.01703982,0.46109249,0.60464673,0.59589597,0.88426434,1.98084998,0.02204846,1.51490739
-4.79939970,4.75982547,0.01611835,0.46397680,0.59206714,0.57810557,0.84743607,1.93630185,0.02131647,1.46906574
-4.79339670,4.64242237,0.01520276,0.46833201,0.57880888,0.56167832,0.81413812,1.89227101,0.02062494,1.42540026
-4.78739370,4.53031755,0.01430214,0.47384664,0.56482997,0.54674007,0.78412203,1.84840158,0.01996664,1.38391230
-4.78139070,4.42330596,0.01342656,0.48025354,0.55015271,0.53345618,0.75721237,1.80450698,0.01933743,1.34471646
-4.77538769,4.32156437,0.01258676,0.48733152,0.53485967,0.52202998,0.73330738,1.76056264,0.01873625,1.30803772
-4.76938469,4.22562573,0.01179394,0.49490476,0.51908784,0.51269972,0.71237629,1.71669369,0.01816493,1.27420415
-4.76338169,4.13634061,0.01105946,0.50284003,0.50302096,0.50573372,0.69445354,1.67315826,0.01762798,1.24363552
-4.75737869,4.05482711,0.01039460,0.51104217,0.48688064,0.50142388,0.67963015,1.63032719,0.01713225,1.21682802
-4.75137569,3.98241081,0.00981031,0.51944794,0.47091634,0.50007749,0.66804267,1.58866065,0.01668653,1.19433535
-4.74537269,3.92055661,0.00931694,0.52801876,0.45539477,0.50200752,0.65985989,1.54868287,0.01630113,1.17674680
-4.73936968,3.87079454,0.00892408,0.53673278,0.44058900,0.50752131,0.65526803,1.51095538,0.01598738,1.16466266
-4.73336668,3.83464188,0.00864029,0.54557656,0.42676770,0.51690820,0.65445467,1.47604996,0.01575710,1.15866785
-4.72736368,3.81352408,0.00847297,0.55453703,0.41418476,0.53042605,0.65759219,1.44452205,0.01562207,1.15930444
-4.72136068,3.80869724,0.00842812,0.56359398,0.40306982,0.54828727,0.66482111,1.41688550,0.01559348,1.16704398
-4.71535768,3.82117498,0.00851026,0.57271354,0.39361988,0.57064476,0.67623421,1.39358970,0.01568142,1.18226069
-4.70935468,3.85166247,0.00872227,0.58184304,0.38599226,0.59757826,0.69186183,1.37499975,0.01589439,1.20520645
-4.70335168,3.90050059,0.00906526,0.59090733,0.38029932,0.62908185,0.71165921,1.36138063,0.01623880,1.23598890
-4.69734867,3.96762276,0.00953852,0.59980695,0.37660486,0.66505303,0.73549634,1.35288593,0.01671867,1.27455349
-4.69134567,4.05252684,0.01013945,0.60841801,0.37492259,0.70528437,0.76315100,1.34955188,0.01733525,1.32067078
-4.68534267,4.15426424,0.01086356,0.61659390,0.37521650,0.74945806,0.79430537,1.35129693,0.01808686,1.37392972
-4.67933967,4.27144749,0.01170451,0.62416873,0.37740335,0.79714414,0.82854675,1.35792720,0.01896878,1.43373788
-4.67333667,4.40227735,0.01265415,0.63096218,0.38135701,0.84780292,0.86537243,1.36914780,0.01997326,1.49932899
-4.66733367,4.54458955,0.01370269,0.63678567,0.38691463,0.90079171,0.90419898,1.38457991,0.02108966,1.56977823
-4.66133067,4.69592034,0.01483882,0.64144948,0.39388435,0.95537637,0.94437570,1.40378308,0.02230474,1.64402523
-4.65532766,4.85358967,0.01605002,0.64477047,0.40205431,1.01074731,0.98520212,1.42628215,0.02360297,1.72090429
-4.64932466,5.01479930,0.01732276,0.64658013,0.41120261,1.06603989,1.02594882,1.45159794,0.02496708,1.79918120
-4.64332166,5.17674295,0.01864285,0.64673252,0.42110779,1.12035864,1.06588113,1.47928057,0.02637860,1.87759549
