energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.83667271,0.00916059,0.04510599,0.16620829,0.22393329,0.04335129,0.22301244,0.14252284,0.04052653
-5.99399700,0.84527737,0.00831229,0.04459963,0.16226482,0.22573974,0.04563484,0.22568565,0.13933073,0.04130814
-5.98799400,0.85341177,0.00749986,0.04390542,0.15804386,0.22715903,0.04787752,0.22842957,0.13626381,0.04215894
-5.98199100,0.86095097,0.00672927,0.04304336,0.15360086,0.22816651,0.05003777,0.23118812,0.13333105,0.04306642
-5.97598799,0.86778577,0.00600546,0.04203567,0.14899429,0.22874151,0.05207623,0.23391014,0.13054895,0.04401791
-5.96998499,0.87382337,0.00533229,0.04090617,0.14428398,0.22886787,0.05395680,0.23654977,0.12793972,0.04500078
-5.96398199,0.87898799,0.00471255,0.03967963,0.13952985,0.22853444,0.05564755,0.23906683,0.12552927,0.04600255
-5.95797899,0.88322143,0.00414803,0.03838123,0.13479077,0.22773576,0.05712152,0.24142711,0.12334544,0.04701097
-5.95197599,0.88648339,0.00363958,0.03703604,0.13012379,0.22647267,0.05835737,0.24360258,0.12141622,0.04801409
-5.94597299,0.88875179,0.00318723,0.03566861,0.12558364,0.22475279,0.05933985,0.24557147,0.11976839,0.04900032
-5.93996998,0.89002284,0.00279041,0.03430268,0.12122260,0.22259098,0.06006001,0.24731837,0.11842637,0.04995839
-5.93396698,0.89031112,0.00244805,0.03296099,0.11709062,0.22000963,0.06051531,0.24883427,0.11741145,0.05087742
-5.92796398,0.88964957,0.00215880,0.03166516,0.11323575,0.21703877,0.06070952,0.25011660,0.11674152,0.05174686
-5.92196098,0.88808963,0.00192122,0.03043573,0.10970488,0.21371603,0.06065237,0.25116937,0.11643117,0.05255654
-5.91595798,0.88570160,0.00173393,0.02929231,0.10654459,0.21008646,0.06035921,0.25200330,0.11649223,0.05329667
-5.90995498,0.88257533,0.00159582,0.02825370,0.10380226,0.20620224,0.05985045,0.25263618,0.11693476,0.05395794
-5.90395198,0.87882129,0.00150616,0.02733824,0.10152722,0.20212227,0.05915097,0.25309329,0.11776838,0.05453162
-5.89794897,0.87457218,0.00146475,0.02656404,0.09977192,0.19791176,0.05828956,0.25340797,0.11900381,0.05500975
-5.89194597,0.86998498,0.00147205,0.02594934,0.09859303,0.19364178,0.05729830,0.25362243,0.12065472,0.05538538
-5.88594297,0.86524338,0.00152920,0.02551279,0.09805242,0.18938886,0.05621204,0.25378844,0.12273952,0.05565285
-5.87993997,0.86056037,0.00163814,0.02527370,0.09821787,0.18523454,0.05506789,0.25396827,0.12528315,0.05580814
-5.87393697,0.85618084,0.00180154,0.02525228,0.09916341,0.18126504,0.05390485,0.25423533,0.12831862,0.05584923
-5.86793397,0.85238363,0.00202285,0.02546965,0.10096923,0.17757082,0.05276350,0.25467476,0.13188824,0.05577649
-5.86193097,0.84948279,0.00230616,0.02594785,0.10372109,0.17424618,0.05168571,0.25538358,0.13604423,0.05559303
-5.85592796,0.84782755,0.00265618,0.02670960,0.10750902,0.17138869,0.05071446,0.25647037,0.14084883,0.05530496
-5.84992496,0.84780048,0.00307803,0.02777801,0.11242552,0.16909847,0.04989363,0.25805435,0.14637358,0.05492166
-5.84392196,0.84981349,0.00357706,0.02917594,0.11856288,0.16747722,0.04926780,0.26026366,0.15269784,0.05445583
-5.83791896,0.85430132,0.00415869,0.03092537,0.12601002,0.16662697,0.04888193,0.26323281,0.15990646,0.05392345
-5.83191596,0.86171242,0.00482808,0.03304647,0.13484855,0.16664842,0.04878102,0.26709932,0.16808668,0.05334358
-5.82591296,0.87249698,0.00558993,0.03555659,0.14514837,0.16763898,0.04900958,0.27199945,0.17732429,0.05273792
-5.81990995,0.88709256,0.00644812,0.03846913,0.15696294,0.16969035,0.04961091,0.27806317,0.18769925,0.05213032
-5.81390695,0.90590754,0.00740543,0.04179230,0.17032431,0.17288583,0.05062630,0.28540859,0.19928094,0.05154598
-5.80790395,0.92930293,0.00846324,0.04552797,0.18523819,0.17729735,0.05209393,0.29413596,0.21212327,0.05101064
-5.80190095,0.95757356,0.00962123,0.04967047,0.20167941,0.18298233,0.05404772,0.30432163,0.22626007,0.05054956
-5.79589795,0.99092935,0.01087712,0.05420560,0.21958794,0.18998053,0.05651597,0.31601226,0.24170089,0.05018653
-5.78989495,1.02947787,0.01222646,0.05910977,0.23886582,0.19831108,0.05951997,0.32921963,0.25842769,0.04994282
-5.78389195,1.07320926,0.01366243,0.06434949,0.25937530,0.20796985,0.06307250,0.34391643,0.27639269,0.04983616
-5.77788894,1.12198453,0.01517579,0.06988111,0.28093832,0.21892728,0.06717652,0.36003345,0.29551758,0.04987990
-5.77188594,1.17552833,0.01675482,0.07565095,0.30333773,0.23112697,0.07182381,0.37745832,0.31569440,0.05008220
-5.76588294,1.23342688,0.01838544,0.08159592,0.32632009,0.24448509,0.07699397,0.39603622,0.33678822,0.05044555
-5.75987994,1.29513172,0.02005131,0.08764450,0.34960036,0.25889071,0.08265361,0.41557254,0.35864150,0.05096645
-5.75387694,1.35996950,0.02173412,0.09371812,0.37286823,0.27420724,0.08875595,0.43583763,0.38108020,0.05163535
-5.74787394,1.42715772,0.02341393,0.09973298,0.39579595,0.29027486,0.09524083,0.45657349,0.40392140,0.05243692
-5.74187094,1.49582611,0.02506957,0.10560218,0.41804748,0.30691398,0.10203523,0.47750220,0.42698201,0.05335050
-5.73586793,1.56504272,0.02667916,0.11123808,0.43928851,0.32392957,0.10905421,0.49833581,0.45008821,0.05435089
-5.72986493,1.63384381,0.02822063,0.11655484,0.45919695,0.34111628,0.11620244,0.51878711,0.47308505,0.05540929
-5.72386193,1.70126608,0.02967231,0.12147097,0.47747344,0.35826411,0.12337617,0.53858087,0.49584569,0.05649448
-5.71785893,1.76637975,0.03101350,0.12591184,0.49385130,0.37516427,0.13046571,0.55746500,0.51827957,0.05757399
-5.71185593,1.82832081,0.03222508,0.12981196,0.50810544,0.39161518,0.13735814,0.57522082,0.54033885,0.05861551
-5.70585293,1.88632080,0.03329002,0.13311696,0.52005985,0.40742811,0.14394050,0.59167213,0.56202280,0.05958811
-5.69984992,1.93973249,0.03419389,0.13578518,0.52959314,0.42243234,0.15010296,0.60669225,0.58337934,0.06046349
-5.69384692,1.98805020,0.03492527,0.13778875,0.53664185,0.43647940,0.15574219,0.62020884,0.60450361,0.06121708
-5.68784392,2.03092348,0.03547605,0.13911414,0.54120143,0.44944642,0.16076453,0.63220599,0.62553339,0.06182895
-5.68184092,2.06816353,0.03584171,0.13976212,0.54332475,0.46123824,0.16508904,0.64272343,0.64664121,0.06228447
-5.67583792,2.09974188,0.03602137,0.13974723,0.54311823,0.47178816,0.16865007,0.65185292,0.66802357,0.06257473
-5.66983492,2.12578151,0.03601780,0.13909663,0.54073575,0.48105755,0.17139949,0.65973185,0.68988750,0.06269672
-5.66383192,2.14654079,0.03583731,0.13784861,0.53637083,0.48903402,0.17330825,0.66653440,0.71243527,0.06265319
-5.65782891,2.16239128,0.03548954,0.13605058,0.53024729,0.49572853,0.17436732,0.67246073,0.73584773,0.06245224
-5.65182591,2.17379038,0.03498710,0.13375696,0.52260906,0.50117159,0.17458788,0.67772471,0.76026748,0.06210677
-5.64582291,2.18125072,0.03434519,0.13102682,0.51370961,0.50540859,0.17400083,0.68254090,0.78578262,0.06163361
-5.63981991,2.18530763,0.03358114,0.12792153,0.50380151,0.50849485,0.17265555,0.68711148,0.81241213,0.06105259
-5.63381691,2.18648668,0.03271388,0.12450253,0.49312681,0.51049039,0.17061793,0.69161380,0.84009384,0.06038547
-5.62781391,2.18527307,0.03176339,0.12082924,0.48190843,0.51145500,0.16796790,0.69618927,0.86867584,0.05965485
-5.62181091,2.18208434,0.03075016,0.11695734,0.47034321,0.51144365,0.16479633,0.70093419,0.89791202,0.05888305
-5.61580790,2.17724794,0.02969466,0.11293737,0.45859673,0.51050268,0.16120168,0.70589298,0.92746213,0.05809112
-5.60980490,2.17098476,0.02861679,0.10881374,0.44680012,0.50866694,0.15728628,0.71105416,0.95689673,0.05729789
-5.60380190,2.16339930,0.02753546,0.10462417,0.43504880,0.50595797,0.15315265,0.71634932,0.98570698,0.05651921
-5.59779890,2.15447687,0.02646811,0.10039954,0.42340328,0.50238338,0.14889982,0.72165505,1.01331883,0.05576735
-5.59179590,2.14408772,0.02543040,0.09616411,0.41189156,0.49793738,0.14461992,0.72679772,1.03911121,0.05505060
