energy_ev,total_up,Bi_p_up,Bi_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,2.09330779,0.58409660,0.01219331,1.86397193,0.51518847,0.95071379,0.00000000
-5.99399700,2.05008171,0.56705616,0.01211675,1.80976322,0.51125733,0.93089403,0.00000000
-5.98799400,2.00468971,0.54941717,0.01198934,1.75246797,0.50683976,0.91055221,0.00000000
-5.98199100,1.95711590,0.53123874,0.01181024,1.69236309,0.50188139,0.88965245,0.00000000
-5.97598799,1.90743390,0.51261131,0.01157978,1.62978306,0.49635722,0.86818617,0.00000000
-5.96998499,1.85580720,0.49365445,0.01129951,1.56511565,0.49027185,0.84617414,0.00000000
-5.96398199,1.80248363,0.47451283,0.01097207,1.49879454,0.48365786,0.82366606,0.00000000
-5.95797899,1.74778475,0.45535074,0.01060116,1.43128911,0.47657246,0.80073815,0.00000000
-5.95197599,1.69209070,0.43634525,0.01019137,1.36309219,0.46909279,0.77748881,0.00000000
-5.94597299,1.63582195,0.41767871,0.00974806,1.29470633,0.46131008,0.75403290,0.00000000
-5.93996998,1.57941885,0.39953069,0.00927710,1.22662958,0.45332308,0.73049499,0.00000000
-5.93396698,1.52332045,0.38207008,0.00878475,1.15934139,0.44523123,0.70700222,0.00000000
-5.92796398,1.46794376,0.36544758,0.00827740,1.09328949,0.43712789,0.68367710,0.00000000
-5.92196098,1.41366477,0.34978904,0.00776143,1.02887836,0.42909412,0.66063089,0.00000000
-5.91595798,1.36080211,0.33519002,0.00724299,0.96645983,0.42119330,0.63795784,0.00000000
-5.90995498,1.30960426,0.32171174,0.00672786,0.90632617,0.41346693,0.61573074,0.00000000
-5.90395198,1.26024097,0.30937871,0.00622131,0.84870587,0.40593183,0.59399787,0.00000000
-5.89794897,1.21279911,0.29817805,0.00572802,0.79376225,0.39857889,0.57278166,0.00000000
-5.89194597,1.16728300,0.28806054,0.00525199,0.74159462,0.39137334,0.55207892,0.00000000
-5.88594297,1.12361920,0.27894336,0.00479650,0.69224195,0.38425666,0.53186258,0.00000000
-5.87993997,1.08166506,0.27071423,0.00436412,0.64568849,0.37714982,0.51208496,0.00000000
-5.87393697,1.04122061,0.26323687,0.00395670,0.60187114,0.36995773,0.49268199,0.00000000
-5.86793397,1.00204288,0.25635735,0.00357543,0.56068782,0.36257469,0.47357834,0.00000000
-5.86193097,0.96386189,0.24991106,0.00322089,0.52200658,0.35489031,0.45469311,0.00000000
-5.85592796,0.92639716,0.24372996,0.00289313,0.48567477,0.34679585,0.43594550,0.00000000
-5.84992496,0.88937410,0.23764970,0.00259173,0.45152796,0.33819035,0.41726039,0.00000000
-5.84392196,0.85253918,0.23151632,0.00231589,0.41939818,0.32898638,0.39857341,0.00000000
-5.83791896,0.81567332,0.22519221,0.00206454,0.38912109,0.31911506,0.37983517,0.00000000
-5.83191596,0.77860274,0.21856107,0.00183635,0.36054193,0.30853009,0.36101455,0.00000000
-5.82591296,0.74120695,0.21153170,0.00162990,0.33352016,0.29721061,0.34210088,0.00000000
-5.81990995,0.70342358,0.20404052,0.00144364,0.30793262,0.28516277,0.32310493,0.00000000
-5.81390695,0.66524997,0.19605264,0.00127603,0.28367524,0.27242003,0.30405868,0.00000000
-5.80790395,0.62674174,0.18756175,0.00112552,0.26066358,0.25904204,0.28501407,0.00000000
-5.80190095,0.58800840,0.17858866,0.00099064,0.23883211,0.24511250,0.26604069,0.00000000
-5.79589795,0.54920671,0.16917885,0.00086996,0.21813262,0.23073586,0.24722270,0.00000000
-5.78989495,0.51053202,0.15939902,0.00076217,0.19853184,0.21603327,0.22865515,0.00000000
-5.78389195,0.47220834,0.14933310,0.00066605,0.18000863,0.20113798,0.21043996,0.00000000
-5.77788894,0.43447767,0.13907774,0.00058048,0.16255085,0.18619037,0.19268168,0.00000000
-5.77188594,0.39758918,0.12873765,0.00050444,0.14615227,0.17133297,0.17548340,0.00000000
-5.76588294,0.36178887,0.11842104,0.00043701,0.13080951,0.15670568,0.15894294,0.00000000
-5.75987994,0.32731004,0.10823530,0.00037736,0.11651936,0.14244131,0.14314939,0.00000000
