energy_ev,total_up,In_p_up,In_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.54977489,0.99108723,0.07309262,0.00294213,1.25804936,0.47549176,0.31872647,0.00000000
-5.54377189,0.91622364,0.07329421,0.00267485,1.15238246,0.44427921,0.28715530,0.00000000
-5.53776888,0.84677784,0.07404663,0.00241879,1.05262707,0.41600410,0.25775452,0.00000000
-5.53176588,0.78348362,0.07537859,0.00217672,0.95989510,0.39097435,0.23076305,0.00000000
-5.52576288,0.72690104,0.07730376,0.00195094,0.87509383,0.36941034,0.20636355,0.00000000
-5.51975988,0.67741819,0.07982057,0.00174328,0.79892498,0.35144655,0.18468521,0.00000000
-5.51375688,0.63525804,0.08291245,0.00155512,0.73188968,0.33713564,0.16580745,0.00000000
-5.50775388,0.60048940,0.08654859,0.00138741,0.67429830,0.32645487,0.14976448,0.00000000
-5.50175088,0.57304134,0.09068514,0.00124068,0.62628408,0.31931422,0.13655002,0.00000000
-5.49574787,0.55272002,0.09526680,0.00111511,0.58781931,0.31556604,0.12612209,0.00000000
-5.48974487,0.53922714,0.10022880,0.00101053,0.55873311,0.31501560,0.11840752,0.00000000
-5.48374187,0.53217914,0.10549909,0.00092651,0.53872981,0.31743226,0.11330598,0.00000000
-5.47773887,0.53112644,0.11100082,0.00086235,0.52740697,0.32256084,0.11069342,0.00000000
-5.47173587,0.53557200,0.11665483,0.00081718,0.52427256,0.33013263,0.11042488,0.00000000
-5.46573287,0.54498873,0.12238225,0.00078993,0.52876077,0.33987602,0.11233662,0.00000000
-5.45972986,0.55883531,0.12810696,0.00077942,0.54024622,0.35152608,0.11624785,0.00000000
-5.45372686,0.57657009,0.13375795,0.00078435,0.55805643,0.36483306,0.12196188,0.00000000
-5.44772386,0.59766292,0.13927137,0.00080335,0.58148276,0.37956950,0.12926719,0.00000000
-5.44172086,0.62160490,0.14459237,0.00083498,0.60978992,0.39553576,0.13793843,0.00000000
-5.43571786,0.64791590,0.14967650,0.00087775,0.64222444,0.41256391,0.14773750,0.00000000
-5.42971486,0.67615011,0.15449073,0.00093017,0.67802239,0.43051990,0.15841517,0.00000000
-5.42371186,0.70589962,0.15901406,0.00099070,0.71641666,0.44930397,0.16971297,0.00000000
-5.41770885,0.73679644,0.16323771,0.00105784,0.75664421,0.46884944,0.18136588,0.00000000
-5.41170585,0.76851285,0.16716482,0.00113007,0.79795347,0.48911995,0.19310559,0.00000000
-5.40570285,0.80076067,0.17080979,0.00120594,0.83961207,0.51010537,0.20466443,0.00000000
-5.39969985,0.83328942,0.17419728,0.00128403,0.88091492,0.53181654,0.21577992,0.00000000
-5.39369685,0.86588382,0.17736081,0.00136301,0.92119269,0.55427929,0.22619974,0.00000000
-5.38769385,0.89836074,0.18034117,0.00144164,0.95982040,0.57752785,0.23568700,0.00000000
-5.38169085,0.93056584,0.18318454,0.00151878,0.99622603,0.60159822,0.24402562,0.00000000
-5.37568784,0.96237022,0.18594059,0.00159346,1.02989885,0.62652169,0.25102546,0.00000000
-5.36968484,0.99366719,0.18866035,0.00166484,1.06039701,0.65231906,0.25652703,0.00000000
-5.36368184,1.02436936,0.19139427,0.00173228,1.08735425,0.67899576,0.26040555,0.00000000
-5.35767884,1.05440637,0.19419021,0.00179533,1.11048530,0.70653834,0.26257404,0.00000000
-5.35167584,1.08372317,0.19709166,0.00185375,1.12958980,0.73491254,0.26298541,0.00000000
-5.34567284,1.11227929,0.20013620,0.00190753,1.14455443,0.76406309,0.26163320,0.00000000
-5.33966983,1.14004897,0.20335416,0.00195690,1.15535333,0.79391560,0.25855112,0.00000000
-5.33366683,1.16702236,0.20676772,0.00200230,1.16204660,0.82438028,0.25381132,0.00000000
-5.32766383,1.19320777,0.21039039,0.00204445,1.16477708,0.85535770,0.24752136,0.00000000
-5.32166083,1.21863495,0.21422687,0.00208428,1.16376552,0.88674621,0.23982012,0.00000000
-5.31565783,1.24335929,0.21827340,0.00212295,1.15930432,0.91845092,0.23087290,0.00000000
-5.30965483,1.26746680,0.22251860,0.00216186,1.15175012,0.95039367,0.22086568,0.00000000
-5.30365183,1.29107957,0.22694462,0.00220261,1.14151550,0.98252370,0.20999913,0.00000000
-5.29764882,1.31436147,0.23152884,0.00224700,1.12906008,1.01482837,0.19848235,0.00000000
-5.29164582,1.33752363,0.23624576,0.00229702,1.11488125,1.04734336,0.18652681,0.00000000
-5.28564282,1.36082932,0.24106917,0.00235479,1.09950475,1.08016177,0.17434061,0.00000000
-5.27963982,1.38459770,0.24597451,0.00242260,1.08347534,1.11344144,0.16212327,0.00000000
-5.27363682,1.40920612,0.25094114,0.00250284,1.06734757,1.14741005,0.15006134,0.00000000
-5.26763382,1.43509035,0.25595456,0.00259799,1.05167693,1.18236738,0.13832481,0.00000000
-5.26163082,1.46274248,0.26100845,0.00271057,1.03701120,1.21868456,0.12706441,0.00000000
-5.25562781,1.49270622,0.26610624,0.00284311,1.02388229,1.25679976,0.11640985,0.00000000
-5.24962481,1.52556935,0.27126239,0.00299812,1.01279838,1.29721069,0.10646899,0.00000000
-5.24362181,1.56195347,0.27650306,0.00317802,1.00423663,1.34046358,0.09732778,0.00000000
-5.23761881,1.60250107,0.28186631,0.00338510,0.99863625,1.38713930,0.08905089,0.00000000
-5.23161581,1.64786048,0.28740171,0.00362147,0.99639228,1.43783687,0.08168293,0.00000000
-5.22561281,1.69866901,0.29316945,0.00388898,0.99785010,1.49315523,0.07525011,0.00000000
-5.21960980,1.75553517,0.29923911,0.00418919,1.00330078,1.55367380,0.06976224,0.00000000
-5.21360680,1.81902078,0.30568796,0.00452326,1.01297766,1.61993317,0.06521476,0.00000000
-5.20760380,1.88962386,0.31259918,0.00489195,1.02705413,1.69241641,0.06159099,0.00000000
-5.20160080,1.96776325,0.32005996,0.00529557,1.04564306,1.77153248,0.05886419,0.00000000
-5.19559780,2.05376604,0.32815971,0.00573388,1.06879793,1.85760237,0.05699963,0.00000000
-5.18959480,2.14785844,0.33698846,0.00620612,1.09651573,1.95084888,0.05595640,0.00000000
-5.18359180,2.25016098,0.34663560,0.00671100,1.12874192,2.05139083,0.05568911,0.00000000
-5.17758879,2.36068832,0.35718894,0.00724665,1.16537713,2.15924189,0.05614935,0.00000000
-5.17158579,2.47935383,0.36873425,0.00781073,1.20628557,2.27431437,0.05728698,0.00000000
-5.16558279,2.60597885,0.38135506,0.00840040,1.25130484,2.39642760,0.05905127,0.00000000
-5.15957979,2.74030580,0.39513284,0.00901241,1.30025659,2.52532044,0.06139189,0.00000000
-5.15357679,2.88201461,0.41014720,0.00964321,1.35295764,2.66066705,0.06425971,0.00000000
-5.14757379,3.03074076,0.42647609,0.01028900,1.40923065,2.80209465,0.06760759,0.00000000
-5.14157079,3.18609379,0.44419572,0.01094585,1.46891378,2.94920188,0.07139092,0.00000000
-5.13556778,3.34767436,0.46337997,0.01160979,1.53186849,3.10157614,0.07556815,0.00000000
-5.12956478,3.51508816,0.48409906,0.01227696,1.59798458,3.25880824,0.08010109,0.00000000
-5.12356178,3.68795498,0.50641732,0.01294364,1.66718209,3.42050270,0.08495509,0.00000000
-5.11755878,3.86591140,0.53038993,0.01360636,1.73940915,3.58628232,0.09009902,0.00000000
-5.11155578,4.04860600,0.55605846,0.01426196,1.81463565,3.75578581,0.09550501,0.00000000
-5.10555278,4.23568645,0.58344546,0.01490759,1.89284257,3.92865797,0.10114796,0.00000000
-5.09954977,4.42677836,0.61254796,0.01554073,1.97400709,4.10453207,0.10700478,0.00000000
-5.09354677,4.62145650,0.64333036,0.01615914,2.05808394,4.28300514,0.11305345,0.00000000
-5.08754377,4.81920978,0.67571689,0.01676081,2.14498384,4.46360709,0.11927174,0.00000000
-5.08154077,5.01940182,0.70958420,0.01734385,2.23455006,4.64576558,0.12563586,0.00000000
-5.07553777,5.22122977,0.74475454,0.01790640,2.32653438,4.82876878,0.13211897,0.00000000
-5.06953477,5.42368443,0.78099001,0.01844649,2.42057405,5.01172892,0.13868960,0.00000000
-5.06353177,5.62551485,0.81798865,0.01896191,2.51617127,5.19354950,0.14531027,0.00000000
-5.05752876,5.82520099,0.85538264,0.01945011,2.61267687,5.37289943,0.15193617,0.00000000
-5.05152576,6.02093750,0.89273927,0.01990810,2.70927969,5.54819685,0.15851423,0.00000000
-5.04552276,6.21063146,0.92956492,0.02033233,2.80500309,5.71760541,0.16498251,0.00000000
-5.03951976,6.39191617,0.96531229,0.02071873,2.89870936,5.87904494,0.17127015,0.00000000
-5.03351676,6.56218240,0.99939078,0.02106267,2.98911303,6.03021768,0.17729785,0.00000000
-5.02751376,6.71862713,1.03118006,0.02135902,3.07480289,6.16865052,0.18297894,0.00000000
-5.02151076,6.85831906,1.06004626,0.02160226,3.15427267,6.29175241,0.18822103,0.00000000
-5.01550775,6.97827902,1.08536026,0.02178668,3.22595932,6.39688540,0.19292827,0.00000000
-5.00950475,7.07557199,1.10651748,0.02190649,3.28828774,6.48144651,0.19700404,0.00000000
-5.00350175,7.14740710,1.12295816,0.02195611,3.33972012,6.54295698,0.20035408,0.00000000
-4.99749875,7.19124081,1.13418735,0.02193041,3.37880768,6.57915481,0.20288976,0.00000000
-4.99149575,7.20487834,1.13979352,0.02182493,3.40424278,6.58808598,0.20453155,0.00000000
-4.98549275,7.18656812,1.13946500,0.02163618,3.41490857,6.56818970,0.20521227,0.00000000
-4.97948974,7.13508437,1.13300333,0.02136181,3.40992413,6.51837320,0.20488017,0.00000000
-4.97348674,7.04979336,1.12033288,0.02100084,3.38868268,6.43807206,0.20350150,0.00000000
-4.96748374,6.93069974,1.10150621,0.02055381,3.35088102,6.32729270,0.20106252,0.00000000
-4.96148074,6.77847021,1.07670484,0.02002283,3.29653874,6.18663454,0.19757086,0.00000000
-4.95547774,6.59443337,1.04623552,0.01941165,3.22600620,6.01729067,0.19305602,0.00000000
-4.94947474,6.38055515,1.01052199,0.01872561,3.13996083,5.82102660,0.18756910,0.00000000
-4.94347174,6.13939142,0.97009272,0.01797156,3.03939204,5.60013818,0.18118180,0.00000000
-4.93746873,5.87401957,0.92556529,0.01715766,2.92557528,5.35739054,0.17398454,0.00000000
-4.93146573,5.58795261,0.87762806,0.01629324,2.80003668,5.09594116,0.16608400,0.00000000
-4.92546273,5.28503986,0.82702005,0.01538851,2.66450978,4.81925046,0.15760013,0.00000000
-4.91945973,4.96935864,0.77450994,0.01445430,2.52088651,4.53098437,0.14866272,0.00000000
-4.91345673,4.64510202,0.72087512,0.01350179,2.37116438,4.23491295,0.13940778,0.00000000
-4.90745373,4.31646738,0.66688164,0.01254218,2.21739238,3.93480972,0.12997379,0.00000000
-4.90145073,3.98755035,0.61326592,0.01158643,2.06161773,3.63435561,0.12049813,0.00000000
-4.89544772,3.66224808,0.56071875,0.01064502,1.90583552,3.33705133,0.11111364,0.00000000
-4.88944472,3.34417520,0.50987216,0.00972767,1.75194302,3.04614108,0.10194560,0.00000000
-4.88344172,3.03659499,0.46128941,0.00884318,1.60170026,2.76454994,0.09310914,0.00000000
-4.87743872,2.74236719,0.41545829,0.00799928,1.45669784,2.49483638,0.08470717,0.00000000
-4.87143572,2.46391326,0.37278770,0.00720250,1.31833266,2.23916049,0.07682883,0.00000000
-4.86543272,2.20319880,0.33360726,0.00645815,1.18779192,1.99926783,0.06954855,0.00000000
-4.85942971,1.96173229,0.29816967,0.00577025,1.06604509,1.77648808,0.06292558,0.00000000
-4.85342671,1.74057845,0.26665553,0.00514159,0.95384366,1.57174706,0.05700407,0.00000000
-4.84742371,1.54038417,0.23917988,0.00457377,0.85172761,1.38559023,0.05181354,0.00000000
-4.84142071,1.36141482,0.21580024,0.00406731,0.76003791,1.21821560,0.04736973,0.00000000
-4.83541771,1.20359808,0.19652550,0.00362172,0.67893383,1.06951362,0.04367571,0.00000000
-4.82941471,1.06657302,0.18132509,0.00323566,0.60841391,0.93911194,0.04072327,0.00000000
-4.82341171,0.94974186,0.17013824,0.00290707,0.54833938,0.82642255,0.03849432,0.00000000
-4.81740870,0.85232216,0.16288267,0.00263328,0.49845898,0.73068951,0.03696252,0.00000000
-4.81140570,0.77339761,0.15946255,0.00241120,0.45843408,0.65103530,0.03609477,0.00000000
-4.80540270,0.71196562,0.15977545,0.00223739,0.42786314,0.58650445,0.03585275,0.00000000
-4.79939970,0.66698062,0.16371809,0.00210825,0.40630475,0.53610317,0.03619444,0.00000000
-4.79339670,0.63739195,0.17119075,0.00202010,0.39329866,0.49883420,0.03707541,0.00000000
-4.78739370,0.62217582,0.18210034,0.00196928,0.38838414,0.47372630,0.03845009,0.00000000
-4.78139070,0.62036088,0.19636207,0.00195223,0.39111543,0.45985796,0.04027295,0.00000000
-4.77538769,0.63104731,0.21389975,0.00196559,0.40107390,0.45637542,0.04249939,0.00000000
-4.76938469,0.65341955,0.23464482,0.00200625,0.41787693,0.46250494,0.04508665,0.00000000
-4.76338169,0.68675272,0.25853415,0.00207134,0.44118325,0.47755965,0.04799443,0.00000000
-4.75737869,0.73041331,0.28550680,0.00215833,0.47069500,0.50094125,0.05118543,0.00000000
-4.75137569,0.78385441,0.31549973,0.00226498,0.50615648,0.53213715,0.05462569,0.00000000
-4.74537269,0.84660615,0.34844291,0.00238937,0.54734985,0.57071341,0.05828476,0.00000000
-4.73936968,0.91826199,0.38425364,0.00252986,0.59408814,0.61630416,0.06213568,0.00000000
-4.73336668,0.99846167,0.42283071,0.00268506,0.64620585,0.66859818,0.06615483,0.00000000
-4.72736368,1.08687152,0.46404838,0.00285383,0.70354768,0.72732330,0.07032157,0.00000000
-4.72136068,1.18316323,0.50775052,0.00303516,0.76595594,0.79222933,0.07461776,0.00000000
-4.71535768,1.28699210,0.55374542,0.00322818,0.83325722,0.86307043,0.07902716,0.00000000
-4.70935468,1.39797565,0.60180129,0.00343209,0.90524906,0.93958767,0.08353472,0.00000000
-4.70335168,1.51567400,0.65164308,0.00364609,0.98168736,1.02149258,0.08812584,0.00000000
-4.69734867,1.63957283,0.70295077,0.00386932,1.06227510,1.10845263,0.09278559,0.00000000
-4.69134567,1.76907011,0.75535950,0.00410085,1.14665334,1.20007918,0.09749803,0.00000000
-4.68534267,1.90346740,0.80846174,0.00433965,1.23439487,1.29591879,0.10224553,0.00000000
-4.67933967,2.04196651,0.86181166,0.00458449,1.32500115,1.39544818,0.10700830,0.00000000
-4.67333667,2.18367181,0.91493180,0.00483403,1.41790290,1.49807334,0.11176408,0.00000000
-4.66733367,2.32759849,0.96732192,0.00508676,1.51246447,1.60313278,0.11648797,0.00000000
-4.66133067,2.47268644,1.01846978,0.00534103,1.60799198,1.70990493,0.12115254,0.00000000
-4.65532766,2.61781925,1.06786369,0.00559510,1.70374490,1.81761923,0.12572812,0.00000000
-4.64932466,2.76184751,1.11500612,0.00584714,1.79895072,1.92547037,0.13018335,0.00000000
-4.64332166,2.90361499,1.15942796,0.00609534,1.89282185,2.03263488,0.13448580,0.00000000
-4.63731866,3.04198656,1.20070269,0.00633790,1.98457403,2.13828907,0.13860284,0.00000000
-4.63131566,3.17587593,1.23845970,0.00657309,2.07344522,2.24162730,0.14250251,0.00000000
-4.62531266,3.30427183,1.27239613,0.00679935,2.15871393,2.34187944,0.14615442,0.00000000
-4.61930965,3.42626092,1.30228634,0.00701527,2.23971608,2.43832644,0.14953066,0.00000000
-4.61330665,3.54104597,1.32798860,0.00721964,2.31585933,2.53031315,0.15260655,0.00000000
-4.60730365,3.64795837,1.34944841,0.00741149,2.38663422,2.61725758,0.15536131,0.00000000
-4.60130065,3.74646407,1.36669813,0.00759003,2.45162152,2.69865614,0.15777843,0.00000000
-4.59529765,3.83616282,1.37985294,0.00775470,2.51049549,2.77408471,0.15984596,0.00000000
-4.58929465,3.91678084,1.38910315,0.00790511,2.56302300,2.84319570,0.16155649,0.00000000
-4.58329165,3.98815760,1.39470320,0.00804097,2.60905878,2.90571148,0.16290693,0.00000000
-4.57728864,4.05022798,1.39695810,0.00816210,2.64853731,2.96141507,0.16389809,0.00000000
-4.57128564,4.10300112,1.39620780,0.00826834,2.68146202,3.01013896,0.16453418,0.00000000
-4.56528264,4.14653786,1.39281056,0.00835949,2.70789282,3.05175332,0.16482209,0.00000000
-4.55927964,4.18092864,1.38712626,0.00843530,2.72793283,3.08615466,0.16477071,0.00000000
-4.55327664,4.20627363,1.37950058,0.00849537,2.74171538,3.11325629,0.16439026,0.00000000
-4.54727364,4.22266686,1.37025102,0.00853921,2.74939229,3.13298150,0.16369164,0.00000000
-4.54127064,4.23018583,1.35965566,0.00856617,2.75112419,3.14526038,0.16268592,0.00000000
-4.53526763,4.22888735,1.34794516,0.00857544,2.74707359,3.15003076,0.16138398,0.00000000
-4.52926463,4.21881039,1.33529869,0.00856617,2.73740115,3.14724351,0.15979636,0.00000000
-4.52326163,4.19998576,1.32184377,0.00853741,2.72226515,3.13687196,0.15793323,0.00000000
-4.51725863,4.17245195,1.30766010,0.00848825,2.70182427,3.11892503,0.15580456,0.00000000
-4.51125563,4.13627625,1.29278702,0.00841786,2.67624315,3.09346307,0.15342048,0.00000000
-4.50525263,4.09157946,1.27723412,0.00832559,2.64570020,3.06061536,0.15079167,0.00000000
-4.49924962,4.03856239,1.26099411,0.00821103,2.61039689,3.02059783,0.14792993,0.00000000
-4.49324662,3.97753211,1.24405723,0.00807412,2.57056759,2.97372978,0.14484869,0.00000000
-4.48724362,3.90892584,1.22642608,0.00791519,2.52648912,2.92044785,0.14156354,0.00000000
-4.48124062,3.83333047,1.20812987,0.00773505,2.47848899,2.86131619,0.13809263,0.00000000
-4.47523762,3.75149597,1.18923721,0.00753499,2.42695163,2.79703160,0.13445702,0.00000000
-4.46923462,3.66434121,1.16986631,0.00731679,2.37232177,2.72842269,0.13068082,0.00000000
-4.46323162,3.57295126,1.15019218,0.00708277,2.31510464,2.65644277,0.12679120,0.00000000
-4.45722861,3.47856572,1.13044999,0.00683566,2.25586253,2.58215614,0.12281818,0.00000000
-4.45122561,3.38255807,1.11093440,0.00657862,2.19520780,2.50671810,0.11879429,0.00000000
-4.44522261,3.28640678,1.09199476,0.00631514,2.13379250,2.43134942,0.11475399,0.00000000
-4.43921961,3.19165916,1.07402627,0.00604893,2.07229485,2.35730607,0.11073305,0.00000000
-4.43321661,3.09988951,1.05745751,0.00578380,2.01140328,2.28584554,0.10676776,0.00000000
-4.42721361,3.01265334,1.04273492,0.00552359,1.95179871,2.21819123,0.10289407,0.00000000
-4.42121061,2.93143985,1.03030484,0.00527200,1.89413576,2.15549638,0.09914680,0.00000000
-4.41520760,2.85762459,1.02059409,0.00503252,1.83902386,2.09880922,0.09555874,0.00000000
-4.40920460,2.79242456,1.01398995,0.00480827,1.78700903,2.04904076,0.09215990,0.00000000
-4.40320160,2.73685770,1.01082044,0.00460196,1.73855709,2.00693677,0.08897681,0.00000000
-4.39719860,2.69170842,1.01133597,0.00441577,1.69403910,1.97305493,0.08603196,0.00000000
-4.39119560,2.65750072,1.01569307,0.00425132,1.65371950,1.94774818,0.08334334,0.00000000
-4.38519260,2.63447980,1.02394110,0.00410963,1.61774763,1.93115484,0.08092411,0.00000000
-4.37918959,2.62260300,1.03601253,0.00399108,1.58615269,1.92319579,0.07878251,0.00000000
-4.37318659,2.62154008,1.05171735,0.00389546,1.55884256,1.92357869,0.07692175,0.00000000
-4.36718359,2.63068289,1.07074188,0.00382196,1.53560638,1.93180883,0.07534018,0.00000000
-4.36118059,2.64916369,1.09265215,0.00376926,1.51612093,1.94720606,0.07403149,0.00000000
-4.35517759,2.67588139,1.11690190,0.00373556,1.49996038,1.96892702,0.07298497,0.00000000
-4.34917459,2.70953444,1.14284490,0.00371865,1.48660935,1.99599145,0.07218597,0.00000000
-4.34317159,2.74865911,1.16975120,0.00371603,1.47547863,2.02731166,0.07161629,0.00000000
-4.33716858,2.79167159,1.19682686,0.00372498,1.46592317,2.06172391,0.07125466,0.00000000
-4.33116558,2.83691231,1.22323646,0.00374265,1.45726172,2.09802036,0.07107727,0.00000000
-4.32516258,2.88269103,1.24812745,0.00376615,1.44879748,2.13498069,0.07105823,0.00000000
-4.31915958,2.92733103,1.27065572,0.00379263,1.43983915,2.17140223,0.07117011,0.00000000
-4.31315658,2.96921113,1.29001115,0.00381938,1.42972159,2.20612763,0.07138441,0.00000000
-4.30715358,3.00680419,1.30544250,0.00384384,1.41782556,2.23806956,0.07167202,0.00000000
