energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.29764882,5.39198760,0.03223081,0.79007809,0.07100100,0.09694557,3.17198548,3.13298183,1.01668600
-5.29164582,5.41958789,0.03233549,0.77964791,0.07012222,0.09642062,3.21037205,3.14958752,1.02465663
-5.28564282,5.44954504,0.03235161,0.76939924,0.06956561,0.09580388,3.24959573,3.16701490,1.03370961
-5.27963982,5.48116962,0.03227058,0.75945583,0.06932206,0.09511189,3.28896937,3.18496351,1.04372118
-5.27363682,5.51376940,0.03208571,0.74995730,0.06937876,0.09436148,3.32779029,3.20308045,1.05458753
-5.26763382,5.54669138,0.03179251,0.74106137,0.06972003,0.09356978,3.36536996,3.22098347,1.06623150
-5.26163082,5.57936076,0.03138891,0.73294506,0.07032813,0.09275414,3.40106252,3.23828569,1.07860726
-5.25562781,5.61131492,0.03087533,0.72580486,0.07118398,0.09193220,3.43429129,3.25462066,1.09170280
-5.24962481,5.64223083,0.03025470,0.71985555,0.07226779,0.09112187,3.46457189,3.26966619,1.10554011
-5.24362181,5.67194447,0.02953238,0.71532748,0.07355961,0.09034132,3.49153133,3.28316573,1.12017306
-5.23761881,5.70046120,0.02871603,0.71246241,0.07503971,0.08960895,3.51492202,3.29494580,1.13568314
-5.23161581,5.72795652,0.02781533,0.71150780,0.07668871,0.08894326,3.53463031,3.30492863,1.15217329
-5.22561281,5.75476699,0.02684176,0.71270958,0.07848769,0.08836266,3.55067906,3.31313871,1.16976017
-5.21960980,5.78137147,0.02580828,0.71630375,0.08041801,0.08788520,3.56322423,3.31970313,1.18856517
-5.21360680,5.80836362,0.02472894,0.72250682,0.08246105,0.08752819,3.57254554,3.32484509,1.20870478
-5.20760380,5.83641670,0.02361860,0.73150567,0.08459782,0.08730778,3.57903183,3.32887110,1.23028063
-5.20160080,5.86624235,0.02249252,0.74344697,0.08680849,0.08723838,3.58316153,3.33215212,1.25336980
-5.19559780,5.89854533,0.02136610,0.75842683,0.08907185,0.08733214,3.58547940,3.33509982,1.27801584
-5.18959480,5.93397636,0.02025452,0.77648102,0.09136488,0.08759830,3.58657048,3.33813909,1.30422090
-5.18359180,5.97308549,0.01917245,0.79757637,0.09366226,0.08804265,3.58703253,3.34167838,1.33193940
-5.17758879,6.01627838,0.01813390,0.82160373,0.09593610,0.08866693,3.58744812,3.34607944,1.36107349
-5.17158579,6.06377766,0.01715191,0.84837311,0.09815577,0.08946844,3.58835777,3.35162841,1.39147045
-5.16558279,6.11559152,0.01623846,0.87761127,0.10028793,0.09043967,3.59023522,3.35850975,1.42292232
-5.15957979,6.17149112,0.01540430,0.90896211,0.10229681,0.09156814,3.59346585,3.36678470,1.45516750
-5.15357679,6.23099804,0.01465888,0.94199011,0.10414464,0.09283642,3.59832913,3.37637555,1.48789439
-5.14757379,6.29338250,0.01401025,0.97618685,0.10579238,0.09422228,3.60498560,3.38705662,1.52074686
-5.14157079,6.35767238,0.01346502,1.01098051,0.10720063,0.09569910,3.61346882,3.39845266,1.55333122
-5.13556778,6.42267266,0.01302833,1.04574821,0.10833062,0.09723646,3.62368227,3.41004472,1.58522438
-5.12956478,6.48699425,0.01270383,1.07983078,0.10914545,0.09880081,3.63540099,3.42118322,1.61598285
-5.12356178,6.54909076,0.01249365,1.11254941,0.10961131,0.10035638,3.64827768,3.43110765,1.64515219
-5.11755878,6.60730142,0.01239838,1.14322370,0.10969866,0.10186608,3.66185249,3.43897172,1.67227655
-5.11155578,6.65989800,0.01241707,1.17119028,0.10938348,0.10329255,3.67556605,3.44387270,1.69690788
-5.10555278,6.70513363,0.01254723,1.19582138,0.10864820,0.10459908,3.68877467,3.44488348,1.71861466
-5.09954977,6.74129138,0.01278478,1.21654247,0.10748264,0.10575063,3.70076736,3.44108578,1.73698978
-5.09354677,6.76673056,0.01312407,1.23284843,0.10588450,0.10671464,3.71078362,3.43160276,1.75165747
-5.08754377,6.77992907,0.01355793,1.24431740,0.10385979,0.10746178,3.71803167,3.41562980,1.76227929
-5.08154077,6.77952048,0.01407760,1.25062196,0.10142277,0.10796654,3.72170648,3.39246201,1.76855899
-5.07553777,6.76432487,0.01467288,1.25153710,0.09859575,0.10820769,3.72100744,3.36151748,1.77024643
-5.06953477,6.73337300,0.01533214,1.24694480,0.09540849,0.10816848,3.71515536,3.32235558,1.76714070
-5.06353177,6.68592374,0.01604250,1.23683512,0.09189740,0.10783683,3.70340884,3.27468987,1.75909241
-5.05752876,6.62147499,0.01678992,1.22130395,0.08810449,0.10720522,3.68507987,3.21839555,1.74600548
-5.05152576,6.53976888,0.01755949,1.20054748,0.08407620,0.10627060,3.65954893,3.15351163,1.72783848
-5.04552276,6.44079194,0.01833563,1.17485401,0.07986206,0.10503408,3.62627940,3.08023820,1.70460561
-5.03951976,6.32477121,0.01910244,1.14459346,0.07551334,0.10350071,3.58483160,2.99892956,1.67637753
-5.03351676,6.19216730,0.01984401,1.11020506,0.07108168,0.10167908,3.53487600,2.91008382,1.64328187
-5.02751376,6.04366508,0.02054485,1.07218404,0.06661785,0.09958102,3.47620585,2.81432978,1.60550356
-5.02151076,5.88016295,0.02119024,1.03106769,0.06217059,0.09722126,3.40874864,2.71241199,1.56328483
-5.01550775,5.70276094,0.02176669,0.98742155,0.05778556,0.09461716,3.33257614,2.60517469,1.51692473
-5.00950475,5.51274798,0.02226235,0.94182613,0.05350461,0.09178846,3.24791255,2.49354522,1.46677809
-5.00350175,5.31158840,0.02266735,0.89486450,0.04936513,0.08875708,3.15514017,2.37851756,1.41325363
-4.99749875,5.10090742,0.02297417,0.84711132,0.04539966,0.08554690,3.05480209,2.26113636,1.35681124
-4.99149575,4.88247539,0.02317791,0.79912328,0.04163572,0.08218364,2.94760140,2.14248171,1.29795802
-4.98549275,4.65819024,0.02327648,0.75143106,0.03809581,0.07869471,2.83439646,2.02365487,1.23724329
-4.97948974,4.43005798,0.02327068,0.70453302,0.03479756,0.07510899,2.71619204,1.90576494,1.17525223
-4.97348674,4.20017067,0.02316427,0.65889028,0.03175405,0.07145668,2.59412607,1.78991661,1.11259838
-4.96748374,3.97068187,0.02296378,0.61492316,0.02897419,0.06776899,2.46945231,1.67719867,1.04991498
-4.96148074,3.74377941,0.02267836,0.57300882,0.02646322,0.06407790,2.34351901,1.56867346,0.98784541
-4.95547774,3.52165584,0.02231943,0.53347977,0.02422320,0.06041573,2.21774427,1.46536693,0.92703278
-4.94947474,3.30647686,0.02190033,0.49662314,0.02225354,0.05681472,2.09358861,1.36825934,0.86810915
-4.94347174,3.10034846,0.02143577,0.46268051,0.02055150,0.05330659,1.97252581,1.27827652,0.81168462
-4.93746873,2.90528349,0.02094138,0.43184801,0.01911266,0.04992197,1.85601272,1.19628163,0.75833654
-4.93146573,2.72316883,0.02043309,0.40427677,0.01793136,0.04668989,1.74545926,1.12306738,0.70859934
-4.92546273,2.55573383,0.01992658,0.38007354,0.01700107,0.04363724,1.64219945,1.05934881,0.66295513
-4.91945973,2.40452146,0.01943673,0.35930142,0.01631472,0.04078826,1.54746456,1.00575657,0.62182549
-4.91345673,2.27086277,0.01897711,0.34198085,0.01586493,0.03816406,1.46235901,0.96283084,0.58556462
-4.90745373,2.15585580,0.01855956,0.32809084,0.01564426,0.03578228,1.38783991,0.93101588,0.55445399
-4.90145073,2.06034940,0.01819379,0.31757054,0.01564532,0.03365676,1.32470071,0.91065538,0.52869876
-4.89544772,1.98493259,0.01788713,0.31032123,0.01586096,0.03179735,1.27355920,0.90198850,0.50842576
-4.88944472,1.92992981,0.01764440,0.30620880,0.01628432,0.03020989,1.23485020,0.90514696,0.49368335
-4.88344172,1.89540184,0.01746789,0.30506688,0.01690891,0.02889621,1.20882276,0.92015294,0.48444281
-4.87743872,1.88115254,0.01735737,0.30670049,0.01772863,0.02785430,1.19554188,0.94691820,0.48060129
-4.87143572,1.88674102,0.01731034,0.31089042,0.01873785,0.02707862,1.19489434,0.98524427,0.48198628
-4.86543272,1.91149862,0.01732227,0.31739806,0.01993138,0.02656045,1.20659843,1.03482402,0.48836117
-4.85942971,1.95455032,0.01738701,0.32597079,0.02130449,0.02628833,1.23021704,1.09524463,0.49943207
-4.85342671,2.01483985,0.01749715,0.33634774,0.02285290,0.02624857,1.26517376,1.16599225,0.51485541
-4.84742371,2.09115784,0.01764452,0.34826563,0.02457279,0.02642579,1.31077150,1.24645833,0.53424640
-4.84142071,2.18217231,0.01782067,0.36146472,0.02646072,0.02680342,1.36621334,1.33594793,0.55718799
-4.83541771,2.28646080,0.01801733,0.37569448,0.02851367,0.02736428,1.43062495,1.43369011,0.58324031
-4.82941471,2.40254361,0.01822687,0.39071882,0.03072894,0.02809104,1.50307842,1.53885031,0.61195040
-4.82341171,2.52891733,0.01844271,0.40632074,0.03310413,0.02896664,1.58261702,1.65054500,0.64286201
-4.81740870,2.66408824,0.01865962,0.42230610,0.03563710,0.02997468,1.66828040,1.76785824,0.67552538
-4.81140570,2.80660482,0.01887402,0.43850651,0.03832593,0.03109969,1.75912988,1.88986012,0.70950689
-4.80540270,2.95508881,0.01908415,0.45478109,0.04116885,0.03232736,1.85427323,2.01562662,0.74439821
-4.79939970,3.10826418,0.01929012,0.47101715,0.04416422,0.03364464,1.95288845,2.14426045,0.77982498
-4.79339670,3.26498323,0.01949393,0.48712980,0.04731048,0.03503977,2.05424575,2.27491216,0.81545457
-4.78739370,3.42424910,0.01969934,0.50306045,0.05060610,0.03650229,2.15772717,2.40680081,0.85100288
-4.78139070,3.58523398,0.01991170,0.51877436,0.05404951,0.03802293,2.26284276,2.53923322,0.88623979
-4.77538769,3.74729206,0.02013771,0.53425743,0.05763908,0.03959344,2.36924284,2.67162083,0.92099312
-4.76938469,3.90996659,0.02038502,0.54951225,0.06137299,0.04120648,2.47672516,2.80349327,0.95515075
-4.76338169,4.07299016,0.02066195,0.56455381,0.06524912,0.04285533,2.58523643,2.93450741,0.98866084
-4.75737869,4.23627780,0.02097702,0.57940477,0.06926490,0.04453379,2.69486755,3.06445129,1.02152975
-4.75137569,4.39991224,0.02133857,0.59409086,0.07341710,0.04623585,2.80584194,3.19324200,1.05381791
-4.74537269,4.56412146,0.02175431,0.60863627,0.07770159,0.04795559,2.91849709,3.32091716,1.08563326
-4.73936968,4.72924846,0.02223093,0.62305933,0.08211300,0.04968698,3.03325909,3.44761972,1.11712257
-4.73336668,4.89571398,0.02277374,0.63736861,0.08664438,0.05142369,3.15061099,3.57357639,1.14846084
-4.72736368,5.06397300,0.02338631,0.65155957,0.09128679,0.05315900,3.27105570,3.69907011,1.17983886
-4.72136068,5.23446653,0.02407025,0.66561179,0.09602885,0.05488568,3.39507461,3.82440763,1.21144964
-4.71535768,5.40757044,0.02482494,0.67948684,0.10085629,0.05659597,3.52308384,3.94988342,1.24347402
-4.70935468,5.58354342,0.02564745,0.69312690,0.10575153,0.05828149,3.65538975,4.07574170,1.27606613
-4.70335168,5.76247666,0.02653245,0.70645403,0.11069328,0.05993325,3.79214611,4.20213832,1.30933937
-4.69734867,5.94424765,0.02747222,0.71937026,0.11565621,0.06154166,3.93331503,4.32910475,1.34335356
-4.69134567,6.12848093,0.02845682,0.73175831,0.12061073,0.06309660,4.07863403,4.45651618,1.37810403
-4.68534267,6.31451805,0.02947417,0.74348305,0.12552294,0.06458746,4.22759126,4.58406577,1.41351315
-4.67933967,6.50139912,0.03051039,0.75439368,0.13035471,0.06600325,4.37941070,4.71124691,1.44942493
-4.67333667,6.68785755,0.03155003,0.76432656,0.13506393,0.06733271,4.53304884,4.83734489,1.48560309
-4.66733367,6.87232921,0.03257651,0.77310865,0.13960504,0.06856448,4.68720342,4.96143900,1.52173279
-4.66133067,7.05297631,0.03357250,0.78056155,0.14392965,0.06968727,4.84033473,5.08241554,1.55742616
-4.65532766,7.22772581,0.03452034,0.78650606,0.14798749,0.07069009,4.99069882,5.19899145,1.59223144
-4.64932466,7.39432099,0.03540254,0.79076718,0.15172738,0.07156245,5.13639163,5.30974796,1.62564543
-4.64332166,7.55038452,0.03620224,0.79317932,0.15509852,0.07229466,5.27540215,5.41317267,1.65712868
-4.63731866,7.69349014,0.03690360,0.79359175,0.15805176,0.07287810,5.40567246,5.50770834,1.68612281
-4.63131566,7.82123999,0.03749231,0.79187403,0.16054100,0.07330552,5.52516188,5.59180592,1.71206911
-4.62531266,7.93134409,0.03795590,0.78792117,0.16252456,0.07357130,5.63191226,5.66397938,1.73442759
-4.61930965,8.02169812,0.03828413,0.78165844,0.16396653,0.07367180,5.72411141,5.72285944,1.75269552
-4.61330665,8.09045616,0.03846918,0.77304557,0.16483807,0.07360558,5.80015184,5.76724383,1.76642466
-4.60730365,8.13609493,0.03850593,0.76208010,0.16511843,0.07337363,5.85868203,5.79614146,1.77523646
-4.60130065,8.15746681,0.03839202,0.74879977,0.16479591,0.07297958,5.89864825,5.80880863,1.77883442
-4.59529765,8.15383951,0.03812794,0.73328381,0.16386851,0.07242982,5.91932529,5.80477570,1.77701337
-4.58929465,8.12492096,0.03771692,0.71565292,0.16234436,0.07173352,5.92033519,5.78386347,1.76966524
-4.58329165,8.07086907,0.03716492,0.69606812,0.16024182,0.07090260,5.90165369,5.74618875,1.75678142
-4.57728864,7.99228640,0.03648034,0.67472818,0.15758940,0.06995165,5.86360499,5.69215972,1.73845166
-4.57128564,7.89020115,0.03567388,0.65186601,0.15442525,0.06889766,5.80684576,5.62246182,1.71486003
-4.56528264,7.76603584,0.03475817,0.62774385,0.15079661,0.06775974,5.73233999,5.53803553,1.68627831
-4.55927964,7.62156613,0.03374746,0.60264774,0.14675877,0.06655875,5.64132648,5.44004780,1.65305740
-4.55327664,7.45887221,0.03265726,0.57688114,0.14237410,0.06531676,5.53528125,5.32985898,1.61561733
-4.54727364,7.28028534,0.03150399,0.55075825,0.13771070,0.06405658,5.41587679,5.20898700,1.57443659
-4.54127064,7.08833209,0.03030453,0.52459717,0.13284105,0.06280111,5.28494021,5.07907082,1.53004130
-4.53526763,6.88567862,0.02907592,0.49871302,0.12784052,0.06157278,5.14441205,4.94183445,1.48299463
-4.52926463,6.67507688,0.02783495,0.47341159,0.12278591,0.06039284,4.99630712,4.79905292,1.43388700
-4.52326163,6.45931412,0.02659786,0.44898333,0.11775390,0.05928082,4.84267833,4.65252097,1.38332718
-4.51725863,6.24116686,0.02538005,0.42569824,0.11281956,0.05825388,4.68558409,4.50402494,1.33193438
-4.51125563,6.02335960,0.02419581,0.40380151,0.10805494,0.05732635,4.52705943,4.35531787,1.28033137
-4.50525263,5.80852849,0.02305811,0.38351013,0.10352775,0.05650926,4.36909066,4.20809774,1.22913837
-4.49924962,5.59918955,0.02197847,0.36501049,0.09930007,0.05581006,4.21359317,4.06398831,1.17896761
-4.49324662,5.39771101,0.02096678,0.34845689,0.09542729,0.05523239,4.06239162,3.92452197,1.13041806
