energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,3.55456500,0.01934938,0.79478324,0.04803964,0.07747064,1.48596569,2.52273523,0.68332975
-5.99399700,3.56575253,0.01867723,0.80060958,0.04767310,0.07761018,1.48478118,2.55658040,0.68133481
-5.98799400,3.57556751,0.01799778,0.80575106,0.04731194,0.07765086,1.48389704,2.58790512,0.67950189
-5.98199100,3.58233409,0.01730949,0.80990152,0.04692790,0.07756847,1.48253185,2.61548797,0.67745327
-5.97598799,3.58460235,0.01661285,0.81280029,0.04649581,0.07734248,1.48000610,2.63823885,0.67485743
-5.96998499,3.58116384,0.01591006,0.81423413,0.04599407,0.07695613,1.47574876,2.65521333,0.67143373
-5.96398199,3.57105993,0.01520482,0.81403790,0.04540500,0.07639641,1.46930043,2.66562373,0.66695540
-5.95797899,3.55358364,0.01450194,0.81209414,0.04471507,0.07565404,1.46031349,2.66884683,0.66125101
-5.95197599,3.52827535,0.01380696,0.80833180,0.04391505,0.07472337,1.44854929,2.66442826,0.65420430
-5.94597299,3.49491292,0.01312585,0.80272399,0.04299991,0.07360221,1.43387290,2.65208343,0.64575270
-5.93996998,3.45349698,0.01246461,0.79528510,0.04196875,0.07229170,1.41624569,2.63169524,0.63588451
-5.93396698,3.40423198,0.01182897,0.78606737,0.04082451,0.07079615,1.39571597,2.60330836,0.62463501
-5.92796398,3.34750372,0.01122412,0.77515696,0.03957368,0.06912282,1.37240828,2.56712037,0.61208158
-5.92196098,3.28385423,0.01065444,0.76266969,0.03822582,0.06728175,1.34651145,2.52346987,0.59833814
-5.91595798,3.21395471,0.01012339,0.74874664,0.03679317,0.06528556,1.31826604,2.47282195,0.58354894
-5.90995498,3.13857748,0.00963330,0.73354955,0.03529008,0.06314918,1.28795145,2.41575126,0.56788218
-5.90395198,3.05856779,0.00918540,0.71725632,0.03373248,0.06088965,1.25587315,2.35292336,0.55152335
-5.89794897,2.97481634,0.00877971,0.70005659,0.03213740,0.05852585,1.22235048,2.28507480,0.53466880
-5.89194597,2.88823339,0.00841517,0.68214748,0.03052239,0.05607815,1.18770538,2.21299270,0.51751954
-5.88594297,2.79972523,0.00808968,0.66372972,0.02890510,0.05356814,1.15225248,2.13749445,0.50027558
-5.87993997,2.71017364,0.00780021,0.64500406,0.02730281,0.05101822,1.11629080,2.05940827,0.48313086
-5.87393697,2.62041881,0.00754299,0.62616809,0.02573206,0.04845124,1.08009728,1.97955526,0.46626899
-5.86793397,2.53124611,0.00731366,0.60741358,0.02420839,0.04589012,1.04392237,1.89873349,0.44985974
-5.86193097,2.44337686,0.00710749,0.58892415,0.02274609,0.04335737,1.00798767,1.81770462,0.43405645
-5.85592796,2.35746281,0.00691951,0.57087346,0.02135805,0.04087478,0.97248549,1.73718332,0.41899430
-5.84992496,2.27408430,0.00674480,0.55342372,0.02005571,0.03846294,0.93758025,1.65782958,0.40478927
-5.84392196,2.19375144,0.00657859,0.53672459,0.01884903,0.03614090,0.90341140,1.58024395,0.39153793
-5.83791896,2.11690778,0.00641647,0.52091227,0.01774656,0.03392587,0.87009750,1.50496548,0.37931774
-5.83191596,2.04393578,0.00625454,0.50610889,0.01675556,0.03183288,0.83774107,1.43247197,0.36818783
-5.82591296,1.97516328,0.00608948,0.49242194,0.01588212,0.02987459,0.80643382,1.36318223,0.35819016
-5.81990995,1.91087030,0.00591871,0.47994380,0.01513133,0.02806112,0.77626173,1.29745971,0.34935082
-5.81390695,1.85129552,0.00574038,0.46875133,0.01450749,0.02639993,0.74730974,1.23561706,0.34168148
-5.80790395,1.79664200,0.00555344,0.45890546,0.01401429,0.02489583,0.71966557,1.17792105,0.33518090
-5.80190095,1.74708160,0.00535760,0.45045087,0.01365497,0.02355099,0.69342251,1.12459751,0.32983636
-5.79589795,1.70275809,0.00515332,0.44341569,0.01343248,0.02236507,0.66868107,1.07583581,0.32562506
-5.78989495,1.66378894,0.00494171,0.43781141,0.01334966,0.02133535,0.64554928,1.03179263,0.32251549
-5.78389195,1.63026574,0.00472448,0.43363297,0.01340928,0.02045702,0.62414180,0.99259500,0.32046870
-5.77788894,1.60225374,0.00450383,0.43085918,0.01361417,0.01972337,0.60457799,0.95834237,0.31943971
-5.77188594,1.57979071,0.00428230,0.42945347,0.01396719,0.01912613,0.58697895,0.92910790,0.31937876
-5.76588294,1.56288555,0.00406269,0.42936510,0.01447129,0.01865580,0.57146397,0.90493905,0.32023279
-5.75987994,1.55151701,0.00384793,0.43053081,0.01512940,0.01830199,0.55814654,0.88585757,0.32194688
-5.75387694,1.54563273,0.00364096,0.43287683,0.01594436,0.01805370,0.54713014,0.87185919,0.32446574
-5.74787394,1.54514897,0.00344461,0.43632131,0.01691883,0.01789974,0.53850420,0.86291306,0.32773530
-5.74187094,1.54995089,0.00326152,0.44077704,0.01805506,0.01782895,0.53234025,0.85896109,0.33170415
-5.73586793,1.55989360,0.00309407,0.44615421,0.01935478,0.01783049,0.52868855,0.85991741,0.33632490
-5.72986493,1.57480359,0.00294431,0.45236319,0.02081891,0.01789409,0.52757533,0.86566782,0.34155534
-5.72386193,1.59448063,0.00281391,0.45931710,0.02244737,0.01801018,0.52900062,0.87606934,0.34735929
-5.71785893,1.61869959,0.00270414,0.46693392,0.02423886,0.01817007,0.53293678,0.89094984,0.35370700
-5.71185593,1.64721218,0.00261589,0.47513818,0.02619055,0.01836595,0.53932782,0.91010762,0.36057523
-5.70585293,1.67974835,0.00254962,0.48386182,0.02829795,0.01859094,0.54808930,0.93331105,0.36794676
-5.69984992,1.71601726,0.00250545,0.49304441,0.03055464,0.01883905,0.55910909,0.96029814,0.37580949
-5.69384692,1.75570780,0.00248316,0.50263262,0.03295214,0.01910510,0.57224877,0.99077619,0.38415517
-5.68784392,1.79848896,0.00248224,0.51257892,0.03547985,0.01938461,0.58734581,1.02442150,0.39297780
-5.68184092,1.84401020,0.00250193,0.52283976,0.03812498,0.01967366,0.60421660,1.06087954,0.40227191
-5.67583792,1.89190230,0.00254133,0.53337332,0.04087264,0.01996877,0.62266021,1.09976557,0.41203079
-5.66983492,1.94177920,0.00259938,0.54413711,0.04370598,0.02026677,0.64246311,1.14066609,0.42224502
-5.66383192,1.99324118,0.00267503,0.55508554,0.04660642,0.02056473,0.66340481,1.18314148,0.43290124
-5.65782891,2.04588001,0.00276720,0.56616794,0.04955406,0.02085982,0.68526430,1.22673000,0.44398154
-5.65182591,2.09928629,0.00287495,0.57732703,0.05252805,0.02114938,0.70782746,1.27095340,0.45546340
-5.64582291,2.15305921,0.00299744,0.58849820,0.05550719,0.02143087,0.73089516,1.31532439,0.46732041
-5.63981991,2.20681876,0.00313410,0.59960965,0.05847047,0.02170202,0.75429193,1.35935584,0.47952368
-5.63381691,2.26022001,0.00328462,0.61058349,0.06139773,0.02196088,0.77787492,1.40257182,0.49204389
-5.62781391,2.31296910,0.00344901,0.62133786,0.06427037,0.02220610,0.80154279,1.44452000,0.50485390
-5.62181091,2.36484001,0.00362767,0.63178982,0.06707193,0.02243703,0.82524425,1.48478519,0.51793168
-5.61580790,2.41569130,0.00382143,0.64185895,0.06978874,0.02265405,0.84898548,1.52300339,0.53126339
-5.60980490,2.46548157,0.00403154,0.65147147,0.07241045,0.02285873,0.87283628,1.55887572,0.54484625
-5.60380190,2.51428248,0.00425971,0.66056442,0.07493044,0.02305409,0.89693417,1.59218143,0.55869100
-5.59779890,2.56228813,0.00450809,0.66908977,0.07734611,0.02324479,0.92148607,1.62278938,0.57282364
-5.59179590,2.60981962,0.00477923,0.67701810,0.07965898,0.02343725,0.94676708,1.65066694,0.58728617
-5.58579290,2.65732381,0.00507605,0.68434144,0.08187463,0.02363971,0.97311607,1.67588596,0.60213620
-5.57978989,2.70536575,0.00540176,0.69107522,0.08400240,0.02386226,1.00092786,1.69862498,0.61744521
-5.57378689,2.75461423,0.00575975,0.69725902,0.08605501,0.02411675,1.03064193,1.71916735,0.63329555
-5.56778389,2.80582055,0.00615345,0.70295602,0.08804782,0.02441655,1.06272780,1.73789511,0.64977603
-5.56178089,2.85979097,0.00658624,0.70825116,0.08999807,0.02477635,1.09766746,1.75527853,0.66697646
-5.55577789,2.91735364,0.00706123,0.71324809,0.09192393,0.02521178,1.13593527,1.77186154,0.68498112
-5.54977489,2.97932127,0.00758111,0.71806491,0.09384341,0.02573897,1.17797614,1.78824359,0.70386170
-5.54377189,3.04645105,0.00814799,0.72282915,0.09577327,0.02637409,1.22418283,1.80505848,0.72366996
-5.53776888,3.11940373,0.00876316,0.72767196,0.09772794,0.02713286,1.27487336,1.82295103,0.74443048
-5.53176588,3.19870379,0.00942699,0.73272204,0.09971838,0.02802996,1.33026960,1.84255253,0.76613412
-5.52576288,3.28470282,0.01013877,0.73809953,0.10175117,0.02907859,1.39047821,1.86445593,0.78873239
-5.51975988,3.37754815,0.01089658,0.74391008,0.10382766,0.03028989,1.45547502,1.88919201,0.81213335
-5.51375688,3.47715851,0.01169721,0.75023959,0.10594337,0.03167256,1.52509378,1.91720728,0.83619932
-5.50775388,3.58320845,0.01253621,0.75714971,0.10808762,0.03323249,1.59902022,1.94884485,0.86074659
-5.50175088,3.69512258,0.01340785,0.76467440,0.11024339,0.03497243,1.67679205,1.98432903,0.88554747
-5.49574787,3.81208056,0.01430527,0.77281761,0.11238754,0.03689183,1.75780518,2.02375420,0.91033459
-5.48974487,3.93303299,0.01522061,0.78155231,0.11449126,0.03898671,1.84132639,2.06707874,0.93480754
-5.48374187,4.05672798,0.01614527,0.79082081,0.11652080,0.04124972,1.92651207,2.11412409,0.95864153
-5.47773887,4.18174752,0.01707013,0.80053632,0.11843850,0.04367022,2.01243263,2.16457914,0.98149786
-5.47173587,4.30655235,0.01798590,0.81058572,0.12020403,0.04623446,2.09810153,2.21800978,1.00303577
-5.46573287,4.42953348,0.01888347,0.82083341,0.12177576,0.04892590,2.18250793,2.27387321,1.02292507
-5.45972986,4.54906819,0.01975423,0.83112599,0.12311230,0.05172551,2.26465152,2.33153654,1.04085918
-5.45372686,4.66357806,0.02059044,0.84129760,0.12417408,0.05461222,2.34357800,2.39029887,1.05656768
-5.44772386,4.77158644,0.02138557,0.85117569,0.12492486,0.05756328,2.41841371,2.44941602,1.06982803
-5.44172086,4.87177263,0.02213454,0.86058696,0.12533327,0.06055477,2.48839764,2.50812687,1.08047565
-5.43571786,4.96302051,0.02283399,0.86936313,0.12537406,0.06356206,2.55290952,2.56568035,1.08841198
-5.42971486,5.04445915,0.02348238,0.87734649,0.12502927,0.06656019,2.61149255,2.62136186,1.09360996
-5.42371186,5.11549374,0.02408004,0.88439480,0.12428910,0.06952438,2.66386969,2.67451823,1.09611670
-5.41770885,5.17582529,0.02462917,0.89038546,0.12315244,0.07243038,2.70995284,2.72458009,1.09605309
-5.41170585,5.22545844,0.02513366,0.89521878,0.12162723,0.07525489,2.74984445,2.77108083,1.09361042
-5.40570285,5.26469695,0.02559886,0.89882024,0.11973033,0.07797588,2.78383145,2.81367137,1.08904400
-5.39969985,5.29412730,0.02603128,0.90114162,0.11748721,0.08057289,2.81237189,2.85213020,1.08266419
-5.39369685,5.31459123,0.02643818,0.90216114,0.11493129,0.08302731,2.83607493,2.88636830,1.07482519
-5.38769385,5.32714868,0.02682715,0.90188245,0.11210304,0.08532263,2.85567508,2.91642868,1.06591220
-5.38169085,5.33303283,0.02720562,0.90033284,0.10904883,0.08744459,2.87200190,2.94248075,1.05632738
-5.37568784,5.33359942,0.02758042,0.89756056,0.10581967,0.08938140,2.88594652,2.96480964,1.04647556
-5.36968484,5.33027276,0.02795729,0.89363160,0.10246975,0.09112380,2.89842647,2.98380105,1.03675014
-5.36368184,5.32449069,0.02834052,0.88862609,0.09905500,0.09266517,2.91035026,2.99992214,1.02751993
-5.35767884,5.31765107,0.02873261,0.88263453,0.09563156,0.09400154,2.92258315,3.01369947,1.01911761
-5.35167584,5.31106187,0.02913399,0.87575422,0.09225443,0.09513158,2.93591556,3.02569477,1.01183014
-5.34567284,5.30589706,0.02954293,0.86808585,0.08897605,0.09605654,2.95103513,3.03647974,1.00589173
-5.33966983,5.30315985,0.02995546,0.85973076,0.08584517,0.09678010,2.96850363,3.04661079,1.00147939
-5.33366683,5.30365470,0.03036550,0.85078881,0.08290579,0.09730828,2.98873926,3.05660507,0.99871143
-5.32766383,5.30796897,0.03076502,0.84135708,0.08019637,0.09764917,3.01200505,3.06691859,0.99764868
-5.32166083,5.31646465,0.03114433,0.83152948,0.07774924,0.09781278,3.03840358,3.07792770,0.99829837
-5.31565783,5.32928032,0.03149247,0.82139723,0.07559020,0.09781070,3.06787795,3.08991451,1.00062028
-5.30965483,5.34634275,0.03179767,0.81105021,0.07373845,0.09765593,3.10021899,3.10305721,1.00453492
-5.30365183,5.36738755,0.03204777,0.80057911,0.07220660,0.09736255,3.13507814,3.11742554,1.00993303
