energy_ev,total_up,Ir_p_up,Ir_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,2.24555012,0.75345332,1.16342433,0.49637504,0.00345658,0.01088977,0.71926166
-5.99399700,2.25820785,0.74240764,1.18456469,0.48792147,0.00347387,0.01126193,0.72972364
-5.98799400,2.27202207,0.73020802,1.20725233,0.47821284,0.00349028,0.01164478,0.74165286
-5.98199100,2.28711469,0.71716511,1.23134461,0.46745972,0.00350640,0.01203335,0.75496998
-5.97598799,2.30356470,0.70361177,1.25666150,0.45589530,0.00352280,0.01242241,0.76955880
-5.96998499,2.32140938,0.68989669,1.28299140,0.44377129,0.00353998,0.01280656,0.78526973
-5.96398199,2.34064815,0.67637788,1.31009869,0.43135353,0.00355840,0.01318021,0.80192473
-5.95797899,2.36124862,0.66341598,1.33773258,0.41891723,0.00357845,0.01353766,0.81932355
-5.95197599,2.38315417,0.65136749,1.36563662,0.40674189,0.00360043,0.01387319,0.83725097
-5.94597299,2.40629217,0.64057785,1.39355844,0.39510604,0.00362460,0.01418111,0.85548436
-5.93996998,2.43058213,0.63137453,1.42125903,0.38428159,0.00365112,0.01445587,0.87380152
-5.93396698,2.45594280,0.62406002,1.44852090,0.37452812,0.00368010,0.01469218,0.89198793
-5.92796398,2.48229747,0.61890488,1.47515460,0.36608699,0.00371157,0.01488512,0.90984330
-5.92196098,2.50957686,0.61614085,1.50100325,0.35917544,0.00374551,0.01503028,0.92718682
-5.91595798,2.53771908,0.61595414,1.52594449,0.35398078,0.00378184,0.01512387,0.94386095
-5.90995498,2.56666651,0.61847910,1.54989000,0.35065494,0.00382043,0.01516288,0.95973357
-5.90395198,2.59635966,0.62379242,1.57278226,0.34930932,0.00386110,0.01514514,0.97469819
-5.89794897,2.62672831,0.63190812,1.59458914,0.35001039,0.00390362,0.01506947,0.98867266
-5.89194597,2.65768061,0.64277354,1.61529629,0.35277609,0.00394772,0.01493573,1.00159611
-5.88594297,2.68909088,0.65626667,1.63489819,0.35757328,0.00399308,0.01474484,1.01342479
-5.87993997,2.72078731,0.67219504,1.65338835,0.36431653,0.00403932,0.01449887,1.02412689
-5.87393697,2.75254053,0.69029651,1.67074952,0.37286826,0.00408603,0.01420096,1.03367693
-5.86793397,2.78405438,0.71024211,1.68694459,0.38304049,0.00413274,0.01385529,1.04205019
-5.86193097,2.81495992,0.73164110,1.70190904,0.39459835,0.00417893,0.01346706,1.04921755
-5.85592796,2.84481372,0.75404840,1.71554566,0.40726517,0.00422404,0.01304230,1.05514134
-5.84992496,2.87310109,0.77697429,1.72772196,0.42072933,0.00426748,0.01258783,1.05977245
-5.84392196,2.89924481,0.79989627,1.73827088,0.43465257,0.00430861,0.01211104,1.06304899
-5.83791896,2.92261941,0.82227275,1.74699475,0.44867968,0.00434679,0.01161981,1.06489688
-5.83191596,2.94257065,0.84355838,1.75367268,0.46244912,0.00438141,0.01112230,1.06523204
-5.82591296,2.95843955,0.86322018,1.75807086,0.47560436,0.00441185,0.01062683,1.06396450
-5.81990995,2.96958998,0.88075422,1.75995550,0.48780541,0.00443757,0.01014168,1.06100384
-5.81390695,2.97543831,0.89570192,1.75910745,0.49874009,0.00445811,0.00967499,1.05626598
-5.80790395,2.97548362,0.90766533,1.75533786,0.50813457,0.00447312,0.00923463,1.04968051
-5.80190095,2.96933683,0.91632079,1.74850378,0.51576274,0.00448238,0.00882805,1.04119843
-5.79589795,2.95674677,0.92143016,1.73852271,0.52145384,0.00448583,0.00846225,1.03079950
-5.78989495,2.93762185,0.92284911,1.72538523,0.52509818,0.00448361,0.00814365,1.01849884
-5.78389195,2.91204568,0.92053208,1.70916477,0.52665051,0.00447601,0.00787808,1.00435222
-5.77788894,2.88028576,0.91453358,1.69002386,0.52613100,0.00446357,0.00767072,0.98845970
-5.77188594,2.84279432,0.90500574,1.66821634,0.52362364,0.00444696,0.00752607,0.97096731
-5.76588294,2.80020137,0.89219224,1.64408542,0.51927231,0.00442708,0.00744800,0.95206656
-5.75987994,2.75329991,0.87641895,1.61805743,0.51327463,0.00440497,0.00743969,0.93199186
-5.75387694,2.70302429,0.85808164,1.59063175,0.50587388,0.00438179,0.00750371,0.91101586
-5.74787394,2.65042265,0.83763157,1.56236730,0.49734960,0.00435883,0.00764200,0.88944301
-5.74187094,2.59662506,0.81555949,1.53386653,0.48800703,0.00433741,0.00785594,0.86760170
-5.73586793,2.54280899,0.79237909,1.50575756,0.47816626,0.00431889,0.00814642,0.84583547
-5.72986493,2.49016408,0.76861050,1.47867569,0.46815135,0.00430462,0.00851383,0.82449366
-5.72386193,2.43985791,0.74476479,1.45324511,0.45828003,0.00429589,0.00895817,0.80392225
-5.71785893,2.39300457,0.72133010,1.43006194,0.44885446,0.00429392,0.00947910,0.78445521
-5.71185593,2.35063755,0.69875992,1.40967922,0.44015323,0.00429981,0.01007597,0.76640688
-5.70585293,2.31368796,0.67746405,1.39259478,0.43242508,0.00431457,0.01074795,0.75006581
-5.69984992,2.28296899,0.65780240,1.37924223,0.42588432,0.00433906,0.01149401,0.73569024
-5.69384692,2.25916671,0.64008159,1.36998542,0.42070799,0.00437404,0.01231300,0.72350538
-5.68784392,2.24283721,0.62455438,1.36511630,0.41703477,0.00442016,0.01320369,0.71370253
