energy_ev,total_up,Au_p_up,Au_d_up,B_p_up,B_d_up,S_s_up,S_p_up
-6.00000000,3.44177891,0.62460775,2.61038283,0.52641442,0.00000000,0.04382701,0.36173171
-5.99399700,3.48413799,0.62171598,2.65714851,0.53774539,0.00000000,0.04368126,0.35612506
-5.98799400,3.52603980,0.61871009,2.70412403,0.54981314,0.00000000,0.04335985,0.34976491
-5.98199100,3.56764671,0.61572491,2.75131775,0.56264796,0.00000000,0.04287274,0.34272133
-5.97598799,3.60913566,0.61289777,2.79874024,0.57626824,0.00000000,0.04223338,0.33507597
-5.96998499,3.65068995,0.61036618,2.84639939,0.59067820,0.00000000,0.04145828,0.32692076
-5.96398199,3.69248770,0.60826510,2.89429280,0.60586541,0.00000000,0.04056657,0.31835630
-5.95797899,3.73468733,0.60672356,2.94239762,0.62179814,0.00000000,0.03957948,0.30949023
-5.95197599,3.77741067,0.60586099,2.99065851,0.63842268,0.00000000,0.03851976,0.30043538
-5.94597299,3.82072479,0.60578309,3.03897450,0.65566086,0.00000000,0.03741108,0.29130787
-5.93996998,3.86462365,0.60657772,3.08718581,0.67340796,0.00000000,0.03627744,0.28222516
-5.93396698,3.90901088,0.60831066,3.13506160,0.69153114,0.00000000,0.03514252,0.27330409
-5.92796398,3.95368491,0.61102184,3.18228995,0.70986869,0.00000000,0.03402914,0.26465885
-5.92196098,3.99832799,0.61472181,3.22847100,0.72823029,0.00000000,0.03295875,0.25639909
-5.91595798,4.04249982,0.61938914,3.27311424,0.74639823,0.00000000,0.03195086,0.24862792
-5.90995498,4.08563699,0.62496849,3.31564070,0.76413003,0.00000000,0.03102271,0.24144009
-5.90395198,4.12705860,0.63136983,3.35539035,0.78116203,0.00000000,0.03018888,0.23492013
-5.89794897,4.16597830,0.63846878,3.39163492,0.79721441,0.00000000,0.02946101,0.22914062
-5.89194597,4.20152265,0.64610810,3.42359589,0.81199709,0.00000000,0.02884761,0.22416057
-5.88594297,4.23275506,0.65410051,3.45046708,0.82521664,0.00000000,0.02835398,0.22002390
-5.87993997,4.25870461,0.66223260,3.47144093,0.83658385,0.00000000,0.02798210,0.21675811
-5.87393697,4.27839846,0.67026980,3.48573736,0.84582168,0.00000000,0.02773073,0.21437314
-5.86793397,4.29089633,0.67796236,3.49263392,0.85267328,0.00000000,0.02759549,0.21286053
-5.86193097,4.29532562,0.68505196,3.49149572,0.85690992,0.00000000,0.02756905,0.21219284
-5.85592796,4.29091533,0.69127892,3.48180360,0.85833815,0.00000000,0.02764132,0.21232347
-5.84992496,4.27702735,0.69638949,3.46317916,0.85680632,0.00000000,0.02779979,0.21318686
-5.84392196,4.25318345,0.70014327,3.43540540,0.85220983,0.00000000,0.02802981,0.21469917
-5.83791896,4.21908676,0.70232023,3.39844159,0.84449510,0.00000000,0.02831502,0.21675947
-5.83191596,4.17463665,0.70272714,3.35243190,0.83366199,0.00000000,0.02863771,0.21925140
-5.82591296,4.11993640,0.70120327,3.29770684,0.81976461,0.00000000,0.02897924,0.22204533
-5.81990995,4.05529312,0.69762500,3.23477773,0.80291048,0.00000000,0.02932053,0.22500109
-5.81390695,3.98121020,0.69190930,3.16432401,0.78325810,0.00000000,0.02964247,0.22797107
-5.80790395,3.89837242,0.68401590,3.08717414,0.76101299,0.00000000,0.02992639,0.23080372
-5.80190095,3.80762461,0.67394817,3.00428074,0.73642242,0.00000000,0.03015450,0.23334736
-5.79589795,3.70994484,0.66175262,2.91669127,0.70976899,0.00000000,0.03031030,0.23545421
-5.78989495,3.60641337,0.64751712,2.82551531,0.68136342,0.00000000,0.03037899,0.23698433
-5.78389195,3.49817890,0.63136799,2.73189014,0.65153666,0.00000000,0.03034779,0.23780966
-5.77788894,3.38642359,0.61346601,2.63694611,0.62063184,0.00000000,0.03020627,0.23781770
-5.77188594,3.27232853,0.59400162,2.54177324,0.58899616,0.00000000,0.02994657,0.23691481
-5.76588294,3.15704103,0.57318950,2.44739071,0.55697307,0.00000000,0.02956359,0.23502909
-5.75987994,3.04164537,0.55126274,2.35472041,0.52489505,0.00000000,0.02905509,0.23211252
-5.75387694,2.92713798,0.52846676,2.26456581,0.49307712,0.00000000,0.02842171,0.22814241
-5.74787394,2.81440815,0.50505340,2.17759692,0.46181129,0.00000000,0.02766692,0.22312206
-5.74187094,2.70422491,0.48127510,2.09434180,0.43136206,0.00000000,0.02679688,0.21708058
-5.73586793,2.59723038,0.45737957,2.01518502,0.40196306,0.00000000,0.02582026,0.21007188
-5.72986493,2.49393956,0.43360497,1.94037274,0.37381483,0.00000000,0.02474796,0.20217288
-5.72386193,2.39474628,0.41017574,1.87002396,0.34708368,0.00000000,0.02359276,0.19348107
-5.71785893,2.29993458,0.38729910,1.80414721,0.32190164,0.00000000,0.02236899,0.18411140
-5.71185593,2.20969463,0.36516231,1.74266149,0.29836729,0.00000000,0.02109207,0.17419279
-5.70585293,2.12414197,0.34393068,1.68542034,0.27654739,0.00000000,0.01977816,0.16386430
-5.69984992,2.04333884,0.32374616,1.63223737,0.25647912,0.00000000,0.01844370,0.15327122
-5.69384692,1.96731607,0.30472666,1.58291205,0.23817275,0.00000000,0.01710500,0.14256110
-5.68784392,1.89609426,0.28696581,1.53725402,0.22161467,0.00000000,0.01577788,0.13188006
-5.68184092,1.82970285,0.27053328,1.49510481,0.20677043,0.00000000,0.01447735,0.12136936
-5.67583792,1.76819592,0.25547539,1.45635551,0.19358791,0.00000000,0.01321729,0.11116241
-5.66983492,1.71166374,0.24181607,1.42095965,0.18200023,0.00000000,0.01201026,0.10138229
-5.66383192,1.66023943,0.22955799,1.38894050,0.17192850,0.00000000,0.01086730,0.09213983
-5.65782891,1.61410027,0.21868391,1.36039251,0.16328437,0.00000000,0.00979787,0.08353226
-5.65182591,1.57346370,0.20915813,1.33547685,0.15597211,0.00000000,0.00880976,0.07564241
-5.64582291,1.53857810,0.20092806,1.31441133,0.14989057,0.00000000,0.00790914,0.06853841
-5.63981991,1.50970914,0.19392585,1.29745545,0.14493469,0.00000000,0.00710055,0.06227387
-5.63381691,1.48712222,0.18807013,1.28489137,0.14099694,0.00000000,0.00638708,0.05688837
-5.62781391,1.47106231,0.18326789,1.27700194,0.13796838,0.00000000,0.00577040,0.05240823
-5.62181091,1.46173219,0.17941631,1.27404707,0.13573974,0.00000000,0.00525095,0.04884742
-5.61580790,1.45927039,0.17640488,1.27623968,0.13420229,0.00000000,0.00482805,0.04620861
-5.60980490,1.46373010,0.17411746,1.28372271,0.13324875,0.00000000,0.00450003,0.04448408
-5.60380190,1.47506025,0.17243447,1.29654823,0.13277414,0.00000000,0.00426437,0.04365667
-5.59779890,1.49308985,0.17123512,1.31465998,0.13267667,0.00000000,0.00411781,0.04370049
-5.59179590,1.51751650,0.17039967,1.33788014,0.13285860,0.00000000,0.00405642,0.04458157
-5.58579290,1.54789972,0.16981162,1.36590111,0.13322719,0.00000000,0.00407569,0.04625824
-5.57978989,1.58365972,0.16935979,1.39828276,0.13369558,0.00000000,0.00417053,0.04868144
-5.57378689,1.62408162,0.16894027,1.43445527,0.13418362,0.00000000,0.00433536,0.05179488
-5.56778389,1.66832523,0.16845815,1.47372764,0.13461866,0.00000000,0.00456411,0.05553517
-5.56178089,1.71544007,0.16782900,1.51530146,0.13493620,0.00000000,0.00485018,0.05983189
-5.55577789,1.76438522,0.16697994,1.55828948,0.13508046,0.00000000,0.00518653,0.06460781
-5.54977489,1.81405317,0.16585052,1.60173816,0.13500465,0.00000000,0.00556563,0.06977921
-5.54377189,1.86329702,0.16439312,1.64465351,0.13467121,0.00000000,0.00597951,0.07525642
-5.53776888,1.91096003,0.16257307,1.68602913,0.13405175,0.00000000,0.00641983,0.08094459
-5.53176588,1.95590650,0.16036837,1.72487539,0.13312682,0.00000000,0.00687792,0.08674482
-5.52576288,1.99705297,0.15776919,1.76024885,0.13188557,0.00000000,0.00734489,0.09255552
-5.51975988,2.03339861,0.15477705,1.79128066,0.13032519,0.00000000,0.00781175,0.09827417
-5.51375688,2.06405391,0.15140386,1.81720307,0.12845030,0.00000000,0.00826954,0.10379925
-5.50775388,2.08826653,0.14767071,1.83737321,0.12627224,0.00000000,0.00870953,0.10903247
-5.50175088,2.10544357,0.14360672,1.85129301,0.12380826,0.00000000,0.00912338,0.11388110
-5.49574787,2.11516935,0.13924772,1.85862494,0.12108082,0.00000000,0.00950336,0.11826036
-5.48974487,2.11721818,0.13463500,1.85920276,0.11811680,0.00000000,0.00984249,0.12209577
-5.48374187,2.11156145,0.12981410,1.85303698,0.11494672,0.00000000,0.01013480,0.12532526
-5.47773887,2.09836885,0.12483364,1.84031477,0.11160412,0.00000000,0.01037544,0.12790105
-5.47173587,2.07800343,0.11974424,1.82139434,0.10812485,0.00000000,0.01056081,0.12979109
-5.46573287,2.05101064,0.11459749,1.79679379,0.10454643,0.00000000,0.01068871,0.13098005
-5.45972986,2.01810153,0.10944501,1.76717493,0.10090745,0.00000000,0.01075838,0.13146969
-5.45372686,1.98013058,0.10433758,1.73332236,0.09724693,0.00000000,0.01077048,0.13127863
-5.44772386,1.93806883,0.09932427,1.69611863,0.09360372,0.00000000,0.01072707,0.13044156
-5.44172086,1.89297312,0.09445168,1.65651620,0.09001582,0.00000000,0.01063153,0.12900772
-5.43571786,1.84595248,0.08976310,1.61550725,0.08651968,0.00000000,0.01048838,0.12703896
-5.42971486,1.79813292,0.08529786,1.57409228,0.08314953,0.00000000,0.01030314,0.12460720
-5.42371186,1.75062175,0.08109056,1.53324872,0.07993662,0.00000000,0.01008210,0.12179161
