energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,2.20638694,0.00464519,0.19034013,0.66679011,0.37433312,0.71181783,0.67227792,0.00542292,1.00614752
-5.99399700,2.23767515,0.00463372,0.18271510,0.67424299,0.39414512,0.71105577,0.67526139,0.00558017,1.03224045
-5.98799400,2.28219959,0.00467487,0.17600319,0.68579371,0.41643770,0.71294159,0.68297069,0.00574330,1.06416643
-5.98199100,2.33995444,0.00476791,0.17030961,0.70158323,0.44112051,0.71765101,0.69541578,0.00591029,1.10184696
-5.97598799,2.41073552,0.00491124,0.16572560,0.72170371,0.46806205,0.72531861,0.71253987,0.00607888,1.14511462
-5.96998499,2.49413636,0.00510244,0.16232697,0.74619261,0.49708975,0.73603275,0.73421801,0.00624664,1.19371255
-5.96398199,2.58954851,0.00533831,0.16017305,0.77502734,0.52799093,0.74983159,0.76025732,0.00641106,1.24729538
-5.95797899,2.69616609,0.00561494,0.15930598,0.80812051,0.56051474,0.76670004,0.79039901,0.00656963,1.30543160
-5.95197599,2.81299461,0.00592771,0.15975036,0.84531619,0.59437507,0.78656780,0.82432223,0.00671994,1.36760754
-5.94597299,2.93886409,0.00627143,0.16151319,0.88638728,0.62925432,0.80930858,0.86164952,0.00685974,1.43323283
-5.93996998,3.07244614,0.00664036,0.16458422,0.93103440,0.66480819,0.83474039,0.90195389,0.00698703,1.50164740
-5.93396698,3.21227490,0.00702834,0.16893646,0.97888640,0.70067126,0.86262692,0.94476726,0.00710010,1.57212999
-5.92796398,3.35677149,0.00742885,0.17452709,1.02950269,0.73646330,0.89268014,0.98959004,0.00719759,1.64390816
-5.92196098,3.50427150,0.00783518,0.18129855,1.08237763,0.77179629,0.92456401,1.03590163,0.00727847,1.71616969
-5.91595798,3.65305501,0.00824052,0.18917991,1.13694684,0.80628185,0.95789930,1.08317135,0.00734210,1.78807534
-5.90995498,3.80137864,0.00863812,0.19808843,1.19259575,0.83953903,0.99226959,1.13086977,0.00738813,1.85877277
-5.90395198,3.94750886,0.00902143,0.20793134,1.24866994,0.87120222,1.02722832,1.17847975,0.00741655,1.92741146
-5.89794897,4.08975588,0.00938425,0.21860784,1.30448745,0.90092895,1.06230687,1.22550714,0.00742757,1.99315837
-5.89194597,4.22650719,0.00972090,0.23001115,1.35935244,0.92840736,1.09702356,1.27149062,0.00742161,2.05521401
-5.88594297,4.35625998,0.01002633,0.24203076,1.41257023,0.95336308,1.13089338,1.31601048,0.00739921,2.11282854
-5.87993997,4.47765139,0.01029627,0.25455469,1.46346287,0.97556533,1.16343831,1.35869598,0.00736100,2.16531750
-5.87393697,4.58948583,0.01052734,0.26747177,1.51138509,0.99483195,1.19419790,1.39923118,0.00730760,2.21207661
-5.86793397,4.69075828,0.01071713,0.28067384,1.55573979,1.01103322,1.22273994,1.43735894,0.00723964,2.25259525
-5.86193097,4.78067287,0.01086425,0.29405785,1.59599274,1.02409421,1.24867066,1.47288310,0.00715766,2.28646803
-5.85592796,4.85865608,0.01096839,0.30752768,1.63168565,1.03399571,1.27164439,1.50566875,0.00706212,2.31340396
-5.84992496,4.92436378,0.01103025,0.32099579,1.66244730,1.04077345,1.29137209,1.53564060,0.00695342,2.33323293
-5.84392196,4.97768209,0.01105156,0.33438440,1.68800213,1.04451581,1.30762850,1.56277960,0.00683189,2.34590900
-5.83791896,5.01872162,0.01103493,0.34762637,1.70817585,1.04535993,1.32025756,1.58711799,0.00669783,2.35151030
-5.83191596,5.04780542,0.01098378,0.36066560,1.72289798,1.04348649,1.32917592,1.60873294,0.00655154,2.35023554
-5.82591296,5.06545101,0.01090216,0.37345694,1.73220101,1.03911318,1.33437422,1.62773919,0.00639338,2.34239706
-5.81990995,5.07234707,0.01079462,0.38596577,1.73621631,1.03248730,1.33591618,1.64428088,0.00622383,2.32841063
-5.81390695,5.06932576,0.01066599,0.39816704,1.73516692,1.02387763,1.33393543,1.65852304,0.00604353,2.30878236
-5.80790395,5.05733178,0.01052119,0.41004398,1.72935751,1.01356602,1.32863017,1.67064307,0.00585338,2.28409322
-5.80190095,5.03738932,0.01036505,0.42158658,1.71916206,1.00183889,1.32025596,1.68082253,0.00565451,2.25498168
-5.79589795,5.01056843,0.01020210,0.43278981,1.70500972,0.98897920,1.30911682,1.68923965,0.00544838,2.22212525
-5.78989495,4.97795192,0.01003642,0.44365175,1.68736956,0.97525902,1.29555507,1.69606278,0.00523680,2.18622156
-5.78389195,4.94060440,0.00987147,0.45417176,1.66673481,0.96093304,1.27994031,1.70144514,0.00502189,2.14796983
-5.77788894,4.89954431,0.00970997,0.46434872,1.64360740,0.94623340,1.26265799,1.70552083,0.00480613,2.10805325
-5.77188594,4.85572020,0.00955386,0.47417945,1.61848335,0.93136572,1.24409803,1.70840240,0.00459230,2.06712320
-5.76588294,4.80999174,0.00940417,0.48365747,1.59183957,0.91650673,1.22464392,1.71017991,0.00438344,2.02578553
-5.75987994,4.76311612,0.00926112,0.49277200,1.56412267,0.90180327,1.20466260,1.71092126,0.00418283,1.98458953
-5.75387694,4.71573965,0.00912405,0.50150732,1.53573992,0.88737275,1.18449558,1.71067391,0.00399389,1.94401971
-5.74787394,4.66839467,0.00899157,0.50984243,1.50705277,0.87330479,1.16445145,1.70946746,0.00382008,1.90449050
-5.74187094,4.62150100,0.00886161,0.51775109,1.47837276,0.85966396,1.14479986,1.70731703,0.00366488,1.86634377
-5.73586793,4.57537143,0.00873162,0.52520205,1.44995992,0.84649316,1.12576726,1.70422701,0.00353162,1.82984892
-5.72986493,4.53022004,0.00859863,0.53215947,1.42202323,0.83381755,1.10753412,1.70019487,0.00342345,1.79520517
-5.72386193,4.48617270,0.00845950,0.53858353,1.39472294,0.82164854,1.09023379,1.69521485,0.00334318,1.76254564
-5.71785893,4.44327834,0.00831108,0.54443104,1.36817433,0.80998763,1.07395262,1.68928100,0.00329323,1.73194258
-5.71185593,4.40152034,0.00815033,0.54965613,1.34245234,0.79882966,1.05873141,1.68238970,0.00327552,1.70341343
-5.70585293,4.36082703,0.00797454,0.55421084,1.31759684,0.78816555,1.04456782,1.67454126,0.00329139,1.67692696
-5.69984992,4.32108072,0.00778143,0.55804574,1.29361788,0.77798397,1.03141963,1.66574071,0.00334152,1.65240934
-5.69384692,4.28212503,0.00756928,0.56111043,1.27050080,0.76827218,1.01920860,1.65599782,0.00342588,1.62974962
-5.68784392,4.24377026,0.00733704,0.56335411,1.24821074,0.75901586,1.00782488,1.64532637,0.00354366,1.60880449
-5.68184092,4.20579711,0.00708433,0.56472612,1.22669654,0.75019808,0.99713172,1.63374310,0.00369328,1.58940233
-5.67583792,4.16795913,0.00681153,0.56517654,1.20589390,0.74179758,0.98697041,1.62126631,0.00387236,1.57134644
-5.66983492,4.12998446,0.00651969,0.56465699,1.18572787,0.73378658,0.97716549,1.60791465,0.00407773,1.55441778
-5.66383192,4.09157762,0.00621057,0.56312159,1.16611473,0.72612833,0.96752999,1.59370621,0.00430547,1.53837742
-5.65782891,4.05242206,0.00588651,0.56052806,1.14696350,0.71877484,0.95787077,1.57865817,0.00455098,1.52296900
-5.65182591,4.01218403,0.00555035,0.55683921,1.12817734,0.71166498,0.94799390,1.56278731,0.00480906,1.50792150
-5.64582291,3.97051851,0.00520532,0.55202447,1.10965494,0.70472322,0.93771001,1.54611124,0.00507402,1.49295268
-5.63981991,3.92707725,0.00485495,0.54606175,1.09129216,0.69785930,0.92683957,1.52865060,0.00533979,1.47777343
-5.63381691,3.88151920,0.00450288,0.53893929,1.07298411,0.69096897,0.91521789,1.51043192,0.00560012,1.46209307
-5.62781391,3.83352293,0.00415279,0.53065751,1.05462769,0.68393587,0.90269991,1.49149108,0.00584868,1.44562576
-5.62181091,3.78280070,0.00380826,0.52123082,1.03612461,0.67663448,0.88916444,1.47187690,0.00607927,1.42809780
-5.61580790,3.72911331,0.00347266,0.51068904,1.01738479,0.66893421,0.87451787,1.45165474,0.00628601,1.40925577
-5.60980490,3.67228488,0.00314908,0.49907847,0.99833010,0.66070423,0.85869703,1.43090951,0.00646343,1.38887493
-5.60380190,3.61221643,0.00284022,0.48646249,0.97889802,0.65181894,0.84167122,1.40974773,0.00660674,1.36676771
-5.59779890,3.54889736,0.00254836,0.47292145,0.95904517,0.64216379,0.82344312,1.38829844,0.00671188,1.34279159
-5.59179590,3.48241357,0.00227534,0.45855191,0.93875027,0.63164091,0.80404864,1.36671247,0.00677569,1.31685606
-5.58579290,3.41295165,0.00202252,0.44346517,0.91801638,0.62017449,0.78355556,1.34516003,0.00679600,1.28892800
-5.57978989,3.34079819,0.00179078,0.42778513,0.89687209,0.60771531,0.76206106,1.32382645,0.00677166,1.25903519
-5.57378689,3.26633425,0.00158059,0.41164541,0.87537156,0.59424431,0.73968812,1.30290622,0.00670259,1.22726753
-5.56778389,3.19002461,0.00139196,0.39518613,0.85359319,0.57977494,0.71658102,1.28259553,0.00658974,1.19377580
-5.56178089,3.11240241,0.00122454,0.37855017,0.83163705,0.56435397,0.69290011,1.26308359,0.00643507,1.15876793
-5.55577789,3.03404968,0.00107767,0.36187930,0.80962105,0.54806095,0.66881600,1.24454316,0.00624145,1.12250278
-5.54977489,2.95557481,0.00095040,0.34531029,0.78767595,0.53100613,0.64450358,1.22712098,0.00601256,1.08528172
-5.54377189,2.87758804,0.00084157,0.32897118,0.76593971,0.51332700,0.62013598,1.21092842,0.00575272,1.04743841
-5.53776888,2.80067635,0.00074983,0.31297797,0.74455114,0.49518371,0.59587889,1.19603314,0.00546680,1.00932715
-5.53176588,2.72537919,0.00067375,0.29743177,0.72364348,0.47675349,0.57188547,1.18245218,0.00515997,0.97131058
-5.52576288,2.65216625,0.00061179,0.28241668,0.70333822,0.45822446,0.54829199,1.17014707,0.00483761,0.93374705
-5.51975988,2.58141869,0.00056241,0.26799835,0.68373944,0.43978915,0.52521450,1.15902118,0.00450510,0.89697859
