energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.84392196,6.09582038,0.01431878,0.48504887,1.83499478,0.28288770,1.49389483,1.57053992,0.14465389,2.57069269
-5.83791896,5.93685546,0.01361399,0.46757979,1.79919258,0.27912957,1.47896884,1.54580390,0.13633238,2.49608662
-5.83191596,5.78350877,0.01296058,0.45066275,1.76288967,0.27569469,1.46910576,1.52293171,0.12803756,2.42293692
-5.82591296,5.63856033,0.01236809,0.43454264,1.72675958,0.27265599,1.46547703,1.50253916,0.11985399,2.35239573
-5.81990995,5.50471357,0.01184651,0.41946831,1.69148846,0.27008258,1.46932797,1.48521150,0.11185834,2.28557650
-5.81390695,5.38457304,0.01140610,0.40568908,1.65776948,0.26804065,1.48196002,1.47150144,0.10411870,2.22354439
-5.80790395,5.28062611,0.01105726,0.39345114,1.62629753,0.26659466,1.50470849,1.46192831,0.09669418,2.16730906
-5.80190095,5.19522630,0.01081026,0.38299366,1.59776343,0.26580864,1.53891528,1.45697741,0.08963489,2.11781929
-5.79589795,5.13057608,0.01067511,0.37454459,1.57284729,0.26574754,1.58589641,1.45709892,0.08298211,2.07595837
-5.78989495,5.08870674,0.01066126,0.36831616,1.55221030,0.26647828,1.64690427,1.46270544,0.07676878,2.04253932
-5.78389195,5.07145338,0.01077732,0.36449996,1.53648474,0.26807045,1.72308502,1.47416757,0.07102002,2.01829898
-5.77788894,5.08042354,0.01103086,0.36326175,1.52626169,0.27059632,1.81543184,1.49180708,0.06575383,2.00389019
-5.77188594,5.11695845,0.01142803,0.36473599,1.52207662,0.27413017,1.92473515,1.51588725,0.06098182,1.99987146
-5.76588294,5.18208713,0.01197333,0.36902029,1.52439285,0.27874671,2.05153131,1.54660055,0.05670989,2.00669381
-5.75987994,5.27647405,0.01266925,0.37616981,1.53358335,0.28451864,2.19605185,1.58405401,0.05293889,2.02468478
-5.75387694,5.40036235,0.01351606,0.38619201,1.54991151,0.29151335,2.35817539,1.62825274,0.04966518,2.05403010
-5.74787394,5.55351531,0.01451150,0.39904183,1.57351182,0.29978880,2.53738475,1.67908274,0.04688106,2.09475363
-5.74187094,5.73515949,0.01565056,0.41461764,1.60437140,0.30938886,2.73273183,1.73629402,0.04457512,2.14669678
-5.73586793,5.94393371,0.01692537,0.43275834,1.64231360,0.32033816,2.94281291,1.79948535,0.04273245,2.20949868
-5.72986493,6.17784822,0.01832504,0.45324164,1.68698488,0.33263690,3.16575666,1.86809216,0.04133474,2.28257866
-5.72386193,6.43425837,0.01983566,0.47578415,1.73784622,0.34625578,3.39922697,1.94137872,0.04036029,2.36512277
-5.71785893,6.70985698,0.02144034,0.50004310,1.79417001,0.36113149,3.64044210,2.01843615,0.03978400,2.45607584
-5.71185593,7.00068880,0.02311942,0.52562019,1.85504344,0.37716306,3.88621104,2.09818702,0.03957730,2.55414071
-5.70585293,7.30218976,0.02485064,0.55206743,1.91937898,0.39420931,4.13298733,2.17939745,0.03970815,2.65778577
-5.69984992,7.60925238,0.02660953,0.57889504,1.98593220,0.41208783,4.37693942,2.26069689,0.04014100,2.76526179
-5.69384692,7.91631755,0.02836984,0.60558139,2.05332699,0.43057557,4.61403634,2.34060564,0.04083693,2.87462849
-5.68784392,8.21749133,0.03010404,0.63158453,2.12008766,0.44941123,4.84014599,2.41756946,0.04175389,2.98379076
-5.68184092,8.50668405,0.03178391,0.65635534,2.18467712,0.46829959,5.05114309,2.49000029,0.04284702,3.09054399
-5.67583792,8.77776763,0.03338117,0.67935162,2.24553998,0.48691755,5.24302299,2.55632183,0.04406915,3.19262739
-5.66983492,9.02474578,0.03486813,0.70005275,2.30114906,0.50492201,5.41201696,2.61501807,0.04537151,3.28778374
-5.66383192,9.24193076,0.03621838,0.71797454,2.35005359,0.52195909,5.55470462,2.66468292,0.04670446,3.37382335
-5.65782891,9.42411985,0.03740746,0.73268336,2.39092723,0.53767458,5.66811883,2.70406881,0.04801847,3.44869004
-5.65182591,9.56676406,0.03841343,0.74380949,2.42261384,0.55172508,5.74983870,2.73213209,0.04926512,3.51052637
-5.64582291,9.66612222,0.03921750,0.75105864,2.44416922,0.56378951,5.79806687,2.74807314,0.05039815,3.55773544
-5.63981991,9.71939335,0.03980446,0.75422159,2.45489688,0.57358033,5.81168776,2.75136935,0.05137462,3.58903661
-5.63381691,9.72482160,0.04016308,0.75318129,2.45437638,0.58085422,5.79030426,2.74179943,0.05215592,3.60351256
-5.62781391,9.68176896,0.04028642,0.74791726,2.44248278,0.58542147,5.73425153,2.71945781,0.05270877,3.60064565
-5.62181091,9.59075214,0.04017193,0.73850704,2.41939651,0.58715385,5.64458720,2.68475836,0.05300614,3.58034173
-5.61580790,9.45344192,0.03982153,0.72512463,2.38560299,0.58599048,5.52305871,2.63842731,0.05302786,3.54294028
-5.60980490,9.27262462,0.03924150,0.70803614,2.34188193,0.58194145,5.37204932,2.58148537,0.05276122,3.48921019
-5.60380190,9.05212714,0.03844227,0.68759257,2.28928674,0.57508901,5.19450506,2.51521992,0.05220115,3.42033131
-5.59779890,8.79670845,0.03743808,0.66422031,2.22911481,0.56558621,4.99384604,2.44114831,0.05135035,3.33786222
-5.59179590,8.51192205,0.03624661,0.63840960,2.16286964,0.55365312,4.77386571,2.36097373,0.05021896,3.24369571
-5.58579290,8.20395464,0.03488843,0.61070140,2.09221644,0.53957062,4.53862233,2.27653547,0.04882423,3.14000337
-5.57978989,7.87944759,0.03338646,0.58167334,2.01893274,0.52367230,4.29232666,2.18975544,0.04718974,3.02917184
-5.57378689,7.54530796,0.03176536,0.55192511,1.94485583,0.50633447,4.03923045,2.10258317,0.04534459,2.91373289
-5.56778389,7.20851641,0.03005094,0.52206388,1.87182895,0.48796501,3.78351922,2.01694117,0.04332234,2.79629025
-5.56178089,6.87593872,0.02826948,0.49269029,1.80164812,0.46899136,3.52921316,1.93467276,0.04115991,2.67944581
-5.55577789,6.55414792,0.02644716,0.46438536,1.73601131,0.44984821,3.28007893,1.85749420,0.03889635,2.56572807
-5.54977489,6.24926259,0.02460952,0.43769877,1.67647173,0.43096535,3.03955460,1.78695262,0.03657163,2.45752516
-5.54377189,5.96680672,0.02278091,0.41313873,1.62439652,0.41275622,2.81068944,1.72439111,0.03422549,2.35702489
-5.53776888,5.71159478,0.02098408,0.39116365,1.58093217,0.39560758,2.59609925,1.67092193,0.03189627,2.26616371
-5.53176588,5.48764508,0.01923977,0.37217573,1.54697750,0.37987061,2.39793753,1.62740845,0.02961998,2.18658589
-5.52576288,5.29812282,0.01756650,0.35651652,1.52316491,0.36585374,2.21788205,1.59445607,0.02742940,2.11961429
-5.51975988,5.14531339,0.01598031,0.34446437,1.50985018,0.35381760,2.05713582,1.57241202,0.02535343,2.06623284
-5.51375688,5.03062499,0.01449469,0.33623364,1.50711093,0.34397184,1.91644111,1.56137365,0.02341658,2.02708127
-5.50775388,4.95461896,0.01312053,0.33197551,1.51475357,0.33647423,1.79610482,1.56120439,0.02163866,2.00246128
-5.50175088,4.91706493,0.01186618,0.33178025,1.53232829,0.33143167,1.69603339,1.57155651,0.02003464,1.99235372
-5.49574787,4.91701761,0.01073753,0.33568065,1.55915141,0.32890312,1.61577512,1.59189936,0.01861467,1.99644541
-5.48974487,4.95291090,0.00973821,0.34365636,1.59433427,0.32890415,1.55456814,1.62155177,0.01738434,2.01416425
-5.48374187,5.02266509,0.00886982,0.35563897,1.63681775,0.33141287,1.51139181,1.65971726,0.01634494,2.04472095
-5.47773887,5.12380240,0.00813209,0.37151754,1.68541106,0.33637679,1.48502004,1.70552029,0.01549391,2.08715543
-5.47173587,5.25356616,0.00752325,0.39114440,1.73883377,0.34372042,1.47407464,1.75804239,0.01482540,2.14038613
-5.46573287,5.40903897,0.00704020,0.41434088,1.79575963,0.35335306,1.47707736,1.81635647,0.01433080,2.20325997
-5.45972986,5.58725540,0.00667888,0.44090303,1.85486078,0.36517642,1.49249927,1.87955816,0.01399935,2.27460125
-5.45372686,5.78530532,0.00643443,0.47060692,1.91485096,0.37909179,1.51880638,1.94679303,0.01381875,2.35325747
-5.44772386,6.00042407,0.00630150,0.50321348,1.97452636,0.39500628,1.55450050,2.01727868,0.01377574,2.43814041
-5.44172086,6.23006679,0.00627443,0.53847278,2.03280260,0.41283788,1.59815464,2.09032122,0.01385661,2.52826091
-5.43571786,6.47196438,0.00634744,0.57612760,2.08874678,0.43251904,1.64844231,2.16532543,0.01404771,2.62275605
-5.42971486,6.72415975,0.00651475,0.61591625,2.14160329,0.45399870,1.70416021,2.24179877,0.01433586,2.72090795
-5.42371186,6.98502347,0.00677076,0.65757462,2.19081260,0.47724242,1.76424405,2.31934918,0.01470865,2.82215326
-5.41770885,7.25324916,0.00711004,0.70083736,2.23602216,0.50223078,1.82777746,2.39767716,0.01515469,2.92608342
-5.41170585,7.52782945,0.00752743,0.74543835,2.27708917,0.52895601,1.89399383,2.47656291,0.01566377,3.03243561
-5.40570285,7.80801435,0.00801806,0.79111047,2.31407492,0.55741700,1.96227163,2.55584923,0.01622693,3.14107507
-5.39969985,8.09325476,0.00857731,0.83758469,2.34723113,0.58761294,2.03212341,2.63542153,0.01683642,3.25196977
-5.39369685,8.38313429,0.00920077,0.88458879,2.37697866,0.61953584,2.10317930,2.71518595,0.01748567,3.36515863
-5.38769385,8.67729337,0.00988425,0.93184570,2.40387968,0.65316241,2.17516592,2.79504712,0.01816906,3.48071523
-5.38169085,8.97534987,0.01062366,0.97907183,2.42860446,0.68844569,2.24788163,2.87488661,0.01888180,3.59870864
-5.37568784,9.27682077,0.01141495,1.02597541,2.45189429,0.72530690,2.32116959,2.95454362,0.01961966,3.71916375
-5.36968484,9.58104940,0.01225408,1.07225526,2.47452225,0.76362808,2.39488976,3.03379880,0.02037875,3.84202316
-5.36368184,9.88714253,0.01313693,1.11760005,2.49725369,0.80324583,2.46889154,3.11236236,0.02115529,3.96711294
-5.35767884,10.19392112,0.01405926,1.16168830,2.52080828,0.84394690,2.54298827,3.18986695,0.02194535,4.09411411
-5.35167584,10.49988800,0.01501665,1.20418932,2.54582537,0.88546564,2.61693518,3.26586604,0.02274470,4.22254185
-5.34567284,10.80321469,0.01600446,1.24476503,2.57283440,0.92748397,2.69041191,3.33983761,0.02354862,4.35173364
-5.33966983,11.10174870,0.01701785,1.28307303,2.60223161,0.96963367,2.76301064,3.41119335,0.02435185,4.48084743
-5.33366683,11.39304158,0.01805176,1.31877057,2.63426418,1.01150146,2.83423060,3.47929249,0.02514856,4.60887014
-5.32766383,11.67439667,0.01910093,1.35151957,2.66902223,1.05263633,2.90347946,3.54345986,0.02593234,4.73463643
-5.32166083,11.94293462,0.02015992,1.38099256,2.70643910,1.09255931,2.97008142,3.60300702,0.02669631,4.85685694
-5.31565783,12.19567353,0.02122316,1.40687918,2.74629933,1.13077504,3.03329189,3.65725541,0.02743333,4.97415474
-5.30965483,12.42961994,0.02228500,1.42889325,2.78825384,1.16678482,3.09231782,3.70556018,0.02813611,5.08510829
-5.30365183,12.64186604,0.02333980,1.44677991,2.83184095,1.20010054,3.14634288,3.74733364,0.02879750,5.18829863
-5.29764882,12.82968832,0.02438195,1.46032272,2.87651202,1.23025885,3.19455582,3.78206696,0.02941076,5.28235851
-5.29164582,12.99064263,0.02540597,1.46935029,2.92165990,1.25683503,3.23618072,3.80934916,0.02996981,5.36602091
-5.28564282,13.12265109,0.02640657,1.47374222,2.96664839,1.27945584,3.27050733,3.82888250,0.03046951,5.43816436
-5.27963982,13.22407639,0.02737870,1.47343414,3.01084100,1.29781081,3.29691982,3.84049366,0.03090587,5.49785288
-5.27363682,13.29378019,0.02831764,1.46842149,3.05362734,1.31166150,3.31492232,3.84414037,0.03127633,5.54436836
-5.26763382,13.33116302,0.02921900,1.45876202,3.09444560,1.32084830,3.32415998,3.83991340,0.03157988,5.57723409
-5.26163082,13.33618417,0.03007883,1.44457684,3.13280013,1.32529456,3.32443416,3.82803407,0.03181717,5.59622812
-5.25562781,13.30936129,0.03089357,1.42604996,3.16827332,1.32500790,3.31571123,3.80884783,0.03199065,5.60138624
-5.24962481,13.25175038,0.03166015,1.40342638,3.20053136,1.32007883,3.29812449,3.78281442,0.03210447,5.59299465
-5.24362181,13.16490811,0.03237599,1.37700875,3.22932420,1.31067663,3.27196912,3.75049553,0.03216456,5.57157310
-5.23761881,13.05083897,0.03303900,1.34715281,3.25448003,1.29704306,3.23769084,3.71254057,0.03217846,5.53784974
-5.23161581,12.91193064,0.03364762,1.31426170,3.27589515,1.27948411,3.19586892,3.66967162,0.03215521,5.49272936
-5.22561281,12.75088134,0.03420081,1.27877937,3.29352057,1.25836030,3.14719468,3.62266823,0.03210525,5.43725695
-5.21960980,12.57062290,0.03469811,1.24118330,3.30734630,1.23407600,3.09244687,3.57235262,0.03204016,5.37257881
-5.21360680,12.37424333,0.03513964,1.20197677,3.31738515,1.20706838,3.03246550,3.51957600,0.03197255,5.29990315
-5.20760380,12.16491240,0.03552614,1.16168092,3.32365697,1.17779631,2.96812538,3.46520608,0.03191576,5.22046233
-5.20160080,11.94581269,0.03585894,1.12082670,3.32617489,1.14672976,2.90031114,3.41011597,0.03188377,5.13547834
-5.19559780,11.72007861,0.03614009,1.07994708,3.32493436,1.11433998,2.82989475,3.35517436,0.03189087,5.04613293
-5.18959480,11.49074434,0.03637227,1.03956943,3.31990583,1.08109074,2.75771664,3.30123675,0.03195152,4.95354336
-5.18359180,11.26070130,0.03655885,1.00020847,3.31103134,1.04743073,2.68457118,3.24913726,0.03208007,4.85874411
-5.17758879,11.03266491,0.03670390,0.96235966,3.29822515,1.01378727,2.61119684,3.19968065,0.03229053,4.76267465
-5.17158579,10.80914959,0.03681210,0.92649313,3.28137810,0.98056121,2.53827093,3.15363406,0.03259628,4.66617291
-5.16558279,10.59245066,0.03688870,0.89304837,3.26036507,0.94812298,2.46640875,3.11171810,0.03300979,4.56997349
-5.15957979,10.38463134,0.03693944,0.86242936,3.23505487,0.91680959,2.39616646,3.07459684,0.03354229,4.47470986
-5.15357679,10.18751319,0.03697041,0.83500039,3.20532148,0.88692240,2.32804664,3.04286674,0.03420340,4.38091926
-5.14757379,10.00266810,0.03698785,0.81108248,3.17105574,0.85872554,2.26250577,3.01704434,0.03500075,4.28904915
-5.14157079,9.83141069,0.03699800,0.79095015,3.13217645,0.83244468,2.19996230,2.99755311,0.03593961,4.19946417
-5.13556778,9.67479001,0.03700683,0.77482885,3.08864016,0.80826614,2.14080436,2.98470972,0.03702250,4.11245278
-5.12956478,9.53358023,0.03701983,0.76289267,3.04044874,0.78633620,2.08539608,2.97871047,0.03824877,4.02823279
-5.12356178,9.40827059,0.03704173,0.75526250,2.98765448,0.76676061,2.03408170,2.97961855,0.03961436,3.94695556
-5.11755878,9.29905523,0.03707627,0.75200444,2.93036245,0.74960424,1.98718690,2.98735300,0.04111149,3.86870886
-5.11155578,9.20582426,0.03712600,0.75312860,2.86873001,0.73489109,1.94501712,3.00168031,0.04272852,3.79351850
-5.10555278,9.12815755,0.03719206,0.75858824,2.80296400,0.72260470,1.90785266,3.02220947,0.04444995,3.72134932
-5.09954977,9.06532310,0.03727411,0.76827910,2.73331575,0.71268908,1.87594105,3.04839127,0.04625650,3.65210615
-5.09354677,9.01628164,0.03737022,0.78203934,2.66007472,0.70505033,1.84948695,3.07952251,0.04812543,3.58563543
-5.08754377,8.97969899,0.03747693,0.79964970,2.58356123,0.69955915,1.82864056,3.11475546,0.05003091,3.52172821
-5.08154077,8.95396743,0.03758931,0.82083436,2.50411909,0.69605416,1.81348515,3.15311272,0.05194471,3.46012513
-5.07553777,8.93723661,0.03770116,0.84526241,2.42210847,0.69434614,1.80402479,3.19350747,0.05383689,3.40052369
-5.06953477,8.92745406,0.03780526,0.87255006,2.33789972,0.69422326,1.80017335,3.23476849,0.05567667,3.34258804
-5.06353177,8.92241454,0.03789368,0.90226379,2.25186829,0.69545696,1.80174540,3.27566938,0.05743343,3.28596120
-5.05752876,8.91981692,0.03795810,0.93392459,2.16439098,0.69780848,1.80845018,3.31496090,0.05907769,3.23027916
-5.05152576,8.91732664,0.03799025,0.96701327,2.07584348,0.70103569,1.81988901,3.35140538,0.06058208,3.17518643
-5.04552276,8.91264119,0.03798226,1.00097708,1.98659910,0.70489999,1.83555672,3.38381171,0.06192231,3.12035188
-5.03951976,8.90355591,0.03792703,1.03523762,1.89702827,0.70917289,1.85484727,3.41106962,0.06307802,3.06548424
-5.03351676,8.88802705,0.03781856,1.06920002,1.80749870,0.71364196,1.87706363,3.43218176,0.06403337,3.01034586
-5.02751376,8.86422932,0.03765219,1.10226333,1.71837549,0.71811586,1.90143154,3.44629228,0.06477760,2.95476405
-5.02151076,8.83060510,0.03742482,1.13383200,1.63002113,0.72242817,1.92711675,3.45271070,0.06530522,2.89863885
-5.01550775,8.78590317,0.03713496,1.16332820,1.54279477,0.72643977,1.95324511,3.45093010,0.06561604,2.84194685
-5.00950475,8.72920536,0.03678273,1.19020461,1.45705073,0.73003974,1.97892468,3.44063894,0.06571492,2.78474048
-5.00350175,8.65994002,0.03636979,1.21395738,1.37313597,0.73314471,2.00326894,3.42172613,0.06561134,2.72714283
-4.99749875,8.57788203,0.03589913,1.23413875,1.29138661,0.73569673,2.02542015,3.39427926,0.06531868,2.66933814
-4.99149575,8.48314012,0.03537485,1.25036887,1.21212349,0.73765987,2.04457201,3.35857624,0.06485346,2.61155874
-4.98549275,8.37613232,0.03480179,1.26234626,1.13564708,0.73901582,2.05999056,3.31507099,0.06423436,2.55406906
-4.97948974,8.25755170,0.03418529,1.26985646,1.06223196,0.73975882,2.07103261,3.26437398,0.06348131,2.49714791
-4.97348674,8.12832437,0.03353077,1.27277833,0.99212122,0.73989027,2.07716105,3.20722864,0.06261447,2.44107024
-4.96748374,7.98956259,0.03284346,1.27108766,0.92552125,0.73941349,2.07795647,3.14448499,0.06165336,2.38608953
-4.96148074,7.84251556,0.03212811,1.26485783,0.86259710,0.73832895,2.07312475,3.07707159,0.06061611,2.33242208
-4.95547774,7.68852057,0.03138877,1.25425717,0.80346888,0.73663039,2.06250062,3.00596727,0.05951885,2.28023434
-4.94947474,7.52895708,0.03062868,1.23954327,0.74820946,0.73430206,2.04604699,2.93217382,0.05837524,2.22963389
-4.94347174,7.36520579,0.02985017,1.22105406,0.69684348,0.73131732,2.02385053,2.85669071,0.05719638,2.18066502
-4.93746873,7.19861425,0.02905472,1.19919628,0.64934802,0.72763871,1.99611372,2.78049268,0.05599072,2.13330889
-4.93146573,7.03047019,0.02824304,1.17443140,0.60565460,0.72321945,1.96314390,2.70451099,0.05476430,2.08748832
-4.92546273,6.86198294,0.02741527,1.14725990,0.56565275,0.71800627,1.92533992,2.62961860,0.05352111,2.04307688
-4.91945973,6.69427286,0.02657119,1.11820428,0.52919469,0.71194340,1.88317706,2.55661940,0.05226362,1.99991161
-4.91345673,6.52836799,0.02571049,1.08779179,0.49610101,0.70497739,1.83719080,2.48624134,0.05099329,1.95780833
-4.90745373,6.36520686,0.02483304,1.05653734,0.46616713,0.69706231,1.78796017,2.41913320,0.04971125,1.91657866
-4.90145073,6.20564580,0.02393911,1.02492761,0.43917005,0.68816517,1.73609121,2.35586412,0.04841882,1.87604733
-4.89544772,6.05046918,0.02302969,0.99340681,0.41487537,0.67827089,1.68220108,2.29692554,0.04711806,1.83606880
-4.88944472,5.90040051,0.02210659,0.96236481,0.39304396,0.66738664,1.62690329,2.24273442,0.04581218,1.79654188
-4.88344172,5.75611286,0.02117259,0.93212807,0.37343842,0.65554501,1.57079429,2.19363717,0.04450579,1.75742137
-4.87743872,5.61823686,0.02023150,0.90295360,0.35582876,0.64280596,1.51444181,2.14991351,0.04320500,1.71872597
-4.87143572,5.48736516,0.01928811,0.87502625,0.33999745,0.62925721,1.45837483,2.11177952,0.04191740,1.68054192
-4.86543272,5.36405242,0.01834810,0.84845907,0.32574354,0.61501300,1.40307561,2.07938957,0.04065181,1.64302200
-4.85942971,5.24881054,0.01741791,0.82329688,0.31288591,0.60021134,1.34897334,2.05283681,0.03941795,1.60638002
-4.85342671,5.14209910,0.01650444,0.79952235,0.30126555,0.58500968,1.29643969,2.03215218,0.03822597,1.57088112
-4.84742371,5.04431177,0.01561486,0.77706444,0.29074708,0.56957946,1.24578594,2.01730205,0.03708593,1.53682837
-4.84142071,4.95575950,0.01475630,0.75580849,0.28121931,0.55409963,1.19726163,2.00818504,0.03600719,1.50454661
-4.83541771,4.87665184,0.01393554,0.73560739,0.27259512,0.53874957,1.15105459,2.00462820,0.03499789,1.47436436
-4.82941471,4.80707797,0.01315878,0.71629321,0.26481068,0.52370183,1.10729218,2.00638355,0.03406443,1.44659495
-4.82341171,4.74698897,0.01243132,0.69768874,0.25782401,0.50911502,1.06604366,2.01312530,0.03321105,1.42151796
-4.81740870,4.69618299,0.01175742,0.67961823,0.25161319,0.49512728,1.02732348,2.02444866,0.03243948,1.39936197
-4.81140570,4.65429469,0.01114007,0.66191702,0.24617391,0.48185071,0.99109547,2.03987059,0.03174883,1.38028971
-4.80540270,4.62079021,0.01058097,0.64443954,0.24151690,0.46936698,0.95727776,2.05883322,0.03113553,1.36438620
-4.79939970,4.59496843,0.01008045,0.62706551,0.23766489,0.45772441,0.92574836,2.08070982,0.03059342,1.35165077
-4.79339670,4.57596898,0.00963749,0.60970403,0.23464939,0.44693666,0.89635120,2.10481387,0.03011409,1.34199312
-4.78739370,4.56278706,0.00924981,0.59229574,0.23250729,0.43698306,0.86890274,2.13041063,0.02968717,1.33523366
-4.78139070,4.55429453,0.00891406,0.57481300,0.23127739,0.42781052,0.84319868,2.15673128,0.02930087,1.33110809
-4.77538769,4.54926665,0.00862589,0.55725820,0.23099680,0.41933701,0.81902100,2.18298884,0.02894249,1.32927588
-4.76938469,4.54641323,0.00838026,0.53966066,0.23169755,0.41145631,0.79614492,2.20839539,0.02859899,1.32933218
-4.76338169,4.54441305,0.00817160,0.52207233,0.23340329,0.40404381,0.77434573,2.23217983,0.02825759,1.33082258
-4.75737869,4.54194994,0.00799410,0.50456258,0.23612640,0.39696313,0.75340535,2.25360535,0.02790631,1.33325995
-4.75137569,4.53774934,0.00784188,0.48721262,0.23986555,0.39007314,0.73311849,2.27198610,0.02753444,1.33614272
-4.74537269,4.53061379,0.00770923,0.47010985,0.24460390,0.38323520,0.71329820,2.28670214,0.02713295,1.33897370
-4.73936968,4.51945653,0.00759086,0.45334245,0.25030818,0.37632014,0.69378080,2.29721256,0.02669484,1.34127893
-4.73336668,4.50333211,0.00748197,0.43699459,0.25692868,0.36921484,0.67443011,2.30306608,0.02621531,1.34262577
-4.72736368,4.48146357,0.00737848,0.42114243,0.26440044,0.36182818,0.65514089,2.30390931,0.02569189,1.34263990
-4.72136068,4.45326602,0.00727710,0.40585129,0.27264559,0.35409600,0.63584151,2.29949252,0.02512444,1.34102074
-4.71535768,4.41836648,0.00717539,0.39117380,0.28157710,0.34598523,0.61649597,2.28967323,0.02451511,1.33755510
-4.70935468,4.37662031,0.00707185,0.37714942,0.29110372,0.33749681,0.59710518,2.27441798,0.02386815,1.33212897
-4.70335168,4.32812473,0.00696590,0.36380507,0.30113624,0.32866765,0.57770767,2.25380257,0.02318972,1.32473732
-4.69734867,4.27322953,0.00685787,0.35115692,0.31159479,0.31957147,0.55837989,2.22801133,0.02248770,1.31549199
-4.69134567,4.21254572,0.00674902,0.33921318,0.32241709,0.31031869,0.53923601,2.19733572,0.02177139,1.30462769
-4.68534267,4.14695193,0.00664142,0.32797764,0.33356720,0.30105544,0.52042746,2.16217264,0.02105129,1.29250618
-4.67933967,4.07759879,0.00653795,0.31745382,0.34504450,0.29196170,0.50214221,2.12302250,0.02033884,1.27961848
-4.67333667,4.00591079,0.00644219,0.30764943,0.35689240,0.28324888,0.48460372,2.08048710,0.01964624,1.26658520
-4.66733367,3.93358493,0.00635836,0.29858084,0.36920631,0.27515661,0.46806967,2.03526716,0.01898625,1.25415459
-4.66133067,3.86258528,0.00629119,0.29027731,0.38214028,0.26794913,0.45283024,1.98815902,0.01837202,1.24319818
-4.65532766,3.79513199,0.00624586,0.28278471,0.39591192,0.26191102,0.43920596,1.94005021,0.01781695,1.23470349
-4.64932466,3.73368355,0.00622787,0.27616839,0.41080489,0.25734252,0.42754481,1.89191302,0.01733459,1.22976347
-4.64332166,3.68091064,0.00624289,0.27051504,0.42716864,0.25455423,0.41821854,1.84479563,0.01693851,1.22956216
