energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-6.00000000,4.02581654,0.01192849,1.35139833,2.04463314,1.86967428,0.12954980,0.41687771
-5.99399700,3.98737862,0.01170581,1.34130634,2.01545919,1.86103455,0.12771893,0.41072331
-5.98799400,3.93736400,0.01145218,1.32718323,1.98010506,1.84709307,0.12536861,0.40352240
-5.98199100,3.87648451,0.01116944,1.30924875,1.93916508,1.82804485,0.12252586,0.39535426
-5.97598799,3.80562073,0.01085951,1.28778516,1.89333964,1.80416080,0.11922442,0.38630974
-5.96998499,3.72582125,0.01052444,1.26313717,1.84342681,1.77579173,0.11550405,0.37649146
-5.96398199,3.63829822,0.01016634,1.23571042,1.79031147,1.74337077,0.11140953,0.36601381
-5.95797899,3.54441866,0.00978748,1.20596852,1.73495201,1.70741374,0.10698969,0.35500259
-5.95197599,3.44569154,0.00939022,1.17442834,1.67836499,1.66851714,0.10229632,0.34359434
-5.94597299,3.34375010,0.00897706,1.14165365,1.62160784,1.62735349,0.09738309,0.33193520
-5.93996998,3.24032945,0.00855063,1.10824702,1.56576008,1.58466377,0.09230447,0.32017939
-5.93396698,3.13723953,0.00811366,1.07484003,1.51190299,1.54124675,0.08711473,0.30848723
-5.92796398,3.03633355,0.00766900,1.04208177,1.46109842,1.49794544,0.08186708,0.29702271
-5.92196098,2.93947229,0.00721956,1.01062592,1.41436663,1.45563053,0.07661286,0.28595064
-5.91595798,2.84848501,0.00676828,0.98111653,1.37266385,1.41518124,0.07140090,0.27543355
-5.90995498,2.76512764,0.00631814,0.95417286,1.33685966,1.37746410,0.06627702,0.26562818
-5.90395198,2.69103949,0.00587205,0.93037356,1.30771487,1.34331000,0.06128366,0.25668196
-5.89794897,2.62769962,0.00543287,0.91024086,1.28586032,1.31349058,0.05645967,0.24872936
-5.89194597,2.57638452,0.00500330,0.89422506,1.27177722,1.28869457,0.05184022,0.24188838
-5.88594297,2.53812867,0.00458590,0.88269011,1.26577978,1.26950511,0.04745677,0.23625727
-5.87993997,2.51368972,0.00418300,0.87590079,1.26800079,1.25637916,0.04333723,0.23191172
-5.87393697,2.50352003,0.00379669,0.87401220,1.27838106,1.24962986,0.03950613,0.22890256
-5.86793397,2.50774625,0.00342879,0.87706212,1.29666328,1.24941288,0.03598485,0.22725417
-5.86193097,2.52615831,0.00308079,0.88496667,1.32239110,1.25571763,0.03279187,0.22696367
-5.85592796,2.55820899,0.00275387,0.89751996,1.35491396,1.26836398,0.02994313,0.22800109
-5.84992496,2.60302487,0.00244891,0.91439770,1.39339807,1.28700495,0.02745221,0.23031042
-5.84392196,2.65942882,0.00216643,0.93516508,1.43684359,1.31113562,0.02533063,0.23381163
-5.83791896,2.72597379,0.00190665,0.95928883,1.48410799,1.34010819,0.02358807,0.23840360
-5.83191596,2.80098720,0.00166949,0.98615311,1.53393515,1.37315280,0.02223245,0.24396790
-5.82591296,2.88262431,0.00145460,1.01507872,1.58498945,1.40940344,0.02127007,0.25037330
-5.81990995,2.96892901,0.00126139,1.04534515,1.63589383,1.44792804,0.02070554,0.25748081
-5.81390695,3.05789951,0.00108903,1.07621447,1.68527073,1.48776164,0.02054170,0.26514908
-5.80790395,3.14755657,0.00093654,1.10695618,1.73178416,1.52794120,0.02077948,0.27324003
-5.80190095,3.23601141,0.00080278,1.13687209,1.77418166,1.56754078,0.02141756,0.28162444
-5.79589795,3.32153082,0.00068651,1.16532020,1.81133422,1.60570568,0.02245214,0.29018729
-5.78989495,3.40259679,0.00058641,1.19173663,1.84227289,1.64168410,0.02387651,0.29883275
-5.78389195,3.47795853,0.00050111,1.21565474,1.86622035,1.67485526,0.02568070,0.30748869
-5.77788894,3.54667531,0.00042925,1.23672089,1.88261646,1.70475293,0.02785112,0.31611049
-5.77188594,3.60814861,0.00036947,1.25470618,1.89113670,1.73108376,0.03037025,0.32468424
-5.76588294,3.66214330,0.00032043,1.26951403,1.89170304,1.75373991,0.03321639,0.33322924
-5.75987994,3.70879755,0.00028085,1.28118350,1.88448688,1.77280588,0.03636360,0.34179979
-5.75387694,3.74862207,0.00024953,1.28988845,1.86990424,1.78855971,0.03978172,0.35048633
-5.74787394,3.78248957,0.00022531,1.29593293,1.84860367,1.80146890,0.04343658,0.35941604
-5.74187094,3.81161561,0.00020714,1.29974318,1.82144757,1.81218155,0.04729046,0.36875278
-5.73586793,3.83753209,0.00019403,1.30185677,1.78948790,1.82151335,0.05130272,0.37869655
-5.72986493,3.86205479,0.00018511,1.30290951,1.75393735,1.83043106,0.05543054,0.38948234
-5.72386193,3.88724600,0.00017956,1.30362039,1.71613707,1.84003297,0.05962995,0.40137836
-5.71785893,3.91537295,0.00017667,1.30477530,1.67752217,1.85152674,0.06385690,0.41468350
-5.71185593,3.94886271,0.00017581,1.30720957,1.63958591,1.86620506,0.06806841,0.42972385
-5.70585293,3.99025337,0.00017641,1.31178961,1.60384345,1.88541890,0.07222379,0.44684814
-5.69984992,4.04214125,0.00017801,1.31939373,1.57179592,1.91054857,0.07628569,0.46642175
-5.69384692,4.10712362,0.00018021,1.33089208,1.54489532,1.94297225,0.08022118,0.48881925
-5.68784392,4.18773624,0.00018268,1.34712553,1.52451045,1.98403169,0.08400245,0.51441507
-5.68184092,4.28638512,0.00018516,1.36888348,1.51189434,2.03499511,0.08760743,0.54357241
-5.67583792,4.40527225,0.00018745,1.39688047,1.50815314,2.09701712,0.09101996,0.57663018
-5.66983492,4.54631560,0.00018941,1.43173178,1.51421673,2.17109590,0.09422974,0.61388828
-5.66383192,4.71106450,0.00019097,1.47392810,1.53081129,2.25802839,0.09723189,0.65559137
-5.65782891,4.90061201,0.00019209,1.52381000,1.55843407,2.35836438,0.10002615,0.70191168
-5.65182591,5.11550737,0.00019279,1.58154276,1.59733102,2.47236094,0.10261588,0.75293147
-5.64582291,5.35567200,0.00019313,1.64709270,1.64747792,2.59993928,0.10500680,0.80862597
-5.63981991,5.62032368,0.00019320,1.72020618,1.70856576,2.74064614,0.10720553,0.86884771
-5.63381691,5.90791379,0.00019315,1.80039270,1.77999165,2.89362236,0.10921817,0.93331332
-5.62781391,6.21608309,0.00019312,1.88691368,1.86085610,3.05758121,0.11104884,1.00159379
