energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.50175088,4.34719427,0.00203346,0.71546535,1.16468090,0.37829710,0.83863977,2.21213289,0.00820099,1.26891889
-5.49574787,4.26188352,0.00192477,0.69903167,1.13089366,0.37169237,0.81018019,2.17901333,0.00797541,1.23915297
-5.48974487,4.16555789,0.00182230,0.67963031,1.09464226,0.36461024,0.77948108,2.13993113,0.00770787,1.20746087
-5.48374187,4.05900384,0.00172443,0.65746076,1.05614593,0.35708570,0.74682309,2.09520080,0.00740275,1.17410093
-5.47773887,3.94314958,0.00162991,0.63276952,1.01567470,0.34915610,0.71252129,2.04520761,0.00706502,1.13935026
-5.47173587,3.81903673,0.00153777,0.60584391,0.97354022,0.34085956,0.67691663,1.99039576,0.00670012,1.10349456
-5.46573287,3.68779022,0.00144734,0.57700480,0.93008564,0.33223364,0.64036690,1.93125581,0.00631380,1.06681851
-5.45972986,3.55058783,0.00135822,0.54659861,0.88567481,0.32331423,0.60323728,1.86831184,0.00591193,1.02959679
-5.45372686,3.40863028,0.00127022,0.51498861,0.84068138,0.31413473,0.56589105,1.80210868,0.00550035,0.99208638
-5.44772386,3.26311300,0.00118334,0.48254612,0.79547804,0.30472555,0.52868068,1.73319980,0.00508473,0.95452021
-5.44172086,3.11520041,0.00109773,0.44964173,0.75042654,0.29511401,0.49193959,1.66213610,0.00467043,0.91710240
-5.43571786,2.96600343,0.00101367,0.41663686,0.70586855,0.28532439,0.45597504,1.58945596,0.00426240,0.88000517
-5.42971486,2.81656096,0.00093149,0.38387596,0.66211793,0.27537838,0.42106207,1.51567679,0.00386504,0.84336746
-5.42371186,2.66782534,0.00085160,0.35167969,0.61945443,0.26529566,0.38743894,1.44128824,0.00348222,0.80729515
-5.41770885,2.52065236,0.00077441,0.32033898,0.57811901,0.25509467,0.35530396,1.36674703,0.00311713,0.77186279
-5.41170585,2.37579546,0.00070032,0.29011052,0.53831096,0.24479348,0.32481385,1.29247358,0.00277237,0.73711664
-5.40570285,2.23390411,0.00062971,0.26121335,0.50018666,0.23441070,0.29608352,1.21885018,0.00244986,0.70307867
-5.39969985,2.09552581,0.00056290,0.23382693,0.46385993,0.22396633,0.26918719,1.14622062,0.00215092,0.66975151
-5.39369685,1.96111136,0.00050018,0.20809038,0.42940388,0.21348264,0.24416073,1.07489101,0.00187628,0.63712371
-5.38769385,1.83102260,0.00044173,0.18410299,0.39685402,0.20298479,0.22100498,1.00513162,0.00162616,0.60517537
-5.38169085,1.70554206,0.00038769,0.16192585,0.36621229,0.19250141,0.19968988,0.93717938,0.00140029,0.57388353
-5.37568784,1.58488370,0.00033812,0.14158435,0.33745189,0.18206490,0.18015905,0.87124080,0.00119801,0.54322725
-5.36968484,1.46920414,0.00029301,0.12307145,0.31052254,0.17171163,0.16233482,0.80749504,0.00101833,0.51319219
-5.36368184,1.35861362,0.00025228,0.10635157,0.28535583,0.16148179,0.14612325,0.74609689,0.00086001,0.48377420
-5.35767884,1.25318622,0.00021580,0.09136475,0.26187055,0.15141916,0.13141899,0.68717953,0.00072161,0.45498218
-5.35167584,1.15296888,0.00018338,0.07803105,0.23997763,0.14157055,0.11810989,0.63085672,0.00060157,0.42683977
-5.34567284,1.05798881,0.00015480,0.06625496,0.21958459,0.13198516,0.10608115,0.57722471,0.00049825,0.39938605
-5.33966983,0.96825921,0.00012980,0.05592962,0.20059929,0.12271368,0.09521887,0.52636338,0.00041001,0.37267514
-5.33366683,0.88378313,0.00010811,0.04694083,0.18293301,0.11380731,0.08541298,0.47833705,0.00033521,0.34677489
-5.32766383,0.80455562,0.00008944,0.03917057,0.16650264,0.10531669,0.07655956,0.43319475,0.00027228,0.32176460
-5.32166083,0.73056429,0.00007349,0.03250025,0.15123216,0.09729067,0.06856242,0.39097013,0.00021973,0.29773210
-5.31565783,0.66178847,0.00005997,0.02681333,0.13705339,0.08977518,0.06133415,0.35168124,0.00017617,0.27477023
-5.30965483,0.59819734,0.00004861,0.02199754,0.12390600,0.08281200,0.05479658,0.31533008,0.00014033,0.25297301
-5.30365183,0.53974744,0.00003913,0.01794652,0.11173713,0.07643762,0.04888077,0.28190232,0.00011106,0.23243153
-5.29764882,0.48637964,0.00003128,0.01456115,0.10050046,0.07068215,0.04352664,0.25136711,0.00008732,0.21323002
-5.29164582,0.43801626,0.00002483,0.01175027,0.09015504,0.06556840,0.03868225,0.22367718,0.00006820,0.19544198
-5.28564282,0.39455831,0.00001957,0.00943120,0.08066395,0.06111098,0.03430302,0.19876932,0.00005293,0.17912678
-5.27963982,0.35588337,0.00001532,0.00752980,0.07199293,0.05731570,0.03035065,0.17656516,0.00004080,0.16432673
-5.27363682,0.32184411,0.00001191,0.00598039,0.06410907,0.05417903,0.02679221,0.15697252,0.00003125,0.15106473
-5.26763382,0.29226775,0.00000920,0.00472541,0.05697956,0.05168787,0.02359910,0.13988698,0.00002378,0.13934261
-5.26163082,0.26695643,0.00000705,0.00371489,0.05057078,0.04981943,0.02074618,0.12519403,0.00001798,0.12914028
-5.25562781,0.24568854,0.00000537,0.00290592,0.04484750,0.04854144,0.01821101,0.11277132,0.00001350,0.12041551
-5.24962481,0.22822109,0.00000406,0.00226197,0.03977240,0.04781254,0.01597317,0.10249131,0.00001007,0.11310450
-5.24362181,0.21429282,0.00000305,0.00175221,0.03530587,0.04758292,0.01401377,0.09422392,0.00000747,0.10712316
-5.23761881,0.20362818,0.00000227,0.00135088,0.03140602,0.04779518,0.01231511,0.08783935,0.00000551,0.10236901
-5.23161581,0.19594177,0.00000168,0.00103660,0.02802890,0.04838542,0.01086039,0.08321069,0.00000404,0.09872359
-5.22561281,0.19094333,0.00000124,0.00079177,0.02512896,0.04928458,0.00963363,0.08021642,0.00000295,0.09605541
-5.21960980,0.18834283,0.00000091,0.00060203,0.02265959,0.05041985,0.00861958,0.07874263,0.00000215,0.09422325
-5.21360680,0.18785562,0.00000067,0.00045573,0.02057381,0.05171632,0.00780374,0.07868475,0.00000157,0.09307964
-5.20760380,0.18920738,0.00000049,0.00034351,0.01882492,0.05309870,0.00717242,0.07994893,0.00000117,0.09247456
-5.20160080,0.19213859,0.00000037,0.00025787,0.01736733,0.05449308,0.00671280,0.08245275,0.00000090,0.09225914
-5.19559780,0.19640846,0.00000029,0.00019287,0.01615717,0.05582869,0.00641295,0.08612537,0.00000074,0.09228920
-5.18959480,0.20179804,0.00000024,0.00014383,0.01515298,0.05703963,0.00626188,0.09090700,0.00000068,0.09242871
-5.18359180,0.20811245,0.00000022,0.00010709,0.01431633,0.05806642,0.00624955,0.09674770,0.00000070,0.09255278
-5.17758879,0.21518205,0.00000023,0.00007982,0.01361220,0.05885748,0.00636679,0.10360563,0.00000082,0.09255044
-5.17158579,0.22286261,0.00000028,0.00005984,0.01300945,0.05937028,0.00660527,0.11144457,0.00000105,0.09232676
-5.16558279,0.23103440,0.00000035,0.00004552,0.01248101,0.05957232,0.00695733,0.12023110,0.00000140,0.09180461
-5.15957979,0.23960030,0.00000047,0.00003562,0.01200408,0.05944173,0.00741585,0.12993133,0.00000192,0.09092574
-5.15357679,0.24848312,0.00000064,0.00002929,0.01156012,0.05896759,0.00797411,0.14050747,0.00000266,0.08965132
-5.14757379,0.25762218,0.00000088,0.00002594,0.01113485,0.05814996,0.00862560,0.15191440,0.00000369,0.08796197
-5.14157079,0.26696956,0.00000121,0.00002520,0.01071806,0.05699955,0.00936386,0.16409641,0.00000509,0.08585716
-5.13556778,0.27648612,0.00000166,0.00002694,0.01030341,0.05553712,0.01018241,0.17698446,0.00000700,0.08335416
-5.12956478,0.28613776,0.00000226,0.00003120,0.00988821,0.05379264,0.01107462,0.19049401,0.00000955,0.08048664
-5.12356178,0.29589207,0.00000307,0.00003818,0.00947303,0.05180423,0.01203374,0.20452380,0.00001295,0.07730281
-5.11755878,0.30571581,0.00000413,0.00004828,0.00906145,0.04961695,0.01305293,0.21895566,0.00001744,0.07386348
-5.11155578,0.31557333,0.00000552,0.00006203,0.00865967,0.04728153,0.01412543,0.23365549,0.00002331,0.07023982
-5.10555278,0.32542616,0.00000733,0.00008018,0.00827623,0.04485305,0.01524478,0.24847557,0.00003094,0.06651120
-5.09954977,0.33523397,0.00000966,0.00010363,0.00792165,0.04238966,0.01640511,0.26325810,0.00004077,0.06276302
-5.09354677,0.34495680,0.00001264,0.00013351,0.00760816,0.03995132,0.01760151,0.27783994,0.00005334,0.05908465
-5.08754377,0.35455846,0.00001642,0.00017115,0.00734945,0.03759878,0.01883045,0.29205843,0.00006928,0.05556752
-5.08154077,0.36401109,0.00002117,0.00021809,0.00716041,0.03539253,0.02009024,0.30575800,0.00008935,0.05230351
-5.07553777,0.37330026,0.00002711,0.00027613,0.00705691,0.03339203,0.02138147,0.31879720,0.00011440,0.04938347
-5.06953477,0.38243063,0.00003446,0.00034729,0.00705561,0.03165504,0.02270740,0.33105596,0.00014542,0.04689597
-5.06353177,0.39143132,0.00004348,0.00043383,0.00717377,0.03023704,0.02407429,0.34244242,0.00018352,0.04492633
-5.05752876,0.40036082,0.00005448,0.00053822,0.00742903,0.02919082,0.02549169,0.35289909,0.00022995,0.04355566
-5.05152576,0.40931071,0.00006778,0.00066316,0.00783920,0.02856607,0.02697246,0.36240776,0.00028605,0.04286014
-5.04552276,0.41840792,0.00008371,0.00081151,0.00842204,0.02840898,0.02853275,0.37099289,0.00035328,0.04291024
-5.03951976,0.42781491,0.00010264,0.00098627,0.00919493,0.02876192,0.03019171,0.37872298,0.00043318,0.04376996
-5.03351676,0.43772762,0.00012495,0.00119052,0.01017461,0.02966292,0.03197104,0.38570987,0.00052734,0.04549605
-5.02751376,0.44837098,0.00015102,0.00142740,0.01137678,0.03114512,0.03389432,0.39210562,0.00063735,0.04813701
-5.02151076,0.45999182,0.00018121,0.00169994,0.01281572,0.03323616,0.03598618,0.39809713,0.00076479,0.05173211
-5.01550775,0.47284951,0.00021588,0.00201111,0.01450386,0.03595735,0.03827133,0.40389849,0.00091111,0.05631020
-5.00950475,0.48720441,0.00025534,0.00236364,0.01645139,0.03932285,0.04077340,0.40974142,0.00107763,0.06188851
-5.00350175,0.50330481,0.00029983,0.00275998,0.01866581,0.04333865,0.04351377,0.41586403,0.00126544,0.06847137
-4.99749875,0.52137278,0.00034956,0.00320224,0.02115163,0.04800169,0.04651050,0.42249862,0.00147530,0.07604908
-4.99149575,0.54158983,0.00040461,0.00369210,0.02391007,0.05329889,0.04977712,0.42985886,0.00170762,0.08459685
-4.98549275,0.56408297,0.00046496,0.00423081,0.02693892,0.05920638,0.05332183,0.43812723,0.00196232,0.09407415
-4.97948974,0.58891233,0.00053047,0.00481912,0.03023257,0.06568890,0.05714673,0.44744316,0.00223883,0.10442438
-4.97348674,0.61606084,0.00060087,0.00545736,0.03378218,0.07269955,0.06124746,0.45789273,0.00253595,0.11557514
-4.96748374,0.64542696,0.00067573,0.00614543,0.03757612,0.08017982,0.06561316,0.46950046,0.00285188,0.12743909
-4.96148074,0.67682104,0.00075445,0.00688293,0.04160060,0.08806015,0.07022685,0.48222364,0.00318413,0.13991560
-4.95547774,0.70996572,0.00083630,0.00766929,0.04584053,0.09626094,0.07506616,0.49594977,0.00352956,0.15289305
-4.94947474,0.74450080,0.00092037,0.00850390,0.05028062,0.10469408,0.08010456,0.51049723,0.00388437,0.16625205
-4.94347174,0.77999239,0.00100562,0.00938635,0.05490664,0.11326494,0.08531284,0.52561929,0.00424415,0.17986920
-4.93746873,0.81594636,0.00109087,0.01031663,0.05970681,0.12187495,0.09066103,0.54101149,0.00460395,0.19362154
-4.93146573,0.85182546,0.00117485,0.01129537,0.06467330,0.13042443,0.09612039,0.55632192,0.00495838,0.20739148
-4.92546273,0.88706946,0.00125621,0.01232409,0.06980366,0.13881576,0.10166562,0.57116424,0.00530176,0.22107182
-4.91945973,0.92111740,0.00133356,0.01340538,0.07510217,0.14695677,0.10727699,0.58513261,0.00562821,0.23457090
-4.91345673,0.95343091,0.00140550,0.01454309,0.08058101,0.15476399,0.11294225,0.59781798,0.00593184,0.24781737
-4.90745373,0.98351733,0.00147069,0.01574247,0.08626105,0.16216583,0.11865832,0.60882504,0.00620697,0.26076438
-4.90145073,1.01095153,0.00152785,0.01701016,0.09217235,0.16910535,0.12443244,0.61778882,0.00644821,0.27339293
-4.89544772,1.03539520,0.00157584,0.01835420,0.09835400,0.17554253,0.13028274,0.62439032,0.00665073,0.28571409
-4.88944472,1.05661256,0.00161366,0.01978379,0.10485359,0.18145582,0.13623822,0.62837035,0.00681035,0.29776983
-4.88344172,1.07448152,0.00164052,0.02130907,0.11172595,0.18684297,0.14233787,0.62954097,0.00692371,0.30963244
-4.87743872,1.08899978,0.00165585,0.02294069,0.11903134,0.19172090,0.14862912,0.62779387,0.00698842,0.32140228
-4.87143572,1.10028526,0.00165932,0.02468930,0.12683307,0.19612474,0.15516551,0.62310551,0.00700308,0.33320401
-4.86543272,1.10857094,0.00165086,0.02656493,0.13519456,0.20010590,0.16200370,0.61553865,0.00696738,0.34518132
-4.85942971,1.11419422,0.00163065,0.02857629,0.14417602,0.20372934,0.16919994,0.60524030,0.00688209,0.35749039
-4.85342671,1.11758140,0.00159911,0.03073003,0.15383085,0.20707018,0.17680620,0.59243632,0.00674904,0.37029221
-4.84742371,1.11922785,0.00155693,0.03302994,0.16420186,0.21020964,0.18486602,0.57742281,0.00657105,0.38374436
-4.84142071,1.11967520,0.00150497,0.03547621,0.17531764,0.21323077,0.19341050,0.56055493,0.00635183,0.39799230
-4.83541771,1.11948634,0.00144431,0.03806479,0.18718907,0.21621393,0.20245445,0.54223358,0.00609587,0.41316091
-4.82941471,1.11921981,0.00137613,0.04078678,0.19980634,0.21923249,0.21199318,0.52289073,0.00580827,0.42934644
-4.82341171,1.11940464,0.00130175,0.04362801,0.21313662,0.22234874,0.22199989,0.50297382,0.00549456,0.44660945
-4.81740870,1.12051696,0.00122256,0.04656890,0.22712245,0.22561045,0.23242404,0.48293032,0.00516059,0.46496909
-4.81140570,1.12295947,0.00113994,0.04958440,0.24168110,0.22904813,0.24319077,0.46319262,0.00481226,0.48439896
-4.80540270,1.12704472,0.00105527,0.05264434,0.25670495,0.23267315,0.25420150,0.44416429,0.00445545,0.50482484
-4.79939970,1.13298290,0.00096988,0.05571387,0.27206294,0.23647687,0.26533566,0.42620790,0.00409580,0.52612446
-4.79339670,1.14087456,0.00088500,0.05875436,0.28760305,0.24043076,0.27645369,0.40963490,0.00373859,0.54812927
-4.78739370,1.15070854,0.00080175,0.06172437,0.30315583,0.24448755,0.28740103,0.39469793,0.00338866,0.57062825
-4.78139070,1.16236499,0.00072113,0.06458091,0.31853882,0.24858326,0.29801310,0.38158556,0.00305031,0.59337360
-4.77538769,1.17562317,0.00064397,0.06728088,0.33356166,0.25264011,0.30812095,0.37041966,0.00272723,0.61608795
-4.76938469,1.19017359,0.00057095,0.06978259,0.34803188,0.25657008,0.31755740,0.36125526,0.00242251,0.63847300
-4.76338169,1.20563358,0.00050260,0.07204729,0.36176093,0.26027888,0.32616337,0.35408281,0.00213863,0.66021906
-4.75737869,1.22156581,0.00043928,0.07404077,0.37457029,0.26367029,0.33379404,0.34883262,0.00187747,0.68101511
-4.75137569,1.23749844,0.00038122,0.07573476,0.38629753,0.26665049,0.34032472,0.34538115,0.00164039,0.70055905
-4.74537269,1.25294630,0.00032850,0.07710821,0.39680186,0.26913220,0.34565588,0.34355887,0.00142827,0.71856767
-4.73936968,1.26743197,0.00028111,0.07814835,0.40596913,0.27103856,0.34971732,0.34315937,0.00124163,0.73478585
-4.73336668,1.28050595,0.00023892,0.07885136,0.41371590,0.27230642,0.35247116,0.34394924,0.00108067,0.74899485
-4.72736368,1.29176507,0.00020171,0.07922285,0.41999265,0.27288897,0.35391359,0.34567848,0.00094539,0.76101916
-4.72136068,1.30086851,0.00016923,0.07927786,0.42478572,0.27275765,0.35407508,0.34809094,0.00083570,0.77073177
-4.71535768,1.30755088,0.00014114,0.07904052,0.42811810,0.27190321,0.35301940,0.35093451,0.00075145,0.77805768
-4.70935468,1.31163186,0.00011710,0.07854340,0.43004903,0.27033595,0.35084104,0.35397072,0.00069260,0.78297550
-4.70335168,1.31302228,0.00009675,0.07782646,0.43067231,0.26808511,0.34766159,0.35698339,0.00065919,0.78551712
-4.69734867,1.31172639,0.00007974,0.07693572,0.43011351,0.26519760,0.34362493,0.35978611,0.00065148,0.78576553
-4.69134567,1.30784049,0.00006570,0.07592175,0.42852619,0.26173599,0.33889160,0.36222828,0.00066992,0.78385090
-4.68534267,1.30154807,0.00005430,0.07483797,0.42608722,0.25777596,0.33363260,0.36419954,0.00071524,0.77994503
-4.67933967,1.29311177,0.00004522,0.07373881,0.42299149,0.25340344,0.32802287,0.36563250,0.00078838,0.77425456
-4.67333667,1.28286254,0.00003818,0.07267799,0.41944616,0.24871146,0.32223478,0.36650364,0.00089055,0.76701314
-4.66733367,1.27118669,0.00003291,0.07170680,0.41566470,0.24379687,0.31643196,0.36683243,0.00102314,0.75847293
-4.66133067,1.25851132,0.00002919,0.07087254,0.41186097,0.23875724,0.31076366,0.36667873,0.00118766,0.74889583
-4.65532766,1.24528876,0.00002681,0.07021721,0.40824361,0.23368792,0.30535991,0.36613858,0.00138574,0.73854478
-4.64932466,1.23198081,0.00002560,0.06977651,0.40501080,0.22867947,0.30032782,0.36533867,0.00161896,0.72767556
-4.64332166,1.21904342,0.00002540,0.06957909,0.40234581,0.22381555,0.29574894,0.36442954,0.00188880,0.71652931
