energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.11155578,2.78682567,0.25472185,0.00817038,0.00703719,0.81749536,2.39802345,0.74564300
-5.10555278,2.73763239,0.25296947,0.00807686,0.00701626,0.80331567,2.35793843,0.73448510
-5.09954977,2.67824329,0.25018349,0.00795322,0.00696628,0.78620209,2.30914900,0.72045941
-5.09354677,2.60950389,0.24639732,0.00780110,0.00688771,0.76636939,2.25233797,0.70376645
-5.08754377,2.53232816,0.24165237,0.00762231,0.00678126,0.74405249,2.18824037,0.68462693
-5.08154077,2.44767830,0.23599760,0.00741883,0.00664785,0.71950055,2.11762830,0.66327753
-5.07553777,2.35654704,0.22948925,0.00719277,0.00648869,0.69297215,2.04129800,0.63996706
-5.06953477,2.25994263,0.22219053,0.00694640,0.00630522,0.66473137,1.96005911,0.61495320
-5.06353177,2.15887633,0.21417140,0.00668205,0.00609912,0.63504475,1.87472593,0.58849959
-5.05752876,2.05435197,0.20550819,0.00640218,0.00587235,0.60417899,1.78611045,0.56087329
-5.05152576,1.94735725,0.19628318,0.00610932,0.00562708,0.57239919,1.69501654,0.53234242
-5.04552276,1.83885615,0.18658394,0.00580607,0.00536572,0.53996730,1.60223486,0.50317385
-5.03951976,1.72978189,0.17650247,0.00549506,0.00509086,0.50714079,1.50853811,0.47363090
-5.03351676,1.62103014,0.16613415,0.00517897,0.00480527,0.47417122,1.41467603,0.44397091
-5.02751376,1.51345196,0.15557640,0.00486047,0.00451181,0.44130259,1.32137006,0.41444260
-5.02151076,1.40784650,0.14492720,0.00454221,0.00421343,0.40876949,1.22930730,0.38528336
-5.01550775,1.30495321,0.13428343,0.00422676,0.00391307,0.37679502,1.13913389,0.35671630
-5.00950475,1.20544398,0.12373915,0.00391657,0.00361363,0.34558840,1.05144803,0.32894737
-5.00350175,1.10991527,0.11338383,0.00361398,0.00331789,0.31534260,0.96679263,0.30216249
-4.99749875,1.01888077,0.10330073,0.00332110,0.00302849,0.28623184,0.88564827,0.27652493
-4.99149575,0.93276503,0.09356531,0.00303983,0.00274782,0.25840935,0.80842672,0.25217304
-4.98549275,0.85189842,0.08424396,0.00277180,0.00247802,0.23200536,0.73546545,0.22921840
-4.97948974,0.77651401,0.07539299,0.00251838,0.00222092,0.20712552,0.66702360,0.20774473
-4.97348674,0.70674663,0.06705785,0.00228059,0.00197805,0.18384994,0.60327978,0.18780732
-4.96748374,0.64263432,0.05927285,0.00205917,0.00175058,0.16223276,0.54433176,0.16943337
-4.96148074,0.58412233,0.05206106,0.00185453,0.00153932,0.14230240,0.49019843,0.15262296
-4.95547774,0.53106963,0.04543466,0.00166676,0.00134479,0.12406257,0.44082379,0.13735083
-4.94947474,0.48325768,0.03939556,0.00149568,0.00116714,0.10749372,0.39608305,0.12356882
-4.94347174,0.44040115,0.03393628,0.00134085,0.00100627,0.09255522,0.35579037,0.11120880
-4.93746873,0.40216017,0.02904098,0.00120159,0.00086179,0.07918789,0.31970815,0.10018609
-4.93146573,0.36815368,0.02468676,0.00107704,0.00073310,0.06731685,0.28755727,0.09040313
-4.92546273,0.33797311,0.02084492,0.00096618,0.00061942,0.05685461,0.25902790,0.08175327
-4.91945973,0.31119607,0.01748233,0.00086791,0.00051980,0.04770420,0.23379045,0.07412452
-4.91345673,0.28739933,0.01456273,0.00078103,0.00043322,0.03976226,0.21150620,0.06740315
-4.90745373,0.26617078,0.01204796,0.00070436,0.00035859,0.03292197,0.19183717,0.06147694
-4.90145073,0.24711979,0.00989911,0.00063670,0.00029476,0.02707569,0.17445497,0.05623806
-4.89544772,0.22988576,0.00807750,0.00057690,0.00024061,0.02211734,0.15904829,0.05158545
-4.88944472,0.21414475,0.00654550,0.00052389,0.00019505,0.01794437,0.14532897,0.04742666
-4.88344172,0.19961394,0.00526724,0.00047668,0.00015701,0.01445939,0.13303640,0.04367922
-4.87743872,0.18605402,0.00420907,0.00043439,0.00012550,0.01157133,0.12194046,0.04027134
-4.87143572,0.17326970,0.00333998,0.00039624,0.00009962,0.00919635,0.11184283,0.03714225
-4.86543272,0.16110843,0.00263176,0.00036157,0.00007851,0.00725829,0.10257705,0.03424200
-4.85942971,0.14945763,0.00205915,0.00032983,0.00006144,0.00568892,0.09400726,0.03153092
-4.85342671,0.13824075,0.00159978,0.00030057,0.00004775,0.00442784,0.08602612,0.02897873
-4.84742371,0.12741250,0.00123412,0.00027343,0.00003684,0.00342225,0.07855187,0.02656354
-4.84142071,0.11695348,0.00094531,0.00024816,0.00002822,0.00262653,0.07152496,0.02427051
-4.83541771,0.10686466,0.00071896,0.00022454,0.00002147,0.00200169,0.06490441,0.02209066
-4.82941471,0.09716191,0.00054293,0.00020245,0.00001621,0.00151477,0.05866403,0.02001955
-4.82341171,0.08787078,0.00040709,0.00018179,0.00001216,0.00113823,0.05278889,0.01805602
-4.81740870,0.07902187,0.00030307,0.00016249,0.00000905,0.00084926,0.04727192,0.01620110
-4.81140570,0.07064673,0.00022402,0.00014452,0.00000669,0.00062918,0.04211097,0.01445698
-4.80540270,0.06277457,0.00016441,0.00012787,0.00000491,0.00046283,0.03730627,0.01282624
-4.79939970,0.05542967,0.00011980,0.00011250,0.00000358,0.00033805,0.03285837,0.01131114
-4.79339670,0.04862958,0.00008667,0.00009839,0.00000259,0.00024517,0.02876660,0.00991314
-4.78739370,0.04238405,0.00006226,0.00008554,0.00000186,0.00017654,0.02502795,0.00863259
-4.78139070,0.03669452,0.00004440,0.00007390,0.00000133,0.00012622,0.02163643,0.00746853
-4.77538769,0.03155424,0.00003144,0.00006343,0.00000094,0.00008960,0.01858275,0.00641863
-4.76938469,0.02694882,0.00002210,0.00005409,0.00000066,0.00006316,0.01585437,0.00547924
-4.76338169,0.02285706,0.00001543,0.00004582,0.00000046,0.00004420,0.01343573,0.00464552
-4.75737869,0.01925207,0.00001069,0.00003856,0.00000032,0.00003071,0.01130867,0.00391161
-4.75137569,0.01610246,0.00000736,0.00003222,0.00000022,0.00002119,0.00945304,0.00327084
-4.74537269,0.01337365,0.00000503,0.00002674,0.00000015,0.00001451,0.00784725,0.00271598
-4.73936968,0.01102903,0.00000341,0.00002204,0.00000010,0.00000987,0.00646888,0.00223945
-4.73336668,0.00903118,0.00000230,0.00001804,0.00000007,0.00000667,0.00529530,0.00183353
-4.72736368,0.00734282,0.00000154,0.00001466,0.00000005,0.00000447,0.00430415,0.00149059
-4.72136068,0.00592768,0.00000103,0.00001183,0.00000003,0.00000298,0.00347383,0.00120321
-4.71535768,0.00475122,0.00000069,0.00000948,0.00000002,0.00000197,0.00278385,0.00096434
-4.70935468,0.00378112,0.00000047,0.00000754,0.00000001,0.00000129,0.00221509,0.00076740
-4.70335168,0.00298763,0.00000034,0.00000596,0.00000001,0.00000084,0.00175001,0.00060633
-4.69734867,0.00234381,0.00000026,0.00000467,0.00000001,0.00000055,0.00137275,0.00047565
-4.69134567,0.00182562,0.00000024,0.00000364,0.00000000,0.00000036,0.00106916,0.00037049
-4.68534267,0.00141188,0.00000027,0.00000281,0.00000000,0.00000024,0.00082681,0.00028653
-4.67933967,0.00108418,0.00000035,0.00000216,0.00000000,0.00000016,0.00063488,0.00022004
-4.67333667,0.00082672,0.00000050,0.00000165,0.00000000,0.00000012,0.00048412,0.00016782
-4.66733367,0.00062610,0.00000075,0.00000125,0.00000000,0.00000011,0.00036667,0.00012715
-4.66133067,0.00047110,0.00000112,0.00000094,0.00000000,0.00000012,0.00027596,0.00009575
-4.65532766,0.00035243,0.00000169,0.00000070,0.00000001,0.00000015,0.00020655,0.00007175
-4.64932466,0.00026253,0.00000253,0.00000052,0.00000001,0.00000020,0.00015402,0.00005363
-4.64332166,0.00019529,0.00000376,0.00000038,0.00000001,0.00000029,0.00011481,0.00004016
-4.63731866,0.00014589,0.00000557,0.00000028,0.00000002,0.00000043,0.00008613,0.00003039
-4.63131566,0.00011062,0.00000819,0.00000020,0.00000003,0.00000062,0.00006582,0.00002361
-4.62531266,0.00008673,0.00001195,0.00000014,0.00000004,0.00000090,0.00005232,0.00001929
-4.61930965,0.00007229,0.00001731,0.00000010,0.00000006,0.00000131,0.00004456,0.00001712
-4.61330665,0.00006612,0.00002490,0.00000007,0.00000009,0.00000188,0.00004193,0.00001695
-4.60730365,0.00006777,0.00003556,0.00000005,0.00000013,0.00000268,0.00004428,0.00001880
-4.60130065,0.00007746,0.00005042,0.00000004,0.00000018,0.00000381,0.00005187,0.00002287
-4.59529765,0.00009610,0.00007098,0.00000003,0.00000026,0.00000536,0.00006544,0.00002957
-4.58929465,0.00012539,0.00009920,0.00000002,0.00000036,0.00000749,0.00008624,0.00003951
-4.58329165,0.00016789,0.00013765,0.00000001,0.00000050,0.00001039,0.00011609,0.00005359
-4.57728864,0.00022714,0.00018963,0.00000001,0.00000069,0.00001431,0.00015750,0.00007299
-4.57128564,0.00030787,0.00025937,0.00000001,0.00000094,0.00001958,0.00021378,0.00009926
-4.56528264,0.00041619,0.00035219,0.00000000,0.00000128,0.00002659,0.00028920,0.00013441
-4.55927964,0.00055985,0.00047481,0.00000000,0.00000172,0.00003584,0.00038916,0.00018096
-4.55327664,0.00074854,0.00063553,0.00000000,0.00000231,0.00004797,0.00052040,0.00024205
-4.54727364,0.00099419,0.00084453,0.00000000,0.00000307,0.00006375,0.00069122,0.00032156
-4.54127064,0.00131133,0.00111422,0.00000000,0.00000405,0.00008410,0.00091175,0.00042419
-4.53526763,0.00171748,0.00145948,0.00000000,0.00000530,0.00011016,0.00119413,0.00055561
-4.52926463,0.00223343,0.00189801,0.00000000,0.00000689,0.00014326,0.00155283,0.00072257
-4.52326163,0.00288366,0.00245060,0.00000000,0.00000890,0.00018497,0.00200486,0.00093298
-4.51725863,0.00369657,0.00314137,0.00000001,0.00001141,0.00023711,0.00256993,0.00119606
-4.51125563,0.00470473,0.00399798,0.00000001,0.00001452,0.00030176,0.00327067,0.00152236
-4.50525263,0.00594500,0.00505171,0.00000001,0.00001835,0.00038128,0.00413264,0.00192383
-4.49924962,0.00745850,0.00633742,0.00000002,0.00002303,0.00047831,0.00518437,0.00241383
-4.49324662,0.00929042,0.00789343,0.00000003,0.00002868,0.00059572,0.00645716,0.00300704
-4.48724362,0.01148965,0.00976112,0.00000004,0.00003548,0.00073665,0.00798484,0.00371937
-4.48124062,0.01410809,0.01198438,0.00000006,0.00004357,0.00090439,0.00980330,0.00456774
-4.47523762,0.01719985,0.01460888,0.00000009,0.00005312,0.00110237,0.01194981,0.00556984
-4.46923462,0.02082003,0.01768100,0.00000014,0.00006431,0.00133410,0.01446224,0.00674377
-4.46323162,0.02502327,0.02124657,0.00000020,0.00007731,0.00160299,0.01737797,0.00810756
-4.45722861,0.02986214,0.02534942,0.00000028,0.00009229,0.00191233,0.02073270,0.00967872
-4.45122561,0.03538514,0.03002961,0.00000041,0.00010939,0.00226510,0.02455899,0.01147362
-4.44522261,0.04163467,0.03532165,0.00000058,0.00012876,0.00266385,0.02888478,0.01350688
-4.43921961,0.04864488,0.04125249,0.00000082,0.00015051,0.00311055,0.03373171,0.01579078
-4.43321661,0.05643950,0.04783957,0.00000115,0.00017472,0.00360640,0.03911355,0.01833460
-4.42721361,0.06502986,0.05508894,0.00000160,0.00020144,0.00415174,0.04503455,0.02114412
-4.42121061,0.07441314,0.06299358,0.00000222,0.00023069,0.00474587,0.05148808,0.02422118
-4.41520760,0.08457112,0.07153203,0.00000305,0.00026243,0.00538695,0.05845545,0.02756339
-4.40920460,0.09546944,0.08066750,0.00000416,0.00029659,0.00607195,0.06590507,0.03116415
-4.40320160,0.10705760,0.09034749,0.00000563,0.00033305,0.00679655,0.07379213,0.03501280
-4.39719860,0.11926983,0.10050417,0.00000757,0.00037165,0.00755521,0.08205878,0.03909514
-4.39119560,0.13202692,0.11105539,0.00001011,0.00041221,0.00834120,0.09063491,0.04339433
-4.38519260,0.14523897,0.12190669,0.00001340,0.00045453,0.00914675,0.09943960,0.04789205
-4.37918959,0.15880926,0.13295391,0.00001765,0.00049839,0.00996322,0.10838326,0.05257004
-4.37318659,0.17263899,0.14408683,0.00002306,0.00054360,0.01078136,0.11737036,0.05741200
-4.36718359,0.18663287,0.15519333,0.00002994,0.00058998,0.01159162,0.12630278,0.06240568
-4.36118059,0.20070538,0.16616422,0.00003858,0.00063742,0.01238447,0.13508362,0.06754521
-4.35517759,0.21478738,0.17689851,0.00004937,0.00068587,0.01315082,0.14362134,0.07283354
-4.34917459,0.22883281,0.18730873,0.00006273,0.00073536,0.01388238,0.15183404,0.07828475
-4.34317159,0.24282512,0.19732624,0.00007916,0.00078607,0.01457208,0.15965372,0.08392629
-4.33716858,0.25678291,0.20690615,0.00009918,0.00083828,0.01521446,0.16703013,0.08980083
-4.33116558,0.27076460,0.21603146,0.00012341,0.00089242,0.01580595,0.17393428,0.09596759
-4.32516258,0.28487151,0.22471634,0.00015248,0.00094908,0.01634520,0.18036100,0.10250303
-4.31915958,0.29924901,0.23300807,0.00018708,0.00100898,0.01683321,0.18633066,0.10950075
-4.31315658,0.31408563,0.24098749,0.00022795,0.00107298,0.01727347,0.19188968,0.11707043
-4.30715358,0.32960959,0.24876788,0.00027582,0.00114208,0.01767191,0.19710982,0.12533578
