energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,1.94108884,0.09184581,0.00471608,0.00093055,1.24538854,1.18151288,0.57252504
-5.99399700,1.88371817,0.09136389,0.00462194,0.00094349,1.19597683,1.13912596,0.55812916
-5.98799400,1.83258716,0.09109361,0.00454300,0.00097249,1.15017269,1.10091107,0.54509591
-5.98199100,1.78761292,0.09096924,0.00447821,0.00101703,1.10807606,1.06689845,0.53340231
-5.97598799,1.74860080,0.09092353,0.00442628,0.00107644,1.06971989,1.03705268,0.52299740
-5.96998499,1.71525741,0.09089036,0.00438578,0.00114994,1.03507563,1.01128132,0.51380576
-5.96398199,1.68720435,0.09080709,0.00435516,0.00123666,1.00405922,0.98944374,0.50573117
-5.95797899,1.66399259,0.09061669,0.00433280,0.00133570,0.97653735,0.97135991,0.49866048
-5.95197599,1.64511743,0.09026944,0.00431707,0.00144610,0.95233425,0.95681923,0.49246761
-5.94597299,1.63003412,0.08972428,0.00430634,0.00156697,0.93123895,0.94558918,0.48701774
-5.93996998,1.61817405,0.08894969,0.00429909,0.00169741,0.91301299,0.93742385,0.48217156
-5.93396698,1.60896116,0.08792422,0.00429386,0.00183665,0.89739853,0.93207207,0.47778959
-5.92796398,1.60182845,0.08663655,0.00428937,0.00198399,0.88412667,0.92928498,0.47373645
-5.92196098,1.59623404,0.08508521,0.00428448,0.00213888,0.87292576,0.92882291,0.46988501
-5.91595798,1.59167640,0.08327798,0.00427826,0.00230094,0.86352953,0.93046119,0.46612026
-5.90995498,1.58770807,0.08123099,0.00427001,0.00246990,0.85568462,0.93399478,0.46234277
-5.90395198,1.58394740,0.07896764,0.00425925,0.00264569,0.84915727,0.93924140,0.45847162
-5.89794897,1.58008782,0.07651737,0.00424574,0.00282837,0.84373893,0.94604303,0.45444662
-5.89194597,1.57590405,0.07391429,0.00422948,0.00301808,0.83925046,0.95426574,0.45022985
-5.88594297,1.57125506,0.07119586,0.00421070,0.00321508,0.83554486,0.96379774,0.44580624
-5.87993997,1.56608357,0.06840151,0.00418981,0.00341961,0.83250832,0.97454579,0.44118331
-5.87393697,1.56041212,0.06557143,0.00416742,0.00363187,0.83005972,0.98643028,0.43639006
-5.86793397,1.55433582,0.06274534,0.00414428,0.00385193,0.82814865,0.99937919,0.43147498
-5.86193097,1.54801242,0.05996149,0.00412121,0.00407968,0.82675207,1.01332144,0.42650332
-5.85592796,1.54164989,0.05725581,0.00409912,0.00431469,0.82587001,1.02817999,0.42155385
-5.84992496,1.53549259,0.05466114,0.00407888,0.00455621,0.82552058,1.04386544,0.41671508
-5.84392196,1.52980648,0.05220672,0.00406136,0.00480305,0.82573455,1.06027035,0.41208131
-5.83791896,1.52486435,0.04991780,0.00404731,0.00505355,0.82655004,1.07726505,0.40774863
-5.83191596,1.52093170,0.04781535,0.00403736,0.00530554,0.82800748,1.09469509,0.40381105
-5.82591296,1.51825416,0.04591599,0.00403196,0.00555638,0.83014522,1.11238075,0.40035689
-5.81990995,1.51704672,0.04423193,0.00403139,0.00580291,0.83299593,1.13011866,0.39746573
-5.81390695,1.51748549,0.04277111,0.00403571,0.00604154,0.83658388,1.14768558,0.39520581
-5.80790395,1.51970191,0.04153730,0.00404476,0.00626834,0.84092324,1.16484406,0.39363209
-5.80190095,1.52377969,0.04053030,0.00405817,0.00647911,0.84601721,1.18134970,0.39278496
-5.79589795,1.52975419,0.03974622,0.00407539,0.00666952,0.85185796,1.19695960,0.39268952
-5.78989495,1.53761401,0.03917767,0.00409566,0.00683528,0.85842711,1.21144134,0.39335549
-5.78389195,1.54730438,0.03881404,0.00411810,0.00697223,0.86569660,1.22458201,0.39477748
-5.77788894,1.55873185,0.03864178,0.00414171,0.00707657,0.87362974,1.23619665,0.39693578
-5.77188594,1.57176985,0.03864463,0.00416539,0.00714496,0.88218213,1.24613552,0.39979732
-5.76588294,1.58626449,0.03880392,0.00418804,0.00717469,0.89130250,1.25428980,0.40331689
-5.75987994,1.60204043,0.03909881,0.00420853,0.00716379,0.90093313,1.26059538,0.40743837
-5.75387694,1.61890614,0.03950661,0.00422579,0.00711112,0.91101001,1.26503438,0.41209612
-5.74787394,1.63665867,0.04000312,0.00423882,0.00701644,0.92146263,1.26763458,0.41721619
-5.74187094,1.65508752,0.04056291,0.00424671,0.00688045,0.93221349,1.26846668,0.42271761
-5.73586793,1.67397777,0.04115980,0.00424870,0.00670475,0.94317758,1.26763967,0.42851359
-5.72986493,1.69311245,0.04176722,0.00424418,0.00649184,0.95426175,1.26529464,0.43451268
-5.72386193,1.71227430,0.04235873,0.00423268,0.00624501,0.96536439,1.26159751,0.44061993
-5.71785893,1.73124713,0.04290848,0.00421394,0.00596827,0.97637529,1.25673105,0.44673802
-5.71185593,1.74981693,0.04339179,0.00418785,0.00566618,0.98717605,1.25088672,0.45276845
-5.70585293,1.76777288,0.04378567,0.00415450,0.00534376,0.99764089,1.24425675,0.45861278
-5.69984992,1.78490847,0.04406934,0.00411416,0.00500630,1.00763807,1.23702692,0.46417386
-5.69384692,1.80102280,0.04422475,0.00406727,0.00465921,1.01703172,1.22937025,0.46935716
-5.68784392,1.81592210,0.04423705,0.00401443,0.00430790,1.02568410,1.22144189,0.47407205
-5.68184092,1.82942146,0.04409493,0.00395639,0.00395763,1.03345820,1.21337543,0.47823310
-5.67583792,1.84134685,0.04379094,0.00389406,0.00361339,1.04022037,1.20528051,0.48176135
-5.66983492,1.85153716,0.04332165,0.00382844,0.00327981,1.04584307,1.19724188,0.48458540
-5.66383192,1.85984648,0.04268775,0.00376064,0.00296108,1.05020741,1.18931969,0.48664251
-5.65782891,1.86614631,0.04189397,0.00369186,0.00266094,1.05320540,1.18155096,0.48787943
-5.65182591,1.87032775,0.04094890,0.00362336,0.00238259,1.05474187,1.17395206,0.48825316
-5.64582291,1.87230365,0.03986470,0.00355643,0.00212878,1.05473602,1.16652193,0.48773149
-5.63981991,1.87201068,0.03865676,0.00349236,0.00190177,1.05312246,1.15924598,0.48629337
-5.63381691,1.86941132,0.03734319,0.00343246,0.00170337,1.04985200,1.15210037,0.48392917
-5.62781391,1.86449580,0.03594432,0.00337797,0.00153504,1.04489202,1.14505660,0.48064077
-5.62181091,1.85728396,0.03448216,0.00333010,0.00139787,1.03822675,1.13808619,0.47644154
-5.61580790,1.84782713,0.03297986,0.00328999,0.00129269,1.02985734,1.13116526,0.47135629
-5.60980490,1.83620991,0.03146117,0.00325866,0.00122012,1.01980204,1.12427896,0.46542102
-5.60380190,1.82255181,0.02994994,0.00323707,0.00118059,1.00809639,1.11742555,0.45868278
-5.59779890,1.80700882,0.02846971,0.00322601,0.00117436,0.99479372,1.11061998,0.45119929
-5.59179590,1.78977454,0.02704331,0.00322617,0.00120159,0.97996571,1.10389688,0.44303857
-5.58579290,1.77108098,0.02569259,0.00323811,0.00126230,0.96370329,1.09731277,0.43427852
-5.57978989,1.75119864,0.02443816,0.00326224,0.00135636,0.94611766,1.09094742,0.42500627
-5.57378689,1.73043591,0.02329928,0.00329880,0.00148347,0.92734145,1.08490425,0.41531742
-5.56778389,1.70913734,0.02229370,0.00334792,0.00164310,0.90752981,1.07930957,0.40531515
-5.56178089,1.68768088,0.02143764,0.00340954,0.00183446,0.88686138,1.07431078,0.39510905
-5.55577789,1.66647374,0.02074577,0.00348347,0.00205641,0.86553895,1.07007334,0.38481371
-5.54977489,1.64594689,0.02023113,0.00356935,0.00230741,0.84378960,1.06677657,0.37454716
-5.54377189,1.62654810,0.01990518,0.00366664,0.00258546,0.82186415,1.06460841,0.36442894
-5.53776888,1.60873353,0.01977775,0.00377465,0.00288804,0.80003581,1.06375907,0.35457802
-5.53176588,1.59295798,0.01985693,0.00389251,0.00321207,0.77859781,1.06441396,0.34511053
-5.52576288,1.57966389,0.02014903,0.00401919,0.00355389,0.75785993,1.06674586,0.33613729
-5.51975988,1.56926934,0.02065839,0.00415346,0.00390925,0.73814385,1.07090673,0.32776122
-5.51375688,1.56215535,0.02138726,0.00429394,0.00427335,0.71977734,1.07701938,0.32007486
-5.50775388,1.55865273,0.02233552,0.00443907,0.00464090,0.70308718,1.08516930,0.31315772
-5.50175088,1.55902898,0.02350047,0.00458714,0.00500616,0.68839117,1.09539693,0.30707396
-5.49574787,1.56347560,0.02487660,0.00473630,0.00536310,0.67598909,1.10769083,0.30187020
-5.48974487,1.57209630,0.02645527,0.00488454,0.00570552,0.66615305,1.12198190,0.29757361
-5.48374187,1.58489661,0.02822457,0.00502980,0.00602718,0.65911751,1.13813908,0.29419050
-5.47773887,1.60177544,0.03016903,0.00516990,0.00632198,0.65506923,1.15596679,0.29170529
-5.47173587,1.62251899,0.03226958,0.00530266,0.00658414,0.65413765,1.17520427,0.29008011
-5.46573287,1.64679753,0.03450350,0.00542587,0.00680840,0.65638610,1.19552720,0.28925497
-5.45972986,1.67416551,0.03684444,0.00553739,0.00699013,0.66180430,1.21655153,0.28914863
-5.45372686,1.70406522,0.03926268,0.00563516,0.00712553,0.67030265,1.23783971,0.28966012
-5.44772386,1.73583442,0.04172545,0.00571724,0.00721175,0.68170863,1.25890932,0.29067103
-5.44172086,1.76871788,0.04419739,0.00578190,0.00724695,0.69576582,1.27924395,0.29204839
-5.43571786,1.80188295,0.04664124,0.00582762,0.00723044,0.71213568,1.29830614,0.29364826
-5.42971486,1.83443888,0.04901860,0.00585313,0.00716263,0.73040243,1.31555218,0.29531984
-5.42371186,1.86545972,0.05129088,0.00585751,0.00704506,0.75008096,1.33044830,0.29691009
-5.41770885,1.89400997,0.05342033,0.00584015,0.00688034,0.77062782,1.34248790,0.29826863
-5.41170585,1.91917269,0.05537123,0.00580081,0.00667206,0.79145496,1.35120921,0.29925294
-5.40570285,1.94007884,0.05711108,0.00573964,0.00642468,0.81194594,1.35621285,0.29973348
-5.39969985,1.95593721,0.05861182,0.00565720,0.00614339,0.83147415,1.35717867,0.29959880
-5.39369685,1.96606362,0.05985113,0.00555444,0.00583392,0.84942227,1.35388122,0.29876024
-5.38769385,1.96990853,0.06081352,0.00543273,0.00550242,0.86520244,1.34620326,0.29715621
-5.38169085,1.96708171,0.06149144,0.00529381,0.00515523,0.87827621,1.33414669,0.29475577
-5.37568784,1.95737319,0.06188616,0.00513979,0.00479874,0.88817365,1.31784050,0.29156149
-5.36968484,1.94076925,0.06200851,0.00497314,0.00443924,0.89451053,1.29754522,0.28761129
-5.36368184,1.91746296,0.06187935,0.00479664,0.00408276,0.89700321,1.27365361,0.28297935
-5.35767884,1.88785841,0.06152978,0.00461330,0.00373496,0.89548017,1.24668749,0.27777590
-5.35167584,1.85256849,0.06100110,0.00442640,0.00340101,0.88989001,1.21729057,0.27214595
-5.34567284,1.81240588,0.06034445,0.00423934,0.00308558,0.88030528,1.18621747,0.26626691
-5.33966983,1.76836751,0.05962008,0.00405566,0.00279273,0.86692201,1.15431914,0.26034519
-5.33366683,1.72161279,0.05889643,0.00387893,0.00252592,0.85005496,1.12252503,0.25461181
-5.32766383,1.67343623,0.05824881,0.00371274,0.00228801,0.83012860,1.09182248,0.24931716
-5.32166083,1.62523519,0.05775788,0.00356057,0.00208128,0.80766425,1.06323378,0.24472504
-5.31565783,1.57847371,0.05750781,0.00342578,0.00190747,0.78326383,1.03779170,0.24110610
-5.30965483,1.53464348,0.05758429,0.00331152,0.00176778,0.75759071,1.01651377,0.23873080
-5.30365183,1.49522316,0.05807235,0.00322069,0.00166297,0.73134864,1.00037634,0.23786218
-5.29764882,1.46163709,0.05905407,0.00315586,0.00159336,0.70525915,0.99028873,0.23874842
-5.29164582,1.43521468,0.06060622,0.00311923,0.00155889,0.68003868,0.98706829,0.24161555
-5.28564282,1.41715168,0.06279789,0.00311257,0.00155917,0.65637583,0.99141690,0.24666036
-5.27963982,1.40847427,0.06568830,0.00313719,0.00159348,0.63490992,1.00389952,0.25404380
-5.27363682,1.41000720,0.06932456,0.00319387,0.00166083,0.61621129,1.02492538,0.26388491
-5.26763382,1.42234673,0.07373987,0.00328287,0.00175995,0.60076416,1.05473222,0.27625560
-5.26163082,1.44583937,0.07895184,0.00340388,0.00188929,0.58895253,1.09337427,0.29117637
-5.25562781,1.48056702,0.08496126,0.00355602,0.00204707,0.58104959,1.14071423,0.30861319
-5.24962481,1.52633900,0.09175126,0.00373783,0.00223125,0.57721094,1.19641977,0.32847563
-5.24362181,1.58269148,0.09928695,0.00394728,0.00243952,0.57747167,1.25996479,0.35061650
-5.23761881,1.64889444,0.10751559,0.00418182,0.00266935,0.58174748,1.33063573,0.37483285
-5.23161581,1.72396611,0.11636722,0.00443838,0.00291798,0.58983956,1.40754289,0.40086870
-5.22561281,1.80669462,0.12575593,0.00471344,0.00318245,0.60144314,1.48963686,0.42841927
-5.21960980,1.89566648,0.13558148,0.00500310,0.00345958,0.61615908,1.57572963,0.45713672
-5.21360680,1.98930096,0.14573153,0.00530316,0.00374607,0.63350827,1.66452006,0.48663733
-5.20760380,2.08588952,0.15608411,0.00560916,0.00403850,0.65294812,1.75462308,0.51650983
-5.20160080,2.18363894,0.16651048,0.00591652,0.00433339,0.67389038,1.84460162,0.54632478
-5.19559780,2.28071684,0.17687809,0.00622064,0.00462724,0.69571988,1.93300049,0.57564449
-5.18959480,2.37529795,0.18705369,0.00651695,0.00491659,0.71781317,2.01838087,0.60403333
-5.18359180,2.46560955,0.19690629,0.00680106,0.00519808,0.73955655,2.09935427,0.63106791
-5.17758879,2.54997443,0.20630996,0.00706883,0.00546850,0.76036280,2.17461476,0.65634687
-5.17158579,2.62684985,0.21514645,0.00731642,0.00572483,0.77968601,2.24296816,0.67949976
-5.16558279,2.69486118,0.22330725,0.00754041,0.00596426,0.79703406,2.30335715,0.70019484
-5.15957979,2.75282905,0.23069538,0.00773785,0.00618427,0.81197844,2.35488158,0.71814546
-5.15357679,2.79978933,0.23722662,0.00790624,0.00638261,0.82416119,2.39681300,0.73311477
-5.14757379,2.83500540,0.24283027,0.00804363,0.00655731,0.83329891,2.42860346,0.74491881
-5.14157079,2.85797285,0.24744950,0.00814859,0.00670674,0.83918391,2.44988826,0.75342783
-5.13556778,2.86841679,0.25104118,0.00822016,0.00682953,0.84168279,2.46048302,0.75856593
-5.12956478,2.86628255,0.25357557,0.00825792,0.00692462,0.84073276,2.46037568,0.76030929
-5.12356178,2.85172085,0.25503553,0.00826186,0.00699123,0.83633610,2.44971414,0.75868310
-5.11755878,2.82506843,0.25541575,0.00823242,0.00702884,0.82855330,2.42879057,0.75375753
