energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,3.78295243,0.67567904,0.00327080,2.15478701,0.00000000,0.94557046,1.30434891
-5.99399700,3.72897051,0.65915878,0.00330183,2.12967374,0.00000000,0.94270797,1.28943617
-5.98799400,3.66334845,0.64001363,0.00332590,2.09858942,0.00000000,0.93699434,1.27067448
-5.98199100,3.58797212,0.61869537,0.00334443,2.06257448,0.00000000,0.92887774,1.24844884
-5.97598799,3.50494835,0.59569668,0.00335904,2.02278184,0.00000000,0.91887257,1.22322965
-5.96998499,3.41653718,0.57153520,0.00337153,1.98043871,0.00000000,0.90753975,1.19555908
-5.96398199,3.32507871,0.54673700,0.00338377,1.93680540,0.00000000,0.89546487,1.16603458
-5.95797899,3.23291745,0.52182033,0.00339767,1.89313257,0.00000000,0.88323514,1.13529013
-5.95197599,3.14232741,0.49728011,0.00341512,1.85061903,0.00000000,0.87141635,1.10397617
-5.94597299,3.05544123,0.47357404,0.00343787,1.81037167,0.00000000,0.86053072,1.07273913
-5.93996998,2.97418611,0.45111062,0.00346750,1.77336933,0.00000000,0.85103679,1.04220127
-5.93396698,2.90022931,0.43023977,0.00350536,1.74043217,0.00000000,0.84331224,1.01294197
-5.92796398,2.83493525,0.41124613,0.00355253,1.71219777,0.00000000,0.83764050,0.98548105
-5.92196098,2.77933585,0.39434532,0.00360976,1.68910507,0.00000000,0.83420184,0.96026493
-5.91595798,2.73411497,0.37968311,0.00367744,1.67138661,0.00000000,0.83306918,0.93765611
-5.90995498,2.69960726,0.36733743,0.00375564,1.65906949,0.00000000,0.83420901,0.91792626
-5.90395198,2.67581090,0.35732288,0.00384406,1.65198471,0.00000000,0.83748727,0.90125327
-5.89794897,2.66241320,0.34959745,0.00394211,1.64978449,0.00000000,0.84267976,0.88772198
-5.89194597,2.65882728,0.34407098,0.00404888,1.65196646,0.00000000,0.84948671,0.87732853
-5.88594297,2.66423773,0.34061481,0.00416326,1.65790350,0.00000000,0.85755055,0.86998788
-5.87993997,2.67765260,0.33907213,0.00428392,1.66687768,0.00000000,0.86647601,0.86554398
-5.87393697,2.69795886,0.33926837,0.00440943,1.67811657,0.00000000,0.87585144,0.86378182
-5.86793397,2.72397851,0.34102123,0.00453829,1.69083004,0.00000000,0.88527029,0.86444085
-5.86193097,2.75452247,0.34414976,0.00466902,1.70424578,0.00000000,0.89435147,0.86722887
-5.85592796,2.78843955,0.34848205,0.00480018,1.71764180,0.00000000,0.90275767,0.87183569
-5.84992496,2.82465846,0.35386130,0.00493042,1.73037438,0.00000000,0.91021056,0.87794599
-5.84392196,2.86222094,0.36014995,0.00505856,1.74190026,0.00000000,0.91650228,0.88525078
-5.83791896,2.90030493,0.36723185,0.00518356,1.75179230,0.00000000,0.92150250,0.89345711
-5.83191596,2.93823740,0.37501230,0.00530457,1.75974797,0.00000000,0.92516092,0.90229564
-5.82591296,2.97549682,0.38341635,0.00542091,1.76559080,0.00000000,0.92750517,0.91152626
-5.81990995,3.01170624,0.39238542,0.00553209,1.76926512,0.00000000,0.92863443,0.92094147
-5.81390695,3.04661826,0.40187252,0.00563773,1.77082487,0.00000000,0.92870919,0.93036800
-5.80790395,3.08009379,0.41183673,0.00573759,1.77041756,0.00000000,0.92793815,0.93966690
-5.80190095,3.11207682,0.42223716,0.00583153,1.76826474,0.00000000,0.92656289,0.94873247
-5.79589795,3.14256745,0.43302700,0.00591945,1.76464058,0.00000000,0.92484163,0.95749047
-5.78989495,3.17159570,0.44414812,0.00600129,1.75984991,0.00000000,0.92303301,0.96589615
-5.78389195,3.19919824,0.45552671,0.00607698,1.75420744,0.00000000,0.92138101,0.97393235
-5.77788894,3.22539999,0.46707031,0.00614648,1.74801935,0.00000000,0.92010195,0.98160813
-5.77188594,3.25020213,0.47866658,0.00620971,1.74156846,0.00000000,0.91937445,0.98895806
-5.76588294,3.27357745,0.49018399,0.00626660,1.73510375,0.00000000,0.91933287,0.99604235
-5.75987994,3.29547341,0.50147452,0.00631708,1.72883457,0.00000000,0.92006464,1.00294776
