energy_ev,total_up,B_p_up,B_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,0.67732754,0.04239476,0.00000000,0.16825845,0.16174818,0.33755165,0.00000000
-5.99399700,0.67789692,0.04598765,0.00000000,0.17734185,0.16058062,0.33227964,0.00000000
-5.98799400,0.68563206,0.05022725,0.00000000,0.18890385,0.16091309,0.33036965,0.00000000
-5.98199100,0.70084094,0.05515537,0.00000000,0.20308908,0.16280650,0.33194508,0.00000000
-5.97598799,0.72371405,0.06081529,0.00000000,0.22001746,0.16630900,0.33705394,0.00000000
-5.96998499,0.75432431,0.06725072,0.00000000,0.23978024,0.17145685,0.34567044,0.00000000
-5.96398199,0.79262919,0.07450459,0.00000000,0.26243603,0.17827555,0.35769821,0.00000000
-5.95797899,0.83847444,0.08261754,0.00000000,0.28800668,0.18678093,0.37297503,0.00000000
-5.95197599,0.89159927,0.09162635,0.00000000,0.31647336,0.19698017,0.39127874,0.00000000
-5.94597299,0.95164271,0.10156220,0.00000000,0.34777274,0.20887273,0.41233425,0.00000000
-5.93996998,1.01815090,0.11244884,0.00000000,0.38179357,0.22245091,0.43582133,0.00000000
-5.93396698,1.09058524,0.12430082,0.00000000,0.41837382,0.23770024,0.46138289,0.00000000
-5.92796398,1.16833117,0.13712183,0.00000000,0.45729870,0.25459952,0.48863369,0.00000000
-5.92196098,1.25070758,0.15090315,0.00000000,0.49829959,0.27312061,0.51716916,0.00000000
-5.91595798,1.33697689,0.16562244,0.00000000,0.54105447,0.29322793,0.54657410,0.00000000
-5.90995498,1.42635551,0.18124287,0.00000000,0.58518965,0.31487783,0.57643110,0.00000000
-5.90395198,1.51802489,0.19771266,0.00000000,0.63028328,0.33801780,0.60632859,0.00000000
-5.89794897,1.61114289,0.21496511,0.00000000,0.67587064,0.36258562,0.63586810,0.00000000
-5.89194597,1.70485539,0.23291909,0.00000000,0.72145110,0.38850850,0.66467086,0.00000000
-5.88594297,1.79830802,0.25148008,0.00000000,0.76649689,0.41570230,0.69238343,0.00000000
-5.87993997,1.89065767,0.27054164,0.00000000,0.81046342,0.44407083,0.71868229,0.00000000
-5.87393697,1.98108371,0.28998728,0.00000000,0.85280079,0.47350526,0.74327741,0.00000000
-5.86793397,2.06879842,0.30969261,0.00000000,0.89296630,0.50388376,0.76591464,0.00000000
-5.86193097,2.15305656,0.32952783,0.00000000,0.93043745,0.53507123,0.78637706,0.00000000
-5.85592796,2.23316376,0.34936012,0.00000000,0.96472494,0.56691927,0.80448526,0.00000000
-5.84992496,2.30848346,0.36905621,0.00000000,0.99538518,0.59926630,0.82009666,0.00000000
-5.84392196,2.37844229,0.38848467,0.00000000,1.02203185,0.63193796,0.83310403,0.00000000
-5.83791896,2.44253395,0.40751803,0.00000000,1.04434593,0.66474771,0.84343334,0.00000000
-5.83191596,2.50032139,0.42603454,0.00000000,1.06208391,0.69749761,0.85104118,0.00000000
-5.82591296,2.55143754,0.44391961,0.00000000,1.07508376,0.72997957,0.85591183,0.00000000
-5.81990995,2.59558490,0.46106679,0.00000000,1.08326845,0.76197675,0.85805437,0.00000000
-5.81390695,2.63253391,0.47737840,0.00000000,1.08664689,0.79326541,0.85749984,0.00000000
-5.80790395,2.66212089,0.49276576,0.00000000,1.08531242,0.82361718,0.85429867,0.00000000
-5.80190095,2.68424542,0.50714913,0.00000000,1.07943876,0.85280163,0.84851862,0.00000000
-5.79589795,2.69886783,0.52045744,0.00000000,1.06927385,0.88058934,0.84024319,0.00000000
-5.78989495,2.70600684,0.53262781,0.00000000,1.05513174,0.90675523,0.82957051,0.00000000
-5.78389195,2.70573768,0.54360502,0.00000000,1.03738308,0.93108225,0.81661293,0.00000000
-5.77788894,2.69819069,0.55334102,0.00000000,1.01644442,0.95336523,0.80149695,0.00000000
-5.77188594,2.68355048,0.56179446,0.00000000,0.99276698,0.97341476,0.78436354,0.00000000
-5.76588294,2.66205538,0.56893038,0.00000000,0.96682509,0.99106106,0.76536871,0.00000000
-5.75987994,2.63399712,0.57471999,0.00000000,0.93910483,1.00615751,0.74468406,0.00000000
-5.75387694,2.59972031,0.57914070,0.00000000,0.91009316,1.01858380,0.72249709,0.00000000
-5.74787394,2.55962139,0.58217615,0.00000000,0.88026772,1.02824845,0.69901128,0.00000000
-5.74187094,2.51414664,0.58381648,0.00000000,0.85008764,1.03509067,0.67444537,0.00000000
-5.73586793,2.46378899,0.58405857,0.00000000,0.81998533,1.03908124,0.64903213,0.00000000
-5.72986493,2.40908320,0.58290638,0.00000000,0.79035944,1.04022263,0.62301612,0.00000000
-5.72386193,2.35059943,0.58037116,0.00000000,0.76156897,1.03854806,0.59665068,0.00000000
-5.71785893,2.28893489,0.57647175,0.00000000,0.73392844,1.03411978,0.57019397,0.00000000
-5.71185593,2.22470400,0.57123466,0.00000000,0.70770424,1.02702653,0.54390427,0.00000000
-5.70585293,2.15852695,0.56469414,0.00000000,0.68311196,1.01738032,0.51803464,0.00000000
-5.69984992,2.09101752,0.55689208,0.00000000,0.66031482,1.00531286,0.49282713,0.00000000
-5.69384692,2.02277026,0.54787793,0.00000000,0.63942307,0.99097169,0.46850685,0.00000000
-5.68784392,1.95434804,0.53770847,0.00000000,0.62049447,0.97451639,0.44527622,0.00000000
-5.68184092,1.88627050,0.52644763,0.00000000,0.60353577,0.95611504,0.42330961,0.00000000
-5.67583792,1.81900413,0.51416633,0.00000000,0.58850536,0.93594115,0.40274884,0.00000000
-5.66983492,1.75295475,0.50094239,0.00000000,0.57531704,0.91417130,0.38369968,0.00000000
-5.66383192,1.68846288,0.48686051,0.00000000,0.56384502,0.89098363,0.36622976,0.00000000
-5.65782891,1.62580257,0.47201245,0.00000000,0.55393011,0.86655725,0.35036800,0.00000000
-5.65182591,1.56518383,0.45649729,0.00000000,0.54538714,0.84107258,0.33610567,0.00000000
