energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.58462351,-1.58462351,0.00566947,-0.00566947,0.12954439,-0.12954439,0.33381142,-0.33381142,0.00000000,-0.00000000,0.39094312,-0.39094311,0.45495085,-0.45495085,0.05384049,-0.05384049,0.71778462,-0.71778462
-5.99399700,1.63758367,-1.63758366,0.00592015,-0.00592015,0.13427780,-0.13427780,0.35098305,-0.35098305,0.00000000,-0.00000000,0.41206219,-0.41206219,0.46930704,-0.46930704,0.05436348,-0.05436348,0.74207225,-0.74207224
-5.98799400,1.69166701,-1.69166700,0.00619758,-0.00619758,0.13909892,-0.13909892,0.36903954,-0.36903954,0.00000000,-0.00000000,0.43395798,-0.43395798,0.48449342,-0.48449342,0.05464742,-0.05464742,0.76686760,-0.76686759
-5.98199100,1.74672450,-1.74672449,0.00650525,-0.00650525,0.14402234,-0.14402234,0.38791364,-0.38791363,0.00000000,-0.00000000,0.45655766,-0.45655766,0.50045938,-0.50045938,0.05470205,-0.05470205,0.79207915,-0.79207914
-5.97598799,1.80257029,-1.80257028,0.00684678,-0.00684678,0.14906087,-0.14906087,0.40751683,-0.40751683,0.00000000,-0.00000000,0.47977712,-0.47977712,0.51712832,-0.51712831,0.05454214,-0.05454214,0.81759960,-0.81759960
-5.96998499,1.85898600,-1.85898599,0.00722594,-0.00722594,0.15422449,-0.15422449,0.42774132,-0.42774132,0.00000000,-0.00000000,0.50352363,-0.50352363,0.53439833,-0.53439832,0.05418712,-0.05418712,0.84330942,-0.84330942
-5.96398199,1.91572679,-1.91572678,0.00764660,-0.00764660,0.15951948,-0.15951947,0.44846287,-0.44846287,0.00000000,-0.00000000,0.52769905,-0.52769905,0.55214388,-0.55214388,0.05366067,-0.05366067,0.86908114,-0.86908114
-5.95797899,1.97252926,-1.97252925,0.00811268,-0.00811268,0.16494768,-0.16494768,0.46954462,-0.46954462,0.00000000,-0.00000000,0.55220350,-0.55220350,0.57021840,-0.57021839,0.05299014,-0.05299014,0.89478437,-0.89478436
-5.95197599,2.02912074,-2.02912073,0.00862814,-0.00862814,0.17050612,-0.17050612,0.49084157,-0.49084157,0.00000000,-0.00000000,0.57693932,-0.57693932,0.58845781,-0.58845780,0.05220588,-0.05220588,0.92029117,-0.92029117
-5.94597299,2.08522982,-2.08522981,0.00919688,-0.00919688,0.17618682,-0.17618682,0.51220569,-0.51220569,0.00000000,-0.00000000,0.60181515,-0.60181515,0.60668512,-0.60668512,0.05134052,-0.05134052,0.94548171,-0.94548170
-5.93996998,2.14059746,-2.14059745,0.00982266,-0.00982266,0.18197702,-0.18197702,0.53349127,-0.53349127,0.00000000,-0.00000000,0.62674986,-0.62674986,0.62471588,-0.62471588,0.05042814,-0.05042814,0.97024966,-0.97024965
-5.93396698,2.19498828,-2.19498827,0.01050899,-0.01050899,0.18785981,-0.18785981,0.55456029,-0.55456028,0.00000000,-0.00000000,0.65167605,-0.65167604,0.64236444,-0.64236444,0.04950338,-0.04950338,0.99450713,-0.99450713
-5.92796398,2.24820111,-2.24820110,0.01125897,-0.01125897,0.19381498,-0.19381498,0.57528743,-0.57528743,0.00000000,-0.00000000,0.67654293,-0.67654293,0.65945087,-0.65945086,0.04860058,-0.04860058,1.01818871,-1.01818871
-5.92196098,2.30007828,-2.30007827,0.01207513,-0.01207513,0.19982034,-0.19982034,0.59556448,-0.59556448,0.00000000,-0.00000000,0.70131827,-0.70131826,0.67580824,-0.67580824,0.04775285,-0.04775285,1.04125422,-1.04125422
-5.91595798,2.35051284,-2.35051283,0.01295924,-0.01295924,0.20585318,-0.20585318,0.61530364,-0.61530364,0.00000000,-0.00000000,0.72598910,-0.72598909,0.69129012,-0.69129012,0.04699113,-0.04699113,1.06368993,-1.06368993
-5.90995498,2.39945302,-2.39945301,0.01391210,-0.01391210,0.21189197,-0.21189197,0.63443964,-0.63443964,0.00000000,-0.00000000,0.75056118,-0.75056118,0.70577776,-0.70577775,0.04634337,-0.04634337,1.08550796,-1.08550796
-5.90395198,2.44690352,-2.44690351,0.01493329,-0.01493329,0.21791811,-0.21791811,0.65293035,-0.65293035,0.00000000,-0.00000000,0.77505694,-0.77505694,0.71918682,-0.71918681,0.04583366,-0.04583366,1.10674371,-1.10674371
-5.89794897,2.49292315,-2.49292315,0.01602095,-0.01602095,0.22391770,-0.22391770,0.67075577,-0.67075577,0.00000000,-0.00000000,0.79951189,-0.79951188,0.73147322,-0.73147322,0.04548148,-0.04548148,1.12745129,-1.12745129
-5.89194597,2.53761879,-2.53761878,0.01717156,-0.01717156,0.22988310,-0.22988310,0.68791537,-0.68791537,0.00000000,-0.00000000,0.82396965,-0.82396965,0.74263773,-0.74263773,0.04530105,-0.04530105,1.14769707,-1.14769707
-5.88594297,2.58113556,-2.58113556,0.01837972,-0.01837972,0.23581431,-0.23581431,0.70442390,-0.70442390,0.00000000,-0.00000000,0.84847570,-0.84847570,0.75272902,-0.75272902,0.04530083,-0.04530083,1.16755163,-1.16755163
-5.87993997,2.62364380,-2.62364379,0.01963801,-0.01963801,0.24171987,-0.24171986,0.72030582,-0.72030581,0.00000000,-0.00000000,0.87307005,-0.87307005,0.76184490,-0.76184490,0.04548308,-0.04548308,1.18708040,-1.18708040
-5.87393697,2.66532317,-2.66532317,0.02093685,-0.02093685,0.24761743,-0.24761743,0.73558872,-0.73558871,0.00000000,-0.00000000,0.89777935,-0.89777935,0.77013154,-0.77013153,0.04584370,-0.04584370,1.20633360,-1.20633360
-5.86793397,2.70634496,-2.70634495,0.02226446,-0.02226446,0.25353370,-0.25353369,0.75029606,-0.75029606,0.00000000,-0.00000000,0.92260869,-0.92260869,0.77778057,-0.77778057,0.04637218,-0.04637218,1.22533601,-1.22533601
-5.86193097,2.74685323,-2.74685322,0.02360690,-0.02360690,0.25950383,-0.25950382,0.76443977,-0.76443977,0.00000000,-0.00000000,0.94753370,-0.94753370,0.78502404,-0.78502403,0.04705176,-0.04705177,1.24407723,-1.24407723
-5.85592796,2.78694621,-2.78694620,0.02494818,-0.02494818,0.26557021,-0.26557021,0.77801312,-0.77801311,0.00000000,-0.00000000,0.97249347,-0.97249347,0.79212714,-0.79212714,0.04785981,-0.04785981,1.26250318,-1.26250317
-5.84992496,2.82665887,-2.82665887,0.02627049,-0.02627049,0.27178066,-0.27178066,0.79098449,-0.79098449,0.00000000,-0.00000000,0.99738468,-0.99738468,0.79937920,-0.79937919,0.04876838,-0.04876838,1.28050935,-1.28050935
-5.84392196,2.86594788,-2.86594788,0.02755449,-0.02755449,0.27818611,-0.27818611,0.80329251,-0.80329251,0.00000000,-0.00000000,1.02205755,-1.02205755,0.80708278,-0.80708278,0.04974497,-0.04974497,1.29793660,-1.29793660
-5.83791896,2.90467990,-2.90467990,0.02877975,-0.02877974,0.28483773,-0.28483773,0.81484284,-0.81484284,0.00000000,-0.00000000,1.04631391,-1.04631391,0.81554165,-0.81554165,0.05075345,-0.05075345,1.31456971,-1.31456970
-5.83191596,2.94262414,-2.94262413,0.02992519,-0.02992519,0.29178377,-0.29178377,0.82550719,-0.82550719,0.00000000,-0.00000000,1.06990784,-1.06990784,0.82504768,-0.82504768,0.05175515,-0.05175515,1.33013919,-1.33013919
-5.82591296,2.97944973,-2.97944972,0.03096971,-0.03096971,0.29906615,-0.29906615,0.83512454,-0.83512454,0.00000000,-0.00000000,1.09254878,-1.09254878,0.83586743,-0.83586743,0.05271002,-0.05271002,1.34432652,-1.34432651
-5.81990995,3.01472829,-3.01472829,0.03189271,-0.03189271,0.30671690,-0.30671690,0.84350479,-0.84350479,0.00000000,-0.00000000,1.11390753,-1.11390753,0.84822885,-0.84822885,0.05357788,-0.05357788,1.35677251,-1.35677250
-5.81390695,3.04794178,-3.04794178,0.03267479,-0.03267479,0.31475473,-0.31475472,0.85043468,-0.85043468,0.00000000,-0.00000000,1.13362461,-1.13362461,0.86230855,-0.86230855,0.05431971,-0.05431971,1.36708882,-1.36708882
-5.80790395,3.07849534,-3.07849533,0.03329832,-0.03329832,0.32318179,-0.32318178,0.85568581,-0.85568581,0.00000000,-0.00000000,1.15132107,-1.15132106,0.87822040,-0.87822040,0.05489891,-0.05489891,1.37487205,-1.37487205
-5.80190095,3.10573463,-3.10573462,0.03374810,-0.03374810,0.33198085,-0.33198085,0.85902435,-0.85902435,0.00000000,-0.00000000,1.16661106,-1.16661106,0.89600579,-0.89600578,0.05528245,-0.05528245,1.37971968,-1.37971968
-5.79589795,3.12896697,-3.12896696,0.03401183,-0.03401183,0.34111306,-0.34111306,0.86022198,-0.86022198,0.00000000,-0.00000000,1.17911582,-1.17911582,0.91562610,-0.91562609,0.05544196,-0.05544196,1.38124738,-1.38124738
-5.78989495,3.14748515,-3.14748514,0.03408063,-0.03408063,0.35051636,-0.35051635,0.85906749,-0.85906749,0.00000000,-0.00000000,1.18847833,-1.18847833,0.93695785,-0.93695784,0.05535462,-0.05535462,1.37910653,-1.37910653
-5.78389195,3.16059295,-3.16059294,0.03394932,-0.03394932,0.36010476,-0.36010475,0.85537839,-0.85537839,0.00000000,-0.00000000,1.19437794,-1.19437794,0.95979075,-0.95979074,0.05500387,-0.05500387,1.37300129,-1.37300129
-5.77788894,3.16763106,-3.16763106,0.03361673,-0.03361673,0.36976857,-0.36976857,0.84901192,-0.84901192,0.00000000,-0.00000000,1.19654436,-1.19654436,0.98382896,-0.98382895,0.05437988,-0.05437988,1.36270418,-1.36270418
-5.77188594,3.16800233,-3.16800232,0.03308570,-0.03308570,0.37937558,-0.37937557,0.83987478,-0.83987479,0.00000000,-0.00000000,1.19477016,-1.19477016,1.00869560,-1.00869559,0.05347981,-0.05347981,1.34806942,-1.34806942
-5.76588294,3.16119501,-3.16119501,0.03236309,-0.03236309,0.38877324,-0.38877323,0.82793105,-0.82793105,0.00000000,-0.00000000,1.18892128,-1.18892128,1.03394056,-1.03394055,0.05230778,-0.05230778,1.32904324,-1.32904324
-5.75987994,3.14680323,-3.14680323,0.03145958,-0.03145958,0.39779190,-0.39779189,0.81320777,-0.81320778,0.00000000,-0.00000000,1.17894484,-1.17894485,1.05905140,-1.05905139,0.05087463,-0.05087463,1.30567065,-1.30567065
-5.75387694,3.12454359,-3.12454358,0.03038931,-0.03038931,0.40624893,-0.40624893,0.79579793,-0.79579793,0.00000000,-0.00000000,1.16487402,-1.16487402,1.08346708,-1.08346707,0.04919744,-0.04919744,1.27809818,-1.27809818
-5.74787394,3.09426741,-3.09426741,0.02916950,-0.02916950,0.41395373,-0.41395372,0.77586050,-0.77586050,0.00000000,-0.00000000,1.14682951,-1.14682952,1.10659412,-1.10659411,0.04729888,-0.04729888,1.24657250,-1.24657251
