energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.69384692,0.92059778,0.00209346,0.06992855,0.32889328,0.28075212,0.11052316,0.02271909,0.51818442
-5.68784392,0.89093188,0.00225523,0.07266719,0.30562238,0.27209771,0.10875306,0.02148526,0.49631652
-5.68184092,0.86339755,0.00244024,0.07600415,0.28250502,0.26388731,0.10748561,0.02020410,0.47513598
-5.67583792,0.83865175,0.00265065,0.07997210,0.25984103,0.25629170,0.10679684,0.01889641,0.45503536
-5.66983492,0.81726642,0.00288827,0.08458969,0.23790085,0.24945809,0.10674841,0.01758210,0.43636869
-5.66383192,0.79971119,0.00315443,0.08985995,0.21692148,0.24350533,0.10738542,0.01627969,0.41944183
-5.65782891,0.78633988,0.00344994,0.09576919,0.19710383,0.23852034,0.10873466,0.01500591,0.40450476
-5.65182591,0.77738106,0.00377494,0.10228633,0.17861146,0.23455589,0.11080339,0.01377536,0.39174600
-5.64582291,0.77293321,0.00412883,0.10936271,0.16157054,0.23162993,0.11357873,0.01260033,0.38128936
-5.63981991,0.77296451,0.00451021,0.11693261,0.14607100,0.22972641,0.11702764,0.01149066,0.37319315
-5.63381691,0.77731726,0.00491686,0.12491419,0.13216874,0.22879756,0.12109758,0.01045373,0.36745168
-5.62781391,0.78571685,0.00534568,0.13321117,0.11988853,0.22876768,0.12571773,0.00949455,0.36399913
-5.62181091,0.79778476,0.00579269,0.14171495,0.10922764,0.22953806,0.13080085,0.00861590,0.36271542
-5.61580790,0.81305524,0.00625310,0.15030734,0.10015987,0.23099300,0.13624571,0.00781857,0.36343392
-5.60980490,0.83099497,0.00672136,0.15886375,0.09263983,0.23300660,0.14193992,0.00710163,0.36595060
-5.60380190,0.85102493,0.00719123,0.16725663,0.08660726,0.23544998,0.14776331,0.00646275,0.37003438
-5.59779890,0.87254388,0.00765595,0.17535936,0.08199130,0.23819879,0.15359149,0.00589857,0.37543804
-5.59179590,0.89495228,0.00810834,0.18305007,0.07871450,0.24114050,0.15929966,0.00540500,0.38190961
-5.58579290,0.91767619,0.00854101,0.19021564,0.07669655,0.24418132,0.16476654,0.00497760,0.38920354
-5.57978989,0.94018998,0.00894655,0.19675544,0.07585757,0.24725251,0.16987818,0.00461187,0.39709138
-5.57378689,0.96203732,0.00931773,0.20258489,0.07612096,0.25031565,0.17453167,0.00430357,0.40537173
-5.56778389,0.98284960,0.00964770,0.20763852,0.07741575,0.25336701,0.17863853,0.00404895,0.41387889
-5.56178089,1.00236124,0.00993023,0.21187261,0.07967848,0.25644055,0.18212765,0.00384497,0.42249017
-5.55577789,1.02042140,0.01015988,0.21526710,0.08285458,0.25960972,0.18494780,0.00368943,0.43113152
-5.54977489,1.03700160,0.01033223,0.21782686,0.08689939,0.26298787,0.18706945,0.00358112,0.43978136
-5.54377189,1.05219928,0.01044395,0.21958212,0.09177866,0.26672746,0.18848595,0.00351984,0.44847251
-5.53776888,1.06623690,0.01049301,0.22058820,0.09746883,0.27101786,0.18921398,0.00350644,0.45729221
-5.53176588,1.07945683,0.01047873,0.22092430,0.10395689,0.27608214,0.18929320,0.00354273,0.46638010
-5.52576288,1.09231208,0.01040181,0.22069165,0.11124007,0.28217268,0.18878522,0.00363146,0.47592450
-5.51975988,1.10535325,0.01026433,0.22001080,0.11932527,0.28956593,0.18777180,0.00377617,0.48615683
-5.51375688,1.11921197,0.01006972,0.21901840,0.12822828,0.29855633,0.18635231,0.00398102,0.49734442
-5.50775388,1.13458133,0.00982265,0.21786333,0.13797282,0.30944946,0.18464072,0.00425062,0.50978204
-5.50175088,1.15219393,0.00952888,0.21670241,0.14858942,0.32255473,0.18276199,0.00458983,0.52378203
-5.49574787,1.17279795,0.00919514,0.21569588,0.16011399,0.33817750,0.18084805,0.00500352,0.53966369
-5.48974487,1.19713203,0.00882886,0.21500259,0.17258625,0.35661077,0.17903359,0.00549634,0.55774178
-5.48374187,1.22589949,0.00843800,0.21477529,0.18604781,0.37812665,0.17745171,0.00607245,0.57831467
-5.47773887,1.25974259,0.00803080,0.21515589,0.20053990,0.40296749,0.17622948,0.00673533,0.60165232
-5.47173587,1.29921738,0.00761553,0.21627109,0.21610085,0.43133692,0.17548380,0.00748746,0.62798434
-5.46573287,1.34476996,0.00720028,0.21822823,0.23276310,0.46339084,0.17531742,0.00833019,0.65748852
-5.45972986,1.39671451,0.00679275,0.22111170,0.25054983,0.49922853,0.17581544,0.00926344,0.69027998
-5.45372686,1.45521394,0.00639999,0.22497988,0.26947133,0.53888405,0.17704226,0.01028561,0.72640145
-5.44772386,1.52026353,0.00602830,0.22986269,0.28952106,0.58231812,0.17903921,0.01139335,0.76581475
-5.44172086,1.59167821,0.00568307,0.23575991,0.31067151,0.62941086,0.18182278,0.01258151,0.80839397
-5.43571786,1.66908400,0.00536866,0.24264016,0.33287020,0.67995558,0.18538363,0.01384305,0.85392053
-5.42971486,1.75191389,0.00508834,0.25044078,0.35603567,0.73365402,0.18968634,0.01516903,0.90208043
-5.42371186,1.83940878,0.00484427,0.25906840,0.38005410,0.79011349,0.19466992,0.01654861,0.95246396
-5.41770885,1.93062357,0.00463747,0.26840044,0.40477646,0.84884616,0.20024907,0.01796919,1.00456802
-5.41170585,2.02443871,0.00446793,0.27828729,0.43001662,0.90927090,0.20631617,0.01941646,1.05780127
-5.40570285,2.11957718,0.00433459,0.28855534,0.45555065,0.97071811,0.21274390,0.02087469,1.11149216
-5.39969985,2.21462692,0.00423547,0.29901066,0.48111751,1.03243749,0.21938852,0.02232688,1.16489985
-5.39369685,2.30806832,0.00416780,0.30944339,0.50642131,1.09360920,0.22609353,0.02375507,1.21722790
-5.38769385,2.39830642,0.00412812,0.31963265,0.53113524,1.15335818,0.23269386,0.02514068,1.26764056
-5.38169085,2.48370717,0.00411241,0.32935191,0.55490721,1.21077156,0.23902027,0.02646484,1.31528130
-5.37568784,2.56263676,0.00411628,0.33837470,0.57736720,1.26491890,0.24490392,0.02770877,1.35929321
-5.36968484,2.63350331,0.00413506,0.34648054,0.59813602,1.31487464,0.25018099,0.02885423,1.39884061
-5.36368184,2.69479937,0.00416397,0.35346086,0.61683539,1.35974238,0.25469726,0.02988384,1.43313143
-5.35767884,2.74514425,0.00419826,0.35912482,0.63309887,1.39867990,0.25831236,0.03078160,1.46143946
-5.35167584,2.78332451,0.00423334,0.36330481,0.64658332,1.43092437,0.26090377,0.03153319,1.48312581
-5.34567284,2.80833152,0.00426487,0.36586152,0.65698033,1.45581654,0.26237034,0.03212640,1.49765883
-5.33966983,2.81939439,0.00428890,0.36668830,0.66402715,1.47282312,0.26263523,0.03255146,1.50463173
-5.33366683,2.81600722,0.00430193,0.36571477,0.66751667,1.48155634,0.26164823,0.03280135,1.50377714
-5.32766383,2.79794959,0.00430099,0.36290948,0.66730585,1.48178975,0.25938732,0.03287202,1.49497811
-5.32166083,2.76529923,0.00428370,0.35828155,0.66332227,1.47346971,0.25585953,0.03276262,1.47827501
-5.31565783,2.71843649,0.00424828,0.35188121,0.65556842,1.45672177,0.25110097,0.03247559,1.45386802
-5.30965483,2.65804019,0.00419361,0.34379919,0.64412352,1.43185175,0.24517609,0.03201673,1.42211505
-5.30365183,2.58507498,0.00411918,0.33416502,0.62914267,1.39934126,0.23817620,0.03139518,1.38352515
-5.29764882,2.50077052,0.00402510,0.32314416,0.61085342,1.35983785,0.23021725,0.03062329,1.33874753
-5.29164582,2.40659321,0.00391206,0.31093429,0.58954991,1.31414003,0.22143704,0.02971649,1.28855664
-5.28564282,2.30421153,0.00378129,0.29776061,0.56558470,1.26317769,0.21199181,0.02869304,1.23383385
-5.27963982,2.19545596,0.00363450,0.28387046,0.53935877,1.20798881,0.20205251,0.02757369,1.17554622
-5.27363682,2.08227516,0.00347379,0.26952749,0.51131010,1.14969302,0.19180061,0.02638140,1.11472336
-5.26763382,1.96668956,0.00330162,0.25500531,0.48190124,1.08946322,0.18142387,0.02514085,1.05243294
-5.26163082,1.85074413,0.00312068,0.24058116,0.45160649,1.02849619,0.17111190,0.02387805,0.98975572
-5.25562781,1.73646160,0.00293388,0.22652949,0.42089912,0.96798304,0.16105187,0.02261986,0.92776100
-5.24962481,1.62579750,0.00274418,0.21311575,0.39023917,0.90908063,0.15142426,0.02139354,0.86748295
-5.24362181,1.52059824,0.00255459,0.20059057,0.36006222,0.85288470,0.14239896,0.02022620,0.80989878
-5.23761881,1.42256321,0.00236810,0.18918438,0.33076953,0.80040545,0.13413164,0.01914441,0.75590891
-5.23161581,1.33321162,0.00218756,0.17910264,0.30271974,0.75254610,0.12676051,0.01817363,0.70631989
-5.22561281,1.25385467,0.00201569,0.17052172,0.27622251,0.71008496,0.12040354,0.01733784,0.66183009
-5.21960980,1.18557339,0.00185500,0.16358552,0.25153385,0.67366124,0.11515618,0.01665906,0.62301846
-5.21360680,1.12920222,0.00170776,0.15840280,0.22885358,0.64376470,0.11108957,0.01615696,0.59033636
-5.20760380,1.08531847,0.00157601,0.15504533,0.20832442,0.62072923,0.10824929,0.01584847,0.56410246
-5.20160080,1.05423732,0.00146148,0.15354676,0.19003292,0.60473030,0.10665467,0.01574744,0.54450059
-5.19559780,1.03601233,0.00136564,0.15390234,0.17401180,0.59578601,0.10629864,0.01586429,0.53158041
-5.18959480,1.03044107,0.00128963,0.15606930,0.16024360,0.59376172,0.10714810,0.01620578,0.52526064
-5.18359180,1.03707554,0.00123432,0.15996808,0.14866540,0.59837779,0.10914492,0.01677472,0.52533483
-5.17758879,1.05523722,0.00120026,0.16548414,0.13917428,0.60922032,0.11220739,0.01756981,0.53147924
-5.17158579,1.08403620,0.00118774,0.17247063,0.13163341,0.62575457,0.11623226,0.01858549,0.54326286
-5.16558279,1.12239428,0.00119670,0.18075164,0.12587840,0.64734057,0.12109727,0.01981193,0.56015917
-5.15957979,1.16907147,0.00122682,0.19012606,0.12172384,0.67325088,0.12666415,0.02123497,0.58155965
-5.15357679,1.22269575,0.00127748,0.20037210,0.11896983,0.70268989,0.13278205,0.02283631,0.60678872
-5.14757379,1.28179535,0.00134777,0.21125227,0.11740821,0.73481430,0.13929137,0.02459368,0.63511983
-5.14157079,1.34483331,0.00143649,0.22251876,0.11682858,0.76875449,0.14602784,0.02648119,0.66579264
-5.13556778,1.41024345,0.00154214,0.23391921,0.11702385,0.80363619,0.15282683,0.02846976,0.69803081
-5.12956478,1.47646720,0.00166299,0.24520261,0.11779528,0.83860194,0.15952774,0.03052768,0.73106023
-5.12356178,1.54199039,0.00179700,0.25612519,0.11895695,0.87283188,0.16597835,0.03262129,0.76412713
-5.11755878,1.60537906,0.00194195,0.26645633,0.12033958,0.90556328,0.17203899,0.03471571,0.79651585
-5.11155578,1.66531337,0.00209538,0.27598400,0.12179369,0.93610831,0.17758640,0.03677570,0.82756556
-5.10555278,1.72061853,0.00225467,0.28451981,0.12319202,0.96386943,0.18251710,0.03876655,0.85668575
-5.09954977,1.77029186,0.00241712,0.29190341,0.12443128,0.98835207,0.18675022,0.04065499,0.88336973
-5.09354677,1.81352494,0.00257992,0.29800605,0.12543304,1.00917414,0.19022955,0.04241005,0.90720584
-5.08754377,1.84972009,0.00274031,0.30273324,0.12614403,1.02607208,0.19292482,0.04400399,0.92788597
-5.08154077,1.87850053,0.00289559,0.30602633,0.12653564,1.03890323,0.19483212,0.04541297,0.94521090
-5.07553777,1.89971379,0.00304321,0.30786304,0.12660282,1.04764460,0.19597335,0.04661772,0.95909245
-5.06953477,1.91342820,0.00318088,0.30825690,0.12636234,1.05238805,0.19639482,0.04760402,0.96955205
-5.06353177,1.91992247,0.00330658,0.30725551,0.12585053,1.05333205,0.19616501,0.04836300,0.97671604
-5.05752876,1.91966883,0.00341866,0.30493787,0.12512064,1.05077059,0.19537146,0.04889119,0.98080754
-5.05152576,1.91331025,0.00351590,0.30141083,0.12423981,1.04507945,0.19411718,0.04919046,0.98213534
-5.04552276,1.90163272,0.00359755,0.29680475,0.12328592,1.03670063,0.19251637,0.04926771,0.98108023
-5.03951976,1.88553357,0.00366334,0.29126859,0.12234428,1.02612543,0.19068995,0.04913432,0.97807920
-5.03351676,1.86598713,0.00371349,0.28496468,0.12150442,1.01387684,0.18876090,0.04880556,0.97360812
-5.02751376,1.84400912,0.00374871,0.27806334,0.12085697,1.00049199,0.18684966,0.04829975,0.96816365
-5.02151076,1.82062093,0.00377014,0.27073744,0.12049079,0.98650511,0.18506972,0.04763742,0.96224503
-5.01550775,1.79681538,0.00377932,0.26315738,0.12049044,0.97243171,0.18352375,0.04684037,0.95633634
-5.00950475,1.77352499,0.00377812,0.25548629,0.12093400,0.95875436,0.18230014,0.04593076,0.95089003
-5.00350175,1.75159392,0.00376862,0.24787594,0.12189126,0.94591040,0.18147030,0.04493025,0.94631224
-4.99749875,1.73175434,0.00375305,0.24046324,0.12342233,0.93428190,0.18108673,0.04385923,0.94295026
-4.99149575,1.71460799,0.00373367,0.23336747,0.12557658,0.92418795,0.18118186,0.04273616,0.94108273
-4.98549275,1.70061316,0.00371266,0.22668833,0.12839194,0.91587922,0.18176771,0.04157707,0.94091251
-4.97948974,1.69007725,0.00369205,0.22050471,0.13189447,0.90953490,0.18283634,0.04039524,0.94256257
-4.97348674,1.68315471,0.00367359,0.21487421,0.13609804,0.90526160,0.18436097,0.03920102,0.94607472
-4.96748374,1.67985006,0.00365868,0.20983333,0.14100422,0.90309422,0.18629773,0.03800191,0.95141099
-4.96148074,1.68002538,0.00364836,0.20539828,0.14660218,0.90299827,0.18858790,0.03680264,0.95845750
-4.95547774,1.68341157,0.00364319,0.20156620,0.15286856,0.90487366,0.19116050,0.03560557,0.96703036
-4.94947474,1.68962272,0.00364331,0.19831684,0.15976736,0.90855942,0.19393510,0.03441102,0.97688336
-4.94347174,1.69817272,0.00364840,0.19561454,0.16724978,0.91383926,0.19682469,0.03321782,0.98771684
-4.93746873,1.70849331,0.00365773,0.19341031,0.17525398,0.92044775,0.19973858,0.03202379,0.99918756
-4.93146573,1.71995303,0.00367020,0.19164416,0.18370497,0.92807691,0.20258511,0.03082628,1.01091895
-4.92546273,1.73187629,0.00368442,0.19024735,0.19251449,0.93638325,0.20527420,0.02962264,1.02251167
-4.91945973,1.74356225,0.00369880,0.18914476,0.20158119,0.94499499,0.20771956,0.02841071,1.03355400
-4.91345673,1.75430301,0.00371164,0.18825714,0.21079101,0.95351970,0.20984070,0.02718912,1.04363198
-4.90745373,1.76340101,0.00372122,0.18750334,0.22001803,0.96155218,0.21156458,0.02595761,1.05233915
-4.90145073,1.77018542,0.00372595,0.18680248,0.22912578,0.96868266,0.21282698,0.02471720,1.05928579
-4.89544772,1.77402749,0.00372441,0.18607608,0.23796914,0.97450529,0.21357369,0.02347025,1.06410756
-4.88944472,1.77435493,0.00371549,0.18525006,0.24639681,0.97862700,0.21376140,0.02222046,1.06647373
-4.88344172,1.77066514,0.00369846,0.18425673,0.25425445,0.98067641,0.21335850,0.02097282,1.06609468
-4.87743872,1.76253754,0.00367305,0.18303667,0.26138832,0.98031298,0.21234567,0.01973342,1.06272901
-4.87143572,1.74964467,0.00363950,0.18154052,0.26764949,0.97723587,0.21071648,0.01850931,1.05618989
-4.86543272,1.73176213,0.00359856,0.17973065,0.27289831,0.97119258,0.20847777,0.01730827,1.04635079
-4.85942971,1.70877706,0.00355158,0.17758257,0.27700913,0.96198682,0.20565007,0.01613863,1.03315039
-4.85342671,1.68069495,0.00350042,0.17508627,0.27987490,0.94948548,0.20226784,0.01500906,1.01659654
-4.84742371,1.64764441,0.00344750,0.17224710,0.28141157,0.93362422,0.19837957,0.01392841,0.99676903
-4.84142071,1.60987963,0.00339571,0.16908639,0.28156199,0.91441149,0.19404772,0.01290559,0.97382105
-4.83541771,1.56778005,0.00334837,0.16564165,0.28029906,0.89193055,0.18934842,0.01194947,0.94797914
-4.82941471,1.52184705,0.00330916,0.16196626,0.27762801,0.86633951,0.18437079,0.01106886,0.91954135
-4.82341171,1.47269738,0.00328200,0.15812865,0.27358756,0.83786886,0.17921603,0.01027248,0.88887363
-4.81740870,1.42105314,0.00327100,0.15421092,0.26824994,0.80681694,0.17399597,0.00956903,0.85640422
-4.81140570,1.36772836,0.00328033,0.15030694,0.26171969,0.77354296,0.16883129,0.00896718,0.82261625
-4.80540270,1.31361230,0.00331408,0.14651987,0.25413119,0.73845803,0.16384921,0.00847567,0.78803839
-4.79939970,1.25964976,0.00337619,0.14295919,0.24564517,0.70201448,0.15918085,0.00810339,0.75323395
-4.79339670,1.20681892,0.00347030,0.13973732,0.23644404,0.66469360,0.15495807,0.00785935,0.71878855
-4.78739370,1.15610729,0.00359964,0.13696586,0.22672661,0.62699265,0.15131018,0.00775274,0.68529684
-4.78139070,1.10848649,0.00376690,0.13475171,0.21670207,0.58941124,0.14836022,0.00779288,0.65334854
-4.77538769,1.06488676,0.00397419,0.13319304,0.20658371,0.55243796,0.14622138,0.00798912,0.62351439
-4.76938469,1.02617203,0.00422284,0.13237536,0.19658254,0.51653760,0.14499326,0.00835068,0.59633243
-4.76338169,0.99311654,0.00451343,0.13236789,0.18690113,0.48213954,0.14475845,0.00888646,0.57229506
-4.75737869,0.96638381,0.00484565,0.13322028,0.17772781,0.44962771,0.14557950,0.00960473,0.55183746
-4.75137569,0.94650888,0.00521829,0.13495994,0.16923166,0.41933254,0.14749629,0.01051282,0.53532767
-4.74537269,0.93388440,0.00562919,0.13759008,0.16155818,0.39152526,0.15052417,0.01161668,0.52305872
-4.73936968,0.92875132,0.00607530,0.14108864,0.15482601,0.36641446,0.15465287,0.01292048,0.51524313
-4.73336668,0.93119441,0.00655264,0.14540807,0.14912465,0.34414530,0.15984626,0.01442618,0.51200989
-4.72736368,0.94114287,0.00705638,0.15047619,0.14451332,0.32480104,0.16604313,0.01613300,0.51340397
-4.72136068,0.95837620,0.00758093,0.15619808,0.14102080,0.30840692,0.17315891,0.01803704,0.51938845
-4.71535768,0.98253482,0.00812001,0.16245890,0.13864635,0.29493595,0.18108840,0.02013087,0.52984899
-4.70935468,1.01313533,0.00866682,0.16912776,0.13736146,0.28431649,0.18970935,0.02240318,0.54460056
-4.70335168,1.04958972,0.00921413,0.17606235,0.13711246,0.27644096,0.19888689,0.02483857,0.56339597
-4.69734867,1.09122768,0.00975446,0.18311427,0.13782369,0.27117542,0.20847859,0.02741739,0.58593587
-4.69134567,1.13732128,0.01028023,0.19013489,0.13940119,0.26836949,0.21833996,0.03011575,0.61187982
-4.68534267,1.18711095,0.01078395,0.19698147,0.14173662,0.26786599,0.22833017,0.03290570,0.64085789
-4.67933967,1.23983156,0.01125836,0.20352332,0.14471138,0.26951012,0.23831787,0.03575544,0.67248222
-4.67333667,1.29473784,0.01169662,0.20964776,0.14820064,0.27315743,0.24818657,0.03862985,0.70635822
-4.66733367,1.35112769,0.01209242,0.21526563,0.15207721,0.27868047,0.25783971,0.04149102,0.74209473
-4.66133067,1.40836273,0.01244013,0.22031606,0.15621512,0.28597367,0.26720482,0.04429901,0.77931282
-4.65532766,1.46588498,0.01273491,0.22477036,0.16049275,0.29495624,0.27623679,0.04701266,0.81765291
-4.64932466,1.52322915,0.01297279,0.22863473,0.16479554,0.30557311,0.28492004,0.04959054,0.85677985
-4.64332166,1.58002990,0.01315076,0.23195170,0.16901809,0.31779363,0.29326932,0.05199193,0.89638577
-4.63731866,1.63602387,0.01326677,0.23480025,0.17306574,0.33160839,0.30132924,0.05417784,0.93619085
-4.63131566,1.69104648,0.01331974,0.23729436,0.17685560,0.34702408,0.30917241,0.05611200,0.97594181
-4.62531266,1.74502352,0.01330959,0.23958022,0.18031696,0.36405689,0.31689628,0.05776180,1.01540855
-4.61930965,1.79795832,0.01323719,0.24183197,0.18339133,0.38272459,0.32461868,0.05909919,1.05437907
-4.61330665,1.84991480,0.01310426,0.24424614,0.18603195,0.40303783,0.33247240,0.06010139,1.09265325
-4.60730365,1.90099760,0.01291338,0.24703502,0.18820296,0.42499111,0.34059879,0.06075155,1.13003576
-4.60130065,1.95133002,0.01266783,0.25041900,0.18987836,0.44855390,0.34914079,0.06103910,1.16632892
-4.59529765,2.00103116,0.01237156,0.25461823,0.19104072,0.47366229,0.35823559,0.06096007,1.20132581
-4.58929465,2.05019319,0.01202905,0.25984384,0.19167985,0.50021193,0.36800722,0.06051713,1.23480433
-4.58329165,2.09886000,0.01164521,0.26628906,0.19179148,0.52805231,0.37855932,0.05971943,1.26652268
-4.57728864,2.14700830,0.01122531,0.27412034,0.19137596,0.55698307,0.38996846,0.05858229,1.29621671
-4.57128564,2.19453212,0.01077483,0.28346915,0.19043716,0.58675240,0.40227821,0.05712672,1.32359940
-4.56528264,2.24123145,0.01029937,0.29442435,0.18898157,0.61705782,0.41549423,0.05537876,1.34836272
-4.55927964,2.28680564,0.00980458,0.30702575,0.18701761,0.64754932,0.42958058,0.05336873,1.37018186
-4.55327664,2.33085193,0.00929602,0.32125898,0.18455520,0.67783487,0.44445742,0.05113034,1.38872173
-4.54727364,2.37286919,0.00877912,0.33705194,0.18160559,0.70748810,0.46000025,0.04869983,1.40364556
-4.54127064,2.41226673,0.00825907,0.35427306,0.17818137,0.73605785,0.47604074,0.04611493,1.41462500
-4.53526763,2.44837792,0.00774074,0.37273148,0.17429679,0.76307930,0.49236910,0.04341403,1.42135151
-4.52926463,2.48047798,0.00722865,0.39217933,0.16996807,0.78808616,0.50873810,0.04063517,1.42354811
-4.52326163,2.50780530,0.00672691,0.41231601,0.16521399,0.81062343,0.52486854,0.03781527,1.42098121
-4.51725863,2.52958533,0.00623914,0.43279457,0.16005633,0.83026033,0.54045605,0.03498933,1.41347165
-4.51125563,2.54505625,0.00576850,0.45322995,0.15452046,0.84660272,0.55517908,0.03218983,1.40090445
-4.50525263,2.55349522,0.00531760,0.47320889,0.14863569,0.85930465,0.56870774,0.02944615,1.38323678
-4.49924962,2.55424443,0.00488855,0.49230134,0.14243563,0.86807858,0.58071336,0.02678423,1.36050363
-4.49324662,2.54673577,0.00448293,0.51007283,0.13595826,0.87270380,0.59087830,0.02422623,1.33282098
