energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.89194597,1.41519569,0.00425297,0.43393148,0.06795409,0.07995564,0.48453166,0.65391936,0.03968915,0.27749752
-5.88594297,1.41887120,0.00437125,0.44432161,0.06854800,0.07701390,0.48199879,0.67329039,0.04019774,0.27712389
-5.87993997,1.43237048,0.00454236,0.45599352,0.07027793,0.07533202,0.48159415,0.69444278,0.04120978,0.28073050
-5.87393697,1.45496935,0.00476589,0.46868016,0.07307905,0.07483507,0.48317766,0.71693864,0.04271335,0.28813256
-5.86793397,1.48577882,0.00504065,0.48207579,0.07687552,0.07543867,0.48655781,0.74028215,0.04468827,0.29909873
-5.86193097,1.52376504,0.00536464,0.49584655,0.08158045,0.07704943,0.49150026,0.76393600,0.04710579,0.31335065
-5.85592796,1.56777479,0.00573498,0.50964275,0.08709621,0.07956566,0.49773836,0.78734044,0.04992839,0.33056374
-5.84992496,1.61656607,0.00614790,0.52311235,0.09331505,0.08287820,0.50498508,0.80993406,0.05311004,0.35036943
-5.84392196,1.66884262,0.00659886,0.53591493,0.10012027,0.08687144,0.51294588,0.83117553,0.05659658,0.37235911
-5.83791896,1.72329139,0.00708252,0.54773553,0.10738784,0.09142471,0.52133171,0.85056501,0.06032652,0.39608998
-5.83191596,1.77862148,0.00759295,0.55829768,0.11498860,0.09641397,0.52987166,0.86766442,0.06423209,0.42109267
-5.82591296,1.83360321,0.00812372,0.56737492,0.12279110,0.10171378,0.53832467,0.88211529,0.06824058,0.44688083
-5.81990995,1.88710566,0.00866809,0.57480020,0.13066481,0.10719958,0.54648948,0.89365350,0.07227600,0.47296230
-5.81390695,1.93813128,0.00921923,0.58047278,0.13848399,0.11275030,0.55421266,0.90211992,0.07626083,0.49885165
-5.80790395,1.98584628,0.00977040,0.58436203,0.14613174,0.11825099,0.56139414,0.90746653,0.08011803,0.52408377
-5.80190095,2.02960534,0.01031522,0.58650825,0.15350435,0.12359565,0.56799003,0.90975766,0.08377302,0.54822784
-5.79589795,2.06896999,0.01084781,0.58702018,0.16051568,0.12868998,0.57401272,0.90916620,0.08715570,0.57090133
-5.78989495,2.10371963,0.01136308,0.58606952,0.16710139,0.13345396,0.57952827,0.90596516,0.09020238,0.59178329
-5.78389195,2.13385513,0.01185682,0.58388268,0.17322281,0.13782416,0.58465132,0.90051478,0.09285745,0.61062633
-5.77788894,2.15959464,0.01232590,0.58073030,0.17887028,0.14175565,0.58953778,0.89324614,0.09507487,0.62726678
-5.77188594,2.18136215,0.01276833,0.57691491,0.18406570,0.14522333,0.59437592,0.88464197,0.09681928,0.64163241
-5.76588294,2.19976906,0.01318336,0.57275768,0.18886424,0.14822276,0.59937612,0.87521566,0.09806677,0.65374722
-5.75987994,2.21558982,0.01357140,0.56858459,0.19335480,0.15077022,0.60476010,0.86548963,0.09880521,0.66373305
-5.75387694,2.22973242,0.01393406,0.56471300,0.19765947,0.15290211,0.61074997,0.85597400,0.09903419,0.67180773
-5.74787394,2.24320501,0.01427398,0.56143906,0.20193152,0.15467360,0.61755777,0.84714665,0.09876453,0.67827969
-5.74187094,2.25707977,0.01459472,0.55902659,0.20635216,0.15615662,0.62537593,0.83943549,0.09801747,0.68353902
-5.73586793,2.27245532,0.01490053,0.55769788,0.21112599,0.15743724,0.63436892,0.83320376,0.09682346,0.68804538
-5.72986493,2.29041872,0.01519616,0.55762668,0.21647518,0.15861238,0.64466651,0.82873868,0.09522078,0.69231291
-5.72386193,2.31200837,0.01548661,0.55893356,0.22263256,0.15978626,0.65635872,0.82624398,0.09325395,0.69689273
-5.71785893,2.33817850,0.01577683,0.56168367,0.22983374,0.16106646,0.66949243,0.82583620,0.09097201,0.70235352
-5.71185593,2.36976638,0.01607150,0.56588675,0.23830848,0.16255975,0.68406967,0.82754474,0.08842687,0.70926097
-5.70585293,2.40746261,0.01637475,0.57149925,0.24827166,0.16436810,0.70004738,0.83131518,0.08567171,0.71815664
-5.69984992,2.45178545,0.01668992,0.57842807,0.25991397,0.16658464,0.71733835,0.83701563,0.08275944,0.72953711
-5.69384692,2.50305924,0.01701937,0.58653571,0.27339288,0.16929006,0.73581326,0.84444525,0.07974146,0.74383409
-5.68784392,2.56139764,0.01736426,0.59564637,0.28882399,0.17254940,0.75530330,0.85334452,0.07666663,0.76139632
-5.68184092,2.62669179,0.01772449,0.60555248,0.30627332,0.17640931,0.77560336,0.86340649,0.07358043,0.78247377
-5.67583792,2.69860379,0.01809856,0.61602157,0.32575080,0.18089614,0.79647538,0.87428839,0.07052450,0.80720498
-5.66983492,2.77656572,0.01848354,0.62680284,0.34720529,0.18601459,0.81765200,0.88562319,0.06753632,0.83560783
-5.66383192,2.85978442,0.01887514,0.63763347,0.37052147,0.19174724,0.83884010,0.89703048,0.06464917,0.86757442
-5.65782891,2.94725227,0.01926775,0.64824441,0.39551878,0.19805481,0.85972461,0.90812651,0.06189229,0.90287004
-5.65182591,3.03776402,0.01965457,0.65836560,0.42195266,0.20487728,0.87997240,0.91853310,0.05929115,0.94113670
-5.64582291,3.12993972,0.02002781,0.66773058,0.44951816,0.21213570,0.89923654,0.92788538,0.05686778,0.98190087
-5.63981991,3.22225347,0.02037891,0.67608071,0.47785586,0.21973465,0.91716100,0.93583836,0.05464121,1.02458551
-5.63381691,3.31306777,0.02069878,0.68316896,0.50656005,0.22756535,0.93338601,0.94207247,0.05262784,1.06852589
-5.62781391,3.40067270,0.02097808,0.68876339,0.53518899,0.23550910,0.94755405,0.94629810,0.05084174,1.11298863
-5.62181091,3.48332903,0.02120756,0.69265056,0.56327679,0.24344110,0.95931678,0.94825949,0.04929490,1.15719342
-5.61580790,3.55931427,0.02137834,0.69463889,0.59034667,0.25123438,0.96834260,0.94773797,0.04799731,1.20033653
-5.60980490,3.62696991,0.02148221,0.69456194,0.61592491,0.25876369,0.97432493,0.94455472,0.04695697,1.24161513
-5.60380190,3.68474859,0.02151196,0.69228175,0.63955513,0.26590917,0.97699090,0.93857316,0.04617968,1.28025164
-5.59779890,3.73125914,0.02146159,0.68769206,0.66081213,0.27255977,0.97611022,0.92970102,0.04566879,1.31551694
-5.59179590,3.76530791,0.02132659,0.68072137,0.67931489,0.27861604,0.97150379,0.91789195,0.04542477,1.34675165
-5.58579290,3.78593456,0.02110406,0.67133565,0.69473804,0.28399253,0.96305171,0.90314672,0.04544480,1.37338462
-5.57978989,3.79244092,0.02079287,0.65954058,0.70682138,0.28861934,0.95070019,0.88551386,0.04572223,1.39494789
-5.57378689,3.78441155,0.02039373,0.64538303,0.71537709,0.29244315,0.93446705,0.86508953,0.04624614,1.41108764
-5.56778389,3.76172539,0.01990916,0.62895179,0.72029438,0.29542754,0.91444540,0.84201666,0.04700093,1.42157094
-5.56178089,3.72455801,0.01934345,0.61037726,0.72154139,0.29755267,0.89080522,0.81648321,0.04796597,1.42628812
-5.55577789,3.67337473,0.01870253,0.58983013,0.71916447,0.29881448,0.86379281,0.78871946,0.04911550,1.42525101
-5.54977489,3.60891525,0.01799379,0.56751897,0.71328492,0.29922353,0.83372792,0.75899446,0.05041865,1.41858746
-5.54377189,3.53217093,0.01722587,0.54368693,0.70409352,0.29880355,0.80099891,0.72761166,0.05183965,1.40653279
-5.53776888,3.44435630,0.01640840,0.51860750,0.69184329,0.29758996,0.76605590,0.69490396,0.05333839,1.38941875
-5.53176588,3.34687660,0.01555170,0.49257971,0.67684084,0.29562838,0.72940253,0.66122836,0.05487103,1.36766104
-5.52576288,3.24129330,0.01466653,0.46592286,0.65943694,0.29297344,0.69158661,0.62696051,0.05639103,1.34174602
-5.51975988,3.12928959,0.01376378,0.43897128,0.64001677,0.28968782,0.65319021,0.59248948,0.05785022,1.31221759
-5.51375688,3.01263772,0.01285417,0.41206920,0.61899035,0.28584175,0.61481969,0.55821308,0.05920011,1.27966485
-5.50775388,2.89316964,0.01194806,0.38556618,0.59678357,0.28151283,0.57709614,0.52453402,0.06039328,1.24471110
-5.50175088,2.77275223,0.01105520,0.35981328,0.57383012,0.27678630,0.54064670,0.49185711,0.06138485,1.20800462
-5.49574787,2.65326779,0.01018453,0.33516027,0.55056460,0.27175565,0.50609696,0.46058784,0.06213389,1.17021127
-5.48974487,2.53659993,0.00934413,0.31195386,0.52741689,0.26652335,0.47406483,0.43113227,0.06260478,1.13200894
-5.48374187,2.42462469,0.00854105,0.29053721,0.50480770,0.26120174,0.44515586,0.40389834,0.06276841,1.09408360
-5.47773887,2.31920596,0.00778136,0.27125048,0.48314531,0.25591371,0.41995988,0.37929852,0.06260319,1.05712638
-5.47173587,2.22219413,0.00707009,0.25443240,0.46282313,0.25079320,0.39904895,0.35775342,0.06209579,1.02183135
-5.46573287,2.13542639,0.00641130,0.24042268,0.44421793,0.24598512,0.38297619,0.33969624,0.06124160,0.98889312
-5.45972986,2.06072701,0.00580818,0.22956474,0.42768837,0.24164471,0.37227509,0.32557752,0.06004484,0.95900387
-5.45372686,1.99990588,0.00526310,0.22220870,0.41357351,0.23793612,0.36745891,0.31586969,0.05851840,0.93284898
-5.44772386,1.95475360,0.00477776,0.21871386,0.40219098,0.23503012,0.36901960,0.31107088,0.05668331,0.91110095
-5.44172086,1.92703161,0.00435331,0.21945049,0.39383458,0.23310101,0.37742585,0.31170739,0.05456797,0.89441117
-5.43571786,1.91845616,0.00399040,0.22480035,0.38877118,0.23232263,0.39311971,0.31833416,0.05220709,0.88339940
-5.42971486,1.93067545,0.00368936,0.23515544,0.38723672,0.23286354,0.41651151,0.33153275,0.04964045,0.87864096
-5.42371186,1.96523927,0.00345025,0.25091472,0.38943138,0.23488173,0.44797276,0.35190623,0.04691154,0.88065195
-5.41770885,2.02356168,0.00327292,0.27247836,0.39551407,0.23851873,0.48782694,0.38007047,0.04406606,0.88987286
-5.41170585,2.10687702,0.00315704,0.30023940,0.40559626,0.24389364,0.53633821,0.41664173,0.04115047,0.90665129
-5.40570285,2.21619055,0.00310215,0.33457264,0.41973568,0.25109709,0.59369814,0.46222020,0.03821059,0.93122438
-5.39969985,2.35222531,0.00310759,0.37582087,0.43792994,0.26018564,0.66001088,0.51736963,0.03529026,0.96370200
-5.39369685,2.51536707,0.00317252,0.42427862,0.46011073,0.27117672,0.73527730,0.58259340,0.03243016,1.00405149
-5.38769385,2.70560991,0.00329580,0.48017390,0.48613876,0.28404449,0.81937860,0.65830736,0.02966691,1.05208485
-5.38169085,2.92250477,0.00347597,0.54364839,0.51579998,0.29871679,0.91206031,0.74481041,0.02703227,1.10744936
-5.37568784,3.16511383,0.00371114,0.61473698,0.54880347,0.31507342,1.01291753,0.84225382,0.02455264,1.16962222
-5.36968484,3.43197356,0.00399888,0.69334744,0.58478111,0.33294593,1.12138222,0.95061042,0.02224878,1.23790996
-5.36368184,3.72106905,0.00433617,0.77924132,0.62328958,0.35211899,1.23671362,1.06964534,0.02013578,1.31145304
-5.35767884,4.02982209,0.00471931,0.87201721,0.66381467,0.37233338,1.35799272,1.19888981,0.01822318,1.38923578
-5.35167584,4.35509547,0.00514385,0.97109758,0.70577795,0.39329060,1.48412152,1.33761979,0.01651534,1.47010181
-5.34567284,4.69321493,0.00560458,1.07572023,0.74854595,0.41465900,1.61382801,1.48484106,0.01501194,1.55277478
-5.33966983,5.04001019,0.00609552,1.18493558,0.79144153,0.43608128,1.74567726,1.63928253,0.01370858,1.63588378
-5.33366683,5.39087555,0.00660995,1.29761048,0.83375737,0.45718315,1.87808905,1.79939904,0.01259751,1.71799316
-5.32766383,5.74084974,0.00714049,1.41243952,0.87477116,0.47758293,2.00936215,1.96338476,0.01166833,1.79763566
-5.32166083,6.08471397,0.00767917,1.52796382,0.91376212,0.49690171,2.13770499,2.12919793,0.01090885,1.87334797
-5.31565783,6.41710627,0.00821766,1.64259769,0.95002840,0.51477381,2.26127222,2.29459697,0.01030577,1.94370783
-5.30965483,6.73264918,0.00874735,1.75466251,0.98290476,0.53085722,2.37820638,2.45718766,0.00984542,2.00737117
-5.30365183,7.02608715,0.00925961,1.86242711,1.01178006,0.54484351,2.48668344,2.61448026,0.00951446,2.06310830
-5.29764882,7.29242929,0.00974604,1.96415350,1.03611393,0.55646707,2.58496086,2.76395498,0.00930039,2.10983797
-5.29164582,7.52709230,0.01019862,2.05814630,1.05545197,0.56551317,2.67142643,2.90313350,0.00919207,2.14665785
-5.28564282,7.72603832,0.01061006,2.14280403,1.06943914,0.57182465,2.74464618,3.02965393,0.00918006,2.17287072
-5.27963982,7.88590197,0.01097394,2.21667002,1.07783055,0.57530693,2.80340925,3.14134605,0.00925686,2.18800502
-5.27363682,8.00410121,0.01128494,2.27848088,1.08049953,0.57593119,2.84676794,3.23630345,0.00941709,2.19182927
-5.26763382,8.07892673,0.01153903,2.32721011,1.07744239,0.57373544,2.87407098,3.31294941,0.00965743,2.18435960
-5.26163082,8.10960559,0.01173361,2.36210474,1.06877973,0.56882364,2.88498852,3.37009302,0.00997657,2.16586007
-5.25562781,8.09633541,0.01186753,2.38271322,1.05475427,0.56136263,2.87952732,3.40697289,0.01037496,2.13683561
-5.24962481,8.04028681,0.01194117,2.38890292,1.03572498,0.55157715,2.85803531,3.42328598,0.01085451,2.09801785
-5.24362181,7.94357300,0.01195641,2.38086629,1.01215793,0.53974291,2.82119491,3.41919986,0.01141818,2.05034408
-5.23761881,7.80918707,0.01191650,2.35911510,0.98461385,0.52617810,2.77000515,3.39534755,0.01206955,1.99493017
-5.23161581,7.64090863,0.01182593,2.32446284,0.95373306,0.51123358,2.70575297,3.35280478,0.01281226,1.93303822
-5.22561281,7.44318344,0.01169026,2.27799612,0.92021803,0.49528197,2.62997483,3.29305072,0.01364953,1.86604014
-5.21960980,7.22098045,0.01151587,2.22103596,0.88481433,0.47870624,2.54440995,3.21791368,0.01458360,1.79537844
-5.21360680,6.97963220,0.01130969,2.15509108,0.84829055,0.46188803,2.45094715,3.12950438,0.01561525,1.72252557
-5.20760380,6.72466510,0.01107896,2.08180501,0.81141801,0.44519626,2.35156741,3.03013974,0.01674334,1.64894339
-5.20160080,6.46162659,0.01083092,2.00289969,0.77495076,0.42897632,2.24828443,2.92226088,0.01796450,1.57604411
-5.19559780,6.19591672,0.01057259,1.92011788,0.73960689,0.41354041,2.14308591,2.80834900,0.01927284,1.50515428
-5.18959480,5.93263075,0.01031048,1.83516715,0.70605151,0.39915924,2.03787761,2.69084302,0.02065986,1.43748295
-5.18359180,5.67641948,0.01005045,1.74966776,0.67488219,0.38605549,1.93443272,2.57206255,0.02211451,1.37409525
-5.17758879,5.43137268,0.00979754,1.66510669,0.64661718,0.37439920,1.83434833,2.45413963,0.02362334,1.31589218
-5.17158579,5.20092977,0.00955586,1.58279946,0.62168692,0.36430541,1.73901057,2.33896171,0.02517089,1.26359726
-5.16558279,4.98782087,0.00932855,1.50386127,0.60042882,0.35583386,1.64956965,2.22812818,0.02674025,1.21775031
-5.15957979,4.79403924,0.00911781,1.42918809,0.58308555,0.34899095,1.56692523,2.12292158,0.02831371,1.17870837
-5.15357679,4.62084509,0.00892495,1.35944805,0.56980655,0.34373378,1.49172234,2.02429396,0.02987357,1.14665336
-5.14757379,4.46879886,0.00875051,1.29508292,0.56065264,0.33997600,1.42435739,1.93286817,0.03140314,1.12160587
-5.14157079,4.33782092,0.00859442,1.23631874,0.55560313,0.33759528,1.36499321,1.84895290,0.03288770,1.10344419
-5.13556778,4.22727321,0.00845613,1.18318469,0.55456509,0.33644201,1.31358211,1.77256994,0.03431558,1.09192732
-5.12956478,4.13605771,0.00833488,1.13553844,0.55738400,0.33634872,1.26989498,1.70349122,0.03567925,1.08672087
-5.12356178,4.06272588,0.00822981,1.09309641,0.56385520,0.33714004,1.23355485,1.64128323,0.03697636,1.08742417
-5.11755878,4.00559288,0.00814020,1.05546689,0.57373542,0.33864245,1.20407266,1.58535602,0.03821068,1.09359746
-5.11155578,3.96285073,0.00806560,1.02218435,0.58675373,0.34069361,1.18088358,1.53501382,0.03939294,1.10478762
-5.10555278,3.93267465,0.00800595,0.99274292,0.60262142,0.34315071,1.16338173,1.48950486,0.04054153,1.12055121
-5.09954977,3.91331783,0.00796170,0.96662755,0.62104012,0.34589762,1.15095185,1.44806771,0.04168303,1.14047397
-5.09354677,3.90319061,0.00793383,0.94334152,0.64170810,0.34885041,1.14299639,1.40997226,0.04285242,1.16418583
-5.08754377,3.90092125,0.00792388,0.92242909,0.66432437,0.35196115,1.13895716,1.37455375,0.04409318,1.19137097
-5.08154077,3.90539668,0.00793385,0.90349284,0.68859062,0.35521983,1.13833088,1.34123876,0.04545707,1.22177286
-5.07553777,3.91578296,0.00796621,0.88620519,0.71421131,0.35865439,1.14067843,1.30956265,0.04700364,1.25519433
-5.06953477,3.93152610,0.00802368,0.87031421,0.74089199,0.36232888,1.14562796,1.27917857,0.04879949,1.29149315
-5.06353177,3.95233530,0.00810917,0.85564413,0.76833657,0.36633997,1.15287252,1.24985836,0.05091728,1.33057371
-5.05752876,3.97815138,0.00822561,0.84209102,0.79624395,0.37081208,1.16216312,1.22148648,0.05343439,1.37237584
-5.05152576,4.00910362,0.00837578,0.82961467,0.82430473,0.37589123,1.17329813,1.19404792,0.05643143,1.41686160
-5.04552276,4.04545917,0.00856215,0.81822759,0.85219853,0.38173815,1.18611059,1.16761185,0.05999039,1.46400118
-5.03951976,4.08756854,0.00878679,0.80798218,0.87959264,0.38852083,1.20045452,1.14231231,0.06419264,1.51375898
-5.03351676,4.13581132,0.00905123,0.79895707,0.90614230,0.39640695,1.21619153,1.11832764,0.06911665,1.56608061
-5.02751376,4.19054512,0.00935638,0.79124384,0.93149320,0.40555644,1.23317908,1.09586008,0.07483553,1.62088191
-5.02151076,4.25206077,0.00970249,0.78493465,0.95528614,0.41611445,1.25126101,1.07511680,0.08141446,1.67804011
-5.01550775,4.32054572,0.01008914,0.78011175,0.97716392,0.42820508,1.27026129,1.05629342,0.08890789,1.73738796
-5.00950475,4.39605682,0.01051528,0.77683918,0.99678028,0.44192587,1.28998120,1.03956074,0.09735684,1.79871046
-5.00350175,4.47850300,0.01097927,0.77515696,1.01381036,0.45734333,1.31020010,1.02505505,0.10678604,1.86174443
-4.99749875,4.56763756,0.01147894,0.77507778,1.02796224,0.47448956,1.33067942,1.01287232,0.11720130,1.92618040
-4.99149575,4.66305899,0.01201170,0.77658607,1.03898869,0.49335993,1.35116945,1.00306574,0.12858705,1.99166648
-4.98549275,4.76421917,0.01257466,0.77963908,1.04669850,0.51391191,1.37141816,0.99564663,0.14090411,2.05781368
-4.97948974,4.87043701,0.01316470,0.78416955,1.05096654,0.53606501,1.39118117,0.99058777,0.15408798,2.12420219
-4.97348674,4.98091606,0.01377855,0.79008947,1.05174183,0.55970173,1.41023191,0.98782859,0.16804772,2.19038811
-4.96748374,5.09476422,0.01441290,0.79729428,1.04905297,0.58466962,1.42837106,0.98728145,0.18266536,2.25591041
-4.96148074,5.21101429,0.01506444,0.80566721,1.04301051,0.61078427,1.44543440,0.98883832,0.19779630,2.32029772
-4.95547774,5.32864445,0.01572988,0.81508309,1.03380595,0.63783340,1.46129852,0.99237709,0.21327049,2.38307513
-4.94947474,5.44659786,0.01640593,0.82541147,1.02170736,0.66558176,1.47588379,0.99776712,0.22889457,2.44377098
-4.94347174,5.56380157,0.01708936,0.83651885,1.00705165,0.69377709,1.48915446,1.00487366,0.24445506,2.50192385
-4.93746873,5.67918475,0.01777685,0.84826983,0.99023416,0.72215695,1.50111601,1.01356095,0.25972246,2.55709014
-4.93146573,5.79169696,0.01846507,0.86052743,0.97169577,0.75045638,1.51180997,1.02369396,0.27445634,2.60885255
-4.92546273,5.90032715,0.01915052,0.87315268,0.95190857,0.77841631,1.52130674,1.03513914,0.28841112,2.65682969
-4.91945973,6.00412391,0.01982956,0.88600375,0.93136063,0.80579255,1.52969715,1.04776420,0.30134258,2.70068701
-4.91345673,6.10221774,0.02049834,0.89893508,0.91054086,0.83236512,1.53708342,1.06143750,0.31301468,2.74014902
-4.90745373,6.19384530,0.02115280,0.91179672,0.88992460,0.85794773,1.54357045,1.07602731,0.32320662,2.77501259
-4.90145073,6.27837550,0.02178871,0.92443423,0.86996081,0.88239684,1.54925794,1.09140143,0.33171970,2.80516078
-4.89544772,6.35533663,0.02240169,0.93668951,0.85106121,0.90562016,1.55423425,1.10742730,0.33838382,2.83057653
-4.88944472,6.42444323,0.02298728,0.94840252,0.83359197,0.92758389,1.55857213,1.12397300,0.34306323,2.85135529
-4.88344172,6.48562104,0.02354106,0.95941414,0.81786794,0.94831835,1.56232673,1.14090904,0.34566130,2.86771536
-4.87743872,6.53902784,0.02405880,0.96956993,0.80414965,0.96792145,1.56553584,1.15811088,0.34612407,2.88000504
-4.87143572,6.58506797,0.02453654,0.97872466,0.79264265,0.98655965,1.56822206,1.17546211,0.34444238,2.88870522
-4.86543272,6.62439828,0.02497076,0.98674725,0.78349908,1.00446589,1.57039662,1.19285776,0.34065254,2.89442648
-4.85942971,6.65792339,0.02535854,0.99352590,0.77682087,1.02193444,1.57206411,1.21020750,0.33483527,2.89789999
-4.85342671,6.68677889,0.02569761,0.99897270,0.77266409,1.03931242,1.57322759,1.22743822,0.32711330,2.89996170
-4.84742371,6.71230138,0.02598650,1.00302756,0.77104390,1.05698812,1.57389333,1.24449560,0.31764731,2.90152973
-4.84142071,6.73598537,0.02622453,1.00566099,0.77193961,1.07537627,1.57407456,1.26134433,0.30663076,2.90357553
-4.83541771,6.75942795,0.02641184,1.00687532,0.77529934,1.09490095,1.57379371,1.27796665,0.29428353,2.90708948
-4.82941471,6.78426294,0.02654931,1.00670433,0.78104398,1.11597644,1.57308275,1.29435925,0.28084494,2.91304246
-4.82341171,6.81208730,0.02663852,1.00521107,0.78907023,1.13898706,1.57198153,1.31052845,0.26656617,2.92234494
-4.81740870,6.84438331,0.02668153,1.00248400,0.79925263,1.16426679,1.57053407,1.32648402,0.25170262,2.93580573
-4.81140570,6.88244065,0.02668080,0.99863170,0.81144470,1.19207978,1.56878325,1.34223188,0.23650644,2.95409253
-4.80540270,6.92728281,0.02663891,0.99377634,0.82547929,1.22260262,1.56676416,1.35776633,0.22121953,2.97769661
-4.79939970,6.97960230,0.02655844,0.98804649,0.84116846,1.25590958,1.56449697,1.37306240,0.20606726,3.00690369
-4.79339670,7.03970899,0.02644172,0.98156965,0.85830327,1.29196164,1.56197984,1.38806888,0.19125319,3.04177301
-4.78739370,7.10749511,0.02629069,0.97446504,0.87665378,1.33060000,1.55918278,1.40270282,0.17695485,3.08212610
-4.78139070,7.18241977,0.02610678,0.96683716,0.89596954,1.37154483,1.55604311,1.41684593,0.16332073,3.12754620
-4.77538769,7.26351477,0.02589080,0.95877058,0.91598103,1.41439941,1.55246317,1.43034347,0.15046858,3.17738890
-4.76938469,7.34941210,0.02564291,0.95032622,0.93640198,1.45865972,1.54831069,1.44300577,0.13848480,3.23080364
-4.76338169,7.43839237,0.02536269,0.94153947,0.95693286,1.50372934,1.54342220,1.45461259,0.12742510,3.28676539
-4.75737869,7.52845202,0.02504919,0.93242021,0.97726537,1.54893899,1.53760933,1.46492013,0.11731606,3.34411499
-4.75137569,7.61738625,0.02470112,0.92295461,0.99708789,1.59356994,1.53066799,1.47367044,0.10815764,3.40160620
-4.74537269,7.70288315,0.02431702,0.91310873,1.01609149,1.63688037,1.52238984,1.48060262,0.09992634,3.45795713
-4.73936968,7.78262445,0.02389548,0.90283345,1.03397634,1.67813332,1.51257553,1.48546529,0.09257877,3.51190347
-4.73336668,7.85438732,0.02343543,0.89207050,1.05045806,1.71662503,1.50104897,1.48802949,0.08605566,3.56225071
-4.72736368,7.91614206,0.02293631,0.88075908,1.06527371,1.75171237,1.48767164,1.48810120,0.08028585,3.60792279
-4.72136068,7.96614052,0.02239839,0.86884270,1.07818703,1.78283790,1.47235628,1.48553281,0.07519026,3.64800473
-4.71535768,8.00299084,0.02182290,0.85627573,1.08899271,1.80955158,1.45507892,1.48023266,0.07068566,3.68177717
-4.70935468,8.02571490,0.02121221,0.84302931,1.09751953,1.83152792,1.43588872,1.47217225,0.06668808,3.70874129
-4.70335168,8.03378587,0.02056990,0.82909631,1.10363219,1.84857798,1.41491480,1.46139048,0.06311578,3.72863302
-4.69734867,8.02714465,0.01990080,0.81449496,1.10723200,1.86065545,1.39236981,1.44799487,0.05989183,3.74142625
-4.69134567,8.00619478,0.01921092,0.79927127,1.10825643,1.86785690,1.36854997,1.43215955,0.05694598,3.74732518
-4.68534267,7.97177714,0.01850734,0.78349989,1.10667779,1.87041589,1.34383150,1.41412033,0.05421620,3.74674654
-4.67933967,7.92512620,0.01779803,0.76728365,1.10250131,1.86869166,1.31866358,1.39416700,0.05164958,3.74029309
-4.67333667,7.86781093,0.01709157,0.75075185,1.09576292,1.86315263,1.29355830,1.37263356,0.04920275,3.72871990
-4.66733367,7.80166385,0.01639695,0.73405749,1.08652689,1.85435592,1.26907790,1.34988682,0.04684195,3.71289558
-4.66133067,7.72870228,0.01572316,0.71737360,1.07488379,1.84292352,1.24581993,1.32631414,0.04454264,3.69376029
-4.65532766,7.65104574,0.01507893,0.70088907,1.06094881,1.82951647,1.22440092,1.30231091,0.04228890,3.67228301
-4.64932466,7.57083373,0.01447239,0.68480408,1.04486051,1.81480814,1.20543921,1.27826862,0.04007247,3.64941978
-4.64332166,7.49014752,0.01391078,0.66932551,1.02678018,1.79945778,1.18953755,1.25456397,0.03789181,3.62607511
