energy_ev,total_up,Al_p_up,Al_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,1.12830868,0.22338304,0.00000000,0.30476443,0.47399888,0.01685275,0.34191654
-5.99399700,1.15852427,0.22869231,0.00000000,0.31160873,0.48504084,0.01709079,0.35188324
-5.98799400,1.19079398,0.23373482,0.00000000,0.31924038,0.49656885,0.01745936,0.36309242
-5.98199100,1.22478065,0.23849111,0.00000000,0.32760414,0.50850438,0.01794889,0.37538310
-5.97598799,1.26015137,0.24295893,0.00000000,0.33665145,0.52078277,0.01854866,0.38857688
-5.96998499,1.29658527,0.24715387,0.00000000,0.34634083,0.53335568,0.01924696,0.40248144
-5.96398199,1.33378019,0.25110924,0.00000000,0.35663761,0.54619266,0.02003124,0.41689425
-5.95797899,1.37145826,0.25487533,0.00000000,0.36751304,0.55928190,0.02088826,0.43160642
-5.95197599,1.40936984,0.25851802,0.00000000,0.37894293,0.57263002,0.02180428,0.44640649
-5.94597299,1.44729595,0.26211673,0.00000000,0.39090579,0.58626069,0.02276523,0.46108432
-5.93996998,1.48504903,0.26576169,0.00000000,0.40338061,0.60021239,0.02375686,0.47543476
-5.93396698,1.52247190,0.26955069,0.00000000,0.41634449,0.61453499,0.02476494,0.48926130
-5.92796398,1.55943515,0.27358525,0.00000000,0.42977013,0.62928554,0.02577543,0.50237938
-5.92196098,1.59583299,0.27796643,0.00000000,0.44362341,0.64452323,0.02677461,0.51461953
-5.91595798,1.63157777,0.28279033,0.00000000,0.45786106,0.66030368,0.02774933,0.52583009
-5.90995498,1.66659341,0.28814348,0.00000000,0.47242871,0.67667297,0.02868708,0.53587957
-5.90395198,1.70080808,0.29409822,0.00000000,0.48725923,0.69366140,0.02957619,0.54465859
-5.89794897,1.73414653,0.30070833,0.00000000,0.50227159,0.71127748,0.03040598,0.55208125
-5.89194597,1.76652233,0.30800497,0.00000000,0.51737026,0.72950230,0.03116683,0.55808600
-5.88594297,1.79783060,0.31599333,0.00000000,0.53244515,0.74828463,0.03185036,0.56263596
-5.87993997,1.82794156,0.32464992,0.00000000,0.54737222,0.76753703,0.03244943,0.56571859
-5.87393697,1.85669539,0.33392091,0.00000000,0.56201460,0.78713329,0.03295830,0.56734479
-5.86793397,1.88389861,0.34372141,0.00000000,0.57622439,0.80690721,0.03337260,0.56754747
-5.86193097,1.90932251,0.35393606,0.00000000,0.58984494,0.82665322,0.03368943,0.56637951
-5.85592796,1.93270370,0.36442075,0.00000000,0.60271359,0.84612861,0.03390729,0.56391129
-5.84992496,1.95374693,0.37500559,0.00000000,0.61466484,0.86505762,0.03402616,0.56022779
-5.84392196,1.97213030,0.38549905,0.00000000,0.62553374,0.88313724,0.03404740,0.55542540
-5.83791896,1.98751261,0.39569321,0.00000000,0.63515950,0.90004453,0.03397378,0.54960857
-5.83191596,1.99954274,0.40536981,0.00000000,0.64338912,0.91544539,0.03380938,0.54288632
-5.82591296,2.00787067,0.41430699,0.00000000,0.65008101,0.92900426,0.03355956,0.53536893
-5.81990995,2.01215971,0.42228646,0.00000000,0.65510829,0.94039455,0.03323090,0.52716468
-5.81390695,2.01209938,0.42910070,0.00000000,0.65836197,0.94930935,0.03283106,0.51837707
-5.80790395,2.00741841,0.43456003,0.00000000,0.65975360,0.95547192,0.03236877,0.50910238
-5.80190095,1.99789726,0.43849908,0.00000000,0.65921747,0.95864557,0.03185364,0.49942774
-5.79589795,1.98337942,0.44078258,0.00000000,0.65671235,0.95864247,0.03129606,0.48942987
-5.78989495,1.96378119,0.44130993,0.00000000,0.65222255,0.95533108,0.03070705,0.47917435
-5.78389195,1.93909920,0.44001873,0.00000000,0.64575840,0.94864180,0.03009807,0.46871555
-5.77788894,1.90941533,0.43688672,0.00000000,0.63735621,0.93857062,0.02948082,0.45809712
-5.77188594,1.87489893,0.43193242,0.00000000,0.62707752,0.92518064,0.02886700,0.44735303
-5.76588294,1.83580597,0.42521418,0.00000000,0.61500790,0.90860141,0.02826809,0.43650898
-5.75987994,1.79247522,0.41682796,0.00000000,0.60125519,0.88902610,0.02769502,0.42558415
-5.75387694,1.74532158,0.40690373,0.00000000,0.58594732,0.86670672,0.02715791,0.41459307
-5.74787394,1.69482691,0.39560086,0.00000000,0.56922981,0.84194745,0.02666578,0.40354762
-5.74187094,1.64152854,0.38310264,0.00000000,0.55126285,0.81509663,0.02622623,0.39245881
-5.73586793,1.58600619,0.36961025,0.00000000,0.53221830,0.78653751,0.02584517,0.38133845
-5.72986493,1.52886761,0.35533633,0.00000000,0.51227643,0.75667831,0.02552660,0.37020044
-5.72386193,1.47073375,0.34049861,0.00000000,0.49162271,0.72594189,0.02527235,0.35906172
-5.71785893,1.41222385,0.32531365,0.00000000,0.47044454,0.69475553,0.02508198,0.34794280
-5.71185593,1.35394121,0.30999114,0.00000000,0.44892809,0.66354108,0.02495270,0.33686781
-5.70585293,1.29646012,0.29472875,0.00000000,0.42725534,0.63270586,0.02487936,0.32586424
-5.69984992,1.24031440,0.27970780,0.00000000,0.40560137,0.60263469,0.02485459,0.31496233
-5.69384692,1.18598802,0.26508989,0.00000000,0.38413190,0.57368307,0.02486893,0.30419414
-5.68784392,1.13390797,0.25101441,0.00000000,0.36300124,0.54617192,0.02491117,0.29359258
-5.68184092,1.08443976,0.23759708,0.00000000,0.34235072,0.52038369,0.02496872,0.28319032
-5.67583792,1.03788540,0.22492940,0.00000000,0.32230741,0.49656024,0.02502799,0.27301874
-5.66983492,0.99448401,0.21307897,0.00000000,0.30298353,0.47490205,0.02507501,0.26310715
-5.66383192,0.95441476,0.20209066,0.00000000,0.28447617,0.45556905,0.02509588,0.25348212
-5.65782891,0.91780207,0.19198830,0.00000000,0.26686763,0.43868266,0.02507739,0.24416716
-5.65182591,0.88472258,0.18277706,0.00000000,0.25022618,0.42432913,0.02500757,0.23518273
-5.64582291,0.85521365,0.17444608,0.00000000,0.23460723,0.41256375,0.02487623,0.22654655
-5.63981991,0.82928296,0.16697142,0.00000000,0.22005487,0.40341594,0.02467543,0.21827419
-5.63381691,0.80691867,0.16031917,0.00000000,0.20660380,0.39689488,0.02439988,0.21037998
-5.62781391,0.78809988,0.15444849,0.00000000,0.19428134,0.39299548,0.02404729,0.20287806
-5.62181091,0.77280679,0.14931462,0.00000000,0.18310973,0.39170449,0.02361847,0.19578351
-5.61580790,0.76103027,0.14487172,0.00000000,0.17310833,0.39300656,0.02311751,0.18911359
-5.60980490,0.75278043,0.14107544,0.00000000,0.16429585,0.39688991,0.02255168,0.18288879
-5.60380190,0.74809379,0.13788525,0.00000000,0.15669240,0.40335158,0.02193126,0.17713385
-5.59779890,0.74703885,0.13526643,0.00000000,0.15032130,0.41240184,0.02126928,0.17187842
-5.59179590,0.74971981,0.13319177,0.00000000,0.14521054,0.42406775,0.02058110,0.16715755
-5.58579290,0.75627808,0.13164281,0.00000000,0.14139389,0.43839551,0.01988396,0.16301173
-5.57978989,0.76689164,0.13061086,0.00000000,0.13891149,0.45545158,0.01919642,0.15948657
-5.57378689,0.78177195,0.13009758,0.00000000,0.13780998,0.47532230,0.01853779,0.15663214
-5.56778389,0.80115854,0.13011517,0.00000000,0.13814201,0.49811187,0.01792745,0.15450182
-5.56178089,0.82531110,0.13068629,0.00000000,0.13996533,0.52393881,0.01738430,0.15315088
-5.55577789,0.85449945,0.13184348,0.00000000,0.14334118,0.55293062,0.01692610,0.15263460
-5.54977489,0.88899129,0.13362833,0.00000000,0.14833224,0.58521695,0.01656893,0.15300619
-5.54377189,0.92903828,0.13609022,0.00000000,0.15500012,0.62092127,0.01632663,0.15431449
-5.53776888,0.97486078,0.13928475,0.00000000,0.16340241,0.66015140,0.01621039,0.15660148
-5.53176588,1.02663172,0.14327182,0.00000000,0.17358940,0.70298917,0.01622840,0.15989978
-5.52576288,1.08446042,0.14811344,0.00000000,0.18560071,0.74947972,0.01638551,0.16423026
-5.51975988,1.14837690,0.15387135,0.00000000,0.19946177,0.79962089,0.01668316,0.16959973
-5.51375688,1.21831768,0.16060447,0.00000000,0.21518051,0.85335344,0.01711924,0.17599907
-5.50775388,1.29411374,0.16836623,0.00000000,0.23274422,0.91055254,0.01768817,0.18340165
-5.50175088,1.37548172,0.17720204,0.00000000,0.25211692,0.97102131,0.01838109,0.19176234
-5.49574787,1.46201883,0.18714684,0.00000000,0.27323736,1.03448693,0.01918608,0.20101717
-5.48974487,1.55320241,0.19822294,0.00000000,0.29601774,1.10059977,0.02008856,0.21108363
-5.48374187,1.64839438,0.21043820,0.00000000,0.32034333,1.16893607,0.02107177,0.22186172
-5.47773887,1.74685102,0.22378470,0.00000000,0.34607305,1.23900415,0.02211725,0.23323584
-5.47173587,1.84773785,0.23823800,0.00000000,0.37304111,1.31025430,0.02320551,0.24507727
-5.46573287,1.95014943,0.25375688,0.00000000,0.40105965,1.38209206,0.02431666,0.25724746
-5.45972986,2.05313333,0.27028382,0.00000000,0.42992230,1.45389444,0.02543103,0.26960171
-5.45372686,2.15571737,0.28774597,0.00000000,0.45940865,1.52502845,0.02652990,0.28199340
-5.44772386,2.25693892,0.30605675,0.00000000,0.48928928,1.59487100,0.02759608,0.29427829
-5.44172086,2.35587479,0.32511782,0.00000000,0.51933139,1.66282929,0.02861448,0.30631895
-5.43571786,2.45167027,0.34482141,0.00000000,0.54930447,1.72836047,0.02957264,0.31798885
-5.42971486,2.54356574,0.36505285,0.00000000,0.57898596,1.79098955,0.03046104,0.32917613
-5.42371186,2.63091918,0.38569305,0.00000000,0.60816656,1.85032455,0.03127341,0.33978658
-5.41770885,2.71322362,0.40662095,0.00000000,0.63665486,1.90606778,0.03200679,0.34974596
-5.41170585,2.79011803,0.42771556,0.00000000,0.66428111,1.95802280,0.03266150,0.35900124
-5.40570285,2.86139137,0.44885771,0.00000000,0.69089991,2.00609632,0.03324094,0.36752082
-5.39969985,2.92697917,0.46993122,0.00000000,0.71639170,2.05029500,0.03375123,0.37529375
-5.39369685,2.98695297,0.49082355,0.00000000,0.74066295,2.09071731,0.03420076,0.38232789
-5.38769385,3.04150322,0.51142594,0.00000000,0.76364514,2.12754072,0.03459957,0.38864715
-5.38169085,3.09091646,0.53163302,0.00000000,0.78529254,2.16100518,0.03495870,0.39428803
-5.37568784,3.13554838,0.55134203,0.00000000,0.80557901,2.19139370,0.03528948,0.39929561
-5.36968484,3.17579418,0.57045179,0.00000000,0.82449408,2.21901119,0.03560280,0.40371928
-5.36368184,3.21205814,0.58886162,0.00000000,0.84203842,2.24416293,0.03590838,0.40760844
