energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.74787394,5.70155155,0.54750010,0.43295750,0.02841621,0.22912839,0.07087886,3.16508280,2.05808149,1.29912139
-5.74187094,5.76593888,0.55157516,0.44100206,0.02928088,0.23130127,0.07255799,3.20217707,2.09330385,1.31538944
-5.73586793,5.82384741,0.55484465,0.44892094,0.03012527,0.23350503,0.07422761,3.23551099,2.12269902,1.32999264
-5.72986493,5.87491130,0.55725230,0.45666473,0.03094208,0.23574376,0.07587460,3.26488394,2.14595489,1.34286402
-5.72386193,5.91886606,0.55876222,0.46418189,0.03172458,0.23801987,0.07748678,3.29015486,2.16286396,1.35396633
-5.71785893,5.95553574,0.55935778,0.47141771,0.03246664,0.24033266,0.07905299,3.31123549,2.17332480,1.36328799
-5.71185593,5.98481705,0.55904002,0.47831330,0.03316264,0.24267692,0.08056292,3.32808179,2.17734054,1.37083822
-5.70585293,6.00666162,0.55782540,0.48480484,0.03380738,0.24504171,0.08200704,3.34068420,2.17501466,1.37664169
-5.69984992,6.02105762,0.55574341,0.49082307,0.03439595,0.24740942,0.08337635,3.34905751,2.16654436,1.38073303
-5.69384692,6.02801231,0.55283393,0.49629327,0.03492368,0.24975514,0.08466221,3.35323110,2.15221182,1.38315171
-5.68784392,6.02753673,0.54914472,0.50113564,0.03538597,0.25204638,0.08585602,3.35324029,2.13237394,1.38393753
-5.68184092,6.01963405,0.54472900,0.50526634,0.03577830,0.25424333,0.08694907,3.34911953,2.10745097,1.38312712
-5.67583792,6.00429241,0.53964343,0.50859901,0.03609613,0.25629957,0.08793234,3.34089794,2.07791449,1.38075169
-5.66983492,5.98148299,0.53394642,0.51104700,0.03633493,0.25816325,0.08879638,3.32859766,2.04427528,1.37683614
-5.66383192,5.95116375,0.52769691,0.51252600,0.03649024,0.25977877,0.08953132,3.31223497,2.00707143,1.37139959
-5.65782891,5.91328854,0.52095365,0.51295718,0.03655776,0.26108884,0.09012696,3.29182442,1.96685700,1.36445719
-5.65182591,5.86782100,0.51377480,0.51227069,0.03653350,0.26203689,0.09057296,3.26738523,1.92419153,1.35602304
-5.64582291,5.81475240,0.50621799,0.51040924,0.03641394,0.26256967,0.09085917,3.23894980,1.87963054,1.34611400
-5.63981991,5.75412181,0.49834055,0.50733167,0.03619626,0.26263996,0.09097601,3.20657329,1.83371700,1.33475378
-5.63381691,5.68603728,0.49019999,0.50301632,0.03587855,0.26220916,0.09091499,3.17034365,1.78697394,1.32197717
-5.62781391,5.61069599,0.48185441,0.49746394,0.03546003,0.26124974,0.09066922,3.13039102,1.73989796,1.30783383
-5.62181091,5.52840198,0.47336293,0.49069999,0.03494123,0.25974725,0.09023395,3.08689577,1.69295362,1.29239120
-5.61580790,5.43957954,0.46478588,0.48277610,0.03432419,0.25770194,0.08960710,3.04009430,1.64656871,1.27573642
-5.60980490,5.34478125,0.45618483,0.47377069,0.03361256,0.25512972,0.08878969,2.99028195,1.60113006,1.25797673
-5.60380190,5.24468955,0.44762231,0.46378853,0.03281168,0.25206251,0.08778623,2.93781275,1.55698014,1.23923854
-5.59779890,5.14011149,0.43916132,0.45295927,0.03192856,0.24854785,0.08660493,2.88309569,1.51441418,1.21966494
-5.59179590,5.03196661,0.43086454,0.44143495,0.03097185,0.24464782,0.08525774,2.82658771,1.47367800,1.19941188
-5.58579290,4.92126845,0.42279345,0.42938665,0.02995167,0.24043742,0.08376034,2.76878378,1.43496649,1.17864337
-5.57978989,4.80910073,0.41500733,0.41700024,0.02887946,0.23600218,0.08213177,2.71020453,1.39842310,1.15752589
-5.57378689,4.69658945,0.40756225,0.40447159,0.02776770,0.23143551,0.08039407,2.65138241,1.36414013,1.13622250
-5.56778389,4.58487251,0.40051021,0.39200128,0.02662963,0.22683558,0.07857168,2.59284696,1.33216037,1.11488712
-5.56178089,4.47506857,0.39389847,0.37978921,0.02547895,0.22230214,0.07669072,2.53511038,1.30247979,1.09365941
-5.55577789,4.36824699,0.38776913,0.36802913,0.02432947,0.21793320,0.07477824,2.47865406,1.27505171,1.07266060
-5.54977489,4.26540023,0.38215900,0.35690350,0.02319480,0.21382199,0.07286131,2.42391699,1.24979225,1.05199061
-5.54377189,4.16742039,0.37709988,0.34657878,0.02208797,0.21005406,0.07096623,2.37128656,1.22658699,1.03172673
-5.53776888,4.07508073,0.37261900,0.33720132,0.02102123,0.20670495,0.06911771,2.32109221,1.20529886,1.01192383
-5.53176588,3.98902286,0.36873985,0.32889402,0.02000570,0.20383818,0.06733808,2.27360215,1.18577669,0.99261620
-5.52576288,3.90975006,0.36548307,0.32175386,0.01905121,0.20150398,0.06564672,2.22902298,1.16786440,0.97382074
-5.51975988,3.83762631,0.36286747,0.31585029,0.01816608,0.19973855,0.06405949,2.18750217,1.15141022,0.95554132
-5.51375688,3.77288082,0.36091093,0.31122449,0.01735708,0.19856394,0.06258845,2.14913265,1.13627556,0.93777394
-5.50775388,3.71561702,0.35963121,0.30788963,0.01662925,0.19798856,0.06124167,2.11395933,1.12234309,0.92051228
-5.50175088,3.66582531,0.35904645,0.30583178,0.01598597,0.19800821,0.06002318,2.08198653,1.10952353,0.90375318
-5.49574787,3.62339812,0.35917538,0.30501162,0.01542892,0.19860760,0.05893318,2.05318593,1.09776084,0.88750173
-5.48974487,3.58814652,0.36003706,0.30536681,0.01495816,0.19976227,0.05796831,2.02750433,1.08703542,0.87177556
-5.48374187,3.55981709,0.36165032,0.30681475,0.01457220,0.20144076,0.05712205,2.00487063,1.07736522,0.85660796
-5.47773887,3.53810830,0.36403278,0.30925581,0.01426814,0.20360698,0.05638530,1.98520180,1.06880462,0.84204976
-5.47173587,3.52268559,0.36719961,0.31257685,0.01404180,0.20622272,0.05574691,1.96840743,1.06144107,0.82816987
-5.46573287,3.51319487,0.37116208,0.31665486,0.01388786,0.20925004,0.05519434,1.95439291,1.05538990,0.81505430
-5.45972986,3.50927400,0.37592606,0.32136069,0.01380004,0.21265359,0.05471427,1.94306130,1.05078737,0.80280403
-5.45372686,3.51056237,0.38149064,0.32656277,0.01377129,0.21640274,0.05429323,1.93431398,1.04778246,0.79153172
-5.44772386,3.51670869,0.38784701,0.33213076,0.01379396,0.22047335,0.05391812,1.92805063,1.04652798,0.78135765
-5.44172086,3.52737725,0.39497766,0.33793904,0.01386000,0.22484929,0.05357676,1.92416868,1.04717133,0.77240504
-5.43571786,3.54225285,0.40285615,0.34386988,0.01396114,0.22952343,0.05325825,1.92256264,1.04984556,0.76479525
-5.42971486,3.56104495,0.41144750,0.34981643,0.01408908,0.23449829,0.05295329,1.92312378,1.05466114,0.75864296
-5.42371186,3.58349097,0.42070915,0.35568529,0.01423571,0.23978609,0.05265443,1.92574024,1.06169898,0.75405171
-5.41770885,3.60935906,0.43059255,0.36139866,0.01439325,0.24540841,0.05235612,1.93029777,1.07100477,0.75111002
-5.41170585,3.63845019,0.44104536,0.36689601,0.01455443,0.25139526,0.05205477,1.93668123,1.08258515,0.74988809
-5.40570285,3.67059957,0.45201395,0.37213519,0.01471265,0.25778374,0.05174864,1.94477656,1.09640555,0.75043536
-5.39969985,3.70567690,0.46344632,0.37709299,0.01486211,0.26461617,0.05143766,1.95447312,1.11238978,0.75277875
-5.39369685,3.74358527,0.47529494,0.38176494,0.01499790,0.27193791,0.05112327,1.96566608,1.13042118,0.75692170
-5.38769385,3.78425820,0.48751947,0.38616463,0.01511611,0.27979472,0.05080803,1.97825843,1.15034511,0.76284369
-5.38169085,3.82765458,0.50008913,0.39032214,0.01521383,0.28823005,0.05049535,1.99216233,1.17197237,0.77050043
-5.37568784,3.87375108,0.51298441,0.39428197,0.01528919,0.29728200,0.05018913,2.00729929,1.19508344,0.77982428
-5.36968484,3.92253208,0.52619803,0.39810034,0.01534133,0.30698043,0.04989336,2.02359911,1.21943288,0.79072496
-5.36368184,3.97397712,0.53973495,0.40184184,0.01537030,0.31734405,0.04961175,2.04099727,1.24475386,0.80309043
-5.35767884,4.02804634,0.55361148,0.40557587,0.01537701,0.32837781,0.04934744,2.05943080,1.27076247,0.81678786
-5.35167584,4.08466438,0.56785335,0.40937262,0.01536303,0.34007070,0.04910261,2.07883289,1.29716164,0.83166465
-5.34567284,4.14370373,0.58249290,0.41329906,0.01533049,0.35239401,0.04887825,2.09912636,1.32364460,0.84754961
-5.33966983,4.20496859,0.59756554,0.41741498,0.01528187,0.36530020,0.04867395,2.12021674,1.34989805,0.86425436
-5.33366683,4.26818041,0.61310568,0.42176931,0.01521983,0.37872259,0.04848773,2.14198522,1.37560496,0.88157499
-5.32766383,4.33296640,0.62914236,0.42639693,0.01514700,0.39257568,0.04831599,2.16428253,1.40044743,0.89929425
-5.32166083,4.39885232,0.64569496,0.43131612,0.01506582,0.40675646,0.04815348,2.18692405,1.42410968,0.91718426
-5.31565783,4.46526062,0.66276920,0.43652687,0.01497839,0.42114638,0.04799344,2.20968715,1.44628151,0.93501003
-5.30965483,4.53151482,0.68035376,0.44201006,0.01488630,0.43561419,0.04782771,2.23231115,1.46666252,0.95253369
-5.30365183,4.59685058,0.69841781,0.44772774,0.01479056,0.45001941,0.04764701,2.25450036,1.48496714,0.96951957
-5.29764882,4.66043374,0.71690961,0.45362435,0.01469156,0.46421637,0.04744126,2.27593043,1.50093070,0.98574017
-5.29164582,4.72138494,0.73575633,0.45962904,0.01458901,0.47805866,0.04719990,2.29625808,1.51431651,1.00098270
-5.28564282,4.77880999,0.75486509,0.46565878,0.01448198,0.49140379,0.04691234,2.31513388,1.52492371,1.01505623
-5.27963982,4.83183496,0.77412529,0.47162236,0.01436900,0.50411783,0.04656841,2.33221763,1.53259584,1.02779910
-5.27363682,4.87964422,0.79341196,0.47742488,0.01424812,0.51607989,0.04615876,2.34719575,1.53722957,1.03908626
-5.26763382,4.92151968,0.81259010,0.48297259,0.01411706,0.52718621,0.04567533,2.35979962,1.53878329,1.04883624
-5.26163082,4.95687912,0.83151954,0.48817786,0.01397337,0.53735354,0.04511176,2.36982409,1.53728498,1.05701740
-5.25562781,4.98531155,0.85006028,0.49296401,0.01381459,0.54652191,0.04446371,2.37714492,1.53283874,1.06365296
-5.24962481,5.00660749,0.86807772,0.49726972,0.01363844,0.55465631,0.04372915,2.38173420,1.52562967,1.06882459
-5.24362181,5.02078251,0.88544770,0.50105284,0.01344296,0.56174754,0.04290860,2.38367281,1.51592635,1.07267420
-5.23761881,5.02809237,0.90206087,0.50429349,0.01322664,0.56781186,0.04200522,2.38315891,1.50408076,1.07540362
-5.23161581,5.02903889,0.91782633,0.50699614,0.01298861,0.57288972,0.04102482,2.38051201,1.49052524,1.07727219
-5.22561281,5.02436590,0.93267424,0.50919089,0.01272867,0.57704344,0.03997581,2.37617215,1.47576642,1.07859200
-5.21960980,5.01504530,0.94655733,0.51093361,0.01244738,0.58035404,0.03886903,2.37069388,1.46037612,1.07972092
-5.21360680,5.00225368,0.95945141,0.51230528,0.01214607,0.58291736,0.03771747,2.36473545,1.44497948,1.08105371
-5.20760380,4.98734070,0.97135470,0.51341045,0.01182685,0.58483967,0.03653601,2.35904325,1.43024059,1.08301109
-5.20160080,4.97179034,0.98228637,0.51437499,0.01149253,0.58623299,0.03534098,2.35443234,1.41684610,1.08602761
-5.19559780,4.95717709,0.99228427,0.51534337,0.01114658,0.58721028,0.03414980,2.35176366,1.40548745,1.09053823
-5.18959480,4.94511884,1.00140221,0.51647552,0.01079301,0.58788092,0.03298051,2.35191901,1.39684231,1.09696449
-5.18359180,4.93722862,1.00970687,0.51794357,0.01043625,0.58834650,0.03185137,2.35577459,1.39155592,1.10570052
-5.17758879,4.93506713,1.01727473,0.51992845,0.01008103,0.58869727,0.03078041,2.36417432,1.39022307,1.11709951
-5.17158579,4.94009801,1.02418909,0.52261670,0.00973224,0.58900934,0.02978505,2.37790380,1.39337135,1.13146105
-5.16558279,4.95364742,1.03053743,0.52619728,0.00939480,0.58934280,0.02888177,2.39766592,1.40144627,1.14901998
-5.15957979,4.97686925,1.03640915,0.53085869,0.00907351,0.58974085,0.02808577,2.42405891,1.41479880,1.16993692
-5.15357679,5.01071688,1.04189387,0.53678621,0.00877298,0.59022979,0.02741077,2.45755743,1.43367564,1.19429100
-5.14757379,5.05592201,1.04708009,0.54415927,0.00849751,0.59082012,0.02686875,2.49849735,1.45821264,1.22207503
-5.14157079,5.11298075,1.05205437,0.55314885,0.00825100,0.59150836,0.02646988,2.54706447,1.48843145,1.25319314
-5.13556778,5.18214678,1.05690080,0.56391485,0.00803690,0.59227964,0.02622237,2.60328739,1.52423940,1.28746120
-5.12956478,5.26343108,1.06170068,0.57660332,0.00785816,0.59311079,0.02613245,2.66703459,1.56543266,1.32460978
-5.12356178,5.35660739,1.06653221,0.59134346,0.00771720,0.59397371,0.02620431,2.73801555,1.61170228,1.36428966
-5.11755878,5.46122277,1.07147014,0.60824428,0.00761593,0.59483889,0.02644013,2.81578575,1.66264301,1.40607969
-5.11155578,5.57661206,1.07658521,0.62739107,0.00755569,0.59567869,0.02684012,2.89975526,1.71776434,1.44949664
-5.10555278,5.70191539,1.08194316,0.64884151,0.00753731,0.59647040,0.02740249,2.98920042,1.77650349,1.49400685
-5.09954977,5.83609790,1.08760358,0.67262170,0.00756108,0.59719865,0.02812355,3.08327827,1.83823964,1.53903913
-5.09354677,5.97797079,1.09361817,0.69872221,0.00762682,0.59785718,0.02899773,3.18104332,1.90230908,1.58399858
-5.08754377,6.12621311,1.10002885,0.72709423,0.00773383,0.59844991,0.03001764,3.28146601,1.96802065,1.62828089
-5.08154077,6.27939394,1.10686560,0.75764636,0.00788099,0.59899106,0.03117413,3.38345259,2.03467102,1.67128657
-5.07553777,6.43599455,1.11414419,0.79024201,0.00806673,0.59950456,0.03245637,3.48586579,2.10155925,1.71243480
-5.06953477,6.59443050,1.12186413,0.82469790,0.00828904,0.60002269,0.03385192,3.58754605,2.16800042,1.75117637
-5.06353177,6.75307372,1.13000683,0.86078382,0.00854556,0.60058402,0.03534687,3.68733264,2.23333780,1.78700546
-5.05752876,6.91027466,1.13853436,0.89822401,0.00883355,0.60123091,0.03692599,3.78408459,2.29695339,1.81946978
-5.05152576,7.06438466,1.14738898,0.93670015,0.00914994,0.60200665,0.03857289,3.87670085,2.35827674,1.84817900
-5.04552276,7.21377870,1.15649341,0.97585627,0.00949139,0.60295244,0.04027024,3.96413949,2.41679193,1.87281117
-5.03951976,7.35687876,1.16575228,1.01530539,0.00985431,0.60410441,0.04200006,4.04543569,2.47204268,1.89311708
-5.03351676,7.49217764,1.17505461,1.05463801,0.01023494,0.60549096,0.04374401,4.11971817,2.52363586,1.90892253
-5.02751376,7.61826330,1.18427730,1.09343205,0.01062940,0.60713038,0.04548368,4.18622386,2.57124340,1.92012857
-5.02151076,7.73384336,1.19328975,1.13126407,0.01103378,0.60902910,0.04720105,4.24431072,2.61460295,1.92670985
-5.01550775,7.83776940,1.20195925,1.16772142,0.01144420,0.61118053,0.04887879,4.29346832,2.65351739,1.92871118
-5.00950475,7.92906055,1.21015704,1.20241465,0.01185692,0.61356466,0.05050069,4.33332614,2.68785359,1.92624267
-5.00350175,8.00692550,1.21776476,1.23498997,0.01226840,0.61614833,0.05205206,4.36365943,2.71754047,1.91947363
-4.99749875,8.07078221,1.22468094,1.26514094,0.01267537,0.61888623,0.05352004,4.38439239,2.74256660,1.90862548
-4.99149575,8.12027441,1.23082714,1.29261899,0.01307494,0.62172256,0.05489398,4.39559857,2.76297746,1.89396406
-4.98549275,8.15528390,1.23615356,1.31724226,0.01346461,0.62459318,0.05616567,4.39749852,2.77887239,1.87579155
-4.97948974,8.17593778,1.24064349,1.33890226,0.01384236,0.62742817,0.05732954,4.39045434,2.79040120,1.85443830
-4.97348674,8.18260982,1.24431655,1.35756791,0.01420661,0.63015469,0.05838279,4.37496150,2.79776047,1.83025473
-4.96748374,8.17591541,1.24723039,1.37328689,0.01455625,0.63269985,0.05932538,4.35163760,2.80118933,1.80360360
-4.96148074,8.15669950,1.24948056,1.38618398,0.01489063,0.63499353,0.06015999,4.32120845,2.80096480,1.77485271
-4.95547774,8.12601766,1.25119860,1.39645642,0.01520945,0.63697097,0.06089182,4.28449167,2.79739633,1.74436819
-4.94947474,8.08511025,1.25254832,1.40436651,0.01551276,0.63857494,0.06152831,4.24237794,2.79081989,1.71250848
-4.94347174,8.03537029,1.25372031,1.41023166,0.01580081,0.63975742,0.06207883,4.19581055,2.78159124,1.67961896
-4.93746873,7.97830592,1.25492497,1.41441224,0.01607398,0.64048066,0.06255422,4.14576358,2.77007867,1.64602730
-4.93146573,7.91549856,1.25638433,1.41729789,0.01633267,0.64071760,0.06296631,4.09321946,2.75665540,1.61203957
-4.92546273,7.84855829,1.25832293,1.41929271,0.01657718,0.64045166,0.06332740,4.03914636,2.74169170,1.57793701
-4.91945973,7.77907803,1.26095839,1.42080013,0.01680764,0.63967592,0.06364973,3.98447638,2.72554725,1.54397347
-4.91345673,7.70858839,1.26449189,1.42220801,0.01702391,0.63839165,0.06394497,3.93008503,2.70856387,1.51037356
-4.90745373,7.63851489,1.26909920,1.42387475,0.01722550,0.63660655,0.06422366,3.87677284,2.69105913,1.47733131
-4.90145073,7.57013955,1.27492257,1.42611694,0.01741161,0.63433256,0.06449486,3.82524961,2.67332110,1.44500964
-4.89544772,7.50456823,1.28206395,1.42919912,0.01758105,0.63158359,0.06476571,3.77612200,2.65560455,1.41354024
-4.88944472,7.44270524,1.29057988,1.43332616,0.01773234,0.62837329,0.06504116,3.72988466,2.63812876,1.38302416
-4.88344172,7.38523620,1.30047810,1.43863836,0.01786371,0.62471293,0.06532381,3.68691539,2.62107712,1.35353300
-4.87743872,7.33261978,1.31171634,1.44520973,0.01797328,0.62060970,0.06561381,3.64747419,2.60459846,1.32511060
-4.87143572,7.28508856,1.32420301,1.45304918,0.01805911,0.61606545,0.06590888,3.61170624,2.58880992,1.29777534
-4.86543272,7.24265872,1.33779986,1.46210466,0.01811938,0.61107604,0.06620449,3.57964854,2.57380123,1.27152290
-4.85942971,7.20514794,1.35232646,1.47226986,0.01815251,0.60563129,0.06649405,3.55123963,2.55963993,1.24632956
-4.85342671,7.17220034,1.36756614,1.48339311,0.01815737,0.59971565,0.06676921,3.52633207,2.54637718,1.22215580
-4.84742371,7.14331712,1.38327323,1.49528797,0.01813335,0.59330946,0.06702029,3.50470674,2.53405368,1.19895021
-4.84142071,7.11789130,1.39918100,1.50774485,0.01808056,0.58639085,0.06723667,3.48608846,2.52270523,1.17665365
-4.83541771,7.09524462,1.41501015,1.52054321,0.01799988,0.57893805,0.06740724,3.47016197,2.51236752,1.15520339
-4.82941471,7.07466487,1.43047731,1.53346344,0.01789307,0.57093203,0.06752088,3.45658773,2.50307976,1.13453724
-4.82341171,7.05544189,1.44530320,1.54629817,0.01776278,0.56235942,0.06756692,3.44501675,2.49488689,1.11459743
-4.81740870,7.03690050,1.45922022,1.55886213,0.01761256,0.55321525,0.06753552,3.43510387,2.48784032,1.09533417
-4.81140570,7.01842908,1.47197903,1.57100043,0.01744680,0.54350568,0.06741808,3.42651914,2.48199692,1.07670872
-4.80540270,6.99950273,1.48335409,1.58259469,0.01727064,0.53325024,0.06720752,3.41895683,2.47741653,1.05869590
-4.79939970,6.97970021,1.49314795,1.59356697,0.01708986,0.52248369,0.06689856,3.41214211,2.47415821,1.04128592
-4.79339670,6.95871423,1.50119416,1.60388131,0.01691065,0.51125715,0.06648788,3.40583509,2.47227523,1.02448546
-4.78739370,6.93635532,1.50735893,1.61354292,0.01673951,0.49963865,0.06597423,3.39983263,2.47180938,1.00831793
-4.78139070,6.91254919,1.51154157,1.62259531,0.01658293,0.48771282,0.06535847,3.39396781,2.47278493,0.99282306
-4.77538769,6.88732858,1.51367373,1.63111534,0.01644727,0.47557985,0.06464352,3.38810767,2.47520242,0.97805560
-4.76938469,6.86082004,1.51371775,1.63920678,0.01633843,0.46335380,0.06383430,3.38214928,2.47903289,0.96408336
-4.76338169,6.83322694,1.51166423,1.64699254,0.01626170,0.45116012,0.06293756,3.37601479,2.48421272,0.95098469
-4.75737869,6.80480952,1.50752891,1.65460608,0.01622151,0.43913271,0.06196171,3.36964569,2.49063939,0.93884528
-4.75137569,6.77586326,1.50134933,1.66218242,0.01622125,0.42741051,0.06091660,3.36299667,2.49816848,0.92775471
-4.74537269,6.74669654,1.49318114,1.66984907,0.01626314,0.41613379,0.05981331,3.35602955,2.50661192,0.91780259
-4.73936968,6.71760875,1.48309453,1.67771736,0.01634809,0.40544025,0.05866381,3.34870746,2.51573779,0.90907461
-4.73336668,6.68886956,1.47117074,1.68587442,0.01647562,0.39546115,0.05748075,3.34098962,2.52527155,0.90164858
-4.72736368,6.66070034,1.45749887,1.69437625,0.01664386,0.38631757,0.05627718,3.33282681,2.53489889,0.89559062
-4.72136068,6.63325827,1.44217309,1.70324197,0.01684953,0.37811686,0.05506620,3.32415785,2.54427002,0.89095149
-4.71535768,6.60662366,1.42529035,1.71244964,0.01708804,0.37094957,0.05386075,3.31490702,2.55300547,0.88776339
-4.70935468,6.58079088,1.40694861,1.72193366,0.01735356,0.36488671,0.05267328,3.30498259,2.56070316,0.88603719
-4.70335168,6.55566319,1.38724563,1.73158397,0.01763918,0.35997764,0.05151550,3.29427648,2.56694678,0.88576019
-4.69734867,6.53105157,1.36627833,1.74124715,0.01793711,0.35624853,0.05039810,3.28266507,2.57131514,0.88689452
-4.69134567,6.50667758,1.34414276,1.75072926,0.01823887,0.35370139,0.04933055,3.27001110,2.57339251,0.88937621
-4.68534267,6.48218030,1.32093452,1.75980068,0.01853553,0.35231380,0.04832084,3.25616681,2.57277950,0.89311506
-4.67933967,6.45712718,1.29674971,1.76820254,0.01881798,0.35203927,0.04737533,3.24097800,2.56910447,0.89799520
-4.67333667,6.43102851,1.27168622,1.77565493,0.01907713,0.35280818,0.04649860,3.22428935,2.56203509,0.90387652
-4.66733367,6.40335534,1.24584544,1.78186635,0.01930424,0.35452941,0.04569337,3.20595060,2.55128977,0.91059687
-4.66133067,6.37356043,1.21933408,1.78654442,0.01949110,0.35709244,0.04496044,3.18582369,2.53664867,0.91797509
-4.65532766,6.34110165,1.19226623,1.78940731,0.01963029,0.36037010,0.04429875,3.16379074,2.51796402,0.92581484
-4.64932466,6.30546720,1.16476538,1.79019561,0.01971535,0.36422165,0.04370546,3.13976254,2.49516938,0.93390913
-4.64332166,6.26620210,1.13696633,1.78868409,0.01974100,0.36849636,0.04317615,3.11368752,2.46828754,0.94204553
