energy_ev,total_up,Ag_p_up,Ag_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.75387694,2.99834364,1.27471132,1.77582371,0.12246879,0.00480413,0.89366452,0.00000000
-5.74787394,2.94220235,1.22944864,1.73032857,0.11504792,0.00464243,0.89300529,0.00000000
-5.74187094,2.90461600,1.19362162,1.69414723,0.10889371,0.00450617,0.89907612,0.00000000
-5.73586793,2.88584319,1.16739175,1.66771023,0.10405046,0.00439537,0.91160697,0.00000000
-5.72986493,2.88580600,1.15077419,1.65127063,0.10054929,0.00430962,0.93020459,0.00000000
-5.72386193,2.90407530,1.14363780,1.64488911,0.09840846,0.00424812,0.95435368,0.00000000
-5.71785893,2.93986533,1.14570806,1.64842443,0.09763354,0.00420967,0.98342173,0.00000000
-5.71185593,2.99203892,1.15657297,1.66152987,0.09821762,0.00419267,1.01666758,0.00000000
-5.70585293,3.05912398,1.17569166,1.68365649,0.10014125,0.00419519,1.05325403,0.00000000
-5.69984992,3.13934132,1.20240576,1.71406318,0.10337239,0.00421495,1.09226420,0.00000000
-5.69384692,3.23064326,1.23595291,1.75183351,0.10786616,0.00424940,1.13272142,0.00000000
-5.68784392,3.33076174,1.27548213,1.79589870,0.11356455,0.00429580,1.17361200,0.00000000
-5.68184092,3.43726414,1.32007050,1.84506574,0.12039609,0.00435123,1.21391004,0.00000000
-5.67583792,3.54761464,1.36874062,1.89804967,0.12827552,0.00441275,1.25260353,0.00000000
-5.66983492,3.65923853,1.42047818,1.95350829,0.13710352,0.00447738,1.28872038,0.00000000
-5.66383192,3.76958668,1.47424935,2.01007808,0.14676670,0.00454225,1.32135363,0.00000000
-5.65782891,3.87619766,1.52901722,2.06640957,0.15713769,0.00460462,1.34968446,0.00000000
-5.65182591,3.97675486,1.58375733,2.12120080,0.16807566,0.00466198,1.37300234,0.00000000
-5.64582291,4.06913652,1.63747163,2.17322743,0.17942712,0.00471204,1.39072118,0.00000000
-5.63981991,4.15145697,1.68920102,2.22136860,0.19102728,0.00475283,1.40239112,0.00000000
-5.63381691,4.22209778,1.73803634,2.26462756,0.20270180,0.00478269,1.40770548,0.00000000
-5.62781391,4.27972835,1.78312789,2.30214665,0.21426908,0.00480029,1.40650264,0.00000000
-5.62181091,4.32331583,1.82369355,2.33321650,0.22554306,0.00480465,1.39876320,0.00000000
-5.61580790,4.35212489,1.85902584,2.35727959,0.23633640,0.00479507,1.38460252,0.00000000
-5.60980490,4.36570841,1.88849787,2.37392851,0.24646416,0.00477119,1.36425936,0.00000000
-5.60380190,4.36389034,1.91156862,2.38289971,0.25574762,0.00473291,1.33808133,0.00000000
-5.59779890,4.34674243,1.92778740,2.38406357,0.26401833,0.00468037,1.30650790,0.00000000
-5.59179590,4.31455660,1.93679777,2.37741157,0.27112216,0.00461394,1.27005191,0.00000000
-5.58579290,4.26781475,1.93834080,2.36304179,0.27692318,0.00453415,1.22928050,0.00000000
-5.57978989,4.20715758,1.93225749,2.34114347,0.28130716,0.00444167,1.18479617,0.00000000
-5.57378689,4.13335416,1.91849050,2.31198168,0.28418469,0.00433731,1.13721885,0.00000000
-5.56778389,4.04727319,1.89708460,2.27588276,0.28549358,0.00422197,1.08716948,0.00000000
-5.56178089,3.94985714,1.86818598,2.23322111,0.28520054,0.00409658,1.03525558,0.00000000
-5.55577789,3.84209975,1.83203992,2.18440779,0.28330205,0.00396216,0.98205920,0.00000000
-5.54977489,3.72502726,1.78898694,2.12988119,0.27982431,0.00381975,0.92812728,0.00000000
-5.54377189,3.59968329,1.73945700,2.07009970,0.27482231,0.00367041,0.87396444,0.00000000
-5.53776888,3.46711723,1.68396201,2.00553638,0.26837804,0.00351521,0.82002821,0.00000000
-5.53176588,3.32837570,1.62308651,1.93667539,0.26059796,0.00335523,0.76672634,0.00000000
-5.52576288,3.18449644,1.55747677,1.86400982,0.25160976,0.00319156,0.71441596,0.00000000
-5.51975988,3.03650418,1.48782858,1.78804056,0.24155856,0.00302526,0.66340434,0.00000000
-5.51375688,2.88540761,1.41487397,1.70927573,0.23060290,0.00285739,0.61395078,0.00000000
-5.50775388,2.73219715,1.33936738,1.62823037,0.21891034,0.00268900,0.56626947,0.00000000
-5.50175088,2.57784279,1.26207160,1.54542596,0.20665319,0.00252110,0.52053288,0.00000000
-5.49574787,2.42329166,1.18374401,1.46138942,0.19400432,0.00235467,0.47687551,0.00000000
-5.48974487,2.26946513,1.10512352,1.37665150,0.18113332,0.00219064,0.43539771,0.00000000
-5.48374187,2.11725518,1.02691864,1.29174427,0.16820304,0.00202992,0.39616959,0.00000000
-5.47773887,1.96752011,0.94979693,1.20719781,0.15536665,0.00187331,0.35923461,0.00000000
-5.47173587,1.82107963,0.87437627,1.12353602,0.14276534,0.00172158,0.32461309,0.00000000
-5.46573287,1.67870957,0.80121793,1.04127185,0.13052663,0.00157541,0.29230537,0.00000000
-5.45972986,1.54113650,0.73082169,0.96090195,0.11876322,0.00143541,0.26229475,0.00000000
-5.45372686,1.40903239,0.66362303,0.88290116,0.10757260,0.00130208,0.23455019,0.00000000
-5.44772386,1.28300992,0.59999213,0.80771701,0.09703708,0.00117585,0.20902871,0.00000000
-5.44172086,1.16361843,0.54023480,0.73576460,0.08722434,0.00105705,0.18567770,0.00000000
-5.43571786,1.05134104,0.48459500,0.66742200,0.07818842,0.00094592,0.16443700,0.00000000
-5.42971486,0.94659288,0.43325863,0.60302654,0.06997094,0.00084262,0.14524079,0.00000000
-5.42371186,0.84972079,0.38635853,0.54287198,0.06260256,0.00074720,0.12801943,0.00000000
-5.41770885,0.76100427,0.34398012,0.48720689,0.05610457,0.00065967,0.11270114,0.00000000
-5.41170585,0.68065772,0.30616761,0.43623403,0.05049041,0.00057993,0.09921351,0.00000000
-5.40570285,0.60883385,0.27293027,0.39011087,0.04576716,0.00050784,0.08748487,0.00000000
-5.39969985,0.54562784,0.24424861,0.34895103,0.04193691,0.00044322,0.07744550,0.00000000
-5.39369685,0.49108202,0.22008011,0.31282646,0.03899781,0.00038582,0.06902866,0.00000000
-5.38769385,0.44519072,0.20036434,0.28177021,0.03694494,0.00033539,0.06217128,0.00000000
-5.38169085,0.40790490,0.18502720,0.25577942,0.03577087,0.00029166,0.05681450,0.00000000
-5.37568784,0.37913611,0.17398421,0.23481840,0.03546587,0.00025435,0.05290388,0.00000000
-5.36968484,0.35875966,0.16714278,0.21882142,0.03601789,0.00022321,0.05038929,0.00000000
-5.36368184,0.34661658,0.16440337,0.20769516,0.03741219,0.00019801,0.04922454,0.00000000
-5.35767884,0.34251441,0.16565971,0.20132046,0.03963082,0.00017857,0.04936677,0.00000000
-5.35167584,0.34622675,0.17079808,0.19955351,0.04265188,0.00016477,0.05077547,0.00000000
-5.34567284,0.35749166,0.17969601,0.20222636,0.04644869,0.00015656,0.05341148,0.00000000
-5.33966983,0.37600935,0.19222038,0.20914681,0.05098896,0.00015398,0.05723575,0.00000000
-5.33366683,0.40143936,0.20822559,0.22009794,0.05623406,0.00015718,0.06220812,0.00000000
-5.32766383,0.43339790,0.22755166,0.23483745,0.06213847,0.00016642,0.06828614,0.00000000
-5.32166083,0.47145580,0.25002307,0.25309712,0.06864941,0.00018210,0.07542412,0.00000000
-5.31565783,0.51513770,0.27544820,0.27458271,0.07570695,0.00020477,0.08357235,0.00000000
-5.30965483,0.56392308,0.30362003,0.29897461,0.08324445,0.00023514,0.09267677,0.00000000
-5.30365183,0.61724953,0.33431799,0.32592963,0.09118945,0.00027408,0.10267908,0.00000000
-5.29764882,0.67451877,0.36731136,0.35508397,0.09946505,0.00032263,0.11351727,0.00000000
-5.29164582,0.73510544,0.40236404,0.38605780,0.10799173,0.00038202,0.12512671,0.00000000
-5.28564282,0.79836885,0.43924063,0.41846131,0.11668957,0.00045365,0.13744181,0.00000000
-5.27963982,0.86366728,0.47771370,0.45190223,0.12548078,0.00053908,0.15039801,0.00000000
-5.27363682,0.93037446,0.51757176,0.48599469,0.13429239,0.00064000,0.16393420,0.00000000
-5.26763382,0.99789753,0.55862752,0.52036896,0.14305909,0.00075825,0.17799532,0.00000000
-5.26163082,1.06569553,0.60072592,0.55468181,0.15172582,0.00089572,0.19253506,0.00000000
-5.25562781,1.13329741,0.64375135,0.58862682,0.16025019,0.00105436,0.20751841,0.00000000
-5.24962481,1.20031840,0.68763331,0.62194411,0.16860438,0.00123608,0.22292382,0.00000000
-5.24362181,1.26647374,0.73235014,0.65442887,0.17677645,0.00144273,0.23874494,0.00000000
-5.23761881,1.33158846,0.77793010,0.68593808,0.18477083,0.00167597,0.25499157,0.00000000
-5.23161581,1.39560250,0.82444964,0.71639492,0.19260804,0.00193724,0.27168977,0.00000000
-5.22561281,1.45857044,0.87202845,0.74579034,0.20032343,0.00222765,0.28888105,0.00000000
-5.21960980,1.52065540,0.92082139,0.77418168,0.20796501,0.00254789,0.30662053,0.00000000
-5.21360680,1.58211713,0.97100748,0.80168802,0.21559041,0.00289816,0.32497412,0.00000000
-5.20760380,1.64329460,1.02277636,0.82848249,0.22326314,0.00327809,0.34401481,0.00000000
-5.20160080,1.70458377,1.07631273,0.85478174,0.23104819,0.00368667,0.36381818,0.00000000
-5.19559780,1.76641150,1.13177970,0.88083298,0.23900733,0.00412220,0.38445742,0.00000000
-5.18959480,1.82920698,1.18930183,0.90689925,0.24719420,0.00458228,0.40599796,0.00000000
-5.18359180,1.89337201,1.24894882,0.93324364,0.25564965,0.00506379,0.42849211,0.00000000
-5.17758879,1.95925183,1.31072087,0.96011316,0.26439741,0.00556289,0.45197391,0.00000000
-5.17158579,2.02710789,1.37453649,0.98772320,0.27344048,0.00607513,0.47645449,0.00000000
-5.16558279,2.09709418,1.44022360,1.01624328,0.28275844,0.00659544,0.50191811,0.00000000
-5.15957979,2.16923810,1.50751441,1.04578477,0.29230578,0.00711830,0.52831917,0.00000000
-5.15357679,2.24342700,1.57604443,1.07639131,0.30201150,0.00763783,0.55558014,0.00000000
-5.14757379,2.31940091,1.64535561,1.10803207,0.31177997,0.00814793,0.58359066,0.00000000
-5.14157079,2.39675154,1.71490361,1.14059838,0.32149298,0.00864245,0.61220769,0.00000000
-5.13556778,2.47492755,1.78406847,1.17390355,0.33101300,0.00911533,0.64125655,0.00000000
-5.12956478,2.55324549,1.85216836,1.20768587,0.34018742,0.00956074,0.67053302,0.00000000
-5.12356178,2.63090561,1.91847541,1.24161444,0.34885349,0.00997329,0.69980596,0.00000000
-5.11755878,2.70701160,1.98223289,1.27529748,0.35684396,0.01034807,0.72882065,0.00000000
-5.11155578,2.78059302,2.04267279,1.30829247,0.36399277,0.01068083,0.75730243,0.00000000
-5.10555278,2.85062950,2.09903308,1.34011784,0.37014081,0.01096806,0.78496062,0.00000000
-5.09954977,2.91607538,2.15057380,1.37026537,0.37514136,0.01120699,0.81149261,0.00000000
-5.09354677,2.97588407,2.19659168,1.39821304,0.37886492,0.01139568,0.83658799,0.00000000
-5.08754377,3.02903126,2.23643266,1.42343777,0.38120328,0.01153298,0.85993280,0.00000000
-5.08154077,3.07453653,2.26950247,1.44542772,0.38207272,0.01161850,0.88121388,0.00000000
-5.07553777,3.11148306,2.29527504,1.46369391,0.38141612,0.01165257,0.90012330,0.00000000
-5.06953477,3.13903522,2.31329918,1.47778103,0.37920411,0.01163616,0.91636311,0.00000000
-5.06353177,3.15645430,2.32320368,1.48727726,0.37543516,0.01157081,0.92965032,0.00000000
-5.05752876,3.16311236,2.32470126,1.49182317,0.37013476,0.01145850,0.93972218,0.00000000
-5.05152576,3.15850448,2.31759178,1.49111963,0.36335379,0.01130162,0.94634182,0.00000000
-5.04552276,3.14225955,2.30176495,1.48493469,0.35516627,0.01110284,0.94930415,0.00000000
-5.03951976,3.11414965,2.27720279,1.47310960,0.34566660,0.01086507,0.94844184,0.00000000
-5.03351676,3.07409808,2.24398191,1.45556360,0.33496647,0.01059137,0.94363132,0.00000000
-5.02751376,3.02218575,2.20227557,1.43229776,0.32319172,0.01028494,0.93479836,0.00000000
-5.02151076,2.95865573,2.15235523,1.40339737,0.31047909,0.00994904,0.92192311,0.00000000
-5.01550775,2.88391554,2.09459137,1.36903305,0.29697323,0.00958705,0.90504420,0.00000000
-5.00950475,2.79853671,2.02945309,1.32946011,0.28282383,0.00920237,0.88426157,0.00000000
-5.00350175,2.70325120,1.95750615,1.28501621,0.26818312,0.00879850,0.85973775,0.00000000
-4.99749875,2.59894418,1.87940891,1.23611709,0.25320367,0.00837903,0.83169736,0.00000000
-4.99149575,2.48664316,1.79590603,1.18325034,0.23803653,0.00794762,0.80042473,0.00000000
-4.98549275,2.36750306,1.70781957,1.12696719,0.22282976,0.00750802,0.76625946,0.00000000
-4.97948974,2.24278768,1.61603752,1.06787250,0.20772720,0.00706411,0.72959011,0.00000000
-4.97348674,2.11384762,1.52149997,1.00661317,0.19286763,0.00661983,0.69084614,0.00000000
-4.96748374,1.98209558,1.42518311,0.94386521,0.17838407,0.00617923,0.65048832,0.00000000
-4.96148074,1.84897946,1.32808166,0.88032005,0.16440336,0.00574641,0.60899806,0.00000000
-4.95547774,1.71595460,1.23119029,0.81667034,0.15104593,0.00532551,0.56686609,0.00000000
-4.94947474,1.58445584,1.13548481,0.75359606,0.13842567,0.00492066,0.52458085,0.00000000
-4.94347174,1.45587067,1.04190378,0.69175112,0.12664996,0.00453596,0.48261720,0.00000000
-4.93746873,1.33151441,0.95133140,0.63175125,0.11581971,0.00417544,0.44142587,0.00000000
-4.93146573,1.21260833,0.86458222,0.57416341,0.10602956,0.00384299,0.40142407,0.00000000
-4.92546273,1.10026131,0.78238831,0.51949716,0.09736798,0.00354233,0.36298748,0.00000000
-4.91945973,0.99545571,0.70538921,0.46819816,0.08991742,0.00327699,0.32644410,0.00000000
-4.91345673,0.89903748,0.63412498,0.42064403,0.08375440,0.00305022,0.29206992,0.00000000
-4.90745373,0.81171065,0.56903231,0.37714245,0.07894949,0.00286498,0.26008648,0.00000000
-4.90145073,0.73403597,0.51044361,0.33793141,0.07556712,0.00272391,0.23066036,0.00000000
-4.89544772,0.66643308,0.45858885,0.30318145,0.07366529,0.00262926,0.20390440,0.00000000
-4.88944472,0.60918596,0.41359967,0.27299961,0.07329500,0.00258283,0.17988041,0.00000000
-4.88344172,0.56245070,0.37551550,0.24743466,0.07449953,0.00258600,0.15860317,0.00000000
-4.87743872,0.52626506,0.34429095,0.22648329,0.07731349,0.00263959,0.14004545,0.00000000
-4.87143572,0.50055919,0.31980421,0.21009694,0.08176164,0.00274387,0.12414373,0.00000000
-4.86543272,0.48516684,0.30186599,0.19818893,0.08785763,0.00289850,0.11080428,0.00000000
-4.85942971,0.47983667,0.29022847,0.19064150,0.09560258,0.00310244,0.09990952,0.00000000
-4.85342671,0.48424341,0.28459434,0.18731262,0.10498377,0.00335394,0.09132434,0.00000000
-4.84742371,0.49799862,0.28462538,0.18804246,0.11597326,0.00365051,0.08490220,0.00000000
-4.84142071,0.52066108,0.28995090,0.19265917,0.12852697,0.00398885,0.08049104,0.00000000
-4.83541771,0.55174706,0.30017581,0.20098427,0.14258386,0.00436486,0.07793880,0.00000000
-4.82941471,0.59074039,0.31488852,0.21283728,0.15806572,0.00477365,0.07709867,0.00000000
-4.82341171,0.63710295,0.33366887,0.22804001,0.17487743,0.00520958,0.07783396,0.00000000
-4.81740870,0.69028548,0.35609613,0.24642018,0.19290782,0.00566629,0.08002277,0.00000000
-4.81140570,0.74973907,0.38175726,0.26781473,0.21203128,0.00613685,0.08356235,0.00000000
-4.80540270,0.81492746,0.41025546,0.29207268,0.23210984,0.00661380,0.08837336,0.00000000
-4.79939970,0.88533997,0.44121909,0.31905770,0.25299600,0.00708940,0.09440386,0.00000000
-4.79339670,0.96050491,0.47431067,0.34865021,0.27453597,0.00755574,0.10163318,0.00000000
-4.78739370,1.04000319,0.50923594,0.38074913,0.29657334,0.00800499,0.11007550,0.00000000
-4.78139070,1.12348146,0.54575254,0.41527313,0.31895280,0.00842958,0.11978306,0.00000000
-4.77538769,1.21066430,0.58367792,0.45216127,0.34152403,0.00882245,0.13084893,0.00000000
-4.76938469,1.30136458,0.62289604,0.49137297,0.36414521,0.00917727,0.14340904,0.00000000
-4.76338169,1.39549126,0.66336228,0.53288712,0.38668617,0.00948866,0.15764328,0.00000000
-4.75737869,1.49305385,0.70510617,0.57670026,0.40903085,0.00975235,0.17377557,0.00000000
-4.75137569,1.59416280,0.74823126,0.62282379,0.43107903,0.00996534,0.19207235,0.00000000
-4.74537269,1.69902527,0.79291196,0.67128001,0.45274701,0.01012605,0.21283959,0.00000000
-4.73936968,1.80793583,0.83938693,0.72209720,0.47396745,0.01023431,0.23641785,0.00000000
-4.73336668,1.92126198,0.88794896,0.77530358,0.49468811,0.01029145,0.26317542,0.00000000
-4.72736368,2.03942441,0.93893138,0.83092041,0.51486968,0.01030017,0.29349936,0.00000000
-4.72136068,2.16287264,0.99269129,0.88895432,0.53448284,0.01026453,0.32778449,0.00000000
-4.71535768,2.29205635,1.04959006,0.94938904,0.55350465,0.01018972,0.36642043,0.00000000
-4.70935468,2.42739354,1.10997165,1.01217701,0.57191457,0.01008193,0.40977705,0.00000000
-4.70335168,2.56923658,1.17413978,1.07723082,0.58969036,0.00994805,0.45818848,0.00000000
-4.69734867,2.71783745,1.24233469,1.14441519,0.60680405,0.00979548,0.51193647,0.00000000
-4.69134567,2.87331370,1.31471064,1.21353959,0.62321840,0.00963183,0.57123337,0.00000000
-4.68534267,3.03561666,1.39131531,1.28435186,0.63888399,0.00946464,0.63620577,0.00000000
-4.67933967,3.20450353,1.47207206,1.35653339,0.65373719,0.00930112,0.70687921,0.00000000
-4.67333667,3.37951471,1.55676620,1.42969589,0.66769924,0.00914791,0.78316507,0.00000000
-4.66733367,3.55995791,1.64503610,1.50338027,0.68067645,0.00901087,0.86485013,0.00000000
-4.66133067,3.74490006,1.73636990,1.57705778,0.69256169,0.00889489,0.95158974,0.00000000
-4.65532766,3.93316797,1.83010838,1.65013359,0.70323705,0.00880376,1.04290497,0.00000000
-4.64932466,4.12335828,1.92545412,1.72195295,0.71257769,0.00874009,1.13818434,0.00000000
-4.64332166,4.31385686,2.02148710,1.79181005,0.72045665,0.00870527,1.23669036,0.00000000
-4.63731866,4.50286745,2.11718621,1.85895940,0.72675048,0.00869950,1.33757080,0.00000000
-4.63131566,4.68844887,2.21145630,1.92262967,0.73134546,0.00872180,1.43987457,0.00000000
-4.62531266,4.86855989,2.30315968,1.98203975,0.73414410,0.00877015,1.54257173,0.00000000
-4.61930965,5.04111010,2.39115112,2.03641662,0.73507173,0.00884160,1.64457687,0.00000000
-4.61330665,5.20401527,2.47431491,2.08501466,0.73408270,0.00893243,1.74477510,0.00000000
-4.60730365,5.35525508,2.55160263,2.12713571,0.73116620,0.00903834,1.84204945,0.00000000
-4.60130065,5.49293108,2.62207016,2.16214938,0.72635110,0.00915462,1.93530867,0.00000000
-4.59529765,5.61532265,2.68491221,2.18951283,0.71970990,0.00927634,2.02351416,0.00000000
-4.58929465,5.72093865,2.73949325,2.20878929,0.71136136,0.00939855,2.10570493,0.00000000
-4.58329165,5.80856292,2.78537319,2.21966452,0.70147171,0.00951648,2.18101962,0.00000000
-4.57728864,5.87729158,2.82232703,2.22196066,0.69025445,0.00962565,2.24871460,0.00000000
-4.57128564,5.92656079,2.85035740,2.21564657,0.67796852,0.00972206,2.30817770,0.00000000
-4.56528264,5.95616386,2.86969948,2.20084434,0.66491499,0.00980229,2.35893697,0.00000000
-4.55927964,5.96625716,2.88081803,2.17783143,0.65143218,0.00986360,2.40066460,0.00000000
-4.55327664,5.95735460,2.88439671,2.14703819,0.63788945,0.00990400,2.43317600,0.00000000
-4.54727364,5.93031122,2.88131972,2.10904074,0.62467969,0.00992231,2.45642460,0.00000000
-4.54127064,5.88629649,2.87264676,2.06454926,0.61221077,0.00991814,2.47049281,0.00000000
-4.53526763,5.82675862,2.85958191,2.01439211,0.60089613,0.00989192,2.47558007,0.00000000
-4.52926463,5.75338147,2.84343761,1.95949610,0.59114480,0.00984484,2.47198878,0.00000000
-4.52326163,5.66803551,2.82559498,1.90086368,0.58335103,0.00977881,2.46010896,0.00000000
-4.51725863,5.57272489,2.80746167,1.83954777,0.57788384,0.00969639,2.44040253,0.00000000
-4.51125563,5.46953248,2.79042875,1.77662504,0.57507687,0.00960069,2.41338783,0.00000000
-4.50525263,5.36056445,2.77582783,1.71316857,0.57521857,0.00949527,2.37962518,0.00000000
-4.49924962,5.24789634,2.76488979,1.65022082,0.57854323,0.00938405,2.33970369,0.00000000
-4.49324662,5.13352193,2.75870627,1.58876772,0.58522291,0.00927112,2.29422971,0.00000000
-4.48724362,5.01930625,2.75819500,1.52971475,0.59536065,0.00916068,2.24381698,0.00000000
-4.48124062,4.90694370,2.76406997,1.47386561,0.60898495,0.00905685,2.18907844,0.00000000
-4.47523762,4.79792221,2.77681711,1.42190423,0.62604595,0.00896356,2.13061954,0.00000000
-4.46923462,4.69349391,2.79667630,1.37438043,0.64641320,0.00888441,2.06903284,0.00000000
-4.46323162,4.59465281,2.82362992,1.33169959,0.66987532,0.00882253,2.00489355,0.00000000
-4.45722861,4.50211975,2.85739859,1.29411660,0.69614148,0.00878047,1.93875597,0.00000000
-4.45122561,4.41633472,2.89744392,1.26173398,0.72484480,0.00876010,1.87115043,0.00000000
-4.44522261,4.33745660,2.94297856,1.23450421,0.75554768,0.00876251,1.80258064,0.00000000
-4.43921961,4.26537025,2.99298310,1.21223608,0.78774899,0.00878792,1.73352156,0.00000000
-4.43321661,4.19970079,3.04622982,1.19460468,0.82089303,0.00883570,1.66441754,0.00000000
-4.42721361,4.13983477,3.10131252,1.18116481,0.85438011,0.00890429,1.59568110,0.00000000
-4.42121061,4.08494796,3.15668202,1.17136727,0.88757870,0.00899124,1.52769229,0.00000000
-4.41520760,4.03403903,3.21068641,1.16457763,0.91983868,0.00909326,1.46079890,0.00000000
-4.40920460,3.98596872,3.26161516,1.16009685,0.95050576,0.00920630,1.39531756,0.00000000
-4.40320160,3.93950335,3.30774605,1.15718330,0.97893644,0.00932566,1.33153605,0.00000000
-4.39719860,3.89336190,3.34739368,1.15507556,1.00451341,0.00944609,1.26971654,0.00000000
-4.39119560,3.84626520,3.37895823,1.15301531,1.02666082,0.00956202,1.21010011,0.00000000
-4.38519260,3.79698604,3.40097324,1.15026983,1.04485922,0.00966770,1.15291200,0.00000000
-4.37918959,3.74439848,3.41215081,1.14615346,1.05865955,0.00975742,1.09836771,0.00000000
-4.37318659,3.68752494,3.41142305,1.14004739,1.06769590,0.00982571,1.04667942,0.00000000
-4.36718359,3.62557922,3.39797827,1.13141734,1.07169662,0.00986757,0.99806235,0.00000000
-4.36118059,3.55800401,3.37129083,1.11982855,1.07049335,0.00987864,0.95274059,0.00000000
-4.35517759,3.48450132,3.33114352,1.10495770,1.06402769,0.00985544,0.91095205,0.00000000
-4.34917459,3.40505455,3.27764164,1.08660146,1.05235531,0.00979547,0.87295185,0.00000000
-4.34317159,3.31994115,3.21121833,1.06468136,1.03564713,0.00969741,0.83901383,0.00000000
-4.33716858,3.22973534,3.13263064,1.03924499,1.01418770,0.00956120,0.80942980,0.00000000
-4.33116558,3.13530028,3.04294666,1.01046346,0.98837064,0.00938811,0.78450635,0.00000000
-4.32516258,3.03777017,2.94352378,0.97862525,0.95869121,0.00918076,0.76455890,0.00000000
-4.31915958,2.93852252,2.83597902,0.94412682,0.92573637,0.00894309,0.74990329,0.00000000
-4.31315658,2.83914164,2.72215217,0.90746027,0.89017237,0.00868036,0.74084488,0.00000000
-4.30715358,2.74137473,2.60406308,0.86919860,0.85273045,0.00839899,0.73766558,0.00000000
