energy_ev,total_up,As_p_up,As_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,9.74491448,2.13135793,0.00000000,1.99210539,7.24040848,1.95181596,0.00000000
-5.99399700,9.82257747,2.13202451,0.00000000,2.04244868,7.28446629,1.98221899,0.00000000
-5.98799400,9.90322837,2.13255702,0.00000000,2.10040059,7.32629925,2.01513675,0.00000000
-5.98199100,9.98623315,2.13279105,0.00000000,2.16563564,7.36548975,2.05055279,0.00000000
-5.97598799,10.07106873,2.13260437,0.00000000,2.23779734,7.40174246,2.08844653,0.00000000
-5.96998499,10.15730341,2.13191422,0.00000000,2.31648929,7.43487402,2.12878254,0.00000000
-5.96398199,10.24456829,2.13067174,0.00000000,2.40126413,7.46479581,2.17149915,0.00000000
-5.95797899,10.33252177,2.12885365,0.00000000,2.49161130,7.49149076,2.21649729,0.00000000
-5.95197599,10.42080928,2.12645183,0.00000000,2.58694451,7.51498565,2.26363012,0.00000000
-5.94597299,10.50902130,2.12346126,0.00000000,2.68658998,7.53532077,2.31269421,0.00000000
-5.93996998,10.59665215,2.11986717,0.00000000,2.78977662,7.55251861,2.36342294,0.00000000
-5.93396698,10.68306261,2.11563226,0.00000000,2.89562908,7.56655356,2.41548257,0.00000000
-5.92796398,10.76744900,2.11068477,0.00000000,3.00316474,7.57732463,2.46847119,0.00000000
-5.92196098,10.84882092,2.10490844,0.00000000,3.11129530,7.58463273,2.52192098,0.00000000
-5.91595798,10.92598958,2.09813504,0.00000000,3.21883346,7.58816411,2.57530341,0.00000000
-5.90995498,10.99756787,2.09014017,0.00000000,3.32450507,7.58748103,2.62803744,0.00000000
-5.90395198,11.06198262,2.08064295,0.00000000,3.42696646,7.58202032,2.67950005,0.00000000
-5.89794897,11.11749898,2.06930971,0.00000000,3.52482676,7.57110010,2.72903879,0.00000000
-5.89194597,11.16225580,2.05576187,0.00000000,3.61667441,7.55393440,2.77598560,0.00000000
-5.88594297,11.19431056,2.03958768,0.00000000,3.70110692,7.52965483,2.81967109,0.00000000
-5.87993997,11.21169152,2.02035735,0.00000000,3.77676274,7.49733829,2.85943881,0.00000000
-5.87393697,11.21245477,1.99764089,0.00000000,3.84235389,7.45603919,2.89465863,0.00000000
-5.86793397,11.19474320,1.97102763,0.00000000,3.89669808,7.40482437,2.92473887,0.00000000
-5.86193097,11.15684464,1.94014646,0.00000000,3.93874883,7.34280911,2.94913658,0.00000000
-5.85592796,11.09724665,1.90468563,0.00000000,3.96762239,7.26919228,2.96736594,0.00000000
-5.84992496,11.01468555,1.86441091,0.00000000,3.98262053,7.18328912,2.97900457,0.00000000
-5.84392196,10.90818792,1.81918118,0.00000000,3.98324817,7.08456026,2.98369798,0.00000000
-5.83791896,10.77710336,1.76896046,0.00000000,3.96922544,6.97263585,2.98116241,0.00000000
-5.83191596,10.62112795,1.71382573,0.00000000,3.94049395,6.84733437,2.97118659,0.00000000
-5.82591296,10.44031836,1.65397005,0.00000000,3.89721726,6.70867568,2.95363274,0.00000000
-5.81990995,10.23509723,1.58970089,0.00000000,3.83977599,6.55688846,2.92843753,0.00000000
-5.81390695,10.00625072,1.52143375,0.00000000,3.76875813,6.39241261,2.89561338,0.00000000
-5.80790395,9.75491957,1.44968135,0.00000000,3.68494527,6.21589701,2.85525046,0.00000000
-5.80190095,9.48258505,1.37503921,0.00000000,3.58929567,6.02819363,2.80751974,0.00000000
-5.79589795,9.19105116,1.29816821,0.00000000,3.48292516,5.83034865,2.75267699,0.00000000
-5.78989495,8.88242411,1.21977517,0.00000000,3.36708649,5.62359143,2.69106774,0.00000000
-5.78389195,8.55909021,1.14059235,0.00000000,3.24314826,5.40932179,2.62313275,0.00000000
-5.77788894,8.22369253,1.06135698,0.00000000,3.11257379,5.18909616,2.54941343,0.00000000
-5.77188594,7.87910647,0.98279163,0.00000000,2.97690066,4.96461264,2.47055676,0.00000000
-5.76588294,7.52841418,0.90558624,0.00000000,2.83772101,4.73769501,2.38731867,0.00000000
-5.75987994,7.17487722,0.83038254,0.00000000,2.69666310,4.51027551,2.30056543,0.00000000
-5.75387694,6.82190695,0.75776131,0.00000000,2.55537379,4.28437598,2.21127211,0.00000000
-5.74787394,6.47303180,0.68823275,0.00000000,2.41550215,4.06208713,2.12051769,0.00000000
-5.74187094,6.13186096,0.62223012,0.00000000,2.27868398,3.84554547,2.02947624,0.00000000
-5.73586793,5.80204387,0.56010651,0.00000000,2.14652702,3.63690774,1.93940420,0.00000000
-5.72986493,5.48722554,0.50213457,0.00000000,2.02059680,3.43832273,1.85162349,0.00000000
-5.72386193,5.19099763,0.44850889,0.00000000,1.90240297,3.25190059,1.76750104,0.00000000
-5.71785893,4.91684616,0.39935050,0.00000000,1.79338601,3.07968006,1.68842500,0.00000000
-5.71185593,4.66809647,0.35471305,0.00000000,1.69490448,2.92359410,1.61577849,0.00000000
-5.70585293,4.44785684,0.31459024,0.00000000,1.60822275,2.78543466,1.55091168,0.00000000
-5.69984992,4.25896234,0.27892384,0.00000000,1.53449944,2.66681774,1.49511320,0.00000000
-5.69384692,4.10392028,0.24761203,0.00000000,1.47477671,2.56914950,1.44958193,0.00000000
-5.68784392,3.98485937,0.22051749,0.00000000,1.42997057,2.49359470,1.41540005,0.00000000
-5.68184092,3.90348394,0.19747508,0.00000000,1.40086243,2.44104852,1.39350845,0.00000000
-5.67583792,3.86103497,0.17829865,0.00000000,1.38809194,2.41211266,1.38468520,0.00000000
-5.66983492,3.85825909,0.16278704,0.00000000,1.39215128,2.40707673,1.38952774,0.00000000
-5.66383192,3.89538677,0.15072898,0.00000000,1.41338082,2.42590551,1.40843932,0.00000000
-5.65782891,3.97212017,0.14190700,0.00000000,1.45196610,2.46823266,1.44162000,0.00000000
-5.65182591,4.08763117,0.13610027,0.00000000,1.50793600,2.53336112,1.48906218,0.00000000
-5.64582291,4.24056956,0.13308658,0.00000000,1.58116177,2.62027029,1.55055066,0.00000000
-5.63981991,4.42908090,0.13264346,0.00000000,1.67135685,2.72762984,1.62566697,0.00000000
-5.63381691,4.65083359,0.13454869,0.00000000,1.77807694,2.85381977,1.71379747,0.00000000
-5.62781391,4.90305416,0.13858030,0.00000000,1.90072031,2.99695623,1.81414477,0.00000000
-5.62181091,5.18256963,0.14451624,0.00000000,2.03852785,3.15492235,1.92574179,0.00000000
-5.61580790,5.48585568,0.15213396,0.00000000,2.19058297,3.32540332,2.04746788,0.00000000
-5.60980490,5.80908931,0.16120986,0.00000000,2.35581109,3.50592477,2.17806631,0.00000000
-5.60380190,6.14820453,0.17151895,0.00000000,2.53297887,3.69389345,2.31616247,0.00000000
-5.59779890,6.49894963,0.18283476,0.00000000,2.72069353,3.88663914,2.46028223,0.00000000
-5.59179590,6.85694483,0.19492948,0.00000000,2.91740239,4.08145680,2.60887007,0.00000000
-5.58579290,7.21773908,0.20757455,0.00000000,3.12139347,4.27564798,2.76030652,0.00000000
-5.57978989,7.57686490,0.22054158,0.00000000,3.33079760,4.46656042,2.91292479,0.00000000
-5.57378689,7.92989063,0.23360373,0.00000000,3.54359296,4.65162510,3.06502648,0.00000000
