energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.36468234,2.12436630,0.46918635,0.20909428,0.00222092,0.29191382,0.04157966,1.19149959,0.87219067,0.37084843
-3.35867934,2.09496463,0.45783769,0.20100962,0.00192444,0.27838351,0.03882384,1.19479227,0.86264376,0.37656673
-3.35267634,2.06254078,0.44538604,0.19294577,0.00165662,0.26429206,0.03609430,1.19658807,0.85147020,0.38152506
-3.34667334,2.02732403,0.43199038,0.18496744,0.00141690,0.24981101,0.03341192,1.19681697,0.83877154,0.38561212
-3.34067034,1.98955700,0.41781526,0.17713083,0.00120426,0.23510839,0.03079543,1.19542411,0.82466341,0.38873318
-3.33466733,1.94949603,0.40302774,0.16948338,0.00101738,0.22034550,0.02826126,1.19237305,0.80927470,0.39081346
-3.32866433,1.90741039,0.38779447,0.16206365,0.00085467,0.20567406,0.02582353,1.18764767,0.79274611,0.39180057
-3.32266133,1.86358039,0.37227876,0.15490150,0.00071441,0.19123382,0.02349395,1.18125278,0.77522809,0.39166596
-3.31665833,1.81829447,0.35663785,0.14801846,0.00059483,0.17715066,0.02128195,1.17321346,0.75687817,0.39040524
-3.31065533,1.77184537,0.34102043,0.14142827,0.00049418,0.16353516,0.01919466,1.16357315,0.73785788,0.38803766
-3.30465233,1.72452577,0.32556442,0.13513766,0.00041083,0.15048175,0.01723711,1.15239091,0.71832935,0.38460465
-3.29864932,1.67662351,0.31039517,0.12914719,0.00034330,0.13806835,0.01541233,1.13973793,0.69845180,0.38016766
-3.29264632,1.62841701,0.29562401,0.12345223,0.00029038,0.12635649,0.01372153,1.12569361,0.67837810,0.37480547
-3.28664332,1.58017091,0.28134734,0.11804399,0.00025111,0.11539191,0.01216431,1.11034171,0.65825164,0.36861112
-3.28064032,1.53213261,0.26764614,0.11291058,0.00022491,0.10520550,0.01073886,1.09376653,0.63820358,0.36168879
-3.27463732,1.48452975,0.25458607,0.10803814,0.00021157,0.09581460,0.00944220,1.07604980,0.61835083,0.35415066
-3.26863432,1.43756906,0.24221812,0.10341183,0.00021138,0.08722464,0.00827039,1.05726817,0.59879464,0.34611405
-3.26263132,1.39143663,0.23057969,0.09901684,0.00022509,0.07943086,0.00721874,1.03749170,0.57962023,0.33769891
-3.25662831,1.34629964,0.21969629,0.09483937,0.00025406,0.07242031,0.00628205,1.01678330,0.56089707,0.32902582
-3.25062531,1.30230968,0.20958353,0.09086741,0.00030029,0.06617383,0.00545479,0.99519921,0.54268022,0.32021448
-3.24462231,1.25960725,0.20024961,0.08709151,0.00036648,0.06066808,0.00473130,0.97279053,0.52501233,0.31138280
-3.23861931,1.21832741,0.19169799,0.08350541,0.00045611,0.05587755,0.00410595,0.94960544,0.50792633,0.30264643
-3.23261631,1.17860606,0.18393020,0.08010654,0.00057352,0.05177642,0.00357329,0.92569221,0.49144863,0.29411880
-3.22661331,1.14058654,0.17694874,0.07689640,0.00072401,0.04834032,0.00312817,0.90110251,0.47560255,0.28591141
-3.22061031,1.10442598,0.17075972,0.07388081,0.00091384,0.04554778,0.00276585,0.87589491,0.46041185,0.27813433
-3.21460730,1.07030090,0.16537539,0.07107001,0.00115037,0.04338156,0.00248206,0.85013817,0.44590398,0.27089675
-3.20860430,1.03841166,0.16081604,0.06847863,0.00144206,0.04182953,0.00227304,0.82391405,0.43211296,0.26430734
-3.20260130,1.00898520,0.15711155,0.06612548,0.00179850,0.04088535,0.00213555,0.79731954,0.41908154,0.25847442
-3.19659830,0.98227560,0.15430213,0.06403322,0.00223042,0.04054868,0.00206689,0.77046804,0.40686254,0.25350558
-3.19059530,0.95856245,0.15243835,0.06222784,0.00274965,0.04082511,0.00206483,0.74348956,0.39551918,0.24950696
-3.18459230,0.93814650,0.15158029,0.06073803,0.00336902,0.04172564,0.00212753,0.71652975,0.38512439,0.24658176
-3.17858929,0.92134286,0.15179600,0.05959431,0.00410226,0.04326579,0.00225349,0.68974782,0.37575891,0.24482832
-3.17258629,0.90847169,0.15315892,0.05882814,0.00496375,0.04546445,0.00244139,0.66331336,0.36750852,0.24433744
-3.16658329,0.89984672,0.15574475,0.05847078,0.00596834,0.04834229,0.00268998,0.63740223,0.36046017,0.24518937
-3.16058029,0.89576200,0.15962758,0.05855213,0.00713094,0.05192001,0.00299795,0.61219180,0.35469745,0.24745028
-3.15457729,0.89647741,0.16487549,0.05909947,0.00846621,0.05621640,0.00336373,0.58785560,0.35029550,0.25116850
-3.14857429,0.90220366,0.17154595,0.06013615,0.00998801,0.06124625,0.00378540,0.56455788,0.34731564,0.25637085
-3.14257129,0.91308737,0.17968102,0.06168025,0.01170895,0.06701826,0.00426049,0.54244820,0.34580004,0.26305897
-3.13656828,0.92919714,0.18930276,0.06374336,0.01363977,0.07353309,0.00478592,0.52165644,0.34576666,0.27120618
-3.13056528,0.95051119,0.20040892,0.06632939,0.01578873,0.08078149,0.00535781,0.50228835,0.34720488,0.28075489
-3.12456228,0.97690751,0.21296936,0.06943353,0.01816096,0.08874284,0.00597151,0.48442203,0.35007194,0.29161491
-3.11855928,1.00815689,0.22692320,0.07304146,0.02075784,0.09738395,0.00662149,0.46810534,0.35429052,0.30366273
-3.11255628,1.04391963,0.24217696,0.07712868,0.02357636,0.10665834,0.00730141,0.45335443,0.35974763,0.31674196
-3.10655328,1.08374595,0.25860392,0.08166024,0.02660860,0.11650609,0.00800414,0.44015337,0.36629492,0.33066500
-3.10055028,1.12708058,0.27604468,0.08659069,0.02984118,0.12685410,0.00872191,0.42845495,0.37375044,0.34521600
-3.09454727,1.17327133,0.29430900,0.09186442,0.03325497,0.13761697,0.00944641,0.41818241,0.38190184,0.36015502
-3.08854427,1.22158148,0.31317890,0.09741626,0.03682487,0.14869841,0.01016905,0.40923226,0.39051094,0.37522325
-3.08254127,1.27120557,0.33241286,0.10317249,0.04051974,0.15999306,0.01088116,0.40147767,0.39931953,0.39014927
-3.07653827,1.32128812,0.35175113,0.10905211,0.04430259,0.17138872,0.01157425,0.39477260,0.40805607,0.40465591
-3.07053527,1.37094433,0.37092176,0.11496838,0.04813094,0.18276890,0.01224025,0.38895628,0.41644319,0.41846764
-3.06453227,1.41928224,0.38964721,0.12083065,0.05195747,0.19401551,0.01287184,0.38385789,0.42420551,0.43131800
-3.05852926,1.46542518,0.40765125,0.12654632,0.05573078,0.20501159,0.01346263,0.37930137,0.43107761,0.44295695
-3.05252626,1.50853380,0.42466590,0.13202296,0.05939648,0.21564396,0.01400742,0.37511008,0.43681176,0.45315763
-3.04652326,1.54782671,0.44043800,0.13717041,0.06289842,0.22580573,0.01450234,0.37111120,0.44118502,0.46172235
-3.04052026,1.58259901,0.45473534,0.14190294,0.06618009,0.23539836,0.01494502,0.36713986,0.44400562,0.46848755
-3.03451726,1.61223793,0.46735190,0.14614124,0.06918609,0.24433342,0.01533457,0.36304280,0.44511814,0.47332755
-3.02851426,1.63623520,0.47811222,0.14981432,0.07186379,0.25253385,0.01567161,0.35868158,0.44440754,0.47615683
-3.02251126,1.65419571,0.48687462,0.15286110,0.07416483,0.25993475,0.01595818,0.35393523,0.44180168,0.47693091
-3.01650825,1.66584242,0.49353328,0.15523183,0.07604673,0.26648363,0.01619754,0.34870242,0.43727248,0.47564589
-3.01050525,1.67101751,0.49801918,0.15688910,0.07747429,0.27214027,0.01639400,0.34290309,0.43083556,0.47233651
-3.00450225,1.66967997,0.50029988,0.15780858,0.07842083,0.27687615,0.01655263,0.33647949,0.42254856,0.46707317
-2.99849925,1.66190016,0.50037834,0.15797936,0.07886924,0.28067363,0.01667896,0.32939681,0.41250819,0.45995787
-2.99249625,1.64785176,0.49829089,0.15740402,0.07881269,0.28352493,0.01677864,0.32164326,0.40084618,0.45111955
-2.98649325,1.62780171,0.49410453,0.15609827,0.07825510,0.28543098,0.01685715,0.31322972,0.38772444,0.44070886
-2.98049025,1.60209886,0.48791372,0.15409035,0.07721124,0.28640041,0.01691950,0.30418896,0.37332956,0.42889287
-2.97448724,1.57116189,0.47983693,0.15142014,0.07570650,0.28644859,0.01696993,0.29457452,0.35786699,0.41584983
-2.96848424,1.53546716,0.47001308,0.14813807,0.07377627,0.28559691,0.01701174,0.28445917,0.34155507,0.40176425
-2.96248124,1.49553693,0.45859800,0.14430379,0.07146516,0.28387234,0.01704713,0.27393315,0.32461921,0.38682251
-2.95647824,1.45192840,0.44576109,0.13998475,0.06882576,0.28130725,0.01707712,0.26310204,0.30728635,0.37120910
-2.95047524,1.40522386,0.43168224,0.13525473,0.06591727,0.27793952,0.01710159,0.25208450,0.28978002,0.35510364
-2.94447224,1.35602197,0.41654902,0.13019222,0.06280395,0.27381293,0.01711934,0.24100974,0.27231587,0.33867860
-2.93846923,1.30493036,0.40055420,0.12487892,0.05955341,0.26897761,0.01712828,0.23001490,0.25509805,0.32209777
-2.93246623,1.25255920,0.38389349,0.11939817,0.05623486,0.26349071,0.01712561,0.21924220,0.23831628,0.30551536
-2.92646323,1.19951583,0.36676357,0.11383352,0.05291736,0.25741693,0.01710816,0.20883614,0.22214368,0.28907566
-2.92046023,1.14639995,0.34936022,0.10826732,0.04966811,0.25082900,0.01707262,0.19894054,0.20673539,0.27291309
-2.91445723,1.09379927,0.33187653,0.10277941,0.04655086,0.24380793,0.01701595,0.18969560,0.19222776,0.25715251
-2.90845423,1.04228528,0.31450120,0.09744598,0.04362446,0.23644289,0.01693563,0.18123496,0.17873830,0.24190969
-2.90245123,0.99240893,0.29741674,0.09233840,0.04094158,0.22883078,0.01683001,0.17368283,0.16636604,0.22729178
-2.89644822,0.94469618,0.28079766,0.08752236,0.03854767,0.22107537,0.01669853,0.16715122,0.15519235,0.21339776
-2.89044522,0.89964319,0.26480864,0.08305697,0.03648010,0.21328603,0.01654197,0.16173727,0.14528217,0.20031870
-2.88444222,0.85771147,0.24960269,0.07899406,0.03476755,0.20557607,0.01636257,0.15752086,0.13668549,0.18813798
-2.87843922,0.81932288,0.23531938,0.07537765,0.03342964,0.19806078,0.01616412,0.15456247,0.12943910,0.17693131
-2.87243622,0.78485492,0.22208324,0.07224351,0.03247680,0.19085525,0.01595199,0.15290134,0.12356854,0.16676676
-2.86643322,0.75463663,0.21000236,0.06961894,0.03191030,0.18407208,0.01573301,0.15255412,0.11909016,0.15770470
-2.86043022,0.72894527,0.19916750,0.06752270,0.03172261,0.17781909,0.01551541,0.15351396,0.11601346,0.14979795
-2.85442721,0.70800444,0.18965152,0.06596509,0.03189787,0.17219725,0.01530859,0.15575027,0.11434342,0.14309199
-2.84842421,0.69198376,0.18150950,0.06494837,0.03241259,0.16729888,0.01512294,0.15920901,0.11408312,0.13762550
-2.84242121,0.68100044,0.17477942,0.06446718,0.03323650,0.16320619,0.01496952,0.16381374,0.11523629,0.13343119
-2.83641821,0.67512301,0.16948360,0.06450936,0.03433360,0.15999049,0.01485986,0.16946733,0.11781007,0.13053703
-2.83041521,0.67437704,0.16563072,0.06505679,0.03566336,0.15771176,0.01480562,0.17605445,0.12181767,0.12896772
-2.82441221,0.67875292,0.16321850,0.06608654,0.03718193,0.15641899,0.01481833,0.18344463,0.12728095,0.12874663
-2.81840920,0.68821532,0.16223687,0.06757208,0.03884360,0.15615100,0.01490915,0.19149597,0.13423284,0.12989781
-2.81240620,0.70271379,0.16267151,0.06948453,0.04060215,0.15693776,0.01508860,0.20005932,0.14271928,0.13244816
-2.80640320,0.72219412,0.16450755,0.07179412,0.04241239,0.15880218,0.01536638,0.20898276,0.15280074,0.13642958
-2.80040020,0.74660936,0.16773322,0.07447139,0.04423148,0.16176213,0.01575116,0.21811622,0.16455296,0.14188072
-2.79439720,0.77593010,0.17234321,0.07748852,0.04602035,0.16583260,0.01625042,0.22731611,0.17806674,0.14884844
-2.78839420,0.81015280,0.17834152,0.08082035,0.04774489,0.17102774,0.01687034,0.23644957,0.19344669,0.15738847
-2.78239120,0.84930550,0.18574344,0.08444522,0.04937701,0.17736272,0.01761564,0.24539832,0.21080869,0.16756525
-2.77638819,0.89345015,0.19457660,0.08834556,0.05089545,0.18485502,0.01848950,0.25406180,0.23027602,0.17945073
-2.77038519,0.94268099,0.20488087,0.09250807,0.05228638,0.19352526,0.01949346,0.26235949,0.25197399,0.19312206
-2.76438219,0.99711842,0.21670684,0.09692361,0.05354361,0.20339717,0.02062728,0.27023215,0.27602329,0.20865800
-2.75837919,1.05689841,0.23011306,0.10158670,0.05466860,0.21449677,0.02188889,0.27764215,0.30253201,0.22613418
-2.75237619,1.12215755,0.24516187,0.10649464,0.05567003,0.22685070,0.02327422,0.28457260,0.33158654,0.24561729
-2.74637319,1.19301401,0.26191409,0.11164632,0.05656315,0.24048366,0.02477717,0.29102550,0.36324184,0.26715827
-2.74037019,1.26954543,0.28042253,0.11704072,0.05736871,0.25541508,0.02638947,0.29701891,0.39751125,0.29078491
-2.73436718,1.35176455,0.30072491,0.12267533,0.05811170,0.27165522,0.02810059,0.30258346,0.43435650,0.31649408
-2.72836418,1.43959398,0.32283618,0.12854431,0.05881992,0.28920073,0.02989772,0.30775814,0.47367830,0.34424405
-2.72236118,1.53284147,0.34674091,0.13463677,0.05952226,0.30803008,0.03176573,0.31258589,0.51530832,0.37394731
-2.71635818,1.63117727,0.37238603,0.14093513,0.06024704,0.32809902,0.03368720,0.31710908,0.55900287,0.40546440
-2.71035518,1.73411513,0.39967445,0.14741366,0.06102028,0.34933638,0.03564252,0.32136522,0.60443902,0.43859914
-2.70435218,1.84099840,0.42845986,0.15403739,0.06186409,0.37164056,0.03761006,0.32538309,0.65121357,0.47309571
-2.69834917,1.95099242,0.45854333,0.16076137,0.06279520,0.39487680,0.03956640,0.32917962,0.69884522,0.50863799
-2.69234617,2.06308443,0.48967185,0.16753046,0.06382374,0.41887578,0.04148666,0.33275755,0.74678020,0.54485135
-2.68634317,2.17609140,0.52153908,0.17427960,0.06495234,0.44343331,0.04334492,0.33610413,0.79440141,0.58130709
-2.68034017,2.28867619,0.55378866,0.18093455,0.06617558,0.46831167,0.04511469,0.33919081,0.84104097,0.61752956
-2.67433717,2.39937184,0.58601979,0.18741323,0.06747974,0.49324231,0.04676947,0.34197401,0.88599587,0.65300581
-2.66833417,2.50661331,0.61779527,0.19362748,0.06884308,0.51793006,0.04828335,0.34439681,0.92854615,0.68719757
-2.66233117,2.60877569,0.64865160,0.19948519,0.07023641,0.54205873,0.04963165,0.34639153,0.96797510,0.71955508
-2.65632816,2.70421734,0.67811086,0.20489282,0.07162402,0.56529787,0.05079156,0.34788297,1.00359062,0.74953241
-2.65032516,2.79132639,0.70569391,0.20975802,0.07296500,0.58731049,0.05174276,0.34879210,1.03474676,0.77660340
-2.64432216,2.86856841,0.73093441,0.21399245,0.07421473,0.60776144,0.05246803,0.34904005,1.06086462,0.80027792
-2.63831916,2.93453352,0.75339301,0.21751444,0.07532666,0.62632612,0.05295376,0.34855212,1.08145171,0.82011730
-2.63231616,2.98798060,0.77267107,0.22025162,0.07625404,0.64269927,0.05319037,0.34726163,1.09611867,0.83574869
-2.62631316,3.02787677,0.78842349,0.22214323,0.07695188,0.65660325,0.05317268,0.34511329,1.10459279,0.84687736
-2.62031016,3.05343061,0.80036979,0.22314206,0.07737867,0.66779583,0.05290005,0.34206623,1.10672765,0.85329661
-2.61430715,3.06411743,0.80830318,0.22321602,0.07749807,0.67607694,0.05237651,0.33809619,1.10250836,0.85489466
-2.60830415,3.05969585,0.81209716,0.22234917,0.07728032,0.68129416,0.05161065,0.33319713,1.09205224,0.85165846
-2.60230115,3.04021507,0.81170925,0.22054231,0.07670347,0.68334698,0.05061543,0.32738199,1.07560497,0.84367404
-2.59629815,3.00601259,0.80718192,0.21781297,0.07575418,0.68218943,0.04940785,0.32068279,1.05353240,0.83112359
-2.59029515,2.95770296,0.79864061,0.21419501,0.07442829,0.67783121,0.04800849,0.31315002,1.02630839,0.81427943
-2.58429215,2.89615806,0.78628891,0.20973766,0.07273094,0.67033732,0.04644100,0.30485142,0.99449942,0.79349503
-2.57828914,2.82248030,0.77040141,0.20450425,0.07067640,0.65982616,0.04473150,0.29587035,0.95874661,0.76919383
-2.57228614,2.73796982,0.75131432,0.19857058,0.06828755,0.64646640,0.04290787,0.28630377,0.91974602,0.74185611
-2.56628314,2.64408756,0.72941459,0.19202304,0.06559510,0.63047268,0.04099919,0.27625998,0.87822819,0.71200472
-2.56028014,2.54241573,0.70512799,0.18495661,0.06263645,0.61210037,0.03903500,0.26585631,0.83493769,0.68019011
-2.55427714,2.43461742,0.67890657,0.17747277,0.05945454,0.59163971,0.03704474,0.25521689,0.79061355,0.64697546
-2.54827414,2.32239693,0.65121633,0.16967739,0.05609641,0.56940945,0.03505720,0.24447044,0.74597138,0.61292237
-2.54227114,2.20746230,0.62252543,0.16167882,0.05261181,0.54575031,0.03310006,0.23374840,0.70168762,0.57857764
-2.53626813,2.09149121,0.59329343,0.15358597,0.04905172,0.52101848,0.03119952,0.22318327,0.65838655,0.54446152
-2.53026513,1.97610122,0.56396206,0.14550670,0.04546704,0.49557930,0.02938005,0.21290722,0.61663015,0.51105775
-2.52426213,1.86282485,0.53494755,0.13754642,0.04190724,0.46980132,0.02766422,0.20305102,0.57691109,0.47880568
-2.51825913,1.75308992,0.50663493,0.12980684,0.03841931,0.44405088,0.02607267,0.19374328,0.53964866,0.44809428
-2.51225613,1.64820510,0.47937414,0.12238510,0.03504683,0.41868721,0.02462418,0.18510973,0.50518748,0.41925831
-2.50625313,1.54935024,0.45347788,0.11537296,0.03182920,0.39405814,0.02333570,0.17727280,0.47379873,0.39257632
-2.50025013,1.45757110,0.42922118,0.10885628,0.02880114,0.37049639,0.02222262,0.17035110,0.44568333,0.36827035
-2.49424712,1.37377764,0.40684214,0.10291454,0.02599237,0.34831641,0.02129888,0.16445889,0.42097677,0.34650708
-2.48824412,1.29874494,0.38654370,0.09762055,0.02342751,0.32781158,0.02057724,0.15970533,0.39975495,0.32740011
-2.48224112,1.23311600,0.36849607,0.09304006,0.02112605,0.30925183,0.02006938,0.15619352,0.38204055,0.31101308
-2.47623812,1.17740528,0.35283922,0.08923143,0.01910260,0.29288145,0.01978603,0.15401913,0.36780962,0.29736337
-2.47023512,1.13200233,0.33968538,0.08624519,0.01736713,0.27891689,0.01973703,0.15326866,0.35699772,0.28642602
-2.46423212,1.09717459,0.32912090,0.08412347,0.01592534,0.26754473,0.01993122,0.15401730,0.34950551,0.27813781
-2.45822911,1.07306898,0.32120752,0.08289931,0.01477902,0.25891934,0.02037631,0.15632630,0.34520352,0.27240112
-2.45222611,1.05971195,0.31598264,0.08259581,0.01392649,0.25316050,0.02107857,0.16024002,0.34393588,0.26908759
-2.44622311,1.05700776,0.31345868,0.08322515,0.01336293,0.25035083,0.02204246,0.16578271,0.34552307,0.26804150
-2.44022011,1.06473540,0.31362151,0.08478754,0.01308072,0.25053303,0.02327013,0.17295515,0.34976369,0.26908280
-2.43421711,1.08254437,0.31642804,0.08727003,0.01306974,0.25370718,0.02476088,0.18173126,0.35643553,0.27200984
-2.42821411,1.10995010,0.32180335,0.09064550,0.01331757,0.25982801,0.02651054,0.19205506,0.36529597,0.27660200
-2.42221111,1.14632964,0.32963744,0.09487165,0.01380964,0.26880259,0.02851094,0.20383796,0.37608209,0.28262209
-2.41620810,1.19091882,0.33978223,0.09989026,0.01452934,0.28048843,0.03074929,0.21695682,0.38851077,0.28981888
-2.41020510,1.24281152,0.35204895,0.10562674,0.01545811,0.29469240,0.03320772,0.23125291,0.40227909,0.29792966
-2.40420210,1.30096232,0.36620654,0.11199015,0.01657546,0.31117067,0.03586299,0.24653194,0.41706520,0.30668320
-2.39819910,1.36419317,0.38198123,0.11887365,0.01785907,0.32962989,0.03868625,0.26256545,0.43253006,0.31580286
-2.39219610,1.43120490,0.39905775,0.12615560,0.01928485,0.34972982,0.04164314,0.27909354,0.44832014,0.32501026
-2.38619310,1.50059400,0.41708243,0.13370122,0.02082709,0.37108765,0.04469403,0.29582905,0.46407122,0.33402924
-2.38019010,1.57087479,0.43566810,0.14136491,0.02245867,0.39328399,0.04779454,0.31246320,0.47941326,0.34259028
-2.37418709,1.64050691,0.45440108,0.14899319,0.02415138,0.41587056,0.05089635,0.32867248,0.49397644,0.35043522
-2.36818409,1.70792758,0.47284998,0.15642810,0.02587628,0.43837954,0.05394823,0.34412674,0.50739814,0.35732215
-2.36218109,1.77158778,0.49057609,0.16351120,0.02760425,0.46033432,0.05689725,0.35849807,0.51933055,0.36303046
-2.35617809,1.82999130,0.50714507,0.17008777,0.02930654,0.48126139,0.05969024,0.37147028,0.52944889,0.36736567
-2.35017509,1.88173509,0.52213941,0.17601121,0.03095547,0.50070293,0.06227538,0.38274852,0.53745968,0.37016405
-2.34417209,1.92554942,0.53517125,0.18114747,0.03252517,0.51822978,0.06460378,0.39206860,0.54310871,0.37129673
-2.33816908,1.96033615,0.54589484,0.18537925,0.03399235,0.53345406,0.06663115,0.39920571,0.54618852,0.37067307
-2.33216608,1.98520330,0.55401819,0.18860978,0.03533705,0.54604115,0.06831934,0.40398206,0.54654482,0.36824324
-2.32616308,1.99949428,0.55931331,0.19076611,0.03654340,0.55572031,0.06963778,0.40627305,0.54408154,0.36399973
-2.32016008,2.00281042,0.56162446,0.19180163,0.03760023,0.56229350,0.07056466,0.40601174,0.53876439,0.35797778
-2.31415708,1.99502548,0.56087409,0.19169773,0.03850164,0.56564205,0.07108786,0.40319136,0.53062248,0.35025461
-2.30815408,1.97629139,0.55706608,0.19046453,0.03924730,0.56573062,0.07120556,0.39786573,0.51974809,0.34094741
-2.30215108,1.94703468,0.55028619,0.18814063,0.03984272,0.56260846,0.07092644,0.39014758,0.50629437,0.33021028
-2.29614807,1.90794360,0.54069947,0.18479185,0.04029912,0.55640769,0.07026958,0.38020481,0.49047116,0.31823000
-2.29014507,1.85994646,0.52854493,0.18050904,0.04063321,0.54733868,0.06926392,0.36825485,0.47253902,0.30522091
-2.28414207,1.80418168,0.51412760,0.17540498,0.04086669,0.53568269,0.06794735,0.35455746,0.45280164,0.29141909
-2.27813907,1.74196114,0.49780826,0.16961064,0.04102549,0.52178202,0.06636550,0.33940621,0.43159710,0.27707590
-2.27213607,1.67472790,0.47999135,0.16327076,0.04113887,0.50602816,0.06457027,0.32311898,0.40928811,0.26245125
-2.26613307,1.60401032,0.46111159,0.15653914,0.04123824,0.48884828,0.06261804,0.30602803,0.38625175,0.24780682
-2.26013007,1.53137415,0.44161974,0.14957363,0.04135599,0.47069076,0.06056783,0.28846992,0.36286912,0.23339937
-2.25412706,1.45837458,0.42196822,0.14253122,0.04152408,0.45201025,0.05847934,0.27077572,0.33951509,0.21947436
-2.24812406,1.38651001,0.40259703,0.13556324,0.04177268,0.43325292,0.05641100,0.25326184,0.31654880,0.20626024
-2.24212106,1.31717919,0.38392059,0.12881096,0.04212885,0.41484245,0.05441804,0.23622188,0.29430491,0.19396330
-2.23611806,1.25164319,0.36631581,0.12240167,0.04261522,0.39716721,0.05255085,0.21991965,0.27308606,0.18276341
-2.23011506,1.19099338,0.35011193,0.11644546,0.04324892,0.38056927,0.05085335,0.20458352,0.25315666,0.17281062
-2.22411206,1.13612623,0.33558233,0.11103264,0.04404061,0.36533539,0.04936181,0.19040231,0.23473811,0.16422274
-2.21810905,1.08772567,0.32293851,0.10623200,0.04499384,0.35169037,0.04810382,0.17752269,0.21800552,0.15708376
-2.21210605,1.04625295,0.31232632,0.10208981,0.04610458,0.33979286,0.04709768,0.16604801,0.20308595,0.15144332
-2.20610305,1.01194421,0.30382449,0.09862968,0.04736115,0.32973373,0.04635210,0.15603859,0.19005805,0.14731690
-2.20010005,0.98481519,0.29744534,0.09585308,0.04874438,0.32153683,0.04586620,0.14751317,0.17895306,0.14468691
-2.19409705,0.96467256,0.29313752,0.09374059,0.05022812,0.31516202,0.04562988,0.14045162,0.16975696,0.14350437
-2.18809405,0.95113113,0.29079057,0.09225373,0.05178001,0.31051032,0.04562445,0.13479837,0.16241365,0.14369126
-2.18209105,0.94363586,0.29024103,0.09133726,0.05336251,0.30743072,0.04582356,0.13046666,0.15682903,0.14514335
-2.17608804,0.94148776,0.29127978,0.09092191,0.05493414,0.30572833,0.04619429,0.12734334,0.15287566,0.14773340
-2.17008504,0.94387254,0.29366044,0.09092730,0.05645088,0.30517358,0.04669852,0.12529389,0.15039801,0.15131469
-2.16408204,0.94989094,0.29710826,0.09126511,0.05786768,0.30551197,0.04729426,0.12416769,0.14921800,0.15572477
-2.15807904,0.95858968,0.30132947,0.09184219,0.05914003,0.30647399,0.04793724,0.12380324,0.14914071,0.16078939
-2.15207604,0.96899211,0.30602057,0.09256370,0.06022544,0.30778493,0.04858235,0.12403329,0.14996021,0.16632643
-2.14607304,0.98012760,0.31087749,0.09333605,0.06108491,0.30917412,0.04918517,0.12468968,0.15146528,0.17214988
-2.14007004,0.99105899,0.31560418,0.09406964,0.06168423,0.31038347,0.04970333,0.12560785,0.15344496,0.17807385
-2.13406703,1.00090742,0.31992059,0.09468130,0.06199509,0.31117490,0.05009782,0.12663098,0.15569389,0.18391633
-2.12806403,1.00887407,0.32356979,0.09509638,0.06199597,0.31133667,0.05033408,0.12761358,0.15801727,0.18950297
-2.12206103,1.01425835,0.32632408,0.09525048,0.06167275,0.31068842,0.05038299,0.12842466,0.16023544,0.19467052
-2.11605803,1.01647257,0.32799004,0.09509080,0.06101910,0.30908480,0.05022156,0.12895025,0.16218799,0.19927014
-2.11005503,1.01505261,0.32841242,0.09457701,0.06003655,0.30641781,0.04983345,0.12909548,0.16373740,0.20317034
-2.10405203,1.00966495,0.32747689,0.09368181,0.05873428,0.30261789,0.04920928,0.12878599,0.16477203,0.20625958
-2.09804902,1.00011004,0.32511155,0.09239107,0.05712871,0.29765376,0.04834666,0.12796889,0.16520863,0.20844854
-2.09204602,0.98632212,0.32128741,0.09070360,0.05524286,0.29153120,0.04725008,0.12661309,0.16499418,0.20967189
-2.08604302,0.96836600,0.31601768,0.08863063,0.05310547,0.28429096,0.04593054,0.12470918,0.16410711,0.20988959
-2.08004002,0.94643101,0.30935622,0.08619497,0.05075007,0.27600587,0.04440506,0.12226879,0.16255793,0.20908774
-2.07403702,0.92082243,0.30139497,0.08343000,0.04821387,0.26677741,0.04269597,0.11932359,0.16038920,0.20727884
-2.06803402,0.89195100,0.29226073,0.08037843,0.04553669,0.25673184,0.04083019,0.11592379,0.15767492,0.20450154
-2.06203102,0.86032073,0.28211126,0.07709091,0.04275979,0.24601605,0.03883834,0.11213643,0.15451934,0.20081986
-2.05602801,0.82651550,0.27113088,0.07362460,0.03992482,0.23479335,0.03675384,0.10804327,0.15105527,0.19632181
-2.05002501,0.79118482,0.25952573,0.07004167,0.03707278,0.22323920,0.03461196,0.10373861,0.14744176,0.19111755
-2.04402201,0.75502893,0.24751875,0.06640774,0.03424317,0.21153705,0.03244891,0.09932680,0.14386143,0.18533707
-2.03801901,0.71878374,0.23534452,0.06279045,0.03147314,0.19987435,0.03030099,0.09491974,0.14051724,0.17912737
-2.03201601,0.68320561,0.22324413,0.05925796,0.02879690,0.18843875,0.02820371,0.09063426,0.13762886,0.17264932
-2.02601301,0.64905628,0.21146002,0.05587760,0.02624518,0.17741455,0.02619108,0.08658952,0.13542858,0.16607406
-2.02001001,0.61708799,0.20023096,0.05271457,0.02384491,0.16697941,0.02429494,0.08290437,0.13415686,0.15957928
-2.01400700,0.58802891,0.18978724,0.04983066,0.02161899,0.15730124,0.02254438,0.07969477,0.13405740,0.15334509
-2.00800400,0.56256886,0.18034599,0.04728319,0.01958615,0.14853536,0.02096525,0.07707124,0.13537180,0.14754994
-2.00200100,0.54134552,0.17210681,0.04512388,0.01776103,0.14082185,0.01957980,0.07513639,0.13833389,0.14236634
