energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.76588294,2.22308786,0.01848994,0.00000000,0.03554988,0.07546441,0.43382788,1.08486794,0.88810022,0.00000000
-5.75987994,2.19474653,0.01841461,0.00000000,0.03578057,0.07292864,0.41740741,1.06810603,0.87866423,0.00000000
-5.75387694,2.16096108,0.01830345,0.00000000,0.03583471,0.07050746,0.40134491,1.04814978,0.86763283,0.00000000
-5.74787394,2.12223327,0.01815661,0.00000000,0.03570927,0.06823544,0.38583832,1.02539980,0.85510294,0.00000000
-5.74187094,2.07922536,0.01797547,0.00000000,0.03540465,0.06614729,0.37108693,1.00034650,0.84122570,0.00000000
-5.73586793,2.03275650,0.01776274,0.00000000,0.03492477,0.06427801,0.35729136,0.97356403,0.82620865,0.00000000
-5.72986493,1.98379218,0.01752249,0.00000000,0.03427706,0.06266286,0.34465280,0.94570102,0.81031505,0.00000000
-5.72386193,1.93342674,0.01726011,0.00000000,0.03347236,0.06133728,0.33337154,0.91746813,0.79386014,0.00000000
-5.71785893,1.88285911,0.01698221,0.00000000,0.03252467,0.06033643,0.32364473,0.88962286,0.77720440,0.00000000
-5.71185593,1.83336256,0.01669643,0.00000000,0.03145085,0.05969464,0.31566309,0.86295177,0.76074398,0.00000000
-5.70585293,1.78624923,0.01641118,0.00000000,0.03027020,0.05944454,0.30960684,0.83825072,0.74489850,0.00000000
-5.69984992,1.74283074,0.01613533,0.00000000,0.02900399,0.05961606,0.30564077,0.81630369,0.73009685,0.00000000
-5.69384692,1.70437621,0.01587789,0.00000000,0.02767494,0.06023518,0.30390869,0.79786061,0.71676143,0.00000000
-5.68784392,1.67206937,0.01564761,0.00000000,0.02630661,0.06132258,0.30452737,0.78361510,0.70529162,0.00000000
-5.68184092,1.64696619,0.01545258,0.00000000,0.02492285,0.06289224,0.30758029,0.77418258,0.69604712,0.00000000
-5.67583792,1.62995505,0.01529989,0.00000000,0.02354717,0.06495003,0.31311147,0.77007968,0.68933214,0.00000000
-5.66983492,1.62172072,0.01519526,0.00000000,0.02220222,0.06749237,0.32111977,0.77170534,0.68538087,0.00000000
-5.66383192,1.62271393,0.01514274,0.00000000,0.02090923,0.07050509,0.33155390,0.77932456,0.68434534,0.00000000
-5.65782891,1.63312774,0.01514449,0.00000000,0.01968761,0.07396249,0.34430853,0.79305512,0.68628592,0.00000000
-5.65182591,1.65288199,0.01520060,0.00000000,0.01855453,0.07782678,0.35922191,0.81285809,0.69116531,0.00000000
-5.64582291,1.68161644,0.01530902,0.00000000,0.01752468,0.08204792,0.37607508,0.83853235,0.69884618,0.00000000
-5.63981991,1.71869337,0.01546557,0.00000000,0.01661006,0.08656380,0.39459310,0.86971366,0.70909275,0.00000000
-5.63381691,1.76320980,0.01566404,0.00000000,0.01581995,0.09130105,0.41444833,0.90587844,0.72157638,0.00000000
-5.62781391,1.81401907,0.01589638,0.00000000,0.01516093,0.09617621,0.43526583,0.94635246,0.73588506,0.00000000
-5.62181091,1.86976140,0.01615300,0.00000000,0.01463704,0.10109745,0.45663092,0.99032435,0.75153641,0.00000000
-5.61580790,1.92890257,0.01642308,0.00000000,0.01425004,0.10596672,0.47809860,1.03686382,0.76799385,0.00000000
-5.60980490,1.98977947,0.01669499,0.00000000,0.01399973,0.11068225,0.49920481,1.08494412,0.78468524,0.00000000
-5.60380190,2.05065107,0.01695678,0.00000000,0.01388435,0.11514137,0.51947898,1.13346841,0.80102334,0.00000000
-5.59779890,2.10975316,0.01719655,0.00000000,0.01390110,0.11924356,0.53845756,1.18129910,0.81642727,0.00000000
-5.59179590,2.16535474,0.01740304,0.00000000,0.01404657,0.12289348,0.55569803,1.22728949,0.83034396,0.00000000
-5.58579290,2.21581424,0.01756599,0.00000000,0.01431724,0.12600405,0.57079277,1.27031668,0.84226902,0.00000000
-5.57978989,2.25963334,0.01767657,0.00000000,0.01471000,0.12849931,0.58338228,1.30931454,0.85176580,0.00000000
-5.57378689,2.29550631,0.01772781,0.00000000,0.01522253,0.13031697,0.59316726,1.34330574,0.85848212,0.00000000
-5.56778389,2.32236311,0.01771478,0.00000000,0.01585368,0.13141057,0.59991887,1.37143154,0.86216382,0.00000000
-5.56178089,2.33940433,0.01763489,0.00000000,0.01660367,0.13175107,0.60348683,1.39297820,0.86266459,0.00000000
-5.55577789,2.34612683,0.01748795,0.00000000,0.01747430,0.13132794,0.60380499,1.40739907,0.85995170,0.00000000
-5.54977489,2.34233880,0.01727621,0.00000000,0.01846886,0.13014951,0.60089406,1.41433131,0.85410733,0.00000000
-5.54377189,2.32816381,0.01700425,0.00000000,0.01959203,0.12824272,0.59486140,1.41360666,0.84532548,0.00000000
-5.53776888,2.30403364,0.01667886,0.00000000,0.02084960,0.12565222,0.58589793,1.40525576,0.83390466,0.00000000
-5.53176588,2.27067033,0.01630876,0.00000000,0.02224797,0.12243885,0.57427220,1.38950575,0.82023657,0.00000000
-5.52576288,2.22905812,0.01590424,0.00000000,0.02379364,0.11867758,0.56032194,1.36677150,0.80479139,0.00000000
-5.51975988,2.18040666,0.01547684,0.00000000,0.02549253,0.11445506,0.54444359,1.33764050,0.78810030,0.00000000
-5.51375688,2.12610712,0.01503888,0.00000000,0.02734923,0.10986678,0.52708001,1.30285247,0.77073601,0.00000000
-5.50775388,2.06768299,0.01460302,0.00000000,0.02936626,0.10501405,0.50870716,1.26327420,0.75329210,0.00000000
-5.50175088,2.00673788,0.01418185,0.00000000,0.03154329,0.10000092,0.48982026,1.21987107,0.73636212,0.00000000
-5.49574787,1.94490239,0.01378739,0.00000000,0.03387647,0.09493117,0.47091989,1.17367619,0.72051937,0.00000000
-5.48974487,1.88378232,0.01343076,0.00000000,0.03635781,0.08990539,0.45249870,1.12575859,0.70629811,0.00000000
-5.48374187,1.82491024,0.01312181,0.00000000,0.03897478,0.08501844,0.43502916,1.07719168,0.69417693,0.00000000
-5.47773887,1.76970229,0.01286881,0.00000000,0.04171006,0.08035720,0.41895275,1.02902322,0.68456510,0.00000000
-5.47173587,1.71942162,0.01267828,0.00000000,0.04454151,0.07599875,0.40467088,0.98224785,0.67779206,0.00000000
-5.46573287,1.67514962,0.01255481,0.00000000,0.04744239,0.07200907,0.39253779,0.93778304,0.67410061,0.00000000
-5.45972986,1.63776565,0.01250106,0.00000000,0.05038187,0.06844210,0.38285541,0.89644918,0.67364370,0.00000000
-5.45372686,1.60793529,0.01251774,0.00000000,0.05332573,0.06533936,0.37587019,0.85895419,0.67648492,0.00000000
-5.44772386,1.58610716,0.01260369,0.00000000,0.05623727,0.06272996,0.37177182,0.82588277,0.68260220,0.00000000
-5.44172086,1.57251728,0.01275612,0.00000000,0.05907846,0.06063095,0.37069349,0.79769039,0.69189451,0.00000000
-5.43571786,1.56720038,0.01297073,0.00000000,0.06181113,0.05904805,0.37271347,0.77470153,0.70419083,0.00000000
-5.42971486,1.57000654,0.01324200,0.00000000,0.06439835,0.05797659,0.37785776,0.75711180,0.71926092,0.00000000
-5.42371186,1.58062199,0.01356347,0.00000000,0.06680563,0.05740262,0.38610337,0.74499343,0.73682705,0.00000000
-5.41770885,1.59859242,0.01392802,0.00000000,0.06900222,0.05730410,0.39738194,0.73830331,0.75657600,0.00000000
-5.41170585,1.62334737,0.01432813,0.00000000,0.07096217,0.05765222,0.41158347,0.73689303,0.77817082,0.00000000
-5.40570285,1.65422447,0.01475616,0.00000000,0.07266516,0.05841259,0.42855994,0.74052012,0.80126159,0.00000000
-5.39969985,1.69049216,0.01520455,0.00000000,0.07409713,0.05954645,0.44812856,0.74886006,0.82549476,0.00000000
-5.39369685,1.73137026,0.01566603,0.00000000,0.07525061,0.06101176,0.47007475,0.76151835,0.85052082,0.00000000
-5.38769385,1.77604777,0.01613377,0.00000000,0.07612468,0.06276426,0.49415471,0.77804241,0.87600001,0.00000000
-5.38169085,1.82369749,0.01660143,0.00000000,0.07672467,0.06475828,0.52009775,0.79793301,0.90160611,0.00000000
-5.37568784,1.87348781,0.01706327,0.00000000,0.07706152,0.06694764,0.54760851,0.82065503,0.92702842,0.00000000
-5.36968484,1.92459168,0.01751410,0.00000000,0.07715092,0.06928638,0.57636911,0.84564769,0.95197218,0.00000000
-5.36368184,1.97619350,0.01794928,0.00000000,0.07701225,0.07172939,0.60604169,0.87233410,0.97615783,0.00000000
-5.35767884,2.02749455,0.01836467,0.00000000,0.07666733,0.07423308,0.63627128,0.90013042,0.99931952,0.00000000
-5.35167584,2.07771751,0.01875652,0.00000000,0.07613919,0.07675602,0.66668929,0.92845468,1.02120325,0.00000000
-5.34567284,2.12611105,0.01912141,0.00000000,0.07545079,0.07925950,0.69691771,0.95673545,1.04156523,0.00000000
-5.33966983,2.17195472,0.01945617,0.00000000,0.07462388,0.08170815,0.72657408,0.98442036,1.06017076,0.00000000
-5.33366683,2.21456485,0.01975780,0.00000000,0.07367801,0.08407050,0.75527723,1.01098458,1.07679391,0.00000000
-5.32766383,2.25330154,0.02002343,0.00000000,0.07262972,0.08631954,0.78265360,1.03593916,1.09121827,0.00000000
-5.32166083,2.28757664,0.02025027,0.00000000,0.07149206,0.08843316,0.80834409,1.05883910,1.10323881,0.00000000
-5.31565783,2.31686265,0.02043564,0.00000000,0.07027429,0.09039456,0.83201105,1.07929089,1.11266482,0.00000000
-5.30965483,2.34070199,0.02057696,0.00000000,0.06898194,0.09219251,0.85334527,1.09695930,1.11932365,0.00000000
-5.30365183,2.35871597,0.02067182,0.00000000,0.06761710,0.09382141,0.87207250,1.11157306,1.12306518,0.00000000
-5.29764882,2.37061291,0.02071803,0.00000000,0.06617892,0.09528124,0.88795924,1.12292903,1.12376646,0.00000000
-5.29164582,2.37619459,0.02071371,0.00000000,0.06466429,0.09657719,0.90081750,1.13089469,1.12133631,0.00000000
-5.28564282,2.37536034,0.02065734,0.00000000,0.06306870,0.09771912,0.91050823,1.13540856,1.11571935,0.00000000
-5.27963982,2.36810828,0.02054785,0.00000000,0.06138710,0.09872079,0.91694328,1.13647839,1.10689928,0.00000000
-5.27363682,2.35453331,0.02038471,0.00000000,0.05961477,0.09959884,0.92008569,1.13417716,1.09490087,0.00000000
-5.26763382,2.33482178,0.02016793,0.00000000,0.05774815,0.10037165,0.91994840,1.12863685,1.07979079,0.00000000
-5.26163082,2.30924278,0.01989815,0.00000000,0.05578558,0.10105799,0.91659143,1.12004022,1.06167681,0.00000000
-5.25562781,2.27813667,0.01957660,0.00000000,0.05372781,0.10167567,0.91011772,1.10861099,1.04070579,0.00000000
-5.24962481,2.24190120,0.01920510,0.00000000,0.05157843,0.10224020,0.90066782,1.09460274,1.01706020,0.00000000
-5.24362181,2.20097619,0.01878607,0.00000000,0.04934404,0.10276344,0.88841395,1.07828721,0.99095368,0.00000000
-5.23761881,2.15582758,0.01832240,0.00000000,0.04703425,0.10325257,0.87355354,1.05994255,0.96262581,0.00000000
-5.23161581,2.10693191,0.01781748,0.00000000,0.04466153,0.10370917,0.85630289,1.03984207,0.93233644,0.00000000
-5.22561281,2.05476207,0.01727506,0.00000000,0.04224086,0.10412868,0.83689108,1.01824421,0.90035997,0.00000000
-5.21960980,1.99977536,0.01669922,0.00000000,0.03978929,0.10450017,0.81555465,0.99538413,0.86697988,0.00000000
-5.21360680,1.94240434,0.01609429,0.00000000,0.03732540,0.10480655,0.79253320,0.97146745,0.83248392,0.00000000
-5.20760380,1.88305119,0.01546478,0.00000000,0.03486871,0.10502514,0.76806606,0.94666640,0.79715999,0.00000000
-5.20160080,1.82208567,0.01481534,0.00000000,0.03243909,0.10512859,0.74239024,0.92111850,0.76129315,0.00000000
-5.19559780,1.75984662,0.01415074,0.00000000,0.03005621,0.10508624,0.71573955,0.89492775,0.72516353,0.00000000
-5.18959480,1.69664684,0.01347578,0.00000000,0.02773900,0.10486565,0.68834474,0.86816829,0.68904538,0.00000000
-5.18359180,1.63278069,0.01279535,0.00000000,0.02550523,0.10443434,0.66043467,0.84088997,0.65320685,0.00000000
-5.17758879,1.56853366,0.01211437,0.00000000,0.02337116,0.10376175,0.63223798,0.81312556,0.61791067,0.00000000
-5.17158579,1.50419308,0.01143778,0.00000000,0.02135126,0.10282103,0.60398522,0.78489903,0.58341512,0.00000000
-5.16558279,1.44005902,0.01077058,0.00000000,0.01945812,0.10159084,0.57591090,0.75623416,0.54997522,0.00000000
-5.15957979,1.37645423,0.01011777,0.00000000,0.01770229,0.10005690,0.54825528,0.72716315,0.51784387,0.00000000
-5.15357679,1.31373246,0.00948437,0.00000000,0.01609238,0.09821328,0.52126552,0.69773425,0.48727249,0.00000000
-5.14757379,1.25228415,0.00887538,0.00000000,0.01463504,0.09606324,0.49519588,0.66801829,0.45851106,0.00000000
-5.14157079,1.19253890,0.00829577,0.00000000,0.01333514,0.09361977,0.47030689,0.63811335,0.43180731,0.00000000
-5.13556778,1.13496444,0.00775040,0.00000000,0.01219585,0.09090553,0.44686327,0.60814744,0.40740489,0.00000000
-5.12956478,1.08006170,0.00724398,0.00000000,0.01121877,0.08795242,0.42513052,0.57827900,0.38554051,0.00000000
-5.12356178,1.02835623,0.00678102,0.00000000,0.01040412,0.08480071,0.40537030,0.54869512,0.36644000,0.00000000
-5.11755878,0.98038610,0.00636571,0.00000000,0.00975074,0.08149772,0.38783461,0.51960764,0.35031342,0.00000000
-5.11155578,0.93668695,0.00600189,0.00000000,0.00925627,0.07809616,0.37275907,0.49124740,0.33734933,0.00000000
-5.10555278,0.89777476,0.00569291,0.00000000,0.00891709,0.07465228,0.36035546,0.46385689,0.32770852,0.00000000
-5.09954977,0.86412720,0.00544160,0.00000000,0.00872843,0.07122378,0.35080390,0.43768187,0.32151730,0.00000000
-5.09354677,0.83616451,0.00525012,0.00000000,0.00868425,0.06786766,0.34424502,0.41296231,0.31886089,0.00000000
-5.08754377,0.81423089,0.00511998,0.00000000,0.00877729,0.06463817,0.34077247,0.38992327,0.31977709,0.00000000
-5.08154077,0.79857729,0.00505189,0.00000000,0.00899893,0.06158477,0.34042617,0.36876608,0.32425059,0.00000000
-5.07553777,0.78934661,0.00504580,0.00000000,0.00933923,0.05875044,0.34318676,0.34966051,0.33220836,0.00000000
-5.06953477,0.78656203,0.00510081,0.00000000,0.00978684,0.05617012,0.34897146,0.33273806,0.34351634,0.00000000
-5.06353177,0.79011918,0.00521519,0.00000000,0.01032899,0.05386967,0.35763177,0.31808692,0.35797779,0.00000000
-5.05752876,0.79978269,0.00538639,0.00000000,0.01095158,0.05186510,0.36895325,0.30574865,0.37533349,0.00000000
-5.05152576,0.81518724,0.00561110,0.00000000,0.01163921,0.05016223,0.38265742,0.29571691,0.39526392,0.00000000
-5.04552276,0.83584350,0.00588525,0.00000000,0.01237535,0.04875680,0.39840605,0.28793803,0.41739362,0.00000000
-5.03951976,0.86114852,0.00620413,0.00000000,0.01314252,0.04763499,0.41580766,0.28231353,0.44129755,0.00000000
-5.03351676,0.89040043,0.00656248,0.00000000,0.01392260,0.04677423,0.43442620,0.27870437,0.46650946,0.00000000
-5.02751376,0.92281693,0.00695453,0.00000000,0.01469710,0.04614443,0.45379169,0.27693669,0.49253201,0.00000000
-5.02151076,0.95755670,0.00737418,0.00000000,0.01544757,0.04570942,0.47341236,0.27680874,0.51884835,0.00000000
-5.01550775,0.99374315,0.00781510,0.00000000,0.01615595,0.04542855,0.49278812,0.27809867,0.54493480,0.00000000
-5.00950475,1.03048935,0.00827080,0.00000000,0.01680506,0.04525855,0.51142471,0.28057290,0.57027414,0.00000000
-5.00350175,1.06692330,0.00873481,0.00000000,0.01737898,0.04515526,0.52884799,0.28399463,0.59436902,0.00000000
-4.99749875,1.10221266,0.00920075,0.00000000,0.01786346,0.04507548,0.54461798,0.28813214,0.61675504,0.00000000
-4.99149575,1.13558774,0.00966245,0.00000000,0.01824634,0.04497865,0.55834192,0.29276677,0.63701293,0.00000000
-4.98549275,1.16636223,0.01011404,0.00000000,0.01851782,0.04482838,0.56968598,0.29770002,0.65477938,0.00000000
-4.97948974,1.19395088,0.01055000,0.00000000,0.01867074,0.04459385,0.57838505,0.30275987,0.66975611,0.00000000
-4.97348674,1.21788348,0.01096529,0.00000000,0.01870075,0.04425081,0.58425033,0.30780599,0.68171687,0.00000000
-4.96748374,1.23781510,0.01135534,0.00000000,0.01860638,0.04378246,0.58717435,0.31273381,0.69051211,0.00000000
-4.96148074,1.25353208,0.01171613,0.00000000,0.01838904,0.04317992,0.58713337,0.31747743,0.69607122,0.00000000
-4.95547774,1.26495416,0.01204420,0.00000000,0.01805290,0.04244247,0.58418699,0.32201142,0.69840230,0.00000000
-4.94947474,1.27213273,0.01233673,0.00000000,0.01760467,0.04157745,0.57847513,0.32635144,0.69758963,0.00000000
-4.94347174,1.27524550,0.01259147,0.00000000,0.01705337,0.04059991,0.57021257,0.33055389,0.69378897,0.00000000
-4.93746873,1.27458831,0.01280682,0.00000000,0.01640992,0.03953200,0.55968120,0.33471467,0.68722090,0.00000000
-4.93146573,1.27056412,0.01298182,0.00000000,0.01568680,0.03840216,0.54722054,0.33896698,0.67816272,0.00000000
-4.92546273,1.26367016,0.01311615,0.00000000,0.01489756,0.03724413,0.53321674,0.34347847,0.66693909,0.00000000
-4.91945973,1.25448331,0.01321011,0.00000000,0.01405644,0.03609578,0.51809057,0.34844759,0.65391181,0.00000000
-4.91345673,1.24364439,0.01326466,0.00000000,0.01317789,0.03499795,0.50228488,0.35409930,0.63946922,0.00000000
-4.90745373,1.23184173,0.01328134,0.00000000,0.01227617,0.03399308,0.48625182,0.36068016,0.62401540,0.00000000
-4.90145073,1.21979416,0.01326230,0.00000000,0.01136497,0.03312398,0.47044036,0.36845270,0.60795955,0.00000000
-4.89544772,1.20823386,0.01321022,0.00000000,0.01045710,0.03243249,0.45528434,0.37768922,0.59170578,0.00000000
-4.88944472,1.19788915,0.01312828,0.00000000,0.00956424,0.03195824,0.44119139,0.38866497,0.57564353,0.00000000
-4.88344172,1.18946747,0.01302007,0.00000000,0.00869673,0.03173747,0.42853297,0.40165072,0.56013874,0.00000000
-4.87743872,1.18363870,0.01288951,0.00000000,0.00786344,0.03180197,0.41763569,0.41690493,0.54552593,0.00000000
-4.87143572,1.18101909,0.01274077,0.00000000,0.00707176,0.03217807,0.40877412,0.43466560,0.53210131,0.00000000
-4.86543272,1.18215611,0.01257810,0.00000000,0.00632755,0.03288580,0.40216518,0.45514202,0.52011697,0.00000000
-4.85942971,1.18751454,0.01240576,0.00000000,0.00563525,0.03393824,0.39796413,0.47850673,0.50977626,0.00000000
-4.85342671,1.19746434,0.01222785,0.00000000,0.00499798,0.03534097,0.39626241,0.50488813,0.50123044,0.00000000
-4.84742371,1.21227074,0.01204819,0.00000000,0.00441768,0.03709174,0.39708719,0.53436395,0.49457675,0.00000000
-4.84142071,1.23208718,0.01187022,0.00000000,0.00389531,0.03918034,0.40040272,0.56695629,0.48985785,0.00000000
-4.83541771,1.25695167,0.01169688,0.00000000,0.00343105,0.04158868,0.40611356,0.60262844,0.48706284,0.00000000
-4.82941471,1.28678704,0.01153052,0.00000000,0.00302448,0.04429108,0.41406950,0.64128402,0.48612981,0.00000000
-4.82341171,1.32140551,0.01137287,0.00000000,0.00267481,0.04725483,0.42407222,0.68276872,0.48695004,0.00000000
-4.81740870,1.36051782,0.01122501,0.00000000,0.00238108,0.05044092,0.43588351,0.72687494,0.48937373,0.00000000
-4.81140570,1.40374690,0.01108736,0.00000000,0.00214231,0.05380499,0.44923480,0.77334922,0.49321710,0.00000000
-4.80540270,1.45064587,0.01095981,0.00000000,0.00195768,0.05729853,0.46383785,0.82190259,0.49827090,0.00000000
-4.79939970,1.50071975,0.01084171,0.00000000,0.00182669,0.06087017,0.47939615,0.87222331,0.50430984,0.00000000
-4.79339670,1.55345012,0.01073206,0.00000000,0.00174920,0.06446714,0.49561669,0.92399162,0.51110270,0.00000000
-4.78739370,1.60832148,0.01062960,0.00000000,0.00172555,0.06803679,0.51222156,0.97689568,0.51842281,0.00000000
-4.78139070,1.66484808,0.01053299,0.00000000,0.00175656,0.07152808,0.52895904,1.03064797,0.52605827,0.00000000
-4.77538769,1.72259955,0.01044095,0.00000000,0.00184358,0.07489312,0.54561343,1.08500091,0.53382156,0.00000000
-4.76938469,1.78122389,0.01035242,0.00000000,0.00198837,0.07808847,0.56201334,1.13976087,0.54155801,0.00000000
-4.76338169,1.84046611,0.01026667,0.00000000,0.00219312,0.08107638,0.57803777,1.19479924,0.54915269,0.00000000
-4.75737869,1.90018112,0.01018345,0.00000000,0.00246026,0.08382572,0.59361976,1.25005982,0.55653531,0.00000000
-4.75137569,1.96033978,0.01010301,0.00000000,0.00279236,0.08631265,0.60874723,1.30556140,0.56368283,0.00000000
-4.74537269,2.02102710,0.01002618,0.00000000,0.00319193,0.08852099,0.62346088,1.36139509,0.57061954,0.00000000
-4.73936968,2.08243236,0.00995435,0.00000000,0.00366124,0.09044227,0.63784911,1.41771609,0.57741458,0.00000000
-4.73336668,2.14483106,0.00988941,0.00000000,0.00420208,0.09207538,0.65204027,1.47472970,0.58417704,0.00000000
-4.72736368,2.20855954,0.00983369,0.00000000,0.00481553,0.09342603,0.66619232,1.53267224,0.59104864,0.00000000
-4.72136068,2.27398304,0.00978981,0.00000000,0.00550173,0.09450581,0.68048061,1.59178733,0.59819456,0.00000000
-4.71535768,2.34145913,0.00976057,0.00000000,0.00625961,0.09533114,0.69508432,1.65229890,0.60579275,0.00000000
-4.70935468,2.41129823,0.00974875,0.00000000,0.00708674,0.09592202,0.71017218,1.71438218,0.61402229,0.00000000
-4.70335168,2.48372348,0.00975693,0.00000000,0.00797907,0.09630071,0.72588841,1.77813436,0.62305142,0.00000000
-4.69734867,2.55883255,0.00978734,0.00000000,0.00893084,0.09649039,0.74233964,1.84354672,0.63302590,0.00000000
-4.69134567,2.63656352,0.00984171,0.00000000,0.00993445,0.09651402,0.75958350,1.91047998,0.64405821,0.00000000
-4.68534267,2.71666727,0.00992106,0.00000000,0.01098043,0.09639320,0.77761972,1.97864472,0.65621833,0.00000000
-4.67933967,2.79868839,0.01002566,0.00000000,0.01205752,0.09614738,0.79638427,2.04758834,0.66952643,0.00000000
-4.67333667,2.88195597,0.01015489,0.00000000,0.01315275,0.09579327,0.81574700,2.11668975,0.68394802,0.00000000
-4.66733367,2.96558562,0.01030727,0.00000000,0.01425163,0.09534460,0.83551301,2.18516283,0.69939167,0.00000000
-4.66133067,3.04849285,0.01048038,0.00000000,0.01533846,0.09481215,0.85542782,2.25206875,0.71570952,0.00000000
-4.65532766,3.12941792,0.01067096,0.00000000,0.01639664,0.09420413,0.87518622,2.31633740,0.73270059,0.00000000
-4.64932466,3.20696115,0.01087498,0.00000000,0.01740912,0.09352677,0.89444439,2.37679697,0.75011660,0.00000000
-4.64332166,3.27962736,0.01108774,0.00000000,0.01835879,0.09278521,0.91283473,2.43221073,0.76767021,0.00000000
