energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.37442327,0.01095019,0.28073798,1.14676103,0.58248559,0.48692196,0.00000000,0.19867518,0.11810362
-5.99399700,1.40170205,0.01016223,0.28105560,1.15224590,0.59072477,0.50151613,0.00000000,0.19869972,0.12210335
-5.98799400,1.43071980,0.00943978,0.28055554,1.15597386,0.59868581,0.51856933,0.00000000,0.20013404,0.12682114
-5.98199100,1.46109960,0.00878609,0.27921739,1.15789421,0.60620521,0.53789140,0.00000000,0.20291435,0.13219699
-5.97598799,1.49241360,0.00820234,0.27703474,1.15795978,0.61312360,0.55923851,0.00000000,0.20695161,0.13815517
-5.96998499,1.52419146,0.00768771,0.27401488,1.15612875,0.61928834,0.58231844,0.00000000,0.21213472,0.14460581
-5.96398199,1.55593120,0.00723956,0.27017835,1.15236779,0.62455654,0.60679765,0.00000000,0.21833428,0.15144682
-5.95797899,1.58711227,0.00685369,0.26555824,1.14665580,0.62879824,0.63230994,0.00000000,0.22540679,0.15856640
-5.95197599,1.61721005,0.00652458,0.26019950,1.13898825,0.63189965,0.65846634,0.00000000,0.23319916,0.16584593
-5.94597299,1.64571117,0.00624570,0.25415791,1.12938138,0.63376630,0.68486576,0.00000000,0.24155315,0.17316306
-5.93996998,1.67212874,0.00600983,0.24749905,1.11787600,0.63432581,0.71110598,0.00000000,0.25030976,0.18039502
-5.93396698,1.69601655,0.00580934,0.24029701,1.10454029,0.63353014,0.73679429,0.00000000,0.25931318,0.18742184
-5.92796398,1.71698159,0.00563653,0.23263289,1.08947143,0.63135707,0.76155742,0.00000000,0.26841420,0.19412949
-5.92196098,1.73469391,0.00548385,0.22459320,1.07279544,0.62781072,0.78505025,0.00000000,0.27747301,0.20041267
-5.91595798,1.74889338,0.00534421,0.21626799,1.05466541,0.62292106,0.80696285,0.00000000,0.28636117,0.20617716
-5.90995498,1.75939289,0.00521114,0.20774888,1.03525783,0.61674229,0.82702556,0.00000000,0.29496277,0.21134172
-5.90395198,1.76607783,0.00507896,0.19912695,1.01476726,0.60935015,0.84501203,0.00000000,0.30317484,0.21583932
-5.89794897,1.76890200,0.00494296,0.19049063,0.99339963,0.60083827,0.86074008,0.00000000,0.31090696,0.21961775
-5.89194597,1.76788037,0.00479939,0.18192357,0.97136441,0.59131376,0.87407059,0.00000000,0.31808030,0.22263966
-5.88594297,1.76307922,0.00464557,0.17350268,0.94886644,0.58089223,0.88490460,0.00000000,0.32462618,0.22488196
-5.87993997,1.75460453,0.00447984,0.16529632,0.92609763,0.56969258,0.89317910,0.00000000,0.33048433,0.22633475
-5.87393697,1.74258965,0.00430152,0.15736289,0.90322947,0.55783192,0.89886192,0.00000000,0.33560123,0.22699985
