energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.71785893,2.44106557,0.00927736,0.29437595,0.51802699,0.91529912,1.17065855,0.00000000,0.59967478,0.26494823
-5.71185593,2.43288662,0.00957296,0.29593642,0.52274689,0.90321521,1.17484633,0.00000000,0.59492757,0.26496889
-5.70585293,2.43037036,0.00991227,0.29723100,0.52838295,0.89376773,1.18155973,0.00000000,0.59237180,0.26590586
-5.69984992,2.43321056,0.01029449,0.29828811,0.53484664,0.88670335,1.19067953,0.00000000,0.59216303,0.26775774
-5.69384692,2.44106242,0.01071725,0.29914188,0.54205392,0.88178028,1.20206086,0.00000000,0.59440290,0.27050312
-5.68784392,2.45354561,0.01117646,0.29983188,0.54992624,0.87876973,1.21553574,0.00000000,0.59913718,0.27410071
-5.68184092,2.47024711,0.01166637,0.30040238,0.55839059,0.87745664,1.23091546,0.00000000,0.60635515,0.27848972
-5.67583792,2.49072351,0.01217958,0.30090115,0.56737899,0.87763980,1.24799271,0.00000000,0.61599043,0.28359078
-5.66983492,2.51450285,0.01270727,0.30137775,0.57682733,0.87913121,1.26654333,0.00000000,0.62792302,0.28930706
-5.66383192,2.54108612,0.01323929,0.30188143,0.58667378,0.88175479,1.28632767,0.00000000,0.64198243,0.29552592
-5.65782891,2.56994837,0.01376451,0.30245869,0.59685685,0.88534452,1.30709178,0.00000000,0.65795195,0.30212088
-5.65182591,2.60053980,0.01427113,0.30315069,0.60731337,0.88974199,1.32856832,0.00000000,0.67557368,0.30895395
-5.64582291,2.63228708,0.01474701,0.30399058,0.61797649,0.89479360,1.35047748,0.00000000,0.69455443,0.31587833
-5.63981991,2.66459506,0.01518007,0.30500097,0.62877394,0.90034758,1.37252798,0.00000000,0.71457212,0.32274145
-5.63381691,2.69684941,0.01555873,0.30619167,0.63962657,0.90625104,1.39441842,0.00000000,0.73528277,0.32938822
-5.62781391,2.72842029,0.01587224,0.30755791,0.65044748,0.91234720,1.41583908,0.00000000,0.75632775,0.33566455
-5.62181091,2.75866742,0.01611111,0.30907902,0.66114159,0.91847324,1.43647425,0.00000000,0.77734122,0.34142088
-5.61580790,2.78694663,0.01626742,0.31071791,0.67160591,0.92445881,1.45600538,0.00000000,0.79795767,0.34651581
-5.60980490,2.81261815,0.01633511,0.31242126,0.68173039,0.93012551,1.47411499,0.00000000,0.81781934,0.35081962
-5.60380190,2.83505639,0.01631020,0.31412042,0.69139935,0.93528750,1.49049135,0.00000000,0.83658338,0.35421754
-5.59779890,2.85366132,0.01619090,0.31573323,0.70049350,0.93975327,1.50483393,0.00000000,0.85392880,0.35661274
-5.59179590,2.86787106,0.01597772,0.31716642,0.70889239,0.94332866,1.51685958,0.00000000,0.86956282,0.35792887
-5.58579290,2.87717535,0.01567341,0.31831878,0.71647730,0.94582105,1.52630915,0.00000000,0.88322666,0.35811210
-5.57978989,2.88112948,0.01528287,0.31908472,0.72313433,0.94704453,1.53295442,0.00000000,0.89470076,0.35713258
-5.57378689,2.87936810,0.01481299,0.31935834,0.72875775,0.94682587,1.53660517,0.00000000,0.90380901,0.35498518
-5.56778389,2.87161832,0.01427237,0.31903755,0.73325334,0.94501101,1.53711591,0.00000000,0.91042230,0.35168962
-5.56178089,2.85771147,0.01367106,0.31802826,0.73654163,0.94147165,1.53439208,0.00000000,0.91446095,0.34728990
-5.55577789,2.83759289,0.01302018,0.31624841,0.73856098,0.93611158,1.52839545,0.00000000,0.91589620,0.34185302
-5.54977489,2.81132902,0.01233160,0.31363158,0.73927030,0.92887237,1.51914820,0.00000000,0.91475056,0.33546714
-5.54377189,2.77911147,0.01161757,0.31013008,0.73865132,0.91973803,1.50673565,0.00000000,0.91109700,0.32823911
-5.53776888,2.74125740,0.01089030,0.30571734,0.73671026,0.90873819,1.49130710,0.00000000,0.90505701,0.32029161
-5.53176588,2.69820595,0.01016168,0.30038960,0.73347883,0.89594973,1.47307481,0.00000000,0.89679750,0.31175978
-5.52576288,2.65051065,0.00944293,0.29416654,0.72901445,0.88149641,1.45231085,0.00000000,0.88652652,0.30278774
-5.51975988,2.59882768,0.00874434,0.28709123,0.72339955,0.86554656,1.42934184,0.00000000,0.87448797,0.29352477
-5.51375688,2.54390024,0.00807502,0.27922901,0.71674006,0.84830882,1.40454156,0.00000000,0.86095526,0.28412153
-5.50775388,2.48653946,0.00744276,0.27066558,0.70916293,0.83002596,1.37832170,0.00000000,0.84622426,0.27472632
-5.50175088,2.42760235,0.00685390,0.26150435,0.70081271,0.81096718,1.35112092,0.00000000,0.83060551,0.26548145
-5.49574787,2.36796760,0.00631325,0.25186313,0.69184744,0.79141896,1.32339250,0.00000000,0.81441606,0.25651988
-5.48974487,2.30851009,0.00582410,0.24187032,0.68243375,0.77167519,1.29559121,0.00000000,0.79797115,0.24796220
-5.48374187,2.25007513,0.00538823,0.23166078,0.67274150,0.75202678,1.26815976,0.00000000,0.78157597,0.23991402
-5.47773887,2.19345345,0.00500600,0.22137163,0.66293807,0.73275131,1.24151538,0.00000000,0.76551790,0.23246376
-5.47173587,2.13935797,0.00467644,0.21113797,0.65318262,0.71410334,1.21603714,0.00000000,0.75005936,0.22568111
-5.46573287,2.08840342,0.00439741,0.20108892,0.64362052,0.69630570,1.19205459,0.00000000,0.73543163,0.21961590
-5.45972986,2.04108962,0.00416575,0.19134402,0.63437826,0.67954217,1.16983810,0.00000000,0.72182995,0.21429765
-5.45372686,1.99778909,0.00397744,0.18201008,0.62555905,0.66395204,1.14959145,0.00000000,0.70940988,0.20973565
-5.44772386,1.95873973,0.00382778,0.17317870,0.61723942,0.64962658,1.13144701,0.00000000,0.69828526,0.20591967
-5.44172086,1.92404246,0.00371161,0.16492441,0.60946690,0.63660774,1.11546351,0.00000000,0.68852761,0.20282117
-5.43571786,1.89366423,0.00362344,0.15730360,0.60225903,0.62488887,1.10162677,0.00000000,0.68016710,0.20039499
-5.42971486,1.86744584,0.00355768,0.15035402,0.59560357,0.61441760,1.08985307,0.00000000,0.67319490,0.19858152
-5.42371186,1.84511416,0.00350874,0.14409508,0.58946018,0.60510046,1.07999499,0.00000000,0.66756671,0.19730918
-5.41770885,1.82629813,0.00347124,0.13852865,0.58376312,0.59680905,1.07184949,0.00000000,0.66320723,0.19649710
-5.41170585,1.81054745,0.00344012,0.13364041,0.57842518,0.58938734,1.06516766,0.00000000,0.66001528,0.19605803
-5.40570285,1.79735302,0.00341075,0.12940162,0.57334228,0.58265971,1.05966555,0.00000000,0.65786928,0.19590116
-5.39969985,1.78616809,0.00337904,0.12577110,0.56839871,0.57643926,1.05503574,0.00000000,0.65663266,0.19593497
-5.39369685,1.77642901,0.00334148,0.12269752,0.56347257,0.57053595,1.05095882,0.00000000,0.65615900,0.19606981
-5.38769385,1.76757451,0.00329523,0.12012159,0.55844121,0.56476424,1.04711436,0.00000000,0.65629657,0.19622018
-5.38169085,1.75906283,0.00323811,0.11797839,0.55318629,0.55894973,1.04319087,0.00000000,0.65689211,0.19630674
-5.37568784,1.75038591,0.00316865,0.11619944,0.54759823,0.55293476,1.03889431,0.00000000,0.65779366,0.19625784
-5.36968484,1.74108028,0.00308601,0.11471474,0.54157992,0.54658253,1.03395494,0.00000000,0.65885255,0.19601056
-5.36368184,1.73073440,0.00298999,0.11345445,0.53504936,0.53977981,1.02813231,0.00000000,0.65992431,0.19551144
-5.35767884,1.71899258,0.00288096,0.11235044,0.52794143,0.53243829,1.02121839,0.00000000,0.66086900,0.19471664
-5.35167584,1.70555573,0.00275981,0.11133755,0.52020853,0.52449444,1.01303897,0.00000000,0.66155079,0.19359181
-5.34567284,1.69017943,0.00262783,0.11035466,0.51182034,0.51590829,1.00345350,0.00000000,0.66183732,0.19211156
-5.33966983,1.67266996,0.00248667,0.10934549,0.50276273,0.50666123,0.99235368,0.00000000,0.66159895,0.19025879
-5.33366683,1.65287901,0.00233824,0.10825924,0.49303608,0.49675313,0.97966125,0.00000000,0.66070814,0.18802377
-5.32766383,1.63069780,0.00218458,0.10705115,0.48265320,0.48619905,0.96532518,0.00000000,0.65903944,0.18540318
-5.32166083,1.60605139,0.00202784,0.10568280,0.47163697,0.47502589,0.94931880,0.00000000,0.65647000,0.18239918
-5.31565783,1.57889370,0.00187014,0.10412247,0.46001817,0.46326919,0.93163712,0.00000000,0.65288093,0.17901853
-5.30965483,1.54920388,0.00171354,0.10234528,0.44783334,0.45097026,0.91229460,0.00000000,0.64815956,0.17527189
-5.30365183,1.51698427,0.00155995,0.10033337,0.43512323,0.43817398,0.89132363,0.00000000,0.64220250,0.17117322
-5.29764882,1.48226002,0.00141110,0.09807599,0.42193154,0.42492722,0.86877369,0.00000000,0.63491946,0.16673950
-5.29164582,1.44508057,0.00126850,0.09556944,0.40830438,0.41127793,0.84471136,0.00000000,0.62623761,0.16199049
-5.28564282,1.40552240,0.00113342,0.09281708,0.39429014,0.39727498,0.81922086,0.00000000,0.61610624,0.15694878
-5.27963982,1.36369300,0.00100686,0.08982911,0.37993988,0.38296866,0.79240519,0.00000000,0.60450140,0.15163989
-5.27363682,1.31973533,0.00088959,0.08662233,0.36530815,0.36841154,0.76438744,0.00000000,0.59143028,0.14609249
-5.26763382,1.27383232,0.00078211,0.08321971,0.35045397,0.35365974,0.73531211,0.00000000,0.57693481,0.14033860
-5.26163082,1.22621073,0.00068469,0.07964993,0.33544194,0.33877432,0.70534608,0.00000000,0.56109436,0.13441382
-5.25562781,1.17714381,0.00059742,0.07594666,0.32034325,0.32382257,0.67467908,0.00000000,0.54402721,0.12835735
-5.24962481,1.12695234,0.00052018,0.07214785,0.30523641,0.30887906,0.64352328,0.00000000,0.52589049,0.12221202
-5.24362181,1.07600350,0.00045275,0.06829476,0.29020762,0.29402628,0.61211184,0.00000000,0.50687858,0.11602396
-5.23761881,1.02470742,0.00039474,0.06443098,0.27535063,0.27935473,0.58069648,0.00000000,0.48721986,0.10984222
-5.23161581,0.97351125,0.00034570,0.06060137,0.26076597,0.26496235,0.54954372,0.00000000,0.46717185,0.10371808
-5.22561281,0.92289084,0.00030511,0.05685094,0.24655963,0.25095331,0.51893011,0.00000000,0.44701484,0.09770422
-5.21960980,0.87334020,0.00027243,0.05322367,0.23284107,0.23743608,0.48913644,0.00000000,0.42704425,0.09185363
-5.21360680,0.82535911,0.00024707,0.04976143,0.21972078,0.22452099,0.46044107,0.00000000,0.40756201,0.08621843
-5.20760380,0.77943943,0.00022846,0.04650294,0.20730728,0.21231716,0.43311281,0.00000000,0.38886720,0.08084860
-5.20160080,0.73605057,0.00021602,0.04348278,0.19570394,0.20092917,0.40740341,0.00000000,0.37124643,0.07579060
-5.19559780,0.69562483,0.00020919,0.04073056,0.18500554,0.19045344,0.38354018,0.00000000,0.35496421,0.07108612
-5.18959480,0.65854333,0.00020743,0.03827028,0.17529491,0.18097470,0.36171893,0.00000000,0.34025385,0.06677077
-5.18359180,0.62512304,0.00021022,0.03611978,0.16663980,0.17256254,0.34209769,0.00000000,0.32730918,0.06287298
-5.17758879,0.59560574,0.00021704,0.03429043,0.15909004,0.16526837,0.32479137,0.00000000,0.31627747,0.05941313
-5.17158579,0.57014921,0.00022739,0.03278707,0.15267532,0.15912298,0.30986773,0.00000000,0.30725376,0.05640282
-5.16558279,0.54882133,0.00024079,0.03160804,0.14740361,0.15413469,0.29734485,0.00000000,0.30027711,0.05384448
-5.15957979,0.53159728,0.00025673,0.03074551,0.14326040,0.15028838,0.28719026,0.00000000,0.29532856,0.05173125
-5.15357679,0.51836010,0.00027474,0.03018598,0.14020871,0.14754546,0.27932170,0.00000000,0.29233127,0.05004719
-5.14757379,0.50890459,0.00029432,0.02991091,0.13819005,0.14584466,0.27360980,0.00000000,0.29115268,0.04876778
-5.14157079,0.50294455,0.00031496,0.02989761,0.13712629,0.14510389,0.26988227,0.00000000,0.29160861,0.04786071
-5.13556778,0.50012303,0.00033617,0.03012015,0.13692220,0.14522284,0.26792974,0.00000000,0.29346932,0.04728695
-5.12956478,0.50002521,0.00035745,0.03055045,0.13746887,0.14608652,0.26751288,0.00000000,0.29646713,0.04700209
-5.12356178,0.50219350,0.00037830,0.03115936,0.13864760,0.14756927,0.26837067,0.00000000,0.30030545,0.04695776
-5.11755878,0.50614409,0.00039823,0.03191787,0.14033423,0.14953939,0.27022927,0.00000000,0.30466883,0.04710332
-5.11155578,0.51138439,0.00041678,0.03279816,0.14240377,0.15186394,0.27281147,0.00000000,0.30923363,0.04738746
-5.10555278,0.51743055,0.00043350,0.03377468,0.14473491,0.15441366,0.27584598,0.00000000,0.31367889,0.04775991
-5.09954977,0.52382433,0.00044802,0.03482510,0.14721445,0.15706762,0.27907644,0.00000000,0.31769703,0.04817304
-5.09354677,0.53014859,0.00045996,0.03593104,0.14974129,0.15971759,0.28226959,0.00000000,0.32100380,0.04858333
-5.08754377,0.53604067,0.00046903,0.03707870,0.15222978,0.16227165,0.28522241,0.00000000,0.32334730,0.04895263
-5.08154077,0.54120315,0.00047501,0.03825918,0.15461234,0.16465714,0.28776770,0.00000000,0.32451549,0.04924915
-5.07553777,0.54541144,0.00047774,0.03946857,0.15684117,0.16682256,0.28977816,0.00000000,0.32434212,0.04944828
-5.06953477,0.54851786,0.00047713,0.04070780,0.15888894,0.16873846,0.29116845,0.00000000,0.32271060,0.04953292
-5.06353177,0.55045218,0.00047317,0.04198216,0.16074845,0.17039726,0.29189551,0.00000000,0.31955603,0.04949360
-5.05752876,0.55121848,0.00046592,0.04330063,0.16243127,0.17181190,0.29195681,0.00000000,0.31486499,0.04932823
-5.05152576,0.55088855,0.00045554,0.04467491,0.16396541,0.17301350,0.29138694,0.00000000,0.30867347,0.04904157
-5.04552276,0.54959235,0.00044222,0.04611829,0.16539210,0.17404812,0.29025247,0.00000000,0.30106292,0.04864434
-5.03951976,0.54750582,0.00042624,0.04764438,0.16676196,0.17497273,0.28864555,0.00000000,0.29215471,0.04815217
-5.03351676,0.54483684,0.00040790,0.04926575,0.16813059,0.17585063,0.28667653,0.00000000,0.28210330,0.04758438
-5.02751376,0.54181007,0.00038756,0.05099252,0.16955397,0.17674663,0.28446585,0.00000000,0.27108857,0.04696256
-5.02151076,0.53865135,0.00036560,0.05283108,0.17108382,0.17772208,0.28213592,0.00000000,0.25930751,0.04630918
-5.01550775,0.53557267,0.00034242,0.05478284,0.17276322,0.17883020,0.27980304,0.00000000,0.24696590,0.04564624
-5.00950475,0.53275825,0.00031841,0.05684328,0.17462265,0.18011182,0.27757012,0.00000000,0.23427014,0.04499392
-5.00350175,0.53035258,0.00029396,0.05900116,0.17667680,0.18159186,0.27552027,0.00000000,0.22141978,0.04436949
-4.99749875,0.52845104,0.00026944,0.06123817,0.17892217,0.18327662,0.27371178,0.00000000,0.20860091,0.04378636
-4.99149575,0.52709334,0.00024520,0.06352875,0.18133570,0.18515217,0.27217455,0.00000000,0.19598066,0.04325341
-4.98549275,0.52626031,0.00022153,0.06584046,0.18387452,0.18718380,0.27090831,0.00000000,0.18370309,0.04277456
-4.97948974,0.52587394,0.00019872,0.06813457,0.18647669,0.18931661,0.26988243,0.00000000,0.17188638,0.04234869
-4.97348674,0.52580078,0.00017697,0.07036704,0.18906309,0.19147723,0.26903757,0.00000000,0.16062144,0.04196976
-4.96748374,0.52585824,0.00015648,0.07248989,0.19154025,0.19357660,0.26828877,0.00000000,0.14997184,0.04162724
-4.96148074,0.52582357,0.00013736,0.07445265,0.19380394,0.19551348,0.26752994,0.00000000,0.13997497,0.04130678
-4.95547774,0.52544491,0.00011971,0.07620416,0.19574349,0.19717882,0.26663950,0.00000000,0.13064415,0.04099103
-4.94947474,0.52445384,0.00010359,0.07769435,0.19724641,0.19846051,0.26548664,0.00000000,0.12197161,0.04066065
-4.94347174,0.52257868,0.00008899,0.07887617,0.19820324,0.19924835,0.26393816,0.00000000,0.11393202,0.04029534
-4.93746873,0.51955792,0.00007590,0.07970727,0.19851235,0.19943901,0.26186527,0.00000000,0.10648634,0.03987497
-4.93146573,0.51515310,0.00006427,0.08015172,0.19808439,0.19894082,0.25915016,0.00000000,0.09958583,0.03938065
-4.92546273,0.50916049,0.00005403,0.08018137,0.19684626,0.19767795,0.25569200,0.00000000,0.09317591,0.03879572
-4.91945973,0.50142113,0.00004510,0.07977696,0.19474438,0.19559406,0.25141202,0.00000000,0.08719973,0.03810662
-4.91345673,0.49182871,0.00003737,0.07892892,0.19174712,0.19265504,0.24625763,0.00000000,0.08160140,0.03730363
-4.90745373,0.48033509,0.00003074,0.07763771,0.18784633,0.18885095,0.24020527,0.00000000,0.07632860,0.03638143
-4.90145073,0.46695332,0.00002511,0.07591391,0.18305788,0.18419691,0.23326205,0.00000000,0.07133464,0.03533940
-4.89544772,0.45175811,0.00002036,0.07377779,0.17742131,0.17873312,0.22546609,0.00000000,0.06657995,0.03418182
-4.88944472,0.43488390,0.00001640,0.07125861,0.17099846,0.17252392,0.21688562,0.00000000,0.06203292,0.03291786
-4.88344172,0.41652074,0.00001311,0.06839361,0.16387146,0.16565606,0.20761709,0.00000000,0.05767025,0.03156132
-4.87743872,0.39690830,0.00001040,0.06522668,0.15613993,0.15823626,0.19778226,0.00000000,0.05347675,0.03013030
-4.87143572,0.37632848,0.00000820,0.06180691,0.14791772,0.15038825,0.18752461,0.00000000,0.04944479,0.02864673
-4.86543272,0.35509691,0.00000641,0.05818701,0.13932926,0.14224937,0.17700516,0.00000000,0.04557344,0.02713579
-4.85942971,0.33355381,0.00000498,0.05442160,0.13050584,0.13396696,0.16639809,0.00000000,0.04186740,0.02562526
-4.85342671,0.31205472,0.00000385,0.05056564,0.12158175,0.12569470,0.15588608,0.00000000,0.03833577,0.02414486
-4.84742371,0.29096133,0.00000295,0.04667285,0.11269071,0.11758894,0.14565586,0.00000000,0.03499080,0.02272556
-4.84142071,0.27063276,0.00000226,0.04279434,0.10396244,0.10980524,0.13589386,0.00000000,0.03184671,0.02139889
-4.83541771,0.25141760,0.00000172,0.03897741,0.09551970,0.10249517,0.12678222,0.00000000,0.02891854,0.02019632
-4.82941471,0.23364678,0.00000131,0.03526457,0.08747578,0.09580340,0.11849514,0.00000000,0.02622113,0.01914862
-4.82341171,0.21762737,0.00000102,0.03169277,0.07993241,0.08986514,0.11119570,0.00000000,0.02376829,0.01828530
-4.81740870,0.20363736,0.00000081,0.02829297,0.07297821,0.08480386,0.10503302,0.00000000,0.02157206,0.01763407
-4.81140570,0.19192137,0.00000067,0.02508988,0.06668767,0.08072945,0.10013984,0.00000000,0.01964220,0.01722030
-4.80540270,0.18268713,0.00000061,0.02210195,0.06112050,0.07773653,0.09663043,0.00000000,0.01798579,0.01706661
-4.79939970,0.17610272,0.00000062,0.01934157,0.05632138,0.07590303,0.09459876,0.00000000,0.01660697,0.01719237
-4.79339670,0.17229436,0.00000069,0.01681547,0.05232012,0.07528906,0.09411690,0.00000000,0.01550676,0.01761327
-4.78739370,0.17134476,0.00000084,0.01452520,0.04913196,0.07593579,0.09523363,0.00000000,0.01468304,0.01834093
-4.78139070,0.17329183,0.00000109,0.01246779,0.04675821,0.07786462,0.09797316,0.00000000,0.01413053,0.01938249
-4.77538769,0.17812778,0.00000146,0.01063641,0.04518691,0.08107638,0.10233413,0.00000000,0.01384084,0.02074026
-4.76938469,0.18579871,0.00000199,0.00902110,0.04439366,0.08555083,0.10828868,0.00000000,0.01380257,0.02241140
-4.76338169,0.19620455,0.00000271,0.00760950,0.04434259,0.09124627,0.11578193,0.00000000,0.01400146,0.02438773
-4.75737869,0.20919974,0.00000369,0.00638752,0.04498725,0.09809952,0.12473177,0.00000000,0.01442052,0.02665552
-4.75137569,0.22459452,0.00000501,0.00534004,0.04627170,0.10602625,0.13502908,0.00000000,0.01504020,0.02919553
-4.74537269,0.24215723,0.00000676,0.00445143,0.04813162,0.11492172,0.14653868,0.00000000,0.01583866,0.03198316
-4.73936968,0.26161768,0.00000905,0.00370614,0.05049552,0.12466219,0.15910088,0.00000000,0.01679204,0.03498870
-4.73336668,0.28267170,0.00001204,0.00308909,0.05328611,0.13510681,0.17253388,0.00000000,0.01787474,0.03817794
-4.72736368,0.30498712,0.00001591,0.00258606,0.05642177,0.14610031,0.18663709,0.00000000,0.01905987,0.04151285
-4.72136068,0.32821103,0.00002088,0.00218395,0.05981825,0.15747626,0.20119531,0.00000000,0.02031970,0.04495256
-4.71535768,0.35197851,0.00002719,0.00187104,0.06339046,0.16906112,0.21598384,0.00000000,0.02162619,0.04845451
-4.70935468,0.37592245,0.00003517,0.00163710,0.06705449,0.18067880,0.23077442,0.00000000,0.02295163,0.05197580
-4.70335168,0.39968438,0.00004516,0.00147354,0.07072974,0.19215574,0.24534177,0.00000000,0.02426928,0.05547469
-4.69734867,0.42292601,0.00005757,0.00137339,0.07434121,0.20332633,0.25947073,0.00000000,0.02555413,0.05891215
-4.69134567,0.44534092,0.00007287,0.00133137,0.07782176,0.21403845,0.27296347,0.00000000,0.02678363,0.06225345
-4.68534267,0.46666603,0.00009156,0.00134384,0.08111439,0.22415889,0.28564680,0.00000000,0.02793844,0.06546977
-4.67933967,0.48669228,0.00011423,0.00140874,0.08417444,0.23357846,0.29737892,0.00000000,0.02900320,0.06853952
-4.67333667,0.50527398,0.00014148,0.00152554,0.08697157,0.24221643,0.30805564,0.00000000,0.02996713,0.07144962
-4.66733367,0.52233637,0.00017398,0.00169510,0.08949148,0.25002418,0.31761540,0.00000000,0.03082468,0.07419635
-4.66133067,0.53788076,0.00021241,0.00191960,0.09173728,0.25698773,0.32604312,0.00000000,0.03157599,0.07678593
-4.65532766,0.55198706,0.00025746,0.00220237,0.09373039,0.26312907,0.33337241,0.00000000,0.03222719,0.07923465
-4.64932466,0.56481336,0.00030983,0.00254773,0.09551098,0.26850608,0.33968614,0.00000000,0.03279057,0.08156852
-4.64332166,0.57659234,0.00037018,0.00296086,0.09713783,0.27321104,0.34511513,0.00000000,0.03328462,0.08382256
